N	2gram	Tiupa_Hudo	Komedia
201	и тем	4	6
202	могут быть	5	6
203	в силу	4	6
204	всего в	1	6
205	мы встречаем	1	6
206	на ее	1	6
207	в сущности	1	6
208	в другой	1	6
209	тому назад	1	6
210	никто не	3	6
211	а не	13	6
212	в отличие	7	6
213	в области	8	6
214	тем не	3	6
215	на вопрос	1	6
216	том числе	3	6
217	так в	4	6
218	когда же	1	6
219	или в	2	6
220	в какой	2	6
221	и как	4	6
222	на то	1	6
223	это было	1	6
224	на которые	1	6
225	а по	1	6
226	на это	1	6
227	как будто	1	6
228	для всех	1	5
229	хозяина и	1	5
230	в первом	1	5
231	за ним	1	5
232	именно в	2	5
233	что по	1	5
234	роль в	2	5
235	в это	1	5
236	со своей	4	5
237	в действительности	1	5
238	восходит к	1	5
239	из своего	1	5
240	а на	5	5
241	к ним	1	5
242	сказать что	4	5
243	который в	2	5
244	тем же	1	5
245	себя в	8	5
246	никогда не	2	5
247	представить себе	1	5
248	последние десятилетия	1	5
249	в ее	6	5
250	но он	3	5
251	одним из	2	5
252	также в	1	5
253	в мире	24	5
254	между собой	2	5
255	в каждом	1	5
256	в развитии	1	5
257	не могла	1	5
258	друг другу	1	5
259	и от	1	5
260	не так	1	5
261	что это	1	5
262	из того	1	5
263	за пределы	2	5
264	обращается к	1	5
265	приводит к	6	5
266	ему и	1	5
267	и теперь	1	5
268	вслед за	2	5
269	же самое	1	5
270	той же	1	5
271	в сознании	1	5
272	здесь и	1	5
273	это не	4	5
274	мы имеем	6	5
275	он и	2	5
276	и без	1	5
277	к своему	2	5
278	и я	1	5
279	раз в	1	5
280	ему не	1	5
281	что из	1	5
282	жизни и	1	5
283	чаще всего	1	5
284	для этого	1	5
285	мира в	2	5
286	в той	3	4
287	каждой из	1	4
288	к числу	1	4
289	тем как	1	4
290	в принципе	8	4
291	требует от	1	4
292	не столько	7	4
293	чтобы в	1	4
294	новое время	1	4
295	например в	4	4
296	видно из	1	4
297	либо в	2	4
298	их в	3	4
299	дома и	2	4
300	из других	1	4
301	время от	1	4
302	времени в	2	4
303	не всегда	2	4
304	может служить	2	4
305	в отсутствие	2	4
306	перед ним	1	4
307	в глаза	2	4
308	самом начале	1	4
309	одна из	2	4
310	под именем	1	4
311	к этим	1	4
312	в состоянии	1	4
313	к которому	4	4
314	одно из	2	4
315	не остается	1	4
316	комедиях аристофана	1	4
317	в последние	1	4
318	я не	2	4
319	между ними	5	4
320	же как	1	4
321	в себя	4	4
322	именно потому	1	4
323	здесь мы	1	4
324	по своей	7	4
325	с которым	1	4
326	из этого	2	4
327	не случайно	3	4
328	не позволяет	1	4
329	не на	5	4
330	одновременно с	1	4
331	стороны и	1	4
332	художественного мышления	3	4
333	бы не	2	4
334	то и	1	4
335	наконец в	1	4
336	впрочем и	1	4
337	каждый из	1	4
338	или к	1	4
339	в более	1	4
340	и другие	2	4
341	у нас	1	4
342	на помощь	1	4
343	с их	2	4
344	времени и	2	4
345	по его	1	4
346	или менее	6	4
347	за его	1	4
348	в поле	1	4
349	мог бы	3	4
350	не следует	4	4
351	в пределах	3	4
352	далеко не	4	4
353	чтобы не	2	4
354	у нее	1	4
355	которые в	1	4
356	того времени	1	4
357	нуждается в	1	4
358	в основе	7	4
359	творческий путь	1	3
360	от него	1	3
361	исходя из	1	3
362	в финале	2	3
363	в году	2	3
364	по себе	2	3
365	более или	6	3
366	конечном счете	5	3
367	если он	1	3
368	в соответствии	1	3
369	только для	1	3
370	сам же	1	3
371	при всей	2	3
372	в любом	1	3
373	из жизни	1	3
374	а после	1	3
375	даже самых	1	3
376	с ума	1	3
377	между двумя	2	3
378	только на	1	3
379	и внутренней	1	3
380	от своего	2	3
381	на новую	1	3
382	путь к	1	3
383	из наиболее	1	3
384	соответствии с	1	3
385	в нашем	2	3
386	при виде	1	3
387	для понимания	2	3
388	речь о	1	3
389	нет никаких	1	3
390	затем в	1	3
391	о ней	1	3
392	эдипа и	1	3
393	этих двух	2	3
394	время и	1	3
395	собой в	1	3
396	в герое	1	3
397	противоречие между	1	3
398	и притом	3	3
399	отношения к	4	3
400	из уст	1	3
401	в таком	3	3
402	от этого	1	3
403	а с	2	3
404	всего лишь	6	3
405	ни одно	2	3
406	одну из	1	3
407	в новое	1	3
408	следует признать	1	3
409	могла бы	2	3
410	нельзя не	1	3
411	не один	1	3
412	действующего лица	1	3
413	и есть	1	3
414	его за	1	3
415	однако по	1	3
416	и право	1	3
417	сообщения о	1	3
418	для себя	4	3
419	представляют собой	1	3
420	первых же	1	3
421	не могут	1	3
422	не более	1	3
423	мы понимаем	1	3
424	до этого	1	3
425	и одновременно	5	3
426	направляется к	1	3
427	по собственному	1	3
428	с ними	2	3
429	друг от	1	3
430	и более	2	3
431	чем на	1	3
432	переходит к	1	3
433	действия и	1	3
434	было и	2	3
435	в присутствии	1	3
436	состоит в	20	3
437	если мы	2	3
438	принадлежит к	3	3
439	за пределами	3	3
440	только при	1	3
441	том же	1	3
442	казалось бы	1	3
443	в самой	2	3
444	могли быть	1	3
445	как к	5	3
446	такое же	1	3
447	мы находим	1	3
448	от друга	1	3
449	как впрочем	1	3
450	с той	1	3
451	узнавания в	1	3
452	является не	1	3
453	в каждой	1	3
454	должен быть	2	3
455	в одной	1	3
456	на них	1	3
457	и потому	2	3
458	а как	1	3
459	он говорит	1	3
460	с первых	1	3
461	не с	2	3
462	последней трети	1	3
463	в рамках	13	3
464	числе и	2	3
465	иначе в	1	3
466	они не	1	3
467	над его	1	3
468	по этому	1	3
469	право на	2	3
470	в известной	1	3
471	с которыми	1	2
472	в центре	1	2
473	в душе	9	2
474	же и	1	2
475	говорит о	1	2
476	те же	1	2
477	не как	2	2
478	точно так	1	2
479	одному из	1	2
480	за которым	1	2
481	отдельно от	1	2
482	исторического лица	1	2
483	или для	1	2
484	в драматическом	1	2
485	а напротив	1	2
486	жизнь в	1	2
487	как об	1	2
488	на земле	1	2
489	к каким	1	2
490	к более	2	2
491	из всего	1	2
492	превращается в	2	2
493	принадлежат к	1	2
494	меня в	1	2
495	к самому	1	2
496	в собственном	1	2
497	приходит в	1	2
498	в порядке	2	2
499	и те	1	2
500	поскольку он	1	2
501	от своей	1	2
502	перед собой	1	2
503	себе отчет	1	2
504	на первый	1	2
505	как ее	1	2
506	нам не	1	2
507	не могли	2	2
508	по тем	1	2
509	она могла	1	2
510	в противоположность	3	2
511	обращаясь к	1	2
512	что речь	1	2
513	для которого	2	2
514	не вполне	2	2
515	и формы	1	2
516	я думаю	2	2
517	двух других	1	2
518	отношений и	1	2
519	него не	1	2
520	думаю что	1	2
521	что все	1	2
522	еще одна	1	2
523	в зависимости	1	2
524	от себя	3	2
525	что даже	1	2
526	они могут	1	2
527	чем это	2	2
528	к внутреннему	2	2
529	то в	2	2
530	мы видим	1	2
531	жизни так	1	2
532	после чего	1	2
533	каждом из	1	2
534	с другими	5	2
535	к жизни	2	2
536	отношения между	1	2
537	не была	1	2
538	в конечном	5	2
539	этим и	1	2
540	прошлом и	1	2
541	я и	7	2
542	подобно тому	3	2
543	между прочим	1	2
544	рядом с	1	2
545	его жизни	1	2
546	служит для	1	2
547	слово в	1	2
548	к вопросу	1	2
549	точек зрения	1	2
550	а для	2	2
551	пребывания в	1	2
552	и мир	1	2
553	я на	2	2
554	в уста	1	2
555	однако и	1	2
556	с матерью	1	2
557	в лучшем	1	2
558	ту же	1	2
559	является его	1	2
560	на свой	1	2
561	на чем	1	2
562	и является	1	2
563	начинается с	1	2
564	с такими	1	2
565	общего с	1	2
566	это делает	1	2
567	до смерти	1	2
568	теми же	1	2
569	бы ни	1	2
570	с ее	6	2
571	означает что	1	2
572	не будет	3	2
573	образом и	2	2
574	в состав	6	2
575	которой не	1	2
576	живет в	1	2
577	в жизни	3	2
578	теперь в	1	2
579	есть для	1	2
580	и дает	1	2
581	сводится к	11	2
582	со всеми	1	2
583	этой точки	2	2
584	любовь и	1	2
585	если говорить	1	2
586	даже при	1	2
587	этом смысле	3	2
588	не означает	1	2
589	жизни в	2	2
590	своей стороны	1	2
591	себя и	3	2
592	о котором	1	2
593	в известном	2	2
594	нет в	1	2
595	к другому	2	2
596	не входит	2	2
597	перед нами	1	2
598	речь в	1	2
599	художественный образ	1	2
600	он еще	1	2
601	аналогичным образом	4	2
602	быть не	1	2
603	котором он	1	2
604	поле зрения	1	2
605	зависимости от	1	2
606	слова и	2	2
607	с которой	1	2
608	в которую	1	2
609	отношении к	3	2
610	и наиболее	1	2
611	в каком	2	2
612	еще один	2	2
613	имеем в	3	2
614	известной степени	3	2
615	между людьми	1	2
616	персонажи не	1	2
617	ее не	1	2
618	событий в	1	2
619	во втором	4	2
620	такого отношения	1	2
621	здесь не	2	2
622	для обозначения	2	2
623	в произведениях	1	2
624	во времени	4	2
625	не будучи	1	2
626	характерные для	1	2
627	именно к	1	2
628	этом случае	1	2
629	в свое	1	2
630	ответственность за	1	2
631	основе своей	2	2
632	еще и	2	2
633	для него	5	2
634	не для	1	2
635	того что	5	2
636	в литературе	2	2
637	ее в	2	2
638	бы и	1	2
639	однако она	1	2
640	была бы	3	2
641	нередко в	1	2
642	от всех	2	2
643	текста не	2	2
644	это еще	1	2
645	места в	1	2
646	этом что	1	2
647	все эти	2	2
648	при таком	1	2
649	на фоне	1	2
650	и со	1	2
651	всем законам	1	2
652	не все	2	2
653	мере в	1	2
654	в форме	4	2
655	к одному	1	2
656	о месте	1	2
657	как уже	3	2
658	тому как	3	2
659	дело не	2	2
660	и может	2	2
661	имеет в	1	2
662	свою жизнь	2	2
663	это была	1	2
664	частности в	1	2
665	или его	1	2
666	тем самым	5	2
667	человека с	3	2
668	человека и	2	2
669	с человеком	2	2
670	могло быть	2	2
671	сказать в	1	2
672	в совершенном	1	2
673	в случае	2	2
674	ни был	2	2
675	это на	1	1
676	жизни которая	1	1
677	к действительности	3	1
678	выставляет на	1	1
679	можно говорить	1	1
680	и мира	1	1
681	в момент	3	1
682	придают им	1	1
683	рассказ о	2	1
684	от имени	2	1
685	в такое	1	1
686	и меньше	1	1
687	слова эти	1	1
688	я этого	1	1
689	том чем	1	1
690	вопросу о	1	1
691	на второй	1	1
692	которые лежат	1	1
693	что основной	1	1
694	человеком который	1	1
695	привести к	1	1
696	общими для	1	1
697	его поступки	1	1
698	ни столь	2	1
699	в различных	1	1
700	как было	1	1
701	на смену	4	1
702	если никто	1	1
703	две другие	1	1
704	одновременно не	1	1
705	от одного	1	1
706	о мире	1	1
707	образом что	1	1
708	им по	1	1
709	введенное в	1	1
710	мысль о	1	1
711	его произведений	1	1
712	поступок в	1	1
713	ведет к	2	1
714	и другим	1	1
715	как более	1	1
716	стороны в	1	1
717	с не	1	1
718	в одноименной	2	1
719	же точно	1	1
720	в бою	1	1
721	а именно	3	1
722	который впрочем	1	1
723	о судьбе	1	1
724	в одно	2	1
725	монолог в	1	1
726	собой ср	1	1
727	но у	1	1
728	отличается от	2	1
729	по своим	1	1
730	как принято	1	1
731	зависимо от	1	1
732	себя не	1	1
733	для публики	1	1
734	но мы	1	1
735	между участниками	1	1
736	все их	1	1
737	своему герою	1	1
738	первый взгляд	1	1
739	состоит не	1	1
740	друг перед	1	1
741	в данном	4	1
742	шире и	1	1
743	мы рассмотрим	1	1
744	восприятие которое	1	1
745	порядок в	3	1
746	и такие	1	1
747	очень точно	1	1
748	не говорит	1	1
749	жизни когда	1	1
750	лицом смерти	1	1
751	своего собственного	1	1
752	в динамике	1	1
753	чем за	1	1
754	на сердце	1	1
755	случаи когда	1	1
756	своему не	1	1
757	расположение в	1	1
758	своей природе	2	1
759	входит в	4	1
760	некий общий	1	1
761	платона и	1	1
762	понимаем что	1	1
763	которыми он	1	1
764	героя в	1	1
765	имея в	1	1
766	котором по	1	1
767	для данного	1	1
768	времени или	1	1
769	говорит что	2	1
770	не обязательно	3	1
771	значительной степени	2	1
772	делает то	1	1
773	не что	1	1
774	подлинным произведением	1	1
775	является как	1	1
776	в театральном	1	1
777	всех без	3	1
778	своей жизнью	1	1
779	отчет в	1	1
780	смысл на	1	1
781	и себя	1	1
782	принадлежащих к	1	1
783	не дай	1	1
784	следит за	1	1
785	настоящее время	1	1
786	ее как	1	1
787	в контексте	3	1
788	именно так	1	1
789	за него	1	1
790	с этими	1	1
791	те и	1	1
792	должен ты	1	1
793	тот что	1	1
794	исходит из	1	1
795	оказывается уже	2	1
796	коем случае	2	1
797	на котором	2	1
798	уже по	1	1
799	и открывает	1	1
800	в системе	3	1
801	но вы	1	1
802	которой в	1	1
803	не просто	2	1
804	строго говоря	2	1
805	внутреннего мира	2	1
806	жанра в	1	1
807	привычных для	1	1
808	ситуации и	1	1
809	не происходит	1	1
810	своих изделий	1	1
811	только не	1	1
812	изобразительного искусства	1	1
813	которой я	1	1
814	и совершенно	1	1
815	той мере	1	1
816	она предстает	1	1
817	войне и	2	1
818	как такового	1	1
819	от его	1	1
820	что иное	1	1
821	предстает перед	1	1
822	первого из	1	1
823	и больше	2	1
824	внимание на	1	1
825	время в	1	1
826	его характера	1	1
827	общение с	1	1
828	рамках этой	1	1
829	принято говорить	1	1
830	а тот	1	1
831	а и	1	1
832	и чрезвычайно	1	1
833	второй план	1	1
834	с нею	1	1
835	существующее в	2	1
836	однако этот	1	1
837	корнями в	1	1
838	имеем дело	2	1
839	мы конечно	1	1
840	которого он	2	1
841	только во	1	1
842	в ситуации	1	1
843	воспоминании о	1	1
844	обратил внимание	1	1
845	не хозяин	1	1
846	я во	1	1
847	полной мере	1	1
848	вошел в	1	1
849	вместо него	1	1
850	уже говорилось	2	1
851	в третьем	1	1
852	то она	1	1
853	еще одним	1	1
854	для иллюстрации	1	1
855	во всей	3	1
856	и некоторые	2	1
857	перед необходимостью	1	1
858	всех его	1	1
859	он оказывается	2	1
860	от кого	1	1
861	он ни	1	1
862	воздействие на	1	1
863	и само	1	1
864	человек в	1	1
865	том и	2	1
866	и произведения	1	1
867	сознания как	1	1
868	неизвестен и	1	1
869	и оказывается	1	1
870	а всего	1	1
871	в сторону	2	1
872	а только	4	1
873	частной жизни	2	1
874	той или	5	1
875	окружающему его	1	1
876	на празднике	1	1
877	в русской	3	1
878	на которую	1	1
879	могли бы	1	1
880	о себе	2	1
881	но как	2	1
882	лишь ее	1	1
883	свою жизненную	1	1
884	не сводится	9	1
885	от окружающих	1	1
886	при чтении	2	1
887	позиций и	1	1
888	говорил о	1	1
889	героя и	5	1
890	свое место	1	1
891	не составляет	1	1
892	любви она	1	1
893	игра случая	1	1
894	картины мира	3	1
895	зрения в	1	1
896	другом и	1	1
897	ибо и	1	1
898	однако герой	1	1
899	как человек	1	1
900	в область	1	1
901	этой причине	1	1
902	и весьма	2	1
903	из окна	1	1
904	бы они	1	1
905	одним словом	1	1
906	соединении с	2	1
907	главного героя	1	1
908	иметь в	1	1
909	еще два	1	1
910	это может	2	1
911	военных действий	1	1
912	как один	1	1
913	однако если	3	1
914	реального исторического	1	1
915	а тем	1	1
916	я в	13	1
917	превратилась в	1	1
918	писал в	1	1
919	так называемого	1	1
920	тот или	3	1
921	так называемый	1	1
922	крайней мере	1	1
923	его как	1	1
924	под определенным	1	1
925	и др	2	1
926	это ни	1	1
927	она здесь	1	1
928	общественном сознании	2	1
929	всю жизнь	1	1
930	в противном	2	1
931	бы быть	1	1
932	речи и	4	1
933	о тебе	1	1
934	и отсутствие	1	1
935	или иного	4	1
936	куда не	1	1
937	внешних атрибутов	1	1
938	в него	1	1
939	охарактеризовать как	1	1
940	отделен от	1	1
941	он должен	3	1
942	случае его	1	1
943	одного и	3	1
944	встречающихся в	1	1
945	в статье	1	1
946	можно только	1	1
947	в особенности	1	1
948	и постепенное	1	1
949	себе самом	1	1
950	на деле	3	1
951	и против	1	1
952	он уже	1	1
953	с первоначальным	1	1
954	одном случае	1	1
955	как с	1	1
956	время для	1	1
957	то есть	26	1
958	жизни а	2	1
959	самой жизни	1	1
960	того кому	1	1
961	существенным образом	1	1
962	к сфере	1	1
963	не требует	1	1
964	времени когда	1	1
965	задолго до	2	1
966	разного рода	1	1
967	была названа	1	1
968	и комедия	1	1
969	и вполне	1	1
970	акта в	1	1
971	за это	1	1
972	и сделать	1	1
973	которому принадлежит	1	1
974	и одной	1	1
975	текста и	1	1
976	но только	2	1
977	все то	1	1
978	системе образов	1	1
979	оказывается в	3	1
980	самим собой	5	1
981	же со	1	1
982	позволяющей ему	1	1
983	человека как	1	1
984	и будет	1	1
985	и действительно	1	1
986	во множестве	2	1
987	героев и	1	1
988	можно назвать	1	1
989	из тех	2	1
990	у читателя	1	1
991	в слове	4	1
992	по душе	1	1
993	в теорию	2	1
994	можно передать	1	1
995	быть назван	1	1
996	не такое	1	1
997	может не	1	1
998	у одного	2	1
999	к категории	1	1
1000	всей своей	2	1
1001	на каждом	1	1
1002	как следствие	1	1
1003	высказывание в	1	1
1004	в художественном	5	1
1005	выступает как	1	1
1006	по крайней	1	1
1007	жизненную позицию	1	1
1008	свое время	1	1
1009	все они	1	1
1010	первых десятилетий	1	1
1011	ни к	2	1
1012	как художественное	2	1
1013	относится как	2	1
1014	решающая роль	1	1
1015	и частной	1	1
1016	вытекает из	2	1
1017	жизненным опытом	1	1
1018	между несколькими	1	1
1019	от горя	1	1
1020	жизни между	1	1
1021	своей собственной	1	1
1022	себе никакого	1	1
1023	в е	1	1
1024	в роли	3	1
1025	совпадает с	2	1
1026	задний план	1	1
1027	нет даже	1	1
1028	в значительной	2	1
1029	судьбы здесь	1	1
1030	века где	1	1
1031	на основе	2	1
1032	это особенно	1	1
1033	в суть	1	1
1034	передо мной	2	1
1035	не могло	2	1
1036	значение для	1	1
1037	тем к	1	1
1038	не наделен	1	1
1039	о своем	1	1
1040	автор обращается	1	1
1041	временем получает	1	1
1042	в мир	1	1
1043	человека к	3	1
1044	в совершенно	1	1
1045	и находит	1	1
1046	служить также	1	1
1047	разговор с	1	1
1048	над собой	1	1
1049	но без	1	1
1050	автора в	1	1
1051	человеческого поведения	1	1
1052	согласия в	1	1
1053	без его	1	1
1054	проявляется в	1	1
1055	и служит	1	1
1056	начиная с	2	1
1057	при котором	2	1
1058	переживания его	1	1
1059	себя самого	1	1
1060	и самих	1	1
1061	в существовании	1	1
1062	автором в	1	1
1063	к миру	1	1
1064	этого слова	2	1
1065	всего к	1	1
1066	непосредственно к	1	1
1067	своей цели	1	1
1068	если первое	1	1
1069	рода отношения	1	1
1070	стороны не	1	1
1071	ее содержание	1	1
1072	в деятельности	1	1
1073	в настоящее	1	1
1074	к окружающему	1	1
1075	его можно	1	1
1076	текста в	3	1
1077	на время	2	1
1078	жизни но	2	1
1079	что автор	1	1
1080	так с	1	1
1081	не знают	1	1
1082	известные нам	1	1
1083	вокруг него	1	1
1084	значение в	1	1
1085	со мной	1	1
1086	в коем	2	1
1087	свидетельствует о	1	1
1088	в последней	2	1
1089	и того	3	1
1090	что одна	1	1
1091	обе эти	1	1
1092	чего не	1	1
1093	культуры в	3	1
1094	игра с	1	1
1095	в основании	2	1
1096	которое должно	1	1
1097	во внешнем	2	1
1098	это ощущение	1	1
1099	как у	1	1
1100	может показаться	1	1
1101	поведения в	1	1
1102	из своих	1	1
1103	он же	1	1
1104	на которой	1	1
1105	кто бы	1	1
1106	в русском	1	1
1107	это отношение	3	1
1108	от своих	1	1
1109	сказать не	1	1
1110	все художественные	1	1
1111	зрения у	1	1
1112	его достижения	1	1
1113	этом не	1	1
1114	самые разнообразные	1	1
1115	дело в	1	1
1116	иными словами	1	1
1117	же по	1	1
1118	здесь также	1	1
1119	себя а	1	1
1120	виду что	1	1
1121	из дальнейшего	1	1
1122	той самой	1	1
1123	сама по	2	1
1124	мира а	1	1
1125	в уме	1	1
1126	и последующих	1	1
1127	говорить об	1	1
1128	или даже	3	1
1129	говорят о	1	1
1130	общественных отношений	1	1
1131	противном случае	2	1
1132	мира и	2	1
1133	не от	2	1
1134	в такой	1	1
1135	остановимся на	1	1
1136	том в	1	1
1137	его воли	1	1
1138	та или	1	1
1139	и художественного	1	1
1140	в условиях	1	1
1141	его чувства	1	1
1142	действующие лица	1	1
1143	далекого прошлого	1	1
1144	страшно и	1	1
1145	отношений которые	1	1
1146	основе его	1	1
1147	впечатление от	1	1
1148	актера в	1	1
1149	того или	4	1
1150	мира как	1	1
1151	только к	1	1
1152	в полной	1	1
1153	прошлого с	1	1
1154	как ни	1	1
1155	каждая из	2	1
1156	оно в	1	1
1157	на задний	1	1
1158	автора для	1	1
1159	поэт не	1	1
1160	случае если	1	1
1161	пойдет о	1	1
1162	также и	1	1
1163	но всегда	1	1
1164	частности все	1	1
1165	из нас	1	1
1166	части и	1	1
1167	с совершенно	1	1
1168	это случается	1	1
1169	в искусстве	9	1
1170	быть и	2	1
1171	эпизода как	1	1
1172	сам текст	1	1
1173	в прошлом	1	1
1174	перевод с	1	1
1175	и эстетической	2	1
1176	ним как	1	1
1177	высказывания в	5	1
1178	говоря о	3	1
1179	из видов	1	1
1180	нет не	1	1
1181	примером такого	1	1
1182	первые два	1	1
1183	текстов не	1	1
1184	определена как	1	1
1185	в тексте	13	1
1186	на уровне	1	1
1187	в понимании	1	1
1188	как против	1	1
1189	в ходе	5	1
1190	можно сказать	6	1
1191	организации текста	1	1
1192	говорилось выше	1	1
1193	этом и	1	1
1194	в имени	2	1
1195	его характеристика	1	1
1196	в общественном	2	1
1197	или иной	9	1
1198	как игра	1	1
1199	происходит в	1	1
1200	и прежде	3	1
1201	том случае	1	1
1202	свою речь	1	1
1203	просто как	1	1
1204	может и	1	1
1205	ответственного за	1	1
1206	от греч	1	1
1207	лучшем случае	1	1
1208	природой и	1	1
1209	именно это	1	1
1210	себе и	1	1
1211	образов и	1	1
1212	автора и	3	1
1213	иное как	1	1
1214	перед другом	1	1
1215	возможна только	1	1
1216	являются наиболее	1	1
