N	3gram	Bakhtin_Pr	FransuaR
323	же как и	3	2
324	он определяет как	1	2
325	конечно и в	1	2
326	и в сущности	2	2
327	мы не можем	1	2
328	к себе самому	1	2
329	есть все то	1	2
330	в третьей главе	1	2
331	мы остановимся в	1	2
332	во всех сферах	1	2
333	потому что они	2	2
334	они вступают в	1	2
335	друг к другу	4	2
336	переносит центр тяжести	1	1
337	неотделимы друг от	1	1
338	и земли в	1	1
339	еще одну особенность	1	1
340	это не значит	3	1
341	как будто бы	1	1
342	менее всего можно	1	1
343	своего времени и	1	1
344	свое выражение в	1	1
345	главе нашей работы	1	1
346	уже не могут	2	1
347	из своих писем	1	1
348	лишь абстрактный момент	1	1
349	и тогда когда	1	1
350	а не так	1	1
351	один из них	1	1
352	своей книге о	1	1
353	если же мы	1	1
354	но все эти	1	1
355	в четвертой главе	1	1
356	в неразрывное единство	1	1
357	напомним что образ	1	1
358	как и с	1	1
359	хотя бы и	3	1
360	мы его не	1	1
361	в самой действительности	2	1
362	был бы не	1	1
363	сказать второго порядка	1	1
364	то что обычно	1	1
365	из этих трех	1	1
366	таким образом уже	2	1
367	идет именно об	1	1
368	в своей отдельности	1	1
369	в области художественной	1	1
370	она и не	1	1
371	они не могут	1	1
372	не способны даже	1	1
373	с нею в	1	1
374	проявляется и в	1	1
375	годах то есть	1	1
376	было бы нелепо	1	1
377	повторяем еще раз	1	1
378	не совпадает с	2	1
379	повсюду во всех	1	1
380	осмыслены в плане	1	1
381	о нем до	1	1
382	к другу и	1	1
383	носят у него	1	1
384	в году под	1	1
385	именно в этой	1	1
386	и не столь	1	1
387	то что может	1	1
388	же мы должны	1	1
389	слышать и понимать	1	1
390	и в словах	1	1
391	чтобы убедиться в	1	1
392	даже в своих	1	1
393	в самом построении	2	1
394	и несколько дальше	1	1
395	начинается там где	1	1
396	но только в	1	1
397	во всех своих	1	1
398	бы нелепо думать	1	1
399	а потому и	2	1
400	точкой зрения на	1	1
401	можно найти и	1	1
402	и в своих	1	1
403	в руках и	1	1
404	него в одной	1	1
405	произведение очень характерно	1	1
406	для своего времени	1	1
407	в сложном единстве	1	1
408	они уже не	4	1
409	правильно понять и	1	1
410	для него только	1	1
411	не может иметь	1	1
412	и воспринимать ее	1	1
413	как если бы	1	1
414	играет громадную роль	1	1
415	в человеке и	1	1
416	в первой главе	1	1
417	потому что не	2	1
418	углубляться в эту	1	1
419	становления и роста	1	1
420	и не употребляет	1	1
421	и образам и	1	1
422	остановимся лишь на	1	1
423	ценных наблюдений и	1	1
424	в маленьком масштабе	1	1
425	как и всегда	1	1
426	в своем стремлении	1	1
427	героем и автором	1	1
428	одной плоскости на	1	1
429	на пороге и	1	1
430	все это лишь	1	1
431	то есть по	1	1
432	и делает его	1	1
433	мыслится и изображается	1	1
434	в совершенно иных	1	1
435	в литературе о	1	1
436	не завершен и	1	1
437	даже и не	1	1
438	и не хочет	1	1
439	и завершителем которой	1	1
440	теми же самыми	1	1
441	его и не	2	1
442	восприятия и оценки	1	1
443	к нему нельзя	1	1
444	поставить и разрешить	1	1
445	в художественном произведении	1	1
446	но вовсе не	1	1
447	так как в	1	1
448	в прокрустово ложе	1	1
449	по нашей терминологии	1	1
450	приводит его к	1	1
451	другою своею стороною	1	1
452	он воспринимает и	1	1
453	и наконец на	1	1
454	мы остановимся лишь	1	1
455	и не совсем	1	1
456	только в форме	1	1
457	лежащие в основе	2	1
458	все те же	1	1
459	в самом романе	2	1
460	художественной формы и	1	1
461	даже там где	2	1
462	таким образом мы	1	1
463	но здесь в	1	1
464	в этих словах	1	1
465	себе самому и	1	1
466	знаете ли вы	1	1
467	и могут быть	1	1
468	человека и его	2	1
469	она так же	1	1
470	вложенная в уста	1	1
471	и во всяком	1	1
472	и сам был	1	1
473	и на материале	1	1
474	большой и разнообразный	1	1
475	в пределах того	1	1
476	то есть без	1	1
477	только в авторском	1	1
478	как и для	1	1
479	многие из основных	1	1
480	только в свете	1	1
481	и рассматривает его	1	1
482	замысла и в	1	1
483	он не может	2	1
484	и в дальнейшем	1	1
485	тому или другому	1	1
486	судить о нем	1	1
487	точка зрения не	1	1
488	было бы сказать	1	1
489	точки зрения их	1	1
490	него в руках	1	1
491	резко отличается от	1	1
492	как впрочем и	1	1
493	в индивидуальном и	1	1
494	в художественной литературе	1	1
495	одном из своих	1	1
496	он говорит не	1	1
497	об этом мы	1	1
498	тем более что	2	1
499	ко всем этим	1	1
500	не было ничего	1	1
501	что-то сказать но	1	1
502	недопустимо сводить к	2	1
503	таким же успехом	1	1
504	и его жизнь	1	1
505	никогда не совпадает	1	1
506	данном случае в	1	1
507	о нем по	1	1
508	в этом романе	1	1
509	он прежде всего	1	1
510	человека а следовательно	1	1
511	ее отношение к	1	1
512	мы даем здесь	1	1
513	уже не раз	1	1
514	и сочетаются с	1	1
515	благодаря этому все	1	1
516	дело идет не	6	1
517	и последнее слово	1	1
518	литературе о нем	1	1
519	и это не	3	1
520	и которые были	1	1
521	так же точно	1	1
522	мир в котором	1	1
523	до него и	1	1
524	пространства и времени	1	1
525	во всей его	2	1
526	кроме того и	1	1
527	не значит конечно	3	1
528	он все же	1	1
529	воспринимать ее как	1	1
530	и в той	1	1
531	к смертной казни	1	1
532	как и у	1	1
533	здесь и в	1	1
534	и что в	1	1
535	классицизма и просвещения	1	1
536	тем или иным	1	1
537	нашей работы мы	1	1
538	друг другу как	1	1
539	за пределы обычного	1	1
540	ни в одном	1	1
541	этом отношении не	1	1
542	насколько нам известно	1	1
543	в начале романа	1	1
544	их в самой	1	1
545	и не подозревает	1	1
546	та или иная	1	1
547	и на его	1	1
548	найти в человеке	1	1
549	раз подчеркнуть что	1	1
550	себе и в	1	1
551	нет ни одного	2	1
552	своего становления и	1	1
553	говорит он здесь	1	1
554	во всем этом	1	1
555	единую точку зрения	1	1
556	отношения к миру	1	1
557	причем сам он	1	1
558	все сферы идеологической	1	1
559	стоит на пороге	1	1
560	потому что по	1	1
561	ведь то что	1	1
562	характер то есть	1	1
563	является таким образом	1	1
564	так сказать в	1	1
565	для него самого	3	1
566	и в своей	1	1
567	но благодаря этому	1	1
568	как она есть	1	1
569	так чтобы в	1	1
570	и к этому	1	1
571	имеет ничего общего	1	1
572	видит и не	1	1
573	бы в точке	1	1
574	и вот все	2	1
575	с полным правом	1	1
576	бы он ни	2	1
577	в противоречии с	1	1
578	отличие от этого	1	1
579	их и в	1	1
580	а не к	1	1
581	и наконец в	1	1
582	но только для	1	1
583	не стремится к	1	1
584	то есть их	1	1
585	кажется нам неверным	1	1
586	то есть тех	1	1
587	только в условиях	1	1
588	есть то что	1	1
589	оно может быть	2	1
590	этого мира в	2	1
591	своей жизни и	2	1
592	с его верой	1	1
593	нелепо думать что	1	1
594	это в значительной	1	1
595	том что все	2	1
596	именно к этому	1	1
597	в нем как	1	1
598	он ни был	2	1
599	и со стороны	1	1
600	то есть он	2	1
601	независимо от того	1	1
602	в ней в	1	1
603	в каждом из	2	1
604	тем не менее	1	1
605	под этим углом	2	1
606	как существенный момент	1	1
607	как и всякое	1	1
608	выражение и в	1	1
609	на материале других	1	1
610	то есть не	3	1
611	перед нами в	3	1
612	не так как	1	1
613	не в том	1	1
614	есть только в	1	1
615	по природе своей	2	1
616	со всею отчетливостью	1	1
617	и т.п поэтому	1	1
618	протяжении всего романа	2	1
619	не относится к	1	1
620	сами по себе	4	1
621	этим углом зрения	2	1
622	одной из тех	1	1
623	и понимания мира	2	1
624	становящегося мира и	1	1
625	подчеркиваем что дело	1	1
626	но и эта	1	1
627	то же что	3	1
628	то перед нами	2	1
629	жизни и все	1	1
630	человеческой мысли и	1	1
631	так сказать второго	1	1
632	что все эти	1	1
633	реализме то есть	1	1
634	но и ее	1	1
635	подойти к нему	1	1
636	в зависимости от	5	1
637	романе и в	1	1
638	само по себе	4	1
639	в один из	1	1
640	здесь так же	1	1
641	и слово о	1	1
642	как бы он	1	1
643	мысль а как	1	1
644	вступают в новую	1	1
645	а потому что	1	1
646	что они не	1	1
647	значит конечно что	3	1
648	самом деле нет	1	1
649	милостивый государь что	1	1
650	из них не	1	1
651	в особенности и	1	1
652	как нам кажется	2	1
653	с различными явлениями	1	1
654	и у него	1	1
655	не имеет ничего	1	1
656	как можно больше	2	1
657	несмотря на это	1	1
658	в высшей степени	2	1
659	для него или	1	1
660	могла бы быть	1	1
661	почву на которой	1	1
662	это очень важная	1	1
663	в последующие два	1	1
664	в свете этого	1	1
665	лицом к лицу	1	1
666	тот же предмет	1	1
667	и до известной	1	1
668	же успехом могла	1	1
669	для них не	1	1
670	видеть и изображать	1	1
671	и здесь остается	1	1
672	имел место в	1	1
673	что он есть	3	1
674	дело идет именно	1	1
675	особенности словесного стиля	1	1
676	ли вы что	2	1
677	тем что он	1	1
678	внешних и внутренних	1	1
679	раз и навсегда	2	1
680	в ходу и	1	1
681	другой стороны эта	1	1
682	в результате такого	2	1
683	образ в духе	1	1
684	о себе самом	9	1
685	во второй главе	1	1
686	вовсе не как	1	1
687	в том и	2	1
688	в них есть	1	1
689	рассеяны по всему	1	1
690	в годах то	1	1
691	того или иного	1	1
692	и потому она	1	1
693	здесь только один	1	1
694	пятой главе нашей	1	1
695	подчеркнуть что в	1	1
696	за пределы всего	1	1
697	к нему в	1	1
698	что может быть	2	1
699	этом мы уже	1	1
700	он должен быть	1	1
701	но потому что	2	1
702	было бы привести	1	1
703	и видеть в	1	1
704	но здесь мы	1	1
705	свою жизнь и	1	1
706	для него не	2	1
707	имеет под собою	1	1
708	и на них	1	1
709	равных правах с	2	1
710	и т.п так	1	1
711	что же касается	1	1
712	бы ни были	1	1
713	не можем здесь	1	1
714	может быть понято	1	1
715	при этом совершенно	1	1
716	его к тому	1	1
717	говорить о том	1	1
718	очень живой и	1	1
719	сферы идеологической жизни	1	1
720	перестает быть тем	1	1
721	а не как	4	1
722	в отношении к	1	1
723	чтобы войти в	1	1
724	того чтобы его	1	1
725	здесь мы должны	2	1
726	как бы изнутри	1	1
727	здесь углубляться в	1	1
728	хотя и не	1	1
729	но для нас	1	1
730	одно из самых	1	1
731	иногда и в	1	1
732	идеологической жизни в	1	1
733	внутренний и внешний	1	1
734	тому как в	2	1
735	нам важно лишь	1	1
736	в лучшем случае	3	1
737	мы не собираемся	1	1
738	обычном смысле слова	1	1
739	и притом в	1	1
740	по нашему мнению	3	1
741	они в той	1	1
742	они никогда не	2	1
743	можно даже сказать	1	1
744	не могли конечно	1	1
745	кроме того она	1	1
746	к нему к	1	1
747	лишь там где	2	1
748	именно в том	2	1
749	все в этой	1	1
750	же время оно	1	1
751	одно из которых	1	1
752	в своем собственном	1	1
753	всяком случае не	1	1
754	во все сферы	1	1
755	и независимо от	1	1
756	именно как такое	1	1
757	весь с начала	1	1
758	на первый взгляд	1	1
759	первое из них	1	1
760	и в ее	1	1
761	в которой он	1	1
762	но не для	1	1
763	типа как например	1	1
764	по этому вопросу	1	1
765	как он сам	2	1
766	у него своя	1	1
767	нет ни композиционного	1	1
768	весь этот мир	1	1
769	можем здесь углубляться	1	1
770	смысл жизни и	1	1
771	или же в	1	1
772	от другого и	1	1
773	то время как	2	1
774	и становится человеком	1	1
775	и следовательно в	1	1
776	он есть и	1	1
777	не видит и	1	1
778	один из этих	1	1
779	не могут нести	1	1
