N	3gram	Bakhtin_Pr	Mirosoze
299	смысл жизни и	1	1
300	и обливая своими	1	1
301	к лицу и	1	1
302	которые могли бы	1	1
303	бы и самый	1	1
304	а следовательно и	1	1
305	великом инквизиторе и	1	1
306	не значит конечно	3	1
307	достоевского в его	2	1
308	нужно сказать что	2	1
309	в то же	10	1
310	во всех своих	1	1
311	отношению к нему	1	1
312	в самой жизни	1	1
313	у данте и	1	1
314	и его жизнь	1	1
315	все те же	1	1
316	что и у	1	1
317	то же время	10	1
318	него как в	1	1
319	к человеку в	1	1
320	что действие романа	1	1
321	на самом деле	4	1
322	его личности и	1	1
323	у нее нет	1	1
324	я не могу	1	1
325	и не раскрывает	1	1
326	тому как в	2	1
327	он прежде всего	1	1
328	выйти за пределы	1	1
329	достоевского нельзя найти	1	1
330	жизни и смерти	7	1
331	о жизни и	1	1
332	обычном смысле слова	1	1
333	плача рыдая и	1	1
334	что все позволено	1	1
335	с ним вот	2	1
336	он видел в	1	1
337	или лучше сказать	1	1
338	есть то что	1	1
339	мы имеем в	2	1
340	во всех этих	1	1
341	это прежде всего	1	1
342	мир в котором	1	1
343	в мою душу	1	1
344	все это раскрывается	1	1
345	уже в иной	1	1
346	видел в ней	1	1
347	с самим собой	1	1
348	самом начале романа	1	1
349	самой жизни а	1	1
350	и в той	1	1
351	в обычном смысле	2	1
352	у достоевского не	3	1
353	и исступленно клялся	1	1
354	жизни а не	1	1
355	не может найти	1	1
356	сам он не	1	1
357	да или нет	1	1
358	и великого инквизитора	1	1
359	в платоновском смысле	1	1
360	их личности в	1	1
361	она может быть	1	1
362	а вовсе не	1	1
363	романов достоевского не	1	1
364	на земле и	1	1
365	этого мира и	1	1
366	все в нем	2	1
367	та или иная	1	1
368	не дает никакой	1	1
369	из всего что	1	1
370	правда о человеке	1	1
371	в преступлении и	2	1
372	в нем и	2	1
373	может нас удовлетворить	1	1
374	над которым он	1	1
375	жизни и в	1	1
376	достоевского но это	1	1
377	выход за пределы	1	1
378	нет и не	1	1
379	личности в этом	1	1
380	будет ли она	1	1
381	сама по себе	3	1
382	человеческих отношений и	1	1
383	в идиоте мышкин	1	1
384	а не о	2	1
