N	2gram	Trubetskoy	Istorich
124	к тому	6	21
125	они не	1	21
126	из них	7	20
127	из этих	10	20
128	эта связь	1	20
129	в других	3	20
130	в силу	5	20
131	видели что	1	20
132	другими словами	1	20
133	с собой	1	19
134	так например	2	19
135	не совсем	1	19
136	на то	2	19
137	и как	3	19
138	после того	1	19
139	живет в	1	19
140	в то	4	18
141	в данном	1	18
142	в них	2	17
143	очень много	2	17
144	у народов	1	17
145	том как	1	17
146	по существу	2	17
147	дело не	1	17
148	и только	4	17
149	во всех	2	16
150	этот вопрос	1	16
151	возможно что	1	16
152	всех этих	1	16
153	в котором	4	16
154	не вполне	3	16
155	и действительно	2	16
156	и все	2	16
157	связана с	2	16
158	даже в	1	15
159	в своей	1	15
160	в которых	4	15
161	данном случае	1	15
162	в одной	1	15
163	и даже	3	15
164	на его	1	15
165	он в	2	15
166	друг друга	1	15
167	с этой	3	14
168	по отношению	1	14
169	и ее	1	14
170	одной из	5	14
171	у нас	1	14
172	но они	1	14
173	и есть	1	14
174	из которых	4	14
175	с ней	3	14
176	с того	2	14
177	такое же	1	14
178	должен был	4	14
179	а также	2	14
180	отношение к	5	14
181	отношению к	3	14
182	и наконец	2	14
183	в своем	3	13
184	время как	1	13
185	по себе	1	13
186	сказки в	1	13
187	то время	1	13
188	после смерти	10	13
189	тогда как	1	13
190	и для	5	13
191	в себе	6	13
192	все что	2	13
193	и у	8	13
194	на этом	1	13
195	и от	4	13
196	с ними	1	13
197	не имеет	5	13
198	смерти и	1	13
199	его не	2	13
200	и если	3	13
201	таким же	1	13
202	кроме того	1	12
203	хотя бы	3	12
204	утверждать что	2	12
205	в их	1	12
206	на более	1	12
207	к этой	1	12
208	как только	1	12
209	одним из	2	12
210	ни один	2	12
211	чаще всего	1	12
212	дает ему	1	12
213	в русских	2	12
214	и их	1	12
215	в этот	1	11
216	некоторое время	1	11
217	к которому	2	11
218	точки зрения	13	11
219	ясно что	3	11
220	от этого	1	11
221	должны быть	1	11
222	главным образом	8	11
223	связанные с	7	11
224	никто не	1	11
225	в очень	1	11
226	только с	1	11
227	уже в	2	11
228	на нее	3	11
229	же в	1	11
230	происходит в	1	11
231	по мере	1	11
232	если он	1	11
233	должно было	2	11
234	относится к	2	11
235	на которой	1	11
236	и более	1	11
237	такой же	1	11
238	человека в	1	11
239	далеко не	4	11
240	и к	5	10
241	не как	2	10
242	на земле	1	10
243	к ним	3	10
244	от них	2	10
245	не было	2	10
246	в которой	3	10
247	за собой	3	10
248	а с	7	10
249	и тот	1	10
250	его к	1	10
251	вслед за	2	10
252	связанных с	2	10
253	но если	2	10
254	однако это	1	10
255	и других	1	10
256	к обряду	1	10
257	о чем	1	10
258	то не	1	10
259	их не	1	10
260	начинается с	1	10
261	на этой	1	10
262	друг с	5	10
263	себя в	1	10
264	в ее	1	10
265	известно что	1	10
266	ни в	1	10
267	если не	2	10
268	своего отца	1	10
269	не знаем	1	10
270	он может	1	10
271	указывает на	1	10
272	что эти	3	10
273	не можем	1	10
274	более или	5	9
275	и вместе	4	9
276	не представляет	1	9
277	только на	1	9
278	себе в	1	9
279	но для	1	9
280	в чем	1	9
281	совершенно так	1	9
282	социальной жизни	1	9
283	на небе	2	9
284	тогда когда	2	9
285	и так	1	9
286	это и	1	9
287	в течение	4	9
288	в свою	2	9
289	целый ряд	4	9
290	на этот	4	9
291	тот же	2	9
292	он должен	1	9
293	зависит от	1	9
294	из этого	2	9
295	а по	1	9
296	в индии	8	9
297	же представление	1	9
298	в первую	1	9
299	когда она	1	9
300	представлением о	1	9
301	не могут	2	9
302	в себя	1	9
303	а как	1	9
304	и вновь	1	9
305	с его	2	9
306	из него	2	9
307	ему в	2	9
308	но по	3	9
309	с другом	5	9
310	или менее	5	9
311	приводит к	2	9
312	жизни и	2	9
313	только что	2	8
314	именно в	2	8
315	во всяком	6	8
316	конечно не	2	8
317	это тоже	1	8
318	превратился в	1	8
319	восходят к	1	8
320	с другими	4	8
321	магической силы	9	8
322	есть ли	1	8
323	не так	1	8
324	та же	1	8
325	с целью	2	8
326	только тогда	1	8
327	видели выше	1	8
328	у них	3	8
329	смерть и	1	8
330	смысле этого	1	8
331	и потому	6	8
332	в преисподнюю	1	8
333	не с	2	8
334	оказывается что	3	8
335	но вместе	2	8
336	же самое	2	8
337	которые в	2	8
338	попадают в	1	8
339	для этого	2	8
340	или по	2	8
341	одно из	2	8
342	роль в	1	8
343	можно сказать	3	8
344	входит в	1	8
345	она и	1	8
346	что его	1	8
347	с представлением	1	8
348	его с	1	8
349	и из	2	8
350	за это	1	8
351	большей частью	3	8
352	что такое	1	8
353	но с	3	8
354	смерти в	1	8
355	в жизни	1	8
356	на это	1	8
357	иногда даже	1	8
358	землю и	1	7
359	русской сказки	1	7
360	и некоторые	1	7
361	не есть	1	7
362	между собой	1	7
363	о которых	1	7
364	в эту	2	7
365	между тем	2	7
366	если в	3	7
367	и при	3	7
368	вспомним что	1	7
369	самом деле	1	7
370	к которым	2	7
371	нет в	1	7
372	состоит в	2	7
373	что оно	4	7
374	образом в	5	7
375	но эта	1	7
376	на них	1	7
377	не по	1	7
378	в китае	2	7
379	в начале	2	7
380	в области	9	7
381	вплоть до	2	7
382	случае мы	1	7
383	те же	2	7
384	связь между	1	7
385	как на	8	7
386	в европе	1	7
387	это мы	1	7
388	в конце	6	7
389	уже давно	2	7
390	ли это	2	7
391	того же	6	7
392	когда мы	1	7
393	однако в	1	7
394	можно только	2	7
395	состоит из	1	7
396	совершенно не	1	7
397	того чтобы	5	7
398	этого слова	1	7
399	всяком случае	6	7
400	для него	3	7
401	как она	1	7
402	с самого	3	7
403	думать что	1	7
404	одного из	1	7
405	и о	3	7
406	эти два	1	7
407	есть не	1	7
408	его от	2	6
409	не потому	2	6
410	на эту	1	6
411	дело с	1	6
412	той же	1	6
413	с одним	2	6
414	чтобы он	1	6
415	не могла	2	6
416	в одну	1	6
417	к сожалению	3	6
418	нет ничего	1	6
419	сам он	1	6
420	героем и	1	6
421	а через	1	6
422	в русском	2	6
423	о превращении	1	6
424	отличие от	1	6
425	одну из	1	6
426	же что	1	6
427	для того	5	6
428	но тем	1	6
429	самого начала	2	6
430	а после	3	6
431	то в	1	6
432	жить в	1	6
433	мы читаем	1	6
434	имеется и	1	6
435	и за	1	6
436	к жизни	5	6
437	что все	4	6
438	тому же	5	6
439	к чему	1	6
440	себе не	1	6
441	сказки не	1	6
442	быть и	2	6
443	отношения к	1	6
444	борьбы с	1	6
445	этой точки	2	6
446	и тогда	4	6
447	заметить что	1	6
448	в другое	2	6
449	ничем не	4	6
450	из которого	3	6
451	а иногда	1	6
452	обстоит дело	1	6
453	вступают в	1	6
454	в виду	2	5
455	в своих	1	5
456	мы и	1	5
457	бы в	1	5
458	только как	1	5
459	к своей	1	5
460	из себя	2	5
461	с образом	1	5
462	но когда	2	5
463	в сторону	1	5
464	эти слова	1	5
465	по своей	2	5
466	или иное	2	5
467	них не	2	5
468	с ее	1	5
469	части тела	1	5
470	из таких	1	5
471	от своего	1	5
472	их и	1	5
473	можно назвать	2	5
474	да и	1	5
475	о котором	2	5
476	в каком	1	5
477	на три	1	5
478	в которую	1	5
479	он как	1	5
480	в отличие	1	5
481	и раньше	1	5
482	в ряд	1	5
483	уже с	3	5
484	не означает	1	5
485	в свое	1	5
486	основана на	1	5
487	уже очень	1	5
488	по своему	2	5
489	на все	2	5
490	однако не	1	5
491	тоже не	1	5
492	но этим	1	5
493	на задний	1	5
494	но при	2	5
495	и требует	1	5
496	в одно	2	5
497	только для	2	5
498	на голове	1	5
499	но даже	1	5
500	всего что	1	5
501	связи со	1	5
502	ней и	1	5
503	в связь	1	5
504	несмотря на	6	5
505	прийти к	1	5
506	что от	1	5
507	в таком	3	5
508	очень мало	4	5
509	бы быть	1	5
510	если они	1	5
511	чтобы они	1	5
512	лежит в	1	5
513	это уже	1	5
514	в нашей	1	5
515	как о	3	5
516	много но	1	5
517	не могло	2	5
518	ее с	2	5
519	без всякого	1	5
520	соответствии с	1	5
521	том числе	5	5
522	отличается от	2	5
523	как нечто	1	5
524	или иначе	3	5
525	с культом	1	5
526	мира и	1	5
527	к концу	3	5
528	это было	1	5
529	задний план	1	5
530	имеются и	1	5
531	это для	1	5
532	в самом	4	4
533	в разных	2	4
534	в пользу	2	4
535	в результате	3	4
536	к рассмотрению	1	4
537	некоторые другие	1	4
538	в тело	2	4
539	по своим	2	4
540	полагают что	1	4
541	знаем о	1	4
542	на пути	2	4
543	людей и	2	4
544	и те	3	4
545	друг на	2	4
546	на одну	1	4
547	могло бы	1	4
548	формы в	1	4
549	во всей	1	4
550	что именно	2	4
551	он сам	1	4
552	и во	1	4
553	нет никаких	1	4
554	к этим	1	4
555	случае в	1	4
556	этой задачи	2	4
557	к их	1	4
558	что уже	1	4
559	о происхождении	1	4
560	чем в	1	4
561	у сибирских	1	4
562	всем что	1	4
563	одном из	1	4
564	связь со	1	4
565	из одного	1	4
566	в наше	1	4
567	вера в	1	4
568	иметь в	1	4
569	от нее	1	4
570	и сейчас	2	4
571	под этим	1	4
572	так или	3	4
573	сами по	1	4
574	с этого	1	4
575	так называемая	1	4
576	на друга	2	4
577	по сравнению	2	4
578	и больше	2	4
579	которых он	1	4
580	влечет за	2	4
581	она живет	1	4
582	он становится	1	4
583	то самое	1	4
584	не существует	1	4
585	здесь имеется	1	4
586	перейти к	1	4
587	а так	3	4
588	особенно в	2	4
589	тем более	1	4
590	человека и	1	4
591	по тому	2	4
592	мысль о	2	4
593	магическая сила	1	4
594	представляли собой	1	4
595	перед собой	1	4
596	так чтобы	2	4
597	силы и	2	4
598	при рассмотрении	1	4
599	в глаза	1	4
600	с этими	1	4
601	на почве	1	4
602	что тот	1	4
603	с точки	6	4
604	как раз	1	4
605	они в	2	4
606	когда его	1	4
607	прямо не	1	4
608	при которых	1	4
609	представляют себе	1	4
610	чистом виде	1	4
611	что происходит	1	4
612	найти в	1	4
613	о его	1	4
614	солнца или	1	4
615	все в	1	4
616	и этот	1	4
617	что касается	1	4
618	только те	1	4
619	и должно	1	4
620	совсем так	1	4
621	происходит с	1	4
622	тела и	1	4
623	характер состязания	1	4
624	стороны с	1	4
625	все они	1	4
626	еще и	1	4
627	ни к	1	4
628	или вообще	1	4
629	их с	1	4
630	его тело	1	4
631	огонь в	1	4
632	многих других	1	4
633	ни с	1	4
634	и через	1	4
635	состязания в	1	4
636	в ту	1	4
637	путь к	3	4
638	человеком и	1	4
639	к тем	1	4
640	или его	1	4
641	только то	1	4
642	как не	1	4
643	магическую силу	1	4
644	еще на	2	4
645	с религией	1	4
646	со всем	1	3
647	нечто подобное	1	3
648	а у	1	3
649	него в	1	3
650	зато в	1	3
651	видно из	1	3
652	эти черты	2	3
653	власти над	1	3
654	в соответствии	1	3
655	казалось бы	1	3
656	не могли	1	3
657	уже почти	1	3
658	так называемых	1	3
659	бога и	4	3
660	из всех	3	3
661	затем в	1	3
662	когда человек	2	3
663	что даже	1	3
664	общих чертах	1	3
665	к богам	1	3
666	бы то	2	3
667	и спасения	1	3
668	они к	1	3
669	обращаются с	1	3
670	с тех	2	3
671	в народных	3	3
672	в христианство	1	3
673	есть один	1	3
674	их он	1	3
675	между человеком	1	3
676	так сказать	1	3
677	могли бы	1	3
678	совсем не	1	3
679	время он	2	3
680	чтобы не	1	3
681	связи и	1	3
682	его уже	1	3
683	и делает	1	3
684	и одной	1	3
685	нам в	1	3
686	одновременно с	1	3
687	магической силой	1	3
688	к его	2	3
689	вряд ли	1	3
690	сейчас же	1	3
691	такое положение	2	3
692	над природой	1	3
693	с каким-нибудь	1	3
694	тех пор	2	3
695	что когда	1	3
696	тем же	1	3
697	начиная с	2	3
698	в самую	1	3
699	нельзя сказать	1	3
700	и после	2	3
701	могли быть	1	3
702	как к	1	3
703	именно к	1	3
704	то они	1	3
705	богом и	2	3
706	у многих	1	3
707	это предположение	1	3
708	как эти	1	3
709	это всегда	1	3
710	что душа	1	3
711	к нашей	1	3
712	на одном	1	3
713	и могут	1	3
714	в такой	1	3
715	один и	1	3
716	превратившись в	1	3
717	это как	1	3
718	этот факт	2	3
719	для всех	2	3
720	трудно сказать	1	3
721	и другую	1	3
722	она уже	1	3
723	живущие в	1	3
724	индии в	3	3
725	этом направлении	1	3
726	но далеко	1	3
727	при таком	2	3
728	речь идет	1	3
729	сделать из	1	3
730	и нет	3	3
731	как существо	1	3
732	больше чем	2	3
733	чтобы найти	1	3
734	превратились в	1	3
735	из животного	1	3
736	этого мира	1	3
737	что еще	1	3
738	они всегда	1	3
739	же она	1	3
740	причем в	1	3
741	а мы	1	3
742	и весь	1	3
743	в сети	1	3
744	собой и	1	3
745	должно быть	1	3
746	несколько иной	1	3
747	и заставляет	2	3
748	ни было	2	3
749	два раза	1	3
750	этими двумя	2	3
751	как видно	1	3
752	на колеснице	1	3
753	даже там	1	3
754	мире и	1	3
755	и животным	1	3
756	то ни	2	3
757	но зато	1	3
758	всех других	2	3
759	все те	1	3
760	души в	1	3
761	рассматривается как	1	3
762	это неверно	1	3
763	с душой	1	3
764	народа в	1	3
765	представить себе	1	3
766	к одной	2	3
767	только не	2	3
768	оно есть	1	3
769	сравнению с	2	3
770	вследствие этого	1	3
771	уже говорили	1	3
772	эта мысль	1	3
773	и до	1	3
774	первобытного человека	1	3
775	в свой	1	3
776	сделать это	1	3
777	подойти к	3	3
778	из этой	2	3
779	из человеческих	2	3
780	ряд других	1	3
781	что так	1	3
782	превратиться в	1	3
783	или через	1	3
784	только он	1	3
785	силы природы	1	3
786	из двух	1	3
787	в эпоху	7	3
788	бы с	1	3
789	здесь идет	1	3
790	пор не	1	3
791	идет речь	1	3
792	как из	1	3
793	знает и	1	3
794	по всей	1	3
795	их можно	1	3
796	никуда не	1	3
797	они являются	1	2
798	за время	1	2
799	между этим	1	2
800	что два	1	2
801	они у	1	2
802	физическая сила	1	2
803	этого момента	1	2
804	же эти	1	2
805	к другу	2	2
806	жизнь в	1	2
807	людей а	1	2
808	и другим	1	2
809	и перед	2	2
810	пути к	2	2
811	его все	1	2
812	силы или	1	2
813	после его	2	2
814	что этому	1	2
815	с верой	1	2
816	природы но	1	2
817	свою очередь	1	2
818	и леший	1	2
819	эти действия	2	2
820	выхода из	2	2
821	к смерти	1	2
822	к ее	1	2
823	ними в	1	2
824	то о	1	2
825	мы ничего	1	2
826	однако этот	1	2
827	как по	1	2
828	этим и	1	2
829	существо которое	1	2
830	сказать чтобы	1	2
831	по одному	1	2
832	во главе	1	2
833	и следовательно	1	2
834	определенной категории	1	2
835	вошли в	1	2
836	выступает в	2	2
837	теперь уже	1	2
838	которые и	1	2
839	этих трех	1	2
840	не были	1	2
841	в количестве	1	2
842	тем и	2	2
843	то или	2	2
844	она была	1	2
845	и несколько	1	2
846	и заставить	1	2
847	природы и	1	2
848	или о	1	2
849	в общих	1	2
850	старших в	1	2
851	это совершенно	1	2
852	она является	1	2
853	прямом смысле	1	2
854	и самый	1	2
855	при жизни	4	2
856	и конечно	1	2
857	по всем	1	2
858	и связанные	2	2
859	на неудачу	1	2
860	и далее	1	2
861	связей с	1	2
862	боги и	4	2
863	то с	3	2
864	предполагается что	1	2
865	которым он	1	2
866	в ад	1	2
867	в особый	1	2
868	характер этого	1	2
869	эти явления	1	2
870	вышла из	1	2
871	в известных	1	2
872	дальнейшее развитие	1	2
873	задачи мы	1	2
874	она обладает	1	2
875	наконец в	2	2
876	в деталях	1	2
877	и об	1	2
878	чтобы она	1	2
879	ибо он	1	2
880	это позволяет	1	2
881	к двум	1	2
882	оно имеет	1	2
883	ли эти	1	2
884	смерти человека	1	2
885	и всякий	1	2
886	перестает быть	2	2
887	хозяйственной жизни	1	2
888	что с	1	2
889	но одно	1	2
890	участие в	1	2
891	таком случае	1	2
892	народные низы	1	2
893	борьбу с	1	2
894	этом не	1	2
895	которые как	1	2
896	за тем	1	2
897	стремление к	1	2
898	приводило к	1	2
899	то ясно	2	2
900	и таким	3	2
901	с луной	1	2
902	стоит и	1	2
903	к одному	1	2
904	каждая такая	1	2
905	позволяет нам	1	2
906	но надо	1	2
907	у всех	2	2
908	не следует	1	2
909	как этот	1	2
910	ставит себе	1	2
911	числе и	4	2
912	особенно ярко	1	2
913	на путь	1	2
914	не похожи	1	2
915	место в	1	2
916	представляется как	1	2
917	этой силы	1	2
918	может и	1	2
919	к богу	3	2
920	но такой	1	2
921	рыбы и	1	2
922	мир не	1	2
923	человек может	1	2
924	за свою	1	2
925	можно говорить	1	2
926	в момент	1	2
927	которые по	1	2
928	что человек	1	2
929	другой с	1	2
930	требует от	2	2
931	в познании	1	2
932	морского бога	1	2
933	от этих	1	2
934	а во-вторых	1	2
935	помнить что	1	2
936	как обычай	1	2
937	было очень	1	2
938	в христианстве	1	2
939	одновременно и	2	2
940	выйти из	1	2
941	себя не	1	2
942	них в	1	2
943	жизни на	1	2
944	связанного с	1	2
945	и смерть	1	2
946	на западе	3	2
947	рассматриваться как	1	2
948	и другой	2	2
949	и остается	1	2
950	с развитием	1	2
951	с помощью	1	2
952	уже как	1	2
953	среди них	2	2
954	вернуться к	1	2
955	быть в	1	2
956	в нашем	1	2
957	надо иметь	1	2
958	богов и	5	2
959	чтобы стать	1	2
960	этой роли	1	2
961	у этих	1	2
962	станет ясным	1	2
963	очень скоро	1	2
964	прилетает к	1	2
965	или нескольких	1	2
966	а тот	1	2
967	именно из	2	2
968	всех его	1	2
969	между этими	2	2
970	себя как	1	2
971	в мире	5	2
972	при ближайшем	1	2
973	на себе	1	2
974	всех народов	1	2
975	не имеющие	1	2
976	поскольку они	1	2
977	именно потому	1	2
978	не более	1	2
979	на восток	2	2
980	змеи в	1	2
981	что дает	1	2
982	этим дело	1	2
983	общего с	2	2
984	на севере	1	2
985	его магической	1	2
986	для людей	1	2
987	в лесах	1	2
988	из малого	1	2
989	головной убор	1	2
990	взгляд на	2	2
991	в состав	1	2
992	это жертвоприношение	1	2
993	учение о	4	2
994	особенности этого	1	2
995	в сущности	1	2
996	не исчерпывается	2	2
997	связывается с	3	2
998	как с	1	2
999	в самой	2	2
1000	отличаются от	2	2
1001	не велел	1	2
1002	встречаются и	1	2
1003	в процессе	2	2
1004	к нам	1	2
1005	никем не	2	2
1006	всей своей	1	2
1007	ничего общего	2	2
1008	этого они	1	2
1009	ни у	2	2
1010	совпадает с	1	2
1011	говорили о	2	2
1012	не должно	1	2
1013	его тела	1	2
1014	не должны	2	2
1015	его нельзя	1	2
1016	уже тогда	1	2
1017	друга и	1	2
1018	но обычно	1	2
1019	похожи друг	1	2
1020	без участия	1	2
1021	а и	1	2
1022	оно поможет	1	2
1023	в сознании	1	2
1024	не стоит	1	2
1025	видел в	1	2
1026	живое существо	1	2
1027	в прямом	1	2
1028	сам себя	1	2
1029	свидетельствует о	2	2
1030	идет и	1	2
1031	по очереди	1	2
1032	не для	1	2
1033	с нашей	1	2
1034	в рамках	3	2
1035	что к	1	2
1036	себе задачей	1	2
1037	случае не	3	2
1038	женщины и	1	2
1039	должны прежде	1	2
1040	обе эти	1	2
1041	его после	1	2
1042	нужно было	1	2
1043	что душе	1	2
1044	это однако	1	2
1045	по окончании	1	2
1046	лишь в	5	2
1047	нами и	2	2
1048	он знает	1	2
1049	в понятие	1	2
1050	и прежде	1	2
1051	должны признать	2	2
1052	все более	1	2
1053	эти новые	1	2
1054	совершается в	1	2
1055	не к	2	2
1056	сознании и	2	1
1057	а другие	1	1
1058	с момента	1	1
1059	за исключением	1	1
1060	есть часть	1	1
1061	людей но	1	1
1062	эта новая	1	1
1063	уничтожить и	1	1
1064	различны и	1	1
1065	внешнее сходство	1	1
1066	индии и	4	1
1067	предстоит еще	1	1
1068	всегда связан	1	1
1069	чтобы в	1	1
1070	весьма вероятно	1	1
1071	сидит он	1	1
1072	о мире	1	1
1073	такую силу	1	1
1074	нам утверждать	1	1
1075	еще недостаточно	1	1
1076	богов здесь	1	1
1077	иначе как	1	1
1078	является его	1	1
1079	похож на	2	1
1080	мысли о	1	1
1081	образы эти	1	1
1082	является для	1	1
1083	отношении можно	1	1
1084	есть то	1	1
1085	к культуре	2	1
1086	широком смысле	1	1
1087	откуда эта	1	1
1088	и смерти	1	1
1089	образом при	1	1
1090	эту страну	1	1
1091	и отчасти	1	1
1092	вообще невозможно	1	1
1093	что фактически	1	1
1094	вид в	1	1
1095	по возможности	1	1
1096	имеющие отношение	1	1
1097	ничто не	1	1
1098	времени в	1	1
1099	больше не	2	1
1100	всегда так	1	1
1101	его души	1	1
1102	должна была	2	1
1103	идти по	1	1
1104	i когда	1	1
1105	есть продукт	1	1
1106	указания на	1	1
1107	общаться с	1	1
1108	в значительной	3	1
1109	вводят в	1	1
1110	сдвиг в	1	1
1111	таких условиях	1	1
1112	соприкосновения с	1	1
1113	та часть	1	1
1114	существовали в	1	1
1115	себя что	1	1
1116	и стать	1	1
1117	что историческая	1	1
1118	произошло в	1	1
1119	и иной	2	1
1120	старости и	1	1
1121	или иным	1	1
1122	нему в	1	1
1123	однако только	1	1
1124	обо всем	1	1
1125	что надо	1	1
1126	ходить в	1	1
1127	странах где	1	1
1128	образом если	2	1
1129	этих мифах	1	1
1130	путь есть	1	1
1131	на поверхность	1	1
1132	те черты	1	1
1133	переворот во	1	1
1134	развития не	1	1
1135	это слово	1	1
1136	жить так	1	1
1137	духовной культуры	3	1
1138	происхождения в	1	1
1139	надо что-то	1	1
1140	не представляется	1	1
1141	живет и	1	1
1142	пути и	1	1
1143	согласно этому	1	1
1144	смотря по	1	1
1145	но такая	1	1
1146	большею частью	2	1
1147	такое обращение	1	1
1148	оно на	1	1
1149	и надо	1	1
1150	о характере	1	1
1151	религии мы	1	1
1152	на какие	1	1
1153	друга что	1	1
1154	действительно если	1	1
1155	рассмотрении оказывается	1	1
1156	этому источнику	1	1
1157	не встречает	1	1
1158	трех слов	1	1
1159	из предыдущего	1	1
1160	это герой	1	1
1161	не отличаются	1	1
1162	этих народных	1	1
1163	руками и	1	1
1164	для постройки	1	1
1165	явствует что	1	1
1166	душой в	1	1
1167	и является	2	1
1168	кроме этих	1	1
1169	из нас	1	1
1170	считал что	1	1
1171	эти традиции	1	1
1172	этот период	2	1
1173	вниз в	1	1
1174	этот путь	2	1
1175	к старшим	1	1
1176	ярко в	2	1
1177	а отсюда	1	1
1178	повседневной жизни	1	1
1179	так называемые	3	1
1180	путь приобретения	1	1
1181	человека для	1	1
1182	наоборот все	1	1
1183	на душу	1	1
1184	собой на	1	1
1185	до начала	1	1
1186	мире как	1	1
1187	это по	1	1
1188	правда этот	1	1
1189	врага и	1	1
1190	и сами	2	1
1191	от до	1	1
1192	необходимо было	1	1
1193	заставляет их	1	1
1194	жизни а	1	1
1195	которой не	1	1
1196	к старым	1	1
1197	гораздо слабее	1	1
1198	лишь только	1	1
1199	плату а	1	1
1200	в корне	1	1
1201	невозможно и	1	1
1202	по образцу	1	1
1203	хотя зачатки	1	1
1204	в отношении	6	1
1205	или к	1	1
1206	совершенно иное	1	1
1207	только еще	1	1
1208	эта стихия	1	1
1209	со всеми	2	1
1210	из соединения	2	1
1211	которого убил	1	1
1212	лесными зверями	1	1
1213	же приходится	1	1
1214	философскими системами	1	1
1215	быть даже	2	1
1216	происхождение и	1	1
1217	значения и	1	1
1218	данного народа	1	1
1219	героев и	2	1
1220	принято называть	2	1
1221	есть что	1	1
1222	относящиеся к	1	1
1223	это относится	1	1
1224	еще при	1	1
1225	агни в	1	1
1226	для каждого	2	1
1227	ли не	1	1
1228	ближайшем рассмотрении	1	1
1229	эта сила	1	1
1230	отчасти и	1	1
1231	участвовать в	1	1
1232	жреческого сословия	1	1
1233	рассказывается так	1	1
1234	представляется в	1	1
1235	ни на	1	1
1236	и состоит	1	1
1237	нем царит	1	1
1238	несомненно в	1	1
1239	бог и	1	1
1240	славян и	1	1
1241	с нами	1	1
1242	умерших предков	1	1
1243	них как	1	1
1244	раз она	2	1
1245	это три	1	1
1246	всего этого	1	1
1247	горах и	1	1
1248	источнику и	1	1
1249	если человек	1	1
1250	более как	1	1
1251	большинство их	1	1
1252	такое здание	1	1
1253	случае с	1	1
1254	к людям	1	1
1255	число которых	1	1
1256	для совершения	1	1
1257	и культ	1	1
1258	может ли	2	1
1259	впервые в	1	1
1260	из первых	1	1
1261	ясно но	1	1
1262	разве я	1	1
1263	до известной	1	1
1264	в народном	3	1
1265	видят в	1	1
1266	достаточно известно	1	1
1267	судя по	1	1
1268	как основной	1	1
1269	и страшен	1	1
1270	заставляет его	1	1
1271	на востоке	2	1
1272	к лицу	1	1
1273	всю землю	1	1
1274	находились в	1	1
1275	может не	1	1
1276	злой демон	1	1
1277	с группой	1	1
1278	это был	1	1
1279	богов все	1	1
1280	своей основной	1	1
1281	языку и	1	1
1282	к скачкам	1	1
1283	действий которые	1	1
1284	ее нет	1	1
1285	и ввести	1	1
1286	нашей точки	1	1
1287	которых каждый	1	1
1288	как самое	1	1
1289	позднее к	1	1
1290	участвуют в	1	1
1291	но дает	1	1
1292	в широком	1	1
1293	существенно отличается	1	1
1294	всем богам	1	1
1295	появляются люди	1	1
1296	сама в	1	1
1297	пор были	1	1
1298	не упоминаются	1	1
1299	которых этот	1	1
1300	творец и	2	1
1301	и религиозное	1	1
1302	и предоставляется	1	1
1303	имеет никакого	1	1
1304	на такое	1	1
