N	2gram	Propp_Isto	Komedia
179	связи с	10	8
180	возможно что	2	8
181	по своему	1	8
182	войны и	1	8
183	и других	5	8
184	с самого	1	8
185	как он	6	8
186	идет о	1	8
187	и ее	1	8
188	место в	1	8
189	и к	3	7
190	в результате	1	7
191	в этих	7	7
192	равно как	1	7
193	если в	4	7
194	обращает на	1	7
195	себе в	3	7
196	во всяком	1	7
197	вопрос о	5	7
198	хотя бы	2	7
199	в другом	2	7
200	в руках	1	7
201	самого начала	1	7
202	по которым	2	7
203	что они	3	7
204	в связи	6	7
205	и это	5	7
206	в других	4	7
207	и тот	1	7
208	и хотя	4	7
209	в себе	1	7
210	и у	3	7
211	к его	2	7
212	это время	2	7
213	не имеет	4	7
214	не является	1	7
215	из этих	5	7
216	и поэтому	1	7
217	после смерти	3	7
218	мы знаем	12	7
219	целый ряд	4	7
220	и во	1	7
221	но если	2	7
222	всяком случае	1	7
223	и вот	4	7
224	для нас	6	7
225	со своим	2	7
226	должен был	1	7
227	или иначе	1	7
228	само собой	1	7
229	отнюдь не	1	7
230	тех же	2	7
231	и о	2	7
232	по всему	1	6
233	даже в	4	6
234	в виду	1	6
235	с собой	6	6
236	в своих	4	6
237	в наиболее	1	6
238	там же	2	6
239	среди которых	1	6
240	в дальнейшем	6	6
241	до того	1	6
242	представляет собой	8	6
243	как правило	2	6
244	не мог	3	6
245	и он	9	6
246	после того	4	6
247	с точки	1	6
248	как видно	1	6
249	что не	3	6
250	о которых	4	6
251	в греции	6	6
252	на этом	5	6
253	не дает	2	6
254	и тем	7	6
255	с дочерью	1	6
256	могут быть	9	6
257	в силу	7	6
258	в другой	5	6
259	лет тому	2	6
260	тому назад	2	6
261	никто не	4	6
262	в древней	2	6
263	как из	1	6
264	а не	5	6
265	которую он	1	6
266	в отличие	1	6
267	главным образом	2	6
268	в области	1	6
269	тем не	6	6
270	на вопрос	3	6
271	том числе	3	6
272	у тебя	1	6
273	так в	5	6
274	здесь в	1	6
275	из числа	1	6
276	молодых людей	1	6
277	или в	7	6
278	и как	5	6
279	на то	3	6
280	это было	2	6
281	в уже	1	6
282	человека в	5	6
283	когда он	7	6
284	а по	3	6
285	на это	1	6
286	как будто	2	6
287	в изображении	1	5
288	из двух	2	5
289	за ним	4	5
290	его на	5	5
291	что по	1	5
292	роль в	3	5
293	в это	3	5
294	восходит к	1	5
295	с помощью	1	5
296	из своего	4	5
297	а на	2	5
298	к ним	2	5
299	сказать что	2	5
300	под названием	1	5
301	от них	2	5
302	тем же	1	5
303	себя в	6	5
304	никогда не	5	5
305	представить себе	1	5
306	и мы	3	5
307	в ее	4	5
308	после этого	3	5
309	чем в	1	5
310	но он	2	5
311	одним из	4	5
312	также в	2	5
313	в мире	1	5
314	т д	36	5
315	все остальные	1	5
316	в развитии	2	5
317	ни одной	1	5
318	друг другу	1	5
319	даже если	2	5
320	и от	1	5
321	в ответ	1	5
322	каждого из	1	5
323	не так	1	5
324	представление о	22	5
325	известно что	3	5
326	брак с	2	5
327	что это	8	5
328	здесь нет	3	5
329	вывод что	1	5
330	из того	1	5
331	обращается к	2	5
332	приводит к	2	5
333	том как	5	5
334	конечно не	1	5
335	и если	1	5
336	у меня	1	5
337	только один	3	5
338	совпадают с	1	5
339	у других	1	5
340	вслед за	1	5
341	же самое	1	5
342	той же	2	5
343	в сознании	1	5
344	здесь и	2	5
345	это не	8	5
346	мы имеем	22	5
347	же не	1	5
348	по существу	2	5
349	к своему	2	5
350	и я	1	5
351	речи о	1	5
352	от того	1	5
353	жизни и	4	5
354	чаще всего	3	5
355	для этого	3	5
356	что на	1	5
357	следует что	1	4
358	нас в	1	4
359	него в	2	4
360	например в	11	4
361	правда в	1	4
362	их в	7	4
363	по тому	1	4
364	всякого рода	3	4
365	из других	2	4
366	не всегда	9	4
367	из себя	4	4
368	в риме	1	4
369	в плен	2	4
370	перед ним	1	4
371	на море	1	4
372	а сам	2	4
373	его не	3	4
374	одна из	6	4
375	к этим	3	4
376	все его	2	4
377	том чтобы	3	4
378	к их	1	4
379	в состоянии	1	4
380	этой же	1	4
381	аналогии с	1	4
382	и этим	6	4
383	одно из	3	4
384	это слово	1	4
385	я не	1	4
386	между ними	2	4
387	же как	12	4
388	в себя	3	4
389	здесь мы	7	4
390	в городе	2	4
391	можно сделать	1	4
392	что эта	2	4
393	один раз	2	4
394	по своей	1	4
395	и почему	1	4
396	с которым	3	4
397	образом в	3	4
398	из этого	3	4
399	человека который	1	4
400	не случайно	1	4
401	к сожалению	1	4
402	был бы	1	4
403	когда в	1	4
404	не на	1	4
405	одновременно с	2	4
406	стороны и	1	4
407	сравнению с	1	4
408	нет ничего	1	4
409	что мы	4	4
410	в греческой	1	4
411	то и	1	4
412	наконец в	1	4
413	по сравнению	1	4
414	большей частью	3	4
415	что же	1	4
416	и там	3	4
417	ли можно	1	4
418	по мнению	1	4
419	в более	6	4
420	хотя в	1	4
421	что с	2	4
422	и другие	5	4
423	у нас	1	4
424	на помощь	1	4
425	чем же	1	4
426	а то	1	4
427	по его	2	4
428	такой же	3	4
429	подземного царства	2	4
430	мог бы	2	4
431	до н	1	4
432	с полным	1	4
433	е в	6	4
434	пор не	1	4
435	в пределах	5	4
436	далеко не	1	4
437	у нее	1	4
438	он знает	1	4
439	из которой	1	4
440	в основе	3	4
441	во всем	4	3
442	от него	2	3
443	всего это	1	3
444	к этой	3	3
445	или по	1	3
446	ссылаясь на	2	3
447	за собой	5	3
448	по свидетельству	2	3
449	по сообщению	1	3
450	по себе	2	3
451	этим объясняется	1	3
452	естественно не	1	3
453	или на	3	3
454	если он	2	3
455	детей и	1	3
456	в соответствии	1	3
457	выясняется что	1	3
458	только для	1	3
459	за ней	2	3
460	видно что	1	3
461	представления о	7	3
462	брата и	2	3
463	выходит из	2	3
464	этой связи	1	3
465	между двумя	7	3
466	только на	2	3
467	на пути	2	3
468	и когда	1	3
469	приходит к	3	3
470	людей и	2	3
471	путь к	1	3
472	из наиболее	1	3
473	греции и	1	3
474	как на	3	3
475	ней и	1	3
476	такую же	2	3
477	соответствии с	1	3
478	находится в	2	3
479	же она	2	3
480	друг с	2	3
481	нет никаких	1	3
482	затем в	3	3
483	о ней	1	3
484	этих двух	1	3
485	собой в	1	3
486	с другом	2	3
487	искать в	1	3
488	на олимп	1	3
489	мне на	1	3
490	в таком	2	3
491	речь шла	1	3
492	обстоятельство что	1	3
493	от этого	6	3
494	должно было	3	3
495	девушке и	1	3
496	в греческом	1	3
497	не был	1	3
498	остается в	1	3
499	с новой	1	3
500	а с	2	3
501	ли это	2	3
502	в руки	3	3
503	одну из	5	3
504	он в	3	3
505	что ты	1	3
506	их к	1	3
507	и есть	3	3
508	его за	2	3
509	на дочери	1	3
510	в один	1	3
511	еще одно	1	3
512	мы видели	9	3
513	на месте	1	3
514	также что	3	3
515	к одной	1	3
516	почти не	1	3
517	его с	3	3
518	представляют собой	6	3
519	и из	3	3
520	мы в	1	3
521	не могут	2	3
522	не мешает	1	3
523	до этого	3	3
524	и начало	1	3
525	как о	1	3
526	с ними	4	3
527	меньшей мере	1	3
528	связанные с	5	3
529	своего отца	1	3
530	замуж за	1	3
531	его и	2	3
532	совершенно не	2	3
533	и более	3	3
534	ни у	1	3
535	мешает ему	1	3
536	относится к	3	3
537	и и	1	3
538	в город	1	3
539	бог и	1	3
540	и уже	2	3
541	переходит к	1	3
542	на землю	1	3
543	состоит в	1	3
544	не совсем	6	3
545	на две	1	3
546	если мы	1	3
547	за пределами	1	3
548	они были	2	3
549	как к	1	3
550	которым он	1	3
551	ему в	3	3
552	ее на	2	3
553	предположение что	3	3
554	не без	1	3
555	на что	1	3
556	бы на	1	3
557	такое же	3	3
558	не считая	1	3
559	мы находим	1	3
560	в виде	13	3
561	под тем	1	3
562	указывает на	1	3
563	власть в	1	3
564	с той	2	3
565	на все	2	3
566	должен быть	2	3
567	и таким	2	3
568	в одной	5	3
569	на них	2	3
570	и потому	2	3
571	а как	3	3
572	он говорит	1	3
573	она не	7	3
574	но при	2	3
575	сочувствия к	1	3
576	только как	1	3
577	то обстоятельство	1	3
578	таким же	5	3
579	можно найти	4	3
580	из своей	1	3
581	на всю	1	3
582	идет речь	1	3
583	числе и	2	3
584	они не	5	3
585	будто бы	2	3
586	же можно	4	3
587	по этому	1	3
588	в античной	3	3
589	все еще	6	3
590	право на	2	3
591	только после	3	3
592	в эти	1	3
593	он с	1	3
594	в лице	2	3
595	пути к	1	3
596	не к	1	3
597	нет необходимости	5	2
598	с которыми	1	2
599	находим в	1	2
600	чтобы дать	1	2
601	же и	1	2
602	по лестнице	3	2
603	находясь в	1	2
604	нечто подобное	1	2
605	другой пример	2	2
606	на своей	1	2
607	женщин и	1	2
608	их было	1	2
609	говорит о	4	2
610	те же	1	2
611	не как	5	2
612	входил в	1	2
613	точно так	3	2
614	остановиться на	1	2
615	за которым	2	2
616	ей в	3	2
617	между небом	1	2
618	в греческих	1	2
619	связь с	20	2
620	или для	1	2
621	встречается в	3	2
622	на которых	1	2
623	на земле	1	2
624	же образом	1	2
625	к каким	2	2
626	к которой	1	2
627	превращается в	10	2
628	меня в	4	2
629	работы в	1	2
630	приходит в	1	2
631	и те	1	2
632	перед собой	1	2
633	связанного с	1	2
634	как только	2	2
635	на первый	1	2
636	начнем с	1	2
637	полагают что	2	2
638	героя или	1	2
639	можно считать	1	2
640	которой он	2	2
641	она могла	1	2
642	в противоположность	1	2
643	представлений в	1	2
644	вопрос не	1	2
645	в этот	2	2
646	слов но	1	2
647	поэтому мы	1	2
648	наталкивается на	1	2
649	но они	1	2
650	обращаясь к	1	2
651	что девушка	1	2
652	не вполне	1	2
653	за другом	1	2
654	друг на	1	2
655	я думаю	1	2
656	вернуться к	1	2
657	чтобы они	2	2
658	без всякого	1	2
659	тех случаях	1	2
660	они должны	1	2
661	под влиянием	2	2
662	можно привести	2	2
663	думаю что	1	2
664	что все	4	2
665	в зависимости	1	2
666	были в	1	2
667	от себя	2	2
668	что даже	2	2
669	выходя из	1	2
670	на девушку	2	2
671	к ее	1	2
672	они могут	1	2
673	чем это	1	2
674	то в	2	2
675	мы видим	12	2
676	она и	2	2
677	главную роль	1	2
678	менее в	1	2
679	после чего	3	2
680	я взял	1	2
681	в тот	1	2
682	с другими	4	2
683	к жизни	1	2
684	как можно	2	2
685	и рассказ	1	2
686	с двумя	1	2
687	этим и	1	2
688	более поздние	1	2
689	очевидно что	3	2
690	подобно тому	2	2
691	указывает что	1	2
692	и она	3	2
693	между прочим	2	2
694	и жизнь	1	2
695	служит для	1	2
696	к мысли	1	2
697	пребывания в	1	2
698	а потом	3	2
699	он дал	1	2
700	с матерью	1	2
701	что происходит	1	2
702	мы уже	6	2
703	три раза	2	2
704	ту же	2	2
705	совсем не	1	2
706	ему до	1	2
707	же когда	1	2
708	отца или	1	2
709	на свой	1	2
710	на нем	3	2
711	почти всегда	1	2
712	доходит до	1	2
713	несколько иначе	1	2
714	этот вопрос	2	2
715	вот в	1	2
716	к первому	1	2
717	не сам	1	2
718	общего с	1	2
719	он понимает	1	2
720	найти в	2	2
721	но нет	1	2
722	и ты	1	2
723	них не	2	2
724	показывают что	8	2
725	за нее	2	2
726	бы ни	1	2
727	ii у	1	2
728	освобождает его	1	2
729	означает что	3	2
730	доказывает что	1	2
731	меня и	1	2
732	при жизни	1	2
733	представляет себе	1	2
734	не будет	1	2
735	образом и	1	2
736	в состав	1	2
737	с тремя	1	2
738	в основном	5	2
739	живет в	6	2
740	должна быть	3	2
741	в жизни	1	2
742	и при	3	2
743	людей из	1	2
744	на те	1	2
745	гораздо чаще	1	2
746	это уже	2	2
747	никак не	1	2
748	и землей	1	2
749	них является	1	2
750	из нескольких	1	2
751	сводится к	1	2
752	причем здесь	1	2
753	не ясно	3	2
754	этой точки	2	2
755	наряду со	1	2
756	особый интерес	1	2
757	с целью	2	2
758	даже при	1	2
759	не считать	2	2
760	не означает	1	2
761	и так	1	2
762	с огромной	1	2
763	ли он	2	2
764	о котором	1	2
765	знает что	1	2
766	пока он	2	2
767	нет в	2	2
768	же теперь	1	2
769	мы однако	1	2
770	перед нами	2	2
771	этому же	1	2
772	бросается в	2	2
773	меньше места	1	2
774	он еще	1	2
775	во фракию	1	2
776	это только	2	2
777	быть не	1	2
778	зависимости от	1	2
779	в современном	1	2
780	с которой	1	2
781	именно на	2	2
782	в которую	2	2
783	в каком	1	2
784	еще один	3	2
785	связанных с	1	2
786	вот этот	1	2
787	имеем в	2	2
788	что здесь	9	2
789	указывают на	2	2
790	нем не	1	2
791	ее не	3	2
792	это ясно	1	2
793	много лет	2	2
794	он бы	1	2
795	сына и	1	2
796	лучше всего	1	2
797	не знаем	3	2
798	обычно не	1	2
799	во втором	1	2
800	здесь не	3	2
801	в свой	3	2
802	небом и	1	2
803	по всем	1	2
804	только с	1	2
805	по отдельным	1	2
806	у них	2	2
807	но это	10	2
808	только потому	1	2
809	известных нам	2	2
810	в ту	1	2
811	строится на	2	2
812	именно к	1	2
813	дает нам	2	2
814	этом случае	13	2
815	в свое	2	2
816	имя которого	1	2
817	и всякий	1	2
818	от руки	1	2
819	основе своей	1	2
820	это видно	2	2
821	еще и	2	2
822	от которого	2	2
823	для него	2	2
824	того что	3	2
825	в литературе	1	2
826	о нем	3	2
827	ее в	8	2
828	где он	1	2
829	то мы	3	2
830	отца в	1	2
831	это предположение	1	2
832	понимает что	1	2
833	формы и	3	2
834	дают нам	1	2
835	этого не	2	2
836	как этот	1	2
837	из рук	1	2
838	это еще	3	2
839	места в	1	2
840	как она	1	2
841	случаях когда	2	2
842	все эти	11	2
843	эти две	1	2
844	войти в	1	2
845	пока не	1	2
846	не стал	1	2
847	и целые	1	2
848	что тот	1	2
849	особенно в	2	2
850	не все	1	2
851	с открытием	1	2
852	мере в	1	2
853	и сестры	1	2
854	в форме	5	2
855	чтобы сделать	1	2
856	его к	3	2
857	на свете	1	2
858	ко мне	1	2
859	что эти	1	2
860	к одному	1	2
861	предположить что	3	2
862	друг за	1	2
863	первый план	1	2
864	и только	1	2
865	как же	1	2
866	не надо	1	2
867	в самых	1	2
868	как уже	1	2
869	тому как	2	2
870	мы узнаем	2	2
871	дело не	1	2
872	и может	2	2
873	имеет в	1	2
874	же что	2	2
875	на три	2	2
876	частности в	1	2
877	или его	1	2
878	с ней	2	2
879	тем самым	2	2
880	человека с	2	2
881	с кем	2	2
882	человека и	2	2
883	с человеком	2	2
884	его а	1	2
885	могло быть	1	2
886	со своими	3	2
887	себе не	1	2
888	здесь же	2	2
889	в случае	1	2
890	иногда даже	4	2
891	остается только	1	2
892	они являются	1	1
893	еще при	1	1
894	человек может	2	1
895	пределах одного	1	1
896	в три	1	1
897	заметим что	1	1
898	нет здесь	2	1
899	только чтобы	1	1
900	тем меньше	1	1
901	встречаются на	1	1
902	которая была	1	1
903	что несколько	1	1
904	морем и	1	1
905	он получает	3	1
906	мы и	3	1
907	при раскопках	1	1
908	их из	1	1
909	или обитателей	1	1
910	в момент	1	1
911	уходит из	1	1
912	которые не	2	1
913	нем в	1	1
914	которых идет	1	1
915	создания образа	1	1
916	том чем	1	1
917	при изучении	2	1
918	приводит в	1	1
919	что два	1	1
920	царство и	2	1
921	не знающих	1	1
922	они уже	2	1
923	процесс образования	1	1
924	связи в	1	1
925	или нет	1	1
926	в некоторых	6	1
927	с более	1	1
928	что человек	1	1
929	и постоянных	1	1
930	что тебе	1	1
931	только за	1	1
932	с появлением	6	1
933	в различных	3	1
934	подобное же	1	1
935	часто даже	1	1
936	водой и	1	1
937	различных животных	1	1
938	иначе чем	1	1
939	то теперь	1	1
940	героя мало	1	1
941	приобщиться к	1	1
942	на смену	4	1
943	им от	1	1
944	и женщин	1	1
945	он имеет	4	1
946	своим хозяином	1	1
947	с морем	1	1
948	есть что-то	2	1
949	попасть в	4	1
950	или от	2	1
951	если теперь	1	1
952	птиц и	5	1
953	года в	1	1
954	уходят из	1	1
955	две женщины	2	1
956	эта случайность	1	1
957	было очень	1	1
958	см в	1	1
959	ясно из	1	1
960	в числе	2	1
961	мы получаем	1	1
962	стороны в	1	1
963	самое интересное	1	1
964	и превращение	1	1
965	уже выше	3	1
966	герой опять	2	1
967	еще точнее	1	1
968	руки а	1	1
969	в последнем	2	1
970	эта версия	1	1
971	как таковой	1	1
972	а именно	8	1
973	оно перешло	1	1
974	в одно	2	1
975	на левой	1	1
976	на эту	1	1
977	но очень	1	1
978	представляли собой	2	1
979	чтобы ее	1	1
980	герой в	5	1
981	на следующий	2	1
982	по своим	1	1
983	же после	1	1
984	мало того	1	1
985	кого мы	1	1
986	две черты	1	1
987	ему приписывают	1	1
988	но мы	5	1
989	и стал	2	1
990	так например	3	1
991	повод к	1	1
992	только теперь	2	1
993	знакомых нам	1	1
994	а что	1	1
995	теперь он	1	1
996	где и	1	1
997	кругом и	1	1
998	одно время	1	1
999	надо прежде	1	1
1000	состоит не	1	1
1001	и отчасти	1	1
1002	ответить на	1	1
1003	на человека	1	1
1004	на этой	5	1
1005	в данном	3	1
1006	причиной его	1	1
1007	первый и	1	1
1008	мы рассмотрим	4	1
1009	что им	1	1
1010	находит в	3	1
1011	знаем о	2	1
1012	опять не	2	1
1013	в предыдущих	2	1
1014	не говорит	2	1
1015	на руки	1	1
1016	влиянием современных	1	1
1017	этому представлению	2	1
1018	на голове	2	1
1019	случаи когда	1	1
1020	iii и	1	1
1021	связь его	2	1
1022	текста это	1	1
1023	мы увидим	6	1
1024	даже и	2	1
1025	i ii	1	1
1026	входит в	5	1
1027	до него	4	1
1028	в античности	3	1
1029	был тот	2	1
1030	но даже	2	1
1031	но этот	1	1
1032	формы его	1	1
1033	меня к	1	1
1034	и другой	1	1
1035	совершенно очевидно	1	1
1036	героя в	11	1
1037	из их	1	1
1038	вид что	3	1
1039	однако нет	1	1
1040	как раздается	1	1
1041	особое место	1	1
1042	увидим что	3	1
1043	о них	1	1
1044	старика и	1	1
1045	этим надо	1	1
1046	образом из	1	1
1047	хоть немного	1	1
1048	могущество и	1	1
1049	приходит на	1	1
1050	говорит что	1	1
1051	не обязательно	2	1
1052	были найдены	2	1
1053	чем его	1	1
1054	дошли до	1	1
1055	его по	2	1
1056	не что	1	1
1057	на семь	1	1
1058	то его	2	1
1059	он поставил	1	1
1060	другие не	1	1
1061	у своего	1	1
1062	знает о	1	1
1063	некоторое время	2	1
1064	страны в	1	1
1065	строе с	1	1
1066	книги из	1	1
1067	в описании	1	1
1068	уже более	1	1
1069	совершенно ясна	1	1
1070	бога и	1	1
1071	развитие этого	1	1
1072	посвящения в	2	1
1073	по которой	2	1
1074	говорит с	1	1
1075	замечает что	1	1
1076	заметить что	1	1
1077	я потерял	1	1
1078	семейных отношений	2	1
1079	ему отцом	1	1
1080	тем кто	1	1
1081	ее как	1	1
1082	сравнивается с	1	1
1083	следующим образом	1	1
1084	не сделает	1	1
1085	тысячи людей	1	1
1086	с этими	3	1
1087	почти нет	1	1
1088	чего он	1	1
1089	точно отражают	1	1
1090	него если	1	1
1091	тот что	1	1
1092	на того	1	1
1093	свой город	1	1
1094	именно с	1	1
1095	чаще однако	1	1
1096	этот момент	2	1
1097	узнает что	1	1
1098	его роль	1	1
1099	в подземное	1	1
1100	особенно часто	1	1
1101	в собаку	1	1
1102	жену и	1	1
1103	на котором	3	1
1104	есть человек	1	1
1105	имели бы	1	1
1106	были бы	1	1
1107	превратился в	2	1
1108	так у	4	1
1109	не просто	1	1
1110	но так	3	1
1111	доступ к	1	1
1112	землей и	1	1
1113	хотя слова	1	1
1114	и представляет	1	1
1115	д все	2	1
1116	они хотели	1	1
1117	ее и	3	1
1118	еще одну	1	1
1119	тебя и	1	1
1120	он умер	1	1
1121	голод и	2	1
1122	от его	1	1
1123	что иное	1	1
1124	еще раньше	1	1
1125	и одну	1	1
1126	своему содержанию	1	1
1127	страны и	2	1
1128	признает что	1	1
1129	привязывает к	1	1
1130	и заставляет	2	1
1131	на том	5	1
1132	внимание на	1	1
1133	остаются в	1	1
1134	время в	2	1
1135	общение с	1	1
1136	а тот	2	1
1137	быть в	1	1
1138	и легко	1	1
1139	прийти к	2	1
1140	а и	1	1
1141	была большая	1	1
1142	более поздних	3	1
1143	что при	5	1
1144	и раньше	2	1
1145	которого он	1	1
1146	далеко за	1	1
1147	некоторый свет	1	1
1148	о существовании	1	1
1149	всегда является	1	1
1150	по ночам	1	1
1151	вошел в	2	1
1152	и никакой	1	1
1153	не удается	1	1
1154	делает вид	3	1
1155	и один	1	1
1156	в страну	2	1
1157	наше внимание	1	1
1158	уже говорилось	1	1
1159	в воде	4	1
1160	видно как	2	1
1161	говорит он	2	1
1162	себе путь	1	1
1163	с членами	1	1
1164	для иллюстрации	1	1
1165	во всей	1	1
1166	существовали в	1	1
1167	отсюда видно	1	1
1168	он отправляется	1	1
1169	этому случаю	1	1
1170	и некоторые	1	1
1171	связывается с	1	1
1172	человек а	1	1
1173	на которое	1	1
1174	что под	1	1
1175	быть только	1	1
1176	всем что	2	1
1177	ведут в	1	1
1178	под его	1	1
1179	так много	2	1
1180	вопрос почему	1	1
1181	он ни	1	1
1182	мы затронули	1	1
1183	эти три	1	1
1184	человек в	2	1
1185	себя как	1	1
1186	с изображением	2	1
1187	так на	1	1
1188	позволяют нам	2	1
1189	во главе	1	1
1190	если я	1	1
1191	и посылает	1	1
1192	того он	1	1
1193	якобы в	1	1
1194	нас от	1	1
1195	а только	1	1
1196	и подобных	1	1
1197	конь в	1	1
1198	этого даже	1	1
1199	много и	1	1
1200	теперь и	1	1
1201	могло бы	1	1
1202	ним а	1	1
1203	условия и	1	1
1204	что как	1	1
1205	идет от	1	1
1206	он сам	1	1
1207	чтобы его	1	1
1208	не лучше	1	1
1209	привести и	1	1
1210	вошли в	1	1
1211	в русской	8	1
1212	они к	1	1
1213	он обладает	2	1
1214	мы же	1	1
1215	быть объяснена	1	1
1216	же все	1	1
1217	но как	2	1
1218	приведем несколько	1	1
1219	о происхождении	1	1
1220	и уходит	2	1
1221	начало ее	1	1
1222	теперь на	1	1
1223	на ложе	1	1
1224	требует себе	1	1
1225	попадает к	1	1
1226	что нет	1	1
1227	я тебе	1	1
1228	всему сказанному	1	1
1229	видел но	1	1
1230	героя и	3	1
1231	за водой	2	1
1232	в наше	2	1
1233	если кто-нибудь	2	1
1234	чтобы он	3	1
1235	когда я	1	1
1236	здесь она	1	1
1237	которые и	1	1
1238	как человек	3	1
1239	за столом	1	1
1240	его разрешения	1	1
1241	мы опять	3	1
1242	остается на	1	1
1243	он стал	2	1
1244	сюда же	3	1
1245	бы они	1	1
1246	здесь на	1	1
1247	детей или	1	1
1248	одним словом	1	1
1249	никого не	1	1
1250	мысль что	1	1
1251	но зато	1	1
1252	оставляют в	1	1
1253	и мотив	1	1
1254	не были	1	1
1255	то на	1	1
1256	же ему	1	1
1257	иметь в	1	1
1258	животных или	1	1
1259	и затем	2	1
1260	в современной	1	1
1261	особого внимания	2	1
1262	сослаться на	1	1
1263	старик и	1	1
1264	это может	1	1
1265	над ним	4	1
1266	как один	1	1
1267	о связи	1	1
1268	собой две	1	1
1269	мы здесь	4	1
1270	да он	1	1
1271	приносят в	2	1
1272	его так	2	1
1273	себя за	1	1
1274	несколько лет	1	1
1275	нем и	3	1
1276	превратилась в	1	1
1277	и заставить	2	1
1278	тот или	1	1
1279	знаем что	10	1
1280	о смене	1	1
1281	что во	2	1
1282	его тайну	1	1
1283	его как	1	1
1284	а позднее	1	1
1285	и др	6	1
1286	затем он	1	1
1287	ему за	1	1
1288	понимать не	1	1
1289	мы будем	1	1
1290	ты мне	1	1
1291	ей не	1	1
1292	представления в	2	1
1293	своих детей	2	1
1294	возникла из	1	1
1295	поэтического творчества	1	1
1296	свете не	1	1
1297	заключению что	5	1
1298	время он	1	1
1299	не каждый	1	1
1300	женится на	2	1
1301	там где	11	1
1302	тем мы	1	1
1303	его близости	1	1
1304	показывает что	7	1
1305	в окно	1	1
1306	смерти александра	1	1
1307	в четыре	1	1
1308	себя он	1	1
1309	в него	5	1
1310	уходит в	2	1
1311	он должен	2	1
1312	тела которая	1	1
1313	чем объяснить	1	1
1314	еще с	1	1
1315	раньше чем	7	1
1316	живет на	3	1
1317	и сами	1	1
1318	нему с	1	1
1319	можно только	1	1
1320	почему он	1	1
