N	2gram	Tiupa_Teor	Problemy
446	также и	1	4
447	другим и	1	4
448	стороны и	1	4
449	герой не	3	4
450	в чужом	1	4
451	и прежде	2	4
452	себе еще	1	4
453	таким же	1	4
454	момент его	1	4
455	с которыми	1	3
456	с героем	1	3
457	порядка в	4	3
458	говорить о	4	3
459	может служить	2	3
460	о чем	3	3
461	какой бы	1	3
462	говорит о	1	3
463	а затем	2	3
464	и само	1	3
465	чтобы в	1	3
466	героя как	2	3
467	жизнь в	1	3
468	есть в	3	3
469	приходит в	1	3
470	они ни	1	3
471	можно сказать	5	3
472	существенный момент	1	3
473	в данном	9	3
474	жизни а	2	3
475	между двумя	3	3
476	в различных	1	3
477	является как	1	3
478	настоящее время	1	3
479	передо мной	2	3
480	одной из	2	3
481	как я	1	3
482	все без	1	3
483	что даже	1	3
484	в структуре	2	3
485	от ее	1	3
486	только не	3	3
487	мы видим	1	3
488	по преимуществу	5	3
489	как такового	1	3
490	так я	1	3
491	сознание в	1	3
492	нести в	1	3
493	чем у	1	3
494	внешнего мира	2	3
495	к чему	2	3
496	что его	1	3
497	весь его	1	3
498	его мысли	1	3
499	в таком	3	3
500	не бывает	1	3
501	целом ряде	1	3
502	человек в	1	3
503	между собой	3	3
504	и мир	1	3
505	могли бы	2	3
506	внутренний голос	2	3
507	очень часто	1	3
508	не дает	1	3
509	ту же	1	3
510	совсем не	1	3
511	как человек	1	3
512	вы как	1	3
513	и внутреннюю	1	3
514	лишь один	2	3
515	по своей	8	3
516	уст в	1	3
517	и есть	1	3
518	теми же	1	3
519	собственного сознания	1	3
520	значение в	1	3
521	и по	3	3
522	чтобы не	2	3
523	и особенно	2	3
524	своего рода	11	3
525	один голос	1	3
526	том или	1	3
527	с внутренним	1	3
528	такого что	1	3
529	и делает	1	3
530	сводится к	12	3
531	том и	1	3
532	тон в	1	3
533	и одновременно	5	3
534	обращается к	2	3
535	то время	1	3
536	из тех	2	3
537	все они	1	3
538	не является	5	3
539	на нее	1	3
540	зрения как	1	3
541	себя за	1	3
542	высказывания и	2	3
543	того чтобы	5	3
544	можно лишь	1	3
545	оно является	1	3
546	и больше	2	3
547	значение для	1	3
548	вступает в	2	3
549	еще один	1	3
550	если мы	2	3
551	тем же	2	3
552	мог бы	3	3
553	в сознании	1	3
554	во времени	4	3
555	в настоящее	1	3
556	его можно	1	3
557	именно к	1	3
558	этом случае	1	3
559	или к	1	3
560	данном случае	5	3
561	не для	1	3
562	ее в	2	3
563	художественного задания	1	3
564	же явления	1	3
565	на которой	1	3
566	у нас	2	3
567	кто бы	1	3
568	в повести	2	3
569	раз в	1	3
570	ко второму	1	3
571	дело в	2	3
572	места в	1	3
573	или даже	4	3
574	так в	4	3
575	чужой речи	1	3
576	того или	6	3
577	на рынок	1	3
578	я к	1	3
579	и внутренняя	1	3
580	из этих	3	3
581	не с	3	3
582	нового времени	3	3
583	только то	1	3
584	что из	1	3
585	человека и	2	3
586	человек как	1	3
587	двуголосого слова	1	3
588	которые в	1	3
589	связи между	1	3
590	в пространстве	2	3
591	в узком	3	3
592	же в	1	3
593	нуждается в	1	3
594	себе а	1	3
595	и другие	2	2
596	обращены к	2	2
597	в центре	1	2
598	в душе	9	2
599	указывает на	1	2
600	которая в	2	2
601	тех кто	1	2
602	одному из	1	2
603	одно из	1	2
604	не столько	7	2
605	литературной речи	1	2
606	оглядывается на	1	2
607	от одного	1	2
608	такими же	1	2
609	из нее	1	2
610	к более	2	2
611	меня в	1	2
612	а именно	3	2
613	художественный мир	1	2
614	роль в	3	2
615	ними а	1	2
616	могут оказаться	2	2
617	своему герою	1	2
618	материала в	2	2
619	мир как	1	2
620	обращает на	1	2
621	условии что	1	2
622	и того	4	2
623	ними и	2	2
624	на языке	3	2
625	помимо его	1	2
626	в противоположность	3	2
627	для того	5	2
628	не средство	1	2
629	не всегда	2	2
630	с помощью	1	2
631	не об	1	2
632	материал его	1	2
633	обращаясь к	1	2
634	всю жизнь	1	2
635	свою очередь	3	2
636	перед ним	2	2
637	принадлежащих к	1	2
638	я с	5	2
639	в контексте	3	2
640	в нашем	4	2
641	нигде не	1	2
642	также является	1	2
643	отказаться от	1	2
644	к этим	1	2
645	и становится	1	2
646	бы развернуть	1	2
647	лишает их	1	2
648	внутренней жизни	1	2
649	не друг	1	2
650	не возникает	1	2
651	к различным	1	2
652	собой и	1	2
653	после того	1	2
654	но из	1	2
655	других для	1	2
656	собой в	1	2
657	с одной	3	2
658	у каждого	1	2
659	так он	1	2
660	начала и	1	2
661	а и	5	2
662	значительной степени	2	2
663	в качестве	33	2
664	слове о	2	2
665	к определенному	1	2
666	иного рода	3	2
667	замысла и	1	2
668	утрачивает свою	1	2
669	на одну	1	2
670	из уст	1	2
671	плоскости их	1	2
672	между этими	1	2
673	своей структуре	1	2
674	чего бы	1	2
675	же как	1	2
676	сознания как	1	2
677	от этого	1	2
678	его жизни	1	2
679	служит для	1	2
680	лишь для	1	2
681	здесь и	1	2
682	делает его	2	2
683	здесь как	1	2
684	в лучшем	1	2
685	ивана ильича	1	2
686	другом и	1	2
687	отношение между	1	2
688	или же	1	2
689	к собственному	1	2
690	бы они	1	2
691	оно и	1	2
692	другим в	1	2
693	и является	2	2
694	не могла	1	2
695	главного героя	1	2
696	человеческого духа	1	2
697	не способна	1	2
698	но вы	1	2
699	что для	1	2
700	не входят	1	2
701	его личности	1	2
702	лишь путем	1	2
703	я но	1	2
704	столь же	3	2
705	и определяется	1	2
706	художественного произведения	5	2
707	иной раз	1	2
708	для построения	1	2
709	из этого	1	2
710	ни одно	1	2
711	вот он	1	2
712	отнюдь не	3	2
713	независимо от	1	2
714	не случайно	5	2
715	одного и	4	2
716	с речью	1	2
717	в статье	1	2
718	в особенности	1	2
719	мире и	2	2
720	не так	1	2
721	нет на	1	2
722	во втором	3	2
723	не позволяет	1	2
724	в литературной	2	2
725	как один	1	2
726	на первом	1	2
727	настоящего времени	1	2
728	это уже	1	2
729	и души	1	2
730	и вполне	1	2
731	мире он	1	2
732	этой точки	2	2
733	внутренне не	1	2
734	от своего	2	2
735	иметь в	1	2
736	имеет значение	1	2
737	с ней	1	2
738	произведения в	1	2
739	не поддается	1	2
740	в различные	1	2
741	напротив мы	1	2
742	и пусть	1	2
743	она и	1	2
744	к его	3	2
745	своему смыслу	1	2
746	не имеет	1	2
747	речь в	1	2
748	ему и	1	2
749	собою в	2	2
750	из которого	3	2
751	на их	1	2
752	друг от	1	2
753	всей своей	2	2
754	своей жизни	2	2
755	в аспекте	2	2
756	художественный образ	1	2
757	еще и	2	2
758	поэтому не	1	2
759	тем или	2	2
760	время оно	1	2
761	своей собственной	1	2
762	совершенно иной	2	2
763	лишь одним	1	2
764	со всех	1	2
765	в свою	4	2
766	в значительной	2	2
767	героем и	1	2
768	с которой	1	2
769	не могло	2	2
770	вы говорите	1	2
771	литературных произведений	5	2
772	и ему	1	2
773	впрочем и	1	2
774	переходит к	1	2
775	целый ряд	1	2
776	в истории	1	2
777	и несет	1	2
778	быть это	1	2
779	было и	1	2
780	известной степени	3	2
781	без его	1	2
782	она может	1	2
783	кто я?	1	2
784	своего я	1	2
785	становится для	1	2
786	за пределами	5	2
787	с нею	1	2
788	жизни не	1	2
789	такое же	1	2
790	проникает в	1	2
791	произведения как	1	2
792	ее на	1	2
793	в поэзии	2	2
794	и сама	1	2
795	в художественной	3	2
796	для нас	1	2
797	что каждый	2	2
798	быть или	1	2
799	при условии	2	2
800	от друга	1	2
801	от всех	2	2
802	героев или	1	2
803	этом не	1	2
804	как впрочем	1	2
805	сознания но	1	2
806	случае не	2	2
807	бы быть	1	2
808	в какой	2	2
809	является не	1	2
810	в еще	1	2
811	его воли	1	2
812	только и	2	2
813	и художественного	1	2
814	в условиях	1	2
815	для героя	1	2
816	должен быть	2	2
817	единство и	1	2
818	не все	3	2
819	ему не	1	2
820	этих двух	2	2
821	перед тем	1	2
822	каждая из	2	2
823	эти последние	1	2
824	композиционные формы	1	2
825	повесть о	2	2
826	между сознаниями	1	2
827	одну из	2	2
828	что достоевский	1	2
829	во второй	7	2
830	что касается	1	2
831	но она	2	2
832	не приносит	1	2
833	не следует	4	2
834	этих случаях	1	2
835	всей его	2	2
836	чем является	1	2
837	в рамках	13	2
838	всех его	1	2
839	же самое	1	2
840	вступают в	1	2
841	данного произведения	1	2
842	для такого	2	2
843	произведения не	1	2
844	из условий	1	2
845	но я	1	2
846	идет не	1	2
847	себя а	1	2
848	свою речь	1	2
849	или напротив	2	2
850	образ его	1	2
851	может и	2	2
852	лучшем случае	1	2
853	не появляется	1	2
854	и совершенно	1	2
855	или точнее	1	2
856	дело здесь	1	2
857	бы вбирает	1	1
858	для всех	2	1
859	приводящего к	1	1
860	случае в	1	1
861	можно говорить	1	1
862	бы несколько	1	1
863	и мира	2	1
864	этого в	1	1
865	субъективного порядка	1	1
866	типа как	1	1
867	другом но	1	1
868	в момент	3	1
869	с формой	1	1
870	или иных	3	1
871	однако и	1	1
872	в равной	3	1
873	явной и	1	1
874	а перед	1	1
875	а у	1	1
876	на второй	2	1
877	оказывается уже	2	1
878	строго говоря	2	1
879	фразы с	1	1
880	классицизма в	2	1
881	жить и	2	1
882	и лучше	1	1
883	требует от	1	1
884	речи может	1	1
885	и другими	1	1
886	из участников	1	1
887	не оставляющей	1	1
888	в драматическом	1	1
889	а напротив	2	1
890	стоит в	1	1
891	к какому-нибудь	1	1
892	вступить в	1	1
893	делает в	1	1
894	может выступать	3	1
895	а во-вторых	1	1
896	введенное в	1	1
897	на свою	2	1
898	мысль о	1	1
899	его произведений	1	1
900	но по	1	1
901	но самое	1	1
902	и должен	1	1
903	с ума	1	1
904	самому герою	1	1
905	спорит с	1	1
906	начинается с	1	1
907	рядом в	1	1
908	продолжением и	2	1
909	в собственном	1	1
910	же точно	1	1
911	что по	1	1
912	глазами другого	1	1
913	как более	1	1
914	обращения к	1	1
915	голосов они	1	1
916	авторская позиция	1	1
917	себя не	1	1
918	меня тогда	1	1
919	не оказывается	1	1
920	свою собственную	1	1
921	себя свою	1	1
922	комизм и	1	1
923	ведется рассказчиком	1	1
924	художественное произведение	3	1
925	внешней среды	1	1
926	на первый	1	1
927	другого чужого	1	1
928	и свою	1	1
929	всем его	1	1
930	также что	1	1
931	первый взгляд	1	1
932	формы повествования	1	1
933	сам же	2	1
934	от внешней	1	1
935	художественного восприятия	4	1
936	во внешнем	2	1
937	при наличии	2	1
938	не существует	1	1
939	ее к	1	1
940	мы рассмотрим	1	1
941	не могли	2	1
942	в действительности	1	1
943	в любом	1	1
944	о чем-то	1	1
945	языка в	4	1
946	его характера	1	1
947	их восприятия	1	1
948	но кто	1	1
949	собой как	1	1
950	служить и	1	1
951	ничто не	1	1
952	е о	2	1
953	искусства и	3	1
954	вмещает в	1	1
955	во многих	1	1
956	времени в	2	1
957	которыми он	1	1
958	сознания в	2	1
959	точно и	1	1
960	и т.п	7	1
961	но каждая	1	1
962	карамазов в	1	1
963	встречи с	1	1
964	точно так	1	1
965	опоры вне	1	1
966	для данного	1	1
967	говорит что	2	1
968	не обязательно	3	1
969	что речь	1	1
970	прозы в	1	1
971	поэтике и	1	1
972	данного художественного	1	1
973	связей с	1	1
974	позиции и	1	1
975	в чистом	1	1
976	автора с	1	1
977	и дает	1	1
978	в прошлом	1	1
979	из виду	2	1
980	к ним	1	1
981	становится сама	1	1
982	у себя	1	1
983	героя оно	1	1
984	это тоже	2	1
985	еще нет	1	1
986	жизни как	5	1
987	с иным	1	1
988	и оценки	1	1
989	что отличает	2	1
990	смысле не	1	1
991	мы конечно	1	1
992	еще одна	1	1
993	в груди	1	1
994	исходит из	1	1
995	момент в	1	1
996	который в	2	1
997	я сама	1	1
998	речь о	1	1
999	по поводу	1	1
1000	с читателем	3	1
1001	в противном	2	1
1002	не два	1	1
1003	с собственной	1	1
1004	не объективно	1	1
1005	уже по	1	1
1006	в преобладании	1	1
1007	которой в	1	1
1008	не просто	2	1
1009	этому я	1	1
1010	говорит следующее	1	1
1011	слова ни	1	1
1012	идея или	1	1
1013	едва ли	1	1
1014	характерно что	1	1
1015	жанра в	1	1
1016	перед нею	1	1
1017	искусства не	1	1
1018	или иным	4	1
1019	всех без	3	1
1020	рассказчиком с	1	1
1021	наиболее существенным	1	1
1022	эта перемена	1	1
1023	нами не	1	1
1024	и автором	1	1
1025	смотрит и	1	1
1026	от его	1	1
1027	он от	1	1
1028	глубокий и	1	1
1029	время и	1	1
1030	слова эта	1	1
1031	такого рода	13	1
1032	в состоянии	1	1
1033	оценки и	1	1
1034	что сама	2	1
1035	и чрезвычайно	1	1
1036	второй план	1	1
1037	читатель всегда	1	1
1038	художественной формы	1	1
1039	завершающая его	1	1
1040	и через	1	1
1041	бытия и	1	1
1042	по типу	1	1
1043	не от	2	1
1044	системы языка	1	1
1045	весь мир	1	1
1046	пусть будет	1	1
1047	в каждый	1	1
1048	в одиночку	1	1
1049	в третьем	1	1
1050	художника не	1	1
1051	перед другим	1	1
1052	вокруг себя	1	1
1053	не путем	1	1
1054	между несколькими	1	1
1055	и притом	3	1
1056	только к	1	1
1057	отношения между	1	1
1058	о в	2	1
1059	говорит в	2	1
1060	знал и	1	1
1061	не говорит	1	1
1062	при анализе	1	1
1063	а говорит	1	1
1064	строя но	1	1
1065	этим и	1	1
1066	адресата к	1	1
1067	xviii века	1	1
1068	этого я	1	1
1069	и непосредственное	1	1
1070	случайно они	1	1
1071	как рассказчик	1	1
1072	или иная	1	1
1073	с одним	1	1
1074	в связи	3	1
1075	такова что	1	1
1076	для основного	1	1
1077	художественном произведении	1	1
1078	времени что	1	1
1079	с кругозором	1	1
1080	наташи ростовой	1	1
1081	особенности в	1	1
1082	до известной	2	1
1083	данного типа	1	1
1084	которые будут	1	1
1085	больше и	1	1
1086	в двух	1	1
1087	нечто смешное	1	1
1088	воздействия на	2	1
1089	карамазова в	1	1
1090	а только	4	1
1091	и кому	1	1
1092	как ряд	1	1
1093	такова например	2	1
1094	обращенной к	1	1
1095	принадлежат и	1	1
1096	автора на	1	1
1097	нормативного сознания	1	1
1098	в русской	6	1
1099	мастерства в	1	1
1100	я на	3	1
1101	проявляет себя	1	1
1102	ему известную	1	1
1103	вошел в	1	1
1104	сознания а	1	1
1105	мире герой	1	1
1106	читателя в	4	1
1107	причастности к	3	1
1108	рядом является	1	1
1109	с матерью	1	1
1110	позиций и	1	1
1111	говорил о	1	1
1112	этой своей	1	1
1113	в отдельных	1	1
1114	материалом и	1	1
1115	другом а	1	1
1116	тем к	1	1
1117	определенным образом	2	1
1118	слова так	1	1
1119	дистанции между	1	1
1120	личности и	4	1
1121	своей внутренней	2	1
1122	в случае	2	1
1123	и весьма	2	1
1124	является его	1	1
1125	действующих лиц	1	1
1126	и тем	5	1
1127	для художника	1	1
1128	например слова	1	1
1129	как это	10	1
1130	не будет	3	1
1131	как художественной	1	1
1132	свобода его	1	1
1133	его смысла	1	1
1134	существенное для	1	1
1135	никто не	3	1
1136	в европейском	1	1
1137	рассказчиком в	1	1
1138	вопрос что	2	1
1139	это может	2	1
1140	европейского искусства	1	1
1141	видения мира	2	1
1142	а со	1	1
1143	равной степени	3	1
1144	на свое	1	1
1145	когда мы	1	1
1146	не совпадает	1	1
1147	и возникает	1	1
1148	могла бы	2	1
1149	воспринимать ее	1	1
1150	например не	1	1
1151	так называемого	1	1
1152	свои мечты	1	1
1153	все человеческие	1	1
1154	известном смысле	2	1
1155	своей полноте	1	1
1156	под определенным	1	1
1157	это придает	1	1
1158	каждый человек	1	1
1159	первом случае	1	1
1160	но наоборот	1	1
1161	когда они	1	1
1162	приводят к	1	1
1163	но прежде	1	1
1164	всех сторон	1	1
1165	это ощущение	1	1
1166	даже если	1	1
1167	и развитием	2	1
1168	документ но	1	1
1169	пушкиным в	1	1
1170	одной стороны	3	1
1171	осуществляет себя	1	1
1172	некоторого единого	1	1
1173	о тебе	1	1
1174	или иного	6	1
1175	отрешиться от	1	1
1176	условность и	1	1
1177	случае это	2	1
1178	каждого из	1	1
1179	действительной жизни	1	1
1180	как высшей	1	1
1181	к автору	1	1
1182	других типов	1	1
1183	различных художественных	1	1
1184	ведет к	2	1
1185	к такому	1	1
1186	в частности	23	1
1187	в последующих	1	1
1188	однако с	2	1
1189	одним словом	1	1
1190	и существенно	2	1
1191	и принципиальной	1	1
1192	мире на	1	1
1193	если в	2	1
1194	на первой	1	1
1195	вещей но	1	1
1196	чужого я	2	1
1197	живет в	1	1
1198	на ее	1	1
1199	образа в	1	1
1200	образа и	1	1
1201	не всякий	1	1
1202	говорит и	3	1
1203	и другим	1	1
1204	литературе как	1	1
1205	ты и	1	1
1206	самой жизни	1	1
1207	первых двух	1	1
1208	из существеннейших	1	1
1209	смысле можно	1	1
1210	этого типа	1	1
1211	развернуть в	1	1
1212	но чтобы	2	1
1213	речи от	1	1
1214	синтаксических и	1	1
1215	за это	1	1
1216	этом как	1	1
1217	и строго	1	1
1218	новой художественной	1	1
1219	менее чем	2	1
1220	и сделать	1	1
1221	его кругозора	1	1
1222	должен был	1	1
1223	и приобретает	1	1
1224	которому принадлежит	1	1
1225	так или	5	1
1226	в повествовательном	1	1
1227	ориентировано на	1	1
1228	высказывания в	5	1
1229	на каждого	1	1
1230	оказывается в	3	1
1231	сознание не	1	1
1232	и делают	1	1
1233	также может	1	1
1234	однако что	1	1
1235	смысла и	1	1
1236	является одним	1	1
1237	своей стороны	1	1
1238	подлинная жизнь	1	1
1239	заключается в	2	1
1240	на раскрытие	1	1
1241	нему как	1	1
1242	одно слово	2	1
1243	во множестве	2	1
1244	их взаимная	1	1
1245	можно назвать	1	1
1246	и соответственно	2	1
1247	его сознании	1	1
1248	художественной прозы	1	1
1249	завершенность и	1	1
1250	с такими	1	1
1251	в творческом	1	1
1252	сознания при	2	1
1253	не приводит	1	1
1254	быть назван	1	1
1255	вследствие своей	1	1
1256	эту сторону	1	1
1257	роли в	5	1
1258	то во	1	1
1259	о котором	1	1
1260	характерна для	1	1
1261	эта внутренняя	1	1
1262	со стороны	6	1
1263	в известном	2	1
1264	в следующей	2	1
1265	в каком	2	1
1266	для читателя	4	1
1267	высказывание в	1	1
1268	служат лишь	1	1
1269	он мог	1	1
1270	жизни является	1	1
1271	и завершенный	1	1
1272	его я	2	1
1273	только одно	1	1
1274	можно в	1	1
1275	как феномена	1	1
1276	как художественное	2	1
1277	типов но	1	1
1278	возможно в	1	1
1279	в прозе	2	1
1280	не умел	1	1
1281	ему принадлежит	1	1
1282	несколько иной	1	1
1283	согласен с	1	1
1284	о явлениях	1	1
1285	внутренней свободой	1	1
1286	чего нет	1	1
1287	каким бы	1	1
1288	к сверхличному	1	1
1289	высказывания а	1	1
1290	единства в	1	1
1291	только такие	1	1
1292	лежат в	1	1
1293	на основе	2	1
1294	во мне	2	1
