N	2gram	Savitsky_E	Problema
682	каком смысле	1	3
683	том же	1	3
684	бы нас	1	3
685	жизни но	1	3
686	в более	1	3
687	выходит за	1	3
688	многих других	1	3
689	всего мира	1	3
690	и где	1	3
691	помнить что	2	3
692	случаях когда	2	3
693	это так	3	3
694	поскольку она	2	3
695	каких бы	2	3
696	на такие	1	3
697	думать что	8	3
698	в чисто	1	3
699	однако с	1	2
700	о будущем	1	2
701	в последнее	1	2
702	и имеет	2	2
703	он считает	1	2
704	кто иной	1	2
705	эта идея	1	2
706	говорили в	1	2
707	в большей	1	2
708	какой бы	2	2
709	будет ли	2	2
710	исторического процесса	1	2
711	ее элементов	1	2
712	человеческой истории	1	2
713	всем его	1	2
714	нас значение	1	2
715	еще большей	1	2
716	некоторые из	1	2
717	смысле она	1	2
718	является более	1	2
719	его жизни	1	2
720	существование и	1	2
721	тех кто	1	2
722	действительности как	1	2
723	мы занимаемся	1	2
724	не исключает	1	2
725	они относятся	1	2
726	свою очередь	2	2
727	то его	1	2
728	так называемых	1	2
729	в прошлом	3	2
730	него не	1	2
731	в существе	2	2
732	и науки	1	2
733	которая способна	1	2
734	отдельные области	1	2
735	что само	1	2
736	точка зрения	2	2
737	чем это	1	2
738	раз на	1	2
739	бы значение	1	2
740	но поскольку	2	2
741	мы привели	1	2
742	ближе к	1	2
743	толкования его	1	2
744	а поскольку	2	2
745	этих областей	5	2
746	но от	1	2
747	в будущем	3	2
748	даже вовсе	1	2
749	и некоторые	3	2
750	имеются в	1	2
751	этого можно	1	2
752	в третьем	1	2
753	мыслящего человека	1	2
754	большинстве случаев	3	2
755	был не	1	2
756	же все	1	2
757	не означает	2	2
758	бы она	1	2
759	роль но	1	2
760	более всего	1	2
761	ни была	1	2
762	здесь на	1	2
763	при такой	1	2
764	этого факта	1	2
765	перед лицом	1	2
766	толковать как	1	2
767	море и	2	2
768	в европу	1	2
769	бы ни	3	2
770	есть ли	2	2
771	и чем	2	2
772	значит ли	1	2
773	бы они	1	2
774	в определенный	1	2
775	должны быть	1	2
776	большую роль	1	2
777	он на	1	2
778	что согласно	3	2
779	находим у	1	2
780	иной как	1	2
781	одновременно с	1	2
782	по отношению	1	2
783	к которым	5	2
784	рода и	1	2
785	становится ясным	1	2
786	возникает вопрос	1	2
787	некоторым образом	1	2
788	бы о	2	2
789	значения для	2	2
790	на основе	2	2
791	которое не	1	2
792	которые можно	1	2
793	россии в	4	2
794	вслед за	6	2
795	это различие	1	2
796	на которые	1	2
797	в данной	3	2
798	она может	1	2
799	бы как	1	2
800	к античной	1	2
801	для этих	2	2
802	не вообще	1	2
803	величин в	1	2
804	не из	3	2
805	в год	2	2
806	исключительно в	2	2
807	в свое	1	2
808	революции но	1	2
809	сейчас и	1	2
810	зависит от	1	2
811	в определенном	3	2
812	участие в	2	2
813	всех прочих	2	2
814	дошла до	2	2
815	в стороне	3	2
816	и со	3	2
817	говорит об	1	2
818	и таким	2	2
819	на них	2	2
820	но его	1	2
821	значение так	1	2
822	xx века	1	2
823	такие же	1	2
824	океана и	2	2
825	случае если	1	2
826	здесь можно	1	2
827	доказать что	1	2
828	то нет	1	2
829	и всякая	1	2
830	рассматривать как	1	2
831	если оставить	1	2
832	являются не	1	2
833	во многом	2	2
834	такой же	2	2
835	видели что	1	2
836	их на	1	2
837	и эта	2	2
838	бы от	2	2
839	оставить в	2	2
840	россии то	1	2
841	всех случаях	3	2
842	для возникновения	1	2
843	и самодовление	1	2
844	или иному	2	2
845	приходит к	1	2
846	уже об	1	2
847	считать что	1	2
848	всегда в	1	2
849	что по	1	2
850	притом в	2	2
851	только ее	1	2
852	народа который	1	2
853	почти все	1	2
854	но за	1	2
855	ли не	1	2
856	относиться к	1	2
857	и сейчас	2	2
858	тем в	3	2
859	не относится	1	2
860	еще далеко	1	2
861	нужно понимать	1	2
862	силы и	1	2
863	говорить не	1	2
864	имеет в	2	2
865	что люди	1	2
866	даже с	1	2
867	бы совершенно	2	2
868	свои особые	1	2
869	простое и	1	2
870	для понимания	2	2
871	революции и	1	2
872	от себя	1	2
873	большей степени	1	2
874	они могут	1	2
875	на язык	2	2
876	вполне понятно	1	2
877	в состоянии	1	2
878	здесь нужно	1	2
879	том случае	1	2
880	в некоторой	1	2
881	наше внимание	2	2
882	являются в	1	2
883	что за	1	2
884	большее количество	1	2
885	или хотя	2	2
886	не кто	1	2
887	также в	2	2
888	имеет никаких	1	2
889	всем своем	1	2
890	не станем	1	2
891	жизни вообще	1	2
892	не дает	3	2
893	ту же	1	2
894	или же	1	2
895	констатировать в	1	2
896	с большой	2	2
897	ставить и	1	2
898	сам в	1	2
899	и направляет	1	2
900	которых нет	1	2
901	близко подходит	2	2
902	на рубеже	1	2
903	в содержании	2	2
904	в состав	1	2
905	самих себя	1	2
906	как с	1	2
907	с и	10	2
908	но также	2	2
909	и различие	1	2
910	подходит к	2	2
911	этих отношений	1	2
912	нельзя ли	3	2
913	власти и	1	2
914	и поскольку	1	2
915	только одно	2	2
916	признать что	1	2
917	можно усмотреть	1	2
918	весьма часто	1	2
919	тому или	2	2
920	и останется	1	2
921	в обоих	1	2
922	известной степени	3	2
923	о соотношении	1	2
924	только одна	1	2
925	то она	1	2
926	является весьма	1	2
927	его для	1	2
928	это значение	1	2
929	пришлось бы	1	2
930	тому чтобы	2	2
931	многие из	1	2
932	политической и	1	2
933	из числа	4	2
934	а на	1	2
935	отказаться от	1	2
936	в глубине	1	2
937	нужно и	1	2
938	последнее время	1	2
939	бы дать	1	2
940	то можно	1	2
941	ко всему	2	2
942	области и	1	2
943	единое целое	1	2
944	мы же	1	2
945	насколько можно	1	2
946	частности в	2	2
947	имеет свое	1	2
948	даже при	2	2
949	что такие	1	2
950	если взять	1	2
951	россии и	3	2
952	россии как	3	2
953	их можно	1	2
954	чем та	1	2
955	все более	9	2
956	других случаях	1	2
957	а другие	1	1
958	в центре	1	1
959	прошлом и	1	1
960	тех областей	1	1
961	будто к	1	1
962	и всячески	1	1
963	исторические периоды	1	1
964	и категорий	1	1
965	и великую	1	1
966	области где	1	1
967	не входя	1	1
968	следует что	1	1
969	которые лежат	1	1
970	на другую	1	1
971	и лучше	1	1
972	а затем	1	1
973	за всех	1	1
974	здесь говорить	1	1
975	между ними	2	1
976	господствует в	1	1
977	высокой и	2	1
978	сущность этого	1	1
979	в ближайшем	1	1
980	будет получать	1	1
981	в англии	1	1
982	именно и	1	1
983	по природе	1	1
984	и внутри	1	1
985	из всего	1	1
986	развития но	1	1
987	можно поставить	1	1
988	и возникновение	1	1
989	по своим	3	1
990	существенного в	1	1
991	как обычно	1	1
992	моря с	1	1
993	и восток	1	1
994	если при	1	1
995	даже помимо	1	1
996	и наоборот	1	1
997	не служит	4	1
998	всем другим	1	1
999	осуществляется в	1	1
1000	скажем прямо	1	1
1001	следовало бы	2	1
1002	но нам	1	1
1003	сам и	1	1
1004	и должна	1	1
1005	из их	1	1
1006	на пути	1	1
1007	от мирового	1	1
1008	от своей	1	1
1009	на практике	1	1
1010	отметить что	3	1
1011	целей и	1	1
1012	к нулю	2	1
1013	но какой	1	1
1014	возможное только	1	1
1015	такая же	1	1
1016	но возможно	1	1
1017	здесь говорим	1	1
1018	новый принцип	2	1
1019	это что	1	1
1020	ли такое	2	1
1021	можем сказать	2	1
1022	стало возможным	1	1
1023	иного кроме	1	1
1024	все ли	1	1
1025	с разных	1	1
1026	но было	2	1
1027	римской империи	1	1
1028	востока и	2	1
1029	особенно во	1	1
1030	в некоторых	2	1
1031	самом понятии	1	1
1032	всего в	2	1
1033	или наоборот	1	1
1034	которая должна	1	1
1035	именно об	1	1
1036	что современная	1	1
1037	перевести на	1	1
1038	отношении в	1	1
1039	том насколько	1	1
1040	с более	3	1
1041	мы знаем	1	1
1042	это происходило	1	1
1043	сильнее чем	1	1
1044	вопрос мы	1	1
1045	указанных выше	1	1
1046	поскольку речь	2	1
1047	не отрицает	1	1
1048	историческое значение	1	1
1049	в старом	1	1
1050	нет дыма	1	1
1051	которое дает	1	1
1052	ее от	2	1
1053	это один	1	1
1054	помощи которого	1	1
1055	признать такую	1	1
1056	нужно думать	2	1
1057	но само	1	1
1058	сказать чтобы	1	1
1059	формулировали в	1	1
1060	для человеческого	1	1
1061	рядом с	1	1
1062	одном из	2	1
1063	интенсивного использования	1	1
1064	в двух	1	1
1065	в сторону	2	1
1066	другу их	1	1
1067	земной поверхности	1	1
1068	мыслится как	1	1
1069	число их	1	1
1070	по количеству	1	1
1071	этой схеме	1	1
1072	на широкую	1	1
1073	и необходимость	1	1
1074	долгий путь	1	1
1075	есть область	2	1
1076	государственной власти	1	1
1077	ли к	2	1
1078	моря и	3	1
1079	и твердо	1	1
1080	как область	1	1
1081	к такой	2	1
1082	сознания что	1	1
1083	что некоторые	1	1
1084	поэтому даже	1	1
1085	то нельзя	2	1
1086	и другая	2	1
1087	значение также	1	1
1088	географического мира	1	1
1089	человечества на	1	1
1090	и революции	2	1
1091	бороться с	2	1
1092	и xix	2	1
1093	не сразу	1	1
1094	те кто	1	1
1095	и насколько	1	1
1096	с полной	1	1
1097	пределы данного	1	1
1098	мы приходим	1	1
1099	также что	1	1
1100	и отражает	1	1
1101	сказать даже	1	1
1102	не находим	1	1
1103	в другой	2	1
1104	творчества и	1	1
1105	не случайна	1	1
1106	с некоторыми	1	1
1107	и единственно	1	1
1108	с таким	1	1
1109	те же	1	1
1110	вышла из	1	1
1111	принимая во	1	1
1112	в определенной	1	1
1113	поэзии и	1	1
1114	это может	1	1
1115	как некий	1	1
1116	можно в	2	1
1117	входя в	1	1
1118	несомненно в	1	1
1119	человеческого рода	2	1
1120	вспомним что	1	1
1121	и народов	3	1
1122	роли и	1	1
1123	в течение	5	1
1124	способны к	2	1
1125	племен которые	1	1
1126	непосредственным образом	1	1
1127	и теперь	2	1
1128	и связанного	1	1
1129	мы формулировали	1	1
1130	народов и	3	1
1131	в которую	1	1
1132	отношении к	15	1
1133	в указанных	1	1
1134	у других	1	1
1135	на примере	1	1
1136	истории и	1	1
1137	но взятые	1	1
1138	жизни только	1	1
1139	свое существование	1	1
1140	состоит в	1	1
1141	о таких	1	1
1142	претендовать на	1	1
1143	вступать в	1	1
1144	значение имеет	1	1
1145	самой природе	1	1
1146	и будущего	1	1
1147	претендующем на	1	1
1148	культурной жизни	4	1
1149	близко подходят	1	1
1150	сложнее чем	1	1
1151	которые они	2	1
1152	мировой истории	1	1
1153	ли эти	1	1
1154	об их	1	1
1155	тут есть	1	1
1156	мир в	1	1
1157	образом к	1	1
1158	чем все	1	1
1159	других областей	1	1
1160	и новой	1	1
1161	англии и	2	1
1162	в сфере	3	1
1163	определенный момент	1	1
1164	которые никак	1	1
1165	может остаться	1	1
1166	смысле этого	1	1
1167	различия между	1	1
1168	думать не	1	1
1169	приводит нас	2	1
1170	имеет место	2	1
1171	дыма без	1	1
1172	некоторых случаях	1	1
1173	и число	1	1
1174	за тем	2	1
1175	долгое время	2	1
1176	которая при	1	1
1177	силу этого	1	1
1178	и человеческой	2	1
1179	по самой	1	1
1180	для мышления	1	1
1181	которая как	1	1
1182	сказали бы	1	1
1183	перед тем	1	1
1184	возвращается к	1	1
1185	выше и	1	1
1186	другой в	1	1
1187	не имеющую	1	1
1188	этот факт	3	1
1189	к которой	1	1
1190	нельзя игнорировать	1	1
1191	пространства и	1	1
1192	бы по	1	1
1193	в рамках	1	1
1194	и обычаи	1	1
1195	мы отнюдь	1	1
1196	имеются не	1	1
1197	являет собой	1	1
1198	бытия и	1	1
1199	действию и	1	1
1200	человечества но	1	1
1201	воды не	1	1
1202	является ли	3	1
1203	главным образом	2	1
1204	степени и	1	1
1205	ничего иного	1	1
1206	в собственных	1	1
1207	видели в	1	1
1208	и азии	8	1
1209	все-таки в	1	1
1210	различия в	3	1
1211	его построения	1	1
1212	совершенно очевидно	2	1
1213	которой обладает	1	1
1214	к числу	1	1
1215	в принципе	1	1
1216	далее в	1	1
1217	расположены в	2	1
1218	быть может	1	1
1219	лежащих в	1	1
1220	это должно	1	1
1221	на свой	1	1
1222	на такой	1	1
1223	для осуществления	1	1
1224	много раз	1	1
1225	стороны в	2	1
1226	и творчества	2	1
1227	в точном	1	1
1228	населения и	2	1
1229	совершенно одинаково	1	1
1230	именно при	1	1
1231	может дать	1	1
1232	прочим и	2	1
1233	исследования по	1	1
1234	обладает и	1	1
1235	около года	1	1
1236	связанного с	1	1
1237	нашему мнению	2	1
1238	из более	1	1
1239	бы сказали	1	1
1240	большей части	2	1
1241	они вполне	1	1
1242	где этот	1	1
1243	духовной жизни	2	1
1244	не получит	1	1
1245	в русских	1	1
1246	не чуждо	2	1
1247	связь между	1	1
1248	путем установления	1	1
1249	с в	2	1
1250	совершенно неправильно	1	1
1251	она получила	1	1
1252	с понятиями	1	1
1253	и научное	1	1
1254	которыми и	1	1
1255	но скорее	1	1
1256	установить что	1	1
1257	пределах этого	1	1
1258	возможна ли	1	1
1259	что тот	1	1
1260	тем большее	1	1
1261	моря не	1	1
1262	же этого	1	1
1263	к установлению	1	1
1264	бы смешно	1	1
1265	эти в	2	1
1266	этого различия	1	1
1267	значительная часть	3	1
1268	помощи этого	1	1
1269	и всецело	2	1
1270	действительно ли	1	1
1271	но более	1	1
1272	действительности поскольку	1	1
1273	на такую	1	1
1274	имеют в	1	1
1275	в огромной	2	1
1276	получает в	1	1
1277	с приведенными	1	1
1278	можно представить	1	1
1279	конечно то	1	1
1280	возникающих в	1	1
1281	многих отношениях	1	1
1282	в европейской	2	1
1283	о возможности	1	1
1284	но совершенно	1	1
1285	всех и	1	1
1286	себя как	1	1
1287	в мире	2	1
1288	в пределы	3	1
1289	света и	1	1
1290	последнем случае	1	1
1291	это были	1	1
1292	не сводится	1	1
1293	составных частей	1	1
1294	мы думаем	1	1
1295	имеют дело	1	1
1296	как осуществление	1	1
1297	не более	3	1
1298	средней температуры	1	1
1299	и существенно	2	1
1300	значении но	1	1
