N	2gram	Tiupa_Vved	DiskursI
840	даль и	1	2
841	вненаходимости бахтин	2	2
842	человек в	4	2
843	же как	1	2
844	для человеческого	1	2
845	его событийной	1	2
846	субъекта речи	1	2
847	и смертью	1	2
848	зрелого чехова	1	2
849	служит для	1	2
850	и сближение	1	2
851	на границе	1	2
852	а только	3	2
853	в чем	2	2
854	не нужно	1	2
855	как субъект	2	2
856	это тоже	1	2
857	такова например	1	2
858	что как	1	2
859	и понимание	1	2
860	кто из	1	2
861	складывается из	1	2
862	повествователя в	1	2
863	по большей	4	2
864	не имея	1	2
865	лица и	1	2
866	появляется в	2	2
867	дискурс по	1	2
868	и пространства	1	2
869	данное понятие	1	2
870	при отсутствии	3	2
871	различаются своей	1	2
872	дискурсного анализа	1	2
873	всего лишь	7	2
874	времени но	1	2
875	м.м пришвина	1	2
876	личности и	1	2
877	и собственно	1	2
878	речи и	1	2
879	в случае	4	2
880	действующих лиц	2	2
881	переднем плане	1	2
882	но зато	1	2
883	не приходится	1	2
884	главного героя	1	2
885	между жизнью	1	2
886	коммуникации что	1	2
887	иметь в	1	2
888	мира по	1	2
889	позицию в	1	2
890	категории в	1	2
891	также не	1	2
892	в современной	7	2
893	первого и	3	2
894	мира однако	1	2
895	могла бы	3	2
896	или меньшей	1	2
897	вторая часть	1	2
898	только с	1	2
899	события общения	1	2
900	бы его	1	2
901	событийности и	1	2
902	свидетель и	2	2
903	ответственность за	1	2
904	сказания о	1	2
905	что может	1	2
906	в первой	1	2
907	как нарративный	1	2
908	событий процессов	1	2
909	в смене	1	2
910	историю не	1	2
911	на ранних	1	2
912	писателя в	1	2
913	они были	1	2
914	его к	1	2
915	коммуникативный объект	1	2
916	а как	1	2
917	она оказывается	1	2
918	в него	2	2
919	между повествуемым	1	2
920	чем и	2	2
921	и чужого	2	2
922	бы я	1	2
923	оцененном мире	1	2
924	до его	1	2
925	мы видели	3	2
926	надо полагать	2	2
927	рамках которого	1	2
928	в архаичных	1	2
929	случая и	1	2
930	литературе это	1	2
931	один голос	1	2
932	а потому	1	2
933	рассказа не	2	2
934	речевой деятельности	2	2
935	в формировании	1	2
936	в чужой	1	2
937	наррация в	1	2
938	как с	1	2
939	[...] не	1	2
940	через посредство	2	2
941	как к	1	2
942	его с	2	2
943	событийности бытия	2	2
944	xix столетия	3	2
945	лично для	1	2
946	нарратива как	1	2
947	чтобы стать	3	2
948	бахтин имеет	1	2
949	нашего времени	2	2
950	статус событийности	2	2
951	из которых	1	2
952	но достаточно	2	2
953	а ван	1	2
954	интерес к	1	2
955	к различным	3	2
956	в отношении	1	2
957	к читателю	2	2
958	рецептивная установка	6	2
959	картин мира	2	2
960	и вполне	1	2
961	и строго	1	2
962	содержание рассказа	1	2
963	о природе	1	2
964	сами по	1	2
965	слову бахтина	1	2
966	если бы	10	2
967	самом деле	6	2
968	самим собой	1	2
969	также может	1	2
970	от своего	2	2
971	ни о	2	2
972	с таким	1	2
973	рецептивные ожидания	1	2
974	и оцененном	1	2
975	но отнюдь	1	2
976	события но	2	2
977	императивной картины	1	2
978	приобретает статус	1	2
979	после рассказа	2	2
980	что могло	1	2
981	процессов состояний	1	2
982	поскольку в	1	2
983	и.а бунина	1	2
984	же остается	1	2
985	от его	1	2
986	себя и	1	2
987	о любви	4	2
988	начале х	1	2
989	древних греков	2	2
990	частности из	1	2
991	наиболее очевидным	1	2
992	нарративную интригу	2	2
993	как произведение	1	2
994	дифференцированном и	1	2
995	второго лица	1	2
996	своей нарративной	2	2
997	гг в	2	2
998	мира здесь	1	2
999	повседневного существования	1	2
1000	жизненным опытом	1	2
1001	отнести к	1	2
1002	тех же	2	2
1003	располагается между	2	2
1004	зрения как	1	2
1005	в город	1	2
1006	на основе	2	2
1007	каждый в	1	2
1008	причастной вненаходимости	2	2
1009	и теперь	1	2
1010	себя не	1	2
1011	и вся	3	2
1012	отношении к	1	2
1013	и ему	1	2
1014	рассказывания как	1	2
1015	данный термин	1	2
1016	к одному	2	2
1017	смысл в	1	2
1018	нормы а	1	2
1019	вслед за	3	2
1020	целый ряд	2	2
1021	от позиции	1	2
1022	коммуникации и	1	2
1023	на их	1	2
1024	завершенная и	1	2
1025	он есть	1	2
1026	каждый из	1	2
1027	было и	2	2
1028	повествование в	1	2
1029	и той	1	2
1030	автора в	5	2
1031	поль рикёр	1	2
1032	благоговейного приятия	1	2
1033	к однозначности	1	2
1034	событием не	2	2
1035	событий в	2	2
1036	субъекта объекта	1	2
1037	одного сознания	1	2
1038	в модальности	9	2
1039	по ходу	2	2
1040	обмена репликами	1	2
1041	всякий раз	2	2
1042	на этот	2	2
1043	событие в	1	2
1044	столько в	2	2
1045	сближение но	1	2
1046	в и	1	2
1047	типическую концепцию	1	2
1048	друг друга	1	2
1049	и персонажи	1	2
1050	не тождествен	1	2
1051	во времени	2	2
1052	во внутреннем	1	2
1053	как некий	1	2
1054	бывает в	2	2
1055	одних и	1	2
1056	в любви	1	2
1057	ответ на	2	2
1058	стабильно дифференцированном	1	2
1059	но на	2	2
1060	это делает	1	2
1061	исторической реальности	3	2
1062	значение в	1	2
1063	не поддается	1	2
1064	и судия	2	2
1065	хоть и	1	2
1066	ни с	2	2
1067	не подлежащее	1	2
1068	свидетельствует о	5	2
1069	художественного высказывания	2	2
1070	возникает в	2	2
1071	все это	3	2
1072	в художественной	2	2
1073	он как	1	2
1074	на роль	1	2
1075	вести речь	1	2
1076	в окказиональном	2	2
1077	о романе	1	2
1078	повествования [...]	1	2
1079	ивана иваныча	6	2
1080	не слияние	1	2
1081	своему происхождению	1	2
1082	истории с	2	2
1083	же не	1	2
1084	о герое	1	2
1085	чем он	1	2
1086	наррации а	1	2
1087	самого рассказа	1	2
1088	другого в	1	2
1089	это всегда	2	2
1090	что является	1	2
1091	звучит один	1	2
1092	главное действующее	2	2
1093	что будет	1	2
1094	понятийным мышлением	1	2
1095	персонажей а	1	2
1096	свидетельствуют о	1	2
1097	е гг	3	2
1098	соотносится с	1	2
1099	эстетического субъекта	1	2
1100	так в	5	2
1101	на фоне	3	2
1102	к концу	1	2
1103	к своему	2	2
1104	со своей	4	2
1105	жизненного опыта	1	2
1106	готовом стабильно	1	2
1107	напряжении событийного	1	2
1108	сомнение в	1	2
1109	путь к	1	2
1110	вовсе не	1	2
1111	как все	1	2
1112	и вообще	1	2
1113	тем более	3	2
1114	человеческого мышления	1	2
1115	и другого	1	2
1116	связаны с	1	2
1117	быть вполне	1	2
1118	ему не	1	2
1119	нем звучит	1	2
1120	как формы	1	2
1121	и тех	1	2
1122	с фигурой	1	2
1123	событие самого	2	2
1124	ожидания и	1	2
1125	с самого	1	2
1126	к некоторой	1	2
1127	как замечает	1	2
1128	речевой практике	1	2
1129	этом мире	1	2
1130	участников коммуникативного	1	2
1131	не по	4	2
1132	обстоит дело	1	2
1133	произойти по-другому	1	2
1134	он обращается	1	2
1135	мы должны	1	2
1136	быть и	2	2
1137	и их	1	2
1138	без нарратора	1	2
1139	и рассказа	1	2
1140	[...] оно	1	2
1141	в науке	1	2
1142	в драматургии	1	2
1143	к области	1	2
1144	оказывается своего	2	2
1145	заключает в	4	2
1146	нарративности но	1	2
1147	веские основания	1	2
1148	всей его	2	2
1149	сложившийся в	1	2
1150	однако для	2	2
1151	личного опыта	1	2
1152	в нарративной	3	2
1153	ю.м лотмана	1	2
1154	к чужому	1	2
1155	оно живет	1	2
1156	в голову	2	2
1157	не претендует	1	2
1158	на то	3	2
1159	и только	2	2
1160	нарративное высказывание	1	2
1161	к работе	1	2
1162	уже было	1	2
1163	не могло	2	2
1164	и героиня	3	2
1165	жизнью и	1	2
1166	героя но	1	2
1167	в готовом	1	2
1168	для другого	1	2
1169	однако на	1	2
1170	персонажей и	2	2
1171	и второго	2	2
1172	событие это	4	2
1173	с привлечением	1	1
1174	поскольку о	1	1
1175	iteratio повторение	1	1
1176	практически не	3	1
1177	меняется на	1	1
1178	жизни которая	1	1
1179	из кругозора	1	1
1180	нельзя признать	1	1
1181	предмет разговора	1	1
1182	рассказчика-охотника своими	1	1
1183	ситуацию общения	1	1
1184	новое и	1	1
1185	пределах одного	1	1
1186	ответной реакции	1	1
1187	этом очень	1	1
1188	собеседников дело	1	1
1189	к сожалению	1	1
1190	авторским сознанием	1	1
1191	они неразрывно	2	1
1192	передача карикатурное	1	1
1193	своими портретными	1	1
1194	для нее	1	1
1195	четкий потому	1	1
1196	диаметрально противоположен	2	1
1197	субъекта самоопределения	1	1
1198	мы и	2	1
1199	протяжении единого	1	1
1200	не удовлетворил	2	1
1201	актуализированная женеттом	1	1
1202	миниатюра большой	1	1
1203	доктриной событийности	2	1
1204	всего на	2	1
1205	фонтан а	1	1
1206	не желающий	1	1
1207	этих событий	2	1
1208	буркиным и	1	1
1209	а событие	2	1
1210	в нарратологию	1	1
1211	большой интриги	1	1
1212	друга на	1	1
1213	и судией	1	1
1214	к этой	1	1
1215	соподчиненных сознаний	1	1
1216	завершенности целого	1	1
1217	мыслить в	1	1
1218	случае мы	1	1
1219	позиционирует свои	1	1
1220	и конца	1	1
1221	адекватного восприятия	2	1
1222	рассказе чехова	2	1
1223	самое следует	1	1
1224	этом первые	1	1
1225	художественную словесность	1	1
1226	тому что	2	1
1227	можем обозначить	1	1
1228	не актуализирует	1	1
1229	даже в	3	1
1230	в финале	4	1
1231	а вот	1	1
1232	мира дающей	1	1
1233	мировой жизни	1	1
1234	рецептивная позиция	1	1
1235	в разных	2	1
1236	нарратора в	7	1
1237	романтическую эпоху	1	1
1238	на утро	2	1
1239	принципиально неотделима	1	1
1240	на концепции	1	1
1241	ключевой фактор	1	1
1242	в перформативной	1	1
1243	роли первого	1	1
1244	в категориях	2	1
