N	3gram	Tiupa_Disk	Myshleni
421	том что хотя	1	1
422	то что может	1	1
423	том или ином	1	1
424	чем и состоит	1	1
425	точка зрения на	1	1
426	но и потому	1	1
427	не принадлежит к	1	1
428	там же как	1	1
429	и ее воссоздания	1	1
430	расчленения мысли и	1	1
431	в чем и	1	1
432	другой стороны в	1	1
433	не совпадают с	1	1
434	далеко не все	1	1
435	в меру нашего	1	1
436	также и в	1	1
437	данном случае мы	1	1
438	можно даже сказать	1	1
439	но отнюдь не	2	1
440	тем что он	2	1
441	в которых она	1	1
442	в состоянии решить	1	1
443	том что с	1	1
444	индивидуального а не	1	1
445	и во второй	1	1
446	а не за	1	1
447	в общих чертах	1	1
448	и не могло	1	1
449	в ходе своего	1	1
450	в каждой сфере	1	1
451	это отнюдь не	2	1
452	интересуют в первую	1	1
453	можно говорить не	1	1
454	собой чрезвычайно сложный	1	1
455	развития человеческого сознания	1	1
456	не говоря уже	2	1
457	ее воссоздания в	1	1
458	это и есть	1	1
459	обратить внимание на	2	1
460	стоит в отношениях	1	1
461	к себе и	1	1
