N	2gram	Berdyaev_M	KFilosof
224	которой все	2	2
225	знать что	1	2
226	один из	9	2
227	необходимый момент	1	2
228	бы он	2	2
229	и мы	2	2
230	ему в	1	2
231	мышления и	1	2
232	может не	3	2
233	можно ли	2	2
234	не нужен	1	2
235	его с	4	2
236	смысле в	2	2
237	одна и	3	2
238	еще более	3	2
239	тому что	2	2
240	бытия не	2	2
241	есть его	1	2
242	мысль не	1	2
243	все ценности	1	2
244	будет ли	1	2
245	так и	5	2
246	этот мир	2	2
247	и то	2	2
248	своей истории	1	2
249	и за	2	2
250	ответственности и	1	2
251	это есть	4	2
252	и когда	2	2
253	по себе	2	2
254	со всеми	1	2
255	оно не	3	2
256	момент ее	1	2
257	не потому	2	2
258	если не	1	2
259	он может	1	2
260	не о	2	2
261	из нее	1	2
262	всех его	1	2
263	что за	2	2
264	мы говорим	1	2
265	вокруг него	1	2
266	подхода к	1	2
267	в мир	3	2
268	и эта	3	2
269	в жизни	7	2
270	не остается	2	2
271	с тем	10	2
272	человек и	7	2
273	его на	4	2
274	и как	3	2
275	лишь с	1	2
276	весь мир	1	2
277	что он	16	2
278	истины и	2	2
279	и вокруг	1	2
280	и она	5	2
281	но я	1	2
282	и именно	2	2
283	себя как	1	2
284	как в	9	2
285	от этого	4	2
286	есть на	1	2
287	это было	1	2
288	под ним	2	2
289	в это	1	2
290	философии но	2	2
291	а для	2	2
292	можно и	2	2
293	жизнь и	5	2
294	все они	1	2
295	и мир	2	2
296	этого слова	1	2
297	и оформления	1	2
298	к этому	3	2
299	и потому	17	2
300	ни к	2	2
301	его и	2	2
302	моего сознания	1	2
303	ведь это	2	2
304	а с	1	2
305	и других	2	2
306	он ни	2	2
307	вопрос о	7	2
308	ни у	2	2
309	которой он	2	2
310	она не	9	2
311	потому что	25	2
312	видит и	1	2
313	того чтобы	4	2
314	совсем не	3	2
315	но всегда	1	2
316	быть не	2	2
317	к себе	3	2
318	кажется что	1	2
319	не будет	3	2
320	в него	3	2
321	на нем	1	2
322	знает и	1	2
323	говорить о	1	2
324	для этого	3	2
325	отношении к	4	2
326	нравственной философии	1	2
327	не из	1	2
328	этим не	1	2
329	к которой	4	2
330	думать что	4	2
331	только это	2	2
332	и всех	1	2
333	себя за	1	2
334	но этот	3	2
335	имеем в	1	2
336	в этой	12	2
337	он и	2	2
338	но ни	1	2
339	нем не	2	2
340	него и	3	2
341	но есть	1	2
342	что есть	7	2
343	ее как	2	2
344	но нет	1	2
345	все остальные	1	2
346	это можно	1	2
347	что только	1	2
348	с его	6	2
349	в области	1	2
350	его к	2	2
351	а как	2	2
352	человек не	17	2
353	ни был	1	2
354	чтобы не	4	2
355	сознания в	2	2
356	и ее	2	2
357	себе а	1	2
358	подход к	1	1
359	есть последнее	1	1
360	все в	7	1
361	исправить дело	1	1
362	мир не	2	1
363	всего в	2	1
364	нет человека	2	1
365	в самом	15	1
366	и к	9	1
367	мире и	1	1
368	на почве	3	1
369	сознание может	1	1
370	во втором	1	1
371	все что	5	1
372	в содержании	1	1
373	в единую	2	1
374	своем я	2	1
375	мы видим	4	1
376	него как	2	1
377	до сих	5	1
378	в душе	1	1
379	и он	21	1
380	и всякий	2	1
381	потому только	2	1
382	и мира	3	1
383	не выходит	1	1
384	исключительно на	1	1
385	сказать в	1	1
386	так как	10	1
387	же и	2	1
388	есть единственное	2	1
389	как с	1	1
390	котором не	2	1
391	христа в	6	1
392	и своего	1	1
393	только что	1	1
394	то есть	3	1
395	такова же	1	1
396	и свою	1	1
397	но из	1	1
398	быть признаны	1	1
399	самого себя	6	1
400	в религии	1	1
401	переходит в	23	1
402	это сам	1	1
403	эту мысль	1	1
404	эта мысль	3	1
405	на том	3	1
406	живет в	2	1
407	она в	1	1
408	значение для	1	1
409	человек это	1	1
410	во власти	5	1
411	мог бы	5	1
412	смысле слова	7	1
413	бытия есть	2	1
414	человека за	2	1
415	и должно	3	1
416	отношения к	6	1
417	она всегда	1	1
418	всякого человека	2	1
419	это лишь	2	1
420	он становится	1	1
421	него осталась	1	1
422	есть для	1	1
423	и менее	2	1
424	другого человека	2	1
425	была бы	1	1
426	что мир	1	1
427	которых он	5	1
428	из всех	1	1
429	и наконец	1	1
430	этой мысли	1	1
431	для всего	1	1
432	она лишь	1	1
433	своего свободного	1	1
434	это значит	3	1
435	хотя и	2	1
436	уже с	1	1
437	ни на	1	1
438	или нет	1	1
439	и из	1	1
440	имеет с	1	1
441	его он	2	1
442	это-то и	1	1
443	может казаться	1	1
444	кровью и	1	1
445	любит и	2	1
446	к такому	1	1
447	лишь пассивный	1	1
448	существенно для	1	1
449	с чем	1	1
450	ее в	1	1
451	и тут	1	1
452	находятся в	1	1
453	поэтому в	1	1
454	и сама	2	1
455	и рядом	1	1
456	и через	1	1
457	в человеке	10	1
458	науки и	1	1
459	одно из	3	1
460	теряет свою	4	1
461	притом не	1	1
462	в отношении	6	1
463	закон и	1	1
464	человеку в	2	1
465	имеет смысла	1	1
466	же не	2	1
467	его от	1	1
468	своеобразный мир	1	1
469	они будут	1	1
470	не от	3	1
471	уже нет	3	1
472	смысле этого	1	1
473	им с	1	1
474	да это	1	1
475	понять его	2	1
476	это очень	3	1
477	с собой	5	1
478	мира он	1	1
479	него нет	6	1
480	этом смысл	2	1
481	его для	1	1
482	все равно	3	1
483	не путем	1	1
484	лежит в	2	1
485	за границей	1	1
486	связанная с	1	1
487	зрения его	1	1
488	есть еще	1	1
489	она становится	1	1
490	только он	1	1
491	которого все	2	1
492	не была	4	1
493	творчества и	1	1
494	ценность всякой	1	1
495	связь с	1	1
496	чем в	3	1
497	люди а	1	1
498	в зависимости	1	1
499	бы только	1	1
500	и даже	1	1
501	к его	1	1
502	что ему	1	1
503	в духе	6	1
504	бы для	1	1
505	но он	17	1
506	есть проблема	1	1
507	и принять	1	1
508	в которой	8	1
509	а за	2	1
510	трудно бывает	1	1
511	имеет для	1	1
512	и с	6	1
513	от своего	2	1
514	остается и	1	1
515	всегда в	1	1
516	человек а	1	1
517	с ней	3	1
518	и можно	3	1
519	жизнь в	4	1
520	и всякое	1	1
521	время находится	1	1
522	небо и	4	1
523	и чисто	1	1
524	нельзя быть	1	1
525	стороны его	1	1
526	мысль о	2	1
527	и кажется	1	1
528	с целью	1	1
529	он будет	1	1
530	жизни его	1	1
531	же оказывается	1	1
532	никогда и	1	1
533	и вечность	1	1
534	ней в	1	1
535	с любимым	1	1
536	всю жизнь	7	1
537	превращается в	1	1
538	в полноте	1	1
539	дано в	1	1
540	если он	7	1
541	в материальной	1	1
542	бы признать	1	1
543	в стороне	1	1
544	есть что	1	1
545	ценность в	1	1
546	то все	2	1
547	отдельного человека	1	1
548	в какой	1	1
549	истории для	1	1
550	как о	1	1
551	как не	1	1
552	я всегда	2	1
553	сознания для	1	1
554	им и	1	1
555	их в	1	1
556	ведь и	1	1
557	для каждого	1	1
558	если и	1	1
559	но нельзя	1	1
560	а именно	1	1
561	его я	1	1
562	выйти из	2	1
563	вместе с	7	1
564	есть выход	1	1
565	на этом	5	1
566	в этих	6	1
567	никто не	3	1
568	есть только	2	1
569	все границы	1	1
570	человек со	1	1
571	мире все	1	1
572	они не	4	1
573	мире лишь	1	1
574	приводит к	2	1
575	на все	3	1
576	землю и	1	1
577	смысл но	1	1
578	вечной женственности	1	1
579	вокруг этой	1	1
580	отличается от	2	1
581	больше и	1	1
582	который я	1	1
583	представляется нам	1	1
584	в иной	3	1
585	смысл мира	1	1
586	между ними	1	1
587	мира нет	1	1
588	была лишь	1	1
589	зависимости от	1	1
590	том смысле	2	1
591	не знала	1	1
592	следовательно и	1	1
593	мир и	3	1
594	на его	1	1
595	может породить	1	1
596	к человеку	21	1
597	точек зрения	1	1
598	людьми и	3	1
599	разных людей	1	1
600	делает его	1	1
601	для нашей	1	1
602	об этом	2	1
603	мою жизнь	1	1
604	разные стороны	1	1
605	она и	1	1
606	культуры в	1	1
607	нем нет	1	1
608	содержания предмета	1	1
609	но к	2	1
610	за его	2	1
611	к тому	6	1
612	в одной	1	1
613	сих пор	5	1
614	особенно в	3	1
615	ее уже	1	1
616	мысли в	1	1
617	себя от	1	1
618	определяется не	1	1
619	знает границ	1	1
620	вживания в	1	1
621	этот процесс	5	1
622	бы ни	2	1
623	не был	8	1
624	движении в	5	1
625	только для	1	1
626	нравственной ценности	1	1
627	с этим	4	1
628	но оно	1	1
629	только одно	3	1
630	сам же	1	1
631	в мою	1	1
632	остается лишь	2	1
633	остается в	1	1
634	права и	1	1
635	нет ничего	9	1
636	перестает быть	1	1
637	должен был	4	1
638	для друга	2	1
639	во всяком	1	1
640	только от	1	1
641	сознания он	1	1
642	в жизнь	1	1
643	все и	1	1
644	том случае	1	1
645	он любит	3	1
646	это с	1	1
647	единство а	1	1
648	не существует	5	1
649	но с	2	1
650	а к	2	1
651	жизни а	3	1
652	в содержание	1	1
653	для моего	1	1
654	же я	1	1
655	что мы	1	1
656	в последней	2	1
657	значит что	4	1
658	она должна	1	1
659	и землю	1	1
660	не имеют	2	1
661	в философии	1	1
662	становится рабом	1	1
663	все человеческое	1	1
664	и мысли	1	1
665	более чем	3	1
666	мы уже	1	1
667	всю свою	1	1
668	такова концепция	1	1
669	конечно что	1	1
670	всяком случае	1	1
671	эти слова	2	1
672	он принимает	1	1
673	его не	5	1
674	выходит из	1	1
675	ему и	1	1
676	все свои	1	1
677	также и	6	1
678	ту же	1	1
679	но во	1	1
680	но эти	1	1
681	из жизни	1	1
682	этом пути	4	1
683	у меня	1	1
684	мир так	1	1
685	и оно	1	1
686	мир мир	1	1
687	возможны лишь	1	1
688	в этот	2	1
689	человека все	1	1
690	и чтобы	1	1
691	мы должны	1	1
692	по поводу	1	1
693	это сознание	1	1
694	я только	1	1
695	в искусстве	1	1
696	и уже	1	1
697	с которой	2	1
698	когда он	3	1
699	сознании и	1	1
700	есть всегда	2	1
701	только тогда	1	1
702	и теперь	1	1
703	можно сделать	1	1
704	средних веков	1	1
705	не могло	1	1
706	философии религии	2	1
707	должны быть	3	1
708	другим и	2	1
709	он должен	4	1
710	не с	1	1
711	все с	1	1
712	и человеческого	2	1
713	за собой	2	1
714	тот мир	1	1
715	при такой	1	1
716	пор не	1	1
717	но сам	1	1
718	иной мир	4	1
719	отношений между	2	1
720	он за	1	1
721	всего что	2	1
722	жизни это	4	1
723	с ничтожной	1	1
724	каждый раз	1	1
725	него с	1	1
726	ним как	1	1
727	любви не	1	1
728	сознание уже	1	1
729	другого а	1	1
730	разных точек	1	1
731	и до	1	1
732	мира для	1	1
733	создать и	1	1
734	эти миры	1	1
735	есть признание	1	1
736	уже и	1	1
737	в истории	2	1
738	последних двух	1	1
739	миру и	1	1
740	конца в	1	1
741	по своей	4	1
742	он есть	1	1
743	цели и	1	1
744	человека эта	1	1
745	над ним	1	1
746	себе в	3	1
747	это единственная	1	1
748	любви к	14	1
749	а во	1	1
750	признать что	1	1
751	не совпадает	1	1
752	их и	1	1
753	нему подхода	1	1
754	и ответственности	1	1
755	не раз	1	1
756	когда мы	2	1
757	ибо он	1	1
758	за тобой	2	1
759	я в	1	1
760	в небытие	2	1
761	за этим	1	1
762	светом и	1	1
763	человеческое для	1	1
764	в моей	1	1
765	и небо	1	1
766	вообще и	1	1
767	человека его	5	1
768	вокруг человека	1	1
769	конца и	1	1
770	к ней	6	1
771	не для	2	1
772	роковым для	1	1
773	она может	2	1
774	и никогда	4	1
775	своей жизни	1	1
776	по которой	1	1
777	отпущены на	1	1
778	бы его	2	1
779	вечности это	1	1
780	и во	5	1
781	той же	3	1
782	и каждый	2	1
783	и др	1	1
784	человеческой жизни	4	1
785	его эмпирической	1	1
786	о его	1	1
787	даже для	1	1
788	одной из	1	1
789	такая же	1	1
790	созерцания и	1	1
791	человека как	3	1
792	в нашем	2	1
793	значительной степени	2	1
794	находится в	1	1
795	него все	1	1
796	противоречия и	1	1
797	начинает разлагаться	2	1
798	ли она	2	1
799	лучше всего	1	1
800	и от	3	1
801	относится к	2	1
802	что все	5	1
803	с которым	2	1
804	как основы	1	1
805	и смысла	1	1
806	как все	1	1
807	меня самого	1	1
808	к миру	3	1
809	ко злу	1	1
810	что она	5	1
811	данте и	2	1
812	к пониманию	1	1
813	и о	1	1
814	в значительной	2	1
815	не единство	1	1
816	говорить об	1	1
817	на то	1	1
818	к живому	1	1
819	не мыслится	1	1
820	не стоит	1	1
821	не спасает	1	1
822	коренным образом	1	1
823	от них	1	1
824	и по	4	1
825	были в	1	1
826	он живет	2	1
827	и последняя	2	1
828	это в	1	1
829	культуры как	1	1
830	сама она	1	1
831	мы дадим	1	1
832	значит понять	1	1
833	отрешенный от	1	1
834	к этим	3	1
835	его есть	3	1
836	еще менее	1	1
837	друг друга	12	1
838	в мышлении	1	1
839	не мог	6	1
840	в движении	4	1
841	в каком-то	2	1
842	человека но	5	1
843	нет не	1	1
844	не случайно	1	1
845	был не	2	1
846	которой мы	1	1
847	который и	2	1
848	нее и	1	1
849	в трагедии	3	1
850	ко всякому	1	1
851	жизни не	2	1
852	поэтому он	2	1
853	мира его	1	1
854	друг для	2	1
855	ней все	2	1
856	подойти к	1	1
857	действительно в	1	1
858	с разных	2	1
859	наше время	1	1
860	было с	2	1
861	мысли и	2	1
862	лишь по	1	1
863	страшная и	1	1
864	не к	6	1
865	к добру	3	1
866	ее не	1	1
867	себя но	1	1
868	любви и	3	1
869	могли быть	1	1
870	во второй	1	1
