N	3gram	Vygotskiy_	Psycholo
205	со всеми остальными	1	3
206	к этому что	1	3
207	другой стороны мы	1	3
208	во внимание что	1	3
209	как и на	1	3
210	замечательно то что	1	3
211	о чем идет	1	3
212	тому что он	4	3
213	того чтобы сделать	2	3
214	не могут быть	3	3
215	того же самого	4	3
216	было бы совершенно	1	3
217	он должен был	1	3
218	он никогда не	1	3
219	он полагает что	1	3
220	о котором мы	1	3
221	том смысле что	1	3
222	несмотря на то	2	3
223	нам думается что	5	3
224	заключается только в	1	3
225	которые не могут	1	3
226	и в конце	1	3
227	что все эти	1	3
228	в высшей степени	3	3
229	можно легко показать	1	3
230	бы то ни	1	3
231	потому что и	2	3
232	является то что	3	3
233	том виде как	1	3
234	но он не	5	3
235	и те же	1	3
236	что в сущности	1	3
237	едва ли не	1	3
238	это означало бы	1	3
239	к выводу что	3	3
240	есть в сущности	1	3
241	и что все	1	3
242	ничего общего с	3	3
243	в то же	1	3
244	то и другое	2	3
245	в ее основе	1	3
246	я не могу	1	3
247	ответ на этот	2	3
248	мы будем иметь	2	3
249	оно может быть	1	3
250	в этом случае	5	3
251	то обстоятельство что	5	3
252	о том в	1	3
253	и в процессе	1	3
254	после того как	1	3
255	не может понять	1	2
256	чем идет речь	1	2
257	мере в какой	3	2
258	одной стороны и	2	2
259	что мы не	1	2
260	на всем протяжении	5	2
261	сущности говоря это	1	2
262	такой же мере	3	2
263	к одному и	3	2
264	доказательство того что	2	2
265	к этому вопросу	2	2
266	та мысль что	1	2
267	когда мы говорим	2	2
268	а не как	2	2
269	они не могут	1	2
270	с ним в	1	2
271	но для того	1	2
272	того чтобы понять	1	2
273	что для того	1	2
274	не совпадает с	1	2
275	с целым рядом	1	2
276	кроме того что	2	2
277	так и в	1	2
278	но при этом	2	2
279	в котором она	1	2
280	именно в этой	1	2
281	видим таким образом	1	2
282	сказать что оно	1	2
283	мы уже указывали	1	2
284	если скажем что	1	2
285	исходя из этого	1	2
286	в полной мере	1	2
287	не иначе как	3	2
288	и тем самым	3	2
289	было бы назвать	1	2
290	в очень сложных	1	2
291	к вопросу о	1	2
292	это значит что	4	2
293	но в этом	2	2
294	по самой своей	2	2
295	в тех случаях	1	2
296	мы имеем дело	2	2
297	в связи с	6	2
298	той или иной	1	2
299	и только в	1	2
300	но и в	1	2
301	из того факта	1	2
302	не до конца	2	2
303	может быть в	1	2
304	как один из	1	2
305	если бы она	1	2
306	что оно может	1	2
307	что он должен	2	2
308	же самую мысль	1	2
309	несмотря на свою	1	2
310	во всех трех	1	2
311	другой можно было	1	2
312	это и не	1	2
313	показать что все	1	2
314	и это не	1	2
315	будем иметь случай	1	2
316	мы имеем в	1	2
317	которое может быть	1	2
318	с которым мы	1	2
319	тем или иным	2	2
320	как мы увидим	1	2
321	и все же	1	2
322	при этом она	1	2
323	может помочь нам	1	2
324	и что эта	1	2
325	согласно этой теории	2	2
326	если мы обратимся	1	2
327	в одинаковой мере	2	2
328	этот закон и	1	2
329	для этого необходимо	1	2
330	в той же	3	2
331	чтобы понять что	1	2
332	что если в	1	2
333	то что с	1	2
334	но и на	1	2
335	прав когда он	1	2
336	совершенно другим путем	2	2
337	не можем не	1	2
338	я не знаю	1	2
339	только сказать что	1	2
340	тот же самый	1	2
341	всякий раз в	1	2
342	точки зрения есть	1	2
343	может быть совершенно	1	2
344	у него могут	1	2
345	то же что	1	2
346	той и другой	1	2
347	в первом случае	2	2
348	в такой же	3	2
349	самой своей природе	2	2
350	мы старались показать	1	2
351	тех или иных	2	2
352	потому что оно	1	2
353	есть не что	2	2
354	то ни было	1	2
355	и что оно	2	2
356	не может не	3	2
357	мы не станем	2	2
358	но вместе с	3	2
359	того чтобы он	1	2
360	на первый план	2	2
361	что оба эти	1	2
362	тем что в	1	2
363	параллельно с этим	1	2
364	что именно они	1	2
365	что с одной	1	2
366	на каждом шагу	3	2
367	не могут иметь	1	2
368	если так то	1	2
369	котором мы говорили	1	2
370	равно как и	1	2
371	мы находим в	1	2
372	отнюдь не означает	1	2
373	по своему значению	2	2
374	в большей мере	1	2
375	него могут быть	1	2
376	о которых говорит	1	2
377	если бы оно	3	2
378	мы встречаемся с	1	2
379	если принять во	2	2
380	и что только	1	2
381	там где есть	1	2
382	кто не знает	2	2
383	именно в этом	3	2
384	чем то что	1	2
385	как мы видели	4	2
386	ничего другого как	1	2
387	и ничего не	1	2
388	таким образом как	1	2
389	потому что если	1	2
390	тот и другой	1	2
391	имеем в виду	1	2
392	все эти три	2	2
393	и при этом	1	2
394	мы видим таким	1	2
395	оно не может	1	2
396	представление о том	1	2
397	то что я	1	2
398	указанием на то	1	2
399	точки зрения и	1	2
400	что в области	1	2
401	что не только	1	2
402	того факта что	3	2
403	имеем дело с	1	2
404	следствием того что	1	1
405	в готовом виде	5	1
406	тем самым он	1	1
407	мы назвали выше	1	1
408	в известных пределах	1	1
409	до того как	2	1
410	имело своей задачей	1	1
411	она никогда не	1	1
412	но то же	1	1
413	мы постараемся сейчас	1	1
414	а отнюдь не	1	1
415	только частный случай	1	1
416	в одном и	1	1
417	с тем мы	1	1
418	форм и явлений	1	1
419	чем перейти к	2	1
420	в направлении к	1	1
421	что в настоящее	1	1
422	в этой новой	1	1
423	он не должен	1	1
424	в той мере	3	1
425	должна быть взята	1	1
426	мы думаем что	1	1
427	в самых общих	2	1
428	идет все время	1	1
429	представляет себе что	1	1
430	такое же значение	1	1
431	и сделать то	1	1
432	не менее важное	1	1
433	переносится и на	2	1
434	к полному отрицанию	1	1
435	и тогда когда	1	1
436	не менее чем	1	1
437	как мы говорили	1	1
438	сравнению с теми	1	1
439	в результате этого	1	1
440	один из них	2	1
441	теоретической и практической	1	1
442	имеет не только	1	1
443	как частный случай	2	1
444	чтобы прийти к	1	1
445	с психологической стороны	1	1
446	и отношений в	2	1
447	влечет за собой	1	1
448	останавливаться на этом	1	1
449	он не в	1	1
450	исследования и в	1	1
451	остановиться на этом	2	1
452	необходимо включает в	1	1
453	понятия и в	1	1
454	в этом процессе	1	1
455	и из его	1	1
456	еще в большей	1	1
457	совершенно так же	1	1
458	в какой степени	2	1
459	вполне совпадает с	2	1
460	в достаточной мере	1	1
461	а не наоборот	1	1
462	как мы уже	2	1
463	оба эти закона	1	1
464	как бы не	1	1
465	можем заключить что	1	1
466	на втором месте	1	1
467	же самое относится	2	1
468	по лестнице развития	1	1
469	то что эта	1	1
470	в этом суть	1	1
471	оказывается не в	2	1
472	из которых один	1	1
473	чего он не	1	1
474	расстоянию между двумя	1	1
475	бы сказать так	1	1
476	том числе и	2	1
477	между этими двумя	2	1
478	это и значит	1	1
479	чтобы иметь возможность	1	1
480	по самой психологической	1	1
481	мы узнаем что	1	1
482	не только те	1	1
483	почти с самого	1	1
484	той мере в	3	1
485	показать что при	1	1
486	что потребность в	1	1
487	необходимо должно быть	2	1
488	можем представить себе	1	1
489	того о чем	1	1
490	совершенно такие же	1	1
491	не имеет никаких	1	1
492	означало бы что	1	1
493	и т.п и	1	1
494	совершенно иначе чем	1	1
495	чтобы понять как	1	1
496	я это делаю	2	1
497	на этот раз	1	1
498	что в его	1	1
499	что в действительности	2	1
500	это является тем	1	1
501	в его самых	1	1
502	самой психологической природе	1	1
503	но все же	2	1
504	что с помощью	2	1
505	одновременно с этим	1	1
506	тем самым мы	1	1
507	которая никак не	1	1
508	для современной психологии	2	1
509	потому что именно	1	1
510	самым тесным образом	1	1
511	для такого понимания	1	1
512	едва ли может	1	1
513	не потому чтобы	1	1
514	чем он может	1	1
515	в чем заключается	2	1
516	принципиальное различие между	1	1
517	того чтобы выяснить	1	1
518	факт что ребенок	1	1
519	кратчайшему расстоянию между	1	1
520	чтобы подойти к	1	1
521	что если ребенок	1	1
522	того что у	1	1
523	того что он	3	1
524	становится совершенно ясно	1	1
525	ровно в такой	1	1
526	к тем же	1	1
527	этого вопроса в	1	1
528	но он еще	1	1
529	он попал в	1	1
530	что обе эти	2	1
531	с первого взгляда	1	1
532	и в понимании	1	1
533	мы можем изучать	1	1
534	чуть ли не	1	1
535	он не отдает	1	1
536	может понять как	1	1
537	во много раз	1	1
538	нас на глазах	1	1
539	и во всяком	1	1
540	была в том	1	1
541	стороны и что	1	1
542	обоих этих моментов	1	1
543	не отдает себе	2	1
544	видим что все	1	1
545	в этом заключается	2	1
546	себе отчета в	1	1
547	того существует ли	1	1
548	не имеют ничего	2	1
549	сравнению с двумя	1	1
550	сделать то же	1	1
551	и ту же	1	1
552	с объективной точки	1	1
553	нам о том	1	1
554	вытекает из того	1	1
555	образом мы могли	1	1
556	с того что	2	1
557	и тому же	2	1
558	в других словах	1	1
559	не только это	1	1
560	собой разумеется что	1	1
561	может быть даже	1	1
562	и связанная с	1	1
563	если мы его	2	1
564	показали что в	1	1
565	отдает себе отчета	1	1
566	на том что	1	1
567	как мы постараемся	1	1
568	он доходит до	1	1
569	этого нужно было	1	1
570	в себе и	1	1
571	самого конца его	1	1
572	есть все основания	1	1
573	в некоторой части	2	1
574	в качестве предмета	1	1
575	мы нашли что	2	1
576	которая лежит в	1	1
577	в процессе развития	3	1
578	потому что его	1	1
579	тому что и	1	1
580	но он оказывается	1	1
581	мы начинаем понимать	1	1
582	имеет еще и	1	1
583	и тем более	2	1
584	их друг от	1	1
585	одному тому что	2	1
586	тем и другим	1	1
587	с двух сторон	2	1
588	связи с этим	1	1
589	в этом и	2	1
590	того что оно	1	1
591	приводит нас к	3	1
592	привлечь для объяснения	1	1
593	не на то	1	1
594	мысль что между	1	1
595	независимо от того	2	1
596	это вполне совпадает	1	1
597	говорит нам о	1	1
598	отношение к другим	2	1
599	если бы ход	1	1
600	то что является	1	1
601	то что должно	1	1
602	тому что лежит	1	1
603	что мы имеем	1	1
604	включает в себя	2	1
605	мы опираемся на	1	1
606	все эти вопросы	1	1
607	что если бы	1	1
608	о том не	1	1
609	мы только что	1	1
610	то причину этого	1	1
611	говорили выше что	1	1
612	исследование показывает что	5	1
613	мысли так точно	1	1
614	и в своей	1	1
615	говорит он что	2	1
616	к которому мы	1	1
617	между обоими этими	2	1
618	каком отношении находятся	1	1
619	хотя бы в	2	1
620	в первую очередь	4	1
621	между двумя точками	1	1
622	в области ее	1	1
623	в своем течении	1	1
624	объективной точки зрения	1	1
625	так же невозможно	2	1
626	что вместе с	2	1
627	следует представить себе	1	1
628	вызывает к жизни	3	1
629	в широком смысле	1	1
630	самом деле как	1	1
631	далеко за пределы	4	1
632	тех слов которые	1	1
633	этот вопрос можно	1	1
634	если мы сопоставим	1	1
635	время как для	1	1
636	и приводит к	1	1
637	исследования показывают что	1	1
638	того чтобы подойти	1	1
639	том что ребенок	2	1
640	после того что	1	1
641	которые казалось бы	1	1
642	одном и в	1	1
643	при переходе от	2	1
644	на котором она	1	1
645	среднее место между	1	1
646	что этот закон	1	1
647	происходит так что	1	1
648	и подобно тому	2	1
649	в другом случае	2	1
650	новые и новые	1	1
651	с только что	1	1
652	взятым из области	1	1
653	из этого факта	1	1
654	на этом вопросе	4	1
655	этой теории в	1	1
656	в вопросе о	3	1
657	в самом начале	2	1
658	может быть понято	2	1
659	то что составляет	2	1
660	которая состоит в	1	1
661	скажем что они	1	1
662	мы должны были	1	1
663	ко всем остальным	1	1
664	потому что эта	2	1
665	должен был оставить	1	1
666	то что обычно	1	1
667	самой природе своей	1	1
668	так что когда	1	1
669	в целом в	1	1
670	и на все	1	1
671	мы имеем только	1	1
672	между тем и	1	1
673	относится и ко	1	1
674	привести к совершенно	1	1
675	видим что в	1	1
676	знает что он	2	1
677	он что ребенок	1	1
678	прямой линии как	1	1
679	развитием языка и	1	1
680	в этом слове	1	1
681	нельзя допустить чтобы	1	1
682	самое слабое место	1	1
683	в которой они	1	1
684	бы величайшей ошибкой	1	1
685	задачи стоящей перед	1	1
686	можно прямо сказать	1	1
687	более простое и	1	1
688	того что при	1	1
689	и что можно	1	1
690	и что мы	1	1
691	так что в	2	1
692	в том же	1	1
693	ответить на этот	1	1
694	для этого нужно	1	1
695	начиная с первого	1	1
696	иметь ничего общего	1	1
697	в том числе	2	1
698	же самого порядка	1	1
699	и должен быть	1	1
700	эту точку зрения	1	1
701	и наиболее распространенная	1	1
702	в чем состоит	1	1
703	этого положения и	1	1
704	предметом своего исследования	1	1
705	это не может	2	1
706	имеет никакого значения	1	1
707	на вопрос о	4	1
708	мы видели уже	2	1
709	совершенно той же	1	1
710	что он был	1	1
711	нельзя сомневаться в	1	1
712	по себе совершенно	1	1
713	не знает что	3	1
714	употребление слова в	1	1
715	что один из	1	1
716	задача заключается в	1	1
717	необходимо принять что	1	1
718	что только в	2	1
719	то что мешает	1	1
720	в психологическом отношении	1	1
721	как например в	1	1
722	один шаг в	1	1
723	не заключается в	1	1
724	он принимает за	1	1
725	здесь имеет место	1	1
726	у нас до	1	1
727	предметом которого является	1	1
728	сомневаться в том	1	1
729	при анализе психологии	1	1
730	могут быть названы	1	1
731	но как мы	1	1
732	больше чем то	1	1
733	действительно то что	1	1
734	но в сущности	1	1
735	что оно является	2	1
736	его значение в	1	1
737	сказать что если	1	1
738	как известно в	1	1
739	говоря о том	1	1
740	не могло быть	1	1
741	вперед по сравнению	2	1
742	только из неудач	1	1
743	которые участвуют в	1	1
744	тем что мы	2	1
745	ребенка и что	2	1
746	это означает что	1	1
747	он принадлежит к	1	1
748	в этом совершенно	1	1
749	видит в том	1	1
750	точка зрения была	1	1
751	было бы предположить	1	1
752	о предмете и	1	1
753	ни одного из	1	1
754	чем тогда когда	1	1
755	на все эти	1	1
756	в другом месте	4	1
757	противопоставляются друг другу	1	1
758	и в первом	1	1
759	во всем ее	1	1
760	между бессознательным и	1	1
761	должен был заканчивать	1	1
762	с каждым новым	1	1
763	не может возникнуть	1	1
764	что на деле	1	1
765	говорит об этом	1	1
766	что они имеют	1	1
767	которые сами по	1	1
768	в этой теории	2	1
769	что сказать что	2	1
770	или хотя бы	1	1
771	что он доказал	1	1
772	в такой мере	1	1
773	как это не	1	1
774	в свою теорию	1	1
775	само собой разумеется	1	1
776	по самой природе	1	1
777	мы можем теперь	1	1
778	что он делает	1	1
779	как это и	1	1
780	который нуждается в	1	1
781	тогда когда требуется	1	1
782	и развития их	1	1
783	то окажется что	1	1
784	те и другие	11	1
785	слов в этом	1	1
786	совершенно совпадают с	1	1
787	результате этого исследования	1	1
788	что он может	3	1
789	оно было бы	1	1
790	между собой в	1	1
791	в сущности это	2	1
792	приводит к их	1	1
793	принадлежит к числу	1	1
794	иметь так же	1	1
795	противоречие с собственной	1	1
796	что он является	1	1
797	и самый важный	1	1
798	в которой он	1	1
799	традиционное представление о	1	1
800	в свое время	2	1
801	мы постараемся показать	2	1
802	эти два момента	1	1
803	самом деле не	1	1
804	того мнения что	1	1
805	это можно было	1	1
806	имеют ничего общего	2	1
807	было бы величайшей	1	1
808	особенность состоит в	1	1
809	он мог бы	1	1
810	проистекает из того	4	1
811	того что мы	2	1
812	том что для	1	1
813	но если мы	2	1
814	в своем развитии	7	1
815	а другой раз	3	1
816	и в известном	1	1
817	то что эти	1	1
818	результатов к которым	1	1
819	той же мере	2	1
820	совсем так как	1	1
821	по себе мысль	1	1
822	чтобы ответить на	1	1
823	ни на что	1	1
824	всяком случае все	1	1
825	к самой природе	1	1
826	возвращает нас к	1	1
827	во внимание то	1	1
828	в своей речи	1	1
829	мы вправе спросить	1	1
830	как только она	1	1
831	верно не только	1	1
832	о том насколько	1	1
833	тем что они	1	1
834	больше чем он	1	1
835	до последнего времени	1	1
836	в известном смысле	7	1
837	и каждое из	1	1
838	что же он	1	1
839	лучшем случае он	1	1
840	отчета в том	2	1
841	и ко всем	1	1
842	по одному тому	2	1
843	связанное с ним	1	1
844	из его теории	1	1
845	в основе этого	2	1
846	в их основе	1	1
847	одному и тому	2	1
848	тому же выводу	1	1
849	тогда когда оно	1	1
850	есть прежде всего	1	1
851	у нас на	1	1
852	к другу как	1	1
853	но во всяком	1	1
854	в следующем виде	1	1
855	чтобы сделать это	1	1
856	следует обратиться к	1	1
857	самого начала что	3	1
858	слова во всяком	1	1
859	на эту тему	1	1
860	всегда больше чем	1	1
861	состоят в том	1	1
862	по этому вопросу	1	1
863	и с какими	1	1
864	все равно что	1	1
865	том чтобы понять	1	1
866	нового по сравнению	2	1
867	в чем именно	1	1
868	равно что сказать	1	1
869	то что они	2	1
870	и не только	1	1
871	и так же	1	1
872	говорит толстой но	1	1
873	всего сказанного выше	1	1
874	остановиться только на	1	1
875	свидетельствуют о том	1	1
876	что эта фраза	1	1
877	и в области	2	1
878	каждом шагу в	1	1
879	к жизни и	1	1
