N	3gram	Medvedev_V	Problemy
92	не только в	2	2
93	же как и	1	2
94	оно может быть	1	2
95	если бы он	1	2
96	но с другой	1	2
97	так же как	1	1
98	является таким образом	1	1
99	на этой почве	1	1
100	как например у	1	1
101	то же но	1	1
102	лишь в пределах	2	1
103	одной стороны и	2	1
104	вот что говорит	3	1
105	и при всей	1	1
106	то это вовсе	1	1
107	а потому и	1	1
108	на вопрос что	1	1
109	не могло бы	1	1
110	о том как	3	1
111	как он определяет	1	1
112	есть то что	1	1
113	в том числе	2	1
114	по сравнению с	1	1
115	сих пор не	1	1
116	во всех его	2	1
117	письме к страхову	1	1
118	наконец и это	1	1
119	заключает в себе	1	1
120	отсюда следует что	1	1
121	и так или	1	1
122	и во всех	1	1
123	целом т е	1	1
124	не отличается от	1	1
125	бы не было	2	1
126	не в том	2	1
127	прежде всего необходимо	1	1
128	зависимости от различных	1	1
129	но даже и	1	1
130	но и он	2	1
131	свою внутреннюю логику	1	1
132	в таком случае	1	1
133	так или иначе	1	1
134	зависимости от них	1	1
135	говорит о внутреннем	1	1
136	в плане же	1	1
137	не чем иным	1	1
138	иметь в виду	2	1
139	для правильного понимания	1	1
140	что все эти	2	1
141	т д наконец	1	1
142	а затем его	1	1
143	п все это	1	1
144	том числе и	2	1
145	и вместе с	1	1
146	укладывающаяся в рамки	1	1
147	тех или иных	1	1
148	быть и речи	1	1
149	и для достижения	1	1
150	в каждом отдельном	2	1
151	и никогда не	2	1
152	что они не	1	1
153	а в том	1	1
154	мы полагаем что	1	1
155	главное для него	1	1
156	сюда относится например	1	1
157	чем иным как	1	1
158	в точном смысле	2	1
159	и есть то	1	1
160	одну и ту	1	1
161	во время работы	1	1
162	в связи с	4	1
163	его действительной жизни	1	1
164	в процессе этого	1	1
165	его творчества в	1	1
166	не может не	2	1
167	лицом к лицу	1	1
168	с каждым из	1	1
169	точки зрения на	1	1
170	с ними в	1	1
171	что даже и	1	1
172	а не только	1	1
173	все эти явления	2	1
174	даже и не	1	1
175	целиком а не	1	1
176	о если б	1	1
177	в своем творчестве	3	1
178	все зависит от	1	1
179	мы видели что	3	1
180	между ними не	1	1
181	тогда когда все	1	1
182	в художественном произведении	4	1
183	того или иного	1	1
184	между собою и	1	1
185	и сводится к	1	1
186	тому что они	1	1
187	для него основной	1	1
188	не только для	2	1
189	о достоевском по	1	1
190	по существу своему	1	1
191	приходится признать что	1	1
192	но и в	1	1
193	для самого себя	1	1
194	а вместе с	1	1
195	он говорит в	1	1
196	и ту же	1	1
197	единой и цельной	1	1
198	выйти за пределы	1	1
199	в другом месте	2	1
200	в которой он	1	1
201	том или ином	1	1
202	художественного произведения и	1	1
203	все это не	1	1
204	у него был	1	1
205	отношение к сознанию	1	1
206	связи с его	1	1
207	прежде всего не	2	1
208	этом отношении очень	1	1
209	таким образом в	2	1
210	но у него	1	1
211	но даже в	1	1
212	со всех сторон	1	1
213	говорит в письме	1	1
214	не было бы	4	1
215	в противном случае	2	1
216	а как бы	1	1
217	крайней мере для	1	1
218	и в их	1	1
219	один из его	1	1
220	то что должно	1	1
221	ни одна из	1	1
222	в чем же	2	1
223	имеем в виду	1	1
224	служит для него	1	1
225	главным образом в	1	1
226	говорит об этом	1	1
227	могут быть отнесены	1	1
228	именно в том	1	1
229	не укладывающаяся в	1	1
230	не может обойтись	1	1
231	не могут быть	4	1
232	та или иная	3	1
233	по его мнению	1	1
234	что должно быть	1	1
235	все это явления	1	1
236	с одной стороны	2	1
237	т д но	1	1
238	нет ни одного	1	1
239	вопрос о том	1	1
240	достоевского таким образом	1	1
241	это и есть	3	1
242	также и в	2	1
243	индивидуальности таким образом	1	1
244	в виду что	1	1
245	время работы над	1	1
246	но и для	1	1
247	после того как	2	1
248	видения мира и	1	1
249	неизбежно приводит к	1	1
250	между собою в	1	1
251	лежит в основе	1	1
