N	2gram	Losev_Prob	EvropaiE
127	значительная часть	1	3
128	из всех	1	3
129	в определенном	1	3
130	этом отношении	2	3
131	ее в	2	3
132	что и	2	3
133	в результате	6	3
134	мы можем	8	3
135	не является	12	3
136	себе не	3	3
137	можно было	8	3
138	на себя	2	3
139	не более	1	3
140	что согласно	1	3
141	и некоторые	1	3
142	дело в	3	3
143	тем что	10	3
144	в таком	18	3
145	вообще не	5	3
146	в стороне	1	3
147	как в	5	3
148	мира и	1	3
149	и со	1	3
150	в которых	4	3
151	в известном	1	3
152	в них	8	3
153	во всяком	18	3
154	ни на	5	3
155	бы и	5	3
156	во все	1	3
157	в данном	16	3
158	по нашему	1	3
159	ли это	2	3
160	не дает	1	3
161	ту или	1	3
162	представляет собой	2	3
163	потому что	24	3
164	и тем	16	3
165	не будет	11	3
166	и для	10	3
167	этом смысле	8	3
168	уже и	6	3
169	в прошлом	1	3
170	известной степени	2	3
171	к ним	1	3
172	как на	3	3
173	с тем	6	3
174	известном смысле	1	3
175	в данной	2	3
176	россии как	2	3
177	в сфере	1	3
178	и от	3	3
179	место в	2	3
180	о том	25	3
181	в общем	5	3
182	мы видели	1	3
183	и только	7	3
184	всяком случае	11	3
185	не из	1	3
186	того же	3	3
187	из них	3	3
188	в известной	2	3
189	никогда не	8	3
190	таким образом	9	2
191	именно к	1	2
192	утверждать что	2	2
193	и то	15	2
194	во втором	1	2
195	и во	4	2
196	мы видим	2	2
197	и этот	4	2
198	по преимуществу	4	2
199	говоря уже	6	2
200	данном случае	10	2
201	если в	2	2
202	на язык	2	2
203	и того	5	2
204	должна быть	2	2
205	но еще	2	2
206	совершенно очевидно	1	2
207	тогда когда	4	2
208	в его	12	2
209	или по	5	2
210	тому чтобы	2	2
211	значения для	1	2
212	что это	4	2
213	это значит	4	2
214	хотя и	8	2
215	с этим	7	2
216	будет ли	1	2
217	в некоторых	1	2
218	его на	1	2
219	и тут	1	2
220	и если	9	2
221	для них	5	2
222	подходит к	1	2
223	с другими	6	2
224	то не	2	2
225	другой стороны	7	2
226	наше внимание	2	2
227	в этих	7	2
228	не могут	6	2
229	но с	2	2
230	могут стать	1	2
231	в своих	3	2
232	как же	6	2
233	при условии	5	2
234	от друга	1	2
235	если бы	8	2
236	или в	5	2
237	в свои	1	2
238	что к	2	2
239	и с	12	2
240	xviii и	1	2
241	и можно	3	2
242	заключается в	2	2
243	и все	9	2
244	и эта	1	2
245	представление о	6	2
246	или хотя	2	2
247	относятся к	3	2
248	в какой	1	2
249	имеет место	1	2
250	вместе с	4	2
251	и как	10	2
252	нас к	1	2
253	как не	1	2
254	помнить что	3	2
255	притом в	1	2
256	есть в	9	2
257	но по	2	2
258	не есть	49	2
259	в порядке	1	2
260	как оно	3	2
261	самым в	1	2
262	между собой	5	2
263	поскольку он	2	2
264	друг от	1	2
265	не нужно	6	2
266	бы совершенно	1	2
267	в эту	2	2
268	и таким	1	2
269	в других	5	2
270	а именно	16	2
271	к той	1	2
272	нашему мнению	1	2
273	а поскольку	1	2
274	что эти	2	2
275	не говоря	8	2
276	ко всему	1	2
277	но как	11	2
278	все другие	4	2
279	только к	1	2
280	и других	1	2
281	значение только	3	2
282	и более	4	2
283	в котором	5	2
284	или вернее	3	2
285	не означает	1	2
286	же к	1	2
287	эти последние	2	2
288	и что	21	2
289	россия есть	1	2
290	оставить в	1	2
291	поскольку они	2	2
292	она не	5	2
293	в значительной	2	2
294	и поэтому	2	2
295	есть область	1	2
296	он не	5	2
297	мы должны	5	2
298	кажется что	2	2
299	и теперь	1	2
300	что если	5	2
301	и существенно	1	2
302	а не	21	2
303	и та	2	2
304	есть ли	2	2
305	чем больше	4	2
306	частности в	2	2
307	отношений между	2	2
308	на одну	1	2
309	тому или	1	2
310	далеко не	9	2
311	этот вопрос	2	2
312	и другая	1	2
313	в истории	6	2
314	каких бы	1	2
315	по своей	1	2
316	и xix	1	2
317	при помощи	21	2
318	а в	7	2
319	или иному	1	2
320	а тем	3	2
321	с большой	1	2
322	в этой	14	2
323	что же	18	2
324	и еще	3	2
325	во многом	1	2
326	мог бы	1	2
327	наряду с	1	2
328	начиная с	1	2
329	могут быть	2	2
330	но именно	5	2
331	которое в	1	2
332	что все	9	2
333	во всей	4	2
334	в силу	2	2
335	на этот	3	2
336	же в	5	2
337	жизни и	1	2
338	такой же	1	2
339	для понимания	2	2
340	можем сказать	1	2
341	как будто	6	2
342	он сам	2	2
343	для этих	2	2
344	в случае	5	2
345	ведь и	2	2
346	бы в	3	2
347	и чем	2	2
348	или точнее	4	2
349	не можем	2	2
350	близко подходит	1	2
351	и наконец	3	2
352	что на	4	2
353	есть не	10	2
354	которые они	1	2
355	но было	1	2
356	но поскольку	1	2
357	не к	1	2
358	к нему	5	2
359	обязательно чтобы	1	1
360	к сожалению	6	1
361	ближе к	2	1
362	представить себе	1	1
363	ли эти	1	1
364	время для	1	1
365	находим в	1	1
366	значит ли	2	1
367	но тем	1	1
368	дает нам	2	1
369	нужно понимать	2	1
370	является в	3	1
371	в проблему	1	1
372	земной поверхности	1	1
373	они должны	2	1
374	находятся в	2	1
375	пределы данного	1	1
376	все что	2	1
377	видели что	1	1
378	ее и	1	1
379	или наоборот	1	1
380	для всех	3	1
381	в более	1	1
382	которая должна	1	1
383	однако с	1	1
384	что оно	4	1
385	к другу	2	1
386	один из	7	1
387	действительности поскольку	1	1
388	в определенный	2	1
389	перевести на	1	1
390	не выходит	1	1
391	значение в	4	1
392	таковы например	2	1
393	самой природе	1	1
394	самих себя	1	1
395	друг к	2	1
396	выходит за	1	1
397	с которыми	4	1
398	и всячески	1	1
399	она и	1	1
400	мир в	1	1
401	том насколько	1	1
402	как таковой	4	1
403	гораздо сложнее	1	1
404	смотреть на	1	1
405	отражение в	2	1
406	нельзя сказать	3	1
407	для структуры	1	1
408	может не	1	1
409	и было	1	1
410	в последнее	1	1
411	на тех	1	1
412	они являются	1	1
413	исторические периоды	1	1
414	из более	1	1
415	указать на	1	1
416	должно быть	3	1
417	к этой	2	1
418	которая в	1	1
419	его построения	1	1
420	мы обозначили	3	1
421	том числе	2	1
422	вполне понятно	1	1
423	уже в	6	1
424	например в	2	1
425	которых мы	2	1
426	был бы	6	1
427	чем все	1	1
428	в жизни	3	1
429	внимание на	4	1
430	от которых	2	1
431	с такой	1	1
432	в состоянии	2	1
433	для себя	9	1
434	или это	1	1
435	том же	1	1
436	для всякого	2	1
437	мы знаем	1	1
438	здесь нужно	1	1
439	путем установления	1	1
440	всего мира	1	1
441	время не	2	1
442	к сфере	5	1
443	которой обладает	1	1
444	большую роль	2	1
445	и далее	1	1
446	при этом	8	1
447	xix и	3	1
448	для него	2	1
449	к числу	1	1
450	свои особые	1	1
451	но от	1	1
452	сказать даже	1	1
453	говорили в	2	1
454	из указанных	3	1
455	бы на	1	1
456	для возникновения	1	1
457	которые лежат	1	1
458	с ним	4	1
459	тем как	1	1
460	кроме того	7	1
461	и различие	2	1
462	многие из	2	1
463	что при	2	1
464	с некоторым	1	1
465	это обстоятельство	3	1
466	указанных выше	1	1
467	понимать что	3	1
468	определенный момент	1	1
469	что с	2	1
470	не как	2	1
471	поэтому в	2	1
472	возникающих в	1	1
473	нас в	4	1
474	не являются	8	1
475	к выводу	1	1
476	со своим	1	1
477	то мы	2	1
478	у нас	31	1
479	если даже	1	1
480	чтобы ее	3	1
481	многих отношениях	1	1
482	состояния в	1	1
483	нами в	3	1
484	это есть	10	1
485	как нечто	10	1
486	в определении	3	1
487	в некоторой	1	1
488	с их	1	1
489	этих отношений	1	1
490	в третьем	1	1
491	что между	2	1
492	есть такая	2	1
493	мы находим	2	1
494	различия между	1	1
495	тому же	1	1
496	однако не	3	1
497	а на	1	1
498	существует только	3	1
499	оно не	6	1
500	как они	3	1
501	не было	7	1
502	что нет	3	1
503	связи с	8	1
504	думать не	1	1
505	претендующем на	1	1
506	бы нас	1	1
507	если не	6	1
508	более или	7	1
509	особого рода	3	1
510	это должно	1	1
511	отказаться от	2	1
512	сущность этого	1	1
513	средней температуры	1	1
514	не о	7	1
515	но все	5	1
516	именно и	1	1
517	и сам	3	1
518	или иначе	7	1
519	имеет значение	3	1
520	дать ей	2	1
521	что его	4	1
522	что за	1	1
523	во внимание	2	1
524	это мы	2	1
525	мысль о	3	1
526	одновременно с	1	1
527	в точном	1	1
528	некоторых случаях	1	1
529	которые как	1	1
530	можно судить	2	1
531	что не	8	1
532	как его	2	1
533	в ту	1	1
534	в глубине	1	1
535	значения как	2	1
536	и другое	3	1
537	есть то	5	1
538	она является	3	1
539	значение так	1	1
540	истиной но	1	1
541	или на	3	1
542	и всего	1	1
543	и будет	2	1
544	то время	2	1
545	сводится к	3	1
546	или иная	1	1
547	но само	1	1
548	этого можно	1	1
549	понимать как	2	1
550	считать что	1	1
551	можно назвать	1	1
552	тому что	6	1
553	xx века	2	1
554	мы получаем	3	1
555	никак нельзя	5	1
556	ее элементов	1	1
557	в корне	2	1
558	еще далеко	1	1
559	конечно не	3	1
560	и возникновение	1	1
561	в связи	7	1
562	правда в	3	1
563	есть нечто	13	1
564	виде некоторого	1	1
565	принимая во	1	1
566	время как	2	1
567	многих других	1	1
568	с такими	3	1
569	всегда в	1	1
570	этот раз	2	1
571	нам особенно	1	1
572	что по	1	1
573	является более	1	1
574	для каждого	2	1
575	если и	2	1
576	в определенной	1	1
577	все эти	15	1
578	себя как	1	1
579	поскольку в	2	1
580	для человеческого	1	1
581	все же	7	1
582	имеется в	1	1
583	но когда	2	1
584	при таком	2	1
585	есть только	16	1
586	только ее	2	1
587	и т	13	1
588	одно из	2	1
589	перед собой	1	1
590	последнее время	1	1
591	в такой	3	1
592	не относится	1	1
593	действию и	1	1
594	один и	1	1
595	его жизни	1	1
596	выше мы	1	1
597	может дать	1	1
598	который не	1	1
599	ли он	2	1
600	обладает и	1	1
601	почти все	1	1
602	о которых	6	1
603	только и	5	1
604	о котором	4	1
605	если можно	1	1
606	и следовательно	6	1
607	которое не	1	1
608	войти в	3	1
609	же касается	3	1
610	бы дать	2	1
611	ни для	1	1
612	воды не	1	1
613	речь идет	2	1
614	эта последняя	3	1
615	и это	13	1
616	был не	2	1
617	возникает вопрос	1	1
618	именно с	1	1
619	от конкретных	1	1
620	но все-таки	2	1
621	как обычно	1	1
622	об этом	10	1
623	если взять	2	1
624	на себе	1	1
625	или менее	7	1
626	и явление	3	1
627	уже не	9	1
628	в одной	1	1
629	и вообще	13	1
630	в аспекте	1	1
631	всем его	1	1
632	роль но	1	1
633	в любой	1	1
634	казалось бы	11	1
635	а для	1	1
636	последнем случае	1	1
637	для мышления	1	1
638	если при	1	1
639	воды и	1	1
640	даже помимо	1	1
641	но его	1	1
642	нет ничего	12	1
643	не менее	26	1
644	могли бы	2	1
645	которые не	5	1
646	признать что	1	1
647	же все	1	1
648	том случае	2	1
649	становится ясным	2	1
650	существовать в	1	1
651	некоторые из	1	1
652	нужно и	1	1
653	области и	2	1
654	больше чем	2	1
655	действительности но	4	1
656	в основе	4	1
657	осуществляется в	1	1
658	переходит в	2	1
659	не сводится	1	1
660	а если	2	1
661	то это	3	1
662	не случайна	1	1
663	мы увидим	3	1
664	такие же	1	1
665	язык и	2	1
666	что мы	23	1
667	на этом	1	1
668	чтобы в	1	1
669	значит что	6	1
670	когда мы	10	1
671	ведь в	1	1
672	существование и	1	1
673	несомненно в	1	1
674	бы только	1	1
675	представим себе	2	1
676	случае если	2	1
677	мы же	1	1
678	мы говорили	5	1
679	до настоящего	1	1
680	то и	7	1
681	говорить не	1	1
682	всего этого	1	1
683	относится к	6	1
684	как своя	1	1
685	как осуществление	1	1
686	ту же	1	1
687	следовательно для	1	1
688	ее превосходство	1	1
689	поэтому если	1	1
690	не быть	2	1
691	к установлению	1	1
692	мы занимаемся	1	1
693	более нет	1	1
694	и художественным	1	1
695	на такие	2	1
696	государственной власти	1	1
697	времени в	2	1
698	много раз	1	1
699	уже о	5	1
700	мы хотели	1	1
701	значительной мере	2	1
702	из себя	1	1
703	значением и	2	1
704	то нет	2	1
705	было только	1	1
706	слова и	5	1
707	быть и	5	1
708	только тогда	4	1
709	бы они	1	1
710	для нее	1	1
711	и связанного	1	1
712	мы все	1	1
713	должны быть	2	1
714	или иных	2	1
715	и их	4	1
716	которые можно	1	1
717	в человеческом	2	1
718	не получит	1	1
719	говорить о	14	1
720	что эта	2	1
721	на его	2	1
722	свое существование	1	1
723	и всякая	1	1
724	значении но	1	1
725	при такой	1	1
726	в тех	2	1
727	от других	3	1
728	за пределы	6	1
729	этого факта	1	1
730	областей с	1	1
731	они относятся	2	1
732	на примере	1	1
733	сознания что	1	1
734	не обязательно	3	1
735	в начале	1	1
736	мы хотим	3	1
737	еще в	2	1
738	имеет свое	1	1
739	входит в	4	1
740	и до	3	1
741	даже не	3	1
742	и те	2	1
743	совершенно неправильно	1	1
744	то как	1	1
745	но взятые	1	1
746	в совершенно	1	1
747	чтобы не	3	1
748	на практике	1	1
749	этих случаях	4	1
750	к которой	1	1
751	это может	1	1
752	определенного рода	6	1
753	констатировать в	2	1
754	что из	1	1
755	это различие	1	1
756	как то	1	1
757	только это	1	1
758	литературы и	5	1
759	и наоборот	1	1
760	или иное	2	1
761	отношении содержания	1	1
762	мы здесь	4	1
763	будет обозначать	1	1
764	имеет никаких	2	1
765	нельзя игнорировать	1	1
766	будет уже	1	1
767	входить в	3	1
768	бы по	1	1
769	и категорий	1	1
770	но этот	1	1
771	в каких	1	1
772	которая как	1	1
773	с понятиями	1	1
774	потому и	2	1
775	уже об	1	1
776	лишь в	4	1
777	о таких	1	1
778	в рамках	1	1
779	нем и	1	1
780	но какой	1	1
781	которыми и	1	1
782	эмпирически мы	1	1
783	претендовать на	1	1
784	то чтобы	1	1
785	числе и	2	1
786	ставить и	2	1
787	значение и	7	1
788	будет существовать	1	1
789	он в	2	1
790	можно усмотреть	1	1
791	пределах этого	1	1
792	отличных от	1	1
793	возможна ли	1	1
794	связанного с	1	1
795	одного из	2	1
796	нужно помнить	1	1
797	что для	4	1
798	та или	2	1
799	мы устанавливаем	1	1
800	для такого	2	1
801	и тот	2	1
802	друг другу	2	1
803	что само	1	1
804	той же	2	1
805	которые в	4	1
806	мы бы	3	1
807	и ее	9	1
808	которое мы	2	1
809	каком смысле	1	1
810	если оставить	1	1
811	тем большее	1	1
812	других областей	1	1
813	быть в	1	1
814	что может	4	1
815	тот же	4	1
816	относиться к	2	1
817	в нашем	3	1
818	с собой	3	1
819	не значит	4	1
820	получила свое	1	1
821	здесь говорим	1	1
822	простое и	1	1
823	по этому	6	1
824	мы будем	3	1
825	их можно	1	1
826	котором мы	1	1
827	то она	1	1
828	с которым	1	1
829	вплоть до	1	1
830	всему человечеству	1	1
831	мы отнюдь	1	1
832	указывать на	3	1
833	имеются не	1	1
834	в сознании	5	1
835	его для	2	1
836	это что	1	1
837	и о	11	1
838	и науки	1	1
839	которыми мы	2	1
840	который в	1	1
841	одна из	4	1
842	все еще	5	1
843	весьма часто	1	1
844	значение как	2	1
845	которые мы	3	1
846	те кто	1	1
847	по количеству	1	1
848	или из	4	1
849	с его	3	1
850	и его	3	1
851	будь то	3	1
852	его к	1	1
853	их на	1	1
854	чем та	1	1
855	тех или	5	1
856	т д	12	1
857	что во	1	1
858	что даже	1	1
859	не вообще	2	1
860	в собственных	1	1
861	это в	3	1
862	и насколько	1	1
863	в отдельных	1	1
864	эти два	1	1
865	же язык	1	1
866	в нем	14	1
867	не будут	1	1
868	речи о	1	1
869	но это	11	1
870	от того	2	1
871	если мы	16	1
872	других случаях	2	1
873	сложнее чем	1	1
874	величин в	1	1
875	для этого	5	1
876	она есть	5	1
877	с ее	1	1
878	всех этих	11	1
879	для всего	2	1
880	что такие	1	1
881	то или	3	1
882	в самой	3	1
883	хотели бы	3	1
884	мы сказали	2	1
885	настоящего времени	3	1
886	и искусства	5	1
887	случае когда	2	1
888	которых нет	1	1
889	одного и	2	1
890	или ее	1	1
891	большее количество	1	1
892	в чисто	2	1
893	нам представляется	1	1
894	с разных	1	1
895	свое собственное	1	1
896	его можно	1	1
897	гораздо более	6	1
898	имеются в	1	1
