N	3gram	Bakhtin_Fr	Myshleni
201	новые и новые	2	2
202	о котором мы	4	2
203	в себе в	1	2
204	и на все	1	2
205	до известной степени	1	2
206	а только в	1	2
207	или иной мере	1	2
208	два момента во-первых	1	2
209	до некоторой степени	1	2
210	что у него	2	2
211	было представление о	1	2
212	хотя и в	2	2
213	мы видели на	1	2
214	не могли не	1	2
215	же что и	2	2
216	а не наоборот	1	2
217	таким образом не	1	2
218	и в его	2	2
219	и находит свое	1	2
220	в большинстве случаев	9	2
221	в результате такого	1	2
222	если мы внимательно	1	2
223	тем что в	1	2
224	он должен быть	1	2
225	между собой в	1	2
226	мы не знаем	1	2
227	к которым мы	1	2
228	непосредственно связан с	1	2
229	здесь как и	1	2
230	что все это	2	2
231	и не только	1	2
232	и во всей	1	2
233	которого можно было	1	2
234	точки зрения совершенно	1	2
235	по этому вопросу	1	2
236	во всех этих	1	2
237	и до конца	4	2
238	в другом случае	1	2
239	в следующей главе	6	2
240	что в каждом	1	1
241	она никогда не	1	1
242	в частности к	1	1
243	перед нами снова	1	1
244	характер носит и	5	1
245	все то что	3	1
246	составляет самое ядро	1	1
247	из прошлого в	1	1
248	все эти факты	1	1
249	мы уже знаем	1	1
250	а для этого	1	1
251	всего того что	1	1
252	природе по своему	1	1
253	вперед по пути	1	1
254	в том или	2	1
255	судить о том	1	1
256	в сущности все	1	1
257	мы уже приводили	1	1
258	и все те	1	1
259	и т.д все	1	1
260	связи кроме того	1	1
261	как и его	1	1
262	словом и тем	1	1
263	есть не только	1	1
264	в процессе роста	1	1
265	своем учении о	1	1
266	в предыдущей главе	2	1
267	и те и	2	1
268	и вообще всю	1	1
269	не знает и	1	1
270	и так называемая	1	1
271	у него в	2	1
272	оказываются у него	1	1
273	как в его	1	1
274	мы сейчас увидим	2	1
275	начало и конец	1	1
276	видимой связи с	1	1
277	и в более	1	1
278	мы уже указывали	2	1
279	видели что это	1	1
280	здесь не в	1	1
281	к жизни целый	1	1
282	во все стороны	1	1
283	переходит в другое	1	1
284	и превращается в	1	1
285	мы полагаем что	1	1
286	они вовсе не	1	1
287	тем самым и	1	1
288	свою очередь к	1	1
289	учении о природе	1	1
290	самому своему существу	1	1
291	что та же	1	1
292	о том какое	3	1
293	в неразрывной связи	1	1
294	в развитии этой	1	1
295	и т.п и	1	1
296	по прямой линии	1	1
297	имел в виду	1	1
298	как мы сейчас	2	1
299	прямо сказать что	1	1
300	но именно этот	1	1
301	все эти явления	1	1
302	мы уже упоминали	1	1
303	а также и	3	1
304	который в своем	1	1
305	может и не	1	1
306	его точка зрения	1	1
307	все эти моменты	1	1
308	в этих словах	1	1
309	здесь в этой	1	1
310	связи с этой	1	1
311	в свете нового	1	1
312	мы увидим дальше	1	1
313	вверх и вниз	1	1
314	некоторой своей части	1	1
315	том и в	1	1
316	не находим сколько-нибудь	1	1
317	и до наших	2	1
318	только после того	1	1
319	перед нами образ	1	1
320	все они в	2	1
321	то мы увидим	1	1
322	со всеми его	3	1
323	было бы сказать	1	1
324	т.д все это	1	1
325	как один из	2	1
326	все дело в	1	1
327	у нас и	1	1
328	и для всех	1	1
329	и с помощью	2	1
330	в своем учении	1	1
331	одно из важнейших	1	1
332	в одной из	1	1
333	мы узнаем из	1	1
334	и все его	1	1
335	этом отношении не	1	1
336	человека и в	1	1
337	и это не	1	1
338	у кого не	1	1
339	в сущности к	1	1
340	с тем чтобы	1	1
341	с самим собой	1	1
342	всем тем что	1	1
343	в совершенно другом	1	1
344	но оказывается что	1	1
345	между небом и	1	1
346	в котором все	1	1
347	до наших дней	2	1
348	она не имеет	1	1
349	себе и в	1	1
350	ключ ко всей	1	1
351	одно от другого	1	1
352	все это в	2	1
353	во-первых потому что	1	1
354	но и для	2	1
355	в первых двух	2	1
356	и в словесном	1	1
357	он может и	1	1
358	неразрывной связи с	1	1
359	и не быть	1	1
360	ничего не меняет	1	1
361	и всех других	1	1
362	как и вообще	1	1
363	видим что в	1	1
364	говорят о том	1	1
365	потому что это	1	1
366	в ту же	1	1
367	как таковое и	1	1
368	целый ряд других	1	1
369	здесь как мы	1	1
370	можно прямо сказать	1	1
371	она должна была	1	1
372	снизу вверх а	1	1
373	в приведенном нами	2	1
374	в строгом смысле	1	1
375	и есть то	2	1
376	здесь нам важно	1	1
377	как с помощью	1	1
378	движение сверху вниз	2	1
379	таким образом это	2	1
380	а также в	1	1
381	новой и высшей	2	1
382	объединять в себе	1	1
383	в своем собственном	1	1
384	восприятия и осмысления	1	1
385	как и всякий	1	1
386	но и с	2	1
387	человека и его	1	1
388	и в новой	1	1
389	жизнь и жизнь	1	1
390	стороны и с	1	1
391	в которых он	1	1
392	не имеет ничего	1	1
393	по себе и	1	1
394	в природе и	1	1
395	и т.п в	2	1
396	а именно в	1	1
397	высшей ступени развития	1	1
398	не в силах	1	1
399	с каждым новым	1	1
400	в широком смысле	1	1
401	то что находится	1	1
402	в сущности как	1	1
403	в последнем счете	1	1
404	одной стороны с	1	1
405	того же процесса	1	1
406	то что было	1	1
407	которую мы называем	1	1
408	т.п но и	1	1
409	и в том	1	1
410	к нему и	1	1
411	того что находится	1	1
412	в ряде других	1	1
413	и высшей ступени	2	1
414	большей или меньшей	2	1
415	одним из самых	2	1
416	то новое и	1	1
417	не может иметь	1	1
418	после своей смерти	1	1
419	и т.п мы	1	1
420	жизни целый ряд	1	1
421	в связи со	1	1
422	подвести некоторые итоги	1	1
423	из них в	1	1
424	в одной плоскости	3	1
425	том или ином	2	1
426	традиционное представление о	1	1
427	увидим в следующей	1	1
428	фазу своего развития	1	1
429	не есть нечто	1	1
430	путь восхождения от	1	1
431	обратное влияние на	1	1
432	никто не знает	2	1
433	при этом совершенно	1	1
434	в некоторой своей	1	1
435	и целый ряд	1	1
436	со всеми ее	1	1
437	и вниз по	1	1
438	наконец в словах	1	1
439	в начале этой	1	1
440	пространство и время	1	1
441	для всех тех	1	1
442	форм только в	1	1
443	так как речь	1	1
444	что и у	2	1
445	на одном из	3	1
446	другой стороны в	1	1
447	во второй половине	1	1
448	в отрыве от	2	1
449	и сейчас в	1	1
450	как мы видим	5	1
451	не подлежит сомнению	1	1
452	тот же что	1	1
453	падает на землю	1	1
454	иначе чем это	1	1
455	от всех тех	1	1
456	пространственных и временных	1	1
457	в нем те	1	1
458	и связанные с	1	1
459	к этим вопросам	1	1
460	более глубокий и	1	1
461	в друга и	1	1
462	же время в	1	1
463	теории и практики	1	1
464	это очевидно из	1	1
465	на этом же	1	1
466	и в истории	1	1
467	и что он	1	1
468	что еще в	1	1
469	что в начале	1	1
470	друг в друга	1	1
471	может объединять в	1	1
472	это и есть	1	1
473	только в своей	1	1
474	в заключительной части	1	1
475	со всем тем	1	1
476	начала и до	4	1
