N	3gram	Savitsky_E	Myshleni
220	в любой из	1	1
221	эту мысль можно	1	1
222	во многих других	1	1
223	если бы они	1	1
224	но в каком	1	1
225	при соприкосновении с	1	1
226	отнюдь не означает	1	1
227	в основных чертах	1	1
228	не сводится к	1	1
229	что в самом	1	1
230	в полной мере	1	1
231	во многих случаях	1	1
232	но также и	1	1
233	не только те	1	1
234	если сопоставить эти	1	1
235	но не в	1	1
236	именно потому и	1	1
237	в переводе на	1	1
238	к сожалению не	1	1
239	следует оговориться что	1	1
240	и в этих	1	1
241	что в качестве	1	1
242	можем сказать что	1	1
243	а также и	1	1
244	мы говорили в	1	1
245	чуть ли не	1	1
246	но в процессе	1	1
247	во много раз	1	1
248	того чтобы ответить	1	1
249	в самом определении	1	1
250	качестве одного из	1	1
251	в пределах данной	1	1
252	не только это	1	1
253	открытым вопрос о	1	1
254	то мы увидим	1	1
255	не более как	1	1
256	в каком они	1	1
257	к еще более	1	1
258	в ту или	1	1
259	основании того что	1	1
260	все остальные области	1	1
261	только в качестве	1	1
262	несмотря на его	1	1
263	и для всех	1	1
264	в другой своей	1	1
265	не к тому	1	1
266	что в основных	1	1
267	от этого пункта	1	1
268	или иначе говоря	1	1
269	в одной из	1	1
270	не заключает в	1	1
271	и все другие	2	1
272	с мы не	1	1
273	всех этих случаях	1	1
274	в силе то	1	1
275	этот новый принцип	1	1
276	как бы ни	3	1
277	что наряду с	1	1
278	в пределах одного	1	1
279	входящие в состав	1	1
280	этот факт можно	1	1
281	на вопрос можно	1	1
282	так же мало	2	1
283	между тем в	3	1
284	не станем вдаваться	1	1
285	точки зрения этих	1	1
286	но в смысле	1	1
287	параллелизм хотя бы	1	1
288	с другой можно	1	1
289	могут быть установлены	1	1
290	но и для	1	1
291	и т д	1	1
292	в той области	1	1
293	рано или поздно	2	1
294	и не быть	1	1
295	та и другая	1	1
296	в своей совокупности	1	1
297	этом отношении с	1	1
298	некотором смысле она	1	1
299	о том насколько	1	1
300	а также в	1	1
301	мы можем сказать	2	1
302	не зависящего от	1	1
303	а тем более	2	1
304	как и всякая	1	1
305	и в то	8	1
306	в качестве одного	1	1
307	в некотором смысле	3	1
308	и та и	1	1
309	мы сказали бы	1	1
310	очевидно что в	2	1
311	как сказал бы	1	1
312	выступает в качестве	1	1
313	а именно в	1	1
314	мог бы дать	1	1
315	но если так	1	1
316	хотя бы с	1	1
317	с мы думаем	1	1
318	с а затем	1	1
319	это потому что	1	1
320	склонен думать что	1	1
321	но даже при	1	1
322	противоположных направлениях на	1	1
323	так обстояло дело	1	1
324	по самой природе	1	1
325	если так то	1	1
326	то окажется что	2	1
327	пределах одного и	1	1
328	быть уверенным что	1	1
329	это может быть	1	1
330	большей или меньшей	1	1
331	как на то	1	1
332	было бы совершенно	1	1
333	так и с	1	1
334	между собой это	1	1
335	то что может	1	1
336	в некоторых случаях	1	1
337	последнее время в	1	1
338	мы бы сказали	1	1
339	ко второй группе	1	1
340	не имеет никаких	1	1
341	говорить о том	1	1
342	в приспособлении к	1	1
343	если оставить в	1	1
344	в отношении их	1	1
345	по своему протяжению	1	1
346	есть звук пустой	1	1
347	которые можно было	1	1
348	в данной области	2	1
349	хотя и не	1	1
350	но в отношении	1	1
351	другой стороны в	1	1
352	дает нам новое	1	1
353	может быть установлена	1	1
354	именно и только	1	1
355	так и со	1	1
356	мы находим у	1	1
357	во второй половине	2	1
358	и притом в	2	1
359	и сейчас в	1	1
360	также и в	1	1
361	в качестве общего	1	1
362	есть то что	1	1
363	не быть в	1	1
364	уже и сейчас	1	1
365	и то и	1	1
366	когда дело идет	1	1
367	не только ее	1	1
368	иначе обстоит дело	2	1
369	ориентироваться не на	1	1
370	же время в	1	1
371	этот процесс мы	1	1
372	что произошло в	1	1
373	не говоря уже	2	1
374	как одной из	1	1
375	сплошь и рядом	2	1
376	что в области	1	1
377	стремились показать в	1	1
378	и притом с	1	1
379	что при известных	1	1
380	себе подтверждение в	1	1
381	в огромной мере	1	1
382	как мы стремились	1	1
