N	3gram	Nazirov_Tv	Istorich
131	в ту же	1	2
132	что в одном	1	2
133	не значит что	2	2
134	перед тем как	1	2
135	не только для	1	2
136	и прежде всего	1	2
137	все же и	1	2
138	заранее обречены на	1	2
139	при этом он	2	2
140	на то чтобы	1	2
141	связанные с ними	1	2
142	и в том	1	2
143	и не может	2	2
144	мы узнаем в	1	2
145	в свою очередь	2	2
146	на другой день	1	2
147	равно как и	1	2
148	и должно быть	1	2
149	ничего не говорит	1	2
150	они представляют собой	1	2
151	хотя и не	1	2
152	тем что они	1	2
153	ответ на этот	1	2
154	объясняется тем что	1	2
155	только потому что	1	2
156	что он как	1	2
157	о смерти и	1	2
158	та же самая	2	1
159	представление о городе	1	1
160	одного из них	1	1
161	а в этом	1	1
162	представляют собой прямые	1	1
163	что у нас	1	1
164	а через него	1	1
165	это как бы	3	1
166	в себя как	1	1
167	в согласии с	1	1
168	в этот момент	1	1
169	и в другом	1	1
170	во время путешествия	1	1
171	и тут же	1	1
172	д и т	1	1
173	в первый раз	1	1
174	известно что он	1	1
175	не сами по	1	1
176	у него в	1	1
177	у него и	1	1
178	мифов и легенд	1	1
179	но при этом	1	1
180	этого персонажа и	1	1
181	особое внимание на	1	1
182	и как видно	1	1
183	однако наряду с	1	1
184	мы никогда не	1	1
185	друг за другом	1	1
186	и далеко не	1	1
187	сказывается в том	1	1
188	мы узнаем что	2	1
189	и многое другое	2	1
190	человека таким образом	2	1
191	что в современной	1	1
192	в первой главе	1	1
193	в целом и	1	1
194	на наших глазах	1	1
195	совершенно естественно что	1	1
196	к вопросу о	1	1
197	в котором нет	1	1
198	стоит обратить особое	1	1
199	им в виде	1	1
200	д все это	1	1
201	рассказывает о своем	1	1
202	в частности с	1	1
203	с ним на	1	1
204	до меня не	1	1
205	не в его	1	1
206	первой главе мы	1	1
207	человека или его	1	1
208	к ней в	1	1
209	в чем же	1	1
210	человеком и богом	1	1
211	теперь я могу	1	1
212	на него в	1	1
213	прежде всего нужно	1	1
214	у древних греков	1	1
215	как и его	1	1
216	и это не	1	1
217	не зависит от	1	1
218	и что в	1	1
219	но когда герой	1	1
220	ином мире на	1	1
221	бросает в огонь	1	1
222	только с этой	1	1
223	обратить особое внимание	1	1
224	что может быть	1	1
225	выясняется что он	1	1
226	все это в	1	1
227	к мысли о	1	1
228	все эти детали	1	1
229	это тем что	1	1
230	приходит на смену	1	1
231	никогда не видят	1	1
232	и к этому	1	1
233	может происходить и	1	1
234	с полным правом	1	1
235	о котором говорилось	1	1
236	перед нами открывается	1	1
237	в один момент	1	1
238	после его смерти	1	1
239	то или иное	1	1
240	но кто же	1	1
241	что все это	3	1
242	на окружающий мир	1	1
243	с такой силой	1	1
244	так что они	1	1
245	что он был	1	1
246	и если бы	1	1
247	три года до	1	1
248	именно потому что	1	1
249	свою противоположность в	1	1
250	бросается в глаза	1	1
251	один из самых	1	1
252	котором говорилось выше	1	1
253	и не мог	1	1
254	а с другой	1	1
255	то что не	1	1
256	что как бы	1	1
257	у него за	1	1
258	поэтому совершенно естественно	1	1
259	а затем из	1	1
260	мы видим как	1	1
261	это вовсе не	1	1
262	при этом на	1	1
263	в стороне от	1	1
264	в своей книге	1	1
265	то же время	18	1
266	никогда не было	2	1
267	аргументом в пользу	2	1
268	мы знаем из	1	1
269	и в этом	1	1
270	один из возможных	1	1
271	и всякий раз	2	1
272	на той же	1	1
273	того или иного	1	1
274	в чистоте и	1	1
275	он не боится	1	1
276	вспомним хотя бы	1	1
277	что если они	1	1
278	что они имеют	1	1
279	отнюдь не означает	1	1
280	с той же	1	1
281	не может и	1	1
282	в которой он	1	1
283	ту или иную	1	1
284	и придал ей	1	1
285	в то же	19	1
286	том что после	1	1
287	заключается в том	1	1
288	я не могу	1	1
289	и та же	2	1
290	нет ли в	1	1
291	но в то	5	1
292	что дает нам	1	1
293	же именно в	1	1
294	это прежде всего	3	1
295	из них он	1	1
296	и между ними	1	1
297	еще далеко не	1	1
298	была одной из	1	1
299	и он всегда	1	1
300	одна и та	1	1
301	жизни и с	1	1
302	между тем из	1	1
303	едва ли не	2	1
304	не то что	1	1
305	он говорит о	1	1
306	в дальнейшем когда	1	1
307	как и сам	1	1
