1	в то же	5	9
197	в социальной среде	1	1
198	если мы возьмем	1	1
199	как раз и	3	1
200	до какой степени	4	1
201	одна и та	3	1
202	вопросу который мы	1	1
203	влияние на развитие	1	1
204	виду прежде всего	1	1
205	решающую роль в	2	1
206	и находит свое	2	1
207	как бы заключительным	1	1
208	и даже еще	1	1
209	должен был бы	1	1
210	в одном и	2	1
211	они возникают и	1	1
212	и в этом	5	1
213	не только не	21	1
214	за собой мы	1	1
215	внешней речи и	1	1
216	о том какое	1	1
217	речи во внутренней	1	1
218	мы должны перейти	1	1
219	по ту сторону	3	1
220	в гораздо большей	4	1
221	но даже и	1	1
222	что человеческая речь	1	1
223	не является чем-то	1	1
224	сравнению с его	2	1
225	того что было	2	1
226	на все что	1	1
227	внутренней речи в	9	1
228	до того как	3	1
229	прежде всего на	1	1
230	котором мы говорили	2	1
231	к одному и	8	1
232	выяснить в самом	1	1
233	не смогли бы	1	1
234	человека не только	1	1
235	первое что мы	1	1
236	одних и тех	1	1
237	жизни и в	1	1
238	таким же точно	1	1
239	т.д и т.д	1	1
240	нашей точки зрения	2	1
241	никогда не сможем	1	1
242	вот что говорит	1	1
243	как бы по	1	1
244	уже содержит в	1	1
245	ответа на вопрос	3	1
246	первостепенное значение для	3	1
247	же представляет собой	1	1
248	а не наоборот	2	1
249	в форме коллективного	1	1
250	это происходит потому	1	1
251	в глаза и	1	1
252	на этот вопрос	14	1
253	до конца только	1	1
254	поэтому было бы	1	1
255	хотя бы и	3	1
256	независимо от того	8	1
257	представим себе что	1	1
258	один из этих	3	1
259	обязано своим происхождением	1	1
260	этого может быть	1	1
261	мы видели не	1	1
262	точки зрения и	2	1
263	того что я	1	1
264	этом не только	1	1
265	в первой стадии	2	1
266	только один шаг	1	1
267	лежит в основе	6	1
268	которой не может	1	1
269	мы как бы	1	1
270	не совпадает со	2	1
271	в качестве одного	1	1
272	о чем говорится	4	1
273	в другом месте	13	1
274	само по себе	9	1
275	по самой своей	8	1
276	с их точки	1	1
277	мы уже знаем	1	1
278	не является ни	1	1
279	это и является	2	1
280	подвести некоторые итоги	1	1
281	что оно является	3	1
282	вновь и вновь	1	1
283	с которой мы	1	1
284	которые ближе всего	1	1
285	может быть так	2	1
286	в том что	133	1
287	в которой оно	1	1
288	в нашем сознании	1	1
289	которые существуют между	3	1
290	социальной среде в	1	1
291	что же представляет	1	1
292	и никогда не	2	1
293	форма внутренней речи	2	1
294	в наших глазах	7	1
295	из которых он	1	1
296	и к тому	1	1
297	несмотря на свою	1	1
298	тому что мы	1	1
299	что было бы	2	1
300	которой как мы	1	1
301	ключ к пониманию	3	1
302	что несмотря на	1	1
303	не только о	1	1
304	но главным образом	2	1
305	таким образом мы	5	1
306	все же и	1	1
307	как и в	9	1
308	что относится к	1	1
309	с нашей точки	2	1
310	мы наблюдаем в	3	1
311	в процессе образования	10	1
312	и тем что	2	1
313	не нуждается в	1	1
314	же точно образом	1	1
315	из главнейших предметов	1	1
316	и та же	3	1
317	тогда он должен	1	1
318	представить себе в	2	1
319	о чем он	1	1
320	таким образом в	4	1
321	в большинстве случаев	2	1
322	в самой основе	2	1
323	и остановимся только	1	1
324	до сих пор	17	1
325	на следующем примере	1	1
326	значений слов в	1	1
327	другой стороны развитие	1	1
328	и о связи	1	1
329	одного и того	17	1
330	речь может быть	1	1
331	как и самое	1	1
332	что слово в	1	1
333	связанных между собой	5	1
334	и т.д то	2	1
335	в высшей степени	22	1
336	теперь мы можем	1	1
337	в ход этот	1	1
338	в разговоре с	1	1
339	общения таким образом	1	1
340	этим словом и	1	1
341	чтобы убедиться в	2	1
342	выражать одну и	1	1
343	и речевое общение	1	1
344	но и вообще	1	1
345	пространство и время	1	1
346	не с помощью	1	1
347	и от всех	1	1
348	и здесь мы	1	1
349	точку зрения на	1	1
350	значений в зависимости	1	1
351	находит свое внешнее	1	1
352	заключать в себе	2	1
353	отношение к миру	1	1
354	в этой стадии	2	1
355	до наших дней	1	1
356	самого начала своего	1	1
357	можно было бы	28	1
358	выходящее за пределы	1	1
359	не в конце	1	1
360	внешнюю речь но	1	1
361	и характер его	1	1
362	речь есть речь	2	1
363	в другой ситуации	1	1
364	на поставленный нами	1	1
365	развития речи это	1	1
366	теми или иными	3	1
367	с помощью которого	9	1
368	только тогда когда	11	1
369	в речевом общении	1	1
370	в человеческом обществе	1	1
371	тем же самым	2	1
372	ни в какой	9	1
373	не остается ничего	3	1
374	этом мы будем	1	1
375	в конечном счете	9	1
376	на вопрос о	9	1
377	более или менее	9	1
378	и при этом	2	1
379	вследствие того что	1	1
380	является одной из	2	1
381	при этом не	1	1
382	и перейти к	1	1
383	существенно отличаются от	1	1
384	на один из	1	1
385	если бы даже	1	1
386	отнюдь не является	1	1
387	но как только	1	1
388	кроме самого говорящего	1	1
389	убедиться в том	2	1
390	в силу которого	1	1
391	из них в	1	1
392	но и его	1	1
393	на эту тему	1	1
394	который мы наблюдаем	1	1
395	и не могут	3	1
396	что для них	1	1
397	иметь в виду	1	1
398	гораздо большей степени	2	1
399	тому или иному	4	1
400	и не может	6	1
401	том и другом	3	1
402	как и вообще	1	1
403	но все эти	1	1
404	распадаются на две	1	1
405	нет и не	3	1
406	в виду прежде	1	1
407	только в том	8	1
408	в процессе развития	11	1
409	одним из главнейших	2	1
410	что у них	1	1
411	которому он принадлежит	1	1
412	том что такое	1	1
413	и в отношении	8	1
414	к установлению которого	1	1
415	в одном из	2	1
416	по себе не	2	1
417	дальнейшем мы будем	1	1
418	но вместе с	10	1
419	к тому как	1	1
420	как мы видим	1	1
421	слово как таковое	1	1
422	внутренней речи нет	1	1
423	и тому же	7	1
424	и никак не	1	1
425	что мы не	4	1
426	и в развитии	4	1
427	на вопросе о	1	1
428	итак мы видим	1	1
429	как мы это	3	1
430	тот факт что	10	1
431	в процессе возникновения	1	1
432	мы не можем	11	1
433	тогда когда мы	4	1
434	и тогда он	1	1
435	представить себе путь	1	1
436	что в одном	1	1
437	в дальнейшем мы	1	1
438	вопрос о том	7	1
439	является необходимым условием	4	1
440	действительность но и	1	1
441	та или иная	3	1
442	один шаг чтобы	1	1
443	сказать что у	1	1
444	в том и	6	1
445	в своей жизни	1	1
446	которые являются как	1	1
447	является не просто	2	1
448	и по отношению	2	1
449	обе эти группы	1	1
450	нам становится совершенно	1	1
451	слово как бы	1	1
452	то о чем	6	1
453	имеет первостепенное значение	1	1
454	к утверждению что	1	1
455	друг друга и	1	1
456	только на его	1	1
457	в каком направлении	1	1
458	из которых каждая	2	1
459	и как в	1	1
460	не только его	1	1
461	тем не менее	12	1
462	первой и второй	1	1
463	мы увидим дальше	1	1
464	и т.п то	1	1
465	к которому мы	3	1
466	той же мере	4	1
467	не только на	1	1
468	противоречащих друг другу	1	1
469	не может сказать	2	1
470	как и всякий	1	1
471	эту точку зрения	3	1
472	об этом мы	1	1
473	собственном смысле слова	9	1
474	является как бы	3	1
475	именно в процессе	1	1
476	ни на один	2	1
477	мы можем проследить	2	1
478	к которому он	2	1
479	речи но и	3	1
480	не только ее	1	1
481	одним и тем	6	1
482	и во всех	3	1
483	уж конечно не	1	1
484	в себе и	4	1
485	и не путем	1	1
486	именно потому что	6	1
487	и т.д в	2	1
488	тем что он	1	1
489	в своем развитии	12	1
490	мы говорили выше	8	1
491	к одной и	2	1
492	и тех же	1	1
493	и как мы	2	1
494	вместе с развитием	3	1
495	это же самое	1	1
496	мы можем подвести	2	1
497	с другой стороны	26	1
498	в иной ситуации	1	1
499	этот вопрос в	1	1
500	это отнюдь не	1	1
501	в собственном смысле	26	1
502	не может не	5	1
503	о котором мы	2	1
504	мы увидим ниже	2	1
505	помощью которого он	2	1
506	которые являются для	1	1
507	этого слова мы	2	1
508	речи мы можем	3	1
509	об одном и	4	1
510	с каждым новым	1	1
511	которую мы называем	1	1
512	хотя бы в	3	1
513	между тем в	1	1
514	содержит в себе	7	1
515	как это ни	3	1
516	мы встречаемся уже	1	1
517	до того времени	1	1
518	сам с собой	5	1
519	в качестве примера	1	1
520	долго не мог	1	1
521	в пределах одного	1	1
522	ничем не связанных	1	1
523	на этом мы	1	1
524	в себе две	1	1
525	с целым рядом	2	1
526	в развитии понимания	1	1
527	для этого необходимо	1	1
528	и того же	17	1
529	слов который мы	1	1
530	же самое происходит	1	1
531	и внешней речи	2	1
532	о языке все	1	1
533	протекает в форме	1	1
534	слово и его	2	1
535	тем самым мы	2	1
536	для всех его	1	1
537	все же попытаемся	1	1
538	его точка зрения	1	1
539	в одной и	4	1
540	между этими двумя	5	1
541	это еще не	1	1
542	при этом она	2	1
543	у нас на	2	1
544	отношений которые существуют	1	1
545	остается тем же	2	1
546	речь не может	1	1
547	по всей своей	1	1
