N	2gram	Tiupa_Disk	Narrotol
97	коммуникативное событие	8	9
98	чеховских рассказов	1	9
99	той или	6	9
100	не сводится	7	9
101	я в	2	9
102	столь же	6	9
103	отнюдь не	11	9
104	что в	8	9
105	истории в	2	9
106	что он	6	9
107	еще не	20	9
108	потому что	7	9
109	в даме	1	9
110	для него	9	9
111	повествуемого мира	1	9
112	далеко не	10	9
113	в рамках	11	9
114	рассказа в	2	9
115	в той	2	8
116	и к	4	8
117	в самом	4	8
118	в таком	1	8
119	о чем	4	8
120	по мысли	9	8
121	не менее	6	8
122	большей части	1	8
123	нарративная стратегия	6	8
124	не мог	1	8
125	одна из	1	8
126	он не	4	8
127	действующих лиц	1	8
128	[...] и	1	8
129	и он	2	8
130	самом деле	2	8
131	внимание на	5	8
132	мы имеем	4	8
133	же время	9	8
134	соответствии с	5	8
135	вольф шмид	1	8
136	этом отношении	4	8
137	в литературе	2	8
138	современной нарратологии	1	8
139	нарративная интрига	3	8
140	по большей	1	8
141	но при	3	8
142	или иной	8	8
143	мира в	6	8
144	в финале	1	7
145	в принципе	4	7
146	имеет место	4	7
147	при всей	9	7
148	в котором	7	7
149	с другой	14	7
150	пока еще	7	7
151	в футляре	2	7
152	едва ли	2	7
153	в ее	4	7
154	событийный статус	2	7
155	на себя	2	7
156	в конце	1	7
157	в чем	2	7
158	нарративная модальность	1	7
159	рассказывания в	4	7
160	в силу	5	7
161	и на	8	7
162	в форме	2	7
163	же в	1	7
164	иван иваныч	1	7
165	и состоит	2	7
166	в свою	3	7
167	это не	5	7
168	вслед за	1	7
169	из наиболее	2	7
170	в глазах	1	7
171	в модальности	2	7
172	человеческого я	1	7
173	событийной цепи	1	7
174	или в	2	7
175	нарративной интриги	1	7
176	также и	6	7
177	в ней	2	7
178	одного из	5	7
179	в целом	5	7
180	в результате	3	6
181	нарративного текста	1	6
182	например в	4	6
183	двух или	1	6
184	между двумя	1	6
185	сказать что	4	6
186	в нашем	2	6
187	на него	2	6
188	имеем дело	3	6
189	о ней	2	6
190	то в	1	6
191	с одной	12	6
192	человеческого опыта	1	6
193	что и	5	6
194	в конечном	2	6
195	рецептивная установка	1	6
196	могло бы	1	6
197	героя и	2	6
198	в случае	2	6
199	главного героя	1	6
200	в современной	2	6
201	человеческих отношений	1	6
202	известном смысле	1	6
203	однако в	3	6
204	однако и	2	6
205	во втором	5	6
206	в коммуникативном	1	6
207	таким образом	4	6
208	представляют собой	2	6
209	никак не	1	6
210	к его	5	6
211	в слове	1	6
212	в известном	1	6
213	то и	1	6
214	из этих	3	6
215	присутствия в	2	6
216	здесь не	1	6
217	ответ на	1	6
218	они не	2	6
219	уже говорилось	1	6
220	о нем	3	6
221	ивана иваныча	2	6
222	как у	1	6
223	слова в	2	6
224	не по	1	6
225	одной стороны	12	6
226	событие и	1	6
227	нарративного высказывания	3	6
228	на то	1	6
229	вплоть до	2	6
230	человеческой жизни	2	5
231	исходя из	3	5
232	дело с	2	5
233	не столько	3	5
234	в своих	6	5
235	и даже	4	5
236	и сам	2	5
237	именно в	5	5
238	а именно	1	5
239	мира и	3	5
240	и того	6	5
241	свою очередь	3	5
242	другая жизнь	1	5
243	в другом	5	5
244	не всегда	2	5
245	о них	2	5
246	может служить	2	5
247	в одном	5	5
248	он сам	2	5
249	точка зрения	3	5
250	себя в	8	5
251	из них	6	5
252	к нему	1	5
253	художественного письма	13	5
254	от его	1	5
255	бы и	1	5
256	картине мира	2	5
257	не было	9	5
258	или не	2	5
259	но для	2	5
260	я не	1	5
261	такова что	1	5
262	человек в	1	5
263	так сказать	3	5
264	между собой	2	5
265	а для	1	5
266	в русской	4	5
267	следует признать	3	5
268	и от	2	5
269	с ее	3	5
270	и вследствие	2	5
271	что это	1	5
272	подобно тому	4	5
273	их в	2	5
274	с ними	1	5
275	о любви	2	5
276	да и	2	5
277	о котором	2	5
278	том как	1	5
279	вследствие этого	4	5
280	было бы	1	5
281	нарративной стратегии	6	5
282	и то	4	5
283	свидетельствует о	2	5
284	мы не	2	5
285	на самом	1	5
286	читателя в	1	5
287	являет собой	5	5
288	о жизни	1	5
289	в равной	3	5
290	в какой	2	5
291	тем более	1	5
292	две жизни	1	5
293	тому как	5	5
294	в концовке	2	5
295	высказывания в	7	5
296	в начале	2	5
297	еще в	6	5
298	в пределах	4	5
299	не случайно	2	5
300	и о	4	5
301	этом и	1	5
302	место в	2	5
303	как будто	3	5
304	себе самому	1	5
305	или напротив	3	5
306	существенную роль	4	4
307	даже в	1	4
308	нарратора в	1	4
309	строго говоря	3	4
310	не являются	1	4
311	в виду	2	4
312	по себе	3	4
313	в них	6	4
314	жизненной позиции	4	4
315	в первом	4	4
316	и с	2	4
317	ведет к	6	4
318	конечном счете	2	4
319	не вполне	1	4
320	роль в	10	4
321	не существует	1	4
322	которой он	1	4
323	сводятся к	1	4
324	хотя бы	3	4
325	только на	2	4
326	но они	3	4
327	центральное событие	1	4
328	и судии	1	4
329	первого лица	1	4
330	обратим внимание	1	4
331	к этому	4	4
332	внутренней речи	5	4
333	классического реализма	1	4
334	картину мира	5	4
335	ситуации и	2	4
336	что они	1	4
337	повествования с	1	4
338	на том	2	4
339	современная нарратология	2	4
340	несмотря на	1	4
341	к жизни	1	4
342	в третьем	1	4
343	и притом	1	4
344	не о	2	4
345	в себя	7	4
346	опыта в	3	4
347	пребывания в	1	4
348	не будет	1	4
349	но зато	2	4
350	событие рассказывания	1	4
351	из нас	1	4
352	по своей	15	4
353	равной степени	2	4
354	является событием	2	4
355	и адресата	3	4
356	[...] в	8	4
357	и по	2	4
358	и ее	5	4
359	жизни а	2	4
360	на ее	2	4
361	для себя	6	4
362	xix столетия	2	4
363	собственно и	3	4
364	это уже	1	4
365	нового времени	2	4
366	не на	3	4
367	со всеми	1	4
368	оно не	2	4
369	вместе с	3	4
370	самого рассказывания	4	4
371	не имеет	1	4
372	которая не	1	4
373	в прозе	2	4
374	в основе	11	4
375	рассказ алехина	4	4
376	могла бы	2	4
377	не могло	2	4
378	с позиции	3	4
379	в обоих	1	4
380	мог бы	1	4
381	начиная с	1	4
382	но именно	1	4
383	всяком случае	2	4
384	друг друга	2	4
385	исключительно в	1	4
386	в ходе	5	4
387	текста в	2	4
388	ему в	3	4
389	и судия	2	4
390	зависит от	2	4
391	во всяком	3	4
392	раз в	1	4
393	свидетеля и	1	4
394	и как	9	4
395	или даже	2	4
396	так в	1	4
397	ли не	3	4
398	по своему	3	4
399	это было	2	4
400	не все	1	4
401	глава нарративная	1	4
402	в области	3	4
403	человека в	6	4
404	антоши чехонте	1	4
405	она не	1	4
406	быть и	2	4
407	бытия в	1	4
408	что касается	2	4
409	не с	4	4
410	чужого слова	1	4
411	по сути	6	4
412	как мы	2	4
413	в театре	1	4
414	что на	3	4
415	не к	3	4
416	что было	1	3
417	более не	1	3
418	и составляет	3	3
419	на одном	1	3
420	человеческого присутствия	2	3
421	с этой	2	3
422	говорит о	1	3
423	в культуре	3	3
424	коммуникативного поведения	1	3
425	не бывает	1	3
426	по мере	2	3
427	в этих	4	3
428	о своем	1	3
429	которое по	1	3
430	вероятностной картины	1	3
431	правильно поставленный	1	3
432	наррации как	2	3
433	такой модальности	1	3
434	в нарративном	4	3
435	каждый из	2	3
436	ситуации в	1	3
437	в противовес	4	3
438	восходит к	4	3
439	жизненный опыт	1	3
440	входит в	2	3
441	и иных	1	3
442	времени в	3	3
443	сознания в	2	3
444	и событие	1	3
445	не встречается	1	3
446	говорить о	3	3
447	в строгом	5	3
448	не обязательно	4	3
449	друг на	1	3
450	к ним	3	3
451	жизни как	2	3
452	наряду с	1	3
453	модальности убеждения	1	3
454	что она	1	3
455	система персонажей	1	3
456	в чужой	2	3
457	чеховского творчества	2	3
458	и представляет	2	3
459	к позиции	1	3
460	по природе	6	3
461	об одном	4	3
462	или нескольких	1	3
463	с точки	3	3
464	в ситуации	4	3
465	одно из	4	3
466	связи с	4	3
467	которая состоит	1	3
468	не знает	4	3
469	в которой	2	3
470	к чему	2	3
471	рассказа как	4	3
472	всех его	1	3
473	что не	4	3
474	из уст	2	3
475	дискурса как	5	3
476	характер и	3	3
477	в связи	1	3
478	между ними	1	3
479	же как	1	3
480	от нормы	1	3
481	вольфа шмида	1	3
482	значении термина	5	3
483	и это	3	3
484	рассказа не	2	3
485	сих пор	1	3
486	а потом	2	3
487	но как	2	3
488	а с	8	3
489	человеческого бытия	1	3
490	при отсутствии	2	3
491	природе своей	6	3
492	прошлого и	1	3
493	и что	2	3
494	как уже	5	3
495	не просто	1	3
496	перед лицом	2	3
497	первого и	2	3
498	как известно	1	3
499	о его	1	3
500	даже если	1	3
501	бы быть	3	3
502	наррации и	1	3
503	нарративный дискурс	3	3
504	а как	1	3
505	события в	3	3
506	или иного	2	3
507	во время	1	3
508	чем и	2	3
509	лицо и	2	3
510	на эпизоды	1	3
511	до сих	1	3
512	он уже	1	3
513	личной тайны	1	3
514	по определению	1	3
515	через посредство	1	3
516	по слову	4	3
517	статус событийности	1	3
518	различного рода	3	3
519	первых двух	1	3
520	но достаточно	1	3
521	интерес к	2	3
522	то они	1	3
523	картин мира	2	3
524	от их	1	3
525	текста и	2	3
526	самим собой	1	3
527	ни о	2	3
528	с таким	1	3
529	нарративных практик	1	3
530	себя с	2	3
531	обращается к	1	3
532	рассказчика и	3	3
533	свидетель и	2	3
534	сути дела	3	3
535	в памяти	2	3
536	приводит к	4	3
537	бы не	1	3
538	в следующей	1	3
539	всей своей	2	3
540	своей жизни	1	3
541	и читатель	1	3
542	нарративную интригу	2	3
543	чехов не	1	3
544	второго лица	2	3
545	еще и	1	3
546	как на	1	3
547	в роли	1	3
548	на друга	1	3
549	порой и	1	3
550	ни для	4	3
551	речь идет	2	3
552	подобного рода	1	3
553	от позиции	1	3
554	было и	1	3
555	тем же	1	3
556	той же	2	3
557	одной из	4	3
558	до конца	2	3
559	по ходу	1	3
560	всякий раз	2	3
561	на этот	1	3
562	появляется в	1	3
563	но это	3	3
564	текста как	1	3
565	в едином	2	3
566	жизни не	2	3
567	жизни но	2	3
568	знаменательно что	1	3
569	как к	2	3
570	произведения как	2	3
571	чеховский рассказ	1	3
572	при встрече	2	3
573	несет в	3	3
574	о герое	1	3
575	чем он	2	3
576	этом в	2	3
577	в виде	1	3
578	а о	2	3
579	этого не	1	3
580	дело в	3	3
581	как она	1	3
582	не подлежит	2	3
583	все эти	2	3
584	на фоне	1	3
585	со своей	2	3
586	должен быть	1	3
587	особенно в	1	3
588	истории о	1	3
589	и потому	3	3
590	того или	3	3
591	опыта присутствия	1	3
592	а к	3	3
593	а его	1	3
594	его не	1	3
595	дело не	3	3
596	связано с	1	3
597	во второй	1	3
598	истории а	1	3
599	заключает в	1	3
600	не следует	4	3
601	позиции адресата	1	3
602	первые два	1	3
603	идет о	2	3
604	лишь в	4	3
605	существования в	1	3
606	же самое	2	3
607	со своими	1	3
608	для обозначения	4	3
609	н.д тамарченко	4	3
610	и только	1	3
611	ли в	1	3
612	нарративное высказывание	2	3
613	очевидным образом	5	3
614	и слушающих	2	3
615	в е	3	3
616	персонажей и	2	3
617	событие это	1	3
618	адресата не	1	3
619	лицо события	2	2
620	новое и	1	2
621	они неразрывно	1	2
622	отсылают к	1	2
623	мы и	1	2
624	не удовлетворил	1	2
625	действующее лицо	3	2
626	в момент	2	2
627	русской литературе	2	2
628	которая в	3	2
629	рассказе чехова	1	2
630	самое следует	1	2
631	по выражению	3	2
632	те же	1	2
633	которое может	2	2
634	принадлежности к	2	2
635	в году	3	2
636	нас в	2	2
637	с той	3	2
638	поставленный вопрос	1	2
639	рассказано в	1	2
640	чеховского письма	2	2
641	другой стороны	5	2
642	не несет	1	2
643	как слушатели-читатели	1	2
644	отсутствии у	1	2
645	более или	2	2
646	но все	2	2
647	от текста	1	2
648	мысль о	3	2
649	в некотором	1	2
650	целый ряд	2	2
651	адресата как	1	2
652	тем что	4	2
653	от всего	1	2
654	коммуникативная ситуация	1	2
655	такого высказывания	1	2
656	иваном иванычем	1	2
657	принадлежат к	3	2
658	и делает	1	2
659	объединяет собеседников	1	2
660	одновременно и	3	2
661	интриги не	1	2
662	большей или	2	2
663	тем или	1	2
664	другое дело	1	2
665	в это	1	2
666	мир и	1	2
667	выбора между	4	2
668	воспринимающего сознания	2	2
669	для чеховских	1	2
670	и смерть	1	2
671	на первый	1	2
672	первый взгляд	1	2
673	на мой	3	2
674	изменение состояния	2	2
675	во внешнем	1	2
676	собственной жизни	1	2
677	было в	4	2
678	в действительности	3	2
679	раз и	1	2
680	своей природе	3	2
681	представления о	2	2
682	хранения и	1	2
683	писал бахтин	5	2
684	события как	1	2
685	из жизни	3	2
686	в этот	1	2
687	концовке рассказа	1	2
688	системы персонажей	2	2
689	с помощью	1	2
690	когда она	1	2
691	чего не	3	2
692	е годы	2	2
693	превращается в	1	2
694	видно что	1	2
695	и еще	1	2
696	его собственной	1	2
697	с другим	1	2
698	то чтобы	2	2
699	дистанция между	2	2
700	ориентиром в	1	2
701	в контексте	3	2
702	вовсе не	1	2
703	места для	1	2
704	быть в	1	2
705	к которому	2	2
706	слово не	2	2
707	текста о	1	2
708	русской литературы	1	2
709	эффект не	1	2
710	тут же	3	2
711	поля рикёра	1	2
712	в системе	1	2
713	тексте в	1	2
714	того же	5	2
715	первые две	1	2
716	чем это	1	2
717	и служит	1	2
718	жизни с	1	2
719	того о	1	2
720	или иным	1	2
721	собой некий	1	2
722	принадлежит к	3	2
723	засыпает а	1	2
724	в образовании	1	2
725	события свидетель	2	2
726	по длительности	1	2
727	и мы	1	2
728	и столь	1	2
729	нами не	1	2
730	к их	2	2
731	учитель словесности	1	2
732	к одному	2	2
733	героев в	1	2
734	х гг	2	2
735	должно быть	2	2
736	а ван	2	2
737	моя жизнь	1	2
738	гуманитарных науках	1	2
739	в произведении	3	2
740	данного высказывания	2	2
741	о событии	2	2
742	добра и	1	2
743	по мнению	1	2
744	данный аспект	1	2
745	или иному	1	2
746	искать в	1	2
747	о ком	1	2
748	иного рода	1	2
749	и второго	2	2
750	теперь и	1	2
751	отношения между	1	2
752	можно признать	2	2
753	героя с	1	2
754	в изложении	1	2
755	установки и	1	2
756	будто бы	3	2
757	одним из	2	2
758	по аналогии	2	2
759	повествование не	1	2
760	быть только	1	2
761	текста если	1	2
762	высказывания как	1	2
763	цепь эпизодов	1	2
764	очевидно что	1	2
765	на утро	1	2
766	этом последнем	1	2
767	как говорит	1	2
768	жизни гурова	1	2
769	не есть	3	2
770	без которого	1	2
771	к фигуре	1	2
772	и всякий	1	2
773	себе и	1	2
774	точек зрения	1	2
775	жизни то	1	2
776	в других	1	2
777	обращено к	1	2
778	с читателем	3	2
779	во всех	6	2
780	как было	1	2
781	повествователя в	2	2
782	только от	1	2
783	выступает в	1	2
784	мы можем	1	2
785	лица и	1	2
786	мой взгляд	3	2
787	и пространства	2	2
788	сами по	2	2
789	и про	1	2
790	теперь уже	1	2
791	реальной действительности	1	2
792	по этой	2	2
793	человека как	1	2
794	так что	1	2
795	этой причине	2	2
796	формах косвенной	1	2
797	является его	1	2
798	некоторый спектр	1	2
799	на свой	1	2
800	в городе	1	2
801	если же	1	2
802	одно и	2	2
803	чеховский текст	1	2
804	хотя в	3	2
805	и является	1	2
806	история беликова	1	2
807	жанровой природы	1	2
808	текста на	1	2
809	мира по	1	2
810	даже не	1	2
811	для читателя	1	2
812	также не	1	2
813	своих персонажей	1	2
814	зрения нарратора	1	2
815	не наиболее	1	2
816	нарратора это	1	2
817	одного сознания	1	2
818	мишель фуко	1	2
819	карнавальную пару	1	2
820	его как	3	2
821	могут быть	5	2
822	что может	1	2
823	и есть	2	2
824	своего героя	1	2
825	ней в	1	2
826	дама с	1	2
827	кэте фридеманн	1	2
828	два рассказчика	1	2
829	в вероятностном	5	2
830	рассказ в	2	2
831	для притчи	2	2
832	в сюжете	1	2
833	как самостоятельный	1	2
834	с языком	1	2
835	это он	1	2
836	одного и	5	2
837	на рубеже	2	2
838	ценностный кругозор	1	2
839	и сами	1	2
840	по причине	1	2
841	любви и	1	2
842	в особенности	5	2
843	она сама	2	2
844	как событийности	1	2
845	является носителем	1	2
846	один голос	2	2
847	но одновременно	4	2
848	а потому	1	2
849	от сознания	1	2
850	всем своим	1	2
851	кто говорит	1	2
852	речевой деятельности	2	2
853	опирается на	2	2
854	они и	3	2
855	сами участвуем	1	2
856	наррация в	1	2
857	и зла	1	2
858	если в	2	2
859	в специальном	3	2
860	живет в	3	2
861	событийности бытия	2	2
862	должна быть	2	2
863	значении этого	4	2
864	но также	2	2
865	это весьма	1	2
866	одному из	1	2
867	чтобы стать	1	2
868	вот как	1	2
869	в сущности	3	2
870	из которых	1	2
871	это позиция	1	2
872	для классической	1	2
873	утверждает что	1	2
874	событие не	1	2
875	к различным	2	2
876	смысле можно	1	2
877	для них	1	2
878	к читателю	1	2
879	чехова как	1	2
880	себе не	4	2
881	один человек	1	2
882	новейшее время	1	2
883	быть прочитан	1	2
884	ориентировано на	1	2
885	все то	1	2
886	и одновременно	3	2
887	говорящего и	3	2
888	приобретает в	1	2
889	в россии	1	2
890	в составе	5	2
891	события но	1	2
892	же о	1	2
893	говорящего субъекта	1	2
894	значения и	1	2
895	в процессе	6	2
896	[...] а	3	2
897	можно назвать	2	2
898	присутствует в	2	2
899	как о	1	2
900	солнца и	1	2
901	нарратология не	1	2
902	в молчание	1	2
903	это время	1	2
904	в которых	5	2
905	свидетельствует об	1	2
906	риторический этос	1	2
907	который не	2	2
908	древних греков	1	2
909	в каком	1	2
910	к другому	3	2
911	силу своей	2	2
912	событийность и	1	2
913	в своего	1	2
914	дискурс в	3	2
915	это и	2	2
916	его и	1	2
917	[...] то	1	2
918	художественного целого	3	2
919	по своим	4	2
920	своей собственной	3	2
921	совершенно иной	1	2
922	ю.м лотман	1	2
923	более чем	3	2
924	не уступает	1	2
925	зрения как	1	2
926	с нами	1	2
927	наконец в	1	2
928	автора и	1	2
929	которое не	1	2
930	слова и	2	2
931	себя не	1	2
932	всего на	1	2
933	этом первые	1	2
934	коммуникативной ситуации	6	2
935	его характер	2	2
936	как субъекта	1	2
937	последнем мы	1	2
938	тому или	1	2
939	местах и	1	2
940	свидетельствующего о	1	2
941	автора в	2	2
942	поль рикёр	2	2
943	открытый финал	1	2
944	что же	4	2
945	адресата в	5	2
946	переход от	2	2
947	на две	1	2
948	в данной	3	2
949	первобытного человека	4	2
950	и во	2	2
951	может оказаться	1	2
952	утрачивает свою	1	2
953	к миру	1	2
954	бахтин может	1	2
955	только потому	1	2
956	мире где	1	2
957	бывает в	1	2
958	событийной стороны	1	2
959	[...] не	2	2
960	в любви	1	2
961	со времен	1	2
962	только по	1	2
963	возникает в	1	2
964	рассказа буркина	1	2
965	на роль	2	2
966	бы на	1	2
967	мире в	1	2
968	в формах	2	2
969	коммуникативная стратегия	3	2
970	что с	2	2
971	все это	2	2
972	черный монах	1	2
973	со своим	1	2
974	в их	5	2
975	слова а	1	2
976	таком случае	1	2
977	памяти в	1	2
978	в повести	1	2
979	однако не	1	2
980	было видно	1	2
981	но с	1	2
982	это всегда	1	2
983	поскольку все	1	2
984	и более	1	2
985	жизни это	1	2
986	персонажа в	1	2
987	участвуем как	1	2
988	в организации	2	2
989	главное действующее	2	2
990	окказиональном мире	1	2
991	это еще	2	2
992	коммуникативную ситуацию	5	2
993	в смене	2	2
994	речевых практик	5	2
995	указывает на	2	2
996	правило не	1	2
997	за которым	2	2
998	не предполагает	4	2
999	есть в	3	2
1000	напротив они	1	2
1001	восприниматься как	1	2
1002	как можно	1	2
1003	после рассказа	2	2
1004	своего существования	1	2
1005	к своему	2	2
1006	по словам	4	2
1007	не столь	2	2
1008	героя субъекта	1	2
1009	но уже	3	2
1010	нарратологический поворот	1	2
1011	в каждой	3	2
1012	своего читателя	1	2
1013	говорит об	1	2
1014	или менее	2	2
1015	иное дело	1	2
1016	интрига в	1	2
1017	и вообще	2	2
1018	и другого	2	2
1019	этих двух	1	2
1020	и рецептивного	1	2
1021	в пределе	2	2
1022	как показывает	2	2
1023	событие самого	2	2
1024	личности в	3	2
1025	он говорит	1	2
1026	субъекта с	1	2
1027	начальные эпизоды	1	2
1028	не могу	1	2
1029	т.п и	1	2
1030	как замечает	1	2
1031	и буркин	1	2
1032	данного жанра	10	2
1033	мы его	1	2
1034	когда он	3	2
1035	по бахтину	4	2
1036	содержаний сознания	1	2
1037	а по	2	2
1038	частности в	2	2
1039	предполагает со	1	2
1040	оказывается и	1	2
1041	меньшей степени	1	2
1042	всей его	2	2
1043	человеческого сознания	3	2
1044	могло быть	1	2
1045	рассказа но	1	2
1046	жераром женеттом	1	2
1047	дискурса в	3	2
1048	отношение к	6	2
1049	состоят в	1	2
1050	нарративности как	1	2
1051	в новейшее	1	2
1052	однако для	2	2
1053	личного опыта	2	2
1054	в категориях	1	2
1055	к чужому	1	2
1056	начала жизни	1	2
1057	зрения на	3	2
1058	строгом значении	3	2
1059	рассказе о	1	2
1060	бытия и	1	2
1061	и иные	2	2
1062	согласно его	1	2
1063	нарративному тексту	1	2
1064	это в	4	2
1065	таким же	1	2
1066	дискурсивных практик	14	2
1067	или точнее	1	2
1068	и наконец	2	2
1069	жизнью и	1	2
1070	и действия	1	2
1071	однако на	2	2
1072	во всем	2	1
1073	из кругозора	1	1
1074	нельзя признать	1	1
1075	предмет разговора	1	1
1076	рассказчика-охотника своими	1	1
1077	до которого	1	1
1078	ответной реакции	1	1
1079	собеседников дело	1	1
1080	система ценностей	5	1
1081	своими портретными	1	1
1082	рассказывания слушатель	1	1
1083	понятийным мышлением	2	1
1084	личность понятая	1	1
1085	или моя	1	1
1086	протяжении единого	1	1
1087	актуализированная женеттом	1	1
1088	миниатюра большой	1	1
1089	различия в	1	1
1090	общий контекст	1	1
1091	этих событий	1	1
1092	л.с выготским	2	1
1093	в нарратологию	1	1
1094	большой интриги	1	1
1095	рассказ о	3	1
1096	друга на	1	1
1097	реципиента в	1	1
1098	и мотивы	1	1
1099	о.м фрейденберг	6	1
1100	приведенного рассуждения	1	1
1101	и читателем	2	1
1102	же текста	1	1
1103	в напряжении	2	1
1104	в тумане	1	1
1105	граница между	1	1
1106	случае мы	1	1
1107	позиционирует свои	1	1
1108	будто автор	1	1
1109	художественную словесность	1	1
1110	происхождение наррации	1	1
1111	можем обозначить	1	1
1112	через сеть	1	1
1113	от предыдущих	1	1
1114	анекдот и	1	1
1115	хотим объяснить	1	1
1116	истолковании эмоционально-волевой	1	1
1117	в разных	1	1
1118	стороны читателя	2	1
1119	персонажа не	1	1
1120	тем как	1	1
1121	в перформативной	1	1
1122	суть проблемы	1	1
1123	в большей	1	1
1124	читательского выбора	1	1
1125	роли первого	1	1
1126	мысли и	2	1
1127	анекдотическую стратегию	1	1
1128	как формулирует	1	1
1129	это явление	1	1
1130	не как	5	1
1131	которые по	1	1
1132	исторический период	1	1
1133	древними писателями	1	1
1134	что человек	1	1
1135	это пока	1	1
1136	событийности не	1	1
1137	нужно рассуждать	1	1
1138	например с	1	1
1139	судьбы они	1	1
1140	представлений о	1	1
1141	чеховедами самой	1	1
1142	с машей	1	1
1143	четкий и	1	1
1144	с кристаллизацией	1	1
1145	субъекта жизни	2	1
1146	самых общих	1	1
1147	и молчали	1	1
1148	жизненное поведение	1	1
1149	его от	1	1
1150	всякое событие	1	1
1151	вы из	1	1
1152	этом направлении	1	1
1153	рассмотренных выше	2	1
1154	только словесные	1	1
1155	открытость финала	1	1
1156	для всех	2	1
1157	слушателя в	1	1
1158	двух рассказов	1	1
1159	спокойно засыпает	1	1
1160	как обнажение	1	1
1161	новой риторики	1	1
1162	однако при	2	1
1163	утро после	1	1
1164	всей ее	1	1
1165	такая интрига	1	1
1166	возникающей солидарности	1	1
1167	к тексту	1	1
1168	отметим что	1	1
1169	разговора с	1	1
1170	четкий потому	1	1
1171	сферы общения	1	1
1172	я героя	2	1
1173	эмоционально-волевой тональности	1	1
1174	предполагает в	1	1
1175	в предыдущей	1	1
1176	обладает не	1	1
1177	считал главной	1	1
1178	данного термина	2	1
1179	читателя и	1	1
1180	трактует последний	1	1
1181	он имеет	1	1
1182	непосредственное воспроизведение	1	1
1183	или положение	1	1
1184	на которых	1	1
1185	роли его	1	1
1186	из двух	5	1
1187	создает наррацию	1	1
1188	задушевный разговор	1	1
1189	всего следует	1	1
1190	речи хотя	1	1
1191	на мир	1	1
1192	самом общем	2	1
1193	слушатель которого	1	1
1194	но вполне	1	1
1195	существования на	1	1
1196	восприятие конкретных	1	1
1197	это вы	1	1
1198	но по	1	1
1199	нарративную стратегию	1	1
1200	смыслом а	1	1
1201	презентацией наррации	1	1
1202	апеллируя к	1	1
1203	миметическая репрезентация	1	1
1204	концом в	1	1
1205	или на	3	1
1206	рассказывается буркиным	1	1
1207	ни говорящий	1	1
1208	в.т и	2	1
1209	частного опыта	1	1
1210	представление о	1	1
1211	к другим	3	1
1212	читатель получает	1	1
1213	но сложном	1	1
1214	отношением к	1	1
1215	единством их	1	1
1216	адресата ибо	1	1
1217	том или	1	1
1218	передать оборотов	1	1
1219	питательную среду	1	1
1220	литературного письма	2	1
1221	и должен	1	1
1222	данный текст	1	1
1223	фрейденберг происхождение	1	1
1224	его на	1	1
1225	бы стать	1	1
1226	отграниченная система	2	1
1227	данной сферы	1	1
1228	между историей	1	1
1229	стороны бытия	1	1
1230	солидарность двух	1	1
1231	майевтику сократа	1	1
1232	так на	1	1
1233	ну уж	1	1
1234	упраздняет коммуникативные	1	1
1235	приходит в	2	1
1236	а.п чехова	2	1
1237	в цепи	1	1
1238	индивида и	1	1
1239	рецептивные ожидания	2	1
1240	с еще	1	1
1241	обоих случаях	1	1
1242	всегда одновременно	1	1
1243	мысли о	2	1
1244	ему по	1	1
1245	на грани	1	1
