N	3gram	Bakhtin_fo	Problema
92	также и в	3	4
93	в себе не	1	4
94	буквальном смысле слова	1	4
95	здесь не только	1	4
96	то есть только	1	4
97	не являются только	1	4
98	и во всяком	1	4
99	само собой разумеется	2	4
100	равно как и	4	4
101	в это время	1	4
102	то есть как	1	4
103	как мы видели	1	4
104	во всех этих	2	4
105	так что в	1	4
106	в новое время	1	4
107	друг к другу	2	4
108	одной стороны и	2	3
109	это не значит	1	3
110	мы здесь не	1	3
111	то что не	1	3
112	в отличие от	3	3
113	это же самое	1	3
114	и того же	6	3
115	во всем мире	1	3
116	имел в виду	1	3
117	к тому что	1	3
118	в тех случаях	1	3
119	до того что	1	3
120	как и в	3	3
121	мы вовсе не	1	3
122	тех случаях когда	1	3
123	сказать что здесь	1	3
124	вовсе ничего не	1	3
125	с тем что	2	3
126	как мы увидим	2	3
127	жизни и в	2	3
128	что и в	1	3
129	с этой точки	1	3
130	ровно ничего не	1	3
131	тот факт что	1	3
132	тем более не	1	3
133	мы уже видели	1	3
134	по сравнению с	3	3
135	не выходит за	1	3
136	одного и того	6	3
137	бросается в глаза	1	3
138	как мы сказали	1	3
139	и в то	7	3
140	том что в	1	3
141	и может быть	1	3
142	не было этого	1	3
143	точном смысле слова	1	3
144	к выводу что	1	3
145	но в то	2	3
146	и ничего не	1	3
147	и все они	1	3
148	здесь то что	1	3
149	все больше и	1	2
150	точка зрения на	1	2
151	и не обязательно	1	2
152	по отношению к	3	2
153	и т п	18	2
154	в этих произведениях	1	2
155	как мы говорили	1	2
156	здесь прежде всего	1	2
157	потому что тут	1	2
158	о которых мы	1	2
159	мы говорим о	1	2
160	не могут не	1	2
161	ни с чем	2	2
162	в частности в	1	2
163	в искусстве и	1	2
164	совершенно ясно что	1	2
165	между тем как	1	2
166	в эпоху эллинизма	1	2
167	и во всем	1	2
168	точки зрения в	1	2
169	каждой из них	1	2
170	что в этом	1	2
171	потому что не	1	2
172	и все прочие	1	2
173	и говорить о	1	2
174	и самый язык	1	2
175	всего того что	1	2
176	и до наших	1	2
177	это не имеет	1	2
178	ясно что в	1	2
179	с самим собою	4	2
180	бы она ни	2	2
181	что он должен	1	2
182	в этих условиях	2	2
183	мира и жизни	1	2
184	во всех случаях	1	2
185	и все другие	2	2
186	что мы находим	1	2
187	такие слова как	1	2
188	по самому своему	2	2
189	выходит за пределы	1	2
190	и все же	1	2
191	а так как	1	2
192	в одноименном романе	1	2
193	как и во	1	2
194	в себе в	1	2
195	до нас в	3	2
196	больше и больше	1	2
197	мы имеем в	2	2
198	в том же	3	2
199	есть еще и	1	2
200	таким образом у	1	2
201	друг на друга	4	2
202	при этом здесь	1	2
203	все более и	2	2
204	то перед нами	1	2
205	а это и	1	2
206	ничего нового не	1	2
207	как мы это	1	2
208	не было и	2	2
209	в нем не	3	2
210	не может не	1	2
211	так как он	2	2
212	в свою очередь	1	2
213	и в том	1	2
214	и совсем не	1	2
215	или хотя бы	1	2
216	широком смысле слова	1	2
217	она ни была	2	2
218	человеческой жизни в	3	2
219	здесь как и	1	2
220	как и для	2	2
221	он не является	1	2
222	а следовательно и	3	2
223	только в этом	1	2
224	более и более	2	2
225	одна из самых	1	2
226	но в конце	1	2
227	узком смысле слова	1	2
228	как раз в	4	2
229	иной раз и	1	2
230	пространстве и времени	2	2
231	что дело здесь	1	2
232	жизни в ее	2	2
233	и в литературе	1	2
234	и в самом	1	2
235	времени и пространстве	1	2
236	искусстве и литературе	3	2
237	и не только	2	2
238	в себе и	1	2
239	мы уже сказали	4	2
240	нечего и говорить	1	2
241	необходимо подчеркнуть еще	1	1
242	есть одно из	1	1
243	и пространстве но	1	1
244	в одном и	1	1
245	и не был	1	1
246	что весь этот	1	1
247	о которой мы	1	1
248	что в мире	1	1
249	вполне понятно что	4	1
250	него всегда есть	1	1
251	в большинстве случаев	2	1
252	новое отношение к	1	1
253	и xx веков	1	1
254	не связанных между	1	1
255	своему содержанию и	1	1
256	тем же названием	1	1
257	буквально и с	1	1
258	действительности и прежде	1	1
259	и для всей	1	1
260	очень важный момент	2	1
261	от друга и	1	1
262	и не существует	1	1
263	о чем подробно	1	1
264	вступает в свои	1	1
265	для того и	1	1
266	точки зрения которого	1	1
267	чтобы покончить с	1	1
268	то есть именно	2	1
269	не только на	1	1
270	ничто в нем	1	1
271	науки и искусства	1	1
272	xvii и xviii	1	1
273	мы уже указывали	4	1
274	смысле этого слова	1	1
275	с тем и	1	1
276	а как раз	1	1
277	по аналогии с	1	1
278	и как такая	1	1
279	которых мы говорили	1	1
280	быть и речи	2	1
281	остановиться на одной	1	1
282	того не зная	2	1
283	в теогоническом процессе	1	1
284	в нашем обзоре	1	1
285	видим и слышим	1	1
286	дошедших до нас	1	1
287	но вместе с	1	1
288	выступает здесь не	1	1
289	события в жизни	1	1
290	преступление и наказание	1	1
291	не входит в	1	1
292	сам а не	1	1
293	к вопросу о	2	1
294	что то же	1	1
295	все это не	1	1
296	он не был	1	1
297	в свои права	1	1
298	таким образом и	2	1
299	следующим образом когда	1	1
300	в его целом	2	1
301	мы будем говорить	2	1
302	уже одно это	1	1
303	это то есть	2	1
304	в той же	1	1
305	но в смысле	1	1
306	в нашем случае	1	1
307	в положительном смысле	1	1
308	мы говорили в	1	1
309	бы например в	1	1
310	отнюдь не являются	1	1
311	наше внимание на	1	1
312	и том же	1	1
313	вверх и вниз	3	1
314	в основе этих	1	1
315	но увы они	1	1
316	эти моменты в	1	1
317	в погоне за	1	1
318	землю но в	1	1
319	значение но в	1	1
320	приходит к выводу	1	1
321	здесь конечно не	1	1
322	на земле то	1	1
323	собой разумеется что	2	1
324	и в особенности	5	1
325	весь мир как	1	1
326	и в дальнейшем	1	1
327	и до сих	1	1
328	не происходит в	1	1
329	может быть лишь	1	1
330	и в помине	2	1
331	в математическом естествознании	1	1
332	было бы не	1	1
333	времени и пространства	4	1
334	в средние века	4	1
335	и для того	1	1
336	самого начала не	1	1
337	и понятия которые	1	1
338	но все это	1	1
339	или что то	1	1
340	литературе и в	1	1
341	что на самом	1	1
342	одном и том	1	1
343	выступает на первый	1	1
344	он вступает в	1	1
345	и все его	2	1
346	есть не в	1	1
347	и в котором	1	1
348	так и его	1	1
349	как бы ни	1	1
350	которые могут быть	1	1
351	пространства и времени	5	1
352	но прежде чем	1	1
353	в новое и	2	1
354	у него нет	1	1
355	на следующий год	1	1
356	том что они	1	1
357	прежде всего образ	1	1
358	чем они глубже	1	1
359	определенного смысла и	1	1
360	все эти элементы	1	1
361	никаких сомнений и	1	1
362	до наших дней	1	1
363	значение до сих	1	1
364	в определенном месте	2	1
365	все это было	1	1
366	обстоит дело с	1	1
367	прежде всего в	3	1
368	можно сказать вовсе	1	1
369	и связанные с	1	1
370	могло бы происходить	1	1
371	есть по существу	1	1
372	то что на	1	1
373	в самом начале	1	1
374	и не имеют	1	1
375	и что будет	1	1
376	в дальнейшем мы	1	1
377	данный момент в	1	1
378	старости и смерти	1	1
379	в этих двух	1	1
380	мира и человека	1	1
381	произведения можно сказать	1	1
382	том что все	1	1
383	уже не столь	1	1
384	в средневековой литературе	1	1
385	прямо сказать что	2	1
386	данном случае мы	1	1
387	до известной степени	1	1
388	того чтобы они	4	1
389	которой мы говорили	1	1
390	числе и в	1	1
391	в одном из	1	1
392	и он достаточно	1	1
393	на каждом из	1	1
394	с прошлым и	1	1
395	и в условиях	1	1
396	бы один из	1	1
397	были бы совершенно	1	1
398	и строго говоря	1	1
399	сих пор не	1	1
400	в борьбе с	2	1
401	представляет из себя	1	1
402	и это очень	1	1
403	нашей точки зрения	3	1
404	можно прямо сказать	2	1
405	во всех отношениях	1	1
406	в жизни и	1	1
407	в котором он	1	1
408	и во всех	3	1
409	во всех ее	2	1
410	было и не	1	1
411	человека никогда не	1	1
412	с которой он	1	1
413	я хотя и	1	1
414	но оно обязательно	1	1
415	в европейской литературе	1	1
416	в его борьбе	1	1
417	имеется и в	1	1
418	и идей которые	1	1
419	все же в	2	1
420	но для того	2	1
421	вовсе не было	2	1
422	вовсе не может	1	1
423	в себе самом	1	1
424	здесь в ряд	1	1
425	не для того	3	1
426	в данном месте	1	1
427	с собою на	1	1
428	смысле слова он	1	1
429	похожи друг на	2	1
430	не могут быть	1	1
431	имеет отношение к	1	1
432	об этом свидетельствует	1	1
433	ни к какой	1	1
434	в скрытой форме	1	1
435	значении этого слова	1	1
436	каждая из этих	1	1
437	повторяем в этом	1	1
438	и по существу	1	1
439	себя как бы	1	1
440	то же время	13	1
441	не исчерпали всех	1	1
442	в частности о	1	1
443	все эти особенности	2	1
444	своей жизни в	2	1
445	жизни то есть	2	1
446	в пространстве и	5	1
447	с нашей точки	3	1
448	в эпоху возрождения	3	1
449	в определенном направлении	1	1
450	то что было	2	1
451	здесь в самом	1	1
452	мы встречаем например	1	1
453	но он не	2	1
454	цели и в	1	1
455	с этим мы	1	1
456	и должно быть	2	1
457	отличают его от	1	1
458	этих вещей и	1	1
459	между собой в	1	1
460	имеет самодовлеющее значение	1	1
461	того чтобы не	1	1
462	вовсе не имеем	1	1
463	то есть такого	1	1
464	что они вовсе	1	1
465	в мировой литературе	2	1
466	на второй план	1	1
467	не имеем в	1	1
468	и человеческой жизни	1	1
469	с чем не	2	1
470	их самих и	1	1
471	конечно прежде всего	1	1
472	в данный момент	1	1
473	поэтому и не	1	1
474	и в них	1	1
475	сюда же примыкают	1	1
476	конечно не в	1	1
477	как единое целое	1	1
478	со всеми ее	1	1
479	и на ней	1	1
480	связанных между собой	1	1
481	как то что	1	1
482	в точном смысле	3	1
483	во времени и	1	1
484	в самой жизни	1	1
485	не является здесь	1	1
486	в дальнейшем оказывается	2	1
487	себе самом и	1	1
488	в единый и	1	1
489	только для того	1	1
490	здесь это не	1	1
491	при этом необходимо	1	1
492	в отношении других	1	1
493	в них свои	1	1
494	но мы можем	1	1
495	то же отношение	1	1
496	по существу и	1	1
497	xix и xx	1	1
498	в ней по	2	1
499	все в нем	1	1
500	все эти предметы	1	1
501	не в смысле	3	1
502	связи с тем	1	1
503	сводится к тому	1	1
504	и с которой	2	1
505	его борьбе с	1	1
506	под тем же	1	1
507	а не о	1	1
