N	2gram	Voloshinov	StatiiOP
139	той же	1	8
140	по мнению	1	8
141	отношение к	5	8
142	и о	2	8
143	это в	1	8
144	отличается от	1	7
145	того же	2	7
146	на почве	1	7
147	в эту	1	7
148	кажется что	2	7
149	как это	3	7
150	что для	1	7
151	и то	1	7
152	можно назвать	2	7
153	еще не	5	7
154	очень мало	1	7
155	что здесь	1	7
156	на этот	1	7
157	данном случае	1	7
158	уже в	1	7
159	говорит об	1	7
160	с самого	4	7
161	лишь в	1	7
162	же и	1	6
163	на его	1	6
164	в некоторых	1	6
165	и сам	1	6
166	в жизни	2	6
167	говорить о	2	6
168	крайней мере	3	6
169	к нему	1	6
170	только не	1	6
171	же как	2	6
172	этом смысле	3	6
173	и здесь	1	6
174	и все	4	6
175	времени не	1	6
176	том смысле	1	6
177	по крайней	3	6
178	что я	1	6
179	с его	7	6
180	мы не	2	6
181	и вообще	2	6
182	этих двух	1	6
183	его не	1	6
184	что на	2	6
185	которая была	1	5
186	при этом	6	5
187	в духе	1	5
188	уже не	1	5
189	и такие	1	5
190	одной стороны	1	5
191	во многих	1	5
192	конечно не	6	5
193	можно ли	1	5
194	самого начала	4	5
195	без всякого	1	5
196	на протяжении	2	5
197	что эти	1	5
198	с одной	1	5
199	хотя и	1	5
200	похоже на	1	5
201	нужно отметить	1	5
202	его в	4	5
203	что не	2	5
204	даже не	3	5
205	не был	1	5
206	если б	3	5
207	столь же	1	5
208	один из	2	5
209	не на	2	5
210	оно не	2	5
211	конечно и	1	5
212	свое время	1	5
213	нет и	2	5
214	не совсем	1	5
215	ее в	2	5
216	но если	1	5
217	точку зрения	1	5
218	в свое	2	5
219	это и	1	5
220	в сущности	1	5
221	а то	1	5
222	вообще не	2	5
223	представляет собою	1	5
224	и потому	3	5
225	и только	9	5
226	как он	1	5
227	на это	1	5
228	что было	1	4
229	все что	4	4
230	в центре	1	4
231	только что	1	4
232	никаких сомнений	1	4
233	в применении	1	4
234	не являются	1	4
235	что по	1	4
236	не существует	2	4
237	применении к	1	4
238	не всегда	1	4
239	нужно искать	1	4
240	мы видим	2	4
241	на язык	3	4
242	которой является	1	4
243	достаточно для	1	4
244	в связи	1	4
245	одна из	1	4
246	на этом	3	4
247	не могут	2	4
248	в свете	1	4
249	в смысле	1	4
250	но как	2	4
251	для его	1	4
252	в развитии	2	4
253	должны быть	1	4
254	общего с	1	4
255	этап в	1	4
256	с которым	1	4
257	которые были	1	4
258	его времени	1	4
259	за пределы	2	4
260	вообще нет	1	4
261	а потому	4	4
262	они не	2	4
263	и так	2	4
264	связанные с	2	4
265	ничего общего	1	4
266	в основе	3	4
267	как известно	1	4
268	быть не	1	4
269	не знает	2	4
270	с нею	2	4
271	это просто	1	4
272	которые в	1	4
273	что оно	2	4
274	и всегда	1	4
275	а на	2	4
276	случае не	1	4
277	есть в	2	4
278	меньше всего	2	4
279	и их	4	4
280	борьба с	1	4
281	еще в	1	4
282	что его	1	4
283	как мы	4	4
284	в период	1	4
285	в эпоху	1	4
286	для этого	2	4
287	любовь к	1	3
288	др но	1	3
289	или иной	1	3
290	их в	3	3
291	в одно	2	3
292	при всей	2	3
293	даже и	1	3
294	с нашим	1	3
295	точно и	1	3
296	в руках	1	3
297	с помощью	2	3
298	как я	1	3
299	во всей	2	3
300	все время	1	3
301	нет никаких	2	3
302	к этим	1	3
303	бы то	1	3
304	несколько слов	1	3
305	нельзя сказать	1	3
306	без всякой	1	3
307	что при	1	3
308	есть еще	1	3
309	является и	1	3
310	как его	1	3
311	я и	6	3
312	от этого	1	3
313	не дает	1	3
314	то ни	1	3
315	совсем не	2	3
316	многих случаях	1	3
317	не будет	2	3
318	совершенно так	1	3
319	это же	1	3
320	в один	4	3
321	каждого из	1	3
322	что до	1	3
323	и самый	1	3
324	от нее	1	3
325	почти не	2	3
326	тогда когда	1	3
327	это уже	1	3
328	из того	1	3
329	бы ни	1	3
330	со всеми	2	3
331	оказывается в	1	3
332	сомнению что	1	3
333	отношения к	3	3
334	себя и	2	3
335	вытекает из	1	3
336	то и	1	3
337	в свою	1	3
338	наконец в	1	3
339	так чтобы	1	3
340	на основе	2	3
341	у меня	1	3
342	и вся	2	3
343	быть это	3	3
344	а во	1	3
345	связанных с	2	3
346	заметить что	1	3
347	но именно	1	3
348	только при	1	3
349	в сознании	1	3
350	сомнений в	1	3
351	в нашей	1	3
352	то я	1	3
353	в полном	1	3
354	в русском	1	3
355	них и	1	3
356	иногда и	1	3
357	но эта	1	3
358	и как	3	3
359	не подлежит	1	3
360	при таком	1	3
361	а иногда	1	3
362	на них	2	3
363	пр в	1	3
364	она не	1	3
365	когда он	1	3
366	отказ от	1	3
367	отношений между	1	3
368	конечно в	1	3
369	от того	1	3
370	которой можно	1	3
371	и ее	4	3
372	этом и	1	3
373	действительно не	1	3
374	в голову	2	3
375	до меня	1	3
376	и других	2	3
377	ни разу	1	3
378	его современников	1	3
379	и наконец	4	3
380	для всех	4	2
381	мы и	1	2
382	между собою	2	2
383	в момент	1	2
384	которая в	1	2
385	же нужно	1	2
386	дело с	1	2
387	в разных	1	2
388	те же	3	2
389	и говорить	2	2
390	потому не	1	2
391	а во-вторых	1	2
392	даны в	1	2
393	жизнь в	1	2
394	роль в	1	2
395	он является	1	2
396	всем его	1	2
397	с историей	2	2
398	сам же	1	2
399	на этой	3	2
400	входит в	1	2
401	выходит из	1	2
402	очень широко	1	2
403	слов о	1	2
404	и еще	1	2
405	именно так	1	2
406	но к	1	2
407	имеем дело	1	2
408	что можно	2	2
409	мы знаем	3	2
410	протяжении всей	2	2
411	именно то	1	2
412	работы и	1	2
413	так было	1	2
414	и можно	1	2
415	и она	3	2
416	между собой	2	2
417	той или	1	2
418	опираясь на	1	2
419	того в	1	2
420	свободна от	1	2
421	ту же	2	2
422	всех трех	1	2
423	к новым	1	2
424	этих трех	2	2
425	является его	1	2
426	на чем	1	2
427	но зато	2	2
428	из сказанного	2	2
429	не место	1	2
430	истории и	1	2
431	социальные отношения	1	2
432	что есть	1	2
433	но нет	1	2
434	едва ли	3	2
435	никакого смысла	1	2
436	что только	1	2
437	всю жизнь	2	2
438	не сразу	1	2
439	о роли	1	2
440	его к	1	2
441	но далее	1	2
442	с ее	4	2
443	не случайно	1	2
444	еще одно	1	2
445	для самого	1	2
446	не нашел	1	2
447	и этот	2	2
448	не существовало	2	2
449	говорит и	1	2
450	художественного творчества	4	2
451	целом это	1	2
452	хотя в	1	2
453	для них	1	2
454	поэтому и	2	2
455	нам в	1	2
456	от своего	1	2
457	с ней	1	2
458	и они	1	2
459	как не	2	2
460	жизни в	1	2
461	своей жизни	2	2
462	тех же	3	2
463	не имеют	1	2
464	да еще	2	2
465	наших глазах	1	2
466	что судьба	1	2
467	зависимости от	1	2
468	и теперь	3	2
469	что если	1	2
470	и лишь	2	2
471	значение для	1	2
472	в которую	1	2
473	чем не	3	2
474	цели и	2	2
475	никаких оснований	3	2
476	имеем в	1	2
477	таким путем	2	2
478	мог бы	1	2
479	ни было	2	2
480	но вообще	1	2
481	он может	1	2
482	в свой	1	2
483	в м	1	2
484	тот же	1	2
485	из этой	1	2
486	жизни но	1	2
487	одних и	1	2
488	это делает	2	2
489	различие между	1	2
490	приходится сказать	1	2
491	который всегда	1	2
492	и вот	3	2
493	и этим	2	2
494	а это	1	2
495	с их	3	2
496	ведь это	1	2
497	и эта	1	2
498	с теми	1	2
499	иной раз	1	2
500	по своему	2	2
501	на все	1	2
502	и оно	3	2
503	и таким	2	2
504	и тех	1	2
505	каких бы	1	2
506	борьбу с	1	2
507	ни один	1	2
508	и ни	1	2
509	здесь только	1	2
510	и может	4	2
511	не оставляет	1	2
512	его смерти	1	2
513	мы снова	1	2
514	в пределах	2	2
515	но вместе	1	2
516	всей его	1	2
517	его отношение	1	2
518	бы по	1	2
519	в рамках	1	2
520	же самое	1	2
521	вступают в	1	2
522	к изучению	1	2
523	бы он	1	2
524	нуждается в	5	2
525	эти два	1	2
526	в известной	1	2
527	во всем	1	1
528	мы можем	9	1
529	они являются	1	1
530	хорошо и	1	1
531	и стали	1	1
532	т.е в	2	1
533	всей жизни	2	1
534	самым важным	1	1
535	без исключения	1	1
536	по всему	2	1
537	на работу	1	1
538	его за	1	1
539	и социальной	1	1
540	самое важное	1	1
541	может совершенно	1	1
542	мысли и	4	1
543	объяснения всех	1	1
544	разу не	1	1
545	или во	1	1
546	место их	1	1
547	форму и	1	1
548	в корне	1	1
549	материал должен	1	1
550	находит себе	1	1
551	похож на	1	1
552	в главном	1	1
553	в порядке	1	1
554	и социального	1	1
555	совершенно новой	1	1
556	них мы	1	1
557	склонен к	2	1
558	давая себе	1	1
559	в форму	1	1
560	культурного сознания	1	1
561	успехом в	1	1
562	где оно	1	1
563	то наоборот	1	1
564	и того	1	1
565	они вполне	1	1
566	или только	1	1
567	же более	1	1
568	к процессу	1	1
569	отношения которые	1	1
570	отсюда и	1	1
571	но даже	1	1
572	почти исключительно	1	1
573	ничто не	1	1
574	бы из	1	1
575	в каких	1	1
576	пусть в	1	1
577	он ищет	2	1
578	с самой	1	1
579	нам что	1	1
580	т.е на	1	1
581	только на	3	1
582	близкое к	1	1
583	и значение	3	1
584	и другом	1	1
585	этим не	1	1
586	его основное	1	1
587	на границе	2	1
588	уже и	1	1
589	даже с	1	1
590	и общества	1	1
591	любви к	1	1
592	к ним	2	1
593	обратим внимание	1	1
594	для всей	1	1
595	которые стали	1	1
596	и взял	1	1
597	в нашем	1	1
598	находится в	2	1
599	с этими	1	1
600	примыкают к	1	1
601	материал в	1	1
602	каждое из	1	1
603	иным как	1	1
604	для культурного	1	1
605	были в	1	1
606	нею и	1	1
607	себя в	1	1
608	было внушено	1	1
609	о ней	1	1
610	своего развития	1	1
611	широко пользуется	1	1
612	свою работу	1	1
613	все попытки	1	1
614	оно совершенно	1	1
615	о двух	1	1
616	конечно есть	1	1
617	как нам	1	1
618	на нашу	1	1
619	время и	1	1
620	чем на	1	1
621	к себе	3	1
622	в состоянии	1	1
623	личной жизни	1	1
624	начинается трагедия	1	1
625	на другую	1	1
626	теряет свою	1	1
627	с другими	3	1
628	ему удастся	1	1
629	об их	1	1
630	и притом	3	1
631	мы вправе	1	1
632	не умеющей	1	1
633	так во	1	1
634	пути своего	1	1
635	пути и	1	1
636	всех его	2	1
637	смерти это	1	1
638	по аналогии	2	1
639	о смерти	1	1
640	николаевской эпохи	1	1
641	бы сделать	1	1
642	здесь же	2	1
643	как видим	1	1
644	между ними	3	1
645	самое и	1	1
646	большинстве случаев	3	1
647	всеми его	1	1
648	всех их	1	1
649	века в	1	1
650	в себя	1	1
651	из одного	1	1
652	делает его	1	1
653	быть очень	1	1
654	полагает что	1	1
655	ее только	1	1
656	а потом	1	1
657	в немногих	1	1
658	всей их	2	1
659	не имеющие	2	1
660	и быть	1	1
661	как они	1	1
662	только путем	1	1
663	таково содержание	1	1
664	вклад в	1	1
665	близко к	1	1
666	и подробно	1	1
667	нужно как	1	1
668	особого рода	1	1
669	раз того	1	1
670	i не	1	1
671	на другой	1	1
672	и собственно	1	1
673	человека как	1	1
674	человека который	1	1
675	с принципом	1	1
676	в детском	1	1
677	и та	1	1
678	и определение	1	1
679	ни одно	1	1
680	но так	1	1
681	ведь на	1	1
682	это может	1	1
683	первого и	1	1
684	в известных	1	1
685	мы здесь	1	1
686	родился в	1	1
687	вопрос можно	1	1
688	и следа	1	1
689	важно только	1	1
690	и объясняется	1	1
691	я в	1	1
692	так называемого	1	1
693	ту сторону	5	1
694	на такой	1	1
695	как источник	1	1
696	жизнь как	1	1
697	однако в	1	1
698	году в	1	1
699	в систему	2	1
700	друг другу	1	1
701	это приводит	1	1
702	о его	1	1
703	что жизнь	1	1
704	и есть	3	1
705	определения и	1	1
706	бы оно	1	1
707	же мы	1	1
708	значение как	1	1
709	следует заметить	1	1
710	сказать о	1	1
711	в культуре	1	1
712	нам кажется	2	1
713	предположение о	1	1
714	трагедии для	1	1
715	образом и	1	1
716	языка который	1	1
717	не позволяет	1	1
718	его мнению	1	1
719	как с	2	1
720	первый этап	1	1
721	в основном	3	1
722	на ее	1	1
723	ним и	1	1
724	первый и	1	1
725	освободиться от	1	1
726	я убежден	1	1
727	по принципу	1	1
728	с ним	2	1
729	из одних	1	1
730	никакому сомнению	1	1
731	в другой	1	1
732	нашего времени	2	1
733	было связано	1	1
734	характер и	1	1
735	пор еще	1	1
736	в науке	2	1
737	и делает	1	1
738	власти и	1	1
739	связанная с	1	1
740	творчества и	1	1
741	этой точки	1	1
742	все то	2	1
743	имеет значение	1	1
744	месте и	1	1
745	был связан	1	1
746	даже более	1	1
747	и чувств	2	1
748	быть даже	1	1
749	и действительно	2	1
750	из русских	1	1
751	очень важный	1	1
752	похожим на	2	1
753	приводит к	1	1
754	только себя	1	1
755	сравнению с	3	1
756	на своем	1	1
757	который до	1	1
758	их во	1	1
759	словами и	1	1
760	сейчас же	1	1
761	это самое	1	1
762	смысле какой	1	1
763	но оно	3	1
764	нет ничего	1	1
765	не давая	1	1
766	его и	1	1
767	наконец и	1	1
768	и всему	1	1
769	заставляет быть	1	1
770	действия но	1	1
771	в историю	2	1
772	со всех	1	1
773	работы но	1	1
774	с нами	1	1
775	приступая к	1	1
776	это только	1	1
777	остроты и	1	1
778	этом пути	1	1
779	ли у	1	1
780	на два	2	1
781	а может	2	1
782	личность от	1	1
783	в образах	1	1
784	опирается в	1	1
785	не интересует	1	1
786	попало в	1	1
787	как какой-то	1	1
788	образы не	1	1
789	на которые	1	1
790	он сохраняет	1	1
791	что никакого	1	1
792	на две	3	1
793	наука и	1	1
794	если мы	2	1
795	характерен для	1	1
796	цензура но	2	1
797	и исключительно	2	1
798	оставляет никаких	1	1
799	всего к	1	1
800	деле в	1	1
801	и проч	9	1
802	имеет и	1	1
803	этих принципов	1	1
804	это значение	1	1
805	именно этот	1	1
806	ему это	1	1
807	главном в	1	1
808	что конечно	1	1
809	формы и	1	1
810	ко дню	1	1
811	человека но	1	1
812	высшей степени	1	1
813	которому в	1	1
814	доступ в	2	1
815	еще так	1	1
816	в более	1	1
817	на языке	1	1
818	ли все	1	1
819	отцу и	1	1
820	жизнь человека	1	1
821	не утверждал	1	1
822	не будем	1	1
823	для всего	1	1
824	о нем	1	1
825	мы сталкиваемся	1	1
826	этапа развития	1	1
827	здесь в	1	1
828	по ту	4	1
829	вражда к	1	1
830	однако не	1	1
831	всего и	1	1
832	большого материала	1	1
833	от всех	1	1
834	в свои	1	1
835	с ними	4	1
836	входить в	1	1
837	и начинается	1	1
838	это какой-то	1	1
839	б он	1	1
840	приходим к	1	1
841	поведения и	1	1
842	лежит на	1	1
843	эти две	1	1
844	сталкиваемся с	1	1
845	переносит центр	1	1
846	перейти к	1	1
847	к нашей	1	1
848	на одном	1	1
849	и со	1	1
850	и могут	1	1
851	и образно	1	1
852	этой борьбе	1	1
853	только и	2	1
854	право на	1	1
855	в точности	1	1
856	и художественного	3	1
857	отношении и	1	1
858	так рождается	1	1
859	культурного творчества	1	1
860	его жизненной	1	1
861	ко всему	1	1
862	и снова	1	1
863	к их	1	1
864	наука о	1	1
865	значение так	1	1
866	ведь именно	1	1
867	а просто	1	1
868	на один	1	1
869	мы на	1	1
870	и органическим	1	1
871	воспоминаний о	1	1
872	с новыми	1	1
873	и почти	1	1
874	что мог	1	1
875	очень близко	1	1
876	тому как	1	1
877	нечего и	2	1
878	характерно для	2	1
879	к тем	1	1
880	есть и	2	1
881	настолько велико	1	1
882	т.е это	1	1
883	облечено в	1	1
884	не следует	1	1
885	только то	2	1
886	и жизни	1	1
887	чего же	1	1
888	на всю	1	1
889	по сравнению	3	1
890	в большинстве	3	1
891	и т.д	1	1
892	наконец что	1	1
893	и самого	1	1
894	в высшей	1	1
895	память о	1	1
896	же в	1	1
897	говорить об	1	1
898	для широких	1	1
899	известной степени	1	1
900	их на	1	1
901	всем мире	1	1
902	человек не	1	1
903	которые конечно	1	1
904	основной тон	1	1
905	видим и	1	1
906	не можем	2	1
907	за счет	2	1
908	можно указать	1	1
909	и деятельности	1	1
