N	2gram	Tiupa_Vved	TeoriaLi
398	сам же	1	2
399	при всей	3	2
400	это и	1	2
401	еще и	2	2
402	в прозе	1	2
403	мастера и	2	2
404	при условии	1	2
405	вытекает из	1	2
406	и состоит	1	2
407	восходит к	2	2
408	в кадры	3	2
409	к нему	2	2
410	в значительной	2	2
411	имеет в	1	2
412	и иных	1	2
413	на основе	2	2
414	писал бахтин	3	2
415	сложности и	1	2
416	зародившийся в	1	2
417	собственного текста	1	2
418	времени в	3	2
419	не всегда	2	2
420	причастной вненаходимости	2	2
421	сознания в	4	2
422	новейшего времени	3	2
423	нашем случае	3	2
424	для меня	1	2
425	воздействия на	1	2
426	не могло	2	2
427	только на	2	2
428	может служить	4	2
429	речь идет	3	2
430	о своем	1	2
431	узком значении	1	2
432	и это	2	2
433	тарасе бульбе	1	2
434	превращается в	1	2
435	времени и	7	2
436	значительной степени	2	2
437	преодолеваемая даль	1	2
438	и наоборот	1	2
439	в глаза	1	2
440	креативного и	1	2
441	в совмещении	1	2
442	повествования а	1	2
443	адресата в	1	2
444	самом начале	1	2
445	соответствии с	8	2
446	если мы	1	2
447	тем же	1	2
448	ключ к	2	2
449	могут выступать	1	2
450	имеем дело	5	2
451	рамках одного	1	2
452	всякий раз	2	2
453	что она	2	2
454	реализуется в	1	2
455	который в	5	2
456	до известной	1	2
457	здесь не	2	2
458	могут встречаться	1	2
459	в противном	2	2
460	в структуре	1	2
461	на котором	1	2
462	в мировой	1	2
463	он и	2	2
464	лишь один	1	2
465	не просто	2	2
466	чем это	1	2
467	это своего	3	2
468	жизни но	1	2
469	истории литературы	1	2
470	то в	1	2
471	что они	2	2
472	при котором	1	2
473	но на	2	2
474	к герою	1	2
475	войне и	2	2
476	основе своей	2	2
477	большей части	4	2
478	на вопрос	1	2
479	и рецептивного	2	2
480	стороны адресата	1	2
481	моя жизнь	1	2
482	не принадлежит	2	2
483	одной из	1	2
484	искусстве слова	1	2
485	несмотря на	2	2
486	к нашему	1	2
487	внутренней и	1	2
488	в формах	1	2
489	своего текста	2	2
490	что такое	23	2
491	и маргариты	2	2
492	все это	3	2
493	сути своей	1	2
494	что и	6	2
495	у нас	4	2
496	нового эпизода	1	2
497	не ограничивается	1	2
498	в европейской	2	2
499	с их	2	2
500	к жизни	2	2
501	таком случае	1	2
502	уже говорилось	1	2
503	у него	8	2
504	в повести	1	2
505	даже самая	1	2
506	коммуникативное событие	10	2
507	высказывания не	1	2
508	это коммуникативное	1	2
509	к чему	1	2
510	дело в	1	2
511	на себя	5	2
512	литературной практике	1	2
513	не могли	1	2
514	высказывания как	3	2
515	в конце	3	2
516	даль и	1	2
517	тому что	2	2
518	случае не	1	2
519	в какой	4	2
520	участок текста	2	2
521	лирическое стихотворение	1	2
522	восприниматься как	1	2
523	текста выступает	2	2
524	вследствие этой	2	2
525	эстетического субъекта	1	2
526	противном случае	2	2
527	на фоне	3	2
528	не от	1	2
529	зрения и	1	2
530	и сближение	1	2
531	в чем	2	2
532	об этом	5	2
533	должен быть	3	2
534	это тоже	1	2
535	жизни то	2	2
536	такова например	1	2
537	тем более	3	2
538	а для	2	2
539	к одному	2	2
540	могли бы	3	2
541	по большей	4	2
542	о себе	1	2
543	но как	1	2
544	данном контексте	1	2
545	второй и	1	2
546	является искусством	1	2
547	могут служить	3	2
548	определенным образом	1	2
549	как уже	1	2
550	имеются и	1	2
551	с легкой	2	2
552	этом мире	1	2
553	в тарасе	1	2
554	коммуникативным событием	1	2
555	дело не	2	2
556	в рассказе	15	2
557	в случае	4	2
558	поступки только	1	2
559	быть и	2	2
560	по бахтину	2	2
561	в первом	3	2
562	но она	2	2
563	а.н веселовского	1	2
564	свою жизнь	1	2
565	одно и	1	2
566	в войне	2	2
567	автора и	1	2
568	существа в	1	2
569	перед лицом	4	2
570	от своего	2	2
571	во мне	1	2
572	следует признать	6	2
573	с человеком	2	2
574	всей его	2	2
575	собственно говоря	1	2
576	тем или	1	2
577	не сводятся	1	2
578	полагал что	1	2
579	идет о	3	2
580	могла бы	3	2
581	так же	2	2
582	числе и	1	2
583	на уровне	1	2
584	человеческих отношений	2	2
585	что может	1	2
586	облекается в	1	2
587	известном смысле	1	2
588	и мире	2	2
589	и особенно	1	2
590	для обозначения	2	2
591	тот кто	2	2
592	это делает	1	2
593	к чужому	1	2
594	вненаходимости бахтин	2	2
595	внутритекстовых высказываний	1	2
596	в словаре	1	2
597	и прежде	1	2
598	как будто	6	2
599	события в	1	2
600	этой системе	1	2
601	может и	1	2
602	однако все	1	2
603	случае это	4	2
604	чем и	2	2
605	в пространстве	1	2
606	могло быть	1	2
607	или напротив	3	2
608	в особенности	3	1
609	синтаксические конструкции	1	1
610	читателя находится	1	1
611	это на	1	1
612	ю.н тыняновым	1	1
613	и объекта	1	1
614	наконец наиболее	1	1
615	однако и	3	1
616	как формулирует	1	1
617	видения со	1	1
618	наиболее архаичной	1	1
619	письма является	1	1
620	один голос	1	1
621	жизненного поведения	2	1
622	в последующих	1	1
623	все что	3	1
624	система ценностей	1	1
625	своей эмоциональной	1	1
626	модус существования	1	1
627	ночь и	1	1
628	каждой из	1	1
629	случае в	1	1
630	тургенева в	1	1
631	в ценностных	1	1
632	за ним	1	1
633	субъекта самоопределения	1	1
634	личной тайны	3	1
635	всегда имеется	1	1
636	собой некий	2	1
637	от ситуации	1	1
638	здесь именно	1	1
639	язык а	1	1
640	полноту и	2	1
641	место слияние	1	1
642	в событии	6	1
643	значимостью обладают	1	1
644	функцию текста	1	1
645	он интерсубъективен	1	1
646	как содержание	1	1
647	в случаях	2	1
648	сообщения о	1	1
649	его с	2	1
650	деталями кадр	1	1
651	все люди	1	1
652	живет в	1	1
653	однако оно	1	1
654	на первом	1	1
655	эволюции человечества	1	1
656	случае мы	1	1
657	и конца	1	1
658	речевыми характеристиками	1	1
659	рассказе чехова	2	1
660	дело с	4	1
661	в которую	1	1
662	xix столетия	3	1
663	можно назвать	2	1
664	соответствовало бы	1	1
665	представляют собой	3	1
666	что это	2	1
667	радикально меняется	1	1
668	содержит в	1	1
669	с ним	3	1
670	это уже	2	1
671	жизни которая	1	1
672	в сущности	3	1
673	это точка	1	1
674	оно становится	1	1
675	никак не	2	1
676	текст сочинителя	2	1
677	в другой	1	1
678	жизненной позиции	1	1
679	говорит о	1	1
680	ибо без	1	1
681	те же	2	1
682	не как	2	1
683	менее не	1	1
684	проникновения в	2	1
685	предполагает не	1	1
686	для восприятия	1	1
687	первых двух	3	1
688	самая тривиальная	1	1
689	смысл не	1	1
690	с собачкой	13	1
691	из того	1	1
692	одному из	1	1
693	эстетической завершенности	1	1
694	судьбы они	1	1
695	представлений о	1	1
696	впрочем и	1	1
697	рассказа на	1	1
698	словно в	1	1
699	в результате	5	1
700	с появлением	2	1
701	едины судьба	1	1
702	не несет	4	1
703	развернуть в	1	1
704	не бывает	1	1
705	с собой	1	1
706	и вполне	1	1
707	и само	2	1
708	не оставляющей	1	1
709	смысла в	1	1
710	конструктивную основу	3	1
711	стороны бытия	1	1
712	в центре	4	1
713	со всеми	1	1
714	писал в.ф	1	1
715	этого значения	1	1
716	должен был	2	1
717	осмысленном и	1	1
718	их не	1	1
719	же я	1	1
720	чтобы в	1	1
721	рефлексии и	1	1
722	начинается с	2	1
723	в повествовательном	1	1
724	текста и	4	1
725	слову бахтина	1	1
726	состав такого	1	1
727	ориентировано на	1	1
728	все то	1	1
729	идиллический хронотоп	1	1
730	до этого	2	1
731	в маркированном	3	1
732	говорящего и	1	1
733	а во-вторых	1	1
734	также может	1	1
735	детализации и	1	1
736	речи хотя	1	1
737	с ней	1	1
738	жизнь в	1	1
739	раскрывают содержание	1	1
740	которая действительно	1	1
741	таково в	1	1
742	русского языка	1	1
743	мысль о	2	1
744	как об	1	1
745	значение в	1	1
746	если говорить	1	1
747	слова с	1	1
748	своем восприятии	1	1
749	человеческому существованию	1	1
750	тексте а	1	1
751	тем что	2	1
752	практически не	3	1
753	и оцененном	1	1
754	поведения то	1	1
755	в составе	3	1
756	выражает внеличную	1	1
757	говорят о	2	1
758	жизненная позиция	1	1
759	в дискурс	1	1
760	см в	1	1
761	или движется	1	1
762	читателем в	1	1
763	когда у	1	1
764	принадлежат к	4	1
765	том или	1	1
766	внутренняя свобода	1	1
767	задаваемый читателю	1	1
768	мира это	2	1
769	чужому слову	1	1
770	и другим	1	1
771	и должен	1	1
772	с тем	1	1
773	стороны в	1	1
774	отграниченная система	1	1
775	определенного смысла	1	1
776	зрения или	1	1
777	его сознании	2	1
778	индивида и	1	1
779	быть однозначно	1	1
780	однако между	1	1
781	в молчание	2	1
782	и.а бунина	1	1
783	или попросту	1	1
784	не становясь	1	1
785	тому назад	1	1
786	все же	10	1
787	собачкой и	1	1
788	по душе	1	1
789	в теорию	1	1
790	к бытию	1	1
791	существует не	1	1
792	или ином	1	1
793	не имеет	3	1
794	как более	1	1
795	бы не	3	1
796	да и	3	1
797	только раскрывают	1	1
798	состоит во	2	1
799	зрению читателя	1	1
800	обращения к	1	1
801	пределах кадрового	1	1
802	о котором	5	1
803	судьба выражает	1	1
804	зависимости от	1	1
805	характерна для	1	1
806	пантеистическую тайну	1	1
807	быть определена	1	1
808	себя не	1	1
809	которые подлежат	1	1
810	не оказывается	1	1
811	наиболее очевидным	1	1
812	на их	1	1
813	друг от	2	1
814	которая не	2	1
815	сколь угодно	1	1
816	которой не	2	1
817	первой главе	1	1
818	собственно и	2	1
819	служат лишь	1	1
820	общий знаменатель	1	1
821	на первый	3	1
822	по крайней	1	1
823	вникания в	2	1
824	он мог	1	1
825	деталей в	1	1
826	жизни является	1	1
827	жизненную позицию	1	1
828	своему герою	1	1
829	в.ф асмус	1	1
830	жизненного выбора	1	1
831	более обширной	1	1
832	дифференцированном и	1	1
833	первый взгляд	3	1
834	все они	2	1
835	только одно	1	1
836	организатор коммуникативного	1	1
837	условии что	1	1
838	действующих лиц	2	1
839	и я	1	1
840	нам не	1	1
841	знака при	1	1
842	совершенно не	2	1
843	центрального героя	1	1
844	глубокий и	1	1
845	исходя из	4	1
846	слияние пространственных	1	1
847	не существует	3	1
848	шире и	1	1
849	истории не	1	1
850	развернута в	2	1
851	в котором	11	1
852	смысла если	1	1
853	осуществляется в	1	1
854	через посредство	2	1
855	она же	1	1
856	и укрепление	1	1
857	зависит от	3	1
858	общеязыковом отношении	1	1
859	рецептивного сознаний	1	1
860	в действительности	1	1
861	составом участников	1	1
862	когда на	1	1
863	уже до	1	1
864	жизненным опытом	1	1
865	время оно	1	1
866	является также	1	1
867	восприятия в	2	1
868	художественных текстов	1	1
869	это мир	2	1
870	по своим	3	1
871	биографической личности	1	1
872	последовательно вводятся	1	1
873	собственного я	1	1
874	от горя	1	1
875	жизненного опыта	1	1
876	своей собственной	1	1
877	тех же	2	1
878	устанавливает задаваемый	1	1
879	совершенно особое	1	1
880	на адресата	1	1
881	и конец	2	1
882	непрямого говорения	1	1
883	поименованное в	2	1
884	ю.м лотман	2	1
885	сохранении его	1	1
886	на какой	1	1
887	это событие	1	1
888	каждый малый	1	1
889	некоторого рода	1	1
890	то и	2	1
891	помимо его	1	1
892	и предполагает	2	1
893	нормы в	1	1
894	всех его	2	1
895	жизненный опыт	2	1
896	переносом в	1	1
897	участников коммуникативного	1	1
898	хранения и	1	1
899	связана с	1	1
900	наконец в	1	1
901	друга местом	1	1
902	другая жизнь	1	1
903	к сотворчеству	1	1
904	из жизни	3	1
905	в отдельности	1	1
906	понимаем что	1	1
907	этом пути	1	1
908	фокализации и	1	1
909	внутри себя	1	1
910	мысли м.м	1	1
911	теоретическую категорию	1	1
912	движется один	1	1
913	кадры повествования	1	1
914	не утрачивает	1	1
915	имея в	1	1
916	существенное значение	1	1
917	неклассической художественности	1	1
918	лишь поименованное	1	1
919	слова и	3	1
920	с которой	1	1
921	прямой речи	1	1
922	с помощью	1	1
923	и теперь	1	1
924	жизни и	8	1
925	к ментальным	1	1
926	выступает одновременно	1	1
927	жизненной ситуации	1	1
928	чего не	1	1
929	области литературы	1	1
930	и вся	3	1
931	значение для	1	1
932	коммуникативной ситуации	3	1
933	менее насыщенный	1	1
934	строго отграниченная	1	1
935	встречи с	4	1
936	мира этим	1	1
937	не об	1	1
938	и ему	1	1
939	художественного шедевра	1	1
940	специфически человеческий	1	1
941	втором случае	1	1
942	в различных	1	1
943	обращаясь к	1	1
944	переходит к	1	1
945	и наиболее	1	1
946	е годы	1	1
947	на основании	1	1
948	художественной литературы	1	1
949	как субъекта	1	1
950	первые два	2	1
951	область значений	1	1
952	с автором	1	1
953	и соответствующих	1	1
954	чем с	1	1
955	речевой ткани	1	1
956	в мир	1	1
957	целый ряд	2	1
958	иначе в	1	1
959	от позиции	1	1
960	и до	1	1
961	местом временем	1	1
962	для которого	4	1
963	принадлежит не	1	1
964	из вероятных	1	1
965	именно такого	1	1
966	не что	1	1
967	завершенная и	1	1
968	в совершенно	1	1
969	именно таков	1	1
970	в истории	1	1
971	например для	1	1
972	собственно повествовательной	1	1
973	не так	1	1
974	от своей	1	1
975	в сохранении	1	1
976	от языковой	1	1
977	еще один	3	1
978	каждый из	1	1
979	непосредственно к	1	1
980	действия и	1	1
981	было и	2	1
982	ощущаться завершенная	1	1
983	ни от	2	1
984	жизни что	1	1
985	другого в	1	1
986	автора с	1	1
987	текста то	1	1
988	и тоже	1	1
989	второй половины	1	1
990	смысл на	1	1
991	автора в	5	1
992	вины за	1	1
993	принадлежащих к	1	1
994	времени его	2	1
995	мир персонажей	1	1
996	к ним	4	1
997	не становится	1	1
998	благоговейного приятия	1	1
999	в комнате	1	1
1000	без его	2	1
1001	к однозначности	1	1
1002	от героя	1	1
1003	и конкретном	1	1
1004	с самим	2	1
1005	настоящее время	1	1
1006	ее не	2	1
1007	в сфере	7	1
1008	она может	2	1
1009	во-вторых оно	1	1
1010	восприятия как	1	1
1011	той же	3	1
1012	и оценки	1	1
1013	кино и	1	1
1014	субъекта объекта	1	1
1015	именно так	1	1
1016	становится для	1	1
1017	но именно	3	1
1018	до конца	5	1
1019	с нею	1	1
1020	у себя	1	1
1021	нести в	2	1
1022	способ присутствия	1	1
1023	воспринимающему сознанию	1	1
1024	как я	1	1
1025	в одной	2	1
1026	в каждый	1	1
1027	раз и	2	1
1028	что все	1	1
1029	еще одна	1	1
1030	художественном смысле	1	1
1031	объект и	1	1
1032	лев толстой	2	1
1033	то она	1	1
1034	кадры читательского	1	1
1035	автором в	1	1
1036	том же	1	1
1037	все без	1	1
1038	к миру	1	1
1039	в сознании	5	1
1040	ивана карамазова	1	1
1041	момент в	1	1
1042	а со	1	1
1043	одна из	5	1
1044	толстого или	1	1
1045	всего к	1	1
1046	речь о	1	1
1047	между писателем	1	1
1048	может отсутствовать	1	1
1049	но если	1	1
1050	обращенной к	1	1
1051	также является	1	1
1052	в финальной	2	1
1053	из участников	2	1
1054	по поводу	5	1
1055	процесса жизни	1	1
1056	не два	2	1
1057	стороны не	1	1
1058	о художественном	1	1
1059	в отдельных	1	1
1060	рецептивную компетенцию	1	1
1061	свободного выбора	1	1
1062	такого кадра	1	1
1063	м.м пришвина	1	1
1064	по этой	2	1
1065	нет никаких	1	1
1066	к этим	1	1
1067	ментальному слуху	1	1
1068	по выражению	3	1
1069	взгляде на	1	1
1070	друг друга	1	1
1071	и персонажи	1	1
1072	такой картины	1	1
1073	отрезок времени	2	1
1074	опыт присутствия	1	1
1075	в позицию	1	1
1076	освобождения от	1	1
1077	они могут	1	1
1078	предстает как	1	1
1079	в настоящее	1	1
1080	не будучи	1	1
1081	крайней мере	1	1
1082	и становится	1	1
1083	ищет и	1	1
1084	мальчик лет	1	1
1085	из них	1	1
1086	действия или	1	1
1087	рода механизмом	1	1
1088	едва ли	4	1
1089	тот же	1	1
1090	к адресату	1	1
1091	личной тайной	1	1
1092	начало и	2	1
1093	данного коммуникативного	1	1
1094	это придает	1	1
1095	во всеобщей	1	1
1096	от ее	1	1
1097	его можно	1	1
1098	не входят	1	1
1099	персонажей в	4	1
1100	или пожелает	1	1
1101	провел с	2	1
1102	этого термина	1	1
1103	бывает в	2	1
1104	в перспективе	2	1
1105	с первоначальным	1	1
1106	ситуации и	4	1
1107	рассказчиком с	1	1
1108	ближе к	3	1
1109	представить себе	2	1
1110	может ощущаться	1	1
1111	в осмысленном	1	1
1112	что автор	1	1
1113	говорилось выше	2	1
1114	глядя на	1	1
1115	именно к	2	1
1116	обращена к	1	1
1117	этом случае	1	1
1118	к позиции	2	1
1119	одном и	1	1
1120	и временных	1	1
1121	который от	1	1
1122	к различным	3	1
1123	стабильно дифференцированном	1	1
1124	той мере	2	1
1125	ответственность за	1	1
1126	мы видим	1	1
1127	в более	1	1
1128	видения в	1	1
1129	общения в	1	1
1130	при сохранении	1	1
1131	не поддается	1	1
1132	со мной	1	1
1133	тоже не	2	1
1134	этом становится	1	1
1135	она и	1	1
1136	различного рода	3	1
1137	от его	1	1
1138	что иное	1	1
1139	они не	3	1
1140	произведения как	1	1
1141	различие между	1	1
1142	автору и	1	1
1143	читательское восприятие	1	1
1144	ракурс видения	1	1
1145	маркированном положении	4	1
1146	он выступает	1	1
1147	свидетельствует о	5	1
1148	первом случае	1	1
1149	текста что	1	1
1150	мира которая	1	1
1151	весь текст	2	1
1152	действительно является	1	1
1153	возникает в	2	1
1154	гуманитарных науках	1	1
1155	у всякого	1	1
1156	из текста	2	1
1157	значимо и	1	1
1158	от первого	1	1
1159	они едины	1	1
1160	для индивидуального	1	1
1161	входит лишь	1	1
1162	принято говорить	1	1
1163	а тот	1	1
1164	на роль	1	1
1165	членится на	1	1
1166	начала и	2	1
1167	состоящий в	1	1
1168	не для	1	1
1169	главе в	1	1
1170	неизбежно принадлежит	1	1
1171	вести речь	1	1
1172	второй план	1	1
1173	мире в	1	1
1174	подчеркнуть что	5	1
1175	обстоит иначе	1	1
1176	однако на	1	1
1177	ведущая роль	1	1
1178	счете к	1	1
1179	чем у	1	1
1180	своему происхождению	1	1
1181	как у	3	1
1182	для нас	4	1
1183	и сама	1	1
1184	и через	2	1
1185	действительности они	1	1
1186	тайны и	1	1
1187	не субъективно	2	1
1188	в герое	1	1
1189	своей судьбы	1	1
1190	смысл этой	1	1
1191	в осознании	1	1
1192	текст не	1	1
1193	означало бы	2	1
1194	доверия к	1	1
1195	фокализации фокусировки	1	1
1196	зрения читателя	1	1
1197	знания убеждения	2	1
1198	стремится к	1	1
1199	например так	1	1
1200	рефлексии требует	1	1
1201	этом в	1	1
1202	шире кругозора	1	1
1203	и составом	1	1
1204	состояние как	1	1
1205	однако она	1	1
1206	в третьем	2	1
1207	личной ответственности	1	1
1208	фразы устанавливает	1	1
1209	тому же	6	1
1210	раз в	1	1
1211	литературная классика	1	1
1212	хронотоп не	1	1
1213	сознания к	1	1
1214	к построению	1	1
1215	сказать не	1	1
1216	не была	1	1
1217	фокусировки внимания	1	1
1218	субъекта однако	1	1
1219	но с	1	1
1220	сторону индивида	1	1
1221	не было	5	1
1222	убеждения мнения	2	1
1223	это всегда	2	1
1224	бы разрушить	1	1
1225	бы для	1	1
1226	от друга	2	1
1227	очередь членится	1	1
1228	а о	1	1
1229	толстой например	1	1
1230	и более	5	1
1231	утрачивает свою	1	1
1232	персонажа в	3	1
1233	содержание судьбы	1	1
1234	быть развернута	1	1
1235	не говорит	1	1
1236	исторической поэтики	1	1
1237	позицию которую	1	1
