N	2gram	Nazirov_Tv	DiskursI
183	может служить	2	5
184	общения с	2	5
185	в виду	3	5
186	мысль о	3	5
187	к своим	1	5
188	в первую	1	5
189	было в	2	5
190	в другом	1	5
191	говорить о	1	5
192	не вполне	1	5
193	свою очередь	2	5
194	перед ним	1	5
195	к ним	1	5
196	сказать что	3	5
197	на протяжении	3	5
198	к себе	1	5
199	проявляется в	1	5
200	как раз	2	5
201	я и	3	5
202	так сказать	4	5
203	же касается	1	5
204	на этом	1	5
205	но при	1	5
206	следует признать	1	5
207	подход к	1	5
208	с ее	3	5
209	тем что	2	5
210	одного и	1	5
211	во второй	3	5
212	первую очередь	1	5
213	один из	5	5
214	представляют собой	2	5
215	себе не	3	5
216	оно не	1	5
217	в свою	8	5
218	переход от	2	5
219	принадлежит к	1	5
220	при котором	1	5
221	ничего не	3	5
222	того что	3	5
223	в литературе	4	5
224	о нем	2	5
225	по словам	2	5
226	в ней	2	5
227	в их	5	5
228	и потому	4	5
229	из этих	1	5
230	по бахтину	1	5
231	но она	2	5
232	стороны и	1	5
233	же самое	1	5
234	в античной	2	5
235	как будто	5	5
236	не к	2	5
237	в самом	6	4
238	и к	1	4
239	действующее лицо	1	4
240	по выражению	2	4
241	говорит о	3	4
242	в году	22	4
243	в результате	1	4
244	по мере	2	4
245	а напротив	1	4
246	в первом	3	4
247	или на	1	4
248	и до	2	4
249	в жизни	3	4
250	отличается от	1	4
251	античной трагедии	2	4
252	во всяком	2	4
253	восходит к	2	4
254	из жизни	3	4
255	чего не	1	4
256	только на	2	4
257	а сам	1	4
258	точка зрения	2	4
259	бытия а	1	4
260	что они	3	4
261	по преимуществу	4	4
262	тем не	2	4
263	к жизни	4	4
264	связи с	2	4
265	не о	1	4
266	одним из	6	4
267	что не	5	4
268	который по	1	4
269	жизненной позиции	1	4
270	я не	5	4
271	не есть	2	4
272	одном из	2	4
273	по себе	2	4
274	и это	2	4
275	в наше	4	4
276	и тем	2	4
277	как это	2	4
278	хотя в	1	4
279	это в	3	4
280	и есть	2	4
281	или иного	1	4
282	наше время	4	4
283	жизни а	1	4
284	с ним	4	4
285	не могут	2	4
286	с ней	1	4
287	сути дела	5	4
288	традиции в	2	4
289	в современном	5	4
290	для меня	1	4
291	претендовать на	1	4
292	до конца	2	4
293	предстает как	1	4
294	зависит от	4	4
295	трагедии в	2	4
296	мы имеем	1	4
297	в основании	1	4
298	и др	2	4
299	со своим	2	4
300	слова не	2	4
301	или в	2	4
302	с той	1	4
303	в какой	1	4
304	однако это	2	4
305	по своему	1	4
306	но уже	2	4
307	на его	4	4
308	а на	1	4
309	того или	1	4
310	а к	1	4
311	в полной	1	4
312	одну из	1	4
313	а по	3	4
314	частности в	1	4
315	и прежде	1	4
316	может и	1	4
317	более того	2	4
318	более не	4	3
319	в момент	5	3
320	которая в	1	3
321	характер и	1	3
322	у пушкина	5	3
323	пьесы в	1	3
324	на смену	2	3
325	но все	1	3
326	и сам	5	3
327	к другим	1	3
328	там же	11	3
329	их в	1	3
330	в одно	2	3
331	чем не	1	3
332	на первый	1	3
333	первый взгляд	1	3
334	с этим	2	3
335	в действительности	1	3
336	в цикле	1	3
337	входит в	1	3
338	как на	1	3
339	это прежде	3	3
340	тут же	1	3
341	и он	4	3
342	в жертву	1	3
343	вплоть до	2	3
344	к которому	3	3
345	по справедливому	1	3
346	опираясь на	3	3
347	стремится к	3	3
348	бориса годунова	1	3
349	и притом	2	3
350	в которой	5	3
351	к чему	1	3
352	и приводит	2	3
353	в литературные	1	3
354	на себя	2	3
355	в области	1	3
356	между собой	2	3
357	как у	3	3
358	ивана петровича	1	3
359	действия в	1	3
360	самому себе	1	3
361	своего времени	1	3
362	и что	2	3
363	для человека	3	3
364	не просто	1	3
365	то ни	1	3
366	было бы	2	3
367	его как	2	3
368	о его	1	3
369	и от	8	3
370	ней в	1	3
371	в жанре	1	3
372	и по	5	3
373	не случайно	6	3
374	мире и	1	3
375	из возможных	1	3
376	фабулы и	2	3
377	и вследствие	2	3
378	живет в	3	3
379	истории в	1	3
380	текста и	1	3
381	заключается в	1	3
382	себя с	1	3
383	в романе	24	3
384	присутствует в	1	3
385	вместе с	4	3
386	перед лицом	1	3
387	не имеет	2	3
388	да и	1	3
389	о котором	2	3
390	уже говорилось	1	3
391	это и	4	3
392	и более	2	3
393	на том	2	3
394	автора и	1	3
395	образ человека	2	3
396	слова и	1	3
397	в обоих	1	3
398	заметить что	1	3
399	как мы	1	3
400	их с	1	3
401	может оказаться	1	3
402	к миру	2	3
403	легенды и	1	3
404	всяком случае	2	3
405	справедливому замечанию	1	3
406	жизни не	2	3
407	жизни но	2	3
408	произведения как	1	3
409	и было	1	3
410	том числе	1	3
411	уже в	5	3
412	мы не	3	3
413	в полном	1	3
414	место в	6	3
415	однако не	1	3
416	а о	1	3
417	виду что	1	3
418	в литературу	2	3
419	в сферу	2	3
420	и без	2	3
421	литературной традиции	5	3
422	все эти	3	3
423	или даже	2	3
424	анекдот в	1	3
425	ли не	3	3
426	не столь	1	3
427	об этом	4	3
428	особенно в	3	3
429	личности в	3	3
430	он говорит	3	3
431	она не	2	3
432	хотя бы	5	3
433	дело не	3	3
434	собой как	1	3
435	когда он	4	3
436	в начале	2	3
437	при всем	1	3
438	в большинстве	1	3
439	с человеком	1	3
440	числе и	1	3
441	к ней	3	3
442	указывает на	2	3
443	жизни и	3	3
444	уже о	1	3
445	событий и	2	3
446	для этого	1	3
447	и наконец	3	3
448	что на	3	3
449	для всех	1	2
450	в душе	4	2
451	в настоящем	2	2
452	он всегда	2	2
453	с этой	4	2
454	еще более	3	2
455	мысли и	5	2
456	которое может	1	2
457	нас в	1	2
458	не являются	1	2
459	требует от	1	2
460	из ее	1	2
461	как было	2	2
462	мыслится как	1	2
463	героев а	1	2
464	или во	1	2
465	и с	9	2
466	жизнь в	2	2
467	но вполне	2	2
468	происходит не	1	2
469	их взаимоотношения	1	2
470	в построении	1	2
471	и требует	1	2
472	представление о	9	2
473	в собственном	1	2
474	только через	2	2
475	приходит в	1	2
476	мысли о	1	2
477	собой не	1	2
478	речь идет	1	2
479	так например	3	2
480	в записках	7	2
481	в честь	2	2
482	и анекдот	1	2
483	до уровня	2	2
484	некоторые из	2	2
485	в центр	1	2
486	не могли	2	2
487	представления о	1	2
488	о которых	1	2
489	характер в	2	2
490	сознания в	1	2
491	с помощью	1	2
492	мы все	1	2
493	к которой	1	2
494	а между	1	2
495	к противоположному	1	2
496	о литературе	1	2
497	самого начала	3	2
498	то чтобы	1	2
499	человеком и	1	2
500	я с	1	2
501	жизни как	1	2
502	том чтобы	1	2
503	на него	2	2
504	под названием	1	2
505	который в	4	2
506	он сам	8	2
507	по поводу	1	2
508	у этих	1	2
509	трагедии и	1	2
510	романа и	4	2
511	к языку	1	2
512	едва ли	2	2
513	не то	2	2
514	от ее	2	2
515	своего развития	1	2
516	к нему	1	2
517	бы то	1	2
518	к их	1	2
519	мышления и	2	2
520	см главу	2	2
521	х гг	2	2
522	должно быть	1	2
523	для реализации	1	2
524	время в	3	2
525	начала и	1	2
526	я как	1	2
527	ни было	1	2
528	чем у	2	2
529	человек как	3	2
530	с другими	1	2
531	картине мира	1	2
532	не обладает	1	2
533	не от	1	2
534	иного рода	1	2
535	у него	11	2
536	вспомнить о	1	2
537	в разные	1	2
538	что она	5	2
539	можно так	1	2
540	как его	1	2
541	восходящей к	1	2
542	из уст	1	2
543	о смерти	1	2
544	его характер	1	2
545	его понимании	1	2
546	настоящим и	1	2
547	человек в	1	2
548	же как	3	2
549	герой в	3	2
550	во главе	2	2
551	бахтин в	2	2
552	к мысли	1	2
553	а только	1	2
554	в чем	4	2
555	не нужно	2	2
556	это тоже	1	2
557	что как	2	2
558	кто из	1	2
559	бахтина о	2	2
560	не был	4	2
561	остается в	1	2
562	складывается из	1	2
563	в каждом	4	2
564	вообще в	1	2
565	сюжета и	1	2
566	всего лишь	1	2
567	времени но	1	2
568	личности и	2	2
569	в случае	1	2
570	действующих лиц	1	2
571	никого не	1	2
572	но зато	3	2
573	главного героя	3	2
574	массовые сцены	1	2
575	в современной	2	2
576	в историческом	1	2
577	для литературы	1	2
578	восходят к	1	2
579	вторая часть	1	2
580	целом и	1	2
581	произведения в	1	2
582	только с	3	2
583	оба они	1	2
584	бы его	1	2
585	что может	1	2
586	в первой	4	2
587	на ранних	2	2
588	писателя в	2	2
589	его к	2	2
590	а как	2	2
591	является его	1	2
592	развития в	2	2
593	в него	2	2
594	чем и	1	2
595	до его	1	2
596	мы видели	1	2
597	жанрах в	1	2
598	на деле	3	2
599	а потому	1	2
600	рассказа не	1	2
601	его из	1	2
602	в основном	9	2
603	как к	2	2
604	его с	1	2
605	в литературной	2	2
606	и должно	2	2
607	прозы и	1	2
608	романа в	1	2
609	поэтому в	1	2
610	нередко и	1	2
611	в отношении	1	2
612	к читателю	1	2
613	и делает	1	2
614	анекдота не	1	2
615	и вполне	1	2
616	позиции в	1	2
617	так выразиться	1	2
618	сами по	2	2
619	если бы	4	2
620	самом деле	4	2
621	самим собой	4	2
622	от своего	1	2
623	ни о	1	2
624	в россии	5	2
625	о своей	1	2
626	но отнюдь	1	2
627	события но	1	2
628	не делает	1	2
629	героев и	4	2
630	поскольку в	1	2
631	в xix	3	2
632	себя и	1	2
633	говорили о	2	2
634	древних греков	1	2
635	если можно	1	2
636	в стихах	2	2
637	преступления и	6	2
638	лирической прозы	1	2
639	в любой	1	2
640	пушкина и	1	2
641	которых можно	1	2
642	натуральной школы	2	2
643	не имеют	4	2
644	и и	1	2
645	на основе	1	2
646	совпадают с	1	2
647	отношении к	2	2
648	к одному	2	2
649	чехова в	1	2
650	вслед за	2	2
651	целый ряд	1	2
652	подобных ему	1	2
653	литературы в	1	2
654	было и	1	2
655	автора в	2	2
656	есть его	1	2
657	размышляя о	1	2
658	неотделима от	2	2
659	анекдот но	1	2
660	событий в	2	2
661	со своими	2	2
662	всякий раз	2	2
663	на этот	3	2
664	этого слова	1	2
665	к предмету	1	2
666	друг друга	2	2
667	во времени	3	2
668	читателя что	1	2
669	в самой	1	2
670	как некий	2	2
671	мифа не	1	2
672	вписывается в	1	2
673	в любви	3	2
674	ответ на	1	2
675	но на	1	2
676	значение в	2	2
677	может не	2	2
678	его героев	1	2
679	свидетельствует о	2	2
680	в первый	1	2
681	все это	14	2
682	в художественной	1	2
683	он как	1	2
684	себя самого	1	2
685	что так	1	2
686	представляющий собой	1	2
687	что с	2	2
688	ее в	3	2
689	истории с	1	2
690	же не	2	2
691	о герое	1	2
692	чем он	1	2
693	как нечто	1	2
694	в г	1	2
695	отказаться от	4	2
696	то к	1	2
697	за этим	1	2
698	это еще	2	2
699	литературного процесса	1	2
700	в личностном	1	2
701	лежит на	1	2
702	с некоторыми	1	2
703	является не	1	2
704	соотносится с	1	2
705	так в	1	2
706	со своей	1	2
707	это было	1	2
708	путь к	1	2
709	говорит об	2	2
710	вовсе не	5	2
711	тем более	1	2
712	как формы	1	2
713	с самого	3	2
714	он ни	3	2
715	его не	1	2
716	однако уже	1	2
717	не по	3	2
718	нельзя не	1	2
719	мы должны	1	2
720	ибо это	1	2
721	не знаю	1	2
722	и их	2	2
723	отказ от	1	2
724	творчестве чехова	1	2
725	заключает в	1	2
726	только то	1	2
727	чтобы не	1	2
728	человека с	2	2
729	х годов	3	2
730	лицо к	1	2
731	решающую роль	2	2
732	в книге	3	2
733	лирическим героем	2	2
734	такой же	4	2
735	на то	1	2
736	и относительно	1	2
737	включает в	1	2
738	и только	2	2
739	же это	1	2
740	человек не	1	2
741	эпохи и	1	2
742	есть не	2	2
743	терпит поражение	1	1
744	нельзя признать	1	1
745	и другие	4	1
746	туман и	1	1
747	главе с	2	1
748	к сожалению	1	1
749	что если	1	1
750	художественном мире	1	1
751	говорит но	1	1
752	мы и	1	1
753	и богом	1	1
754	всего на	1	1
755	же и	2	1
756	когда она	1	1
757	характер однако	1	1
758	с героем	1	1
759	самого себя	1	1
760	к этой	1	1
761	сколько к	1	1
762	они имеют	2	1
763	человеческого характера	1	1
764	и имеет	1	1
765	в применении	1	1
766	тому что	2	1
767	даже в	4	1
768	представляет собою	2	1
769	в финале	4	1
770	а вот	1	1
771	линии развития	1	1
772	тем как	1	1
773	кроме того	1	1
774	как говорит	1	1
775	что человек	3	1
776	ярко выраженной	1	1
777	представлений о	2	1
778	как литературный	1	1
779	сквозь призму	1	1
780	другое в	1	1
781	героями в	1	1
782	исторического процесса	1	1
783	по способу	2	1
784	всей ее	1	1
785	как она	2	1
786	сознаний в	1	1
787	читателя и	1	1
788	я может	1	1
789	роль но	1	1
790	происходящее в	1	1
791	на которых	1	1
792	на мир	1	1
793	из нее	1	1
794	равно как	1	1
795	для осуществления	1	1
796	и чувствовал	1	1
797	вопрос этот	1	1
798	зато в	1	1
799	всей их	1	1
800	в снах	1	1
801	человека для	1	1
802	форму и	1	1
803	на земле	4	1
804	в речи	1	1
805	где происходит	2	1
806	свидетелем и	1	1
807	высокое и	1	1
808	том или	1	1
809	мира это	1	1
810	есть является	1	1
811	действия а	1	1
812	с тем	1	1
813	в наиболее	1	1
814	авторские ремарки	1	1
815	к самому	1	1
816	в бою	1	1
817	из шедевров	1	1
818	выход из	1	1
819	наш взгляд	1	1
820	прошлого в	1	1
821	случайно и	1	1
822	же напротив	1	1
823	и зла	2	1
824	при таком	1	1
825	борис годунов	1	1
826	введение в	1	1
827	ранних стадиях	3	1
828	авторская позиция	1	1
829	своем творчестве	1	1
830	действий в	2	1
831	из героев	1	1
832	у достоевского	51	1
833	при помощи	4	1
834	весной года	1	1
835	я буду	2	1
836	на эффект	1	1
837	поэтических форм	1	1
838	почти одновременно	1	1
839	она отнюдь	1	1
840	на все	1	1
841	и смерти	1	1
842	вступая в	1	1
843	действительности в	2	1
844	ключевое значение	1	1
845	в такой	2	1
846	в жизнь	2	1
847	еще от	1	1
848	для автора	4	1
849	в бытовом	1	1
850	во все	1	1
851	как справедливо	1	1
852	не существует	3	1
853	повести и	4	1
854	то это	2	1
855	можно считать	1	1
856	следовало бы	2	1
857	и повести	1	1
858	не согласиться	1	1
859	применении к	1	1
860	которой он	2	1
861	человека не	1	1
862	он был	2	1
863	духовной жизни	2	1
864	о красоте	1	1
865	даже и	1	1
866	не между	1	1
867	между вещами	2	1
868	символическое значение	1	1
869	и иван	2	1
870	имеет в	2	1
871	по возможности	1	1
872	но даже	1	1
873	он явно	1	1
874	но эти	3	1
875	а нередко	1	1
876	с другим	3	1
877	в этот	3	1
878	этой сцены	1	1
879	этой связи	2	1
880	как философия	1	1
881	должна была	1	1
882	с ума	1	1
883	приходит к	4	1
884	предисловии к	1	1
885	приходит на	1	1
886	превращается в	2	1
887	в игру	1	1
888	обнаруживает в	1	1
889	ее по	2	1
890	в смысле	1	1
891	и те	1	1
892	не что	1	1
893	от своей	1	1
894	так же	6	1
895	на практике	1	1
896	и каждого	1	1
897	даже с	1	1
898	отметить что	1	1
899	герой далеко	1	1
900	трагический герой	1	1
901	том будто	1	1
902	автора с	1	1
903	в глаза	2	1
904	его собственной	1	1
905	друг на	1	1
906	составляет один	1	1
907	но ни	1	1
908	и еще	2	1
909	в а	1	1
910	оставляя открытым	1	1
911	толпы в	1	1
912	с самим	1	1
913	однако эти	2	1
914	тезис о	1	1
915	наряду с	6	1
916	ключ к	1	1
917	в непосредственно	1	1
918	быть в	1	1
919	рассказы м	1	1
920	художественного творчества	1	1
921	как я	1	1
922	как от	1	1
923	есть по	1	1
924	романа еще	1	1
925	не одно	1	1
926	русской литературы	3	1
927	теории и	1	1
928	в атмосфере	1	1
929	без которой	1	1
930	всегда включает	1	1
931	у молодой	1	1
932	от них	1	1
933	пародия на	1	1
934	в сфере	2	1
935	от себя	1	1
936	и поступков	2	1
937	даже у	1	1
938	героя то	1	1
939	с собственной	1	1
940	или нет	1	1
941	к этим	1	1
942	уже по	1	1
943	тексте в	1	1
944	к повести	1	1
945	не быть?	1	1
946	писал в	1	1
947	ни даже	1	1
948	что происходило	1	1
949	это своего	1	1
950	литературе xix	1	1
951	сведено к	1	1
952	и прекрасного	1	1
953	себе самом	1	1
954	их мысли	1	1
955	только не	1	1
956	этой книги	4	1
957	не зная	1	1
958	в повествовании	1	1
959	от автора	1	1
960	и мы	1	1
961	где народ	1	1
962	сосредоточенность на	2	1
963	что иное	1	1
964	героев в	2	1
965	у самых	1	1
966	года к	1	1
967	героическом эпосе	1	1
968	моя жизнь	1	1
969	в дневнике	3	1
970	собой в	2	1
971	его характером	1	1
972	обретается в	1	1
973	взглядом на	1	1
974	несколько выше	1	1
975	второй план	1	1
976	него в	2	1
977	могло бы	1	1
978	однако этот	4	1
979	с народом	2	1
980	которого он	2	1
981	по мнению	4	1
982	связанный со	1	1
983	самому автору	1	1
984	зрелого творчества	2	1
985	что делать?	1	1
986	или иную	1	1
987	своего положения	1	1
988	и будет	2	1
989	говоря словами	1	1
990	отказывается от	2	1
991	xix века	13	1
992	на стадии	1	1
993	смысла в	1	1
994	о ком	1	1
995	в подобном	1	1
996	иными словами	2	1
997	и развитие	1	1
998	делает это	1	1
999	совмещается с	1	1
1000	следуя за	2	1
1001	лежит в	1	1
1002	актуальный момент	1	1
1003	позиция самого	1	1
1004	входят в	1	1
1005	не была	1	1
1006	чем в	1	1
1007	входящие в	1	1
1008	не совпадают	1	1
1009	в художественном	1	1
1010	о возможности	1	1
1011	активности в	1	1
1012	живет и	1	1
1013	и народ	1	1
1014	предлагаемая вниманию	1	1
1015	и лишена	1	1
1016	не говорит	1	1
1017	между настоящим	1	1
1018	выпадает из	1	1
1019	именно здесь	1	1
1020	какое место	1	1
1021	что его	4	1
1022	всех его	1	1
1023	героя с	2	1
1024	трагическое и	1	1
1025	что придает	1	1
1026	отошел от	2	1
1027	здравого смысла	2	1
1028	но автор	1	1
1029	мифологической фабулы	1	1
1030	восходящего к	1	1
1031	и всю	1	1
1032	в конце	5	1
1033	в таком	4	1
1034	времени как	4	1
1035	не остается	1	1
1036	это весьма	1	1
1037	у тургенева	2	1
1038	иные способы	1	1
1039	человек и	2	1
1040	что ведет	1	1
1041	учение о	1	1
1042	в связи	2	1
1043	как видим	1	1
1044	лишь на	1	1
1045	между ними	1	1
1046	личности с	1	1
1047	места где	1	1
1048	встречается в	1	1
1049	себя как	2	1
1050	из главных	2	1
1051	народе с	1	1
1052	только его	1	1
1053	между человеком	1	1
1054	так на	1	1
1055	человеке и	1	1
1056	этого характера	1	1
1057	в двух	2	1
1058	эпическом рассказе	1	1
1059	единственный способ	1	1
1060	в новый	1	1
1061	жизни то	1	1
1062	в других	1	1
1063	сих пор	1	1
1064	отметим что	2	1
1065	встрече с	1	1
1066	и мир	3	1
1067	войне и	2	1
1068	должен был	2	1
1069	я его	1	1
1070	необходимое условие	1	1
1071	читателя к	1	1
1072	что такое	1	1
1073	подробностями и	1	1
1074	в москву	1	1
1075	возникает из	1	1
1076	от героев	1	1
1077	согласии с	2	1
1078	определен как	1	1
1079	в вечность	1	1
1080	приводит его	1	1
1081	не он	1	1
1082	традиции все	1	1
1083	от фигуры	1	1
1084	трагическую предопределенность	1	1
1085	не означает	4	1
1086	они же	1	1
1087	исключительно важную	1	1
1088	бытия но	2	1
1089	ведь в	1	1
1090	делает его	1	1
1091	внутреннего достоинства	1	1
1092	в мысль	1	1
1093	себя столь	1	1
1094	имеют дело	1	1
1095	действие в	1	1
1096	действие приобретает	1	1
1097	не дает	1	1
1098	в работе	1	1
1099	закономерно приводит	1	1
1100	человека как	2	1
1101	прошлого и	2	1
1102	или же	1	1
1103	в роман	3	1
1104	таков был	1	1
1105	идей и	2	1
1106	он стал	2	1
1107	с героями	2	1
1108	в развитии	1	1
1109	не мог	3	1
1110	на чем	1	1
1111	не будет	2	1
1112	мире на	1	1
1113	в городе	1	1
1114	однако эта	1	1
1115	я бы	3	1
1116	все с	1	1
1117	именно и	1	1
1118	и является	1	1
1119	других людей	2	1
1120	таково же	1	1
1121	но только	3	1
1122	включается в	1	1
1123	человеческой психики	1	1
1124	особого внимания	1	1
1125	из нас	1	1
1126	во плоти	1	1
1127	от страха	1	1
1128	то или	1	1
1129	исследования на	1	1
1130	видения мира	1	1
1131	должны были	1	1
1132	или иное	1	1
1133	поучителен в	1	1
1134	начинает свой	1	1
1135	этот период	1	1
1136	он еще	2	1
1137	литературным или	1	1
1138	как известно	3	1
1139	и несколько	1	1
1140	сознания от	1	1
1141	нами было	1	1
1142	сведена к	1	1
1143	смерть но	1	1
1144	героев с	1	1
1145	но без	2	1
1146	на бумаге	1	1
1147	и далеко	1	1
1148	человеческих отношений	3	1
1149	известном смысле	2	1
1150	году в	3	1
1151	диаметрально противоположными	1	1
1152	онегина и	1	1
1153	позиция героя	1	1
1154	героя поскольку	1	1
1155	даже если	2	1
1156	и мотивы	1	1
1157	так что	4	1
1158	жизни с	2	1
1159	образом в	1	1
1160	однако по	1	1
1161	традиционной в	1	1
1162	из этого	1	1
1163	к человеку	3	1
1164	которые были	1	1
1165	автора как	1	1
1166	было положено	1	1
1167	особое внимание	1	1
1168	вводит в	1	1
1169	во время	2	1
1170	его времени	2	1
1171	в сюжете	2	1
1172	субъективное переживание	2	1
1173	нет не	2	1
1174	означает что	2	1
1175	в философии	2	1
1176	самоопределение личности	1	1
1177	действительной жизни	4	1
1178	к истокам	1	1
1179	грань между	1	1
1180	становится объектом	1	1
1181	на эту	4	1
1182	обращается к	1	1
1183	что до	1	1
1184	пришел к	2	1
1185	по причине	2	1
1186	в гамлете	1	1
1187	можно только	1	1
1188	для многих	1	1
1189	жизненная позиция	1	1
1190	так ли	2	1
1191	человеческой личности	5	1
1192	образом и	1	1
1193	до сих	1	1
1194	явно не	1	1
1195	и здесь	2	1
1196	достоевского в	19	1
1197	до своего	1	1
1198	если же	1	1
1199	со своего	1	1
1200	оно было	1	1
1201	рассказа и	1	1
1202	пребывает в	1	1
1203	окружающий мир	1	1
1204	любви или	2	1
1205	его происхождением	1	1
1206	что это	1	1
1207	это уже	7	1
1208	не смеет	1	1
1209	никак не	1	1
1210	переходит от	1	1
1211	жизни именно	1	1
1212	о которой	2	1
1213	в область	4	1
1214	поведении героев	1	1
1215	собой например	1	1
1216	утверждает что	1	1
1217	к выводу	1	1
1218	здесь герой	1	1
1219	к сознанию	1	1
1220	для них	2	1
1221	летописец пимен	1	1
1222	не признает	1	1
1223	сравнительно со	1	1
1224	целом ряде	1	1
1225	это момент	1	1
1226	можно было	1	1
1227	в более	1	1
1228	только еще	1	1
1229	как о	1	1
1230	со всеми	3	1
1231	от их	1	1
1232	с мировой	1	1
1233	начинается с	1	1
1234	с ними	3	1
1235	на иную	1	1
1236	открытым вопрос	1	1
1237	к уже	1	1
1238	до этого	2	1
1239	доводит до	2	1
1240	двух сыновей	1	1
1241	что у	5	1
1242	не художественной	1	1
1243	преступление и	7	1
1244	в саду	1	1
1245	тоже не	2	1
1246	всем протяжении	1	1
1247	этот тип	2	1
1248	же о	1	1
1249	и действительно	1	1
1250	это время	2	1
1251	на наш	1	1
1252	и личной	1	1
1253	отдельного человека	2	1
1254	в в	2	1
1255	анализа в	1	1
1256	по просьбе	1	1
1257	является функцией	1	1
1258	отнесены к	1	1
1259	отчасти и	2	1
1260	он ее	1	1
1261	бы не	1	1
1262	установкой на	1	1
1263	том как	1	1
1264	именно поэтому	1	1
1265	в известном	2	1
1266	эта последняя	1	1
1267	выступает как	1	1
1268	этого движения	1	1
1269	отсутствие в	1	1
1270	я говорю	1	1
1271	который и	1	1
1272	к богу	1	1
1273	людей своего	1	1
1274	нет ничего	1	1
1275	его и	2	1
1276	этом пункте	1	1
1277	бы и	1	1
1278	акт в	1	1
1279	она была	1	1
1280	но тоже	1	1
1281	это явление	1	1
1282	оба эти	1	1
1283	то и	1	1
1284	и между	1	1
1285	изображения и	1	1
1286	фрагмент из	1	1
1287	связана с	2	1
1288	наконец в	1	1
1289	его персонажем	1	1
1290	автора со	1	1
1291	и если	3	1
1292	на друга	1	1
1293	рассказа о	1	1
1294	не быть	1	1
1295	не рассказывали	1	1
