N	2gram	Bakhtin_Fr	Myslijsy
264	нельзя сказать	2	8
265	не из	1	8
266	в самой	5	8
267	тот же	4	8
268	этом случае	1	8
269	говоря о	2	8
270	на самом	6	8
271	или в	2	8
272	и более	4	8
273	на все	5	8
274	по его	3	8
275	с этой	1	7
276	в разных	2	7
277	касается до	2	7
278	связь с	8	7
279	все эти	15	7
280	в жизни	7	7
281	в собственном	4	7
282	не существует	1	7
283	было в	1	7
284	даже и	5	7
285	этого последнего	1	7
286	не всегда	1	7
287	превращается в	6	7
288	видно что	1	7
289	для понимания	1	7
290	к этому	2	7
291	на котором	3	7
292	то оно	1	7
293	притом не	1	7
294	несмотря на	5	7
295	судить о	1	7
296	одном из	1	7
297	из одного	1	7
298	в эту	6	7
299	но как	3	7
300	в своих	8	7
301	она не	2	7
302	не были	4	7
303	и та	2	7
304	за пределы	10	7
305	могла бы	2	7
306	значение и	3	7
307	них не	1	7
308	в животном	2	7
309	а как	1	7
310	за ним	2	7
311	для себя	1	7
312	от нас	1	7
313	не более	1	7
314	вряд ли	1	7
315	себя и	2	7
316	этот образ	1	7
317	развития и	2	7
318	и теперь	1	7
319	только один	1	7
320	и во	6	7
321	понятия о	1	7
322	мысли не	1	7
323	из него	1	7
324	в таких	2	7
325	как она	1	7
326	его к	2	7
327	с самого	1	7
328	в искусстве	3	7
329	на это	2	7
330	и понятия	1	7
331	место в	4	7
332	и к	7	6
333	для всех	1	6
334	же и	1	6
335	нас в	1	6
336	образом и	1	6
337	в виду	5	6
338	его на	2	6
339	в своей	8	6
340	ряду других	1	6
341	между двумя	1	6
342	себе в	2	6
343	к ним	1	6
344	к которому	2	6
345	связанное с	2	6
346	в ее	5	6
347	у него	2	6
348	но он	5	6
349	в мире	1	6
350	мы уже	18	6
351	главным образом	6	6
352	должна быть	1	6
353	в сущности	20	6
354	к нам	1	6
355	может стать	1	6
356	да и	5	6
357	друг от	1	6
358	новое слово	1	6
359	сознание и	1	6
360	и уже	1	6
361	лишь в	4	6
362	не могло	1	6
363	в этой	11	6
364	и до	6	6
365	как например	2	6
366	таким путем	1	6
367	в образе	1	6
368	слово и	1	6
369	представления и	1	6
370	но на	3	6
371	что с	1	6
372	у нас	1	6
373	в их	6	6
374	в виде	1	6
375	от друга	1	6
376	при таком	2	6
377	на его	4	6
378	об этом	2	6
379	все более	1	6
380	как он	1	6
381	смотрит на	1	6
382	в один	1	6
383	жизни и	14	6
384	в создании	1	6
385	в той	5	5
386	человеческой жизни	1	5
387	даже в	6	5
388	не столько	1	5
389	и такое	1	5
390	по времени	1	5
391	и значение	2	5
392	времени и	9	5
393	но самое	2	5
394	само собою	1	5
395	и другим	1	5
396	природы в	1	5
397	входит в	4	5
398	но даже	2	5
399	но эти	1	5
400	значительной степени	4	5
401	конечно не	2	5
402	когда человек	1	5
403	этих последних	3	5
404	том чтобы	1	5
405	в нашем	3	5
406	в произведении	1	5
407	в живой	1	5
408	образа как	1	5
409	одним из	4	5
410	которое в	2	5
411	есть понятие	1	5
412	одна из	5	5
413	о которых	2	5
414	и у	7	5
415	и понимание	1	5
416	лица и	1	5
417	рядом с	9	5
418	можно было	4	5
419	этот вопрос	2	5
420	если это	1	5
421	оно имеет	1	5
422	что может	1	5
423	есть еще	1	5
424	можно только	5	5
425	в процессе	2	5
426	все то	1	5
427	то на	1	5
428	из которого	1	5
429	известной степени	2	5
430	самое это	1	5
431	перед нами	1	5
432	о человеке	2	5
433	оба эти	1	5
434	в течение	3	5
435	в единстве	2	5
436	отношении к	1	5
437	слов и	2	5
438	на этот	3	5
439	и здесь	4	5
440	они не	1	5
441	это можно	2	5
442	мы имеем	1	5
443	а это	1	5
444	нет ничего	3	5
445	стремится к	1	5
446	в какой	2	5
447	не подлежит	3	5
448	от своего	2	5
449	но уже	1	5
450	в области	10	5
451	что эти	1	5
452	человека в	1	5
453	и народа	1	5
454	но при	2	5
455	здесь только	2	5
456	в начале	4	5
457	как не	1	5
458	как же	1	5
459	отношение к	9	5
460	не к	2	5
461	еще более	6	4
462	в применении	3	4
463	в некоторых	2	4
464	каждому из	1	4
465	это определение	2	4
466	от всего	3	4
467	как именно	2	4
468	и стремления	1	4
469	имеет в	1	4
470	в другом	2	4
471	был бы	1	4
472	имея в	1	4
473	не вполне	3	4
474	природы но	1	4
475	по одной	1	4
476	не мог	1	4
477	кажется нам	1	4
478	все признаки	1	4
479	видели что	1	4
480	все его	1	4
481	проявляется в	1	4
482	внешнего мира	1	4
483	свободы и	1	4
484	внутреннее единство	1	4
485	не знает	6	4
486	мысли к	1	4
487	в связи	2	4
488	души в	1	4
489	следовательно и	1	4
490	от этого	1	4
491	с его	9	4
492	связанная с	3	4
493	на этом	2	4
494	в наше	1	4
495	эти слова	1	4
496	еще только	2	4
497	кажется что	1	4
498	бы они	1	4
499	не могла	2	4
500	и другая	1	4
501	и мыслью	1	4
502	он в	2	4
503	не зная	1	4
504	его как	1	4
505	если оно	1	4
506	для кого	1	4
507	ничего не	3	4
508	что без	1	4
509	и чем	1	4
510	собственном смысле	3	4
511	та же	2	4
512	относятся к	1	4
513	нашего времени	1	4
514	было связано	2	4
515	имеет место	2	4
516	ни в	1	4
517	это есть	1	4
518	не на	2	4
519	тела и	7	4
520	отношения к	5	4
521	и они	1	4
522	и так	2	4
523	все они	1	4
524	здесь как	1	4
525	не потому	1	4
526	более и	1	4
527	он есть	1	4
528	образа в	1	4
529	между людьми	5	4
530	начиная с	2	4
531	его только	2	4
532	то она	1	4
533	он может	1	4
534	языка но	1	4
535	что во	1	4
536	есть к	1	4
537	образы и	1	4
538	и многие	2	4
539	от внешних	1	4
540	многих других	1	4
541	не во	2	4
542	сознания и	1	4
543	одна и	1	4
544	на что	3	4
545	этом отношении	5	4
546	в науке	1	4
547	со своим	1	4
548	но с	2	4
549	что к	1	4
550	что будет	1	4
551	но эта	2	4
552	дело в	2	4
553	было для	1	4
554	в ту	2	4
555	или даже	2	4
556	стремление к	2	4
557	к своему	1	4
558	по своему	9	4
559	в такой	1	4
560	остановимся на	1	4
561	мы находим	4	4
562	пока не	1	4
563	человеком и	1	4
564	это так	1	4
565	на них	3	4
566	он говорит	1	4
567	а его	2	4
568	что касается	3	4
569	но она	1	4
570	есть и	2	4
571	только то	1	4
572	мыслью и	1	4
573	явления и	1	4
574	во многом	3	4
575	одного из	1	4
576	такой же	1	4
577	в сложном	1	3
578	с которыми	1	3
579	мы и	4	3
580	до него	1	3
581	это значит	1	3
582	кроме того	2	3
583	и получает	1	3
584	по-видимому не	1	3
585	многие другие	1	3
586	в результате	1	3
587	ясно что	1	3
588	именно эти	2	3
589	одной из	3	3
590	и которые	1	3
591	о необходимости	2	3
592	на мир	7	3
593	но следует	1	3
594	и связь	1	3
595	они ни	1	3
596	на первый	1	3
597	тем в	1	3
598	что этот	1	3
599	должно было	2	3
600	применении к	3	3
601	этом мы	2	3
602	все свои	1	3
603	искусства и	6	3
604	и когда	1	3
605	чтобы показать	1	3
606	сложное и	1	3
607	вместе со	1	3
608	по которым	1	3
609	например когда	1	3
610	входят в	1	3
611	можем сказать	1	3
612	бы это	1	3
613	к этим	2	3
614	не представляется	1	3
615	в большей	8	3
616	человека то	1	3
617	от ее	1	3
618	которые в	1	3
619	несколько слов	1	3
620	и весь	1	3
621	поэтому можно	1	3
622	мы знаем	1	3
623	то для	1	3
624	него самого	1	3
625	бы что	1	3
626	природу и	2	3
627	не была	2	3
628	в разные	1	3
629	ее от	1	3
630	что за	1	3
631	эти образы	4	3
632	для развития	1	3
633	но для	3	3
634	с которой	1	3
635	необходимости и	1	3
636	есть именно	2	3
637	большинстве случаев	2	3
638	о которой	1	3
639	его жизни	1	3
640	в себя	9	3
641	себе и	2	3
642	действительности и	1	3
643	мысль и	1	3
644	то уже	1	3
645	здесь мы	2	3
646	как это	1	3
647	в приведенном	1	3
648	в форме	6	3
649	на стороне	1	3
650	другая сторона	1	3
651	своего значения	1	3
652	и др	32	3
653	но нет	1	3
654	мы будем	4	3
655	теми же	1	3
656	в общем	4	3
657	же мы	1	3
658	и ее	1	3
659	наше время	1	3
660	значения и	1	3
661	мы назвали	1	3
662	которых мы	1	3
663	слово для	1	3
664	утверждает что	1	3
665	для них	2	3
666	в отношении	7	3
667	к самому	1	3
668	должен был	2	3
669	их и	1	3
670	языков и	1	3
671	всем остальным	1	3
672	развития в	2	3
673	из тех	2	3
674	она и	1	3
675	к таким	1	3
676	эти явления	1	3
677	как о	1	3
678	лежащие в	2	3
679	связанные с	2	3
680	в известном	1	3
681	сложившиеся в	1	3
682	бы с	1	3
683	он видит	1	3
684	это только	1	3
685	время в	3	3
686	именно на	2	3
687	мы хотим	1	3
688	ни были	1	3
689	что здесь	1	3
690	только человеку	1	3
691	и связанное	1	3
692	без всякого	3	3
693	жизнь народа	1	3
694	котором мы	1	3
695	чувством и	1	3
696	до известной	2	3
697	здесь не	3	3
698	в свой	2	3
699	не имел	1	3
700	объем и	2	3
701	в формах	3	3
702	в свое	6	3
703	и наконец	2	3
704	ни с	3	3
705	ее в	2	3
706	дает только	1	3
707	для всякого	1	3
708	видеть в	2	3
709	к первой	1	3
710	оторваться от	1	3
711	однако не	1	3
712	случае не	1	3
713	сливается с	1	3
714	находиться в	1	3
715	как ее	2	3
716	должен быть	1	3
717	единство и	1	3
718	в одной	1	3
719	еще до	1	3
720	и человека	2	3
721	ожидания и	1	3
722	как ни	1	3
723	отличие от	5	3
724	которую мы	1	3
725	это в	5	3
726	в самых	1	3
727	грамматических категорий	1	3
728	не находит	1	3
729	свою историю	2	3
730	в развитии	1	3
731	человека с	1	3
732	или как	1	3
733	в большинстве	2	3
734	для обозначения	1	3
735	речь и	2	3
736	людьми и	2	3
737	в известной	7	3
738	и прежде	4	3
739	по законам	1	3
740	для этого	1	3
741	которой мы	1	3
742	настоящего времени	1	3
743	человеческой души	1	2
744	еще раз	4	2
745	можно говорить	3	2
746	друг в	2	2
747	таковы например	4	2
748	ко второй	1	2
749	значение для	2	2
750	и имеет	1	2
751	как отдельные	1	2
752	своем развитии	1	2
753	его от	2	2
754	становится возможным	1	2
755	их связь	1	2
756	и сам	2	2
757	или на	1	2
758	уже на	1	2
759	принадлежат к	1	2
760	выражения и	2	2
761	выйти из	1	2
762	роль в	6	2
763	кого не	1	2
764	отличается от	1	2
765	в это	2	2
766	где оно	1	2
767	и образ	1	2
768	понятно что	2	2
769	во все	2	2
770	не могли	1	2
771	и такие	1	2
772	раз и	2	2
773	в противоположность	3	2
774	этого языка	1	2
775	времени в	1	2
776	к своей	1	2
777	сознания в	1	2
778	она еще	1	2
779	убеждены что	1	2
780	без этого	1	2
781	людей и	2	2
782	большую или	1	2
783	в глаза	1	2
784	но этот	1	2
785	его собственной	1	2
786	и формы	1	2
787	на самое	1	2
788	и еще	5	2
789	тела в	11	2
790	затем в	1	2
791	ключ к	1	2
792	образом как	1	2
793	с этими	2	2
794	во времена	1	2
795	как я	1	2
796	есть по	1	2
797	на те	1	2
798	на две	1	2
799	по объему	1	2
800	который в	1	2
801	приближаются к	1	2
802	и внешней	1	2
803	i по	1	2
804	имели бы	1	2
805	в системе	3	2
806	так у	1	2
807	но конечно	1	2
808	развития на	1	2
809	своего развития	3	2
810	ближе к	1	2
811	к человеку	1	2
812	и заставляет	1	2
813	почти совсем	1	2
814	но еще	1	2
815	остаются в	1	2
816	есть форма	1	2
817	в теле	1	2
818	образ в	1	2
819	которого он	1	2
820	и за	2	2
821	для своего	2	2
822	как с	1	2
823	лежит в	1	2
824	и развития	1	2
825	тому же	1	2
826	видит в	1	2
827	существует только	1	2
828	близки к	1	2
829	к чему	1	2
830	и говорит	1	2
831	не нуждается	1	2
832	есть из	1	2
833	из уст	1	2
834	новое не	1	2
835	я не	1	2
836	и произведения	2	2
837	всем своем	1	2
838	если я	1	2
839	вне связи	1	2
840	точек зрения	1	2
841	именно с	1	2
842	следует однако	1	2
843	с образом	1	2
844	же образ	1	2
845	вообще в	1	2
846	только путем	1	2
847	не одну	1	2
848	в устах	2	2
849	и образа	1	2
850	ни для	1	2
851	был уже	1	2
852	бы она	1	2
853	образа если	1	2
854	с образами	3	2
855	не связанных	1	2
856	форма человеческой	1	2
857	значение но	1	2
858	языка для	1	2
859	из мира	3	2
860	и миром	1	2
861	времен и	2	2
862	же это	1	2
863	по своей	3	2
864	то или	1	2
865	должны были	1	2
866	они могут	1	2
867	как эта	1	2
868	и объясняется	1	2
869	истории и	2	2
870	одному человеку	1	2
871	существовало в	1	2
872	о его	1	2
873	были и	1	2
874	который был	3	2
875	кто знает	1	2
876	с ее	3	2
877	всех этих	10	2
878	другое его	1	2
879	понять что	1	2
880	человечества но	1	2
881	превращаются в	1	2
882	время его	1	2
883	относится ко	1	2
884	понимания не	1	2
885	по форме	2	2
886	на ее	1	2
887	переходим к	1	2
888	связан в	1	2
889	есть язык	1	2
890	не находим	1	2
891	из которых	2	2
892	на таких	1	2
893	происходит с	1	2
894	но этого	1	2
895	языка из	1	2
896	мы понимаем	1	2
897	строгом смысле	1	2
898	всегда в	3	2
899	это положение	1	2
900	и силы	1	2
901	живых существ	1	2
902	состоит из	1	2
903	этом самый	1	2
904	чтобы убедиться	1	2
905	на их	1	2
906	всей своей	1	2
907	в народной	2	2
908	это самое	1	2
909	тесной связи	1	2
910	свое время	5	2
911	это и	3	2
912	ни к	2	2
913	его и	1	2
914	его связь	4	2
915	где нет	1	2
916	далее и	1	2
917	по своим	1	2
918	и народов	1	2
919	или меньшую	1	2
920	как выражение	1	2
921	в современном	1	2
922	народа и	1	2
923	не понимает	4	2
924	этим явлениям	1	2
925	не будем	1	2
926	целый ряд	2	2
927	жизни природы	1	2
928	выражения как	1	2
929	и возможность	1	2
930	не раньше	1	2
931	знаем что	1	2
932	вне его	2	2
933	им в	1	2
934	имеем в	2	2
935	есть его	2	2
936	нет и	2	2
937	принадлежит к	1	2
938	имеет своим	1	2
939	жизни народа	1	2
940	их с	2	2
941	этим языком	1	2
942	такие которые	2	2
943	может нам	1	2
944	только с	3	2
945	они еще	2	2
946	силу того	1	2
947	входящих в	2	2
948	мы еще	1	2
949	и целых	1	2
950	они были	6	2
951	жизни но	2	2
952	на языке	2	2
953	этот мир	2	2
954	разума и	2	2
955	этот процесс	5	2
956	ее на	1	2
957	при всей	2	2
958	он как	2	2
959	из основных	2	2
960	еще и	6	2
961	тому чтобы	1	2
962	не для	2	2
963	мира но	1	2
964	значение его	1	2
965	о нем	4	2
966	где он	1	2
967	в полном	1	2
968	с их	7	2
969	вовсе нет	2	2
970	по словам	1	2
971	поэтому оно	1	2
972	а на	1	2
973	в г	3	2
974	формы и	7	2
975	без всяких	1	2
976	поэтому понимание	1	2
977	и эта	5	2
978	с теми	1	2
979	же то	1	2
980	история и	1	2
981	этого развития	1	2
982	приближается к	1	2
983	и человеческой	3	2
984	со своей	1	2
985	не создает	1	2
986	тех же	3	2
987	ему не	1	2
988	этих двух	2	2
989	человеку но	1	2
990	и эти	2	2
991	только к	1	2
992	в разной	2	2
993	в народе	1	2
994	них в	1	2
995	чужого языка	1	2
996	а из	1	2
997	себе только	1	2
998	связано с	2	2
999	эти формы	5	2
1000	от всех	3	2
1001	во второй	2	2
1002	ни по	1	2
1003	от земли	1	2
1004	не видим	1	2
1005	но дело	1	2
1006	во времени	1	2
1007	свое значение	1	2
1008	что из	1	2
1009	этому в	1	2
1010	и всякая	2	2
1011	с человеком	1	2
1012	потому он	1	2
1013	могло быть	1	2
1014	путем то	1	2
1015	единство с	1	2
1016	и самого	1	2
1017	на других	2	2
1018	сказать в	1	2
1019	того времени	1	2
1020	образов и	5	2
1021	более сложных	1	2
1022	нуждается в	1	2
1023	если на	1	2
1024	носит в	1	2
1025	животных и	1	2
1026	такое явление	1	2
1027	и деятельности	1	2
1028	мы наблюдаем	3	1
1029	будем называть	1	1
1030	в особенности	7	1
1031	и другие	10	1
1032	особенности и	1	1
1033	находим уже	1	1
1034	как начала	1	1
1035	труд и	1	1
1036	мы найдем	2	1
1037	народов в	1	1
1038	образов в	4	1
1039	совершается процесс	1	1
1040	зрения на	3	1
1041	со второй	2	1
1042	на эти	2	1
1043	со всем	1	1
1044	стать только	1	1
1045	же объясняется	1	1
1046	образов это	1	1
1047	и самому	1	1
1048	и животных	1	1
1049	теперь можно	1	1
1050	прямо на	1	1
1051	и люди	2	1
1052	нем в	2	1
1053	к ряду	1	1
1054	любовь к	1	1
1055	отношениях к	1	1
1056	же предмет	1	1
1057	см выше	1	1
1058	и над	4	1
1059	они также	1	1
1060	с самим	1	1
1061	эта идея	1	1
1062	из всех	3	1
1063	о важности	1	1
1064	она уже	1	1
1065	их было	1	1
1066	жить и	6	1
1067	остановиться на	1	1
1068	науке и	1	1
1069	здесь необходимо	1	1
1070	как если	1	1
1071	ее то	2	1
1072	и само	2	1
1073	смешным не	1	1
1074	среди нас	1	1
1075	среди других	1	1
1076	их соединение	1	1
1077	где бы	1	1
1078	в настоящем	1	1
1079	как они	1	1
1080	границы между	1	1
1081	значение это	1	1
1082	произведений этой	1	1
1083	в духе	9	1
1084	он имеет	1	1
1085	именно он	1	1
1086	самих явлений	1	1
1087	узком значении	2	1
1088	между обоими	1	1
1089	по их	1	1
1090	как дар	1	1
1091	довольно близко	1	1
1092	уже как	1	1
1093	и силу	1	1
1094	этот элемент	1	1
1095	почти ничего	1	1
1096	этой речи	1	1
1097	органов в	1	1
1098	основанная на	1	1
1099	отношением к	1	1
1100	от народного	1	1
1101	лично для	1	1
1102	этом суждении	2	1
1103	самого и	1	1
1104	всех тех	1	1
1105	притом в	2	1
1106	самая эта	1	1
1107	и очень	2	1
1108	где она	1	1
1109	формы одни	1	1
1110	существовала целая	1	1
1111	большей или	7	1
1112	своего выражения	1	1
1113	есть нет	1	1
1114	от своей	1	1
1115	целым рядом	1	1
1116	мир и	3	1
1117	речь идет	1	1
1118	телесной жизни	2	1
1119	и телесной	1	1
1120	всего можно	1	1
1121	др и	1	1
1122	точки соприкосновения	1	1
1123	действительности а	1	1
1124	всякого рода	1	1
1125	было быть	1	1
1126	живописи и	1	1
1127	г в	1	1
1128	вступая в	1	1
1129	для выражения	2	1
1130	не столь	1	1
1131	от внешней	2	1
1132	действительности в	1	1
1133	по тону	1	1
1134	действия и	1	1
1135	он вовсе	1	1
1136	чуждо его	1	1
1137	было не	1	1
1138	в жизнь	1	1
1139	все и	1	1
1140	его из	1	1
1141	представляется возможным	1	1
1142	требует для	1	1
1143	некоторые из	3	1
1144	природы человека	1	1
1145	первым и	1	1
1146	должны служить	1	1
1147	совершенно в	1	1
1148	и вещь	1	1
1149	он находит	2	1
1150	даже во	1	1
1151	и отвлеченным	1	1
1152	все к	1	1
1153	чувствует себя	1	1
1154	он был	3	1
1155	нас и	1	1
1156	сам не	1	1
1157	своей природе	1	1
1158	раз не	1	1
1159	не простое	1	1
1160	говорить не	1	1
1161	в творчестве	2	1
1162	выразить и	1	1
1163	мире а	1	1
1164	ничто не	1	1
1165	это его	2	1
1166	была только	3	1
1167	тело и	5	1
1168	вот почему	1	1
1169	может вызвать	1	1
1170	свой круг	1	1
1171	в этот	1	1
1172	существенное значение	2	1
1173	вопросом об	1	1
1174	и т.п	26	1
1175	стороне и	1	1
1176	например образы	1	1
1177	форм для	1	1
1178	происхождения с	1	1
1179	произведения но	1	1
1180	отношение ко	1	1
1181	к сколько-нибудь	1	1
1182	в строгом	1	1
1183	говорит что	1	1
1184	дошли до	1	1
1185	для которого	2	1
1186	внешней формой	1	1
1187	найти и	1	1
1188	от большого	1	1
1189	в вопросе	1	1
1190	события и	2	1
1191	нами явлениях	1	1
1192	убедиться в	1	1
1193	своего осуществления	1	1
1194	всего что	2	1
1195	делает его	1	1
1196	продолжает жить	2	1
1197	второй половины	3	1
1198	сила и	2	1
1199	в раннюю	1	1
1200	поэтическое и	1	1
1201	оно с	1	1
1202	представляется чем-то	1	1
1203	которого они	2	1
1204	настоящее время	1	1
1205	самом начале	1	1
1206	объяснение в	1	1
1207	сущности и	1	1
1208	только во	1	1
1209	же она	2	1
1210	нигде не	1	1
1211	без того	1	1
1212	особенно в	2	1
1213	все без	1	1
1214	воли и	1	1
1215	и всякого	1	1
1216	в царстве	1	1
1217	были в	4	1
1218	какой степени	1	1
1219	человеку и	1	1
1220	причины и	1	1
1221	друг с	2	1
1222	это уже	4	1
1223	об исключительно	1	1
1224	как сказано	1	1
1225	после долгого	1	1
1226	жизни как	3	1
1227	и тела	4	1
1228	силы например	1	1
1229	других явлений	1	1
1230	жизни с	1	1
1231	в заключение	2	1
1232	начало и	3	1
1233	особенности его	2	1
1234	и могли	2	1
1235	он имел	1	1
1236	даже по	1	1
1237	еще одну	1	1
1238	и он	3	1
1239	и мир	1	1
1240	здесь так	1	1
1241	по преимуществу	3	1
1242	мышления и	1	1
1243	как нам	1	1
1244	что наконец	1	1
1245	но из	1	1
1246	произведение которое	1	1
1247	у своих	1	1
1248	где начинается	1	1
1249	поэтому в	3	1
1250	знали что	1	1
1251	к себе	3	1
1252	при переходе	1	1
1253	еще больше	1	1
1254	через это	1	1
1255	человека над	1	1
1256	о формах	1	1
1257	сторона жизни	1	1
1258	ее можно	2	1
1259	в общей	1	1
1260	творчества но	1	1
1261	но разумеется	2	1
1262	в качестве	1	1
1263	что самая	1	1
1264	будем говорить	1	1
1265	в тот	1	1
1266	они в	2	1
1267	многих отношениях	1	1
1268	истории то	1	1
1269	отказывается от	1	1
1270	развития мы	1	1
1271	есть с	1	1
1272	еще довольно	1	1
1273	весь мир	3	1
1274	следует также	1	1
1275	в данную	1	1
1276	должен умереть	1	1
1277	во всей	4	1
1278	в несколько	1	1
1279	этого момента	2	1
1280	не о	2	1
1281	рядом со	1	1
1282	почему его	1	1
1283	ребенок начинает	1	1
1284	которые так	2	1
1285	из приведенных	1	1
1286	зародыше и	1	1
1287	ее развития	1	1
1288	к миру	2	1
1289	будто бы	1	1
1290	есть вне	1	1
1291	и чисто	5	1
1292	частного и	1	1
1293	в непрерывном	1	1
1294	себя из	1	1
1295	дано в	1	1
1296	здесь же	3	1
1297	сознание мысль	1	1
1298	на тот	1	1
1299	его понимании	1	1
1300	понятия которые	1	1
1301	конечно на	1	1
1302	не остается	1	1
1303	теми или	1	1
1304	исторического развития	2	1
1305	эти три	1	1
1306	человек в	2	1
1307	и именно	2	1
1308	на земле	3	1
1309	не смешиваются	1	1
1310	место и	1	1
1311	они как	1	1
1312	которых для	1	1
1313	почти на	3	1
1314	явлениям и	1	1
1315	притом такое	1	1
1316	уже давно	1	1
1317	смысле может	1	1
