N	3gram	Losev_Prob	FransuaR
97	одной и той	1	4
98	как раз и	11	4
99	это вовсе не	2	4
100	и не может	1	4
101	мы находим в	1	4
102	и в самом	2	4
103	а следовательно и	1	4
104	и в них	1	4
105	ведь все эти	1	4
106	один и тот	1	4
107	о котором мы	1	4
108	и как бы	2	3
109	о которой мы	1	3
110	в литературе и	4	3
111	поэтому и в	1	3
112	и ни на	1	3
113	в своей статье	1	3
114	друг от друга	1	3
115	и даже больше	1	3
116	между тем как	1	3
117	и в отношении	1	3
118	можно говорить о	2	3
119	они вовсе не	2	3
120	не только не	4	3
121	и того же	2	3
122	видно что в	1	3
123	но это не	1	3
124	вместе с тем	2	3
125	вовсе не является	6	3
126	с представлением о	1	3
127	как один из	1	3
128	рождение и смерть	1	3
129	в этих условиях	1	3
130	содержит в себе	7	3
131	является одним из	1	3
132	оно ни было	1	3
133	ровно ничего не	1	3
134	относится уже к	1	3
135	что все это	1	3
136	в этом смысле	8	3
137	одного и того	2	3
138	хотя и в	1	3
139	о том какое	1	3
140	тех или иных	2	3
141	а с другой	1	3
142	есть не что	5	3
143	бы то ни	2	3
144	и в том	1	3
145	и в этом	5	3
146	свою роль в	1	3
147	одним из самых	1	3
148	заключается в том	2	3
149	бы оно ни	1	3
150	не что иное	5	3
151	так как они	2	3
152	но как раз	2	3
153	свидетельствует о том	3	3
154	что в нем	4	3
155	что иное как	5	3
156	всегда в той	1	3
157	но и не	2	2
158	том что это	2	2
159	и в данном	2	2
160	никак не может	3	2
161	в том или	1	2
162	и в другом	1	2
163	при этом что	1	2
164	для нашего восприятия	1	2
165	потому что она	1	2
166	как в его	1	2
167	сам по себе	7	2
168	конечно далеко не	1	2
169	эту тему в	1	2
170	более широкое и	1	2
171	из них в	1	2
172	не потому что	2	2
173	таким образом что	2	2
174	в первых двух	1	2
175	и далеко не	1	2
176	ничего не дает	1	2
177	и не вполне	1	2
178	далеко не все	1	2
179	по этому поводу	5	2
180	имел в виду	2	2
181	и с другой	1	2
182	все дело в	1	2
183	имея в виду	1	2
184	ни для кого	1	2
185	то что он	3	2
186	и тем же	2	2
187	дает нам право	1	2
188	и только в	2	2
189	дело не с	1	2
190	и может быть	1	2
191	в том чтобы	1	2
192	здесь вовсе не	1	2
193	так как он	2	2
194	свои слова и	1	2
195	мы здесь не	2	2
196	нужно сказать и	2	2
197	мы будем говорить	1	2
198	именно в этом	2	2
199	вовсе еще не	3	2
200	он остается в	1	2
201	но уже в	2	2
202	мы уже видели	1	2
203	хотя бы в	1	2
204	не могут быть	1	2
205	никогда не может	2	2
206	пространстве и времени	2	2
207	то есть чисто	2	2
208	том или ином	1	2
209	напоминает нам о	1	2
210	в себе все	2	2
211	которой можно было	1	2
212	и это очень	1	2
213	как бы оно	1	2
214	так и от	1	2
215	вовсе не являются	5	2
216	и есть то	1	2
217	может быть только	2	2
218	и не только	1	2
219	мы можем сказать	1	2
220	только в ее	1	2
221	что многие из	1	2
222	это не просто	1	2
223	мы сказали что	1	2
224	то что для	1	2
225	а именно в	1	2
226	и в его	2	2
227	события и на	1	2
228	в известном смысле	1	2
229	и особенно в	1	2
230	как раз то	1	2
231	только тогда когда	4	2
232	кроме того он	1	2
233	для этой цели	1	2
234	как нечто само	1	2
235	в какой-то мере	2	2
236	к нему и	1	2
237	мы в нем	1	2
238	и ни о	1	2
239	ничего общего с	9	2
240	мы вовсе не	2	2
241	так и их	2	2
242	мы встречаемся с	1	2
243	ни на что	1	2
244	и в настоящее	1	2
245	одна из самых	1	2
246	только в самом	1	2
247	и с точки	1	2
248	одним и тем	2	2
249	в обычном смысле	1	2
250	то что было	1	2
251	мы не знаем	1	2
252	в этом случае	6	2
253	же как и	1	2
254	в таких случаях	2	2
255	в другом случае	2	2
256	мы не будем	2	2
257	на эту тему	2	2
258	ни о каком	2	2
259	потому что они	1	2
260	друг к другу	2	2
261	но ведь это	1	1
262	виде но и	1	1
263	однако и в	1	1
264	это не значит	1	1
265	предполагает что во	1	1
266	как будто бы	4	1
267	именно в таком	1	1
268	в процессе своего	1	1
269	в нем всегда	1	1
270	но еще и	1	1
271	многие из этих	2	1
272	и никак не	1	1
273	все на свете	1	1
274	xix и xx	1	1
275	и многие другие	2	1
276	имеют ничего общего	4	1
277	на том что	3	1
278	более глубокое и	1	1
279	здесь прежде всего	1	1
280	и значение в	1	1
281	то что не	2	1
282	и xx веков	1	1
283	один из них	1	1
284	если же мы	1	1
285	взятый сам по	1	1
286	не был бы	4	1
287	но уже и	1	1
288	хотя бы и	3	1
289	в самой действительности	1	1
290	таким образом на	1	1
291	говорили выше в	1	1
292	к частному и	1	1
293	то что обычно	1	1
294	но если мы	4	1
295	и не раз	1	1
296	и все прочее	1	1
297	и на начало	1	1
298	нами как нечто	1	1
299	что не имеет	1	1
300	то в чем	1	1
301	обеднена и в	1	1
302	не совпадает с	2	1
303	что в них	1	1
304	однако не в	1	1
305	начала и конца	1	1
306	по своему содержанию	3	1
307	раз то что	1	1
308	именно в этой	1	1
309	при этом ни	1	1
310	в разговоре с	1	1
311	которые начиная с	1	1
312	всем известно что	1	1
313	но и вообще	2	1
314	и теоретические проблемы	1	1
315	не должна казаться	1	1
316	не только то	1	1
317	такой точки зрения	1	1
318	нет в его	1	1
319	смысл и свое	1	1
320	и тем самым	4	1
321	и в своих	1	1
322	xviii и xix	1	1
323	что в этой	1	1
324	на тот же	1	1
325	тем самым и	1	1
326	не только на	1	1
327	чем иным как	2	1
328	но вместе с	1	1
329	в последнее время	1	1
330	не знает ни	1	1
331	не менее он	2	1
332	и по своему	2	1
333	потому что не	1	1
334	события в жизни	1	1
335	xx веков в	1	1
336	мы говорили выше	2	1
337	и все прочие	1	1
338	на этот раз	2	1
339	все это не	1	1
340	он не был	1	1
341	то есть по	3	1
342	все это есть	3	1
343	и делает его	1	1
344	в буквальном смысле	3	1
345	мы говорили уже	1	1
346	и этот момент	1	1
347	что никогда не	1	1
348	даже и не	4	1
349	в хронологическом порядке	1	1
350	чрезвычайно важно для	1	1
351	нам кажется совершенно	1	1
352	понять значение как	1	1
353	может и не	1	1
354	уже вовсе не	1	1
355	в этих словах	1	1
356	а в конце	1	1
357	является не только	1	1
358	в основе этих	1	1
359	вопросы о том	1	1
360	пор мы рассматривали	1	1
361	в виду только	1	1
362	имеются в виду	1	1
363	то есть без	1	1
364	время не может	1	1
365	только в его	1	1
366	в этом же	1	1
367	все такого рода	1	1
368	он не может	1	1
369	и потому в	1	1
370	в их конкретности	1	1
371	и без всякого	1	1
372	именно тем что	1	1
373	а между тем	1	1
374	туда и сюда	1	1
375	к тому чтобы	1	1
376	но не просто	2	1
377	бы в виде	1	1
378	из самых важных	1	1
379	в результате этого	1	1
380	но как бы	1	1
381	и отказывается от	1	1
382	действительности и то	1	1
383	момент времени в	1	1
384	эти элементы в	1	1
385	и к тому	1	1
386	поры до времени	1	1
387	да и сама	1	1
388	в художественной литературе	1	1
389	и для всех	1	1
390	и в живописи	1	1
391	то на протяжении	1	1
392	отношения к самому	1	1
393	и что он	1	1
394	по содержанию своему	2	1
395	речь но и	1	1
396	вообще во всех	2	1
397	прежде всего ее	1	1
398	что в конце	2	1
399	может дать ей	1	1
400	человека а следовательно	1	1
401	он перестает быть	1	1
402	между прочим в	2	1
403	растения и животные	1	1
404	что находится в	1	1
405	же самую объективную	1	1
406	то или иное	2	1
407	так же и	4	1
408	чуть было не	1	1
409	и это не	1	1
410	уже не просто	1	1
411	прежде всего как	2	1
412	во всей его	1	1
413	есть не только	1	1
414	и от всего	1	1
415	в таких например	1	1
416	нечто само собой	1	1
417	и в третьем	1	1
418	по самому своему	2	1
419	в первую очередь	1	1
420	с разных сторон	1	1
421	и что в	2	1
422	этого последнего и	1	1
423	с тем что	2	1
424	языка а именно	1	1
425	том случае если	1	1
426	его именно как	2	1
427	по своему смыслу	2	1
428	и не подозревает	1	1
429	а так как	1	1
430	та или иная	1	1
431	в разгаре этих	1	1
432	само собой разумеющееся	1	1
433	и на его	2	1
434	то что мы	11	1
435	себе и в	2	1
436	от нас и	1	1
437	что это за	1	1
438	в этом последнем	1	1
439	лежащего в основе	1	1
440	вполне понятно почему	1	1
441	что в этом	1	1
442	во всех отношениях	1	1
443	если бы он	1	1
444	и не знает	1	1
445	сводится к тому	1	1
446	и в своей	3	1
447	к самому предмету	1	1
448	в дальнейшем мы	1	1
449	имеет ничего общего	4	1
450	тем более не	1	1
451	и не быть	1	1
452	моменты его жизни	1	1
453	здравому смыслу и	1	1
454	в пространстве и	1	1
455	во время этого	1	1
456	а не к	1	1
457	еще два места	1	1
458	между тем и	1	1
459	в данном контексте	1	1
460	есть то что	1	1
461	понять его именно	1	1
462	ту же самую	1	1
463	и в любой	1	1
464	том что все	1	1
465	мы говорили о	1	1
466	да и вообще	1	1
467	однако и здесь	2	1
468	было и в	1	1
469	и со стороны	1	1
470	то есть он	2	1
471	стороны и с	1	1
472	в отдельности а	1	1
473	но он есть	1	1
474	тем не менее	25	1
475	есть еще и	2	1
476	и пр но	1	1
477	сказать и о	3	1
478	содержащий в себе	1	1
479	то есть не	1	1
480	перед нами в	2	1
481	есть только в	1	1
482	и не имеет	1	1
483	в языке но	1	1
484	и специфическое значение	1	1
485	несет на себе	1	1
486	не относится к	1	1
487	сами по себе	5	1
488	прежде всего самой	1	1
489	в том случае	2	1
490	превращает их в	1	1
491	чтобы оно не	1	1
492	поэтому здесь в	1	1
493	не чем иным	2	1
494	что все эти	1	1
495	между собой и	2	1
496	это может быть	1	1
497	этом отношении является	1	1
498	всего мира в	1	1
499	в зависимости от	1	1
500	но для этого	1	1
501	само по себе	1	1
502	если бы мы	1	1
503	но как мы	3	1
504	но в сущности	1	1
505	а потому что	1	1
506	во всей своей	1	1
507	в этой пьесе	1	1
508	вовсе не на	1	1
509	отличный от языка	1	1
510	хотя она и	1	1
511	что нет ничего	2	1
512	из них не	1	1
513	как нам кажется	1	1
514	не имеет ничего	4	1
515	как раз это	1	1
516	в художественном образе	1	1
517	до поры до	1	1
518	по себе и	2	1
519	в частности в	2	1
520	в виду и	2	1
521	тем что она	1	1
522	смысл то есть	1	1
523	все что является	1	1
524	в точном смысле	1	1
525	казалось бы что	2	1
526	тот же предмет	1	1
527	по существу все	1	1
528	той или другой	5	1
529	том и в	1	1
530	языке и в	2	1
531	ясно что не	1	1
532	и как они	1	1
533	а для этого	1	1
534	да и самый	1	1
535	в этом единственном	1	1
536	находит и в	1	1
537	тот самый который	1	1
538	тем что он	2	1
539	внешней и внутренней	1	1
540	или хотя бы	2	1
541	к нему же	1	1
542	раз и навсегда	1	1
543	можно судить по	1	1
544	во многих отношениях	1	1
545	само собой разумеется	1	1
546	том как он	1	1
547	здесь в самом	1	1
548	в том и	1	1
549	в них есть	1	1
550	в течение всей	1	1
551	того или иного	6	1
552	между собою и	1	1
553	за свое существование	1	1
554	не менее если	1	1
555	к тому или	1	1
556	а в дальнейшем	1	1
557	в жизни так	1	1
558	не имеют ничего	4	1
559	тем что в	2	1
560	никак не мог	1	1
561	и в искусстве	2	1
562	в какой мере	1	1
563	что может быть	3	1
564	был тот кто	1	1
565	на то что	12	1
566	он должен быть	1	1
567	от того что	1	1
568	не есть нечто	1	1
569	не только от	1	1
570	мы остановимся на	1	1
571	лежащее в основе	1	1
572	точном смысле слова	2	1
573	смысле слова мы	1	1
574	и как мы	1	1
575	самое нужно сказать	2	1
576	один из моментов	2	1
577	таких форм которые	1	1
578	что же касается	3	1
579	в некоторых случаях	1	1
580	чтобы они стали	1	1
581	перед нами как	1	1
582	или понимаем его	2	1
583	требует от нас	2	1
584	в скрытой форме	1	1
585	то есть вне	1	1
586	именно то что	4	1
587	даже в самом	1	1
588	его к тому	1	1
589	говорить о том	1	1
590	но никак не	2	1
591	в ней уже	1	1
592	имеет огромное значение	1	1
593	и многое другое	1	1
594	его от всех	1	1
595	никак нельзя было	1	1
596	особенно в период	1	1
597	не имеет никакого	2	1
598	вопрос о том	2	1
599	хотя и не	2	1
600	одна из этих	1	1
601	перевести на язык	1	1
602	она не только	1	1
603	а только в	1	1
604	не во всех	2	1
605	то что находится	1	1
606	значение вовсе не	1	1
607	одно и то	1	1
608	значит не только	1	1
609	гораздо больше чем	2	1
610	не существует но	1	1
611	и то же	1	1
612	обычном смысле слова	1	1
613	и притом в	1	1
614	и ничего не	2	1
615	притом не в	1	1
616	только потому что	3	1
617	по нашему мнению	1	1
618	можно даже сказать	2	1
619	что и здесь	1	1
620	никакого отношения к	1	1
621	или иной мере	1	1
622	так что в	1	1
623	есть прежде всего	3	1
624	их можно только	1	1
625	и др о	1	1
626	всяком случае не	1	1
627	и независимо от	2	1
628	все подобного рода	1	1
629	во многом уже	1	1
630	на первый взгляд	2	1
631	при встрече с	1	1
632	также и все	1	1
633	если бы в	1	1
634	то обстоятельство что	1	1
635	же самое нужно	2	1
636	слово о нем	1	1
637	он был бы	1	1
638	все эти бесконечные	1	1
639	в этой области	5	1
640	сих пор мы	3	1
641	в заключение необходимо	1	1
642	то время как	2	1
643	и следовательно в	2	1
644	все что было	1	1
645	свой смысл и	1	1
646	вещи и ее	2	1
