N	2gram	Bakhtin_Pr	KFilosof
282	всех его	3	2
283	в сознании	2	2
284	что за	1	2
285	мы говорим	2	2
286	дело в	3	2
287	пространство и	2	2
288	подхода к	1	2
289	в мир	1	2
290	и себе	1	2
291	в процессе	4	2
292	в жизни	14	2
293	смысле и	3	2
294	человек и	2	2
295	его на	1	2
296	и как	1	2
297	что он	6	2
298	истины и	3	2
299	в соответствии	3	2
300	и она	2	2
301	предмет и	2	2
302	оба этих	3	2
303	себя как	2	2
304	первом плане	1	2
305	как в	10	2
306	на первом	1	2
307	сознания как	1	2
308	где она	1	2
309	от этого	1	2
310	если я	1	2
311	есть на	1	2
312	вокруг этих	1	2
313	смысла и	1	2
314	это было	3	2
315	этом его	1	2
316	ли это	1	2
317	ничего общего	1	2
318	а для	2	2
319	и смерти	3	2
320	жизнь и	3	2
321	или как	1	2
322	все они	2	2
323	и мир	1	2
324	поступок на	1	2
325	этого слова	3	2
326	и оформления	1	2
327	к этому	5	2
328	и потому	6	2
329	было и	1	2
330	может иметь	1	2
331	видения и	3	2
332	которого и	1	2
333	ведь это	2	2
334	а с	1	2
335	в данном	1	2
336	и других	12	2
337	он ни	1	2
338	вопрос о	1	2
339	ни у	3	2
340	раз и	2	2
341	и постоянное	1	2
342	она не	4	2
343	потому что	9	2
344	этом мире	1	2
345	своему внутреннему	1	2
346	но всегда	1	2
347	с этого	1	2
348	дело не	1	2
349	к себе	8	2
350	общего не	1	2
351	кажется что	3	2
352	в него	4	2
353	именно на	2	2
354	на нем	1	2
355	а по	1	2
356	знает и	1	2
357	говорить о	2	2
358	содержания и	1	2
359	что эта	1	2
360	для этого	2	2
361	отношении к	2	2
362	всех других	2	2
363	даны и	1	2
364	пространство в	1	2
365	всей своей	2	2
366	же время	8	2
367	и всех	1	2
368	пространства и	1	2
369	но этот	2	2
370	имеем в	3	2
371	в этой	3	2
372	он и	2	2
373	и время	5	2
374	неповторимым образом	1	2
375	соответствии с	2	2
376	и под	4	2
377	него и	1	2
378	что есть	1	2
379	все остальные	2	2
380	смысле не	2	2
381	того именно	1	2
382	слова в	3	2
383	или иной	2	2
384	бы оно	1	2
385	включает в	1	2
386	с его	4	2
387	автора как	1	2
388	в области	6	2
389	а как	4	2
390	человек не	1	2
391	дан в	3	2
392	ни был	1	2
393	с ее	3	2
394	и ее	8	2
395	познания в	1	2
396	этих моментов	1	2
397	смертной жизни	1	2
398	тон его	1	1
399	положений и	3	1
400	подход к	1	1
401	все в	3	1
402	всего в	1	1
403	в самом	7	1
404	значит ли	1	1
405	и к	13	1
406	мире и	2	1
407	на почве	1	1
408	лежит вне	1	1
409	поможет нам	1	1
410	к действительности	3	1
411	новое и	1	1
412	остановимся еще	1	1
413	чтобы приобщиться	1	1
414	смерть и	2	1
415	во втором	1	1
416	все что	1	1
417	как это	2	1
418	образом и	3	1
419	конечно менее	1	1
420	мы видим	2	1
421	него как	4	1
422	до сих	8	1
423	рождение и	2	1
424	здесь на	3	1
425	в душе	1	1
426	и он	5	1
427	как необходимый	1	1
428	мы найдем	4	1
429	и мира	1	1
430	ничем не	3	1
431	так как	12	1
432	в последнем	1	1
433	и очень	1	1
434	же и	1	1
435	как с	1	1
436	он стремится	1	1
437	изнутри и	1	1
438	то есть	86	1
439	здесь есть	1	1
440	имеют в	1	1
441	придвинуто к	1	1
442	даже к	2	1
443	знать и	1	1
444	все люди	1	1
445	не за	3	1
446	других и	2	1
447	к отдельному	2	1
448	живет в	3	1
449	на ее	2	1
450	она в	1	1
451	значение для	5	1
452	ровно ничего	2	1
453	мог бы	1	1
454	нашей работы	3	1
455	смысле слова	2	1
456	и кроме	1	1
457	оно было	1	1
458	что уже	2	1
459	человека за	1	1
460	сам начинает	1	1
461	не будем	4	1
462	он как	2	1
463	определенность и	1	1
464	не единственным	1	1
465	несмотря на	3	1
466	что делает	1	1
467	мысль в	1	1
468	определенность он	1	1
469	другого человека	1	1
470	освободиться от	1	1
471	которых он	1	1
472	из всех	1	1
473	и наконец	4	1
474	всех остальных	1	1
475	в определенных	1	1
476	относятся к	1	1
477	хотя и	10	1
478	его но	1	1
479	о ценности	1	1
480	ни на	1	1
481	по принципу	1	1
482	охватить и	1	1
483	и связанных	1	1
484	или нет	1	1
485	и из	3	1
486	имеет с	1	1
487	как раз	6	1
488	определенных условиях	1	1
489	отношение не	1	1
490	действие и	1	1
491	в литературе	8	1
492	творчества но	1	1
493	сторона этой	1	1
494	ее в	4	1
495	а затем	5	1
496	и тут	2	1
497	поэтому в	1	1
498	и сама	1	1
499	и через	5	1
500	осознает и	1	1
501	видеть в	1	1
502	можно сказать	12	1
503	из предшествующего	1	1
504	в человеке	1	1
505	не являются	1	1
506	с нашей	1	1
507	смысле можно	1	1
508	дан не	1	1
509	и современная	1	1
510	в отношении	3	1
511	нет это	1	1
512	это слово	1	1
513	же не	2	1
514	другого но	1	1
515	в результате	2	1
516	здесь в	11	1
517	есть это	1	1
518	уже нет	1	1
519	этот термин	1	1
520	смысле этого	3	1
521	облекать в	1	1
522	бы что	1	1
523	это очень	5	1
524	с собой	1	1
525	и всякого	1	1
526	этого человека	1	1
527	него нет	1	1
528	ибо оно	1	1
529	все равно	6	1
530	имеют общие	1	1
531	различия между	1	1
532	положением как	1	1
533	нельзя жить	1	1
534	лежит в	1	1
535	мог стать	1	1
536	связанная с	2	1
537	она становится	1	1
538	слова мы	1	1
539	всеми другими	2	1
540	не была	2	1
541	творчества и	1	1
542	и самая	1	1
543	связь с	4	1
544	чем в	2	1
545	люди а	1	1
546	него в	1	1
547	поэтому и	4	1
548	первая часть	1	1
549	в зависимости	3	1
550	неотделим от	1	1
551	и даже	5	1
552	к его	2	1
553	своих границ	1	1
554	всех норм	1	1
555	в духе	10	1
556	но он	3	1
557	образом в	2	1
558	умирают и	1	1
559	конечно и	7	1
560	до этого	1	1
561	в которой	2	1
562	или в	7	1
563	отношения являются	1	1
564	а за	2	1
565	и говорят	1	1
566	этого не	1	1
567	именно оно	1	1
568	и с	10	1
569	всегда в	1	1
570	с ней	4	1
571	жизнь в	4	1
572	и времени	2	1
573	отсюда ясно	1	1
574	здесь вовсе	1	1
575	равно как	1	1
576	это положение	2	1
577	уходят в	1	1
578	показать что	1	1
579	отличен от	2	1
580	сделать в	1	1
581	свой смысл	1	1
582	его мире	1	1
583	позицию по	1	1
584	и законов	1	1
585	форму и	1	1
586	эстетики и	1	1
587	он будет	1	1
588	а то	1	1
589	теперь они	1	1
590	не делает	1	1
591	всю жизнь	1	1
592	некоторых особенностях	1	1
593	все названные	1	1
594	превращается в	5	1
595	здесь же	1	1
596	выражено в	1	1
597	но эту	1	1
598	вся его	1	1
599	и понимает	3	1
600	всеми своими	1	1
601	его объективный	1	1
602	тем же	1	1
603	характер и	1	1
604	в живом	1	1
605	отдельного человека	1	1
606	личная жизнь	1	1
607	один момент	1	1
608	жизнь на	2	1
609	к пределу	1	1
610	может стать	4	1
611	им и	1	1
612	я стал	1	1
613	их в	3	1
614	если и	1	1
615	и также	1	1
616	большинстве случаев	9	1
617	а их	1	1
618	одновременно и	5	1
619	и так	4	1
620	вместе с	5	1
621	на этом	4	1
622	в этих	8	1
623	никто не	1	1
624	но между	1	1
625	для решения	1	1
626	не знать	1	1
627	они не	5	1
628	правда не	1	1
629	на все	4	1
630	и полнее	1	1
631	контекст в	1	1
632	землю и	1	1
633	находится на	2	1
634	только себя	1	1
635	остановимся на	5	1
636	уже давно	1	1
637	тем или	1	1
638	отличается от	2	1
639	мышлению он	1	1
640	между собой	1	1
641	который не	2	1
642	против друга	1	1
643	между ними	14	1
644	зависимости от	3	1
645	при всех	2	1
646	но уже	2	1
647	следовательно и	2	1
648	на его	4	1
649	литературе о	2	1
650	к человеку	2	1
651	точек зрения	1	1
652	людьми и	1	1
653	на границе	4	1
654	а только	2	1
655	вследствие чего	1	1
656	направлен на	2	1
657	делает его	1	1
658	для нашей	1	1
659	об этом	3	1
660	единство и	2	1
661	много и	3	1
662	она и	1	1
663	в эту	3	1
664	культуры в	1	1
665	нет конечно	1	1
666	а он	1	1
667	нем нет	3	1
668	ближе и	1	1
669	им действительно	1	1
670	и смерть	1	1
671	человечества мы	1	1
672	но к	4	1
673	к тому	2	1
674	в одной	4	1
675	сих пор	8	1
676	особенно в	7	1
677	такое противопоставление	1	1
678	действительности и	2	1
679	себя от	1	1
680	мире нет	1	1
681	к той	1	1
682	центра и	1	1
683	нет он	1	1
684	не был	3	1
685	смерти и	4	1
686	друг против	1	1
687	с этим	3	1
688	но оно	1	1
689	конечно все	1	1
690	остается в	2	1
691	нет ничего	3	1
692	перестает быть	1	1
693	можно в	1	1
694	должен был	1	1
695	во всяком	2	1
696	здесь как	3	1
697	именно как	3	1
698	в жизнь	2	1
699	все и	1	1
700	истина и	1	1
701	нуждается в	1	1
702	мы можем	9	1
703	не является	1	1
704	не существует	1	1
705	но с	2	1
706	только к	1	1
707	если оно	3	1
708	они занимают	1	1
709	жизни а	2	1
710	другим людям	1	1
711	и такие	1	1
712	и пространства	2	1
713	момент здесь	1	1
714	жизни я	1	1
715	как целое	1	1
716	возможны и	3	1
717	что мы	2	1
718	в последней	1	1
719	на один	1	1
720	она должна	1	1
721	которую мы	1	1
722	то этот	1	1
723	становится рабом	1	1
724	средние века	12	1
725	их развития	1	1
726	которое они	1	1
727	и мысли	4	1
728	мы уже	9	1
729	что мне	2	1
730	и большой	1	1
731	где есть	1	1
732	во все	5	1
733	истины не	1	1
734	на некоторых	5	1
735	совпадает с	1	1
736	и разнообразие	1	1
737	конечно что	1	1
738	но при	2	1
739	всяком случае	1	1
740	я ее	1	1
741	замкнутость и	1	1
742	который по	1	1
743	выходит из	2	1
744	так чтобы	1	1
745	осмыслены и	1	1
746	с определенной	1	1
747	быть адекватно	1	1
748	не тот	1	1
749	задает себе	1	1
750	мира на	1	1
751	также и	5	1
752	ту же	2	1
753	но со	1	1
754	но во	2	1
755	мистерии и	2	1
756	эта в	1	1
757	о возможности	1	1
758	но эти	3	1
759	из жизни	1	1
760	вся жизнь	4	1
761	чем дальше	1	1
762	и затем	1	1
763	является и	1	1
764	и другой	4	1
765	он находится	1	1
766	эти стороны	1	1
767	пока я	1	1
768	а через	1	1
769	неизбежно возникает	1	1
770	мы должны	4	1
771	я только	1	1
772	делает возможным	1	1
773	слова и	5	1
774	поэтому мы	1	1
775	в конкретное	1	1
776	и уже	2	1
777	и логическое	1	1
778	когда он	2	1
779	сознании и	1	1
780	может войти	1	1
781	и теперь	1	1
782	живет и	1	1
783	возможен и	1	1
784	связь но	1	1
785	свое единство	1	1
786	можно сделать	1	1
787	средних веков	1	1
788	не могло	1	1
789	только на	3	1
790	должны быть	2	1
791	в которую	1	1
792	внеположного его	1	1
793	не с	1	1
794	может служить	2	1
795	она эта	1	1
796	с соответствующим	1	1
797	и философского	2	1
798	но сам	1	1
799	в различных	1	1
800	нового времени	8	1
801	творчестве но	1	1
802	отношений между	2	1
803	каждый раз	1	1
804	в форме	6	1
805	ним как	1	1
806	же самое	1	1
807	но только	2	1
808	главным образом	3	1
809	стремится быть	1	1
810	содержание но	1	1
811	не об	1	1
812	истины в	1	1
813	и до	6	1
814	уже и	1	1
815	есть определенный	1	1
816	в истории	4	1
817	конца в	1	1
818	по своей	12	1
819	последней инстанции	2	1
820	этих случаях	1	1
821	бы там	1	1
822	человека эта	2	1
823	такова и	1	1
824	над ним	1	1
825	в большинстве	9	1
826	до того	1	1
827	нуждаются в	1	1
828	видения мира	1	1
829	а во	3	1
830	через него	1	1
831	возникает ряд	1	1
832	в мистерии	1	1
833	другой нет	1	1
834	вне его	1	1
835	не совпадает	1	1
836	точке зрения	1	1
837	связанных с	2	1
838	их и	1	1
839	всего этого	4	1
840	бы по	1	1
841	не раз	1	1
842	и себя	1	1
843	в не	1	1
844	мы ни	1	1
845	в средние	11	1
846	определения и	1	1
847	элемента в	1	1
848	но мы	1	1
849	не становится	1	1
850	даны здесь	1	1
851	по всей	1	1
852	человека его	1	1
853	это позволяет	2	1
854	и где	1	1
855	не подлежит	1	1
856	пространственную и	1	1
857	к ней	3	1
858	не для	1	1
859	с собою	1	1
860	оно должно	2	1
861	считаем нужным	1	1
862	она может	1	1
863	и никогда	2	1
864	своей жизни	3	1
865	если мы	5	1
866	по которой	1	1
867	а скорее	1	1
868	и во	6	1
869	той же	6	1
870	и др	18	1
871	человеческой жизни	3	1
872	социальные и	1	1
873	этот человек	1	1
874	о его	1	1
875	игра в	1	1
876	и временную	1	1
877	но прежде	1	1
878	отвлекается от	1	1
879	истина не	1	1
880	одной из	6	1
881	как представитель	1	1
882	ведь если	2	1
883	что может	1	1
884	человека как	1	1
885	ее а	1	1
886	нет этого	2	1
887	все моменты	1	1
888	находится в	1	1
889	нашей точки	1	1
890	знает конечно	1	1
891	согласиться с	1	1
892	будем говорить	2	1
893	в первой	2	1
894	и от	4	1
895	относится к	1	1
896	что все	3	1
897	мы будем	3	1
898	как все	1	1
899	столь же	1	1
900	к миру	2	1
901	говорить в	1	1
902	человека дает	1	1
903	подлежит сомнению	1	1
904	это что	1	1
905	мысли как	1	1
906	что она	2	1
907	слово и	2	1
908	такой же	1	1
909	и о	3	1
910	до ее	2	1
911	миг не	1	1
912	одна из	9	1
913	что именно	2	1
914	на то	2	1
915	в конкретном	1	1
916	себе самому	7	1
917	здесь и	7	1
918	пространстве и	1	1
919	и эстетические	1	1
920	не найдем	1	1
921	от них	2	1
922	и по	5	1
923	можно выразить	1	1
924	все другие	1	1
925	факт наличности	1	1
926	как себя	1	1
927	смысле совокупности	2	1
928	и последняя	1	1
929	она будет	1	1
930	это в	1	1
931	к другим	4	1
932	является только	1	1
933	жизнь не	2	1
934	к этим	1	1
935	друг друга	7	1
936	один миг	1	1
937	к совершенно	1	1
938	как если	1	1
939	в системе	1	1
940	того же	5	1
941	план и	1	1
942	человека но	1	1
943	не просто	1	1
944	нет не	1	1
945	но там	2	1
946	которой мы	3	1
947	бы я	1	1
948	который и	1	1
949	в один	3	1
950	нее и	1	1
951	жизни не	2	1
952	ней все	1	1
953	не можем	1	1
954	но сама	1	1
955	не превращается	2	1
956	и т.п	42	1
957	в чисто	2	1
958	и героиня	1	1
959	действительно в	1	1
960	как мы	12	1
961	с разных	1	1
962	смысле к	1	1
963	наше время	1	1
964	мысли и	2	1
965	формы и	3	1
966	не к	3	1
967	своего развития	3	1
968	мире где	1	1
969	ее не	1	1
970	а я	3	1
971	моментом которого	1	1
972	чистота и	2	1
973	могли быть	2	1
974	во второй	1	1
975	можно только	1	1
