N	2gram	Tiupa_Anal	Problemy
201	и так	1	8
202	в диалоге	2	8
203	наконец в	3	8
204	из его	1	8
205	он есть	1	8
206	как к	2	8
207	уже в	5	8
208	того что	4	8
209	это и	4	8
210	с их	3	8
211	в стиле	1	8
212	и о	1	8
213	бы он	1	8
214	от него	1	7
215	уже говорили	1	7
216	тем как	1	7
217	мысли и	1	7
218	в виду	1	7
219	на мир	1	7
220	в жизни	2	7
221	к самому	2	7
222	отличается от	1	7
223	вопрос о	1	7
224	в себя	6	7
225	из своего	1	7
226	только на	1	7
227	сказать что	2	7
228	ее как	1	7
229	что все	1	7
230	что она	3	7
231	от себя	3	7
232	что они	3	7
233	все его	2	7
234	не было	3	7
235	не о	2	7
236	героя с	1	7
237	как его	1	7
238	лишь на	3	7
239	между ними	3	7
240	в этих	2	7
241	во всех	4	7
242	то ни	1	7
243	если же	1	7
244	и др	1	7
245	с которым	1	7
246	его к	1	7
247	и ее	3	7
248	были бы	3	7
249	например в	2	7
250	его и	1	7
251	автора и	5	7
252	на этот	1	7
253	тот же	3	7
254	двуголосое слово	2	7
255	в их	7	7
256	но эта	2	7
257	сама по	3	7
258	мира и	2	7
259	к своему	1	7
260	и их	3	7
261	такой же	2	7
262	что было	1	6
263	во всем	5	6
264	я для	1	6
265	в своих	3	6
266	и внутренне	2	6
267	не менее	9	6
268	на фоне	4	6
269	с этим	4	6
270	превращается в	3	6
271	как на	1	6
272	не становится	1	6
273	одна из	6	6
274	не мог	4	6
275	героя не	1	6
276	на почве	3	6
277	в художественном	1	6
278	но ведь	1	6
279	на этом	2	6
280	собою и	1	6
281	а с	2	6
282	человека как	1	6
283	но зато	2	6
284	можно было	2	6
285	этот вопрос	1	6
286	в этой	10	6
287	я в	15	6
288	себя в	6	6
289	герой из	1	6
290	во время	2	6
291	и здесь	4	6
292	нашего тезиса	1	6
293	от автора	2	6
294	отношения к	6	6
295	ни был	1	6
296	зависимости от	1	6
297	в основе	2	6
298	и вот	2	6
299	героя а	2	6
300	в отличие	5	6
301	он все	1	6
302	и во	1	6
303	о герое	1	6
304	не принимает	1	6
305	но с	3	6
306	стремится к	1	6
307	по существу	1	6
308	интенций в	1	6
309	на его	3	6
310	на них	1	6
311	слова как	2	6
312	отличие от	5	6
313	на меня	3	6
314	в начале	10	6
315	художественного мира	3	6
316	идет о	2	6
317	и вы	1	6
318	обращаться к	1	6
319	жизни и	2	6
320	на то	1	6
321	и только	1	6
322	для этого	1	6
323	те же	3	5
324	именно в	4	5
325	с тем	2	5
326	мир и	1	5
327	авторской интенции	1	5
328	а между	1	5
329	в глаза	2	5
330	одном слове	1	5
331	к которому	2	5
332	в зависимости	1	5
333	того же	7	5
334	крайней мере	5	5
335	тому же	7	5
336	авторского сознания	1	5
337	на себя	5	5
338	я и	6	5
339	зрения и	1	5
340	в чем	2	5
341	в такой	1	5
342	той или	6	5
343	в уста	1	5
344	как объект	1	5
345	ту сторону	1	5
346	однако в	6	5
347	его как	3	5
348	в общем	4	5
349	автора как	1	5
350	себе как	1	5
351	один из	6	5
352	та же	1	5
353	в последнем	1	5
354	то есть	15	5
355	он только	1	5
356	сам по	2	5
357	подобно тому	4	5
358	обращено к	1	5
359	со всеми	2	5
360	здесь мы	1	5
361	с таким	5	5
362	о своей	2	5
363	рассказчика и	1	5
364	героев и	1	5
365	вместе с	3	5
366	по крайней	5	5
367	совершенно не	3	5
368	мы не	4	5
369	авторского замысла	1	5
370	в мир	1	5
371	в ее	5	5
372	другого и	1	5
373	и то	2	5
374	они не	2	5
375	не во	1	5
376	голоса в	1	5
377	он как	1	5
378	где он	2	5
379	по ту	1	5
380	ведь это	1	5
381	как можно	1	5
382	по своему	3	5
383	но при	1	5
384	в ней	2	5
385	когда он	2	5
386	есть и	1	5
387	человека с	2	5
388	с человеком	1	5
389	и самого	7	5
390	или иной	9	5
391	тому как	3	5
392	мира в	1	5
393	является в	1	4
394	все что	2	4
395	оно стремится	1	4
396	что если	1	4
397	художественном мире	2	4
398	мы и	1	4
399	с этой	1	4
400	без исключения	3	4
401	еще более	1	4
402	героя о	1	4
403	среди других	1	4
404	в первом	2	4
405	сущности не	1	4
406	в одно	2	4
407	при всей	2	4
408	для автора	1	4
409	он был	3	4
410	всего этого	1	4
411	автора в	1	4
412	уже и	1	4
413	к третьему	2	4
414	голос и	1	4
415	его за	2	4
416	во всей	1	4
417	от них	1	4
418	они могут	1	4
419	поэтому в	2	4
420	его собственных	2	4
421	я как	1	4
422	тем не	3	4
423	которого он	2	4
424	что такое	1	4
425	личности в	5	4
426	связи с	1	4
427	в которой	1	4
428	характер и	1	4
429	то в	4	4
430	слово здесь	1	4
431	не есть	6	4
432	в сторону	2	4
433	в эту	2	4
434	на себе	1	4
435	остается в	1	4
436	оно не	2	4
437	он ничего	1	4
438	именно потому	1	4
439	этих трех	1	4
440	в рассказе	1	4
441	речи и	1	4
442	его внутренней	1	4
443	но только	1	4
444	ни были	1	4
445	в первой	10	4
446	в точке	2	4
447	с ее	3	4
448	всех этих	1	4
449	теперь в	1	4
450	романа в	1	4
451	из которых	2	4
452	если не	1	4
453	в словах	1	4
454	как нам	6	4
455	бы не	1	4
456	героев в	1	4
457	вследствие этого	1	4
458	нет в	1	4
459	же я	1	4
460	совпадает с	4	4
461	и если	2	4
462	на два	2	4
463	как если	1	4
464	о своем	4	4
465	времени и	1	4
466	каждый из	2	4
467	а лишь	2	4
468	к миру	2	4
469	со словом	1	4
470	как предмет	1	4
471	он должен	1	4
472	этом отношении	3	4
473	в литературе	3	4
474	что с	1	4
475	со своим	2	4
476	здесь в	2	4
477	ли я	2	4
478	смысле этого	1	4
479	такое слово	1	4
480	и без	3	4
481	слова не	1	4
482	войти в	1	4
483	это было	2	4
484	в каждой	1	4
485	об этом	3	4
486	особенно в	1	4
487	бы ни	1	4
488	собственный голос	1	4
489	жизнь и	3	4
490	его внутреннюю	1	4
491	другим и	1	4
492	стороны и	1	4
493	герой не	3	4
494	в чужом	2	4
495	и прежде	2	4
496	себе еще	1	4
497	таким же	4	4
498	само по	1	4
499	момент его	2	4
500	с которыми	1	3
501	диалога и	1	3
502	уж не	1	3
503	с героем	2	3
504	порядка в	1	3
505	говорить о	6	3
506	глаза и	1	3
507	может служить	2	3
508	о чем	5	3
509	какой бы	1	3
510	говорит о	3	3
511	а затем	2	3
512	и само	1	3
513	это дано	1	3
514	рассказчика с	1	3
515	жизнь в	2	3
516	отчетливо и	1	3
517	есть в	2	3
518	автор в	1	3
519	есть то	1	3
520	в письме	1	3
521	в записках	1	3
522	можно сказать	5	3
523	и отчасти	1	3
524	в данном	12	3
525	жизни а	1	3
526	что этот	1	3
527	отсюда и	2	3
528	между двумя	1	3
529	но они	2	3
530	о них	1	3
531	и еще	1	3
532	одной из	6	3
533	как я	1	3
534	автор как	2	3
535	и вообще	1	3
536	художественная воля	1	3
537	только не	3	3
538	мы видим	1	3
539	по преимуществу	3	3
540	сознания с	1	3
541	эту минуту	1	3
542	мы знаем	1	3
543	него самого	1	3
544	и герой	1	3
545	нести в	1	3
546	чем у	1	3
547	внешнего мира	3	3
548	к чему	2	3
549	до простой	1	3
550	будто бы	1	3
551	весь его	1	3
552	его мысли	1	3
553	в таком	2	3
554	не бывает	1	3
555	целом ряде	1	3
556	в устах	1	3
557	эту особенность	1	3
558	между собой	1	3
559	и мир	1	3
560	могли бы	2	3
561	мы можем	2	3
562	внутренний голос	2	3
563	очень часто	1	3
564	совсем не	1	3
565	как человек	1	3
566	вы как	1	3
567	лишь один	1	3
568	по своей	5	3
569	уст в	1	3
570	и есть	1	3
571	теми же	1	3
572	значение в	2	3
573	и по	3	3
574	в один	1	3
575	и особенно	1	3
576	своего рода	17	3
577	так ли	1	3
578	один голос	1	3
579	он стремится	1	3
580	в основном	1	3
581	том или	1	3
582	должны быть	1	3
583	своих героев	1	3
584	и при	1	3
585	ни единого	1	3
586	и делает	1	3
587	сводится к	5	3
588	себе не	1	3
589	тон в	1	3
590	и одновременно	6	3
591	существенно и	1	3
592	обращается к	1	3
593	то время	1	3
594	вы не	1	3
595	все они	2	3
596	поэтому слово	1	3
597	не является	5	3
598	на нее	1	3
599	который не	2	3
600	зрения как	1	3
601	себя за	1	3
602	да еще	1	3
603	высказывания и	1	3
604	того чтобы	1	3
605	это все	1	3
606	он во	1	3
607	и больше	1	3
608	значение для	1	3
609	вступает в	5	3
610	если мы	1	3
611	тем же	1	3
612	мог бы	3	3
613	не за	1	3
614	бы сказать	1	3
615	во времени	1	3
616	его можно	1	3
617	этом случае	1	3
618	или к	2	3
619	данном случае	11	3
620	того как	1	3
621	сколько в	1	3
622	не для	2	3
623	ее в	2	3
624	же явления	1	3
625	не способен	1	3
626	на которой	2	3
627	у нас	1	3
628	кто бы	1	3
629	в повести	1	3
630	мы будем	1	3
631	раз в	1	3
632	однако не	2	3
633	к внутренней	1	3
634	ко второму	4	3
635	дело в	3	3
636	места в	1	3
637	или даже	1	3
638	так в	4	3
639	но уже	1	3
640	которой он	1	3
641	дело и	1	3
642	того или	6	3
643	реагирует на	1	3
644	тут и	1	3
645	и происходит	1	3
646	из этих	4	3
647	а за	1	3
648	не с	3	3
649	его речи	2	3
650	нового времени	4	3
651	резко отличается	1	3
652	только то	1	3
653	человека и	2	3
654	признать что	1	3
655	человек как	1	3
656	двуголосого слова	3	3
657	связи между	1	3
658	что на	3	3
659	в пространстве	1	3
660	же в	5	3
661	все еще	2	3
662	нуждается в	2	3
663	не слышит	1	3
664	себе а	1	3
665	мы обратимся	1	2
666	последней смысловой	1	2
667	и другие	1	2
668	указывает на	3	2
669	самого себя	1	2
670	которая в	2	2
671	за исключением	2	2
672	и взаимодействие	1	2
673	одному из	1	2
674	одно из	3	2
675	не столько	4	2
676	оглядывается на	1	2
677	как достоевский	1	2
678	от одного	1	2
679	по природе	3	2
680	из нее	1	2
681	она является	1	2
682	меня в	1	2
683	а именно	1	2
684	художественный мир	1	2
685	роль в	5	2
686	ними а	1	2
687	определяется не	1	2
688	своему герою	1	2
689	материала в	1	2
690	обращает на	1	2
691	условии что	1	2
692	и того	4	2
693	установок и	1	2
694	всегда с	1	2
695	на языке	3	2
696	время от	1	2
697	и каждое	2	2
698	в противоположность	3	2
699	только как	1	2
700	но даже	1	2
701	для того	1	2
702	не всегда	4	2
703	в этот	1	2
704	из самого	1	2
705	с помощью	1	2
706	из письма	1	2
707	между отдельными	1	2
708	на пути	2	2
709	материал его	1	2
710	уже как	1	2
711	отметить что	1	2
712	же его	1	2
713	себе в	1	2
714	до того	1	2
715	свою очередь	7	2
716	время их	1	2
717	перед ним	2	2
718	слов о	1	2
719	пока еще	3	2
720	с такою	1	2
721	я с	7	2
722	он так	1	2
723	а вот	3	2
724	в контексте	3	2
725	он ведь	1	2
726	быть в	1	2
727	в нашем	4	2
728	речь не	1	2
729	же слова	1	2
730	к этому	3	2
731	отказаться от	1	2
732	и был	2	2
733	героя то	1	2
734	к убийству	1	2
735	и становится	1	2
736	бы развернуть	1	2
737	лишает их	1	2
738	внутренней жизни	1	2
739	этого и	1	2
740	и весь	1	2
741	не друг	1	2
742	не возникает	1	2
743	собой и	1	2
744	после того	1	2
745	произведения и	2	2
746	с одной	3	2
747	пор совершенно	1	2
748	начала и	1	2
749	а и	4	2
750	ты не	2	2
751	значительной степени	3	2
752	в качестве	22	2
753	слове о	2	2
754	к определенному	1	2
755	иного рода	1	2
756	и других	1	2
757	утрачивает свою	1	2
758	из уст	2	2
759	между этими	1	2
760	же как	1	2
761	позиции как	1	2
762	одном из	1	2
763	меня так	1	2
764	в темноте	1	2
765	от этого	1	2
766	представляется нам	2	2
767	служит для	1	2
768	лишь для	1	2
769	же касается	1	2
770	был не	1	2
771	здесь и	3	2
772	не был	1	2
773	здесь как	2	2
774	приводит его	1	2
775	слово такого	1	2
776	ивана ильича	1	2
777	остается вне	1	2
778	и веселья	1	2
779	в ответ	2	2
780	оно и	1	2
781	и является	3	2
782	не могла	2	2
783	главного героя	2	2
784	чтоб я	1	2
785	должны были	1	2
786	но вы	1	2
787	его личности	1	2
788	них не	1	2
789	столь же	7	2
790	и беспокойство	1	2
791	своего героя	2	2
792	художественного произведения	1	2
793	же мы	1	2
794	из этого	1	2
795	и следует	2	2
796	отнюдь не	7	2
797	радости и	1	2
798	независимо от	1	2
799	не случайно	13	2
800	одного и	4	2
801	в статье	1	2
802	в особенности	4	2
803	не так	2	2
804	нет на	1	2
805	а потому	1	2
806	во втором	4	2
807	из возможных	1	2
808	я уже	2	2
809	не позволяет	2	2
810	они и	1	2
811	в самый	1	2
812	в литературной	1	2
813	на первом	2	2
814	и должно	1	2
815	и романа	1	2
816	это уже	1	2
817	и внешнего	1	2
818	рассказчика слово	1	2
819	и вполне	1	2
820	второй части	1	2
821	такого же	1	2
822	мире он	1	2
823	сюжета и	2	2
824	оно ни	1	2
825	есть лишь	1	2
826	от своего	3	2
827	имеет значение	1	2
828	с ней	1	2
829	произведения в	4	2
830	о самом	1	2
831	другой как	1	2
832	не герой	1	2
833	к его	2	2
834	типа или	1	2
835	не имеет	1	2
836	ему и	2	2
837	собою в	1	2
838	на их	1	2
839	друг от	1	2
840	всей своей	1	2
841	своей жизни	2	2
842	что позволяет	3	2
843	в аспекте	1	2
844	к той	1	2
845	лишь те	1	2
846	на всю	1	2
847	но оно	1	2
848	второго порядка	2	2
849	художественный образ	1	2
850	еще и	4	2
851	поэтому не	1	2
852	тем или	2	2
853	своей собственной	1	2
854	со всех	1	2
855	тяготеет к	1	2
856	и между	1	2
857	в свою	9	2
858	в значительной	3	2
859	ее до	1	2
860	но лишь	2	2
861	не могло	1	2
862	литературных произведений	3	2
863	и об	1	2
864	целый ряд	1	2
865	же если	1	2
866	в истории	1	2
867	быть это	1	2
868	было и	1	2
869	ибо он	1	2
870	известной степени	3	2
871	что здесь	1	2
872	их с	1	2
873	за пределами	2	2
874	с нею	2	2
875	только его	1	2
876	столько в	1	2
877	не видит	1	2
878	действительности не	1	2
879	жизни не	1	2
880	определенному типу	1	2
881	образы и	1	2
882	проникает в	1	2
883	ответ на	3	2
884	ничем не	1	2
885	произведения как	4	2
886	и сама	1	2
887	слово а	1	2
888	в художественной	1	2
889	для всего	1	2
890	романов и	1	2
891	здесь двуголосое	1	2
892	для своего	3	2
893	для нас	1	2
894	видеть в	2	2
895	самой этой	2	2
896	чем он	1	2
897	что каждый	1	2
898	в г	1	2
899	затем и	1	2
900	и тут	1	2
901	при условии	2	2
902	от друга	1	2
903	образом в	1	2
904	от всех	2	2
905	героев или	1	2
906	ибо как	1	2
907	с теми	1	2
908	словами самого	2	2
909	в стороне	1	2
910	случае не	1	2
911	бы быть	2	2
912	является не	1	2
913	один и	2	2
914	единство и	1	2
915	значимость и	2	2
916	как все	1	2
917	не все	1	2
918	ему не	1	2
919	за перегородкой	1	2
920	этих двух	2	2
921	слове рассказчика	1	2
922	не узнаете	1	2
923	сюжета в	1	2
924	и тех	2	2
925	хотя он	1	2
926	каждая из	1	2
927	повесть о	3	2
928	автора он	1	2
929	позволяет ему	1	2
930	одну из	3	2
931	он обращается	1	2
932	во второй	8	2
933	что касается	5	2
934	но она	1	2
935	не приносит	1	2
936	не следует	5	2
937	ним не	1	2
938	этих случаях	1	2
939	на речь	1	2
940	в рамках	10	2
941	вступают в	1	2
942	в книге	1	2
943	к ней	1	2
944	данного произведения	2	2
945	в категориях	1	2
946	произведения не	2	2
947	но я	1	2
948	идет не	1	2
949	себя а	1	2
950	свою речь	1	2
951	или напротив	1	2
952	все более	1	2
953	может и	1	2
954	не появляется	1	2
955	характер в	2	2
956	отца не	1	2
957	или точнее	2	2
958	дело здесь	4	2
959	с уверенностью	1	1
960	был и	1	1
961	за обладание	1	1
962	с противоположным	1	1
963	из разнородных	1	1
964	для всех	5	1
965	приводящего к	1	1
966	случае в	1	1
967	еще раз	1	1
968	и мира	1	1
969	отвечает на	1	1
970	существенных моментах	1	1
971	художественное единство	3	1
972	причастен к	1	1
973	в момент	3	1
974	всему произведению	1	1
975	как носитель	1	1
976	которые здесь	1	1
977	со всей	1	1
978	к этой	2	1
979	с формой	1	1
980	части мы	1	1
981	его поэтики	1	1
982	слышит и	1	1
983	в сферу	1	1
984	совершенно очевидно	2	1
985	отношения не	1	1
986	или иных	1	1
987	в применении	1	1
988	однако и	3	1
989	и героя	2	1
990	в равной	2	1
991	явной и	1	1
992	а перед	1	1
993	мы оставляем	1	1
994	а у	1	1
995	на второй	1	1
996	оказывается уже	2	1
997	строго говоря	1	1
998	хочу и	1	1
999	жить и	1	1
1000	сам автор	2	1
1001	и двух	1	1
1002	общения с	1	1
1003	другой с	1	1
1004	нас в	1	1
1005	свое произведение	1	1
1006	требует от	1	1
1007	первой фразе	1	1
1008	автору но	1	1
1009	своих собственных	1	1
1010	жанровое определение	1	1
1011	связь между	1	1
1012	у пушкина	3	1
1013	возможность одновременного	1	1
1014	в драматическом	1	1
1015	большими и	1	1
1016	в борьбе	2	1
1017	а напротив	3	1
1018	вступить в	2	1
1019	делает в	1	1
1020	может выступать	2	1
1021	из двух	1	1
1022	трех случаев	1	1
1023	на свою	3	1
1024	мысль о	3	1
1025	новой формы	1	1
1026	из самых	1	1
1027	каждом отдельном	2	1
1028	всех событий	1	1
1029	героя если	1	1
1030	искусства его	1	1
1031	давно уже	1	1
1032	с ума	1	1
1033	без учета	2	1
1034	целое и	1	1
1035	всего с	1	1
1036	начинается с	1	1
1037	в собственном	1	1
1038	что по	4	1
1039	голосов они	1	1
1040	за ней	1	1
1041	авторская позиция	3	1
1042	себя не	2	1
1043	меня тогда	1	1
1044	для их	1	1
1045	не оказывается	2	1
1046	свою собственную	1	1
1047	как обычно	1	1
1048	комизм и	1	1
1049	художественное произведение	1	1
1050	внешней среды	1	1
1051	и свою	2	1
1052	также что	1	1
1053	для иных	1	1
1054	всякого рода	1	1
1055	нам представляется	2	1
1056	время с	1	1
1057	в дальнейшем	2	1
1058	и дело	1	1
1059	было не	1	1
1060	повести с	1	1
1061	в метель	1	1
1062	при наличии	1	1
1063	как справедливо	3	1
1064	героя или	1	1
1065	первым и	1	1
1066	знаем о	1	1
1067	не могли	1	1
1068	в действительности	2	1
1069	же автора	1	1
1070	даже отчасти	1	1
1071	двух героев	1	1
1072	в пределе	1	1
1073	значимости в	1	1
1074	именно этим	1	1
1075	как жанр	1	1
1076	о которых	2	1
1077	собой как	1	1
1078	не должен	2	1
1079	и место	1	1
1080	служить и	1	1
1081	ничто не	1	1
1082	е о	2	1
1083	и неизбежно	2	1
1084	искусства и	1	1
1085	и другой	1	1
1086	вмещает в	1	1
1087	во многих	2	1
1088	времени в	3	1
1089	которыми он	1	1
1090	случайно он	1	1
1091	или все	1	1
1092	и т.п	7	1
1093	особое место	1	1
1094	карамазов в	1	1
1095	в местечко	1	1
1096	встречи с	2	1
1097	точно так	1	1
1098	приходит к	1	1
1099	этой повести	1	1
1100	для данного	1	1
1101	говорит что	1	1
1102	свободой и	1	1
1103	не обязательно	1	1
1104	словесного выражения	1	1
1105	и сюжет	1	1
1106	могла не	1	1
1107	прозы в	1	1
1108	на практике	1	1
1109	художественное значение	1	1
1110	раскрывается и	1	1
1111	любви к	2	1
1112	данного художественного	2	1
1113	самим героем	1	1
1114	связей с	1	1
1115	позиции и	2	1
1116	в чистом	2	1
1117	от лица	1	1
1118	убедиться в	1	1
1119	мере не	1	1
1120	всегда и	2	1
1121	его собственной	1	1
1122	и остается	1	1
1123	герой приобщается	1	1
1124	мы привыкли	1	1
1125	в прошлом	2	1
1126	обращенное к	1	1
1127	основаниях и	1	1
1128	из виду	1	1
1129	дистанция между	3	1
1130	об исторических	1	1
1131	к ним	1	1
1132	обратим внимание	2	1
1133	становится сама	1	1
1134	героя оно	1	1
1135	еще нет	1	1
1136	и будем	1	1
1137	жизни как	4	1
1138	она ни	1	1
1139	нее в	1	1
1140	под названием	1	1
1141	еще одна	1	1
1142	и вступает	1	1
1143	не умеет	1	1
1144	в груди	1	1
1145	исходит из	2	1
1146	который в	4	1
1147	я сама	1	1
1148	речь о	1	1
1149	именно с	1	1
1150	по поводу	5	1
1151	в противном	2	1
1152	не два	1	1
1153	тут же	1	1
1154	он раскрывается	1	1
1155	уже по	2	1
1156	которой в	1	1
1157	этому я	1	1
1158	в связь	1	1
1159	едва ли	6	1
1160	характерно что	2	1
1161	но сама	1	1
1162	жанра в	1	1
1163	перед нею	1	1
1164	говорит как	1	1
1165	собственной вине	1	1
1166	или иным	2	1
1167	всех без	3	1
1168	в чужой	1	1
1169	рассказчиком с	1	1
1170	не дано	2	1
1171	ее и	1	1
1172	себя впрочем	1	1
1173	нами не	1	1
1174	явления как	1	1
1175	этому пути	1	1
1176	а наоборот	1	1
1177	отражение в	1	1
1178	от его	2	1
1179	не говоря	1	1
1180	время и	1	1
1181	что каждая	1	1
1182	такого рода	11	1
1183	в повестях	11	1
1184	стороннего наблюдателя	1	1
1185	внимание на	4	1
1186	в состоянии	2	1
1187	что уже	1	1
1188	что сама	1	1
1189	получает в	1	1
1190	проявляется в	1	1
1191	то для	1	1
1192	в живых	1	1
1193	а ведь	1	1
1194	лишь после	2	1
1195	по мнению	1	1
1196	даже так	1	1
1197	далеко за	1	1
1198	идее в	1	1
1199	в кабинете	1	1
1200	дураки и	1	1
1201	в романтической	1	1
1202	и дуня	1	1
1203	не от	2	1
1204	общий смысл	1	1
1205	в одиночку	1	1
1206	художника не	1	1
1207	перед другим	1	1
1208	не путем	2	1
1209	только к	2	1
1210	не бедного	1	1
1211	однако он	1	1
1212	утверждение что	1	1
1213	о в	2	1
1214	лицо его	2	1
1215	не говорит	1	1
1216	при анализе	2	1
1217	краткость и	1	1
1218	своего и	1	1
1219	вносить в	1	1
1220	наконец не	1	1
1221	смысле он	1	1
1222	рассказчика о	1	1
1223	этого я	1	1
1224	как рассказчик	1	1
1225	или иная	1	1
1226	смысле и	1	1
1227	с одним	1	1
1228	всех но	1	1
1229	учение о	1	1
1230	в связи	1	1
1231	настоящим и	1	1
1232	с отцом	1	1
1233	по одному	1	1
1234	чем иным	1	1
1235	с изображением	2	1
1236	место и	1	1
1237	сообщение о	1	1
1238	они как	1	1
1239	иным как	1	1
1240	до известной	3	1
1241	формы героя	1	1
1242	уже давно	1	1
1243	это путь	1	1
1244	больше и	1	1
1245	должно было	1	1
1246	и героем	3	1
1247	автором автор	1	1
1248	за маской	1	1
1249	третьего не	1	1
1250	нечто смешное	1	1
1251	карамазова в	1	1
1252	рассказа не	1	1
1253	а только	1	1
1254	и кому	1	1
1255	могло бы	1	1
1256	такова например	1	1
1257	принадлежат и	1	1
1258	вопроса о	2	1
1259	с иной	1	1
1260	что время	1	1
1261	всех своих	1	1
1262	слова по	1	1
1263	в русской	9	1
1264	я на	1	1
1265	с новой	1	1
1266	нами как	1	1
1267	повестях белкина	10	1
1268	единственный раз	1	1
1269	е т	1	1
1270	читателя в	3	1
1271	причастности к	2	1
1272	становится и	1	1
1273	и однако	1	1
1274	к тебе	1	1
1275	как субъект	1	1
1276	говорил о	1	1
1277	не одного	1	1
1278	что произведения	1	1
1279	этой своей	1	1
1280	достоевского оно	1	1
1281	и остался	1	1
1282	в отдельных	1	1
1283	другом а	1	1
1284	рожденного от	1	1
1285	оставляем в	1	1
1286	автор для	1	1
1287	в работе	1	1
1288	и стилизации	1	1
1289	дистанции между	1	1
1290	личности и	4	1
1291	отразиться на	1	1
1292	своей внутренней	1	1
1293	в случае	6	1
1294	а ее	1	1
1295	было только	1	1
1296	и тем	3	1
1297	все основные	1	1
1298	как это	7	1
1299	не будет	3	1
1300	повесть на	1	1
1301	как художественной	1	1
1302	свобода его	1	1
1303	его художественной	1	1
1304	путь через	1	1
1305	хотя в	2	1
