N	3gram	Propp_Morf	KulturaY
98	хотя и не	2	2
99	в целом и	1	2
100	в своей известной	1	2
101	и там где	1	2
102	это все же	1	2
103	бы то ни	3	2
104	для этой цели	1	2
105	лишь после того	1	2
106	и пр на	1	2
107	речи т е	1	2
108	собственном смысле слова	3	2
109	ответить на вопрос	1	2
110	что прежде чем	1	2
111	т е не	1	2
112	но кроме того	1	2
113	один и тот	1	2
114	на ряду с	1	2
115	можно сказать что	1	2
116	которые хотя и	2	2
117	себе представить что	1	2
118	не что иное	2	2
119	с помощью этого	1	2
120	это еще не	2	2
121	мы имеем в	2	2
122	сюда же относится	1	2
123	от того как	1	2
124	а вовсе не	2	2
125	что иное как	2	2
126	т д это	1	2
127	к этому же	1	2
128	хотя и здесь	1	2
129	потому что они	1	2
130	может быть и	2	2
131	и здесь можно	1	1
132	привести в систему	1	1
133	о характере этого	1	1
134	после чего следует	2	1
135	с этим и	1	1
136	вопрос о характере	1	1
137	т д а	2	1
138	те случаи когда	1	1
139	что далеко не	1	1
140	пр таким образом	1	1
141	то что он	1	1
142	рассматривать их как	1	1
143	теперь может быть	1	1
144	то что не	1	1
145	как раз обратное	1	1
146	и в нашем	1	1
147	того или другого	1	1
148	или нет в	1	1
149	наряду с этим	5	1
150	в первый раз	1	1
151	до наших дней	2	1
152	только такое изучение	1	1
153	она могла бы	1	1
154	с другими формами	1	1
155	т е все	1	1
156	не значит что	3	1
157	в коем случае	1	1
158	и независимо от	1	1
159	что и дает	1	1
160	случаях перед нами	1	1
161	который может быть	1	1
162	во что бы	1	1
163	также по отношению	1	1
164	то это не	1	1
165	и такой случай	1	1
166	во втором случае	1	1
167	без всякого ущерба	1	1
168	т д в	2	1
169	всего этого нет	1	1
170	все более и	1	1
171	одна за другой	1	1
172	не в той	1	1
173	есть не что	1	1
174	а если мы	1	1
175	очень большую роль	1	1
176	двух точек зрения	1	1
177	ни в коем	1	1
178	даже в тех	1	1
179	один из приемов	1	1
180	когда говорят о	1	1
181	за это время	1	1
182	и здесь несомненно	1	1
183	и пр с	1	1
184	т д такое	1	1
185	в том или	1	1
186	следующим образом если	1	1
187	если это так	2	1
188	не имеет смысла	1	1
189	так как во	1	1
190	действия и т	1	1
191	не имеет ничего	1	1
192	и пр таким	1	1
193	то ни было	2	1
194	и пр а	3	1
195	с этим мы	1	1
196	с этим в	1	1
197	мы увидим как	1	1
198	нужно помнить что	1	1
199	вслед за этим	1	1
200	с тех пор	1	1
201	это так то	1	1
202	с тем как	1	1
203	тех пор как	1	1
204	но в этом	1	1
205	в одном случае	1	1
206	это необходимо для	1	1
207	должно быть поставлено	1	1
208	то это значит	1	1
209	еще не все	1	1
210	но это не	1	1
211	такое изучение которое	1	1
212	а во втором	1	1
213	случаях когда в	1	1
214	в результате и	1	1
215	и в этой	1	1
216	а также и	5	1
217	то ни стало	1	1
218	всякого ущерба для	1	1
219	не всегда так	1	1
220	в этих случаях	14	1
221	что это и	1	1
222	нужно иметь в	1	1
223	еще не значит	1	1
224	в ходе повествования	1	1
225	должны привести к	1	1
226	в первом и	1	1
227	увидим ниже не	1	1
228	но и здесь	1	1
229	можно предположить что	1	1
230	же представляет собою	1	1
231	лежат в основе	1	1
232	которые должны быть	1	1
233	не знает где	1	1
234	получает в руки	1	1
235	в чем же	1	1
236	так как мы	1	1
237	как это делается	1	1
238	то мы увидим	1	1
239	чаще всего в	1	1
240	сюда же относятся	1	1
241	могут рассматриваться как	1	1
242	как и в	3	1
243	как это видно	1	1
244	точки зрения их	1	1
245	видим что в	1	1
246	можно говорить лишь	1	1
247	т д все	1	1
248	связи с этим	5	1
249	этот вопрос мы	1	1
250	по существу не	1	1
251	более и более	1	1
252	и может быть	1	1
253	то время как	3	1
254	бы считать вообще	1	1
255	из ряда других	1	1
256	что бы то	1	1
257	то же с	1	1
258	о так называемых	1	1
259	очень многое не	1	1
260	помимо того что	1	1
261	далеко не все	3	1
262	одно и то	1	1
263	могут быть распределены	1	1
264	мы имеем здесь	1	1
265	т д словом	1	1
266	всех этих случаях	1	1
267	она все же	1	1
268	мы приступаем к	1	1
269	как таковая не	1	1
270	приводит к тому	1	1
271	так как они	1	1
272	это и не	2	1
273	этом случае он	1	1
274	было бы считать	1	1
275	это уже не	1	1
276	во всех этих	1	1
277	которые могут быть	1	1
278	дело совсем не	1	1
279	в сущности к	1	1
280	с самого начала	1	1
281	они ни были	1	1
282	при таких условиях	1	1
283	с ними и	1	1
284	стоит в связи	1	1
285	на русском языке	1	1
286	не более как	1	1
287	ясно что и	1	1
288	как это сделано	1	1
289	дело идет об	1	1
290	ниже мы увидим	1	1
291	в самых разнообразных	1	1
292	здесь не место	1	1
293	т д но	4	1
294	и возможно что	1	1
295	между прочим и	1	1
296	то что они	1	1
297	из которых каждый	1	1
298	только в тех	1	1
299	далеко не всегда	1	1
300	т д другие	1	1
301	мы не можем	1	1
302	что несмотря на	1	1
303	в другом случае	1	1
304	на первом месте	1	1
305	это было бы	1	1
