N	2gram	Tiupa_Narr	Myshleni
299	одно и	2	14
300	точка зрения	5	14
301	что у	6	14
302	очевидно что	1	14
303	что для	1	14
304	точку зрения	3	14
305	и здесь	3	14
306	одним из	2	14
307	одной из	2	14
308	один и	2	14
309	этих двух	2	14
310	от друга	1	14
311	не можем	2	14
312	о чем	6	14
313	который в	2	14
314	сущности говоря	1	14
315	друг от	1	14
316	с его	6	14
317	же мере	1	14
318	к которым	1	14
319	об этом	8	14
320	имеет место	4	13
321	в действительности	2	13
322	с другими	1	13
323	и тот	1	13
324	его к	1	13
325	если в	2	13
326	к его	5	13
327	они не	3	13
328	но на	1	13
329	возникает в	1	13
330	в виде	2	13
331	значения и	2	13
332	и взрослого	1	13
333	отнюдь не	6	13
334	она не	2	13
335	для всех	1	13
336	точно так	2	13
337	но все	1	13
338	что между	1	13
339	слова как	1	13
340	лишь в	3	13
341	стороны и	1	13
342	благодаря этому	1	13
343	с которыми	1	12
344	даже в	1	12
345	на первый	1	12
346	только на	4	12
347	образом что	1	12
348	согласно которому	1	12
349	но он	2	12
350	ясно что	2	12
351	что слово	1	12
352	полагает что	1	12
353	должны были	1	12
354	за пределы	1	12
355	тем и	1	12
356	к другому	2	12
357	и потому	2	12
358	и составляет	2	12
359	еще более	1	12
360	в первом	4	12
361	которые мы	1	12
362	к нему	5	12
363	от его	2	12
364	несмотря на	1	12
365	в ее	4	12
366	тем не	7	12
367	тому же	9	12
368	которых мы	1	12
369	никак не	5	12
370	мог бы	1	12
371	это и	2	12
372	только к	3	12
373	в ней	5	12
374	входит в	2	12
375	они являются	1	11
376	не столько	2	11
377	с собой	2	11
378	не могли	1	11
379	ключ к	2	11
380	в других	2	11
381	на котором	1	11
382	иначе говоря	14	11
383	на том	2	11
384	отношения к	1	11
385	не означает	1	11
386	обратимся к	1	11
387	мы будем	1	11
388	с ее	3	11
389	в каком	1	11
390	речи у	1	11
391	ответ на	6	11
392	на самом	1	11
393	раз в	4	11
394	есть в	1	11
395	не по	5	11
396	идет о	3	11
397	что на	4	11
398	нас в	2	11
399	одно из	2	11
400	например в	2	11
401	что этот	1	11
402	мы увидим	1	11
403	наряду с	2	11
404	на пороге	1	11
405	гораздо более	1	11
406	не знает	2	11
407	в конце	4	11
408	а только	1	11
409	в один	1	11
410	у детей	1	11
411	действия и	1	11
412	только по	1	11
413	или менее	2	11
414	исследования в	1	11
415	в пределах	2	11
416	нуждается в	1	11
417	и наконец	2	11
418	вслед за	4	10
419	друг на	2	10
420	что именно	2	10
421	по выражению	1	10
422	чем это	2	10
423	внимание на	7	10
424	в следующем	2	10
425	всякий раз	2	10
426	но для	5	10
427	в случае	4	10
428	одного из	6	10
429	опирается на	2	10
430	ключом к	1	10
431	на друга	2	10
432	у нас	4	10
433	как показывают	1	10
434	числе и	1	10
435	или иной	6	10
436	указывает на	1	10
437	из всех	1	10
438	за собой	1	10
439	привести к	1	10
440	речь идет	3	10
441	и т.п	11	10
442	самом начале	1	10
443	к жизни	3	10
444	и у	4	10
445	не иначе	1	10
446	вопроса о	1	10
447	вместо того	1	10
448	здесь мы	1	10
449	во второй	2	10
450	речевой деятельности	2	10
451	как с	1	10
452	речь как	1	10
453	представляют собой	5	10
454	если не	4	10
455	в конечном	6	10
456	связаны между	1	10
457	вытекает из	1	10
458	относится к	1	10
459	не могло	3	10
460	и слово	1	10
461	том числе	1	10
462	чем он	3	10
463	с той	2	10
464	виде в	1	10
465	в нашей	1	10
466	по пути	1	9
467	и до	1	9
468	конечном счете	4	9
469	связано с	2	9
470	в ситуации	2	9
471	как по	2	9
472	той или	7	9
473	более или	2	9
474	в тех	1	9
475	та же	2	9
476	оно не	4	9
477	зависит от	3	9
478	в новой	1	9
479	может не	1	9
480	также и	4	9
481	а по	2	9
482	не с	1	9
483	что можно	1	9
484	в плане	1	9
485	место в	3	9
486	в момент	1	9
487	к этой	1	9
488	он имеет	1	9
489	в системе	1	9
490	не то	1	9
491	и он	8	9
492	и притом	3	9
493	в первой	3	9
494	еще в	4	9
495	совершенно не	1	9
496	такого рода	17	9
497	он может	1	9
498	хотя и	8	9
499	в самой	1	9
500	переход к	1	9
501	но с	1	9
502	или в	7	9
503	что перед	1	9
504	должен быть	1	9
505	само по	1	9
506	не как	1	8
507	на которых	1	8
508	из двух	1	8
509	о котором	4	8
510	которая не	3	8
511	не умеет	1	8
512	нет никаких	1	8
513	детей в	2	8
514	эти три	1	8
515	в направлении	2	8
516	главным образом	1	8
517	что только	1	8
518	обратиться к	2	8
519	сам по	1	8
520	поэтому в	1	8
521	в течение	1	8
522	отношении к	1	8
523	мысли с	1	8
524	все равно	2	8
525	на одном	2	8
526	к анализу	1	8
527	в готовом	1	8
528	дело с	4	8
529	не являются	2	8
530	связь с	1	8
531	где они	2	8
532	и внутренней	2	8
533	как правило	8	8
534	не мог	7	8
535	себе и	2	8
536	в современной	4	8
537	рассматривается как	1	8
538	во время	2	8
539	не на	1	8
540	должен был	1	8
541	том как	3	8
542	со стороны	14	8
543	одним и	1	8
544	и тогда	2	8
545	что я	4	8
546	в более	1	8
547	различие между	1	8
548	в равной	3	8
549	нисколько не	1	8
550	мы его	2	8
551	только то	1	8
552	еще на	1	8
553	самой своей	1	8
554	что не	2	8
555	в таком	4	7
556	для одного	2	7
557	и сам	4	7
558	слова с	1	7
559	предмета и	1	7
560	ситуации в	3	7
561	сознания в	3	7
562	на него	4	7
563	он сам	4	7
564	понятие о	1	7
565	со словом	1	7
566	выражается в	1	7
567	в общем	1	7
568	содержит в	1	7
569	и делает	1	7
570	говорили что	1	7
571	его и	2	7
572	в значительной	1	7
573	у них	1	7
574	находятся в	1	7
575	которых он	1	7
576	для всего	1	7
577	том виде	1	7
578	в ряде	2	7
579	мере в	1	7
580	одну из	1	7
581	позволяет нам	3	7
582	же в	6	7
583	которая в	2	7
584	каждого отдельного	1	7
585	в жизни	9	7
586	не существует	3	7
587	которой он	4	7
588	но они	4	7
589	следующим образом	1	7
590	слово не	1	7
591	первом случае	3	7
592	речи или	1	7
593	и особенно	1	7
594	во втором	6	7
595	должна быть	2	7
596	с ними	5	7
597	принадлежит к	1	7
598	ничем не	1	7
599	сознания и	2	7
600	а также	11	7
601	случае не	1	7
602	но по	1	7
603	он говорит	1	7
604	в обоих	4	7
605	признать что	1	7
606	этом и	5	7
607	к ней	3	6
608	уже не	11	6
609	раз и	2	6
610	с другим	2	6
611	и мы	1	6
612	не остается	1	6
613	в двух	2	6
614	нашего сознания	1	6
615	значение и	1	6
616	как к	3	6
617	обоих случаях	1	6
618	том смысле	1	6
619	наконец в	1	6
620	и наиболее	1	6
621	начиная с	3	6
622	только потому	1	6
623	он как	1	6
624	опыта и	1	6
625	или даже	3	6
626	и вообще	1	6
627	которая как	1	6
628	заключает в	2	6
629	свести к	2	6
630	происходит в	1	6
631	в разговоре	1	6
632	что было	1	6
633	этот момент	1	6
634	говорит о	3	6
635	по способу	1	6
636	его на	1	6
637	эти момента	1	6
638	в различных	1	6
639	центральный пункт	1	6
640	имеем дело	4	6
641	одна из	5	6
642	что иное	1	6
643	слов в	2	6
644	к чему	3	6
645	не говорит	4	6
646	точек зрения	2	6
647	могло бы	3	6
648	для его	1	6
649	в живой	1	6
650	на другой	6	6
651	что может	2	6
652	с которым	1	6
653	с и	1	6
654	на ее	2	6
655	которые могут	2	6
656	именно поэтому	1	6
657	всей своей	1	6
658	только одно	1	6
659	еще и	1	6
660	тех же	1	6
661	роль в	4	6
662	в раннем	1	6
663	сверху вниз	1	6
664	это означает	2	6
665	дело в	2	6
666	ли не	3	6
667	это было	3	6
668	предположить что	1	6
669	нужно было	1	6
670	мы встречаемся	1	6
671	и о	4	6
672	для обозначения	2	6
673	для образования	1	6
674	иное как	1	6
675	связанных между	1	5
676	в большей	1	5
677	нам о	1	5
678	или на	1	5
679	приходит в	1	5
680	им в	1	5
681	своего исследования	1	5
682	в противоположность	1	5
683	может служить	5	5
684	втором случае	1	5
685	к ним	2	5
686	в контексте	1	5
687	ближе к	1	5
688	той мере	1	5
689	все его	4	5
690	необходимо должно	1	5
691	об одном	2	5
692	выступает в	2	5
693	если я	1	5
694	того и	1	5
695	опираясь на	1	5
696	слово есть	1	5
697	идет по	2	5
698	в него	2	5
699	ведет к	3	5
700	для них	2	5
701	к исследованию	1	5
702	в памяти	2	5
703	никто не	1	5
704	который не	2	5
705	так называемая	2	5
706	и состоит	6	5
707	своей собственной	2	5
708	он является	4	5
709	как если	2	5
710	на две	2	5
711	в данной	2	5
712	только с	2	5
713	в свое	1	5
714	однако не	2	5
715	все они	1	5
716	сами по	2	5
717	в стороне	1	5
718	и другого	1	5
719	для мышления	1	5
720	связь и	1	5
721	оказывается что	1	5
722	утверждает что	2	5
723	его отношение	1	5
724	человеческого сознания	2	5
725	ни один	1	5
726	есть все	1	5
727	когда в	4	5
728	в новом	1	5
729	но даже	1	5
730	но то	1	5
731	значительной степени	1	5
732	что еще	1	5
733	связи которые	1	5
734	говорит об	1	5
735	быть в	2	5
736	это так	1	5
737	есть только	1	5
738	не просто	2	5
739	себя в	4	5
740	ситуации и	2	5
741	и столь	2	5
742	на протяжении	12	5
743	по мнению	2	5
744	аналогии с	1	5
745	чем у	1	5
746	может иметь	1	5
747	видит в	3	5
748	встречается в	1	5
749	самой себе	1	5
750	другими словами	1	5
751	в форме	7	5
752	и возникает	1	5
753	не для	1	5
754	а потому	2	5
755	о которой	3	5
756	на более	1	5
757	как у	6	5
758	в полном	1	5
759	указание на	1	5
760	что к	1	5
761	окружающих его	1	5
762	случаях когда	1	5
763	чтобы сделать	1	5
764	оно в	1	5
765	гласит что	1	5
766	а из	1	5
767	дело не	3	5
768	все не	1	5
769	плана в	1	5
770	говоря о	2	5
771	у нее	8	5
772	всей его	1	5
773	прежде чем	1	5
774	по аналогии	2	5
775	эти два	2	5
776	именно это	1	5
777	для другого	2	5
778	более того	1	5
779	в центре	4	4
780	зрения на	2	4
781	тем как	1	4
782	но ведь	1	4
783	в единую	1	4
784	на эту	1	4
785	так например	1	4
786	не удается	1	4
787	во все	1	4
788	в пределе	2	4
789	собой как	1	4
790	ничто не	1	4
791	это очевидно	1	4
792	что вся	1	4
793	и когда	3	4
794	можно ли	1	4
795	ни одного	2	4
796	не подлежит	3	4
797	чего он	1	4
798	иным как	2	4
799	к ее	3	4
800	может остаться	1	4
801	бы то	1	4
802	не происходит	3	4
803	она в	3	4
804	не было	3	4
805	или не	5	4
806	была в	1	4
807	быть может	1	4
808	так сказать	4	4
809	особенности в	1	4
810	а потом	2	4
811	самому себе	1	4
812	в ответ	4	4
813	и та	1	4
814	также не	2	4
815	значения в	1	4
816	в одну	1	4
817	и сами	2	4
818	окружающими его	1	4
819	детская речь	2	4
820	была бы	1	4
821	в меньшей	1	4
822	смысле можно	2	4
823	обозначить как	1	4
824	имеет дело	1	4
825	же слово	1	4
826	может существовать	1	4
827	к той	1	4
828	в роли	2	4
829	и вот	2	4
830	из его	1	4
831	с которой	1	4
832	для нее	2	4
833	и вся	1	4
834	вступает в	2	4
835	от других	1	4
836	к двум	2	4
837	она может	2	4
838	именно то	1	4
839	здесь не	4	4
840	говорится в	1	4
841	слов с	1	4
842	в корне	1	4
843	и после	3	4
844	не из	1	4
845	если только	1	4
846	постольку поскольку	1	4
847	о его	3	4
848	что одно	2	4
849	совершенно другим	1	4
850	на нее	2	4
851	только два	1	4
852	этот раз	1	4
853	и со	1	4
854	и я	1	4
855	в каждой	1	4
856	того или	3	4
857	сознании ребенка	1	4
858	выше в	1	4
859	мы узнаем	2	4
860	друга как	1	4
861	функции не	1	4
862	но эти	1	4
863	как будто	4	4
864	это на	1	4
865	и своего	1	4
866	исходя из	4	4
867	однако и	5	4
868	связи в	1	4
869	самое важное	1	4
870	строго говоря	2	4
871	от этих	3	4
872	на других	1	4
873	в наиболее	2	4
874	а именно	2	4
875	одновременно и	1	4
876	по тем	1	4
877	когда она	2	4
878	превращается в	2	4
879	для которого	1	4
880	говорит сам	1	4
881	на предмет	1	4
882	собой в	1	4
883	ни было	1	4
884	далеко за	1	4
885	и сама	2	4
886	от тех	1	4
887	но совершенно	1	4
888	выше и	1	4
889	как видим	1	4
890	также в	2	4
891	и характер	1	4
892	совершенно прав	1	4
893	необходимо должна	2	4
894	нам в	1	4
895	но при	5	4
896	его не	1	4
897	в приведенном	1	4
898	однако в	4	4
899	с совершенно	1	4
900	этом процессе	1	4
901	процесса и	1	4
902	а как	2	4
903	слова до	1	4
904	означает что	1	4
905	к одной	1	4
906	зрения развития	1	4
907	до этого	1	4
908	одно слово	1	4
909	себе дорогу	1	4
910	как о	2	4
911	не до	1	4
912	в следующей	3	4
913	совершенно иной	1	4
914	тому или	1	4
915	перед глазами	1	4
916	может оказаться	2	4
917	здесь и	1	4
918	к новой	1	4
919	без которых	1	4
920	ему в	2	4
921	слово но	2	4
922	по сходству	1	4
923	всю свою	2	4
924	не могу	2	4
925	вопрос как	1	4
926	или иному	1	4
927	жизни и	7	4
928	известной степени	1	4
929	не удалось	1	4
930	как для	2	4
931	не к	4	4
932	и лишь	2	3
933	становится совершенно	1	3
934	его от	1	3
935	этого момента	1	3
936	и само	1	3
937	его людьми	1	3
938	лет в	1	3
939	этот тип	1	3
940	он стоит	1	3
941	в соответствии	8	3
942	у человека	1	3
943	по своим	2	3
944	зрения с	1	3
945	в речь	1	3
946	в жизнь	1	3
947	этой связи	1	3
948	на практике	1	3
949	то его	1	3
950	это осознание	1	3
951	и еще	2	3
952	ее как	1	3
953	эта новая	1	3
954	именно на	1	3
955	что даже	1	3
956	в структуре	1	3
957	возникает и	2	3
958	она есть	1	3
959	этой проблемой	1	3
960	по природе	1	3
961	о наличии	1	3
962	таблицы умножения	1	3
963	после этого	1	3
964	это верно	1	3
965	к еще	1	3
966	на втором	1	3
967	как можно	2	3
968	если первая	1	3
969	и сознания	1	3
970	внутренняя сторона	2	3
971	детского сознания	1	3
972	очередь не	1	3
973	а для	4	3
974	объяснения в	1	3
975	слове но	1	3
976	но речь	1	3
977	не отличается	1	3
978	при отсутствии	2	3
979	именно что	1	3
980	не могла	2	3
981	часто не	3	3
982	могла бы	1	3
983	она уже	1	3
984	внимание и	1	3
985	даже если	2	3
986	а главное	1	3
987	и чужого	2	3
988	эта фраза	2	3
989	в случаях	1	3
990	говорит и	1	3
991	интерес к	3	3
992	сводится к	10	3
993	самим собой	3	3
994	же мало	1	3
995	бы не	1	3
996	да и	5	3
997	другому человеку	2	3
998	для детского	1	3
999	которого не	1	3
1000	словами и	1	3
1001	не входит	1	3
1002	как часть	1	3
1003	к нашему	1	3
1004	только от	2	3
1005	первая из	1	3
1006	и теперь	1	3
1007	тогда как	23	3
1008	каждый из	3	3
1009	и наоборот	1	3
1010	никаких оснований	1	3
1011	впервые в	1	3
1012	до известной	1	3
1013	появляется в	1	3
1014	собой по	1	3
1015	именно к	1	3
1016	слово а	1	3
1017	одна и	1	3
1018	о нем	5	3
1019	речь которая	2	3
1020	новейшие исследования	1	3
1021	поведения в	1	3
1022	этом в	1	3
1023	как именно	2	3
1024	это всегда	1	3
1025	это еще	1	3
1026	как нечто	1	3
1027	за которым	2	3
1028	на фоне	2	3
1029	по его	3	3
1030	но уже	2	3
1031	которым приводит	1	3
1032	приведенном выше	1	3
1033	может идти	1	3
1034	он понял	1	3
1035	кто не	1	3
1036	этих случаях	1	3
1037	задается вопросом	1	3
1038	от второго	2	3
1039	момент в	1	3
1040	нам как	2	3
1041	чисто внешней	1	3
1042	если она	3	3
1043	себя но	2	3
1044	новое и	2	3
1045	различия в	1	3
1046	собой единое	1	3
1047	случае мы	1	3
1048	могут служить	2	3
1049	сложные и	1	3
1050	противоречие с	1	3
1051	структуры в	1	3
1052	и внутренне	1	3
1053	внимание что	1	3
1054	в интересующей	1	3
1055	для исследования	1	3
1056	и сейчас	1	3
1057	личности не	1	3
1058	направлено на	1	3
1059	нельзя было	1	3
1060	и мысли	1	3
1061	живет в	1	3
1062	во многих	1	3
1063	что ее	1	3
1064	даже с	1	3
1065	фактора в	1	3
1066	в глаза	1	3
1067	чтобы они	1	3
1068	и внешней	1	3
1069	они могут	2	3
1070	от ее	1	3
1071	он на	1	3
1072	отражение в	1	3
1073	и всей	1	3
1074	как средство	1	3
1075	следует сказать	1	3
1076	как же	1	3
1077	говорит в	1	3
1078	в изложении	1	3
1079	что за	1	3
1080	прямо не	1	3
1081	имя с	1	3
1082	чем иным	2	3
1083	без которого	1	3
1084	по характеру	1	3
1085	производит впечатление	1	3
1086	то ни	1	3
1087	существенно не	1	3
1088	его внутренней	3	3
1089	если же	2	3
1090	возвращаясь к	1	3
1091	не приходится	1	3
1092	из сказанного	1	3
1093	в речевом	1	3
1094	в новое	1	3
1095	это делает	1	3
1096	ней в	2	3
1097	или иного	3	3
1098	и ничего	1	3
1099	по форме	1	3
1100	в противоречие	1	3
1101	но также	1	3
1102	всего его	1	3
1103	живой речи	1	3
1104	сути дела	2	3
1105	ли он	2	3
1106	внешняя сторона	3	3
1107	им из	1	3
1108	указать на	1	3
1109	это явление	1	3
1110	же время	7	3
1111	нет оснований	2	3
1112	образом не	1	3
1113	чем его	1	3
1114	соответствии с	7	3
1115	из истории	1	3
1116	но именно	3	3
1117	не знаем	1	3
1118	время является	1	3
1119	знания о	1	3
1120	о предмете	1	3
1121	форма речи	2	3
1122	не объясняет	2	3
1123	только о	1	3
1124	этого термина	1	3
1125	в первый	1	3
1126	предположение что	1	3
1127	ее из	2	3
1128	от которого	3	3
1129	деле не	1	3
1130	узнаем что	1	3
1131	что каждый	1	3
1132	со словами	3	3
1133	или иначе	2	3
1134	и без	1	3
1135	поведения и	1	3
1136	по смыслу	1	3
1137	при таком	1	3
1138	мира и	2	3
1139	это происходит	1	3
1140	к своему	2	3
1141	в период	1	3
1142	и оно	1	3
1143	вопроса как	1	3
1144	поскольку она	1	3
1145	а к	3	3
1146	что касается	3	3
1147	конечно в	1	3
1148	далеко не	6	3
1149	стало быть	4	3
1150	но напротив	1	3
1151	в большинстве	1	3
1152	это все	1	3
1153	он и	2	3
1154	быть не	3	3
1155	в книге	1	3
1156	и благодаря	1	3
1157	и совершенно	1	3
1158	говорит не	1	3
1159	существенную роль	3	2
1160	и объяснить	1	2
1161	служить для	1	2
1162	без исключения	1	2
1163	какой бы	1	2
1164	сам автор	1	2
1165	так можно	1	2
1166	что произошло	1	2
1167	более широкий	1	2
1168	направленности сознания	1	2
1169	до одного	1	2
1170	ни одна	1	2
1171	относится и	1	2
1172	бы стать	1	2
1173	мысли о	1	2
1174	тем или	2	2
1175	я вижу	1	2
1176	и третий	1	2
1177	восприятия в	1	2
1178	тех слов	1	2
1179	он был	1	2
1180	именно этим	1	2
1181	не всегда	4	2
1182	психологии но	1	2
1183	не отделена	1	2
1184	рода но	1	2
1185	на второй	1	2
1186	тем это	1	2
1187	не два	1	2
1188	или иным	2	2
1189	она выражается	1	2
1190	о влиянии	1	2
1191	в принципе	6	2
1192	к себе	11	2
1193	что сама	1	2
1194	говоря это	2	2
1195	предметов которые	1	2
1196	который можно	1	2
1197	его внутренняя	1	2
1198	и кажется	1	2
1199	а есть	1	2
1200	до их	1	2
1201	распространяется на	1	2
1202	него еще	1	2
1203	и чисто	1	2
1204	речь следует	1	2
1205	на себя	5	2
1206	этом последнем	2	2
1207	характер и	3	2
1208	лишь на	1	2
1209	большинстве случаев	1	2
1210	в сторону	1	2
1211	из одного	1	2
1212	они становятся	1	2
1213	точкой зрения	1	2
1214	не понимают	1	2
1215	говоря в	1	2
1216	бы она	1	2
1217	зрения в	1	2
1218	может соответствовать	1	2
1219	после каждой	1	2
1220	и собственно	1	2
1221	остается на	1	2
1222	на чем	1	2
1223	не будет	2	2
1224	оно и	1	2
1225	реакции на	1	2
1226	при такой	3	2
1227	иметь в	1	2
1228	во времени	9	2
1229	сомневаться в	2	2
1230	над ним	1	2
1231	суть не	1	2
1232	более чем	2	2
1233	не раз	1	2
1234	к каждому	1	2
1235	того кто	2	2
1236	его как	2	2
1237	его личности	1	2
1238	существует в	1	2
1239	теми же	1	2
1240	необходимо чтобы	1	2
1241	бы ни	1	2
1242	с с	1	2
1243	понять что	1	2
1244	воззрений на	1	2
1245	возможностей в	1	2
1246	поля зрения	1	2
1247	как теперь	1	2
1248	если б	1	2
1249	бывает у	1	2
1250	он только	1	2
1251	анализа не	1	2
1252	выше но	1	2
1253	свой характер	1	2
1254	говорит нам	1	2
1255	с внутренним	1	2
1256	с каждым	1	2
1257	речь возникает	1	2
1258	себе не	1	2
1259	только внутри	1	2
1260	думал он	2	2
1261	с этого	1	2
1262	слов не	1	2
1263	но никогда	1	2
1264	можно назвать	2	2
1265	и они	1	2
1266	для каждого	1	2
1267	и так	1	2
1268	ними не	1	2
1269	и т	3	2
1270	вследствие этого	1	2
1271	он выступает	1	2
1272	в общении	1	2
1273	и завершается	1	2
1274	но у	1	2
1275	поскольку это	1	2
1276	на какой	1	2
1277	мы неизбежно	1	2
1278	а тем	1	2
1279	и уже	4	2
1280	может входить	1	2
1281	результате чего	1	2
1282	и ему	1	2
1283	него с	1	2
1284	к структуре	1	2
1285	определенного рода	1	2
1286	не встречается	1	2
1287	перед человеком	1	2
1288	это позволяет	1	2
1289	не совсем	1	2
1290	в споре	1	2
1291	тот самый	2	2
1292	этими словами	1	2
1293	исключительно в	3	2
1294	в м	1	2
1295	повествование о	1	2
1296	указанием на	1	2
1297	не одним	1	2
1298	в любви	1	2
1299	которым он	1	2
1300	в художественной	1	2
1301	не падает	1	2
1302	где он	1	2
1303	а все	1	2
1304	слова а	1	2
1305	когда же	2	2
1306	речь но	1	2
1307	всех прочих	1	2
1308	единого слова	1	2
1309	это решение	1	2
1310	что ни	1	2
1311	в присутствии	2	2
