N	3gram	Tiupa_Teor	Analitik
532	я кризис героического	1	1
533	стадиям своего развития	1	1
534	обнаружение несводимости человека	1	1
535	пантеистическую тайну безличного	1	1
536	время отводилась служебная	1	1
537	воодушевление состоит в	1	1
538	перефразируя строки дж	1	1
539	в своих героях	1	1
540	с я надиндивидуальным	1	1
541	сознания осуществляет субъективную	1	1
542	выбора в качестве	1	1
543	если сатирические персонажи	1	1
544	модусы художественности могут	1	1
545	а и е	1	1
546	темой сколь угодно	1	1
547	диктовку однако на	1	1
548	архаизмы варваризмы неологизмы	1	1
549	не ее оболочек	1	1
550	сойти с ума	1	1
551	русской культуре вызванный	1	1
552	нравственный закон собственно	1	1
553	переступанию границы и	1	1
554	уединенной личности такова	1	1
555	только в догадке	1	1
556	оно и в	1	1
557	а места б	1	1
558	со-бытийному я другого	1	1
559	поэзии образуется ударными	1	1
560	между внутренними людьми	1	1
561	инициативно личностно окрашено	1	1
562	драматизма и трагизма	1	1
563	россыпь таких состояний	1	1
564	не безысходное одиночество	1	1
565	в статье о	1	1
566	идиллическому снятию такой	1	1
567	ролевой предел материнской	1	1
568	бы в точке	1	1
569	жизни подобно аристофану	1	1
570	умонастроению самоценности личного	1	1
571	уровне объектной детализации	1	1
572	и обозначенного им	1	1
573	традициях общечеловеческой культуры	1	1
574	их непререкаемости а	1	1
575	свойственной подлинному авторству	1	1
576	другого которая в	1	1
577	принадлежат к числу	1	1
578	не приму мира	1	1
579	решимостью несокрушимого козака	1	1
580	прошлом и тем	1	1
581	как способу мышления	1	1
582	то юмористический подколесин	1	1
583	свиток жизни в	1	1
584	оправданно ведь это	1	1
585	встречающихся в дискурсе	1	1
586	обладает семантическим ореолом	1	1
587	к усложнению сферы	1	1
588	вечных мук и	1	1
589	но разбираемое стихотворение	1	1
590	внутри себя гегелевское	1	1
591	отношении ибо и	1	1
592	сближает драматизм с	1	1
593	а не исполнительницей	1	1
594	юмористическая апология индивидуальности	1	1
595	глоссализирующий т.е делающий	1	1
596	предел до которого	1	1
597	счете к упорядоченности	1	1
598	что звуки и/ы	1	1
599	анекдот должен не	1	1
600	статусе до служебных	1	1
601	как раз ответственность	1	1
602	смыслов оно стремится	1	1
603	страдают от неполноты	1	1
604	несомненно достоверному и	1	1
605	обращаемые к хлестакову	1	1
606	проступает сквозь шелуху	1	1
607	смысле домонологично оно	1	1
608	важнейшим наиболее глубинным	1	1
609	акцентуации количество ударных	1	1
610	встрече по крайней	1	1
611	и странничества пространственного	1	1
612	длины ритмического ряда	1	1
613	соединении с художественной	1	1
614	две реплики общения	1	1
615	так в финальной	1	1
616	жизненной практике может	1	1
617	принципе недоступна между	1	1
618	цельность как бы	1	1
619	органической сопричастностью бытию	1	1
620	первой строфе соответствующей	1	1
621	а а и	1	1
622	а развивает свиток	1	1
623	и против субъективной	1	1
624	и слушающих общим	1	1
625	урока из сюжета	1	1
626	здесь странник не	1	1
627	дело не более	1	1
628	эпизоде же явления	1	1
629	и эстетического адресата	1	1
630	восклицает героиня чеховского	1	1
631	персонажи бесприданницы островского	1	1
632	куда же вы?	1	1
633	страстны когда же	1	1
634	формируется как преодоление	1	1
635	зрения и системы	1	1
636	рода комизм уместно	1	1
637	героем толстовской смерти	1	1
638	деятельности созерцания направленной	1	1
639	с лизой несколько	1	1
640	личности тем не	1	1
641	эстетического сгущения придается	1	1
642	свободным как к	1	1
643	тайны эта вписанность	1	1
644	остатка вписан в	1	1
645	в искусстве слова	2	1
646	произведение искусства делает	1	1
647	раздельно и сочетаться	1	1
648	точке этого несовпадения	1	1
649	нести в своем	1	1
650	исчезнувшем эпилог дворянского	1	1
651	самозабвение или самозабвенная	1	1
652	ответственностью но умиротворенного	1	1
653	стороны метапоэтического сверх-я	1	1
654	миропорядка и равнодушна	1	1
655	соседства с другими	1	1
656	своей эстетической модальностью	1	1
657	образцом идиллического присутствия	1	1
658	тоской теснится тяжких	1	1
659	всего к ценностной	1	1
660	самобытного я с	1	1
661	иного типа возникает	1	1
662	произведение искусства характеризуется	1	1
663	или переменой в	1	1
664	осенившей лирическую героиню	1	1
665	и оцененном мире	1	1
666	художественное знание по	1	1
667	ттт утяжеленный повторами	1	1
668	в осенней элегии	1	1
669	комизма явленная например	1	1
670	мере внутренней как	1	1
671	этого общепонятного символа	1	1
672	объектом оценивающего видения	1	1
673	стихов пушкина я	1	1
674	утяжеленный повторами стих	1	1
675	она по произволу	1	1
676	упорядоченность семантики лингвистических	1	1
677	посрамляющий умершее солнце	1	1
678	одно одинокое ждущее	1	1
679	безымянной народной жизни	1	1
680	процесса характеризующего присутствие	1	1
681	к ядру личности	1	1
682	человека с самим	1	1
683	вечных ценностей или	1	1
684	бы перевод его	1	1
685	зольгер составляют художественную	1	1
686	и погибнуть заявляя	1	1
687	сопрягающая и размежевывающая	1	1
688	пути самоутверждения неумолимо	1	1
689	одному единственному пространственно-временному	1	1
690	одновременно подвергается героизации	1	1
691	ритмическом ряду образующие	1	1
692	скрыта под нелепицами	1	1
693	обозначает ту форму	1	1
694	художественного впечатления который	1	1
695	анаграмматическими субститутами устанавливаются	1	1
696	неосмеянным остается лишь	1	1
697	все повторы значимы	1	1
698	баратынского ропот и	1	1
699	к видам пафоса	1	1
700	чем это возможно	1	1
701	ритмическую доминанту невозможно	1	1
702	стих этот фонетический	1	1
703	еще не такое	1	1
704	увидел победил или	1	1
705	от своего достоинства	1	1
706	внимательно и диктовала	1	1
707	субъект дискурсии обладает	1	1
708	музы поэтому оно	1	1
709	себе еще не	1	1
710	единство духовного я	1	1
711	естественную смерть интимные	1	1
712	что она разрушает	1	1
713	для наращивания этого	1	1
714	бенвенист ритм является	1	1
715	границы человеческой жизни	1	1
716	актуализировано на основе	1	1
717	свои преступления именно	1	1
718	осужденный за непособие	1	1
719	неполноты самореализации поскольку	1	1
720	только вымышленные но	1	1
721	устанавливаются порой сложные	1	1
722	припоминая и примеряя	1	1
723	люди но иностранцы	1	1
724	я тут? я	1	1
725	это имеет место	1	1
726	обнаруживается здесь не	1	1
727	из москвы к	1	1
728	в самом деянии	1	1
729	какой коллизии ключевой	1	1
730	суть то что	2	1
731	самым интонационные оттенки	1	1
732	нормативов актуальных для	1	1
733	между тем художественная	1	1
734	когда персонажи не	1	1
735	ко второму делает	1	1
736	стилистическом отношении ибо	1	1
737	некое событие индивидуальный	1	1
738	жизни стих в	1	1
739	жена тараса любит	1	1
740	со сформулированным ю.н	1	1
741	знания является специфическая	1	1
742	разделение иерархично оно	1	1
743	машинальность и абстрактность	1	1
744	аскетическое средневековое покрывало	1	1
745	усиливает ключевой момент	1	1
746	внутренняя данность индивидуальной	1	1
747	могла бы разрушить	1	1
748	воспроизводимых в целом	1	1
749	серьезности бахтин жизни	1	1
750	бытия ср тютчевское	1	1
751	поскольку внутреннее я	1	1
752	поэтическими средствами лирики	1	1
753	или сплетни то	1	1
754	в из н	1	1
755	второй строфе гласным	1	1
756	говорит и кому	1	1
757	контексту эпизоду но	1	1
758	недостоверное знание что	1	1
759	аналогичность стиху и	1	1
760	неадекватной его личности	1	1
761	нашествием приводит к	1	1
762	ценнее почестей юности	1	1
763	являются внешние уровни	1	1
764	озвучена например начальные	1	1
765	остающейся в прошлом	1	1
766	речи последний получает	1	1
767	художественности героика не	1	1
768	ничего нельзя не	1	1
769	качестве полноударных слов	1	1
770	миропорядка и означает	1	1
771	ожидания строфа и	1	1
772	цепь мимолетных самоценных	1	1
773	личностную целостность благодаря	1	1
774	если первое может	1	1
775	особенно если говорить	1	1
776	пустоту экзистенциального ничто	1	1
777	также повторы в	1	1
778	к раздвоению лирической	1	1
779	во внешних предписаниях	1	1
780	есть в близости	1	1
781	несводимой ни к	1	1
782	поскольку трагический герой	1	1
783	какому-либо типу так	1	1
784	и его эстетической	1	1
785	с абзацем это	1	1
786	этому я принадлежат	1	1
787	вещи но и	1	1
788	может или пожелает	1	1
789	слиться в единое	1	1
790	композиционно и ритмически	1	1
791	по себе а	1	1
792	в качестве текста	3	1
793	даже его батальной	1	1
794	нести на себе	1	1
795	всякое я уникально	1	1
796	к превратному отражению	1	1
797	фонемах а ударных	1	1
798	знакомее и роднее	1	1
799	так стих звучит	1	1
800	малости неотъемлемый атрибут	1	1
801	по своему коммуникативному	1	1
802	гоголевским майором ковалевым	1	1
803	художественной реальности есть	1	1
804	в шутливом стихотворении	1	1
805	стола и своя	1	1
806	имена в героической	1	1
807	в художественном произведении	1	1
808	личность является таким	1	1
809	тон в первой	1	1
810	объект и адресат	1	1
811	свою душу чем	1	1
812	судьбы внешняя граница	1	1
813	безысходное одиночество трагизма	1	1
814	напоминает сатиру однако	1	1
815	из окна и	1	1
816	краса пушкин невозвратного	1	1
817	учетом сделанных оговорок	1	1
818	творческой воли автора	1	1
819	здоровая порядок фокусирующих	1	1
820	признает никакого миропорядка	1	1
821	словно в шляпной	1	1
822	что по своему	1	1
823	поворот знаменующий крайне	1	1
824	своим законным местом	1	1
825	перестают быть значимыми	1	1
826	лирическим субъектом и	1	1
827	какому-нибудь речевому субъекту	1	1
828	суть маски подвергаемые	1	1
829	произведении искусства это	1	1
830	никак не может	1	1
831	природу естественную смерть	1	1
832	начале текста остается	1	1
833	строке н анаграмму	1	1
834	художественной культуры в	2	1
835	дохудожественное мифологическое сознание	1	1
836	москвы к мужу	1	1
837	начальные звуки соседних	1	1
838	ходом ибо герои	1	1
839	и системы голосов	1	1
840	иных языковых нормативов	1	1
841	к очевидно а	1	1
842	всеми чувствами вся	1	1
843	ценности действительно придется	1	1
844	сверх-я сверхличная заданность	1	1
845	однако с первых	1	1
846	оказывается носительницей внежизненно	1	1
847	я в контексте	1	1
848	развертывании перед духовным	1	1
849	автобиографического героя жития	1	1
850	табу дозволенное посрамление	1	1
851	порой фактически точными	1	1
852	эти взаимодействия образуют	1	1
853	муза оказывается носительницей	1	1
854	ситуацию ритмико-интонационный строй	1	1
855	полагании различного рода	1	1
856	когда лаврецкий самоопределяясь	1	1
857	новелле есть нарушение	1	1
858	стопным ямбом который	1	1
859	достоинства данная модификация	1	1
860	имени дант существенно	1	1
861	патетического утверждения ее	1	1
862	в момент свершения	1	1
863	притчевого типа есть	1	1
864	не тяжело и	1	1
865	семантическим субстратом доминирующего	1	1
866	степени зависим от	1	1
867	от неполноты самореализации	1	1
868	судьба выражает внеличную	1	1
869	для меня эта	1	1
870	лирике ахматовой в	1	1
871	речь выступая под	1	1
872	личности с отвращением	1	1
873	обломках самовластья напишут	1	1
874	взором читателя сводит	1	1
875	стиха по два	1	1
876	своей полноте и	1	1
877	с юмором в	1	1
878	лирическое я изначально	1	1
879	момент неожиданности ожидаемого	1	1
880	культура есть культура	1	1
881	неумолимо приводящего к	1	1
882	сотворивший ее художник	1	1
883	эстетическое отношение вызывают	1	1
884	со словом жизнь	1	1
885	художественности может выступать	1	1
886	мастера и маргариты	2	1
887	личности в жизнесложении	1	1
888	типа как письмо	1	1
889	действительности приобщение к	1	1
890	а ахматовой муза	1	1
891	близости людей заветная	1	1
892	повтор ударного а	1	1
893	муза является к	1	1
894	медитация строки и	1	1
895	со сверхличным олицетворением	1	1
896	второй строфе этот	1	1
897	не миропорядку а	1	1
898	речевых движений текста	1	1
899	еще не составляет	1	1
900	самореализации я в	2	1
901	совершенно исчезает очевидным	1	1
902	речевом потоке оговоримся	1	1
903	ситуация художественного мира	1	1
904	не исполнительницей сверхличного	1	1
905	данная модификация комизма	1	1
906	отделимая от его	1	1
907	должно стремиться христианской	1	1
908	стопе заключительный стих	1	1
909	самом начале текста	1	1
910	психологическую опору элегии	1	1
911	малое личностное я	1	1
912	и отвечает ей	1	1
913	субъектного лирического героя	1	1
914	назван органической сопричастностью	1	1
915	я есть высшая	1	1
916	кульминацией текста но	1	1
917	зрение и не	1	1
918	последовательно осуществлено и	1	1
919	а также употребленных	1	1
920	к индивидуальной жизненной	1	1
921	пиррихия на второй	1	1
922	в коммуникацию не	1	1
923	ее что-то втягивало	1	1
924	риторической позы излагателя	1	1
925	ахматовой в большинстве	1	1
926	гласных ассонанс или	1	1
927	сатирическим несоответствием низкой	1	1
928	я с избытком	1	1
929	художественного произведения фокализации	1	1
930	совпадает с абзацем	1	1
931	опору элегии интроцентрическую	1	1
932	трагизмом однако трагическое	1	1
933	нем отпечатывается и	1	1
934	актуализации д ограничено	1	1
935	ценности миропорядка и	1	1
936	принадлежащие тектоническому ядру	1	1
937	преимуществу ночной хронотоп	1	1
938	предметом целью и	1	1
939	прочная сохраняющаяся сила	1	1
940	молод и потому	1	1
941	служат абзацы далеко	1	1
942	таких случаях обычно	1	1
943	преступления именно потому	1	1
944	перед другом а	1	1
945	слово этого текста	1	1
946	подвержены историческим изменениям	1	1
