N	3gram	Vygotskiy_	Narrotol
164	если бы перед	1	1
165	связи с этой	1	1
166	к тому или	1	1
167	действующих лиц что	1	1
168	в глаза что	1	1
169	хотя она и	1	1
170	мы можем обозначить	1	1
171	ни о каких	1	1
172	в противном случае	1	1
173	дело не с	1	1
174	в противоречие с	2	1
175	стороны может быть	1	1
176	свое отражение в	1	1
177	в зеркале в	1	1
178	мы увидим впоследствии	2	1
179	в мировой литературе	1	1
180	всего тем что	1	1
181	один и тот	1	1
182	этой точки зрения	2	1
183	том или ином	1	1
184	и в самом	15	1
185	еще при жизни	1	1
186	что не только	1	1
187	которые могли бы	1	1
188	одна из них	2	1
189	как и в	1	1
190	не следует понимать	1	1
191	как один из	1	1
192	и не было	1	1
193	вот и все	1	1
194	и целый ряд	1	1
195	быть определена как	1	1
196	той же мере	1	1
197	в то время	4	1
198	которое могло бы	1	1
199	указывает и на	1	1
200	на этот вопрос	1	1
201	это все равно	1	1
202	в один голос	1	1
203	рассказе может быть	1	1
204	несмотря на свою	2	1
205	между тем эта	1	1
206	говорит о своей	1	1
207	все та же	1	1
208	как и на	1	1
209	я не могу	3	1
210	не что иное	1	1
211	ни одна из	1	1
212	и та же	3	1
213	и с точки	1	1
214	и здесь мы	1	1
215	как это обычно	1	1
216	говорит нам о	1	1
217	мы узнаем о	1	1
218	как и все	1	1
219	ответ на этот	1	1
220	как мы видели	2	1
221	тем же самым	1	1
222	жизни и смерти	1	1
223	построена так что	1	1
224	них не может	1	1
225	и как будто	1	1
226	по его словам	2	1
227	может быть определена	1	1
228	мысли и воображения	1	1
229	то время как	3	1
230	этой стороны может	1	1
231	роль не только	1	1
232	в этой фразе	1	1
233	в той степени	2	1
234	с самого начала	10	1
235	самом деле когда	3	1
236	той степени в	1	1
237	том что он	3	1
238	и что в	2	1
239	же как и	1	1
240	этот второй смысл	1	1
241	мы всякий раз	2	1
242	он говорит о	1	1
243	одна и та	2	1
244	она может быть	1	1
245	не оказывается и	1	1
246	том случае если	4	1
247	было бы совершенно	2	1
248	по его мнению	1	1
249	том смысле как	1	1
250	вместо того чтобы	3	1
251	как это делает	1	1
252	и в сердце	1	1
253	то что мы	3	1
254	во второй раз	1	1
255	в основе своей	1	1
256	по контрасту с	1	1
257	в том виде	2	1
258	должен был бы	2	1
259	то же слово	1	1
260	прежде всего тем	1	1
261	с этой точки	2	1
262	мы не можем	2	1
263	в сущности говоря	10	1
264	и это решение	1	1
265	может быть и	1	1
