N	2gram	Vygotskiy_	VelikijI
296	не всегда	2	1
297	в разных	1	1
298	него в	2	1
299	остается непонятным	1	1
300	в нашу	1	1
301	людей как	1	1
302	от всякой	1	1
303	в глазах	1	1
304	о чем	2	1
305	тайны и	2	1
306	с такой	1	1
307	образ в	1	1
308	в ее	7	1
309	и тем	5	1
310	есть один	1	1
311	почему мы	1	1
312	но путь	1	1
313	и уже	2	1
314	сознании и	2	1
315	быть бесконечно	1	1
316	говорит о	4	1
317	нашего времени	1	1
318	как это	8	1
319	от людей	1	1
320	не понимает	2	1
321	тут не	1	1
322	есть еще	1	1
323	искать в	1	1
324	и тут	1	1
325	от этой	2	1
326	мы в	3	1
327	мы все	3	1
328	я вижу	1	1
329	что человек	1	1
330	составные части	1	1
331	и этими	1	1
332	и всегда	2	1
333	за эти	1	1
334	что сделал	1	1
335	в одном	4	1
336	же что	2	1
337	у нас	4	1
338	говорят что	1	1
339	церкви и	1	1
340	о своем	1	1
341	в этой	5	1
342	есть продукт	2	1
343	это слово	1	1
344	в результате	4	1
345	в трех	2	1
346	говорит что	10	1
347	природу человека	1	1
348	в виду	6	1
349	другой стороны	7	1
350	роковым образом	2	1
351	и хотя	1	1
352	нет никакого	1	1
353	я не	1	1
354	против того	2	1
355	его по	1	1
356	и чем	1	1
357	и вновь	2	1
358	но что	3	1
359	как можно	3	1
360	основана на	1	1
361	уже и	2	1
362	в русском	4	1
363	у него	4	1
364	по словам	1	1
365	из нас	2	1
366	не существует	4	1
367	так же	29	1
368	это имеет	3	1
369	тогда как	1	1
370	соединение и	1	1
371	что бы	2	1
372	свободно и	2	1
373	не была	1	1
374	словах как	1	1
375	но с	1	1
376	всего ярче	1	1
377	и самые	1	1
378	в своих	12	1
379	в противоположность	1	1
380	их и	1	1
381	формах в	1	1
382	всего что	1	1
383	мы станем	2	1
384	отказаться от	4	1
385	в разные	2	1
386	нашу эпоху	1	1
387	с другой	7	1
388	на которых	1	1
389	конечно в	1	1
390	в которой	6	1
391	но все	1	1
392	соединенная с	1	1
393	вот что	2	1
394	ее от	4	1
395	и с	5	1
396	и объявили	1	1
397	наших дней	1	1
398	можно вывести	1	1
399	к ним	4	1
400	жизнь в	1	1
401	и говорит	1	1
402	могут и	1	1
403	и опять	1	1
404	каким образом	3	1
405	и права	1	1
406	людей а	2	1
407	отношение к	3	1
408	основанное на	1	1
409	по достоинству	1	1
410	ко всем	1	1
411	на нее	1	1
412	это случилось	1	1
413	реакция на	1	1
414	которого они	1	1
415	известном смысле	1	1
416	знать только	1	1
417	была гораздо	1	1
418	бытия и	1	1
419	места в	1	1
420	то и	2	1
421	и полное	1	1
422	в понимании	1	1
423	но вот	1	1
424	религии и	1	1
425	он так	1	1
426	как стадо	2	1
427	найти в	2	1
428	да это	2	1
429	как мы	2	1
430	ведет к	1	1
431	из всего	1	1
432	в мировом	1	1
433	их к	1	1
434	и до	2	1
435	всякого содержания	1	1
436	от смысла	2	1
437	в процессе	7	1
438	но прежде	1	1
439	близок к	1	1
440	в последних	1	1
441	смысле и	2	1
442	на него	2	1
443	в своем	3	1
444	ни стало	1	1
445	это очень	1	1
446	стороны в	1	1
447	его на	1	1
448	еще и	1	1
449	к жизни	2	1
450	целое и	1	1
451	и от	4	1
452	нам и	2	1
453	за которым	1	1
454	тем чтобы	2	1
455	быть может	2	1
456	мы будем	2	1
457	как она	4	1
458	ничего не	4	1
459	и развитием	1	1
460	истины и	1	1
461	с ними	2	1
462	всегда в	1	1
463	заключается что	1	1
464	все старые	1	1
465	в сознании	6	1
466	и очень	2	1
467	ней и	1	1
468	по крайней	1	1
469	жизнь так	1	1
470	что тот	3	1
471	и так	7	1
472	вместе с	10	1
473	все же	9	1
474	но я	1	1
475	и вместе	2	1
476	и которые	2	1
477	как детскую	1	1
478	как в	17	1
479	этого слова	5	1
480	в которых	5	1
481	жизни в	1	1
482	находится в	1	1
483	значение в	2	1
484	роль в	4	1
485	им в	4	1
486	можно ли	2	1
487	бы ни	2	1
488	мы так	1	1
489	себя и	3	1
490	и по	7	1
491	человеке и	1	1
492	и могут	1	1
493	и эта	1	1
494	к этому	5	1
495	и частей	1	1
496	в их	4	1
497	этом нет	1	1
498	который был	1	1
499	отказавшись от	1	1
500	который я	1	1
501	это в	4	1
502	если исключить	1	1
503	только несколько	1	1
504	так легко	1	1
505	нет что	1	1
506	не сумеет	1	1
507	думают что	2	1
508	в двух	1	1
509	сравнению с	3	1
510	мира и	1	1
511	для чего	1	1
512	конце концов	6	1
513	зависимости от	7	1
514	поскольку он	2	1
515	в другие	1	1
516	в известном	2	1
517	таким же	1	1
518	себе и	2	1
519	искусстве но	1	1
520	жил и	1	1
521	наш мир	1	1
522	стать в	1	1
523	в целом	8	1
524	крайней мере	1	1
525	жизни не	1	1
526	и ее	4	1
527	вовсе не	7	1
528	уже упрек	1	1
529	но к	3	1
530	что на	4	1
531	людей с	2	1
532	жизни с	4	1
533	есть не	6	1
534	не ведая	1	1
535	на составные	1	1
536	в искусстве	24	1
537	было написано	1	1
538	д и	1	1
539	мы указывали	1	1
540	и нет	2	1
541	бы в	3	1
542	бесконечного содержания	1	1
543	человеческую жизнь	1	1
544	времени по	1	1
545	к нему	3	1
546	а потом	1	1
