N	2gram	Bakhtin_Pr	VeschiIm
203	должны быть	3	6
204	одно и	1	6
205	можно было	3	6
206	этот вопрос	4	6
207	как мы	13	6
208	бытия и	1	6
209	жизни и	3	6
210	тех или	1	6
211	независимо от	1	6
212	ведь и	4	6
213	и все	6	6
214	никогда не	11	6
215	все что	4	5
216	как это	1	5
217	в настоящем	2	5
218	один из	3	5
219	на себе	3	5
220	и здесь	6	5
221	как к	3	5
222	тогда когда	1	5
223	мысли и	6	5
224	подобно тому	3	5
225	в жизни	5	5
226	ничем не	1	5
227	вместе с	1	5
228	да и	2	5
229	себе в	1	5
230	в свою	1	5
231	и если	2	5
232	быть не	1	5
233	и когда	1	5
234	ее с	2	5
235	свою очередь	1	5
236	собою и	1	5
237	вообще и	1	5
238	нет и	1	5
239	о смысле	1	5
240	точка зрения	13	5
241	того же	3	5
242	только не	2	5
243	во всех	4	5
244	мы видим	3	5
245	что у	2	5
246	и мы	2	5
247	в его	30	5
248	хотя и	5	5
249	если есть	1	5
250	как можно	2	5
251	мы находим	1	5
252	от всех	1	5
253	в которой	2	5
254	на себя	4	5
255	то это	3	5
256	мы ее	2	5
257	е не	2	5
258	или что	1	5
259	об этом	3	5
260	должен быть	1	5
261	кроме того	5	5
262	в мысли	1	5
263	имеет смысл	1	5
264	тому как	3	5
265	мы должны	3	5
266	быть и	2	5
267	если же	7	5
268	или как	8	5
269	на это	1	5
270	что для	2	5
271	же это	1	5
272	для этого	3	5
273	в чисто	3	5
274	в особенности	1	4
275	и от	3	4
276	собственном смысле	1	4
277	образом и	4	4
278	переходит в	1	4
279	еще более	2	4
280	с самим	3	4
281	сам по	2	4
282	более или	4	4
283	этой точки	2	4
284	есть в	2	4
285	есть или	1	4
286	если это	1	4
287	она является	2	4
288	то время	2	4
289	смысл ее	1	4
290	его на	2	4
291	с ними	2	4
292	с этим	3	4
293	во всяком	7	4
294	его и	3	4
295	не существует	1	4
296	социальной действительности	1	4
297	в основе	4	4
298	в котором	7	4
299	того чтобы	2	4
300	так чтобы	7	4
301	но то	1	4
302	есть прежде	1	4
303	я называю	1	4
304	вы говорите	1	4
305	о них	1	4
306	отношении к	5	4
307	же время	13	4
308	так же	8	4
309	только это	1	4
310	точке зрения	3	4
311	так то	1	4
312	и еще	2	4
313	она может	2	4
314	ее как	4	4
315	на него	6	4
316	находится в	2	4
317	что все	2	4
318	слово и	9	4
319	что именно	1	4
320	а следовательно	2	4
321	нею и	2	4
322	чисто смысловой	1	4
323	тот же	2	4
324	не то	1	4
325	то в	2	4
326	может не	1	4
327	и вот	1	4
328	к себе	6	4
329	в качестве	1	4
330	это я	2	4
331	себя самого	3	4
332	так и	8	4
333	и сама	2	4
334	значит не	1	4
335	же не	4	4
336	в их	6	4
337	однако не	3	4
338	и притом	1	4
339	и чисто	1	4
340	и эта	2	4
341	в конце	8	4
342	время как	2	4
343	и оно	1	4
344	или менее	4	4
345	и у	3	4
346	мы можем	1	4
347	на этом	2	4
348	не было	5	4
349	что вы	1	4
350	себе то	1	4
351	он не	14	4
352	оно и	2	4
353	но только	1	4
354	и сам	6	4
355	только то	3	4
356	в этой	5	4
357	отношение к	4	4
358	и о	7	4
359	это совершенно	1	4
360	и чем	1	4
361	само по	4	4
362	и самое	4	3
363	только что	1	3
364	на ее	1	3
365	была бы	5	3
366	случае не	1	3
367	она уже	1	3
368	к смысловой	1	3
369	из которых	3	3
370	другой стороны	6	3
371	и само	2	3
372	себе не	2	3
373	в своих	4	3
374	сами по	4	3
375	если не	1	3
376	но все	6	3
377	заключается в	1	3
378	из самых	1	3
379	себя как	3	3
380	сущности не	1	3
381	отношения к	5	3
382	в собственном	1	3
383	как личность	1	3
384	как в	7	3
385	не имеет	2	3
386	от его	1	3
387	он есть	6	3
388	образ действительности	2	3
389	явлений и	1	3
390	с явлением	1	3
391	к тому	4	3
392	чем бы	1	3
393	перед нами	12	3
394	от этого	2	3
395	и нет	6	3
396	но оно	1	3
397	действительности в	1	3
398	перестает быть	4	3
399	именно тем	1	3
400	к другой	1	3
401	для всякой	1	3
402	принципиально не	1	3
403	но даже	1	3
404	одной стороны	1	3
405	это все	1	3
406	вот почему	1	3
407	у меня	6	3
408	из его	3	3
409	другой вопрос	1	3
410	с которой	2	3
411	только один	1	3
412	явления но	1	3
413	мыслить и	2	3
414	только на	3	3
415	чтобы она	1	3
416	превращается в	5	3
417	а только	1	3
418	в истории	2	3
419	тогда как	1	3
420	и во	3	3
421	же они	1	3
422	но именно	3	3
423	есть конечно	4	3
424	не все	1	3
425	только с	1	3
426	нельзя сказать	2	3
427	не мог	1	3
428	вопроса о	1	3
429	в самой	9	3
430	в другом	3	3
431	к нему	11	3
432	и всякий	1	3
433	что ему	1	3
434	явления как	1	3
435	с одной	1	3
436	он становится	1	3
437	то мы	1	3
438	нет это	1	3
439	у него	11	3
440	но он	4	3
441	себе что	2	3
442	или в	7	3
443	и образ	1	3
444	по существу	6	3
445	вот это	2	3
446	чтобы быть	1	3
447	и она	1	3
448	же как	2	3
449	и понимания	4	3
450	но уже	1	3
451	не нужно	2	3
452	а так	1	3
453	две вещи	1	3
454	той или	1	3
455	ему не	2	3
456	этих двух	1	3
457	к одному	7	3
458	но можно	1	3
459	выражение в	6	3
460	но как	4	3
461	и эти	1	3
462	а с	2	3
463	от бытия	1	3
464	мы уже	4	3
465	существенного и	1	3
466	только их	1	3
467	в частности	1	3
468	но она	1	3
469	это однако	1	3
470	стало быть	1	3
471	что из	2	3
472	человека и	2	3
473	для того	1	3
474	могла бы	1	3
475	я в	2	3
476	однако в	3	3
477	мы будем	2	3
478	все еще	2	3
479	бы ни	3	3
480	оно может	2	3
481	быть совершенно	1	3
482	может и	1	3
483	в целом	8	3
484	я сам	1	3
485	мы видели	1	3
486	не к	1	3
487	к другому	6	3
488	а я	1	3
489	во всем	1	2
490	и к	5	2
491	от нее	2	2
492	не так	1	2
493	мы подходим	1	2
494	и другие	1	2
495	является в	2	2
496	а потому	2	2
497	во втором	1	2
498	и уже	3	2
499	которая была	1	2
500	и мира	1	2
501	и на	16	2
502	вне себя	1	2
503	полную независимость	1	2
504	же и	5	2
505	то есть	3	2
506	тех кто	1	2
507	связан с	1	2
508	или иных	1	2
509	тому что	3	2
510	и совершенно	1	2
511	о чем	1	2
512	нужно сказать	1	2
513	мне и	1	2
514	не как	20	2
515	а затем	1	2
516	поэтому в	3	2
517	говорите что	1	2
518	и слов	1	2
519	одно из	2	2
520	в связи	1	2
521	не столько	1	2
522	подходит к	2	2
523	с собой	3	2
524	не на	7	2
525	не вещь	1	2
526	поэтому и	4	2
527	все то	5	2
528	конечно и	3	2
529	в первом	2	2
530	от одного	2	2
531	есть лишь	1	2
532	чтобы не	1	2
533	с ней	1	2
534	сходство и	1	2
535	следовательно в	1	2
536	по природе	2	2
537	в россии	2	2
538	существенно и	3	2
539	именно в	5	2
540	но самое	1	2
541	том или	2	2
542	и они	2	2
543	как не	9	2
544	к его	1	2
545	возможности и	1	2
546	быть понято	1	2
547	и так	2	2
548	в одно	4	2
549	в слове	3	2
550	где она	1	2
551	приводит к	8	2
552	о котором	1	2
553	они как	1	2
554	в это	1	2
555	знает что	2	2
556	на их	2	2
557	сразу и	1	2
558	говорили что	1	2
559	а что	5	2
560	надо быть	1	2
561	то он	3	2
562	на этой	1	2
563	тем или	2	2
564	совершенно в	1	2
565	или другим	1	2
566	своей собственной	1	2
567	он только	2	2
568	силы и	1	2
569	действительности как	1	2
570	тип не	1	2
571	только как	2	2
572	ничто не	1	2
573	но эти	4	2
574	это только	1	2
575	но лишь	1	2
576	из самого	2	2
577	что если	3	2
578	со всей	1	2
579	но они	2	2
580	очень хорошо	1	2
581	себе и	5	2
582	не обязательно	1	2
583	конечно не	4	2
584	же вы	1	2
585	еще один	1	2
586	не я	1	2
587	на две	1	2
588	в данной	1	2
589	между собой	2	2
590	тем же	3	2
591	же она	2	2
592	первый тип	1	2
593	то она	1	2
594	и относится	1	2
595	бы сказать	2	2
596	исходит из	1	2
597	in der	1	2
598	здесь не	7	2
599	не стоит	1	2
600	с его	11	2
601	он сам	5	2
602	реальность и	1	2
603	к этому	1	2
604	друг с	4	2
605	всяком случае	4	2
606	у них	1	2
607	к этим	2	2
608	не из	3	2
609	в особом	4	2
610	образ в	2	2
611	образы и	1	2
612	бы его	1	2
613	точку зрения	7	2
614	едва ли	1	2
615	к учению	1	2
616	меня не	1	2
617	той же	8	2
618	воздерживается от	2	2
619	ее и	1	2
620	но на	3	2
621	в более	1	2
622	него как	3	2
623	образа с	1	2
624	по преимуществу	2	2
625	диалектика и	1	2
626	в научной	1	2
627	она и	1	2
628	смысл может	1	2
629	данном случае	2	2
630	на вопрос	2	2
631	но из	1	2
632	ничего это	1	2
633	ее на	1	2
634	первом случае	1	2
635	зависит от	1	2
636	и заставляет	1	2
637	уже в	5	2
638	есть у	1	2
639	на столе	1	2
640	другое и	1	2
641	в состоянии	1	2
642	получает в	1	2
643	действительность а	1	2
644	есть его	1	2
645	для всего	1	2
646	к истории	1	2
647	так в	1	2
648	этом отношении	3	2
649	он и	8	2
650	которого я	1	2
651	в воздухе	1	2
652	для нас	2	2
653	при чем	3	2
654	сознания и	8	2
655	слово в	10	2
656	не знаем	1	2
657	и человек	2	2
658	существует только	1	2
659	затем и	1	2
660	связи с	3	2
661	ни тем	1	2
662	бы к	2	2
663	просто как	1	2
664	не о	3	2
665	к чему	1	2
666	установки и	2	2
667	в виду	3	2
668	но эта	5	2
669	на нее	1	2
670	же по	1	2
671	в бытии	1	2
672	выражением и	1	2
673	бытия в	3	2
674	в сферу	1	2
675	но ведь	3	2
676	но зато	2	2
677	учение о	1	2
678	является не	2	2
679	следовательно и	3	2
680	и со	4	2
681	того и	4	2
682	зрения и	5	2
683	предмету и	1	2
684	один и	1	2
685	о которых	1	2
686	в существенном	1	2
687	это было	1	2
688	же касается	1	2
689	как принцип	1	2
690	с другом	3	2
691	раз в	1	2
692	это тоже	1	2
693	раз и	6	2
694	но к	1	2
695	до последней	1	2
696	проявляется и	2	2
697	она только	2	2
698	не был	2	2
699	выражение и	1	2
700	здесь как	1	2
701	человека в	8	2
702	для его	4	2
703	и быть	1	2
704	но с	4	2
705	только к	1	2
706	в полной	1	2
707	е если	1	2
708	жизнь и	1	2
709	он говорит	2	2
710	он ничего	2	2
711	привело бы	1	2
712	именно потому	2	2
713	ту же	2	2
714	части и	1	2
715	когда он	2	2
716	я бы	1	2
717	и та	1	2
718	совершенно невозможно	1	2
719	как он	3	2
720	в начале	1	2
721	стороны и	4	2
722	этом смысле	12	2
723	человека по	2	2
724	далеко не	7	2
725	лишь как	9	2
726	личность как	1	2
727	идею и	1	2
728	но тут	1	2
729	признать что	1	2
730	она была	1	2
731	меняется и	1	2
732	а вы	1	2
733	знает и	1	2
734	истории и	1	2
735	подходим к	1	2
736	и вне	1	2
737	это вовсе	2	2
738	они тоже	1	2
739	та или	1	2
740	его как	5	2
741	или другом	2	2
742	действительности не	2	2
743	для такого	1	2
744	слова в	12	2
745	абстрактный момент	1	2
746	в первой	3	2
747	ярко в	1	2
748	отождествляется с	1	2
749	что о	1	2
750	говорить об	1	2
751	если они	1	2
752	же мы	1	2
753	как будто	4	2
754	конце концов	7	2
755	сущности есть	1	2
756	себе как	2	2
757	но для	3	2
758	мы сказали	3	2
759	сливаются в	1	2
760	что на	1	2
761	самим собою	3	2
762	степени и	1	2
763	но потому	2	1
764	что было	6	1
765	und sein	1	1
766	в категории	2	1
767	было так	1	1
768	нет а	1	1
769	слова это	1	1
770	двумя разными	1	1
771	однако и	1	1
772	самого все	1	1
773	личности это	1	1
774	до сих	9	1
775	от несущественного	1	1
776	него только	1	1
777	его нет	1	1
778	трактует в	1	1
779	к иному	1	1
780	та же	1	1
781	мы и	2	1
782	зрения на	8	1
783	этого в	1	1
784	что касается	1	1
785	они и	1	1
786	и очень	1	1
787	как таковой	2	1
788	на эти	1	1
789	что этим	1	1
790	построение не	1	1
791	если в	1	1
792	на западе	2	1
793	к этой	1	1
794	жизни а	3	1
795	которая в	1	1
796	в основном	2	1
797	почти не	3	1
798	своего собственного	1	1
799	как существенный	1	1
800	теперь что	1	1
801	в языке	1	1
802	его с	1	1
803	он берет	1	1
804	которых мы	1	1
805	был бы	6	1
806	важно для	1	1
807	ним и	3	1
808	слово для	1	1
809	определенный образ	1	1
810	из таких	1	1
811	оно было	1	1
812	именно к	2	1
813	теперь в	1	1
814	образа и	1	1
815	и менее	1	1
816	дана как	3	1
817	даже в	6	1
818	из всех	1	1
819	эта новая	1	1
820	они уже	3	1
821	этот материал	1	1
822	свою мысль	1	1
823	поставить и	1	1
824	строго говоря	1	1
825	они только	1	1
826	анализа слова	1	1
827	человек есть	1	1
828	какой бы	2	1
829	мы замечаем	2	1
830	правда это	2	1
831	человеческом я	1	1
832	представим себе	2	1
833	же нам	2	1
834	этот принцип	3	1
835	и духовное	1	1
836	и является	2	1
837	типов и	4	1
838	не хочет	3	1
839	выражения или	1	1
840	бы вбирает	1	1
841	впрочем и	1	1
842	социальной жизни	2	1
843	пусть они	1	1
844	единым и	1	1
845	от другого	1	1
846	ни под	1	1
847	себя т	1	1
848	нами в	3	1
849	я все	1	1
850	но чтобы	1	1
851	мы даем	2	1
852	в живом	1	1
853	в условность	1	1
854	него нет	3	1
855	всего она	1	1
856	же эти	1	1
857	думаем что	1	1
858	же основной	2	1
859	со всеми	2	1
860	в них	5	1
861	зрения этого	1	1
862	есть а	2	1
863	очень легко	1	1
864	должен был	1	1
865	и самая	2	1
866	другой здесь	1	1
867	в духе	4	1
868	берет его	1	1
869	вместо того	1	1
870	здесь мы	4	1
871	он остается	1	1
872	нами уже	2	1
873	находим у	1	1
874	из двух	1	1
875	и единство	3	1
876	имеет значение	2	1
877	с таким	1	1
878	их и	2	1
879	его собственная	1	1
880	и тонкости	1	1
881	та точка	1	1
882	это положение	1	1
883	о самом	2	1
884	всякой социальной	1	1
885	и полное	1	1
886	идея может	4	1
887	форму и	1	1
888	динамика и	1	1
889	иначе как	1	1
890	границу между	1	1
891	вы мне	1	1
892	тут уже	1	1
893	же самый	1	1
894	и действительно	1	1
895	к другим	1	1
896	героев и	4	1
897	я же	1	1
898	можно назвать	1	1
899	к которым	1	1
900	и должен	1	1
901	соответствующим образом	1	1
902	уже нет	1	1
903	эти явления	1	1
904	устойчивое и	1	1
905	именно и	3	1
906	образом между	1	1
907	к самому	2	1
908	как момент	1	1
909	может стать	5	1
910	духа в	1	1
911	а именно	2	1
912	знаете что	1	1
913	мы но	1	1
914	имеет под	1	1
915	в которых	4	1
916	на своего	1	1
917	это мое	1	1
918	в словах	4	1
919	будет все	2	1
920	только себя	1	1
921	сознания вообще	4	1
922	чисто смысловое	1	1
923	по этим	1	1
924	но у	4	1
925	ли он	1	1
926	собою в	1	1
927	зависимости от	5	1
928	этот образ	1	1
929	говорит только	1	1
930	эта внутренняя	1	1
931	из которого	1	1
932	мир и	5	1
933	свою собственную	1	1
934	отсюда вытекает	1	1
935	ничего общего	1	1
936	смысле это	1	1
937	на первый	1	1
938	диалога не	1	1
939	потому она	1	1
940	в аспекте	1	1
941	совершенно безразлично	1	1
942	к той	1	1
943	который и	1	1
944	также что	1	1
945	второй тип	1	1
946	такое положение	1	1
947	бы о	1	1
948	понимает и	1	1
949	литературы и	1	1
950	и резко	1	1
951	без труда	1	1
952	может стремиться	1	1
953	понятно что	2	1
954	наконец и	1	1
955	было не	1	1
956	которые не	1	1
957	восприятия и	1	1
958	во все	2	1
959	перейти в	1	1
960	не видеть	1	1
961	и всех	1	1
962	мы переходим	2	1
963	где нет	1	1
964	не могли	1	1
965	можно не	1	1
966	бы с	2	1
967	что этот	2	1
968	ясно и	1	1
969	очень важное	1	1
970	тут надо	1	1
971	что каждая	1	1
972	нет ибо	1	1
973	сам и	2	1
974	вся новая	1	1
975	тогда я	1	1
976	ибо не	3	1
977	что всякое	1	1
978	случае и	1	1
979	наиболее существенных	1	1
980	и социальной	1	1
981	внутренняя жизнь	1	1
982	и каждое	1	1
983	в противоположность	2	1
984	мы его	2	1
985	таковы что	1	1
986	слепым и	1	1
987	наконец в	4	1
988	выходит из	1	1
989	сравнение с	1	1
990	искусства и	1	1
991	ничего а	1	1
992	пределах самого	1	1
993	не всегда	2	1
994	или между	1	1
995	человека от	1	1
996	своей индивидуальной	1	1
997	этот третий	1	1
998	неизбежно приходит	1	1
999	результате такого	2	1
1000	сознание в	3	1
1001	его изображение	1	1
1002	но вся	1	1
1003	вид что	1	1
1004	не раз	2	1
1005	остается только	1	1
1006	е для	1	1
1007	лишь в	4	1
1008	между двумя	1	1
1009	но может	1	1
1010	именно на	3	1
1011	из своего	3	1
1012	значение для	3	1
1013	идея не	1	1
1014	я для	2	1
1015	каждое слово	1	1
1016	слов и	2	1
1017	и идеи	2	1
1018	говорят что	1	1
1019	в различных	3	1
1020	объединения и	1	1
1021	существу своему	1	1
1022	и наиболее	1	1
1023	ни одного	3	1
1024	нужно быть	2	1
1025	времени и	2	1
1026	его значение	1	1
1027	уже и	2	1
1028	что еще	1	1
1029	же если	1	1
1030	от той	1	1
1031	он их	1	1
1032	перед глазами	1	1
1033	даже с	1	1
1034	является как	2	1
1035	до того	1	1
1036	же тут	2	1
1037	которое его	1	1
1038	им в	1	1
1039	она все	1	1
1040	вы это	1	1
1041	всего этого	2	1
1042	при этом	8	1
1043	но этот	1	1
1044	всегда и	1	1
1045	формы но	1	1
1046	на ней	2	1
1047	до самого	1	1
1048	потому и	1	1
1049	ему угодно	1	1
1050	лишь одна	1	1
1051	единство и	1	1
1052	вещь а	1	1
1053	действительности если	1	1
1054	явления так	1	1
1055	и там	1	1
1056	в отличие	4	1
1057	можно найти	1	1
1058	философия в	1	1
1059	слова я	1	1
1060	и правда	1	1
1061	событий в	1	1
1062	вы в	1	1
1063	и многих	1	1
1064	жизни как	1	1
1065	него не	4	1
1066	он все	3	1
1067	они должны	1	1
1068	с большим	1	1
1069	ибо опровержение	1	1
1070	существенен для	1	1
1071	подошли к	2	1
1072	одной очень	1	1
1073	одной из	1	1
1074	совершенно особая	1	1
1075	в самое	1	1
1076	за пределами	2	1
1077	к которому	2	1
1078	эти вопросы	1	1
1079	мы конечно	1	1
1080	то чем	3	1
1081	ряд самостоятельных	1	1
1082	будем говорить	1	1
1083	только при	1	1
1084	слова он	2	1
1085	нигде не	1	1
1086	сих пор	9	1
1087	все время	3	1
1088	том же	4	1
1089	все новые	1	1
1090	в сознании	3	1
1091	на этот	4	1
1092	мысли но	1	1
1093	на ряд	2	1
1094	просто на	1	1
1095	как во	2	1
1096	иначе и	2	1
1097	этого диалога	1	1
1098	они эти	1	1
1099	деле в	1	1
1100	смысла не	1	1
1101	то здесь	1	1
1102	собою а	2	1
1103	по поводу	1	1
1104	тут что-нибудь	2	1
1105	от себя	1	1
1106	не видит	1	1
1107	как тут	1	1
1108	самим по	1	1
1109	выходя из	1	1
1110	его своим	1	1
1111	на котором	3	1
1112	на этих	1	1
1113	именно этот	1	1
1114	бы это	1	1
1115	ее всегда	1	1
1116	из этих	3	1
1117	последнего слова	1	1
1118	же он	1	1
1119	у вас	2	1
1120	к полному	1	1
1121	в едином	4	1
1122	они могут	4	1
1123	принцип единства	1	1
1124	жизни человек	1	1
1125	жизни не	2	1
1126	этот основной	1	1
1127	понятий суждений	1	1
1128	они вовсе	1	1
1129	последнего времени	1	1
1130	другого и	1	1
1131	смысле как	1	1
1132	его можно	2	1
1133	из этой	1	1
1134	он должен	2	1
1135	изменения в	1	1
1136	его ум	1	1
1137	эта лежит	1	1
1138	заставляет его	3	1
1139	не слово	2	1
1140	самого последнего	1	1
1141	новые и	1	1
1142	и весь	1	1
1143	вполне и	1	1
1144	уже здесь	1	1
1145	что-нибудь такое	2	1
1146	ум и	1	1
1147	этом случае	1	1
1148	не при	1	1
1149	тут есть	1	1
1150	ответ на	1	1
1151	его внутреннего	1	1
1152	то они	2	1
1153	этот термин	1	1
1154	остро и	1	1
1155	и он	5	1
1156	различны в	1	1
1157	даже когда	1	1
1158	на какой-то	1	1
1159	значение в	2	1
1160	то оно	2	1
1161	мышления и	1	1
1162	трактуется в	1	1
1163	как две	1	1
1164	нет ни	2	1
1165	они не	5	1
1166	как нам	3	1
1167	вы не	1	1
1168	она так	2	1
1169	личность же	1	1
1170	в обеих	1	1
1171	и говорить	2	1
1172	в основу	1	1
1173	голоса в	3	1
1174	на том	2	1
1175	слово а	2	1
1176	какой-то другой	1	1
1177	в окружающем	1	1
1178	он как	1	1
1179	мы знаем	1	1
1180	что сама	1	1
1181	и дано	1	1
1182	или они	1	1
1183	все внешнее	1	1
1184	всех возможных	4	1
1185	на что	1	1
1186	ведь они	2	1
1187	находиться в	3	1
1188	то для	1	1
1189	ничего кроме	1	1
1190	на одно	1	1
1191	него самого	2	1
1192	на непосредственный	1	1
1193	к очень	1	1
1194	этом он	1	1
1195	что так	2	1
1196	о нем	15	1
1197	что с	1	1
1198	которая заставляет	1	1
1199	знаю что	4	1
1200	нами как	1	1
1201	ее в	3	1
1202	где он	1	1
1203	лиц и	1	1
1204	е уже	1	1
1205	и всегда	2	1
1206	указание на	1	1
1207	даже если	1	1
1208	для своего	2	1
1209	категории а	1	1
1210	на самом	5	1
1211	одному и	1	1
1212	что каждый	1	1
1213	слова что	2	1
1214	и сердца	1	1
1215	силу и	1	1
1216	чем он	1	1
1217	совершенно новое	2	1
1218	не больше	1	1
1219	смысле этого	1	1
1220	с их	7	1
1221	быть или	2	1
1222	по этому	1	1
1223	и всякой	1	1
1224	разумеется все	1	1
1225	вокруг себя	1	1
1226	поэтому не	2	1
1227	лежит в	2	1
1228	действительности или	1	1
1229	тому же	2	1
1230	установка по	1	1
1231	видит в	1	1
1232	только он	2	1
1233	а на	1	1
1234	который делает	1	1
1235	чем в	3	1
1236	словом в	4	1
1237	это свое	1	1
1238	нужно иметь	1	1
1239	самостоятельным и	1	1
1240	себе но	2	1
1241	такое понимание	1	1
1242	а за	3	1
1243	я которое	1	1
1244	прежде чем	1	1
1245	в общем	1	1
1246	слово или	2	1
1247	сознания не	4	1
1248	для историка	1	1
1249	да так	2	1
1250	себя а	1	1
1251	это третье	1	1
1252	как его	4	1
1253	это сравнение	1	1
1254	а уж	1	1
1255	вместить в	1	1
1256	логика и	1	1
1257	сознания но	2	1
1258	дано в	3	1
1259	из своих	1	1
1260	в таком	3	1
1261	что их	1	1
1262	или иная	1	1
1263	это слово	6	1
1264	между этими	1	1
1265	следовательно что	2	1
1266	в стороне	1	1
1267	в какой	2	1
1268	слово какое	1	1
1269	лишь на	5	1
1270	такова что	1	1
1271	эти три	1	1
1272	не вытекает	1	1
1273	переходим к	4	1
1274	по одному	1	1
1275	если и	1	1
1276	может только	1	1
1277	собою т	1	1
1278	мы выставили	1	1
1279	не она	2	1
1280	не существенно	2	1
1281	в этих	5	1
1282	образ или	1	1
1283	этого слова	3	1
1284	их может	1	1
1285	ли не	1	1
1286	им совершенно	1	1
1287	на одном	1	1
1288	данного типа	1	1
1289	словом как	3	1
1290	не могут	10	1
1291	но сущность	1	1
1292	как таковые	1	1
1293	в новом	1	1
1294	третьего не	1	1
1295	предмета но	1	1
1296	или обращение	1	1
1297	к мысли	1	1
1298	она отвечает	1	1
1299	бы совершенно	1	1
1300	говорит об	1	1
1301	могло бы	1	1
1302	что как	2	1
1303	в других	2	1
1304	к фактам	1	1
1305	целое не	1	1
1306	своем существе	1	1
1307	чтобы его	1	1
1308	но конечно	1	1
1309	сознанию и	1	1
1310	не объяснять	1	1
1311	и по	1	1
1312	и мир	1	1
1313	что та	1	1
1314	которая как	3	1
1315	но со	1	1
1316	бы сразу	1	1
1317	качеств и	1	1
