N	2gram	Voloshinov	NovoeSre
252	а на	2	1
253	особого рода	1	1
254	не их	1	1
255	значение и	1	1
256	в этой	4	1
257	а во-вторых	1	1
258	к чему	1	1
259	и еще	1	1
260	жизнь в	1	1
261	что его	1	1
262	как на	1	1
263	так называемый	2	1
264	оно есть	1	1
265	оно же	1	1
266	менее всего	1	1
267	быть только	1	1
268	что не	2	1
269	не осталось	1	1
270	в глубине	1	1
271	и культурный	1	1
272	только одна	1	1
273	необходимость и	2	1
274	социальные и	1	1
275	но нет	1	1
276	времени не	1	1
277	в конце	1	1
278	те формы	1	1
279	вообще не	2	1
280	так как	4	1
281	процессы в	1	1
282	вся культура	3	1
283	характер и	1	1
284	для сознания	3	1
285	как я	1	1
286	метода и	2	1
287	чего оно	1	1
288	сих пор	3	1
289	что он	2	1
290	и она	3	1
291	их в	3	1
292	он может	1	1
293	большинстве случаев	3	1
294	всю жизнь	2	1
295	не начало	1	1
296	в атмосфере	1	1
297	что мы	2	1
298	и жизни	1	1
299	человека на	1	1
300	в этих	3	1
301	в период	1	1
302	том смысле	1	1
303	в истинном	1	1
304	но если	1	1
305	приводит к	1	1
306	только для	5	1
307	на место	1	1
308	в области	3	1
309	жизни мы	1	1
310	нуждается в	5	1
311	с ним	2	1
312	и только	9	1
313	человек не	1	1
314	от всех	1	1
315	существенным моментом	1	1
316	всяком случае	3	1
317	и оно	3	1
318	зависимости от	1	1
319	во время	3	1
320	того же	2	1
321	не случайно	1	1
322	в чем	5	1
323	в каком	2	1
324	собрать в	1	1
325	не был	1	1
326	и его	8	1
327	в эту	1	1
328	и особенно	1	1
329	свою противоположность	1	1
330	основе их	1	1
331	одного и	1	1
332	на это	1	1
333	скрывается в	1	1
334	связано с	1	1
335	от этого	1	1
336	себя и	2	1
337	к нему	1	1
338	на них	2	1
