N	2gram	Propp_Isto	OGranits
104	в том	14	2
105	полном соответствии	1	2
106	с этой	7	2
107	что эта	1	2
108	в тех	8	2
109	вслед за	2	2
110	другой стороны	17	2
111	во времени	1	2
112	но так	4	2
113	от этого	2	2
114	так же	6	2
115	думать что	3	2
116	в них	4	2
117	а в	12	2
118	связанных с	1	2
119	если бы	3	2
120	мы понимаем	1	2
121	от всех	2	2
122	в ряд	3	2
123	от своего	2	2
124	а также	2	2
125	в книге	5	2
126	соответствии с	1	2
127	но одно	1	2
128	еще в	3	2
129	в ней	4	2
130	тем что	11	2
131	и др	4	2
132	могут быть	3	2
133	вовсе не	6	2
134	в действительности	2	2
135	его на	2	2
136	учение о	1	2
137	в связи	3	2
138	в зависимости	3	2
139	во всей	1	2
140	с ними	2	2
141	все эти	8	2
142	с другой	20	2
143	как в	17	2
144	не менее	5	2
145	не имеет	6	2
146	там где	7	2
147	том что	18	2
148	в нем	12	2
149	уже в	4	2
150	языка но	1	2
151	зависимости от	4	2
152	не мог	1	2
153	а не	9	2
154	в чем	5	2
155	в целом	2	2
156	пути к	1	2
157	и ее	6	2
158	тот же	2	2
159	подойти к	1	2
160	к тому	4	2
161	есть не	1	2
162	кажется что	7	2
163	бы в	1	2
164	в дальнейшем	3	1
165	в особенности	2	1
166	его к	2	1
167	в некоторых	2	1
168	всего в	1	1
169	себе в	3	1
170	и наоборот	2	1
171	который является	1	1
172	но такой	1	1
173	и оба	1	1
174	уже сам	1	1
175	находятся в	1	1
176	то он	2	1
177	несомненно что	1	1
178	ее и	2	1
179	еще тем	1	1
180	находит свое	1	1
181	от более	1	1
182	еще одну	1	1
183	это конечно	2	1
184	и других	2	1
185	у такого	1	1
186	и он	8	1
187	один из	7	1
188	как ни	1	1
189	можно установить	1	1
190	и здесь	13	1
191	образом мы	4	1
192	приближается к	1	1
193	то это	7	1
194	она и	3	1
195	отличие от	1	1
196	вопрос о	6	1
197	понимании этого	1	1
198	что мы	3	1
199	они не	4	1
200	которую мы	2	1
201	строя и	2	1
202	языке и	1	1
203	на нем	1	1
204	не имеют	3	1
205	только что	1	1
206	может принять	1	1
207	даже и	1	1
208	же объясняется	2	1
209	ее на	5	1
210	можем установить	2	1
211	которые не	2	1
212	глаз и	1	1
213	указать на	1	1
214	должно быть	1	1
215	на три	1	1
216	того как	5	1
217	там нет	1	1
218	если он	5	1
219	объясняется что	4	1
220	отсюда и	1	1
221	которой он	3	1
222	за исключением	1	1
223	не могу	2	1
224	и вот	2	1
225	говоря и	1	1
226	на том	10	1
227	другими словами	3	1
228	не имеющие	1	1
229	но при	2	1
230	эти слова	1	1
231	более или	3	1
232	может идти	2	1
233	теперь мы	1	1
234	здесь она	1	1
235	потому что	13	1
236	должны быть	4	1
237	но даже	1	1
238	того чтобы	1	1
239	и если	4	1
240	же как	6	1
241	автора и	1	1
242	бы мы	1	1
243	ту или	1	1
244	и более	2	1
245	ждет еще	1	1
246	мы имеем	27	1
247	и у	3	1
248	не должно	1	1
249	ту же	3	1
250	уже у	1	1
251	для того	2	1
252	совсем не	1	1
253	тому что	2	1
254	стиль в	1	1
255	которые и	1	1
256	его за	2	1
257	под ним	1	1
258	и должна	1	1
259	которых он	2	1
260	он и	3	1
261	нам могут	1	1
262	главное и	1	1
263	вне этого	1	1
264	путем сопоставления	1	1
265	важна не	3	1
266	его и	1	1
267	не всегда	6	1
268	в своем	3	1
269	в разных	1	1
270	и тогда	1	1
271	наблюдения над	1	1
272	этот момент	1	1
273	однако этот	1	1
274	еще мало	1	1
275	эту связь	1	1
276	тем как	1	1
277	должны перейти	1	1
278	две формы	2	1
279	связанное с	1	1
280	что при	3	1
281	тем не	4	1
282	здесь для	1	1
283	сознании и	1	1
284	но тем	2	1
285	здесь он	1	1
286	в другой	3	1
287	как это	6	1
288	бы сам	1	1
289	нее как	2	1
290	в свои	3	1
291	что такое	2	1
292	этот не	1	1
293	мы все	1	1
294	только на	2	1
295	выйти за	1	1
296	и через	2	1
297	об этом	7	1
298	или почти	1	1
299	борьбе с	2	1
300	вступает в	4	1
301	только потому	1	1
302	разница в	1	1
303	не приходится	1	1
304	никто не	2	1
305	сюда относятся	1	1
306	в науке	1	1
307	и что	15	1
308	может происходить	1	1
309	или иную	1	1
310	в различных	3	1
311	та сила	1	1
312	и тот	3	1
313	можно было	3	1
314	в этой	2	1
315	людей и	1	1
316	у других	1	1
317	этот результат	1	1
318	видели как	4	1
319	в начале	2	1
320	что к	1	1
321	к другому	2	1
322	и до	2	1
323	есть акт	1	1
324	сводится к	3	1
325	здесь уже	2	1
326	в рассмотрении	1	1
327	и есть	2	1
328	конечно не	2	1
329	и вполне	1	1
330	уже видели	3	1
331	не хотят	1	1
332	но это	5	1
333	только то	1	1
334	не вполне	5	1
335	по себе	2	1
336	в совершенно	1	1
337	явление и	2	1
338	этот вопрос	3	1
339	не обязательна	1	1
340	по своей	1	1
341	лежит в	2	1
342	его в	7	1
343	на основе	1	1
344	отметить что	2	1
345	или как	1	1
346	а на	2	1
347	быть это	1	1
348	до того	1	1
349	связь с	7	1
350	или иное	1	1
351	мы здесь	3	1
352	и часто	2	1
353	почти никогда	1	1
354	не было	3	1
355	когда мы	2	1
356	связи с	3	1
357	в борьбе	1	1
358	теперь к	1	1
359	если не	4	1
360	же не	2	1
361	он весь	1	1
362	этой точки	3	1
363	как известно	1	1
364	что касается	1	1
365	состоит в	1	1
366	не знает	2	1
367	или в	11	1
368	от одного	1	1
369	в основе	2	1
370	и отражение	1	1
371	на то	5	1
372	то не	5	1
373	и там	6	1
374	же самое	1	1
375	равно как	1	1
376	их в	3	1
377	и вне	1	1
378	своевременно не	1	1
379	одним из	1	1
380	не совсем	3	1
381	отношение к	6	1
382	у некоторых	2	1
383	идти только	2	1
384	впервые в	1	1
385	природы и	1	1
386	сказать что	5	1
387	на себя	3	1
388	виде это	1	1
389	и никогда	1	1
390	ему в	1	1
391	него не	1	1
392	или менее	3	1
393	особенно ясно	1	1
394	превращаются в	2	1
395	он все	1	1
396	или на	1	1
397	где нет	1	1
398	общественного строя	1	1
399	речь может	2	1
400	этим же	2	1
401	значение имеет	1	1
402	этого мы	2	1
403	представление о	9	1
404	что изучение	1	1
405	он говорит	4	1
406	такой же	3	1
407	с большим	1	1
408	в конце	4	1
409	образом не	1	1
410	обратимся к	2	1
411	становится достоянием	1	1
412	одной из	4	1
413	например в	6	1
414	в образе	4	1
415	форме в	1	1
416	по мере	1	1
417	бы что	2	1
418	но далеко	1	1
419	к этому	5	1
420	все указанные	1	1
421	этом мы	2	1
422	в одной	3	1
423	роль играет	1	1
424	долгое время	1	1
425	и как	3	1
426	не дается	1	1
427	стороны оно	1	1
428	как о	1	1
429	вплоть до	2	1
430	и язык	1	1
431	эти три	3	1
432	все время	2	1
433	что он	29	1
434	связи со	3	1
435	им и	1	1
436	случаях когда	7	1
437	что она	6	1
438	или даже	3	1
439	не существует	1	1
440	магическая власть	1	1
441	далеко не	3	1
442	и о	2	1
443	но что	2	1
444	при разных	1	1
445	в достаточной	2	1
446	вместе с	17	1
447	для понимания	1	1
448	ясно в	1	1
449	историческое развитие	1	1
450	который в	1	1
451	и вместе	3	1
452	одна из	7	1
453	на эту	1	1
454	этого слова	1	1
455	другом месте	2	1
456	в которых	2	1
457	но не	8	1
458	так в	10	1
459	через тело	1	1
460	но если	2	1
461	здесь и	3	1
462	с его	4	1
463	в ригведе	3	1
464	при изучении	2	1
465	ранних и	1	1
466	на одном	1	1
467	и именно	1	1
468	себя и	1	1
469	оно может	3	1
470	на место	2	1
471	его роль	1	1
472	быть и	1	1
473	в то	6	1
474	находят в	1	1
475	есть отражение	1	1
476	тут же	2	1
477	один и	1	1
478	больше и	3	1
479	должно было	2	1
480	с первых	1	1
481	и самый	1	1
482	только с	1	1
483	о которых	1	1
484	не будут	2	1
485	может и	1	1
486	и оно	2	1
487	в условиях	1	1
488	когда в	3	1
489	не знала	1	1
490	или их	1	1
491	для этого	1	1
492	с ее	1	1
493	из него	3	1
494	и это	9	1
495	переходе от	1	1
496	этим самым	3	1
497	в индии	2	1
498	того же	3	1
499	из одного	3	1
500	эта связь	7	1
501	в самой	1	1
502	в виде	5	1
503	только о	2	1
504	предположение о	1	1
505	от него	6	1
506	нам кажется	5	1
507	например у	1	1
508	связанная с	1	1
509	воплощенная в	1	1
510	здесь нет	4	1
511	и становится	4	1
512	и другое	4	1
513	к нему	8	1
514	до его	1	1
515	не можем	3	1
516	же есть	1	1
517	еще одно	2	1
518	встречаются в	1	1
519	в чисто	1	1
520	как все	1	1
521	это обычно	1	1
522	общения а	1	1
523	тем более	2	1
524	что имеет	1	1
525	то можно	1	1
526	она никогда	1	1
527	формы и	2	1
528	не входит	1	1
529	в несколько	1	1
530	которая и	1	1
531	его историческое	1	1
532	такие явления	1	1
533	всего является	2	1
534	фигурирует в	1	1
535	менее случайно	1	1
536	на все	1	1
537	еще не	13	1
538	тех случаях	7	1
