N	2gram	Losev_Dial	Myslijsy
222	и только	6	11
223	другими словами	8	11
224	и их	1	11
225	же что	1	11
226	же в	2	11
227	но тем	1	10
228	и с	10	10
229	хотя бы	9	10
230	одной стороны	3	10
231	одной и	4	10
232	духа и	2	10
233	находится в	2	10
234	представить себе	1	10
235	мы видим	4	10
236	и мы	6	10
237	не от	2	10
238	и следовательно	2	10
239	что как	1	10
240	в других	1	10
241	бы в	5	10
242	если же	8	10
243	что только	1	10
244	и от	4	10
245	и есть	24	10
246	бы быть	2	10
247	он не	8	10
248	то время	6	10
249	мы говорим	4	10
250	в словах	1	10
251	том как	2	10
252	тех пор	3	10
253	если мы	5	10
254	и для	5	10
255	образ и	1	10
256	слово в	2	10
257	и другое	2	10
258	так в	2	10
259	и понимания	2	10
260	по которому	3	10
261	тому что	5	10
262	то не	2	9
263	ко всем	1	9
264	и даже	21	9
265	а вместе	1	9
266	вопрос о	9	9
267	во многих	1	9
268	об отношении	1	9
269	на него	1	9
270	что она	13	9
271	зрения и	1	9
272	только от	2	9
273	во время	1	9
274	одного и	1	9
275	для самого	1	9
276	от нее	3	9
277	не будет	5	9
278	известно что	4	9
279	себе не	3	9
280	самом деле	7	9
281	чувство и	2	9
282	никто не	4	9
283	в сравнении	6	9
284	но оно	2	9
285	с точки	25	9
286	таком случае	11	9
287	это было	5	9
288	до тех	1	9
289	далеко не	1	9
290	и о	9	9
291	можно сказать	5	9
292	во всем	5	8
293	говорить о	13	8
294	не как	1	8
295	но все	1	8
296	вслед за	1	8
297	от одного	2	8
298	именно в	5	8
299	их в	2	8
300	художественное произведение	1	8
301	перестает быть	2	8
302	была бы	5	8
303	что даже	2	8
304	что они	2	8
305	только не	10	8
306	от них	1	8
307	одно и	6	8
308	что есть	6	8
309	не так	1	8
310	с и	1	8
311	с ними	3	8
312	в которых	1	8
313	между ними	1	8
314	внимание на	1	8
315	и тогда	6	8
316	остается только	1	8
317	при помощи	6	8
318	и той	4	8
319	удовольствия и	1	8
320	нельзя сказать	1	8
321	не из	1	8
322	в самой	1	8
323	тот же	1	8
324	на вопрос	1	8
325	говоря о	3	8
326	то мы	3	8
327	на самом	2	8
328	слова не	1	8
329	все равно	5	8
330	или в	4	8
331	и более	1	8
332	такое же	1	8
333	помнить что	2	8
334	на все	1	8
335	или что	1	8
336	по его	2	8
337	самого себя	1	7
338	с этой	7	7
339	в разных	2	7
340	и воли	1	7
341	но что	11	7
342	на основании	3	7
343	связь с	1	7
344	все эти	4	7
345	в жизни	4	7
346	в собственном	3	7
347	в данном	6	7
348	не существует	10	7
349	было в	2	7
350	даже и	9	7
351	этого последнего	1	7
352	не всегда	3	7
353	превращается в	6	7
354	самого начала	1	7
355	видно что	1	7
356	для понимания	1	7
357	что именно	10	7
358	к этому	3	7
359	на котором	2	7
360	что у	2	7
361	то оно	1	7
362	несмотря на	2	7
363	или не	10	7
364	столько же	1	7
365	прибавить что	1	7
366	одном из	1	7
367	на себе	4	7
368	но как	3	7
369	в своих	3	7
370	когда я	1	7
371	она не	10	7
372	и та	4	7
373	за пределы	3	7
374	этом смысле	1	7
375	бы было	1	7
376	значение и	1	7
377	а как	2	7
378	допустим что	16	7
379	во втором	1	7
380	все в	3	7
381	самое слово	2	7
382	за ним	1	7
383	его с	1	7
384	для себя	2	7
385	в другой	2	7
386	находятся в	1	7
387	не более	1	7
388	себя и	3	7
389	о котором	4	7
390	бы и	2	7
391	только один	1	7
392	и во	3	7
393	понятия о	1	7
394	том же	1	7
395	из него	1	7
396	состояние души	1	7
397	сама по	11	7
398	не имеют	2	7
399	с самого	1	7
400	в искусстве	1	7
401	не с	1	7
402	и понятия	1	7
403	не знаем	1	7
404	место в	2	7
405	и к	5	6
406	сколько и	1	6
407	для всех	1	6
408	есть наука	1	6
409	же и	2	6
410	перед собою	1	6
411	нас в	3	6
412	в виду	12	6
413	вопрос об	3	6
414	каким образом	1	6
415	если и	1	6
416	давно уже	1	6
417	его на	3	6
418	а именно	7	6
419	в своей	4	6
420	есть то	9	6
421	не имеем	3	6
422	как оно	1	6
423	имеют для	1	6
424	к ним	1	6
425	к которому	1	6
426	связанное с	1	6
427	она есть	17	6
428	и значением	1	6
429	это будет	6	6
430	ни было	1	6
431	в ее	5	6
432	у него	2	6
433	но он	3	6
434	прежде чем	2	6
435	есть явление	6	6
436	что его	5	6
437	в мире	2	6
438	выше мы	1	6
439	к слову	1	6
440	мы уже	6	6
441	же самое	1	6
442	друг другу	1	6
443	но есть	1	6
444	оно есть	4	6
445	показывает что	4	6
446	и сами	2	6
447	должна быть	11	6
448	в сущности	10	6
449	никак не	3	6
450	от другого	2	6
451	от их	1	6
452	имеет значение	1	6
453	с таким	1	6
454	заключается в	3	6
455	которые могут	1	6
456	да и	4	6
457	друг от	1	6
458	ничего общего	2	6
459	сознание и	4	6
460	и уже	5	6
461	не могло	1	6
462	в этой	3	6
463	в обществе	1	6
464	как например	2	6
465	мог бы	2	6
466	в образе	1	6
467	но если	11	6
468	то тем	2	6
469	мысли с	1	6
470	но на	2	6
471	что с	2	6
472	то он	1	6
473	у нас	7	6
474	в их	2	6
475	в виде	11	6
476	что ни	1	6
477	от друга	1	6
478	и слова	1	6
479	при таком	2	6
480	на его	1	6
481	в каждой	1	6
482	об этом	8	6
483	его не	3	6
484	без слова	2	6
485	как он	4	6
486	в один	2	6
487	понятия и	2	6
488	жизни и	8	6
489	были бы	2	5
490	даже в	1	5
491	или нет	8	5
492	на нас	1	5
493	и такое	1	5
494	в некотором	1	5
495	само собою	1	5
496	уже и	3	5
497	предмета и	1	5
498	признаков в	1	5
499	природы в	2	5
500	но даже	4	5
501	образом что	1	5
502	конечно не	6	5
503	на ней	1	5
504	с другим	2	5
505	вообще и	1	5
506	этих последних	3	5
507	в нашем	1	5
508	ли она	1	5
509	на предмет	1	5
510	и чувства	1	5
511	понятие о	2	5
512	уже по	3	5
513	лишь тогда	1	5
514	сравнении с	5	5
515	на которую	1	5
516	на том	1	5
517	из того	2	5
518	только при	1	5
519	чем в	2	5
520	во внимание	5	5
521	без него	1	5
522	и дух	1	5
523	бы при	1	5
524	есть понятие	1	5
525	одна из	4	5
526	о которых	1	5
527	и у	3	5
528	лица и	1	5
529	оно и	1	5
530	но только	7	5
531	этот вопрос	1	5
532	если это	2	5
533	природы и	4	5
534	однако в	1	5
535	есть еще	4	5
536	можно только	5	5
537	в процессе	2	5
538	время как	6	5
539	все то	1	5
540	можно назвать	3	5
541	не видно	2	5
542	к другому	2	5
543	самое это	1	5
544	перед нами	5	5
545	в течение	4	5
546	для нее	1	5
547	отношении к	1	5
548	переход от	1	5
549	на этот	1	5
550	общего с	1	5
551	и здесь	3	5
552	они не	3	5
553	мы имеем	3	5
554	что одно	1	5
555	а это	2	5
556	указание на	1	5
557	нет ничего	14	5
558	стремится к	1	5
559	виду что	2	5
560	от своего	2	5
561	и таким	1	5
562	что эти	1	5
563	не говоря	6	5
564	такие же	1	5
565	бы только	3	5
566	говорим что	1	5
567	но при	1	5
568	субъекта и	5	5
569	есть всегда	9	5
570	этого не	2	5
571	предмета в	1	5
572	как не	4	5
573	как же	9	5
574	с понятием	1	5
575	отношение к	1	5
576	не к	1	5
577	себе а	2	5
578	такой взгляд	1	4
579	и объекта	4	4
580	или по	4	4
581	в применении	1	4
582	в некоторых	3	4
583	и необходимости	5	4
584	это определение	1	4
585	из нее	2	4
586	равно как	2	4
587	вывести из	1	4
588	от всего	6	4
589	мы только	3	4
590	как именно	2	4
591	более как	1	4
592	не имели	1	4
593	нам не	1	4
594	и стремления	1	4
595	значение только	1	4
596	точке зрения	1	4
597	имеет в	1	4
598	был бы	2	4
599	и действия	1	4
600	чего не	7	4
601	есть ни	14	4
602	не вполне	2	4
603	не что	6	4
604	явление не	1	4
605	при виде	1	4
606	что иное	6	4
607	не мог	3	4
608	но так	2	4
609	странным что	1	4
610	бы то	3	4
611	к общему	1	4
612	все его	2	4
613	мы принуждены	1	4
614	души а	1	4
615	внешнего мира	1	4
616	свободы и	4	4
617	не знает	4	4
618	не говорит	6	4
619	влияния на	1	4
620	но совершенно	2	4
621	в понятии	2	4
622	есть известное	2	4
623	я и	2	4
624	в связи	3	4
625	и воля	1	4
626	без которого	1	4
627	души в	1	4
628	следовательно и	2	4
629	от этого	5	4
630	с его	7	4
631	сами не	1	4
632	на этом	3	4
633	еще только	1	4
634	не дает	1	4
635	ту же	1	4
636	то ни	4	4
637	явления в	1	4
638	языком и	1	4
639	что нельзя	1	4
640	не могла	1	4
641	иметь в	3	4
642	того кто	4	4
643	он в	1	4
644	этот предмет	1	4
645	не зная	2	4
646	на который	1	4
647	его как	6	4
648	если оно	4	4
649	для кого	1	4
650	ничего не	29	4
651	из этого	3	4
652	и чем	1	4
653	чтобы не	4	4
654	ведет к	1	4
655	собственном смысле	1	4
656	взгляд на	1	4
657	та же	5	4
658	относятся к	1	4
659	душе и	2	4
660	бы мы	1	4
661	имеет место	1	4
662	ни в	20	4
663	это есть	19	4
664	и вполне	1	4
665	не на	7	4
666	так или	2	4
667	этой точки	4	4
668	тела и	3	4
669	отношения к	4	4
670	и они	3	4
671	и так	2	4
672	эта последняя	1	4
673	что бы	2	4
674	все они	1	4
675	здесь как	1	4
676	только одно	4	4
677	с нами	1	4
678	сознании и	1	4
679	не потому	2	4
680	у человека	2	4
681	он есть	7	4
682	образа в	1	4
683	его только	1	4
684	он может	2	4
685	мы сами	1	4
686	я говорю	2	4
687	только о	4	4
688	образы и	1	4
689	он должен	3	4
690	мы могли	1	4
691	смысле что	1	4
692	данном случае	3	4
693	не во	1	4
694	который бы	1	4
695	отлично от	7	4
696	сознания и	5	4
697	одна и	3	4
698	не без	1	4
699	на что	2	4
700	этом отношении	2	4
701	будет ли	5	4
702	что так	1	4
703	в науке	3	4
704	как нечто	2	4
705	от своих	2	4
706	но с	1	4
707	себе что	2	4
708	что к	1	4
709	что будет	1	4
710	из двух	4	4
711	к своему	1	4
712	по своему	2	4
713	в такой	1	4
714	мы находим	5	4
715	и оно	1	4
716	мысль об	1	4
717	бы совершенно	1	4
718	это так	2	4
719	а так	1	4
720	на них	2	4
721	а его	1	4
722	к тем	1	4
723	но она	4	4
724	есть и	14	4
725	когда оно	1	4
726	явлений в	1	4
727	стороны и	1	4
728	только то	2	4
729	собственно говоря	5	4
730	скажем что	2	4
731	что можно	2	4
732	явления и	4	4
733	во многом	1	4
734	в голову	1	4
735	бытия и	5	4
736	такой же	1	4
737	мы различаем	1	4
738	иное как	6	4
739	они имеют	1	3
740	из многих	1	3
741	мы и	4	3
742	говоря уже	6	3
743	этого в	1	3
744	к этой	2	3
745	бы даже	1	3
746	есть орган	1	3
747	это значит	29	3
748	кроме того	8	3
749	и говорить	3	3
750	в результате	7	3
751	ясно что	16	3
752	именно эти	1	3
753	одной из	3	3
754	и которые	1	3
755	их не	3	3
756	ни малейшего	1	3
757	на мир	1	3
758	на такой	1	3
759	на свою	1	3
760	от одной	1	3
761	из всего	1	3
762	природы то	1	3
763	я могу	2	3
764	и чувство	1	3
765	которое не	2	3
766	на первый	4	3
767	на одном	1	3
768	а что	6	3
769	я вижу	4	3
770	на природу	1	3
771	ответить на	1	3
772	что этот	3	3
773	должно было	1	3
774	применении к	1	3
775	что всякое	1	3
776	доказать что	1	3
777	пор пока	1	3
778	с тою	1	3
779	которая не	2	3
780	искусства и	1	3
781	уже о	7	3
782	могут не	2	3
783	вообще как	1	3
784	если так	3	3
785	и когда	4	3
786	уже есть	1	3
787	так то	5	3
788	по которым	1	3
789	принять за	1	3
790	именно так	2	3
791	быть в	4	3
792	входят в	1	3
793	он сам	1	3
794	от себя	5	3
795	а мы	3	3
796	бы это	3	3
797	к ее	2	3
798	никакой возможности	1	3
799	на словах	2	3
800	человека то	1	3
801	от ее	1	3
802	мысли так	1	3
803	представим себе	1	3
804	или наоборот	1	3
805	которым мы	1	3
806	менее в	1	3
807	от его	2	3
808	его самого	1	3
809	о слове	1	3
810	что сам	1	3
811	есть одно	1	3
812	что уже	3	3
813	мы знаем	3	3
814	тогда и	2	3
815	то для	1	3
816	и сама	6	3
817	в разные	2	3
818	ее от	2	3
819	но для	3	3
820	тела не	2	3
821	человек и	1	3
822	с которой	2	3
823	есть именно	6	3
824	даже тогда	1	3
825	его жизни	1	3
826	в себя	4	3
827	себе и	1	3
828	деле есть	1	3
829	действительности и	1	3
830	вопрос что	1	3
831	что нет	5	3
832	мысль и	1	3
833	и необходимость	2	3
834	но тогда	11	3
835	совсем не	1	3
836	то уже	2	3
837	было только	1	3
838	как это	8	3
839	что эта	2	3
840	себе независимо	1	3
841	в приведенном	1	3
842	даже не	8	3
843	будем помнить	1	3
844	на свое	1	3
845	движения и	3	3
846	но всегда	1	3
847	это потому	1	3
848	всех сторон	1	3
849	не значит	5	3
850	нельзя видеть	1	3
851	значить что	4	3
852	мы будем	1	3
853	в общем	1	3
854	по направлению	1	3
855	же мы	5	3
856	сказать о	1	3
857	значит что	29	3
858	есть одна	1	3
859	и ее	8	3
860	в пространстве	1	3
861	внешних причин	1	3
862	и стало	6	3
863	когда уже	1	3
864	если скажем	1	3
865	и из	2	3
866	одном и	1	3
867	утверждает что	3	3
868	в отношении	1	3
869	знать что	1	3
870	состояние духа	1	3
871	ни о	8	3
872	же раз	1	3
873	их и	1	3
874	кроме этого	2	3
875	чувство удовольствия	3	3
876	что называется	2	3
877	она и	3	3
878	как о	6	3
879	и вопрос	1	3
880	это чувство	1	3
881	в известном	1	3
882	из подобных	1	3
883	его я	1	3
884	всем этом	2	3
885	а если	5	3
886	к сказанному	1	3
887	он видит	1	3
888	со всех	1	3
889	предмет в	2	3
890	это то	1	3
891	таком виде	1	3
892	не должно	2	3
893	и поэтому	1	3
894	это только	1	3
895	у меня	2	3
896	а может	1	3
897	что понятие	1	3
898	именно на	1	3
899	человека только	1	3
900	мы хотим	2	3
901	рано или	1	3
902	идеи в	2	3
903	что здесь	3	3
904	без всякого	2	3
905	направлении и	1	3
906	именно то	1	3
907	котором мы	1	3
908	здесь не	2	3
909	в свой	1	3
910	сама она	2	3
911	или поздно	1	3
912	жизни не	1	3
913	указанием на	1	3
914	как нельзя	3	3
915	в свое	1	3
916	самое понятие	1	3
917	и наконец	2	3
918	что ему	1	3
919	после этого	2	3
920	ничем не	7	3
921	этой стороны	1	3
922	ни с	4	3
923	ее в	3	3
924	слово а	1	3
925	что значит	1	3
926	для всякого	1	3
927	видеть в	1	3
928	ничего кроме	1	3
929	образ который	1	3
930	ему только	1	3
931	однако не	2	3
932	природы есть	1	3
933	усилий человека	2	3
934	или другими	2	3
935	или иначе	2	3
936	в другую	1	3
937	а то	2	3
938	случае не	4	3
939	этой цели	1	3
940	себе или	1	3
941	находиться в	1	3
942	и я	3	3
943	в новом	1	3
944	нисколько не	4	3
945	идеи и	2	3
946	должен быть	1	3
947	что законы	3	3
948	в одной	4	3
949	разнообразие и	1	3
950	еще до	1	3
951	как ни	1	3
952	этот взгляд	1	3
953	отличие от	2	3
954	слово это	1	3
955	бы были	1	3
956	свою историю	2	3
957	пор не	1	3
958	в нашей	1	3
959	даже при	1	3
960	или как	3	3
961	признать что	1	3
962	и совершенно	2	3
963	по всей	1	3
964	как для	1	3
965	нас самих	2	3
966	людьми и	1	3
967	происходит в	1	3
968	и прежде	6	3
969	как будто	3	3
970	по законам	2	3
971	для этого	3	3
972	то этим	1	2
973	раз мы	2	2
974	ничего и	2	2
975	можно говорить	2	2
976	что природа	2	2
977	или только	4	2
978	познания и	2	2
979	понятие как	1	2
980	ровно ничего	9	2
981	и имеет	1	2
982	до самого	1	2
983	в субъекте	1	2
984	связанных между	1	2
985	явление совершенно	1	2
986	не зависит	3	2
987	по общему	1	2
988	так можно	1	2
989	время не	1	2
990	потому не	1	2
991	а есть	1	2
992	его от	2	2
993	же оно	1	2
994	говорить что	4	2
995	то ли	1	2
996	отдельно от	1	2
997	ни одна	1	2
998	и сам	1	2
999	вообще но	2	2
1000	по одному	3	2
1001	есть та	1	2
1002	или на	2	2
1003	уже на	1	2
1004	явления что	1	2
1005	если он	2	2
1006	мы получаем	1	2
1007	когда это	1	2
1008	стороны в	1	2
1009	которое тоже	1	2
1010	я сказал	1	2
1011	существует лишь	1	2
1012	основано на	2	2
1013	выйти из	1	2
1014	может существовать	4	2
1015	внимание что	1	2
1016	в обыкновенном	1	2
1017	отличается от	9	2
1018	нечто другое	1	2
1019	в это	4	2
1020	может находиться	1	2
1021	тогда не	2	2
1022	и нет	9	2
1023	и образ	1	2
1024	это опять	1	2
1025	во все	1	2
1026	нужно знать	1	2
1027	которая в	1	2
1028	находит в	1	2
1029	не могли	1	2
1030	эта связь	1	2
1031	раз и	3	2
1032	предмета который	1	2
1033	в противоположность	3	2
1034	бы из	1	2
1035	научной мысли	1	2
1036	не сама	3	2
1037	как совокупность	1	2
1038	сознания в	2	2
1039	уже было	1	2
1040	который прежде	1	2
1041	и трудно	1	2
1042	самом своем	1	2
1043	она еще	2	2
1044	его действия	1	2
1045	природе как	2	2
1046	не об	1	2
1047	без этого	1	2
1048	людей и	2	2
1049	есть свобода	1	2
1050	в глаза	1	2
1051	и себя	1	2
1052	друг на	1	2
1053	и формы	2	2
1054	факт что	1	2
1055	может ли	4	2
1056	и еще	1	2
1057	тела в	2	2
1058	я с	2	2
1059	есть действительно	2	2
1060	образом как	1	2
1061	такая же	1	2
1062	можно понимать	3	2
1063	как я	2	2
1064	есть по	2	2
1065	пред собою	1	2
1066	но никак	1	2
1067	это что	1	2
1068	а следовательно	1	2
1069	что дух	4	2
1070	в движении	1	2
1071	и искусство	1	2
1072	вопроса о	1	2
1073	того чего	1	2
1074	себя в	3	2
1075	едва ли	2	2
1076	в подобных	1	2
1077	себе самом	1	2
1078	ближе к	1	2
1079	ее и	2	2
1080	его внутренней	2	2
1081	того и	2	2
1082	нами не	1	2
1083	научного анализа	1	2
1084	необходимо должно	1	2
1085	к человеку	1	2
1086	к природе	3	2
1087	указать на	1	2
1088	но еще	2	2
1089	есть форма	1	2
1090	форма и	3	2
1091	происходит это	1	2
1092	в теле	2	2
1093	с тех	2	2
1094	почему в	1	2
1095	не думает	1	2
1096	а тогда	1	2
1097	не кажется	1	2
1098	и за	1	2
1099	истина и	1	2
1100	значит не	1	2
1101	для своего	1	2
1102	как с	2	2
1103	данных в	1	2
1104	тому же	2	2
1105	видит в	1	2
1106	существует только	1	2
1107	от тех	1	2
1108	к чему	2	2
1109	и говорит	1	2
1110	необходим для	1	2
1111	которые бы	2	2
1112	и отношение	1	2
1113	смотря по	1	2
1114	что заставляет	1	2
1115	этом последнем	1	2
1116	на другую	5	2
1117	я не	11	2
1118	чего оно	1	2
1119	же как	4	2
1120	из чего	2	2
1121	всем своем	1	2
1122	но когда	2	2
1123	если я	2	2
1124	точек зрения	1	2
1125	природа и	1	2
1126	именно с	1	2
1127	не нужно	2	2
1128	не имея	2	2
1129	из предыдущего	1	2
1130	его внутреннюю	1	2
1131	тут же	3	2
1132	что сущность	1	2
1133	не видит	1	2
1134	в устах	1	2
1135	нет то	1	2
1136	себе это	1	2
1137	от самого	3	2
1138	очевидно не	2	2
1139	я думаю	2	2
1140	во влиянии	1	2
1141	это воспоминание	1	2
1142	необходимо было	1	2
1143	имеем дело	2	2
1144	бы уже	1	2
1145	и каждому	1	2
1146	существовать если	1	2
1147	же это	4	2
1148	по своей	1	2
1149	то или	4	2
1150	требует чтобы	2	2
1151	все ее	1	2
1152	истории и	6	2
1153	целом и	1	2
1154	восприятиями и	1	2
1155	их к	1	2
1156	предмет не	1	2
1157	все остальное	4	2
1158	которая на	1	2
1159	не вижу	1	2
1160	действительно есть	3	2
1161	мысль у	1	2
1162	о вечности	1	2
1163	и насколько	1	2
1164	с ее	10	2
1165	всех этих	3	2
1166	искусство может	1	2
1167	себе этот	1	2
1168	ни качества	1	2
1169	и нельзя	1	2
1170	понять что	1	2
1171	человеческого ума	1	2
1172	до степени	2	2
1173	об одной	1	2
1174	этот закон	1	2
1175	им как	1	2
1176	с такой	1	2
1177	самостоятельности и	1	2
1178	и должно	1	2
1179	и одно	2	2
1180	и ощутимым	1	2
1181	должны иметь	1	2
1182	из которых	4	2
1183	на лице	1	2
1184	ощущения и	1	2
1185	о чувстве	1	2
1186	но этого	1	2
1187	предмета с	2	2
1188	то с	1	2
1189	начинается с	1	2
1190	порядок и	1	2
1191	что должно	2	2
1192	мы понимаем	3	2
1193	отличаются от	1	2
1194	в обратном	1	2
1195	всегда в	1	2
1196	его собственная	1	2
1197	создание и	1	2
1198	показать что	1	2
1199	есть или	1	2
1200	есть слово	3	2
1201	судить по	1	2
1202	знания если	1	2
1203	существует и	1	2
1204	понятие а	1	2
1205	от чего	7	2
1206	живых существ	2	2
1207	состоит из	2	2
1208	нет ни	5	2
1209	зависимости от	4	2
1210	чтобы убедиться	1	2
1211	на их	1	2
1212	дальше и	1	2
1213	есть следовательно	1	2
1214	себя то	2	2
1215	не сами	1	2
1216	свое время	1	2
1217	подобных случаях	1	2
1218	это и	12	2
1219	восприятия но	2	2
1220	ни к	3	2
1221	нас не	1	2
1222	очевидно и	1	2
1223	где нет	1	2
1224	себе никакого	1	2
1225	и видит	1	2
1226	чем то	1	2
1227	таковы что	1	2
1228	можно лишь	1	2
1229	на друга	1	2
1230	истории но	1	2
1231	не знали	1	2
1232	или есть	2	2
1233	духа то	1	2
1234	невозможен без	1	2
1235	и независимо	1	2
1236	самых разнообразных	1	2
1237	не понимает	1	2
1238	мы получим	1	2
1239	и об	2	2
1240	котором она	1	2
1241	пока мы	2	2
1242	целый ряд	3	2
1243	к поэзии	1	2
1244	друга и	1	2
1245	знаем что	1	2
1246	каждый из	1	2
1247	только это	1	2
1248	вне его	1	2
1249	почему не	1	2
1250	имеем в	1	2
1251	нет и	5	2
1252	в сфере	3	2
1253	бы на	1	2
1254	легко может	1	2
1255	относиться к	1	2
1256	еще дальше	1	2
1257	они еще	1	2
1258	говорим например	1	2
1259	силу того	1	2
1260	и после	1	2
1261	то значит	4	2
1262	в систему	1	2
1263	мы еще	2	2
1264	нею в	1	2
1265	д и	8	2
1266	похоже на	1	2
1267	человека но	1	2
1268	уже с	1	2
1269	жизни но	1	2
1270	таком же	1	2
1271	сознание есть	1	2
1272	есть тоже	1	2
1273	равно и	1	2
1274	тоже не	2	2
1275	этот мир	1	2
1276	зависит и	1	2
1277	виде есть	1	2
1278	ее на	1	2
1279	при всей	1	2
1280	наших глазах	1	2
1281	первом смысле	1	2
1282	что одна	1	2
1283	он как	1	2
1284	о направлении	1	2
1285	не самого	1	2
1286	еще и	2	2
1287	тому чтобы	3	2
1288	не для	1	2
1289	или с	1	2
1290	мира но	1	2
1291	на одно	1	2
1292	силы не	1	2
1293	легко заметить	2	2
1294	которое должно	1	2
1295	из души	1	2
1296	о нем	6	2
1297	то самое	1	2
1298	в полном	1	2
1299	есть но	2	2
1300	только сказать	1	2
1301	что каждый	1	2
1302	вытекающее из	1	2
1303	есть акт	1	2
1304	с их	4	2
1305	может только	1	2
1306	вовсе нет	2	2
1307	когда же	2	2
1308	оно только	1	2
1309	ко второму	2	2
1310	без всяких	1	2
1311	своей точки	1	2
1312	а все	1	2
1313	художественного образа	1	2
1314	некоторых случаях	1	2
1315	и эта	1	2
1316	не те	1	2
1317	что сами	1	2
1318	история и	6	2
1319	же будет	1	2
1320	этом в	1	2
