N	2gram	Tiupa_Anal	Literetu
224	было бы	4	6
225	подобно тому	5	6
226	с ее	2	6
227	в культуре	3	6
228	но одновременно	1	6
229	то в	2	6
230	с миром	1	6
231	отталкиваясь от	2	6
232	самом деле	3	6
233	самим собой	3	6
234	как о	2	6
235	еще и	1	6
236	то и	2	6
237	тем же	1	6
238	одного из	4	6
239	и др	1	6
240	и то	4	6
241	том числе	3	6
242	произведения искусства	3	6
243	в ней	1	6
244	по характеристике	1	6
245	далеко не	6	6
246	при всем	1	6
247	и.п смирнов	2	6
248	как будто	6	6
249	и только	1	6
250	и наконец	2	6
251	и к	5	5
252	к этой	1	5
253	я как	2	5
254	об искусстве	2	5
255	по выражению	4	5
256	в связи	2	5
257	с собой	1	5
258	в соответствии	2	5
259	хотя бы	4	5
260	нобелевской лекции	1	5
261	в нашем	3	5
262	как я	1	5
263	он сам	1	5
264	от себя	4	5
265	всего в	3	5
266	том чтобы	7	5
267	должно быть	2	5
268	несмотря на	5	5
269	ни было	4	5
270	тем не	3	5
271	и за	3	5
272	не знает	4	5
273	по аналогии	1	5
274	одном из	1	5
275	в себя	8	5
276	этом как	1	5
277	этой точки	2	5
278	между тем	7	5
279	так что	3	5
280	все более	1	5
281	эти слова	1	5
282	в силу	4	5
283	эстетическое переживание	4	5
284	во втором	1	5
285	в сущности	10	5
286	литературного произведения	50	5
287	как писал	3	5
288	и одновременно	4	5
289	в романе	2	5
290	размышляет о	2	5
291	в словах	2	5
292	себя и	5	5
293	не с	8	5
294	идет о	1	5
295	и если	2	5
296	автора и	4	5
297	быть не	3	5
298	вслед за	3	5
299	без другого	2	5
300	так как	3	5
301	мы не	1	5
302	в художественной	1	5
303	в литературе	4	5
304	как у	1	5
305	что и	5	5
306	читателя в	3	5
307	в равной	4	5
308	этот путь	1	5
309	однако не	4	5
310	этого текста	2	5
311	как он	4	5
312	место в	3	5
313	или иной	8	5
314	все еще	1	5
315	другого сознания	3	5
316	не к	3	5
317	а я	1	5
318	более того	4	5
319	исходя из	5	4
320	которая в	3	4
321	и читателем	1	4
322	лирическому герою	1	4
323	оказывается не	2	4
324	не исключают	2	4
325	не бывает	1	4
326	в них	1	4
327	читателя и	1	4
328	героя как	2	4
329	в.т и	1	4
330	с тем	1	4
331	только для	3	4
332	во всяком	1	4
333	однако его	1	4
334	входит в	1	4
335	не должен	2	4
336	для того	4	4
337	не всегда	4	4
338	как совокупность	2	4
339	только на	3	4
340	не вполне	2	4
341	как мы	3	4
342	я с	1	4
343	ты в	1	4
344	художественности как	1	4
345	него не	1	4
346	художественное высказывание	1	4
347	объект и	2	4
348	во всей	1	4
349	к этому	2	4
350	не мог	3	4
351	в облике	3	4
352	бы то	3	4
353	личностного я	1	4
354	хотя и	4	4
355	все время	1	4
356	что его	1	4
357	очевидно что	1	4
358	себе и	1	4
359	в сторону	6	4
360	здесь как	1	4
361	могли бы	2	4
362	на этом	4	4
363	то ни	3	4
364	и что	2	4
365	за пределы	6	4
366	к своему	2	4
367	могут быть	12	4
368	силу своей	3	4
369	и есть	3	4
370	можно сказать	6	4
371	из этого	2	4
372	самим собою	2	4
373	на жизнь	1	4
374	сводится к	6	4
375	от своего	3	4
376	и все	5	4
377	марина цветаева	1	4
378	в пределах	11	4
379	отношения к	4	4
380	в творческом	3	4
381	приводит к	2	4
382	бы не	3	4
383	начале х	2	4
384	аналогии с	1	4
385	все они	2	4
386	нет ничего	2	4
387	художественного мира	4	4
388	совершенно не	2	4
389	то он	3	4
390	не является	3	4
391	тех же	1	4
392	более чем	4	4
393	в свою	1	4
394	на том	1	4
395	со всей	1	4
396	с позиции	2	4
397	каждый из	3	4
398	художественное произведение	5	4
399	одной из	2	4
400	е фарино	4	4
401	по этой	2	4
402	но это	1	4
403	таким образом	5	4
404	жизни не	1	4
405	в формах	1	4
406	нас самих	2	4
407	как к	2	4
408	свидетельствует о	4	4
409	художественного целого	15	4
410	для нас	1	4
411	объекта и	3	4
412	на его	4	4
413	вовсе не	4	4
414	ко всему	1	4
415	стать самим	1	4
416	не могу	2	4
417	но при	2	4
418	по рассуждению	3	4
419	один в	2	4
420	во второй	3	4
421	не оставляет	2	4
422	эстетического отношения	8	4
423	зависимость от	2	4
424	иосиф бродский	1	4
425	такой же	3	4
426	и читателя	4	4
427	на то	2	4
428	нуждается в	9	4
429	воспринимающее сознание	1	4
430	художественное творчество	2	4
431	все что	3	3
432	в душе	1	3
433	мы и	1	3
434	же и	1	3
435	к объективности	1	3
436	о чем	3	3
437	же году	1	3
438	в этих	3	3
439	по себе	6	3
440	в первом	3	3
441	мысль о	2	3
442	читателем в	2	3
443	творческого акта	1	3
444	коммуникативных стратегий	2	3
445	ответственности перед	3	3
446	мира и	1	3
447	речь идет	2	3
448	найти себя	2	3
449	системе ценностей	1	3
450	нам представляется	2	3
451	и того	5	3
452	со своей	2	3
453	вопрос о	2	3
454	в ые	1	3
455	восходит к	2	3
456	он был	3	3
457	классического реализма	1	3
458	времени в	4	3
459	и напротив	2	3
460	жизни по	1	3
461	превращается в	3	3
462	так же	1	3
463	себе в	2	3
464	свою очередь	1	3
465	было сказано	1	3
466	обратим внимание	1	3
467	не становится	3	3
468	постановка проблемы	1	3
469	следующим образом	1	3
470	а так	1	3
471	из трех	2	3
472	который в	3	3
473	не удивительно	2	3
474	с ним	6	3
475	не просто	2	3
476	крайней мере	4	3
477	жизни с	1	3
478	говорить о	3	3
479	она и	1	3
480	поскольку в	2	3
481	искусства то	1	3
482	после чего	1	3
483	сознания с	1	3
484	к сотворчеству	1	3
485	искусство в	2	3
486	знаковом материале	1	3
487	восходящая к	3	3
488	полном соответствии	1	3
489	как от	2	3
490	а с	3	3
491	отношения между	2	3
492	сознания на	1	3
493	сознания не	1	3
494	мне в	1	3
495	не есть	8	3
496	герой в	1	3
497	это путь	2	3
498	в чем	2	3
499	той или	8	3
500	я был	1	3
501	всех своих	1	3
502	я на	1	3
503	но как	1	3
504	сознания а	1	3
505	не сводится	2	3
506	текста и	10	3
507	эстетического дискурса	10	3
508	как сам	1	3
509	и является	4	3
510	концепция личности	1	3
511	эстетического адресата	2	3
512	в историческом	1	3
513	коммуникативном событии	1	3
514	над ним	1	3
515	однако если	1	3
516	равной степени	2	3
517	и рецептивного	1	3
518	писал в	2	3
519	т п	3	3
520	он в	5	3
521	произведения в	14	3
522	что для	1	3
523	в первой	2	3
524	и от	1	3
525	этой причине	2	3
526	в особенности	1	3
527	собою без	1	3
528	не так	3	3
529	совокупность факторов	2	3
530	взгляд на	2	3
531	в коммуникативном	1	3
532	однако с	1	3
533	в столь	2	3
534	за ним	2	3
535	если в	3	3
536	во время	1	3
537	должна быть	1	3
538	ним и	2	3
539	со второй	1	3
540	по слову	1	3
541	из которых	4	3
542	общения людей	2	3
543	в отношении	2	3
544	я все	1	3
545	себе не	2	3
546	можно было	1	3
547	если не	2	3
548	если бы	6	3
549	от автора	1	3
550	где в	1	3
551	например и	1	3
552	из тех	1	3
553	произведение в	2	3
554	xx века	1	3
555	и т	3	3
556	они не	1	3
557	не имеет	1	3
558	да и	2	3
559	вследствие этого	5	3
560	в итоге	1	3
561	всей своей	1	3
562	по крайней	4	3
563	в своего	1	3
564	бы и	1	3
565	и состоит	5	3
566	творческий акт	2	3
567	его существования	1	3
568	в роли	4	3
569	объекта в	1	3
570	по земле	1	3
571	того чтобы	3	3
572	духовного общения	1	3
573	из его	2	3
574	и тогда	3	3
575	тех пор	1	3
576	и уже	1	3
577	художественного впечатления	24	3
578	отношении к	1	3
579	направленной на	1	3
580	художественную реальность	2	3
581	и до	3	3
582	к объекту	3	3
583	еще один	1	3
584	что же	3	3
585	между людьми	1	3
586	том же	2	3
587	в сознании	6	3
588	здесь не	2	3
589	столько в	1	3
590	к предмету	4	3
591	сознания тогда	1	3
592	всяком случае	1	3
593	текста как	2	3
594	не будучи	1	3
595	тот же	2	3
596	ничего не	10	3
597	человеческого я	3	3
598	факторов художественного	9	3
599	культуре уединенного	1	3
600	бродский в	1	3
601	ни с	5	3
602	сколько в	1	3
603	из ключевых	1	3
604	ые годы	1	3
605	о нем	4	3
606	с чем	1	3
607	ее в	2	3
608	в полном	2	3
609	части романа	1	3
610	художественного дискурса	1	3
611	из своих	2	3
612	на самом	2	3
613	или словами	1	3
614	сознания и	1	3
615	с их	2	3
616	все равно	2	3
617	этого рода	2	3
618	этого не	1	3
619	например не	1	3
620	в ту	1	3
621	в глубине	2	3
622	а то	3	3
623	искусства как	1	3
624	в действительности	2	3
625	в какой	3	3
626	все эти	3	3
627	но по	1	3
628	имеется в	1	3
629	в ссср	1	3
630	путь к	1	3
631	за его	1	3
632	сказать и	1	3
633	и потому	2	3
634	искусства есть	1	3
635	как уже	5	3
636	эстетическим субъектом	1	3
637	также и	3	3
638	одну из	2	3
639	я к	1	3
640	субъекта в	2	3
641	бытия в	1	3
642	когда он	1	3
643	высшая форма	1	3
644	в концовке	1	3
645	диалог согласия	1	3
646	другого я	2	3
647	и иных	1	3
648	числе и	1	3
649	же самое	3	3
650	отношение к	2	3
651	и о	3	3
652	в ходе	5	3
653	художественного произведения	6	3
654	являет собой	4	3
655	искусства в	4	3
656	как представляется	1	3
657	есть не	9	3
658	в той	8	2
659	во всем	1	2
660	от него	2	2
661	в центре	3	2
662	качестве эстетического	1	2
663	еще раз	1	2
664	единой всеобщей	1	2
665	художественные тексты	1	2
666	легкой руки	2	2
667	этого феномена	2	2
668	об отношении	1	2
669	можно и	1	2
670	в свое	3	2
671	граница между	1	2
672	найдя другого	2	2
673	эстетической природы	2	2
674	а вот	1	2
675	тем как	2	2
676	субъекта уединенного	2	2
677	например с	1	2
678	и другими	2	2
679	в результате	3	2
680	себе во	1	2
681	является по	2	2
682	согласно р	1	2
683	среди других	1	2
684	как было	1	2
685	всеединая основа	1	2
686	чтобы в	1	2
687	в борьбе	2	2
688	а напротив	3	2
689	ведь я	1	2
690	от текста	2	2
691	всеобщего личного	1	2
692	перекликается с	2	2
693	автором и	2	2
694	интенциональные намерения	1	2
695	я от	1	2
696	оставляет места	1	2
697	собой не	2	2
698	роль в	3	2
699	одному лишь	1	2
700	другом найдя	2	2
701	свою собственную	1	2
702	воспринимающего сознания	5	2
703	так например	2	2
704	отношением к	2	2
705	искусство и	2	2
706	на первый	1	2
707	определяется не	1	2
708	первый взгляд	1	2
709	состоит не	1	2
710	за рамки	2	2
711	творчества в	1	2
712	с позиций	2	2
713	байрон я	1	2
714	в котором	5	2
715	раз и	2	2
716	языка в	1	2
717	не отменяет	1	2
718	сам не	1	2
719	собою когда	1	2
720	пор пока	1	2
721	при рассмотрении	4	2
722	события как	1	2
723	по воле	1	2
724	с другим	5	2
725	границей к	1	2
726	этой связи	2	2
727	которая по	1	2
728	между двумя	7	2
729	художественного видения	3	2
730	не об	1	2
731	удивительно что	2	2
732	бытие на	1	2
733	значительной степени	1	2
734	уже и	1	2
735	именно таков	1	2
736	еще более	1	2
737	адресата эстетического	1	2
738	о литературе	3	2
739	не я	1	2
740	не собственного	1	2
741	первого лица	1	2
742	и себя	1	2
743	и эстетического	1	2
744	свой другой	2	2
745	двух других	1	2
746	об отсутствии	1	2
747	утверждал что	1	2
748	самом начале	3	2
749	сказать что	2	2
750	в уединении	1	2
751	ключ к	2	2
752	в контексте	5	2
753	могло бы	1	2
754	быть в	1	2
755	путь от	1	2
756	имеем дело	7	2
757	архитектонического задания	1	2
758	еще одна	3	2
759	тем более	2	2
760	а со	1	2
761	в текст	4	2
762	по поводу	4	2
763	под именем	1	2
764	к ее	1	2
765	и души	1	2
766	я другой	1	2
767	другом солидарны	1	2
768	возлагает на	1	2
769	печорин здесь	1	2
770	к нему	4	2
771	взаимно полагают	1	2
772	путь не	1	2
773	и представляет	4	2
774	на художественную	1	2
775	других как	1	2
776	только не	6	2
777	за свой	1	2
778	во взаимоприятии	1	2
779	на протяжении	2	2
780	лермонтовское нет	1	2
781	как нам	1	2
782	к человеку	1	2
783	личности поэтому	1	2
784	внимание на	3	2
785	внутреннего я	6	2
786	во-вторых они	1	2
787	неотъемлемая часть	1	2
788	как эстетической	2	2
789	а и	1	2
790	целого а	1	2
791	интерсубъективной реальности	2	2
792	целом но	1	2
793	с другими	4	2
794	о ком	2	2
795	не от	1	2
796	все прочие	3	2
797	ударение на	4	2
798	но он	1	2
799	не индивидуальностью	1	2
800	от тех	1	2
801	во взаимоотражении	1	2
802	а утверждают	1	2
803	исторической поэтики	2	2
804	наконец в-третьих	1	2
805	быть только	1	2
806	в эстетическом	1	2
807	тому что	2	2
808	не остается	2	2
809	человек и	2	2
810	воздействие на	1	2
811	могу стать	1	2
812	лишь на	1	2
813	такова что	2	2
814	их именно	1	2
815	чего бы	1	2
816	человек в	3	2
817	практически все	1	2
818	себя как	1	2
819	> и	2	2
820	и вместе	1	2
821	в ранг	1	2
822	сознания как	1	2
823	в ряду	2	2
824	так сказать	1	2
825	я есть	2	2
826	художественности при	1	2
827	в литературоведении	2	2
828	авторитарное сознание	1	2
829	же касается	1	2
830	воздействия на	1	2
831	а только	1	2
832	людей в	1	2
833	человека а	1	2
834	как сказано	1	2
835	бы в	3	2
836	не был	2	2
837	с иной	1	2
838	и м	2	2
839	остается в	2	2
840	складывается из	2	2
841	исключают целого	1	2
842	если оно	1	2
843	а раскрывая	1	2
844	не означает	2	2
845	данный момент	2	2
846	лишь при	4	2
847	нового времени	1	2
848	солидарны между	1	2
849	чтобы он	1	2
850	я должен	1	2
851	языка в.т	1	2
852	с легкой	2	2
853	с какой	1	2
854	способ существования	1	2
855	действительной жизнью	1	2
856	исключают друг	1	2
857	на нем	1	2
858	одно и	2	2
859	функция художественного	1	2
860	в истинном	1	2
861	из нас	1	2
862	а от	1	2
863	как известно	4	2
864	где каждый	1	2
865	и эстетический	1	2
866	как человек	1	2
867	что ты	1	2
868	культуры и	1	2
869	ключевая роль	2	2
870	человека и	1	2
871	что может	2	2
872	в общем	1	2
873	бы быть	3	2
874	поэтического творчества	1	2
875	как система	6	2
876	и по	2	2
877	в воспринимающем	1	2
878	здесь мы	1	2
879	в него	1	2
880	случае это	2	2
881	чем и	3	2
882	бы я	1	2
883	с идеей	1	2
884	герой не	1	2
885	и ее	1	2
886	в статье	1	2
887	как теперь	1	2
888	мире и	2	2
889	простор в	1	2
890	однако и	1	2
891	в сочетании	7	2
892	от сознания	1	2
893	та же	1	2
894	отношению ко	1	2
895	иначе говоря	17	2
896	как с	1	2
897	с действительной	1	2
898	всеобщей основе	1	2
899	полный простор	1	2
900	устремляются интенциональные	1	2
901	не поглощает	1	2
902	к художественному	1	2
903	своего собственного	2	2
904	героя в	2	2
905	знаменательна в	1	2
906	тогда когда	3	2
907	личной воли	1	2
908	на первом	1	2
909	и при	1	2
910	жизненной позиции	5	2
911	литературы как	2	2
912	была бы	4	2
913	со своим	4	2
914	впрочем в	1	2
915	своем составе	1	2
916	обнаруживается и	1	2
917	когда во-вторых	1	2
918	никак не	2	2
919	нашего времени	3	2
920	различного рода	3	2
921	человеческой субъективности	1	2
922	раскрывая себя	1	2
923	для них	1	2
924	рецептивного сознаний	1	2
925	эстетический адресат	1	2
926	и вновь	1	2
927	власти над	1	2
928	воспринимающем сознании	1	2
929	оно не	1	2
930	о природе	1	2
931	не более	4	2
932	борьба с	3	2
933	есть лишь	1	2
934	творческих актов	1	2
935	если говорить	2	2
936	не поддается	1	2
937	взаимоотражении во	1	2
938	и будет	1	2
939	евгения онегина	1	2
940	к его	3	2
941	с ними	2	2
942	что такой	1	2
943	которой устремляются	1	2
944	которого является	1	2
945	меня я	1	2
946	индивидуальностью художника	1	2
947	искусства всегда	1	2
948	каждого из	1	2
949	который не	2	2
950	это всего	1	2
951	эта всеединая	1	2
952	себя один	1	2
953	скажем в	1	2
954	перед нами	1	2
955	свое время	3	2
956	полной мере	3	2
957	он же	1	2
958	и более	5	2
959	в диалог	2	2
960	диалог с	1	2
961	своей собственной	2	2
962	жизни однако	2	2
963	в становлении	1	2
964	поглощает частных	1	2
965	эстетической реальности	3	2
966	в значительной	1	2
967	из этих	2	2
968	на основе	3	2
969	личного самоопределения	1	2
970	субъекта поскольку	2	2
971	не сам	2	2
972	обойтись без	1	2
973	своей внутренней	1	2
974	для нее	2	2
975	или иных	3	2
976	к своим	1	2
977	сочетании с	7	2
978	я а	1	2
979	он как	1	2
980	с первой	2	2
981	эстетический дискурс	5	2
982	от других	1	2
983	что произведение	1	2
984	в совершенно	1	2
985	и наоборот	3	2
986	креативного и	1	2
987	вот этот	1	2
988	утверждают свое	1	2
989	но мы	2	2
990	не байрон	1	2
991	нет и	2	2
992	вспять к	1	2
993	начиная с	1	2
994	произведении искусства	3	2
995	субъекта объекта	1	2
996	из первых	1	2
997	друга а	1	2
998	может оказаться	1	2
999	лев толстой	1	2
1000	то она	1	2
1001	всякий раз	3	2
1002	частных элементов	1	2
1003	который по	1	2
1004	при взгляде	2	2
1005	теперь уже	1	2
1006	акцентирует ее	1	2
1007	должен найти	1	2
1008	всю полноту	1	2
1009	текста в	18	2
1010	жизни но	3	2
1011	этом случае	4	2
1012	ответ на	3	2
1013	намерения творческих	1	2
1014	ему в	3	2
1015	объективной данности	1	2
1016	произведения как	8	2
1017	на вопрос	5	2
1018	частное бытие	1	2
1019	своих читателей	1	2
1020	второй половине	1	2
1021	знает категории	2	2
1022	мы имеем	9	2
1023	на роль	2	2
1024	могу обойтись	1	2
1025	и неслиянность	1	2
1026	участия в	1	2
1027	себя самого	2	2
1028	и подсказывает	1	2
1029	них дает	1	2
1030	для искусства	1	2
1031	реальности и	2	2
1032	не подавляет	1	2
1033	писал что	1	2
1034	и п	2	2
1035	в-третьих эта	1	2
1036	несет в	1	2
1037	все той	2	2
1038	свое частное	1	2
1039	по этому	1	2
1040	личной ответственности	1	2
1041	в дискурсе	1	2
1042	раз в	1	2
1043	непосредственно в	1	2
1044	ведь это	2	2
1045	в присутствии	3	2
1046	бежит повторения	1	2
1047	как утверждает	1	2
1048	виду не	1	2
1049	художественном тексте	5	2
1050	всегда бежит	1	2
1051	самсона вырина	1	2
1052	во внешнем	4	2
1053	каждого в	1	2
1054	о жизни	3	2
1055	между собою	1	2
1056	события особого	1	2
1057	нас к	2	2
1058	в любом	4	2
1059	есть в	4	2
1060	и следовало	1	2
1061	субъект и	2	2
1062	при таком	2	2
1063	перед собой	2	2
1064	к концу	1	2
1065	по словам	1	2
1066	в авторском	1	2
1067	в такой	2	2
1068	под диктовку	1	2
1069	пока не	1	2
1070	позиции субъекта	1	2
1071	вследствие чего	1	2
1072	должен быть	6	2
1073	текст как	2	2
1074	этом контексте	2	2
1075	и другого	4	2
1076	жизнь и	1	2
1077	напротив взаимно	1	2
1078	произведения с	2	2
1079	начале своего	1	2
1080	на единой	1	2
1081	и самого	3	2
1082	полагают себя	1	2
1083	в полной	3	2
1084	в таком	5	2
1085	а как	4	2
1086	следует говорить	1	2
1087	творческий процесс	1	2
1088	до тех	1	2
1089	оно в	2	2
1090	внутреннее я	3	2
1091	в поле	4	2
1092	культуре и	1	2
1093	частные элементы	1	2
1094	его не	1	2
1095	как может	1	2
1096	в акте	2	2
1097	реальности эстетического	1	2
1098	дело не	5	2
1099	ни был	1	2
1100	что касается	4	2
1101	не знаю	2	2
1102	коммуникативной стратегии	1	2
1103	элементов а	2	2
1104	принципе не	3	2
1105	дает им	1	2
1106	по формуле	1	2
1107	говорит я	1	2
1108	оказывается своего	1	2
1109	целого в	5	2
1110	что нам	1	2
1111	к которой	1	2
1112	отсылает нас	1	2
1113	с кем	1	2
1114	его я	1	2
1115	собственно говоря	6	2
1116	полагал что	1	2
1117	возвращении к	1	2
1118	на это	2	2
1119	по той	1	2
1120	отрешенности от	1	2
1121	а скорее	2	2
1122	со своими	1	2
1123	в понимании	1	2
1124	замкнутого круга	1	2
1125	парадоксальным образом	1	2
1126	равной мере	2	2
1127	им полный	1	2
1128	слова в	1	2
1129	другого не	2	2
1130	бытия и	2	2
1131	глазами и	1	2
1132	этой ситуации	1	2
1133	тех или	3	2
1134	роевого сознания	2	2
1135	когда наконец	1	2
1136	основе когда	1	2
1137	может и	2	2
1138	подавляет и	1	2
1139	очевидным образом	2	2
1140	в лице	1	2
1141	может наиболее	1	2
1142	не можем	1	2
1143	нет я	1	2
1144	что на	3	2
1145	смыкается с	1	2
1146	о таком	1	1
1147	и объекта	1	1
1148	роль по	1	1
1149	к действительности	1	1
1150	тетрадь и	1	1
1151	является в	1	1
1152	система ценностей	1	1
1153	она сама	1	1
1154	системой ценностей	1	1
1155	случае в	2	1
1156	таких моментов	1	1
1157	внутренним пространством	1	1
1158	другого эта	1	1
1159	этого в	1	1
1160	подлинно художественном	1	1
1161	своей широте	1	1
1162	художественный концепт	2	1
1163	этого персонажа	2	1
1164	княжны мери	1	1
1165	только что	1	1
1166	и продукт	1	1
1167	и функционирует	1	1
1168	характерно в	1	1
1169	познания и	1	1
1170	ролевой взгляд	1	1
1171	эстетическим объектом	4	1
1172	с собственным	1	1
1173	случае мы	1	1
1174	без исключения	2	1
1175	дело с	5	1
1176	чем ее	1	1
1177	всего произведения	1	1
1178	в особый	1	1
1179	или осмысленно	1	1
1180	с самим	3	1
1181	к числу	1	1
1182	это голос	1	1
1183	вновь и	1	1
1184	в поиске	1	1
1185	же хотя	1	1
1186	литературы а	1	1
1187	именно она	1	1
1188	которой в	1	1
1189	строго говоря	3	1
1190	какой бы	2	1
1191	говорит о	5	1
1192	сам автор	1	1
1193	с более	1	1
1194	мы это	1	1
1195	внутреннее есть	1	1
1196	миф в	1	1
1197	с той	2	1
1198	почему мы	1	1
1199	ты не	2	1
1200	присутствии эстетического	1	1
1201	требует от	1	1
1202	во всём	1	1
1203	словно в	1	1
1204	прямую противоположность	1	1
1205	бытие человека	2	1
1206	критериев художественности	1	1
1207	свою родину	1	1
1208	в состав	3	1
1209	структурализм постструктурализм	1	1
1210	личность но	1	1
1211	сознательно или	1	1
1212	иного я	1	1
1213	не сакрального	1	1
1214	собственно художественной	1	1
1215	творческого сознания	1	1
1216	сознаний в	1	1
1217	я героя	3	1
1218	существования и	2	1
1219	предполагает в	1	1
1220	ко всем	2	1
1221	между автором	1	1
1222	более или	2	1
1223	пастернак в	1	1
1224	обращением к	1	1
1225	на свой	1	1
1226	но все	1	1
1227	к персонажу	1	1
1228	а во-вторых	1	1
1229	и просто	2	1
1230	этом от	1	1
1231	и таится	1	1
1232	художественном языке	1	1
1233	трагическое есть	1	1
1234	тексте но	1	1
1235	если и	1	1
1236	как об	1	1
1237	все моменты	1	1
1238	нужно поставить	1	1
1239	о свободе	2	1
1240	организатором коммуникативного	1	1
1241	стороны субъекта	1	1
1242	к другим	2	1
1243	том или	4	1
1244	люди у	1	1
1245	места и	1	1
1246	к собеседнику	1	1
1247	к художественности	1	1
1248	в наиболее	3	1
1249	как говаривал	1	1
1250	имеет место	6	1
1251	своих и	1	1
1252	единого и	1	1
1253	творческую рефлексию	1	1
1254	в собственном	3	1
1255	от первой	1	1
1256	ориентиром для	1	1
1257	их в	1	1
1258	в цепи	1	1
1259	обнимает все	1	1
1260	о судьбе	1	1
1261	над самим	1	1
