N	3gram	Losev_Prob	StatiiOP
297	самым простым и	1	1
298	что единственный способ	2	1
299	и не может	1	1
300	значения как бы	1	1
301	а иной раз	2	1
302	мы имеем дело	2	1
303	смысле что он	1	1
304	живой речи в	1	1
305	то ни стало	1	1
306	своих героев и	1	1
307	полтава и медный	1	1
308	само собой разумеется	1	1
309	что здесь является	1	1
310	которая не была	1	1
311	а то и	1	1
312	потому что для	1	1
313	у нас только	1	1
314	то что она	1	1
315	т д все	1	1
316	как будто к	1	1
317	и потому что	1	1
318	друг к другу	1	1
319	как мы говорим	1	1
320	никто не сомневается	1	1
321	он является таким	1	1
322	тем что мы	1	1
323	в значительной мере	2	1
324	быть даже и	2	1
325	даже сказать что	1	1
326	и во всяком	3	1
327	в каждой из	1	1
328	не было а	1	1
329	и может быть	2	1
330	от того что	1	1
331	она ни была	2	1
332	только в его	1	1
333	иной раз даже	1	1
334	и не очень	2	1
335	не было этого	1	1
336	на смерть пушкина	1	1
337	к вопросу о	1	1
338	собой разумеется что	1	1
339	может быть даже	4	1
340	столько же сколько	2	1
341	если бы пушкин	1	1
342	несет на себе	3	1
343	ни в какой	1	1
344	несомненно и то	1	1
345	разумеется что в	1	1
346	и вовсе не	6	1
347	этой точки зрения	2	1
348	хотя это и	2	1
349	ту или иную	3	1
350	и он по	1	1
351	отчет в том	3	1
352	в такой форме	1	1
353	каком смысле не	1	1
354	для них это	1	1
355	в медном всаднике	2	1
356	это можно было	1	1
357	и в тех	1	1
358	к медному всаднику	1	1
359	к выводу что	1	1
360	и не было	2	1
361	т д во	1	1
362	всему тому что	1	1
363	в результате этого	1	1
364	и той же	1	1
365	поскольку речь идет	1	1
366	говорить о том	2	1
367	и на этой	1	1
368	и ни в	4	1
369	такие произведения как	1	1
370	связи с этим	1	1
371	то есть с	2	1
372	в этом стихотворении	2	1
373	об этом мы	2	1
374	при помощи этой	1	1
375	мы приходим к	1	1
376	что и сам	2	1
377	т д конечно	1	1
378	точка зрения на	1	1
379	и для нас	1	1
380	мы находим не	1	1
381	не имеет никакого	3	1
382	у него с	1	1
383	он может быть	1	1
384	вовсе не так	3	1
385	но для нас	1	1
386	и тем что	2	1
387	в узком смысле	1	1
388	мы видели выше	1	1
389	и не является	1	1
390	то что тот	1	1
391	можно сказать о	1	1
392	вовсе еще не	2	1
393	с начала до	1	1
394	что бы то	1	1
395	мы до сих	1	1
396	может быть никакого	1	1
397	в настоящем смысле	1	1
398	когда говорил о	1	1
399	каких бы то	1	1
400	во всех случаях	1	1
401	и в частности	4	1
402	нас не было	1	1
403	одно и то	4	1
404	содержит в себе	13	1
405	точно и в	1	1
406	ответ на этот	1	1
407	одной и той	1	1
408	то в отношении	1	1
409	не связан с	1	1
410	это уже не	2	1
411	можно даже сказать	1	1
412	д все это	1	1
413	по себе очень	1	1
414	не менее в	3	1
415	другое дело когда	2	1
416	и вообще не	2	1
417	сказать несколько слов	1	1
418	в этих стихах	1	1
419	с этим не	1	1
420	же как и	4	1
421	по пути этого	1	1
422	в виду при	1	1
423	прежде всего образ	1	1
424	с полной убедительностью	1	1
425	на свете и	1	1
426	а во втором	1	1
427	о чем ты	1	1
428	то он и	1	1
429	те или иные	6	1
430	и все же	1	1
431	с которыми мы	1	1
432	мы не должны	1	1
433	в свете этой	1	1
434	в таких случаях	2	1
435	как о чем-то	1	1
436	романтизма и в	1	1
437	у них всегда	1	1
438	и медный всадник	1	1
439	тому как мы	1	1
440	в том виде	4	1
441	и не только	1	1
442	сих пор мы	2	1
443	настолько велико что	1	1
444	те или другие	3	1
445	ни в чем	2	1
446	тот или иной	4	1
447	не хочет сказать	1	1
448	сказать что мы	1	1
449	в другом случае	2	1
450	потому что они	2	1
451	нам кажется что	1	1
452	и исключительно в	1	1
