N	2gram	Vinokur_Vv	Formalny
312	искусства и	2	6
313	отношение к	3	6
314	тому что	2	6
315	за исключением	1	5
316	с этой	5	5
317	какой бы	2	5
318	в виду	5	5
319	как они	1	5
320	значительной степени	1	5
321	правда в	1	5
322	и истории	2	5
323	так например	6	5
324	и со	2	5
325	перестает быть	1	5
326	можно сказать	4	5
327	в котором	4	5
328	то это	3	5
329	вопрос о	10	5
330	должно было	1	5
331	связь между	5	5
332	как на	12	5
333	к которому	1	5
334	она есть	5	5
335	к нему	3	5
336	всего в	1	5
337	то в	1	5
338	на язык	1	5
339	время и	1	5
340	прием как	1	5
341	хотя и	5	5
342	не от	1	5
343	не столько	2	5
344	проблем и	1	5
345	что не	5	5
346	а только	8	5
347	в эту	1	5
348	могло бы	2	5
349	мы можем	2	5
350	мы уже	2	5
351	или же	3	5
352	не приходится	1	5
353	и что	6	5
354	не могла	1	5
355	этом смысле	11	5
356	а как	5	5
357	и самый	1	5
358	в отношении	3	5
359	проблема и	1	5
360	должен был	4	5
361	что оно	2	5
362	не имеет	4	5
363	да и	4	5
364	бы и	3	5
365	в значительной	3	5
366	а лишь	1	5
367	как например	6	5
368	о языке	6	5
369	в отличие	4	5
370	одной из	4	5
371	языка а	2	5
372	к предмету	1	5
373	в самой	1	5
374	и то	7	5
375	общения в	1	5
376	значение в	2	5
377	для нас	1	5
378	в широком	7	5
379	однако не	4	5
380	непосредственно в	1	5
381	становления и	1	5
382	и эта	1	5
383	в эпоху	1	5
384	в такой	1	5
385	отличие от	4	5
386	тому как	2	5
387	мы должны	2	5
388	еще в	1	5
389	от того	3	5
390	одного из	1	5
391	слова в	1	5
392	же в	1	5
393	все более	4	5
394	может и	1	5
395	что было	1	4
396	науки о	9	4
397	и другие	2	4
398	можно и	1	4
399	об искусстве	4	4
400	и история	4	4
401	эта связь	1	4
402	только как	7	4
403	в каких	1	4
404	и должна	1	4
405	должна была	2	4
406	между двумя	1	4
407	увидим что	2	4
408	превращается в	1	4
409	самого начала	1	4
410	это единство	1	4
411	в основу	2	4
412	во всей	1	4
413	одна из	3	4
414	на котором	2	4
415	того же	3	4
416	все в	1	4
417	в некоторых	1	4
418	на протяжении	2	4
419	а наоборот	1	4
420	от действительности	2	4
421	тем не	9	4
422	что такое	12	4
423	и этим	1	4
424	научной работы	3	4
425	очевидно что	1	4
426	в таком	1	4
427	конце концов	2	4
428	тогда когда	4	4
429	от других	2	4
430	от конкретного	1	4
431	в лучшем	1	4
432	материалом и	2	4
433	не будет	1	4
434	содержания и	1	4
435	нужно было	1	4
436	в учении	1	4
437	этот вопрос	7	4
438	должны были	1	4
439	или иное	1	4
440	истории и	4	4
441	он в	1	4
442	не значит	1	4
443	слова как	2	4
444	и чем	2	4
445	чтобы не	1	4
446	однако и	1	4
447	та же	1	4
448	его из	1	4
449	объект исследования	1	4
450	оно было	1	4
451	в работах	2	4
452	литературного развития	1	4
453	подобно тому	2	4
454	как не	1	4
455	есть лишь	2	4
456	мы говорим	3	4
457	ближайшим образом	1	4
458	значения и	1	4
459	быть понято	1	4
460	направление в	3	4
461	этом пункте	1	4
462	впечатление что	1	4
463	наконец в	1	4
464	так чтобы	3	4
465	каждой из	6	4
466	его нельзя	1	4
467	со всей	3	4
468	отношении к	2	4
469	только при	1	4
470	и о	1	4
471	литература в	1	4
472	но если	6	4
473	какие бы	1	4
474	он должен	1	4
475	этот процесс	4	4
476	зависит от	3	4
477	и историю	2	4
478	здесь в	1	4
479	что каждый	1	4
480	слово в	1	4
481	реальной действительности	1	4
482	или в	1	4
483	или иначе	4	4
484	исторической действительности	2	4
485	сама по	3	4
486	лишь с	1	4
487	или даже	1	4
488	и тех	1	4
489	а к	1	4
490	наука о	5	4
491	с самого	1	4
492	тех же	1	4
493	как он	6	4
494	только то	1	4
495	правом можно	1	4
496	одним из	5	4
497	и тогда	3	4
498	лучшем случае	1	4
499	не к	2	4
500	во всем	2	3
501	и очень	1	3
502	этого направления	1	3
503	дело с	9	3
504	это значит	1	3
505	время не	2	3
506	остановиться на	1	3
507	самом же	1	3
508	требует от	1	3
509	в одном	4	3
510	литература но	1	3
511	но что	3	3
512	предисловии к	1	3
513	ни одна	2	3
514	теперь мы	1	3
515	историю литературы	1	3
516	из всего	1	3
517	в точном	1	3
518	а именно	6	3
519	языка то	1	3
520	широком смысле	8	3
521	связано с	1	3
522	в противовес	1	3
523	как язык	1	3
524	убедиться в	1	3
525	не должен	1	3
526	язык в	3	3
527	не всегда	1	3
528	как совокупность	2	3
529	это было	1	3
530	из себя	1	3
531	исследования и	3	3
532	в различных	5	3
533	они должны	1	3
534	том чтобы	6	3
535	формы в	1	3
536	к этим	1	3
537	для этой	1	3
538	в системе	1	3
539	языка к	1	3
540	не то	1	3
541	проблемы и	2	3
542	мы видим	1	3
543	внимание на	5	3
544	именно для	1	3
545	именно из	1	3
546	а и	1	3
547	что при	1	3
548	в качестве	8	3
549	но как	2	3
550	идеализма и	1	3
551	как таковым	1	3
552	лежит в	2	3
553	не была	1	3
554	о возможности	1	3
555	но он	1	3
556	быть только	1	3
557	вещей и	1	3
558	и именно	13	3
559	совсем другое	1	3
560	же касается	2	3
561	в чем	4	3
562	произведение есть	1	3
563	вопроса о	1	3
564	материалом для	1	3
565	и самые	1	3
566	от характера	4	3
567	как некоторое	1	3
568	не дает	1	3
569	в работе	3	3
570	так что	5	3
571	и тот	1	3
572	в форме	2	3
573	не просто	5	3
574	не касается	1	3
575	она была	2	3
576	культуры и	1	3
577	приходим к	5	3
578	понимает как	1	3
579	бы оно	1	3
580	новых художественных	1	3
581	который был	1	3
582	и особенно	1	3
583	можно только	2	3
584	связи и	1	3
585	из возможных	1	3
586	лишь к	1	3
587	к одной	1	3
588	смысле слова	7	3
589	и при	2	3
590	уже знаем	2	3
591	и из	2	3
592	никак не	1	3
593	от этой	1	3
594	целое и	2	3
595	что содержание	1	3
596	так или	4	3
597	нам в	1	3
598	строгом смысле	3	3
599	имеет значение	1	3
600	могло не	1	3
601	историк литературы	3	3
602	содержание и	1	3
603	техники и	1	3
604	если это	2	3
605	можно назвать	1	3
606	в в	3	3
607	вряд ли	3	3
608	в которых	6	3
609	том смысле	2	3
610	том как	1	3
611	этот образ	1	3
612	вследствие этого	1	3
613	чтобы убедиться	1	3
614	в каком	3	3
615	ли они	1	3
616	вытекает из	1	3
617	это понятие	2	3
618	из системы	1	3
619	и заключается	4	3
620	том числе	1	3
621	это то	1	3
622	этой работы	3	3
623	это только	4	3
624	для нее	2	3
625	что уже	3	3
626	своей работе	1	3
627	только тем	1	3
628	каждый из	2	3
629	состоит в	2	3
630	из истории	2	3
631	как предмет	1	3
632	действительности а	1	3
633	то или	1	3
634	тот же	1	3
635	этого термина	3	3
636	литературного языка	1	3
637	вся эта	1	3
638	находятся в	2	3
639	теоретической мысли	1	3
640	для всякого	1	3
641	что собственно	3	3
642	то мы	1	3
643	возможно только	1	3
644	представлять себе	1	3
645	с их	5	3
646	материал для	3	3
647	с чисто	3	3
648	или иной	3	3
649	на нее	3	3
650	дело в	5	3
651	вообще не	3	3
652	есть только	2	3
653	к своему	2	3
654	что раньше	1	3
655	но уже	2	3
656	на его	1	3
657	тем более	2	3
658	в предисловии	1	3
659	стремлением к	1	3
660	одну из	1	3
661	а от	1	3
662	во второй	3	3
663	е в	4	3
664	не с	3	3
665	в науке	1	3
666	действительность не	1	3
667	же самое	3	3
668	в трудах	1	3
669	и прежде	1	3
670	на то	2	3
671	мира в	1	3
672	нуждается в	3	3
673	и обратно	4	3
674	именно это	1	3
675	дело обстоит	1	3
676	и совершенно	2	3
677	что на	1	3
678	в известной	3	3
679	в чисто	4	3
680	литературы история	1	3
681	от изучения	1	2
682	все что	1	2
683	е с	1	2
684	и содержания	1	2
685	говоря уже	2	2
686	только один	1	2
687	языке и	4	2
688	был и	1	2
689	связи в	1	2
690	или нет	2	2
691	о чем	4	2
692	говорит о	3	2
693	в принципе	3	2
694	слове в	1	2
695	явно не	1	2
696	и соответствующих	1	2
697	научная история	1	2
698	ее с	1	2
699	иначе как	1	2
700	представление о	1	2
701	том или	2	2
702	работы в	3	2
703	в собственном	3	2
704	вещей в	1	2
705	даже просто	1	2
706	что такая	1	2
707	языка на	2	2
708	или ином	2	2
709	в природе	1	2
710	тем или	2	2
711	самого слова	1	2
712	при помощи	3	2
713	относиться к	1	2
714	также что	1	2
715	и того	3	2
716	ними и	2	2
717	из важнейших	1	2
718	некоторое единство	1	2
719	не могли	2	2
720	или другим	1	2
721	восприятия в	1	2
722	направлено на	1	2
723	по тем	2	2
724	не создает	1	2
725	известных условиях	1	2
726	не чувствует	1	2
727	она могла	1	2
728	по возможности	3	2
729	понятия в	2	2
730	и другой	1	2
731	своей прямой	1	2
732	уже о	1	2
733	из их	1	2
734	в этот	2	2
735	в руках	1	2
736	одной и	2	2
737	между отдельными	1	2
738	в строгом	3	2
739	эта система	1	2
740	автора с	1	2
741	искусстве и	1	2
742	его собственной	1	2
743	соприкасается с	1	2
744	содержание поэтического	1	2
745	языка не	2	2
746	в самое	1	2
747	и историческими	2	2
748	без того	1	2
749	что она	3	2
750	мысли в	1	2
751	момент в	1	2
752	в создании	2	2
753	и входит	1	2
754	себя в	2	2
755	и становится	1	2
756	чтобы понять	4	2
757	этого и	1	2
758	той мере	6	2
759	мышления и	1	2
760	что этого	1	2
761	несмотря на	2	2
762	разница между	1	2
763	и художественно	1	2
764	и нужно	1	2
765	и сама	2	2
766	что самая	1	2
767	этом понятии	1	2
768	что между	1	2
769	не выходя	1	2
770	содержания как	1	2
771	и развития	2	2
772	есть еще	3	2
773	чем в	3	2
774	и техника	1	2
775	или не	1	2
776	ее от	2	2
777	но совершенно	1	2
778	русской литературы	1	2
779	смысле и	2	2
780	литературе и	1	2
781	лишь на	1	2
782	в ряду	2	2
783	материал который	2	2
784	особенности в	1	2
785	и теми	3	2
786	ведь в	1	2
787	к вопросу	1	2
788	то эти	1	2
789	а для	1	2
790	той или	3	2
791	вопрос об	1	2
792	таким путем	2	2
793	выражение в	2	2
794	а с	2	2
795	в содержание	1	2
796	вообще в	2	2
797	как следует	2	2
798	искусства науки	1	2
799	чтобы он	2	2
800	науки а	4	2
801	что его	1	2
802	именно потому	1	2
803	литературой и	1	2
804	все то	1	2
805	с наукой	2	2
806	объясняется и	1	2
807	так называемые	2	2
808	явления в	1	2
809	языком и	1	2
810	одно и	2	2
811	нужно сказать	1	2
812	и та	1	2
813	можно было	8	2
814	проблем в	1	2
815	относится и	1	2
816	бы уже	1	2
817	также не	1	2
818	как один	1	2
819	как эта	1	2
820	ни одной	1	2
821	оно входит	1	2
822	однако в	3	2
823	общего с	1	2
824	но есть	1	2
825	подход к	1	2
826	для нашего	1	2
827	только так	2	2
828	на отдельные	1	2
829	о ней	1	2
830	в первой	1	2
831	и есть	3	2
832	а отсюда	2	2
833	иной раз	2	2
834	же мы	1	2
835	значит что	1	2
836	в практическом	2	2
837	отсюда следует	1	2
838	есть система	1	2
839	в какой-то	1	2
840	нее не	1	2
841	он действительно	1	2
842	исследования в	1	2
843	были бы	1	2
844	собственном смысле	3	2
845	от материала	1	2
846	как с	1	2
847	жизни а	1	2
848	почти не	1	2
849	этого понятия	5	2
850	его содержание	1	2
851	групп и	1	2
852	объект изучения	1	2
853	литературой в	1	2
854	это уже	2	2
855	они только	1	2
856	действительность как	1	2
857	же собственно	1	2
858	из того	2	2
859	или иная	1	2
860	в тех	2	2
861	нет никакого	1	2
862	целом ряде	2	2
863	очень много	1	2
864	с ними	1	2
865	особого рода	4	2
866	этой точки	2	2
867	с неизбежностью	1	2
868	конечно и	1	2
869	заключается в	4	2
870	тем пониманием	1	2
871	нет он	1	2
872	по истории	2	2
873	в одних	1	2
874	социальным явлением	1	2
875	далеко не	1	2
876	и так	2	2
877	и отдельных	1	2
878	правда не	1	2
879	изобразительных искусствах	1	2
880	к какому	2	2
881	это понимание	2	2
882	языка или	2	2
883	возникает вопрос	2	2
884	общем смысле	1	2
885	это противопоставление	1	2
886	ни к	2	2
887	а если	2	2
888	самое же	2	2
889	не совпадает	2	2
890	в круг	1	2
891	своей целью	2	2
892	и вот	3	2
893	его исторического	1	2
894	е на	1	2
895	автора и	1	2
896	не должно	1	2
897	и историка	1	2
898	из его	2	2
899	только тогда	1	2
900	что если	2	2
901	или иных	3	2
902	как если	1	2
903	ко времени	2	2
904	не потому	1	2
905	времени и	4	2
906	его содержании	1	2
907	случае с	1	2
908	же а	1	2
909	имеем в	1	2
910	или вообще	5	2
911	к ним	1	2
912	только одна	1	2
913	науку о	2	2
914	содержания но	1	2
915	своеобразия и	1	2
916	то она	2	2
917	его прямой	2	2
918	на этот	6	2
919	самом процессе	1	2
920	русского литературного	1	2
921	конкретное единство	1	2
922	содержанию и	1	2
923	и лингвистика	1	2
924	языка но	2	2
925	литературы не	1	2
926	не лучше	1	2
927	только с	4	2
928	только потому	1	2
929	из него	2	2
930	к общим	1	2
931	этом случае	6	2
932	в более	4	2
933	на языке	2	2
934	и многие	1	2
935	смысле что	1	2
936	исторического изучения	2	2
937	ни с	2	2
938	исторической жизни	1	2
939	этого целого	1	2
940	мы имеем	4	2
941	и принципиально	1	2
942	или с	1	2
943	в определенном	1	2
944	с системой	2	2
945	этой науки	3	2
946	таком случае	1	2
947	в русском	1	2
948	все равно	2	2
949	в виде	4	2
950	ведь это	1	2
951	но с	5	2
952	что ни	1	2
953	говорим о	1	2
954	темы и	1	2
955	и техники	1	2
956	что будет	1	2
957	который как	1	2
958	в силу	3	2
959	языку как	1	2
960	здесь все	3	2
961	в германии	3	2
962	с теми	2	2
963	непосредственно как	1	2
964	язык может	1	2
965	искусства как	1	2
966	на тему	2	2
967	языка с	2	2
968	что этот	1	2
969	и без	2	2
970	говорят о	1	2
971	что мы	2	2
972	с историей	3	2
973	участие в	1	2
974	в каждой	2	2
975	мере в	6	2
976	отношения между	1	2
977	чтобы сделать	1	2
978	этих двух	2	2
979	и основные	1	2
980	не говоря	2	2
981	отличная от	1	2
982	человека в	1	2
983	системы языка	1	2
984	работы но	1	2
985	и эти	1	2
986	в полной	1	2
987	же это	2	2
988	свое выражение	3	2
989	ту или	1	2
990	sui generis	3	2
991	и критики	1	2
992	историю искусств	1	2
993	дело не	5	2
994	бы например	1	2
995	языка при	1	2
996	при известных	1	2
997	определяется в	1	2
998	свое значение	2	2
999	человека и	1	2
1000	в другом	3	2
1001	иным путем	1	2
1002	этого метода	1	2
1003	та или	1	2
1004	это можно	1	2
1005	по этому	3	2
1006	как увидим	2	2
1007	и каковы	2	2
1008	очень трудно	1	2
1009	вопросов и	1	2
1010	тех или	3	2
1011	язык например	1	2
1012	это в	2	2
1013	совокупности всех	1	2
1014	ведь и	1	2
1015	дело здесь	1	2
1016	есть не	5	2
1017	самоцель а	1	1
1018	характера как	1	1
1019	с которыми	2	1
1020	историческую жизнь	1	1
1021	современности всегда	1	1
1022	истории русского	1	1
1023	такая наука	1	1
1024	и объяснить	1	1
1025	и уже	3	1
1026	еще раз	2	1
1027	из сторон	1	1
1028	зрения на	1	1
1029	в изучении	3	1
1030	почва для	1	1
1031	в момент	1	1
1032	роль и	1	1
1033	воплощения в	1	1
1034	судить о	1	1
1035	цель которых	1	1
1036	и глубины	1	1
1037	из литературного	2	1
1038	до него	1	1
1039	исследователя литературы	1	1
1040	и имеет	1	1
1041	в определенное	1	1
1042	целое так	1	1
1043	условий в	1	1
1044	выделить в	1	1
1045	любовь к	4	1
1046	вопросу о	2	1
1047	в ряде	2	1
1048	себе научное	1	1
1049	в языковой	1	1
1050	вещи и	1	1
1051	уже собственно	1	1
1052	в разных	7	1
1053	в задачу	1	1
1054	и был	2	1
1055	в большей	7	1
1056	и составляет	1	1
1057	мысли и	2	1
1058	по праву	1	1
1059	всех ее	1	1
1060	это отрицание	1	1
1061	метода он	1	1
1062	одно из	5	1
1063	и форме	1	1
1064	почве их	1	1
1065	как своего	1	1
1066	экспериментальной фонетики	1	1
1067	о методах	1	1
1068	по мере	4	1
1069	котором они	1	1
1070	притом еще	1	1
1071	и которые	1	1
1072	понимается как	1	1
1073	данности и	1	1
1074	законы развития	1	1
1075	по причинам	1	1
1076	науки с	5	1
1077	вещей как	1	1
1078	чтобы в	1	1
1079	быть названа	1	1
1080	в духе	1	1
1081	быть положена	1	1
1082	на свой	1	1
1083	и понимать	4	1
1084	и сам	3	1
1085	жизнь в	1	1
1086	проблемы в	1	1
1087	как одна	1	1
1088	на общий	1	1
1089	каким образом	2	1
1090	самое и	1	1
1091	каковы его	1	1
1092	во взглядах	1	1
1093	из самых	1	1
1094	и задачи	1	1
1095	именно о	1	1
1096	средой через	1	1
1097	в построении	1	1
1098	том же	2	1
1099	и требует	2	1
1100	наука а	1	1
1101	между прочим	1	1
1102	места и	1	1
1103	материала у	1	1
1104	ради самого	1	1
1105	чтобы можно	2	1
1106	деятельность не	1	1
1107	метода и	1	1
1108	похож на	1	1
1109	различны то	1	1
1110	и внутренне	1	1
1111	самой действительности	1	1
1112	духа в	1	1
1113	что без	1	1
1114	здесь именно	1	1
1115	одновременно и	3	1
1116	та система	1	1
1117	на эту	1	1
1118	можно увидеть	1	1
1119	оказалось что	2	1
1120	условиях его	2	1
1121	всю эту	1	1
1122	собой не	1	1
1123	это бывает	1	1
1124	историей и	1	1
1125	они изучают	1	1
1126	прочим и	1	1
1127	языка во	1	1
1128	диалектического материализма	1	1
1129	этой стороны	2	1
1130	о единой	1	1
1131	самом широком	1	1
1132	только что	4	1
1133	в себя	1	1
1134	культуры в	5	1
1135	как только	2	1
1136	искусство и	2	1
1137	развития а	1	1
1138	неясности в	1	1
1139	всю обширную	1	1
1140	для исследования	1	1
1141	словом чтобы	1	1
1142	историю языка	1	1
1143	понять как	1	1
1144	влечет за	2	1
1145	нам не	2	1
1146	понятно что	3	1
1147	и дело	1	1
1148	неизбежно ведет	1	1
1149	проникая в	1	1
1150	ней только	1	1
1151	было не	1	1
1152	не предполагает	1	1
1153	на этой	3	1
1154	в центр	1	1
1155	не существует	2	1
1156	более широком	2	1
1157	осуществляется в	1	1
1158	видеть и	1	1
1159	и такие	1	1
1160	об особой	1	1
1161	от целого	1	1
1162	об ее	1	1
1163	нельзя было	1	1
1164	содержания при	1	1
1165	заключены в	1	1
1166	е каким	1	1
1167	своей природе	3	1
1168	отсюда и	2	1
1169	очень неохотно	1	1
1170	историческое изучение	1	1
1171	сохраняет свое	1	1
1172	е о	1	1
1173	вот почему	3	1
1174	времени в	3	1
1175	которыми он	1	1
1176	поздно уже	1	1
1177	которых не	3	1
1178	и той	3	1
1179	для себя	1	1
1180	из самого	1	1
1181	пока не	2	1
1182	о них	2	1
1183	о научной	1	1
1184	за собой	3	1
1185	видеть что	6	1
1186	приходит к	1	1
1187	а между	2	1
1188	поколений в	1	1
1189	и была	1	1
1190	этого искусства	1	1
1191	которых так	1	1
1192	так а	1	1
1193	разных сторон	1	1
1194	дать о	1	1
1195	чистом виде	1	1
1196	науку и	3	1
1197	самого понятия	1	1
1198	уже и	10	1
1199	не вполне	4	1
1200	то как	1	1
1201	стороны как	1	1
1202	не что	5	1
1203	как оно	3	1
1204	и сообщение	1	1
1205	научной работе	5	1
1206	так называемых	4	1
1207	историей литературы	1	1
1208	в чистом	1	1
1209	об абсолютной	1	1
1210	быть более	1	1
1211	самое но	1	1
1212	всегда и	1	1
1213	жизни данного	1	1
1214	второй половины	3	1
1215	настолько что	1	1
1216	по специальности	1	1
1217	на те	1	1
1218	их непосредственной	1	1
1219	историей других	1	1
1220	поэта и	1	1
1221	историк искусства	1	1
1222	моментом в	1	1
1223	без всякого	1	1
1224	жизни как	2	1
1225	друг для	1	1
1226	наряду с	3	1
1227	первостепенное значение	1	1
1228	смысле не	1	1
1229	форме не	1	1
1230	и условий	1	1
1231	путь от	2	1
1232	материала к	1	1
1233	его нужно	1	1
1234	части этой	1	1
1235	что все	1	1
1236	входят в	1	1
1237	искусства со	1	1
1238	в способах	1	1
1239	науке о	1	1
1240	каждое из	1	1
1241	ее не	1	1
1242	именно она	1	1
1243	по поводу	1	1
1244	историю и	2	1
1245	у этих	1	1
1246	были в	1	1
1247	каким был	1	1
1248	в отдельных	1	1
1249	и чувства	1	1
1250	иначе его	1	1
1251	здесь идет	1	1
1252	не мог	2	1
1253	общих чертах	1	1
1254	своих основных	1	1
1255	как будто	3	1
1256	большей степени	2	1
1257	определенное время	1	1
1258	ними в	1	1
1259	к языку	2	1
1260	то о	2	1
1261	крайней мере	4	1
1262	истории языка	6	1
1263	смысле как	3	1
1264	действительно в	1	1
1265	с разных	1	1
1266	наук она	1	1
1267	этих теорий	1	1
1268	чтобы увидеть	1	1
1269	того о	1	1
1270	материальной организации	1	1
1271	же всего	1	1
1272	а кроме	1	1
1273	ближе к	2	1
1274	представить себе	7	1
1275	и распоряжается	1	1
1276	не соглашаться	1	1
1277	действительно ли	1	1
1278	и исходным	1	1
1279	и физиология	1	1
1280	того обстоятельства	1	1
1281	все здесь	1	1
1282	литературой с	1	1
1283	она и	1	1
1284	том насколько	1	1
1285	тот смысл	1	1
1286	своим источником	1	1
1287	здесь нет	4	1
1288	а затем	2	1
1289	явление культуры	1	1
1290	и особые	1	1
1291	чем на	1	1
1292	такого рода	3	1
1293	в особых	1	1
1294	произведений не	1	1
1295	обратить внимание	2	1
1296	у каждого	1	1
1297	смысле в	2	1
1298	другого если	1	1
1299	остается еще	1	1
1300	противоречий и	1	1
1301	и чрезвычайно	1	1
1302	или иными	1	1
