N	2gram	Trubetskoy	PoTuStor
242	сделать и	1	1
243	в психологии	4	1
244	на нашу	2	1
245	их лежит	1	1
246	и того	3	1
247	с одной	3	1
248	уже в	1	1
249	наших глазах	1	1
250	ним и	1	1
251	тогда когда	3	1
252	реальной и	1	1
253	в состоянии	5	1
254	без исключения	1	1
255	еще более	1	1
256	это и	1	1
257	потом и	1	1
258	несмотря на	6	1
259	но именно	1	1
260	освободиться от	3	1
261	же совершенно	1	1
262	уже знаем	1	1
263	следует что	2	1
264	хотя и	4	1
265	в разных	3	1
266	смысл и	1	1
267	неизбежно окажется	1	1
268	а это	2	1
269	с тем	4	1
270	из одних	1	1
271	что при	7	1
272	в сущности	2	1
273	только не	2	1
274	похоже на	1	1
275	что только	3	1
276	в качестве	1	1
277	потому не	1	1
278	более позднее	1	1
279	в человеке	1	1
280	течение своей	1	1
281	не являются	1	1
282	нами до	1	1
283	у нас	3	1
284	и другими	1	1
285	в виду	2	1
286	я не	2	1
287	у многих	1	1
288	т.е те	1	1
289	потому-то и	1	1
290	что между	1	1
291	можно было	1	1
292	в самые	1	1
293	работы и	2	1
294	в своих	2	1
295	борьбу с	1	1
296	связи с	4	1
297	психологии и	1	1
298	культурой и	1	1
299	полное органическое	1	1
300	этой точки	1	1
301	представляет собою	2	1
302	не более	2	1
303	если бы	8	1
304	столь же	5	1
305	а во-вторых	1	1
306	и сам	2	1
307	психологии а	1	1
308	с ней	1	1
309	и следа	1	1
310	что его	4	1
311	на такой	2	1
312	в сознании	7	1
313	в научную	1	1
314	теперь мы	2	1
315	дело в	1	1
316	к подобной	1	1
317	он может	1	1
318	нужно только	1	1
319	но не	3	1
320	эти две	1	1
321	и эта	1	1
322	развития в	1	1
323	и начало	2	1
324	из того	4	1
325	а то	1	1
326	позднее время	1	1
327	чем конечно	1	1
328	из всего	1	1
329	методов и	1	1
330	психики и	1	1
331	в конце	4	1
332	войдя в	2	1
333	случае не	1	1
334	в корне	1	1
335	на другую	1	1
336	пор еще	1	1
337	в связи	3	1
338	зависит от	1	1
339	не подлежит	3	1
340	этой цели	1	1
341	что по	3	1
342	привлечением к	1	1
343	в мире	6	1
344	все же	15	1
345	основано на	5	1
346	при таком	2	1
347	жизни в	1	1
348	учреждение и	1	1
349	время после	2	1
350	науки в	1	1
351	от этого	1	1
352	мы только	1	1
353	приводит к	1	1
354	на все	5	1
355	не имеет	2	1
356	и со	1	1
357	он найдет	1	1
358	них мы	1	1
359	выше мы	4	1
360	по его	2	1
361	и положительный	1	1
362	ступени развития	5	1
363	и мало	1	1
364	собою в	1	1
365	понятны и	2	1
366	зависимости от	2	1
367	в себя	2	1
368	это было	1	1
369	роль в	1	1
370	со стороны	1	1
371	жизни если	1	1
372	идеи и	1	1
373	на его	1	1
374	мы считаем	1	1
375	с другом	9	1
376	на своем	1	1
377	но если	2	1
378	делает его	1	1
379	всех их	1	1
380	деле есть	1	1
381	сейчас же	3	1
382	вовсе не	2	1
383	будет только	2	1
384	уже не	1	1
385	к тому	8	1
386	свой смысл	1	1
387	на одном	2	1
388	культурного творчества	1	1
389	а для	2	1
390	однако не	1	1
391	а потом	1	1
392	первый взгляд	1	1
393	этих двух	2	1
394	что эти	2	1
395	нет ничего	1	1
396	ли они	1	1
397	ко всему	2	1
398	разделения труда	1	1
399	наконец и	1	1
400	искать в	1	1
401	на сторону	1	1
402	а с	4	1
403	в данном	3	1
404	т.е только	1	1
405	и часто	1	1
406	за шагом	1	1
407	же более	1	1
408	вытекает из	1	1
409	отличается от	6	1
410	и история	1	1
411	вопрос о	3	1
412	самую важную	1	1
413	каких бы	1	1
414	не сделал	1	1
415	и т.д	4	1
416	мы говорили	8	1
417	два момента	1	1
418	даже и	1	1
419	и социальной	2	1
420	то и	2	1
421	она не	2	1
422	в течение	4	1
423	с нами	1	1
424	в свою	2	1
425	входит в	1	1
426	но даже	3	1
427	того чтобы	8	1
428	одной стороны	2	1
429	как известно	3	1
430	шаг за	1	1
431	почти исключительно	1	1
432	в другом	2	1
433	то ни	4	1
434	для того	8	1
435	всем этим	1	1
436	каждый момент	1	1
437	быть не	1	1
438	в ней	3	1
439	научных методов	1	1
440	утверждают что	1	1
441	в борьбу	1	1
442	это сознание	1	1
443	точно и	1	1
444	в руках	1	1
445	от всех	1	1
446	что если	3	1
447	к такой	1	1
448	а не	1	1
449	к тем	2	1
450	увидим что	1	1
451	ни один	4	1
452	должны быть	3	1
453	и та	1	1
454	и что	9	1
455	же что	2	1
456	совершенно так	4	1
457	других людей	1	1
458	так чтобы	2	1
459	центр тяжести	1	1
460	конечно в	2	1
461	к делу	1	1
462	и другом	1	1
463	в истинном	1	1
464	говоря о	1	1
465	но какое	1	1
466	в нашей	1	1
467	рано или	2	1
468	в особом	1	1
469	сомнению что	3	1
470	не следует	2	1
471	выводам что	1	1
472	конечно остается	1	1
473	только когда	1	1
474	взгляда на	1	1
475	и жизни	1	1
476	уже и	3	1
477	можно ли	2	1
478	упадка и	1	1
479	от того	3	1
480	но вместе	2	1
481	конечно нет	1	1
482	осталось и	1	1
483	из одного	2	1
484	это может	2	1
485	говорили что	1	1
486	на всю	1	1
487	очень мало	2	1
488	на первых	1	1
489	субъективный и	1	1
490	вопрос можно	1	1
491	одна на	1	1
492	с другой	6	1
493	лишь в	5	1
494	на которые	1	1
495	мы утверждаем	1	1
496	ничего общего	3	1
497	я в	2	1
498	истории и	1	1
499	что же	2	1
500	как на	6	1
501	так называемого	5	1
502	и еще	1	1
503	же самое	1	1
504	знает все	1	1
505	вступают в	2	1
506	каждого из	1	1
507	в эту	2	1
508	на наших	1	1
509	без всякого	1	1
510	заметить что	1	1
511	не совсем	1	1
512	ее не	1	1
513	однако в	1	1
514	общего с	2	1
515	культуры и	11	1
516	что для	4	1
517	главным образом	1	1
518	и самого	1	1
519	и благодаря	1	1
520	друг другу	1	1
521	их а	1	1
522	той же	2	1
523	него все	1	1
524	и культуры	4	1
525	этих областях	3	1
526	бы он	1	1
527	этом и	1	1
528	всех сторон	1	1
529	что я	1	1
530	в высшей	2	1
531	в нашем	3	1
532	во многих	1	1
533	только при	2	1
534	лучше всего	1	1
535	утверждаем что	1	1
536	все остальное	1	1
537	в духе	1	1
538	или иной	1	1
539	культура не	2	1
540	семьи и	3	1
541	что она	2	1
542	себя с	1	1
543	одна из	2	1
544	если они	1	1
545	бы ни	1	1
546	душевная жизнь	1	1
547	не лучше	1	1
548	на место	1	1
549	его к	1	1
550	их на	1	1
551	всем мире	1	1
552	не осталось	1	1
553	это просто	1	1
554	друг с	9	1
555	или поздно	2	1
556	превратив его	1	1
557	не будут	2	1
558	именно этот	1	1
559	к этим	1	1
560	нею и	1	1
561	мы должны	4	1
562	есть ли	1	1
563	из него	2	1
564	и прочее	1	1
565	что такие	2	1
566	но так	2	1
567	не случайно	1	1
568	в культуре	1	1
569	что рано	1	1
570	мы сказали	4	1
571	и особенно	2	1
572	труда на	1	1
573	точку зрения	2	1
574	основе их	1	1
575	одного и	3	1
576	тот же	3	1
577	вообще нет	1	1
578	ничего не	1	1
579	иное как	1	1
580	что до	2	1
581	на пользу	1	1
582	человека но	1	1
583	своего развития	1	1
584	из этой	2	1
585	к нему	2	1
586	конечно у	1	1
587	высшей степени	2	1
588	это удастся	1	1
