N	2gram	Losev_Dial	Narrotol
332	событие как	2	3
333	природе своей	1	3
334	его внутренней	2	3
335	за ними	1	3
336	и что	21	3
337	иметь в	3	3
338	не просто	20	3
339	даже если	3	3
340	бы быть	2	3
341	а как	2	3
342	или иного	3	3
343	во время	1	3
344	в него	2	3
345	в пространстве	1	3
346	до сих	1	3
347	я уже	9	3
348	первых двух	2	3
349	от их	1	3
350	ни о	8	3
351	с таким	1	3
352	в романе	1	3
353	и т	41	3
354	зависимости от	4	3
355	говорить и	2	3
356	своей жизни	1	3
357	жизни мы	1	3
358	началом и	1	3
359	еще и	2	3
360	что мы	10	3
361	как на	6	3
362	на друга	1	3
363	быть не	3	3
364	и тогда	6	3
365	и лишь	1	3
366	речь идет	1	3
367	той же	6	3
368	есть же	1	3
369	одной из	3	3
370	характера и	1	3
371	на этот	1	3
372	но это	10	3
373	и после	1	3
374	жизни не	1	3
375	собственно говоря	5	3
376	жизни но	1	3
377	как к	2	3
378	и уж	2	3
379	и вот	13	3
380	которых он	1	3
381	он и	3	3
382	этом в	1	3
383	все равно	5	3
384	в виде	11	3
385	о воскресении	1	3
386	этого не	2	3
387	все эти	4	3
388	со своей	1	3
389	по его	2	3
390	именно эта	1	3
391	должен быть	1	3
392	истории о	1	3
393	и потому	6	3
394	того или	6	3
395	только к	3	3
396	а его	1	3
397	его не	3	3
398	дело не	2	3
399	это была	1	3
400	первые два	1	3
401	идет о	1	3
402	же самое	1	3
403	и самого	1	3
404	и только	6	3
405	если она	4	3
406	случае в	1	2
407	мы и	4	2
408	которая в	1	2
409	но о	4	2
410	же пространство	1	2
411	не зависит	3	2
412	те же	1	2
413	потому не	1	2
414	нас в	3	2
415	с той	1	2
416	случае он	1	2
417	другой стороны	4	2
418	быть может	3	2
419	не являясь	2	2
420	мыслится как	1	2
421	людей и	2	2
422	чтобы в	1	2
423	более или	1	2
424	как образ	1	2
425	но все	1	2
426	жизнь в	2	2
427	в некотором	1	2
428	целый ряд	3	2
429	тем что	5	2
430	от всего	6	2
431	и делает	2	2
432	чем иным	1	2
433	одновременно и	1	2
434	тем или	3	2
435	в это	4	2
436	мир и	6	2
437	как только	5	2
438	и смерть	3	2
439	на первый	4	2
440	и физически	1	2
441	казалось бы	1	2
442	а стало	1	2
443	было в	2	2
444	раз и	3	2
445	и который	1	2
446	своей природе	1	2
447	представления о	1	2
448	из жизни	1	2
449	в этот	3	2
450	когда она	4	2
451	чего не	7	2
452	превращается в	6	2
453	можно ли	6	2
454	видно что	1	2
455	и еще	1	2
456	с другим	2	2
457	у себя	1	2
458	в реальной	1	2
459	в контексте	1	2
460	вовсе не	18	2
461	именно так	2	2
462	быть в	4	2
463	к которому	1	2
464	же она	3	2
465	иным как	1	2
466	тут же	3	2
467	бы в	5	2
468	первые две	2	2
469	и служит	1	2
470	из другого	2	2
471	жизни с	2	2
472	что обычно	1	2
473	от ее	1	2
474	или иным	1	2
475	себе самом	1	2
476	и мы	6	2
477	нами не	1	2
478	что иное	6	2
479	должно быть	7	2
480	происходит это	1	2
481	в человеке	1	2
482	и через	1	2
483	до их	1	2
484	столько же	1	2
485	от тех	1	2
486	ни от	6	2
487	установки и	1	2
488	будто бы	1	2
489	быть только	2	2
490	бытия то	2	2
491	о смерти	1	2
492	очевидно что	1	2
493	человек и	1	2
494	этом последнем	1	2
495	как говорит	1	2
496	ясно что	16	2
497	не есть	95	2
498	без которого	1	2
499	и всякий	4	2
500	себе и	1	2
501	точек зрения	1	2
502	есть своя	1	2
503	в других	1	2
504	во всех	2	2
505	только от	2	2
506	смысл и	2	2
507	мы можем	3	2
508	лица и	1	2
509	всю свою	1	2
510	говорил о	2	2
511	сами по	3	2
512	личного бытия	1	2
513	так что	11	2
514	оно и	1	2
515	если же	8	2
516	одно и	6	2
517	и является	2	2
518	даже не	8	2
519	также не	3	2
520	она была	3	2
521	того кто	4	2
522	т п	1	2
523	и событий	1	2
524	его как	6	2
525	могут быть	5	2
526	и есть	24	2
527	мы будем	1	2
528	все остальное	4	2
529	в общем	1	2
530	я сам	1	2
531	одного и	1	2
532	в единство	1	2
533	и ничего	5	2
534	и сами	2	2
535	себя но	2	2
536	в особенности	9	2
537	она сама	1	2
538	о личности	5	2
539	а потому	1	2
540	та же	5	2
541	опирается на	1	2
542	они и	1	2
543	и солнце	1	2
544	должна быть	11	2
545	но также	1	2
546	вот как	2	2
547	в сущности	10	2
548	в наиболее	1	2
549	давно уже	1	2
550	его внутреннего	1	2
551	из которых	4	2
552	это их	1	2
553	утверждает что	3	2
554	себе не	3	2
555	все то	1	2
556	от своего	2	2
557	о самом	1	2
558	же о	1	2
559	в процессе	2	2
560	можно назвать	3	2
561	как о	6	2
562	солнца и	2	2
563	у читателя	1	2
564	это время	1	2
565	которые могут	1	2
566	в которых	1	2
567	никто не	4	2
568	личностного бытия	4	2
569	говоря и	1	2
570	который не	2	2
571	ли он	1	2
572	том смысле	1	2
573	в каком	9	2
574	к другому	2	2
575	в своего	1	2
576	это и	12	2
577	тот кто	1	2
578	не объясняет	2	2
579	своей собственной	1	2
580	в историю	1	2
581	в течение	4	2
582	с нами	1	2
583	наконец в	1	2
584	это то	1	2
585	это все	1	2
586	которое не	2	2
587	у меня	2	2
588	них как	2	2
589	слова и	1	2
590	себя не	1	2
591	на основании	3	2
592	местах и	1	2
593	свое существование	1	2
594	что же	12	2
595	переход от	1	2
596	к двум	1	2
597	нем не	2	2
598	и во	3	2
599	с нею	1	2
600	именно то	1	2
601	что одно	1	2
602	к миру	1	2
603	он может	2	2
604	только потому	4	2
605	из него	1	2
606	мира не	1	2
607	повествование о	2	2
608	обратиться к	1	2
609	бывает в	1	2
610	или просто	1	2
611	после этого	2	2
612	пока что	1	2
613	сам себя	1	2
614	ни с	4	2
615	не для	1	2
616	личности как	1	2
617	бы на	1	2
618	что с	2	2
619	все это	13	2
620	сознания и	5	2
621	а все	1	2
622	в их	2	2
623	таком случае	11	2
624	когда же	2	2
625	как именно	2	2
626	однако не	2	2
627	но с	1	2
628	и более	1	2
629	жизни это	1	2
630	или иначе	2	2
631	в бытии	2	2
632	в сердце	1	2
633	не предполагает	2	2
634	есть в	4	2
635	своего существования	1	2
636	к своему	1	2
637	не столь	1	2
638	в каждой	1	2
639	говорит об	1	2
640	или менее	1	2
641	как все	3	2
642	при виде	1	2
643	и вообще	7	2
644	и другого	1	2
645	мере в	3	2
646	этих двух	1	2
647	как показывает	1	2
648	личности в	9	2
649	и личность	2	2
650	слово это	1	2
651	не могу	2	2
652	может идти	1	2
653	церкви и	1	2
654	вся жизнь	1	2
655	субъекта и	5	2
656	когда он	3	2
657	говоря о	3	2
658	оказывается и	1	2
659	чего же	1	2
660	всей его	2	2
661	признать что	1	2
662	человеческого сознания	1	2
663	история это	2	2
664	бытия не	1	2
665	отношение к	1	2
666	во многом	1	2
667	не можем	3	2
668	свести к	1	2
669	ее из	1	2
670	никому не	1	2
671	бытия и	5	2
672	или точнее	1	2
673	как для	1	2
674	и наконец	2	2
675	жизнью и	1	2
676	и действия	1	2
677	иное как	6	2
678	для другого	1	2
679	психических состояний	1	1
680	во всем	5	1
681	это на	1	1
682	они являются	1	1
683	и объекта	4	1
684	до которого	1	1
685	всегда можем	1	1
686	к чуду	1	1
687	этого в	1	1
688	бытия личности	1	1
689	никогда и	1	1
690	христа в	1	1
691	вывод из	1	1
692	к этой	2	1
693	в такое	1	1
694	в общий	1	1
695	собою все	1	1
696	тех кто	1	1
697	без исключения	1	1
698	связанных между	1	1
699	с самим	1	1
700	ли его	2	1
701	в разных	2	1
702	не имеющее	1	1
703	этот момент	2	1
704	и стало	6	1
705	бытия на	1	1
706	было непонятно	1	1
707	для объектов	1	1
708	средствами в	1	1
709	не как	1	1
710	так можно	1	1
711	и говорить	3	1
712	что человек	1	1
713	время не	1	1
714	здесь говорить	1	1
715	одна за	1	1
716	представлений о	1	1
717	а есть	1	1
718	чем говорить	2	1
719	его от	2	1
720	правда ли?	1	1
721	то не	2	1
722	для всех	1	1
723	но что	11	1
724	основывается на	1	1
725	связь с	1	1
726	их не	3	1
727	этой необходимости	1	1
728	в духе	1	1
729	с отцом	1	1
730	именно он	1	1
731	идти в	1	1
732	из двух	4	1
733	ни одна	1	1
734	и этот	1	1
735	на мир	1	1
736	веры не	1	1
737	на свою	1	1
738	как об	1	1
739	связана с	1	1
740	у людей	1	1
741	чем его	1	1
742	или на	2	1
743	это опять-таки	2	1
744	как рассуждает	1	1
745	представление о	3	1
746	состоит например	1	1
747	миф с	1	1
748	и должен	1	1
749	меня в	2	1
750	в корне	1	1
751	его на	3	1
752	опытом и	2	1
753	в вечно	1	1
754	страдает и	1	1
755	смерть как	1	1
756	у которого	1	1
757	здесь именно	2	1
758	истории могут	1	1
759	не обладают	1	1
760	может существовать	4	1
761	внимание что	1	1
762	предмета и	1	1
763	ней не	2	1
764	становления в	1	1
765	история в	2	1
766	отличается от	9	1
767	смыслу или	1	1
768	веков и	1	1
769	такого бытия	1	1
770	зрения с	1	1
771	не думал	1	1
772	сомнению но	1	1
773	этой стороны	1	1
774	относительно это	1	1
775	о субъекте	1	1
776	отца и	2	1
777	художественное произведение	1	1
778	то сердце	1	1
779	имеет весьма	1	1
780	не имели	1	1
781	относиться к	1	1
782	иной личности	1	1
783	который от	1	1
784	и нет	9	1
785	факт который	1	1
786	и смерти	2	1
787	и образ	1	1
788	с этим	4	1
789	если я	2	1
790	сам же	1	1
791	условии что	2	1
792	на молитву	1	1
793	все и	1	1
794	я вижу	4	1
795	и предполагает	1	1
796	самостоятельный и	1	1
797	теперь эта	1	1
798	во все	1	1
799	чуда или	2	1
800	сразу же	2	1
801	число раз	1	1
802	при условии	5	1
803	и третий	1	1
804	осуществляется в	2	1
805	в некий	1	1
806	не могли	1	1
807	что этот	3	1
808	вопрос о	9	1
809	к мифу	1	1
810	как принцип	2	1
811	он был	1	1
812	жизни эта	1	1
813	этом я	1	1
814	говорить не	3	1
815	имеет в	1	1
816	бы из	1	1
817	это его	1	1
818	но то	3	1
819	внутри себя	1	1
820	это очевидно	1	1
821	во многих	1	1
822	миф о	4	1
823	истории только	1	1
824	умирает в	1	1
825	что вся	1	1
826	она вся	1	1
827	переживается им	1	1
828	уже было	1	1
829	нашем случае	1	1
830	и показывает	1	1
831	слышим и	1	1
832	а когда	2	1
833	солнце и	2	1
834	природе как	2	1
835	не имеем	3	1
836	есть продукт	1	1
837	и была	1	1
838	образом что	1	1
839	внимания к	1	1
840	в сторону	1	1
841	как характер	1	1
842	не что	6	1
843	рассуждение о	1	1
844	самого начала	1	1
845	их гибели	1	1
846	в глаза	1	1
847	бытия это	1	1
848	всего что	1	1
849	бы совершенно	1	1
850	не становится	1	1
851	за другой	1	1
852	еще нет	1	1
853	чтобы они	1	1
854	тем кто	2	1
855	как выразить	1	1
856	у рака	1	1
857	это так	2	1
858	раньше не	1	1
859	как я	2	1
860	в одной	4	1
861	что все	16	1
862	объект и	2	1
863	во всей	1	1
864	существовали в	1	1
865	подобное рассуждение	1	1
866	как знание	1	1
867	не умеет	2	1
868	а исключительно	1	1
869	реализуется в	1	1
870	момент в	1	1
871	воли и	2	1
872	не мыслится	1	1
873	именно с	1	1
874	на предмет	1	1
875	от себя	5	1
876	что даже	2	1
877	а мы	3	1
878	не знания	1	1
879	и чувства	1	1
880	состояний или	1	1
881	понятие о	2	1
882	нет никаких	3	1
883	из живой	1	1
884	она есть	17	1
885	но так	2	1
886	из слова	1	1
887	одним этим	1	1
888	вовсе и	1	1
889	не то	3	1
890	вся эта	1	1
891	перед нею	1	1
892	своей болезни	1	1
893	бытия а	1	1
894	гораздо более	1	1
895	грань между	2	1
896	не замечают	1	1
897	ближе к	1	1
898	знания это	2	1
899	бы то	3	1
900	событию в	1	1
901	событий а	2	1
902	она и	3	1
903	личности а	3	1
904	личности мы	1	1
905	сказать и	1	1
906	необходимо должно	1	1
907	к человеку	1	1
908	его самого	1	1
909	о слове	1	1
910	такому пониманию	1	1
911	и всей	1	1
912	в психологии	1	1
913	это будет	6	1
914	указать на	1	1
915	стороны и	1	1
916	не останется	1	1
917	и грубых	1	1
918	теперь же	1	1
919	такая же	1	1
920	который часто	1	1
921	в состоянии	1	1
922	мы знаем	3	1
923	истории нет	1	1
924	если к	1	1
925	объяснить его	1	1
926	ни было	1	1
927	который можно	1	1
928	и личности	3	1
929	чем у	1	1
930	верующего сознания	1	1
931	верит в	2	1
932	мир есть	2	1
933	место для	1	1
934	с другими	1	1
935	есть с	1	1
936	в пустую	1	1
937	не от	2	1
938	своей точки	1	1
939	стремится к	1	1
940	в каждый	1	1
941	внешнего мира	1	1
942	его в	2	1
943	ни в	20	1
944	как же	9	1
945	тут тоже	2	1
946	в разные	2	1
947	чем собственно	4	1
948	исходит от	2	1
949	пока только	1	1
950	и говорит	1	1
951	сказал что	1	1
952	что история	2	1
953	и чисто	6	1
954	тех же	2	1
955	существует вне	1	1
956	о внутреннем	1	1
957	есть жизнь	2	1
958	человек по	2	1
959	всем миром	1	1
960	мы это	1	1
961	представлений об	1	1
962	но ведь	2	1
963	будет зависеть	1	1
964	как видим	2	1
965	лишь на	1	1
966	и само	3	1
967	эти три	1	1
968	встречается в	1	1
969	время как	6	1
970	и она	4	1
971	говоря об	1	1
972	того и	2	1
973	уже давно	1	1
974	зрения и	1	1
975	что стало	1	1
976	определенной цели	1	1
977	о которых	1	1
978	последовательность и	1	1
979	что только	1	1
980	а только	2	1
981	проявляется у	1	1
982	мы воспринимаем	3	1
983	имеют для	1	1
984	не нужно	2	1
985	по характеру	1	1
986	отождествление с	1	1
987	это тоже	2	1
988	есть личность	2	1
989	вопроса о	1	1
990	мыслит его	1	1
991	нас есть	1	1
992	на которую	1	1
993	проявляет себя	1	1
994	именно как	3	1
995	и понимаем	1	1
996	физически тем	1	1
997	не имея	2	1
998	не понимают	1	1
999	она или	1	1
1000	слово есть	1	1
1001	реальным и	1	1
1002	еще одним	1	1
1003	его развития	1	1
1004	отнестись к	1	1
1005	люди как	1	1
1006	на этом	3	1
1007	к слову	1	1
1008	становится и	2	1
1009	данный момент	2	1
1010	бытия но	2	1
1011	личность в	3	1
1012	ли это	1	1
1013	мир где	1	1
1014	внешний мир	4	1
1015	мы уже	6	1
1016	него есть	1	1
1017	сына в	1	1
1018	зрения в	3	1
1019	на котором	2	1
1020	иные объекты	1	1
1021	то ни	4	1
1022	совсем не	1	1
1023	мы всегда	2	1
1024	с какой	1	1
1025	и собственно	1	1
1026	я лично	1	1
1027	или же	3	1
1028	остается на	1	1
1029	на самый	1	1
1030	котором уже	1	1
1031	ничто не	2	1
1032	в физических	1	1
1033	бы но	1	1
1034	необходимо было	1	1
1035	о событиях	1	1
1036	что эта	2	1
1037	и та	4	1
1038	в личности	1	1
1039	начинается с	1	1
1040	за пределы	3	1
1041	была выявлена	1	1
1042	никаких оснований	1	1
1043	без этих	1	1
1044	и знает	1	1
1045	этом смысле	1	1
1046	этот вопрос	1	1
1047	их более	1	1
1048	с головой	1	1
1049	не сами	1	1
1050	то или	4	1
1051	но тут	2	1
1052	или иное	4	1
1053	не слышим	1	1
1054	в самой	1	1
1055	фактора не	1	1
1056	требует чтобы	2	1
1057	хотя несомненно	1	1
1058	значение и	1	1
1059	не само	1	1
1060	из нее	2	1
1061	истории и	6	1
1062	целом и	1	1
1063	так значит	1	1
1064	вопрос в	2	1
1065	это вовсе	1	1
1066	природы и	4	1
1067	на который	1	1
1068	что для	5	1
1069	или о	1	1
1070	бы его	2	1
1071	на лошади	1	1
1072	существует ни	1	1
1073	их к	1	1
1074	и смысловую	1	1
1075	которая на	1	1
1076	как наивно	1	1
1077	необходимо чтобы	1	1
1078	вовсе еще	1	1
1079	иной раз	3	1
1080	есть все	2	1
1081	бы эти	1	1
1082	из этого	3	1
1083	бы ни	1	1
1084	в данный	2	1
1085	и чтобы	2	1
1086	там где	1	1
1087	претендует на	2	1
1088	служит как	1	1
1089	за все	1	1
1090	а главное	2	1
1091	так или	2	1
1092	чтобы не	4	1
1093	мыслит себя	1	1
1094	в один	2	1
1095	прежде чем	2	1
1096	и нельзя	1	1
1097	если это	2	1
1098	чуда как	5	1
1099	понять что	1	1
1100	не отличается	5	1
1101	может или	1	1
1102	ни во	2	1
1103	от самого	3	1
1104	для личности	2	1
1105	терпеть не	1	1
1106	этого термина	1	1
1107	до каких	1	1
1108	за ее	1	1
1109	то время	6	1
1110	рождение и	1	1
1111	явно не	1	1
1112	не верят	1	1
1113	содержащий в	1	1
1114	за ним	1	1
1115	ходит по	1	1
1116	трактовать его	1	1
1117	субъекта существования	1	1
1118	как с	2	1
1119	с и	1	1
1120	он только	1	1
1121	был бы	2	1
1122	с такой	1	1
1123	из таких	1	1
1124	и должно	1	1
1125	была бы	5	1
1126	в свое	1	1
1127	содержит в	2	1
1128	непонятно почему	1	1
1129	с тем	4	1
1130	сам по	6	1
1131	не приходится	2	1
1132	в другой	2	1
1133	времени когда	3	1
1134	равным образом	1	1
1135	из того	2	1
1136	как личностная	1	1
1137	их как	1	1
1138	в отношении	1	1
1139	нет никакого	10	1
1140	же самой	1	1
1141	и вполне	1	1
1142	на минуту	1	1
1143	не могут	6	1
1144	в приведенном	1	1
1145	порядок и	1	1
1146	сказать с	1	1
1147	этой точки	4	1
1148	во что	5	1
1149	с этого	1	1
1150	не более	1	1
1151	обыкновенно не	1	1
1152	прошлое и	2	1
1153	от церкви	1	1
1154	именно оно	2	1
1155	однако что	2	1
1156	по преимуществу	2	1
1157	другой как	1	1
1158	отношения к	4	1
1159	и они	3	1
1160	зрения или	1	1
1161	как не	4	1
1162	них получает	1	1
1163	или попросту	1	1
1164	которые при	1	1
1165	и так	2	1
1166	однако чтобы	1	1
1167	себя и	3	1
1168	историческое событие	3	1
1169	опоры на	1	1
1170	января г	1	1
1171	сравнению с	1	1
1172	при всех	1	1
1173	далек от	1	1
1174	эта последняя	1	1
1175	друг от	1	1
1176	слова о	1	1
1177	должен обратиться	1	1
1178	самый общий	1	1
1179	не смог	1	1
1180	по крайней	10	1
1181	без которых	2	1
1182	вечности не	1	1
1183	то я	1	1
1184	о фактах	1	1
1185	того на	1	1
1186	но оно	2	1
1187	все они	1	1
1188	только одно	4	1
1189	ни к	3	1
1190	совершенно не	6	1
1191	чем же	3	1
1192	не правда	1	1
1193	восприятия а	1	1
1194	это мир	1	1
1195	и видит	1	1
1196	смерти и	1	1
1197	если он	2	1
1198	совпадает с	2	1
1199	и достаточно	1	1
1200	не должно	2	1
1201	как-то особенно	1	1
1202	по сравнению	1	1
1203	фактов не	1	1
1204	это только	1	1
1205	не должны	1	1
1206	с которой	2	1
1207	выше слова	1	1
1208	время есть	3	1
1209	что если	5	1
1210	именно на	1	1
1211	не понимает	1	1
1212	его нельзя	1	1
1213	для меня	2	1
1214	и вся	1	1
1215	отношении к	1	1
1216	он как	1	1
1217	о высших	1	1
1218	прийти в	1	1
1219	смог бы	1	1
1220	одна и	3	1
1221	у человека	2	1
1222	великом и	1	1
1223	чем не	1	1
1224	он есть	7	1
1225	реальности в	2	1
1226	определенного рода	2	1
1227	их между	1	1
1228	решительно все	1	1
1229	и любая	1	1
1230	нами лишь	1	1
1231	если их	2	1
1232	делает его	1	1
1233	как свой	1	1
1234	и будущее	1	1
1235	о способах	1	1
1236	не говорится	1	1
1237	что здесь	3	1
1238	заметить что	2	1
1239	нет и	5	1
1240	в споре	1	1
1241	знать в	1	1
1242	понимают что	1	1
1243	это вообще	1	1
1244	должна иметь	1	1
1245	живая личность	1	1
1246	уж во	1	1
1247	в образе	1	1
1248	же мне	1	1
1249	не знаем	1	1
1250	они еще	1	1
1251	говоря не	1	1
1252	знания но	3	1
1253	т д	38	1
1254	не видит	1	1
1255	у них	1	1
1256	событием и	1	1
1257	не из	1	1
1258	в особом	2	1
1259	мы еще	2	1
1260	если только	5	1
1261	мысли с	1	1
1262	только о	4	1
1263	ни что	3	1
1264	тот же	1	1
1265	другого и	1	1
1266	в другое	1	1
1267	указанием на	1	1
1268	или другой	1	1
1269	его можно	1	1
1270	человека но	1	1
1271	третий и	1	1
1272	что есть	6	1
1273	об их	1	1
1274	о каких	1	1
1275	когда знаешь	1	1
1276	душе и	2	1
1277	тогда в	1	1
1278	находятся в	1	1
1279	постольку поскольку	1	1
1280	но на	2	1
1281	что оно	9	1
1282	что ему	1	1
1283	тоже не	2	1
1284	ничем не	7	1
1285	так как	12	1
1286	смысле что	1	1
1287	настоящее и	2	1
1288	мир в	3	1
1289	основе своей	1	1
1290	может не	4	1
1291	того как	2	1
1292	перестает быть	2	1
1293	бы себе	1	1
1294	который бы	1	1
1295	слово а	1	1
1296	нам не	1	1
1297	не самого	1	1
1298	на что	2	1
1299	образ и	1	1
1300	мира но	1	1
1301	же мере	1	1
1302	и восприятия	1	1
1303	настоящего и	1	1
1304	себя самого	4	1
1305	историю своего	1	1
1306	от времени	1	1
1307	день и	2	1
1308	причем все	1	1
1309	ее в	3	1
1310	видеть в	1	1
1311	в полном	1	1
1312	указание на	1	1
1313	а предмет	1	1
1314	нет это	2	1
1315	знания или	1	1
1316	что каждый	1	1
1317	с их	4	1
1318	слова не	1	1
