N	2gram	Kanaev_Sov	KFilosof
131	независимо от	1	3
132	тот же	2	3
133	ничего не	6	3
134	бы то	1	2
135	один из	1	2
136	имеют место	1	2
137	и мы	3	2
138	может не	3	2
139	его с	1	2
140	одна и	1	2
141	еще более	2	2
142	конечно в	2	2
143	а это	1	2
144	это уже	1	2
145	будет ли	1	2
146	тем не	2	2
147	из которых	2	2
148	его осуществления	1	2
149	нами в	1	2
150	и само	1	2
151	по себе	1	2
152	в виде	2	2
153	со всеми	2	2
154	говорим о	2	2
155	он может	3	2
156	ни одна	2	2
157	и навсегда	1	2
158	мы говорим	1	2
159	дело в	1	2
160	и эта	1	2
161	в ту	1	2
162	в процессе	1	2
163	человек и	1	2
164	весь мир	1	2
165	и именно	2	2
166	и отчетливо	1	2
167	вследствие этого	1	2
168	ли это	1	2
169	ничего общего	1	2
170	не способна	1	2
171	или как	1	2
172	все они	1	2
173	перестал быть	1	2
174	поскольку она	1	2
175	к этому	1	2
176	и потому	3	2
177	его и	1	2
178	может иметь	2	2
179	ведь это	3	2
180	в данном	1	2
181	вытекает из	1	2
182	вопрос о	4	2
183	которой он	2	2
184	раз и	1	2
185	она не	1	2
186	единства в	1	2
187	то ни	2	2
188	совсем не	1	2
189	другое дело	1	2
190	общего не	1	2
191	не будет	1	2
192	говорить о	2	2
193	что эта	1	2
194	мы получим	3	2
195	не из	1	2
196	же время	1	2
197	это только	1	2
198	в этой	3	2
199	при условии	1	2
200	или иной	2	2
201	с его	1	2
202	в области	3	2
203	с ее	1	2
204	вся эта	1	2
205	данной области	1	1
206	о принципиальной	2	1
207	в самом	2	1
208	быть таким	1	1
209	и к	3	1
210	именно к	1	1
211	только не	1	1
212	влечет за	1	1
213	стать в	1	1
214	во втором	1	1
215	все что	1	1
216	мы видим	2	1
217	до сих	1	1
218	следовательно у	1	1
219	можно говорить	1	1
220	так как	4	1
221	одном случае	1	1
222	оперировать с	1	1
223	и свою	1	1
224	только таким	1	1
225	на ее	1	1
226	она в	1	1
227	ровно ничего	1	1
228	что уже	1	1
229	не будем	2	1
230	и должно	1	1
231	она всегда	1	1
232	и другую	1	1
233	несмотря на	1	1
234	которых он	1	1
235	из всех	1	1
236	и наконец	5	1
237	самому своему	1	1
238	это значит	1	1
239	хотя и	1	1
240	или нет	1	1
241	и из	1	1
242	имеет с	1	1
243	определенных условиях	1	1
244	не изолирован	1	1
245	а затем	1	1
246	поэтому в	1	1
247	имеет только	1	1
248	всего мы	1	1
249	смысле можно	1	1
250	в результате	6	1
251	здесь в	1	1
252	мире можно	1	1
253	в третьем	2	1
254	функции в	1	1
255	все равно	1	1
256	различия между	1	1
257	в конечном	1	1
258	чем в	1	1
259	в зависимости	4	1
260	не вытекает	1	1
261	и даже	2	1
262	осуществить свое	1	1
263	в духе	1	1
264	не более	1	1
265	в которой	2	1
266	или в	1	1
267	в первом	3	1
268	этого не	1	1
269	ни о	1	1
270	равно как	1	1
271	и чисто	1	1
272	форму и	1	1
273	и начало	1	1
274	и иначе	1	1
275	и будет	2	1
276	конечном счете	1	1
277	т.е от	1	1
278	тем же	2	1
279	в живом	2	1
280	в какой	1	1
281	может стать	1	1
282	их в	4	1
283	для каждого	1	1
284	эта функция	1	1
285	вместе с	4	1
286	на этом	2	1
287	при таком	3	1
288	в живой	1	1
289	они не	1	1
290	правда не	1	1
291	приводит к	2	1
292	пространственная и	1	1
293	физических и	2	1
294	отличается от	3	1
295	между собой	3	1
296	за действительно	1	1
297	по самому	1	1
298	между ними	1	1
299	зависимости от	4	1
300	но уже	1	1
301	между ним	1	1
302	на его	2	1
303	в известном	1	1
304	что необходимо	1	1
305	играть в	1	1
306	для нашей	1	1
307	много и	1	1
308	она и	1	1
309	в эту	1	1
310	жизни принципиально	1	1
311	жизни вообще	1	1
312	целого и	1	1
313	сих пор	1	1
314	перевести его	1	1
315	мысли в	1	1
316	этот процесс	1	1
317	как слишком	1	1
318	с этим	2	1
319	только одно	1	1
320	жизнь человека	1	1
321	должен был	1	1
322	во всяком	2	1
323	том случае	1	1
324	можно взять	1	1
325	мы можем	6	1
326	не является	1	1
327	только к	1	1
328	осуществляется в	1	1
329	в действительности	1	1
330	и пространства	2	1
331	действия в	1	1
332	значит что	1	1
333	не имеют	1	1
334	мы уже	1	1
335	заключать в	1	1
336	всяком случае	2	1
337	приводит и	1	1
338	все свои	1	1
339	этом ее	1	1
340	состав и	1	1
341	только так	2	1
342	в этот	1	1
343	просто не	1	1
344	мы должны	4	1
345	приводит только	1	1
346	поэтому мы	3	1
347	только на	1	1
348	в которую	2	1
349	он должен	2	1
350	за собой	1	1
351	самое что	1	1
352	каждый раз	6	1
353	же самое	2	1
354	но только	1	1
355	стремится быть	1	1
356	но отнюдь	1	1
357	и до	1	1
358	нечего делать	1	1
359	бы два	1	1
360	себе в	1	1
361	в большинстве	1	1
362	нуждаются в	1	1
363	свою очередь	2	1
364	их и	1	1
365	смысл всей	1	1
366	и ответственности	1	1
367	когда мы	3	1
368	элемента в	1	1
369	но мы	3	1
370	живой жизни	1	1
371	вообще и	1	1
372	не подлежит	3	1
373	известном смысле	1	1
374	настоящее время	2	1
375	она может	2	1
376	если мы	4	1
377	и во	2	1
378	той же	2	1
379	жизни т.е	1	1
380	отвлекается от	1	1
381	одной из	1	1
382	ведь если	1	1
383	человека как	1	1
384	в нашем	2	1
385	мы отрываем	1	1
386	и от	1	1
387	что все	2	1
388	мы будем	1	1
389	же в	1	1
390	подлежит сомнению	2	1
391	это что	1	1
392	что она	3	1
393	в данной	1	1
394	такой же	2	1
395	говорить об	2	1
396	одна из	3	1
397	который знает	1	1
398	уже чисто	1	1
399	здесь и	1	1
400	оно может	1	1
401	и по	2	1
402	другая или	1	1
403	является только	1	1
404	в системе	3	1
405	того же	1	1
406	не случайно	1	1
407	в настоящее	2	1
408	в один	2	1
409	стать действительностью	1	1
410	жизни не	1	1
411	случае когда	1	1
412	целом может	1	1
413	не можем	7	1
414	и т.п	1	1
415	как мы	2	1
416	нельзя говорить	1	1
417	или другой	1	1
418	нет единства	1	1
419	своего развития	1	1
420	могли быть	1	1
