N	2gram	Losev_Vesc	Marksizm
1010	не воспринимает	1	1
1011	себе то	4	1
1012	сущность этого	1	1
1013	вещь и	18	1
1014	новое время	1	1
1015	именно и	1	1
1016	из двух	1	1
1017	и сам	3	1
1018	проблемы в	1	1
1019	образом что	1	1
1020	равно как	4	1
1021	существуют и	4	1
1022	результате мы	1	1
1023	шаг чтобы	1	1
1024	явления по	1	1
1025	явление –	1	1
1026	доказывает что	1	1
1027	и им	1	1
1028	этой точке	1	1
1029	чем их	1	1
1030	не смогут	1	1
1031	представление о	1	1
1032	к другим	1	1
1033	пор мы	1	1
1034	иначе –	1	1
1035	с чем-то	1	1
1036	психологизма и	2	1
1037	и должен	1	1
1038	же но	2	1
1039	что всякая	1	1
1040	всегда в	1	1
1041	понял и	1	1
1042	кроме самого	1	1
1043	одновременно и	1	1
1044	на эту	1	1
1045	слов а	2	1
1046	нужно чтобы	2	1
1047	отталкивается от	1	1
1048	что еще	1	1
1049	области в	1	1
1050	в природе	1	1
1051	них мы	1	1
1052	тем или	2	1
1053	прочим и	2	1
1054	когда в	1	1
1055	и истории	1	1
1056	речь идет	1	1
1057	себе самой	3	1
1058	свою собственную	1	1
1059	переживания или	1	1
1060	языковое сознание	1	1
1061	ведь не	4	1
1062	ней как	1	1
1063	общении в	1	1
1064	и по-своему	1	1
1065	как только	6	1
1066	логики и	1	1
1067	потому она	1	1
1068	относиться к	1	1
1069	слова вообще	1	1
1070	свой смысл	1	1
1071	понимание и	3	1
1072	и нет	3	1
1073	пониманием и	1	1
1074	с необычайной	1	1
1075	нам не	2	1
1076	обоснованы в	1	1
1077	действительность а	2	1
1078	в подробности	1	1
1079	было не	1	1
1080	ее к	2	1
1081	ее смысловой	2	1
1082	из других	1	1
1083	которые мы	2	1
1084	не могли	1	1
1085	то это	5	1
1086	на части	1	1
1087	оставаясь на	1	1
1088	как та	1	1
1089	языка такой	1	1
1090	эта связь	1	1
1091	расцвета и	1	1
1092	может исходить	1	1
1093	личность а	2	1
1094	раз и	2	1
1095	нас и	1	1
1096	не чувствует	1	1
1097	и какова	1	1
1098	не простое	1	1
1099	и каждое	1	1
1100	в противоположность	1	1
1101	имеет в	1	1
1102	выходит из	1	1
1103	но даже	3	1
1104	еще почти	1	1
1105	ii и	1	1
1106	ничто не	2	1
1107	но то	4	1
1108	поэтому если	1	1
1109	являются не	1	1
1110	искусства и	1	1
1111	психики а	1	1
1112	отрыве от	3	1
1113	и должна	2	1
1114	без меня	1	1
1115	по философии	1	1
1116	не всегда	1	1
1117	из их	1	1
1118	как совокупность	1	1
1119	оно начинает	1	1
1120	уже было	1	1
1121	вид что	1	1
1122	в него	1	1
1123	но может	1	1
1124	образом два	1	1
1125	об отношении	4	1
1126	– внутреннее	1	1
1127	из своего	1	1
1128	пониманию и	1	1
1129	бы их	1	1
1130	мыслить и	3	1
1131	о них	4	1
1132	я для	1	1
1133	нечто такое	1	1
1134	втором случае	1	1
1135	символ и	1	1
1136	и когда	5	1
1137	своего внутреннего	1	1
1138	вообще –	2	1
1139	акт или	1	1
1140	от той	1	1
1141	в иррациональную	1	1
1142	общение это	1	1
1143	оно существует	1	1
1144	в окружающей	1	1
1145	но также	1	1
1146	всякого сомнения	1	1
1147	– очень	1	1
1148	– исключительно	1	1
1149	пытается объяснить	1	1
1150	смысле –	1	1
1151	собственной фантазии	1	1
1152	указания на	1	1
1153	будучи в	2	1
1154	но этот	1	1
1155	и остается	1	1
1156	анализ слова	1	1
1157	этого мы	1	1
1158	ни одного	1	1
1159	так то	4	1
1160	и мышления	1	1
1161	и еще	4	1
1162	с такою	1	1
1163	они состоят	1	1
1164	с самим	4	1
1165	чтобы они	2	1
1166	всего себя	1	1
1167	жизни как	1	1
1168	действительно у	1	1
1169	что существует	1	1
1170	отношении и	1	1
1171	свое внутреннее	1	1
1172	в основу	1	1
1173	к которому	1	1
1174	есть момент	2	1
1175	можно понимать	1	1
1176	мы конечно	1	1
1177	будем говорить	1	1
1178	ее внутренней	1	1
1179	глубины и	1	1
1180	физическое бытие	1	1
1181	от разрешения	1	1
1182	нее самой	1	1
1183	с реальными	1	1
1184	воли и	1	1
1185	этому сводится	1	1
1186	что именно	4	1
1187	как реально	1	1
1188	из самой	1	1
1189	по поводу	1	1
1190	совершенно самостоятельной	1	1
1191	на котором	1	1
1192	уже по	1	1
1193	себя что	1	1
1194	в движении	1	1
1195	она есть	12	1
1196	их жизни	1	1
1197	есть выраженное	1	1
1198	других явлений	1	1
1199	в заключение	1	1
1200	быть с	1	1
1201	та и	1	1
1202	той степени	1	1
1203	может обойтись	1	1
1204	свести его	1	1
1205	ближе к	2	1
1206	представить себе	1	1
1207	он отталкивается	1	1
1208	только не	5	1
1209	сфере действительности	2	1
1210	есть выражение	2	1
1211	законченное и	1	1
1212	то очевидно	2	1
1213	оформления и	1	1
1214	образа с	2	1
1215	и мы	5	1
1216	по природе	2	1
1217	не выходит	1	1
1218	то оно	1	1
1219	содержится в	3	1
1220	носят по	1	1
1221	собранные в	1	1
1222	личности а	1	1
1223	так можно	1	1
1224	а наоборот	1	1
1225	как нам	1	1
1226	в обеих	1	1
1227	но из	2	1
1228	которая как	1	1
1229	представляющих собою	1	1
1230	рационализмом и	1	1
1231	на том	1	1
1232	внимание на	1	1
1233	основных и	1	1
1234	то такое	1	1
1235	также выводит	1	1
1236	или они	1	1
1237	формы но	1	1
1238	в моей	1	1
1239	психика и	1	1
1240	а и	13	1
1241	для определения	2	1
1242	вещей к	1	1
1243	ведь никто	1	1
1244	и структура	1	1
1245	что несмотря	1	1
1246	и существенное	1	1
1247	– более	1	1
1248	ними так	1	1
1249	они в	1	1
1250	совершенно новое	1	1
1251	это слово	1	1
1252	просто является	1	1
1253	и один	1	1
1254	если есть	5	1
1255	свет и	1	1
1256	в третьем	1	1
1257	что между	2	1
1258	внутри нее	1	1
1259	подходит к	2	1
1260	и сознания	2	1
1261	существует только	2	1
1262	словом в	1	1
1263	– существует	1	1
1264	понимания но	1	1
1265	бы только	2	1
1266	как изменение	1	1
1267	или не	7	1
1268	внешнего но	2	1
1269	философ и	1	1
1270	от тех	1	1
1271	направлении –	1	1
1272	к чему	2	1
1273	но чувство	1	1
1274	его должно	1	1
1275	но совершенно	4	1
1276	не нуждается	1	1
1277	во внимание	1	1
1278	которые бы	3	1
1279	необходимо исходить	1	1
1280	и чисто	4	1
1281	как таковое	1	1
1282	на себя	5	1
1283	быть только	6	1
1284	из пределов	1	1
1285	потому в	1	1
1286	каком случае	4	1
1287	вещей и	12	1
1288	идеализм и	1	1
1289	тогда что	3	1
1290	может в	2	1
1291	я и	8	1
1292	имеют никакого	1	1
1293	– та	1	1
1294	же оно	3	1
1295	я не	7	1
1296	что понимание	3	1
1297	от одной	1	1
1298	он для	1	1
1299	есть понимание	3	1
1300	действительность которая	1	1
1301	но когда	3	1
1302	смысловой и	1	1
1303	и вещей	3	1
1304	в явление	8	1
1305	в стихию	1	1
1306	а его	1	1
1307	уже давно	1	1
1308	как само	1	1
1309	роли которую	1	1
1310	однако при	1	1
