N	2gram	Propp_Isto	RusskieA
216	связаны с	3	6
217	она не	7	6
218	но она	1	6
219	этого обычая	1	6
220	и о	2	6
221	при изучении	2	6
222	и к	3	5
223	что обряд	2	5
224	нас к	10	5
225	некоторых местах	1	5
226	стоит в	1	5
227	эти обряды	1	5
228	некоторые другие	1	5
229	например в	11	5
230	только для	1	5
231	тогда как	1	5
232	с этим	7	5
233	вопрос о	5	5
234	входит в	5	5
235	с другой	11	5
236	к ним	2	5
237	как правило	2	5
238	с целью	2	5
239	в пищу	1	5
240	что от	3	5
241	не было	2	5
242	в связи	6	5
243	такие же	1	5
244	из воды	4	5
245	в целях	3	5
246	мы уже	6	5
247	или же	6	5
248	в тех	4	5
249	и др	6	5
250	на севере	1	5
251	будут рассмотрены	1	5
252	чаще всего	3	5
253	там где	11	5
254	в то	5	5
255	прежде всего	7	5
256	нет никаких	1	5
257	в особенности	6	5
258	его с	3	5
259	тогда когда	3	5
260	с ним	9	5
261	то на	1	5
262	что он	29	5
263	ничего общего	1	5
264	то и	1	5
265	в свою	3	5
266	к себе	3	5
267	это показывает	2	5
268	или вообще	2	5
269	заметить что	1	5
270	но если	2	5
271	видел в	1	5
272	и для	3	5
273	тот же	1	5
274	кладут в	1	5
275	в его	16	5
276	вывод что	1	5
277	на самом	1	5
278	это предположение	1	5
279	или даже	1	5
280	и потому	2	5
281	мыслительная основа	1	5
282	в народе	1	5
283	отнюдь не	1	5
284	этих случаях	10	5
285	кладут на	1	5
286	их на	3	5
287	в целом	4	5
288	это представление	5	5
289	во всем	4	4
290	только тогда	4	4
291	можно встретить	1	4
292	или по	1	4
293	этого момента	1	4
294	песен и	1	4
295	их не	3	4
296	как они	1	4
297	в своих	4	4
298	но все	8	4
299	всякого рода	3	4
300	во всяком	1	4
301	на этой	5	4
302	в котором	2	4
303	чтобы вызвать	2	4
304	при рассмотрении	2	4
305	но эти	4	4
306	не что	1	4
307	в отличие	1	4
308	чтобы они	2	4
309	под названием	1	4
310	во всей	1	4
311	от них	2	4
312	на урожай	1	4
313	не просто	1	4
314	и из	3	4
315	что у	6	4
316	что иное	1	4
317	она в	2	4
318	несмотря на	3	4
319	не соответствует	1	4
320	как можно	2	4
321	но он	2	4
322	а за	1	4
323	которое в	1	4
324	в древнем	1	4
325	так на	1	4
326	не был	1	4
327	мы приведем	2	4
328	эту куклу	1	4
329	в руки	3	4
330	нет но	1	4
331	ставят на	1	4
332	здесь мы	7	4
333	этот вопрос	2	4
334	воздействовать на	1	4
335	что для	1	4
336	но есть	4	4
337	могут быть	9	4
338	рассматривается как	1	4
339	в доме	3	4
340	и от	1	4
341	показывают что	8	4
342	означает что	3	4
343	многие другие	1	4
344	своего рода	1	4
345	и здесь	12	4
346	та же	2	4
347	за ним	4	4
348	по всем	1	4
349	они и	1	4
350	если в	4	4
351	в основном	5	4
352	и при	3	4
353	не на	1	4
354	то время	3	4
355	вряд ли	1	4
356	этому же	1	4
357	бросается в	2	4
358	он же	2	4
359	в основе	3	4
360	с обрядом	4	4
361	на основе	1	4
362	в древней	2	4
363	совпадают с	1	4
364	на землю	1	4
365	связанных с	1	4
366	и там	3	4
367	переход от	2	4
368	никаких признаков	1	4
369	на две	1	4
370	в образе	16	4
371	этого слова	1	4
372	всяком случае	1	4
373	у них	2	4
374	и многие	1	4
375	уже в	4	4
376	обряд и	4	4
377	его и	2	4
378	в таких	3	4
379	приводит нас	5	4
380	основаны на	1	4
381	такой же	3	4
382	по своему	1	4
383	в уже	1	4
384	отличие от	1	4
385	и бросали	1	4
386	в ней	8	4
387	дело не	1	4
388	связано с	7	4
389	к тем	1	4
390	по всей	1	4
391	к ней	2	4
392	и ее	1	4
393	по полю	1	4
394	и тогда	2	4
395	таким же	5	4
396	иное как	1	4
397	что один	1	3
398	все что	5	3
399	же и	1	3
400	такая форма	1	3
401	которые не	2	3
402	некоторой степени	1	3
403	совершенно очевидно	1	3
404	в реку	1	3
405	говорит о	4	3
406	представлений о	12	3
407	в виду	1	3
408	связь с	20	3
409	на которых	1	3
410	есть в	2	3
411	детей и	1	3
412	а именно	8	3
413	в одно	2	3
414	е на	2	3
415	объясняет почему	1	3
416	как только	2	3
417	на первый	1	3
418	от этого	6	3
419	обращает на	1	3
420	или ее	1	3
421	нами выше	1	3
422	из других	2	3
423	восходит к	1	3
424	эта связь	5	3
425	он был	2	3
426	представления о	7	3
427	только как	1	3
428	других народов	1	3
429	увидим что	3	3
430	в различных	3	3
431	по отношению	2	3
432	и те	1	3
433	до того	1	3
434	свою очередь	1	3
435	и еще	1	3
436	как на	3	3
437	на которой	4	3
438	находится в	2	3
439	что все	4	3
440	точки зрения	3	3
441	именно с	1	3
442	тем это	2	3
443	в обрядах	5	3
444	никогда не	5	3
445	и обряды	1	3
446	ее и	3	3
447	с одной	7	3
448	мы знаем	12	3
449	обычно не	1	3
450	на него	10	3
451	хотя и	1	3
452	в ее	4	3
453	и через	1	3
454	в воде	4	3
455	ноги и	1	3
456	солярной теории	1	3
457	в которой	4	3
458	и некоторые	1	3
459	очевидно что	3	3
460	с водой	6	3
461	чтобы на	1	3
462	в области	1	3
463	и это	5	3
464	много и	1	3
465	работы на	1	3
466	сих пор	7	3
467	в русской	8	3
468	на другой	1	3
469	приведем несколько	1	3
470	сюда же	3	3
471	совсем не	1	3
472	можно сделать	1	3
473	в форме	5	3
474	на плодородие	1	3
475	мы здесь	4	3
476	другой день	1	3
477	возможно что	2	3
478	когда они	3	3
479	его к	3	3
480	в окно	1	3
481	всех этих	2	3
482	раньше чем	7	3
483	до сих	7	3
484	также что	3	3
485	известно что	3	3
486	живет в	6	3
487	из таких	3	3
488	до некоторой	1	3
489	думает что	1	3
490	из которых	7	3
491	сводится к	1	3
492	ниже в	1	3
493	обрядов и	2	3
494	независимо от	1	3
495	если бы	5	3
496	с вечера	1	3
497	в различные	1	3
498	встречаются и	1	3
499	в своей	3	3
500	можно назвать	1	3
501	относятся к	1	3
502	приведенных материалов	1	3
503	на колени	1	3
504	том как	5	3
505	на другие	1	3
506	на деревьях	2	3
507	делали в	1	3
508	смерти и	3	3
509	в пензенской	1	3
510	с точки	1	3
511	и поэтому	1	3
512	этот случай	7	3
513	с которой	1	3
514	и наоборот	1	3
515	бросают в	4	3
516	из наиболее	1	3
517	верят что	1	3
518	и во	1	3
519	на этот	2	3
520	не имели	3	3
521	здесь не	3	3
522	довольно много	1	3
523	по происхождению	1	3
524	увидим ниже	4	3
525	в другое	2	3
526	они были	2	3
527	говорилось выше	1	3
528	и то	5	3
529	и никифоров	1	3
530	только по	1	3
531	ее на	2	3
532	и этим	6	3
533	это и	3	3
534	чтобы обеспечить	1	3
535	такое же	3	3
536	что с	2	3
537	же не	1	3
538	ее к	2	3
539	с другими	4	3
540	на небо	7	3
541	этом не	1	3
542	некоторые этнографы	1	3
543	с той	2	3
544	можно предположить	3	3
545	смерти в	2	3
546	на все	2	3
547	по его	2	3
548	которые имели	1	3
549	в одной	5	3
550	руки и	2	3
551	воду и	4	3
552	быть и	1	3
553	когда он	7	3
554	что касается	2	3
555	есть и	3	3
556	как он	6	3
557	уже видели	2	3
558	но вместе	4	3
559	думать что	2	3
560	под землей	2	3
561	считает что	2	3
562	отношению к	2	3
563	место в	1	3
564	на то	3	3
565	должны признать	1	3
566	и его	15	3
567	этой силы	1	3
568	не делали	1	3
569	слова в	1	3
570	и другое	1	3
571	разных формах	1	3
572	как символ	1	3
573	не к	1	3
574	обряды или	1	2
575	от него	2	2
576	не единственный	2	2
577	путем трения	2	2
578	к этой	3	2
579	будем здесь	2	2
580	с этой	4	2
581	под ним	1	2
582	принимают форму	1	2
583	женщин и	1	2
584	похоронные обряды	1	2
585	но тем	1	2
586	по свидетельству	2	2
587	не как	5	2
588	которые по	1	2
589	это нужно	2	2
590	нас в	1	2
591	живут в	2	2
592	чтобы она	2	2
593	другой стороны	10	2
594	по себе	2	2
595	на основании	1	2
596	этим объясняется	1	2
597	на свой	1	2
598	из нее	2	2
599	равно как	1	2
600	в гроб	1	2
601	года в	1	2
602	на руках	1	2
603	травами и	2	2
604	если он	2	2
605	в числе	2	2
606	уже указано	1	2
607	на эту	1	2
608	представляли собой	2	2
609	девушку в	2	2
610	когда в	1	2
611	по тому	1	2
612	в момент	1	2
613	но мы	5	2
614	сделать из	2	2
615	полагают что	2	2
616	в дальнейшем	6	2
617	основа и	1	2
618	у которых	2	2
619	хороший урожай	1	2
620	состоит не	1	2
621	можно сказать	2	2
622	в любое	1	2
623	во все	1	2
624	дают нам	1	2
625	можно считать	1	2
626	что земля	1	2
627	описывается как	2	2
628	iii и	1	2
629	в приведенных	5	2
630	но даже	2	2
631	в античности	3	2
632	одной стороны	7	2
633	мы кратко	1	2
634	с обрядами	2	2
635	вот почему	2	2
636	с развитием	1	2
637	с материалами	1	2
638	этой связи	1	2
639	в риме	1	2
640	между двумя	7	2
641	а когда	2	2
642	о них	1	2
643	же говорит	1	2
644	образом из	1	2
645	и когда	1	2
646	людей и	2	2
647	они идут	2	2
648	был известен	1	2
649	подробно описывает	1	2
650	себе в	3	2
651	на ней	2	2
652	по всему	1	2
653	некоторое время	2	2
654	пока еще	1	2
655	сказать что	2	2
656	тех случаях	1	2
657	через каждые	1	2
658	в сказке	46	2
659	это так	2	2
660	же происходит	1	2
661	этот вид	1	2
662	друг с	2	2
663	в европе	3	2
664	к этим	3	2
665	леса в	2	2
666	но так	3	2
667	рассмотрим некоторые	1	2
668	мы видим	12	2
669	и он	9	2
670	по возвращении	1	2
671	к их	1	2
672	землю и	2	2
673	своей красотой	1	2
674	мертвых и	1	2
675	собой в	1	2
676	наших целей	1	2
677	смысле в	1	2
678	этой же	1	2
679	что при	5	2
680	целью воздействовать	1	2
681	что такое	1	2
682	многих отношениях	1	2
683	по материалам	2	2
684	у него	7	2
685	заупокойном культе	2	2
686	будет ниже	3	2
687	они представляют	1	2
688	тот кто	7	2
689	одним из	4	2
690	быть только	1	2
691	на берег	3	2
692	сложное явление	1	2
693	о покойнике	1	2
694	в конце	1	2
695	на тот	1	2
696	очень ясно	2	2
697	этого дерева	2	2
698	между ними	2	2
699	некоторых других	1	2
700	упомянуть что	1	2
701	между прочим	2	2
702	их происхождение	1	2
703	месяц и	1	2
704	образом к	1	2
705	имеет и	1	2
706	могло бы	1	2
707	под влиянием	2	2
708	в память	1	2
709	мы указывали	1	2
710	о происхождении	1	2
711	мы можем	6	2
712	что говорилось	2	2
713	в середину	1	2
714	не означает	1	2
715	они же	2	2
716	говорилось о	1	2
717	и даже	4	2
718	только с	1	2
719	представления в	2	2
720	три раза	2	2
721	объясняет это	1	2
722	не дает	2	2
723	для наших	1	2
724	ту же	2	2
725	человека который	1	2
726	он не	5	2
727	и тем	7	2
728	в развитии	2	2
729	европы в	1	2
730	более поздняя	3	2
731	что эта	2	2
732	не были	1	2
733	кто же	1	2
734	эти материалы	10	2
735	иметь в	1	2
736	также не	2	2
737	считал что	1	2
738	в гости	1	2
739	не говорится	2	2
740	у некоторых	1	2
741	общего с	1	2
742	его как	1	2
743	вера в	2	2
744	друг другу	1	2
745	по другим	1	2
746	это приводит	3	2
747	но нет	1	2
748	в себе	1	2
749	он показывает	1	2
750	образом в	3	2
751	в силу	7	2
752	те кто	1	2
753	из этого	3	2
754	на место	2	2
755	не лезет	1	2
756	значит что	2	2
757	представления и	2	2
758	для чего	2	2
759	души умерших	3	2
760	остановиться на	1	2
761	в него	5	2
762	должны будем	1	2
763	такого мнения	1	2
764	не случайно	1	2
765	уходит в	2	2
766	встречается и	2	2
767	в один	1	2
768	коня в	1	2
769	на всю	1	2
770	воду в	2	2
771	и сами	1	2
772	не так	1	2
773	выводы можно	1	2
774	в сказках	5	2
775	в состав	1	2
776	как наша	1	2
777	и связанные	1	2
778	и должны	1	2
779	можно видеть	1	2
780	позднее привнесение	1	2
781	и затем	2	2
782	погружается в	1	2
783	в жизни	1	2
784	к культу	1	2
785	верили в	1	2
786	не всякий	1	2
787	уже знаем	1	2
788	три дня	2	2
789	в другой	5	2
790	утверждает что	1	2
791	с греческим	1	2
792	и плодородием	1	2
793	от другого	1	2
794	борьбы с	3	2
795	оно не	1	2
796	не ясно	3	2
797	самом деле	2	2
798	приведенных материалах	1	2
799	вокруг него	3	2
800	их к	1	2
801	обращается к	2	2
802	и начало	1	2
803	и действительно	6	2
804	другие народы	1	2
805	имеем здесь	3	2
806	характер этого	1	2
807	к самым	1	2
808	и делать	1	2
809	и так	1	2
810	такие представления	2	2
811	этим в	1	2
812	становится ясным	1	2
813	более поздний	1	2
814	живой человек	1	2
815	дело так	1	2
816	представляло собой	2	2
817	так называемая	1	2
818	характерна для	1	2
819	из своей	1	2
820	нет в	2	2
821	своих целях	2	2
822	обряд как	1	2
823	перед нами	2	2
824	этого они	2	2
825	совершенно не	2	2
826	не является	1	2
827	что души	1	2
828	с места	2	2
829	можно установить	1	2
830	что такие	1	2
831	в иных	1	2
832	в дереве	1	2
833	ясно и	1	2
834	не имеют	2	2
835	несколько иной	1	2
836	такую же	2	2
837	славян и	1	2
838	на некоторых	1	2
839	по земле	1	2
840	и если	1	2
841	относится к	3	2
842	и и	1	2
843	не знали	1	2
844	быть не	1	2
845	на плечи	1	2
846	что если	1	2
847	не могло	2	2
848	подобного рода	2	2
849	ее с	1	2
850	целый ряд	4	2
851	верили что	1	2
852	он есть	1	2
853	ногами и	1	2
854	через него	3	2
855	по представлению	1	2
856	представлениями о	2	2
857	за пределами	1	2
858	надо рассмотреть	1	2
859	с его	3	2
860	пускаются в	1	2
861	говорится в	2	2
862	за столом	1	2
863	иногда в	3	2
864	носит название	1	2
865	чтобы лучше	1	2
866	д и	1	2
867	и привязывают	1	2
868	он должен	2	2
869	судя по	1	2
870	что есть	2	2
871	но оно	3	2
872	или просто	2	2
873	смерть и	2	2
874	ответ на	1	2
875	но на	1	2
876	в более	6	2
877	дерева и	1	2
878	они не	5	2
879	ряд других	2	2
880	на тех	2	2
881	речь будет	5	2
882	всего комплекса	1	2
883	предположение что	3	2
884	фрэзер и	1	2
885	и всем	2	2
886	и всегда	1	2
887	на что	1	2
888	для него	2	2
889	этих животных	1	2
890	как у	2	2
891	более позднее	3	2
892	этой фигуры	1	2
893	здесь в	1	2
894	чтобы получить	1	2
895	силу и	2	2
896	основана на	2	2
897	особое значение	1	2
898	потом на	1	2
899	их так	1	2
900	фрэзер iii	1	2
901	обряда и	2	2
902	к заключению	5	2
903	в другую	2	2
904	но эта	2	2
905	и начинается	1	2
906	это еще	3	2
907	же выводы	1	2
908	виду что	1	2
909	чтобы быть	1	2
910	очень много	2	2
911	имели целью	1	2
912	случаях когда	2	2
913	очень распространен	3	2
914	что им	1	2
915	широко распространен	1	2
916	у древних	2	2
917	право на	2	2
918	можно показать	3	2
919	с другом	2	2
920	свет на	1	2
921	должен быть	2	2
922	а он	1	2
923	особенно в	2	2
924	и вообще	3	2
925	тем более	1	2
926	чтобы сделать	1	2
927	что эти	1	2
928	обычно в	1	2
929	может иметь	2	2
930	случаи когда	1	2
931	а как	3	2
932	само собой	1	2
933	полагали что	1	2
934	огонь и	3	2
935	из ряда	1	2
936	имелись и	1	2
937	в частности	9	2
938	составные части	1	2
939	в человеческом	2	2
940	этот обычай?	1	2
941	от земли	2	2
942	только у	2	2
943	в пределах	5	2
944	лучше понять	1	2
945	есть несколько	1	2
946	других животных	1	2
947	царство мертвых	3	2
948	по окончании	1	2
949	во всю	1	2
950	и звезды	1	2
951	известен в	1	2
952	отношение к	3	2
953	сами и	1	2
954	в царство	6	2
955	же можно	4	2
956	чем объяснить	1	2
957	при земледелии	1	2
958	здесь имеем	2	2
959	а через	2	2
960	часто но	1	2
961	в ту	1	2
962	которых одна	1	2
963	и наконец	2	2
964	на ту	1	2
965	обрядах и	2	2
966	что было	1	1
967	можно наблюдать	5	1
968	с которыми	1	1
969	в самом	1	1
970	нас займет	1	1
971	с рогами	1	1
972	видели в	2	1
973	в три	1	1
974	народов в	1	1
975	указать еще	1	1
976	он садится	1	1
977	что представление	2	1
978	и богом	1	1
979	указывает на	1	1
980	дрова в	1	1
981	только что	3	1
982	куклу из	1	1
983	и пришли	1	1
984	не видели	1	1
985	прямо на	1	1
986	из материалов	3	1
987	немецкой науке	1	1
988	есть однако	1	1
989	и имеет	1	1
990	случае мы	2	1
991	часть его	1	1
992	в египетской	1	1
993	зеленин в	1	1
994	нечто подобное	1	1
995	только этот	1	1
996	другой пример	2	1
997	формы в	1	1
998	ссылаясь на	2	1
999	они уже	2	1
1000	ее мы	1	1
1001	этот момент	2	1
1002	же относится	2	1
1003	или нет	1	1
1004	и старухи	1	1
1005	это обычно	1	1
1006	происходило не	1	1
1007	которые нужны	1	1
1008	свой облик	1	1
1009	те же	1	1
1010	что дает	1	1
1011	изображение его	1	1
1012	потому не	1	1
1013	него в	2	1
1014	форма его	1	1
1015	украшают цветами	1	1
1016	голове на	1	1
1017	дается в	1	1
1018	что имелось	1	1
1019	близки к	1	1
1020	по мере	4	1
1021	как таковых	1	1
1022	гор и	2	1
1023	которые будут	1	1
1024	иначе чем	1	1
1025	переходит к	1	1
1026	лошади в	1	1
1027	по спине	1	1
1028	рассмотрим только	1	1
1029	на смену	4	1
1030	и женщин	1	1
1031	или во	1	1
1032	их очень	1	1
1033	в мифе	10	1
1034	объяснило бы	2	1
1035	относится и	1	1
1036	и сам	2	1
1037	эта стадия	1	1
1038	что огонь	1	1
1039	i а	1	1
1040	происходит не	2	1
1041	на свою	2	1
1042	в некотором	2	1
1043	вопрос этот	3	1
1044	зато в	1	1
1045	предков на	1	1
1046	античности в	1	1
1047	магическая сила	2	1
1048	мы и	3	1
1049	бежит к	1	1
1050	мифе о	3	1
1051	этот очень	2	1
1052	другую сторону	1	1
1053	ту и	1	1
1054	разрешать не	1	1
1055	его на	5	1
1056	всем разнообразии	1	1
1057	изображается с	1	1
1058	предметы могут	1	1
1059	земле на	1	1
1060	сидят на	1	1
1061	на ноги	1	1
1062	горячие камни	2	1
1063	здесь дело	1	1
1064	ушли в	1	1
1065	смерть в	1	1
1066	еще ясно	1	1
1067	реки здесь	1	1
1068	весь ход	1	1
1069	по своим	1	1
1070	может дать	1	1
1071	же после	1	1
1072	других формах	1	1
1073	в иной	12	1
1074	за ней	2	1
1075	мир и	1	1
1076	указывалось выше	2	1
1077	он по	2	1
1078	вносят в	1	1
1079	начнем с	1	1
1080	не удается	1	1
1081	в заупокойном	2	1
1082	в брак	2	1
1083	происхождение этого	2	1
1084	то наоборот	1	1
1085	приведем еще	2	1
1086	наша задача	1	1
1087	уже давно	3	1
1088	работы не	2	1
1089	соответствующие мифы	1	1
1090	рад бы	1	1
1091	и прочие	1	1
1092	книге о	1	1
1093	ранним утром	1	1
1094	на руки	1	1
1095	которая представляет	1	1
1096	и начинает	3	1
1097	в сказку	3	1
1098	украшают себя	1	1
1099	которой он	2	1
1100	одно целое	1	1
1101	и социальным	1	1
1102	это несомненно	1	1
1103	доказать что	1	1
1104	и детьми	1	1
1105	хотя бы	2	1
1106	царство смерти	1	1
1107	но ему	1	1
1108	i ii	1	1
1109	этом мы	2	1
1110	это делается	6	1
1111	рассмотрение этого	1	1
1112	распространен у	1	1
1113	выходит из	2	1
1114	часто в	2	1
1115	от обряда	2	1
1116	а впереди	1	1
1117	в другом	2	1
1118	он редко	1	1
1119	из их	1	1
1120	а позже	1	1
1121	как отражение	2	1
1122	плодородия но	1	1
1123	любое другое	1	1
1124	из себя	4	1
1125	вид что	3	1
1126	поэтому мы	1	1
1127	и показывает	1	1
1128	однако нет	1	1
1129	которых является	1	1
1130	из своего	4	1
1131	представлением о	5	1
1132	место но	1	1
1133	идет по	1	1
1134	старика и	1	1
1135	зарезать и	1	1
1136	за собой	5	1
1137	точно так	3	1
1138	на пути	2	1
1139	приходит к	3	1
1140	говорит что	1	1
1141	не обязательно	2	1
1142	лубочных картинок	1	1
1143	уже почти	1	1
1144	превращается в	10	1
1145	или точнее	1	1
1146	его по	2	1
1147	не вполне	1	1
1148	имелось в	1	1
1149	здесь имеется	1	1
1150	видеть здесь	1	1
1151	он поставил	1	1
1152	за тридевять	5	1
1153	и длинный	1	1
1154	другие не	1	1
1155	но этот	1	1
1156	быть признан	1	1
1157	нам что	1	1
1158	греции и	1	1
1159	нет самого	1	1
1160	совершенно ясна	1	1
1161	из рассмотренных	1	1
1162	попытку объяснить	1	1
1163	ней и	1	1
1164	вернуться к	1	1
1165	почему и	1	1
1166	нас на	1	1
1167	затем в	3	1
1168	по которым	2	1
1169	наряду с	7	1
1170	ее как	1	1
1171	в мировом	1	1
1172	они должны	1	1
1173	а только	1	1
1174	же они	1	1
1175	эти предположения	1	1
1176	и днем	1	1
1177	третий день	1	1
1178	с этими	3	1
1179	же она	2	1
1180	приписывается особая	1	1
1181	по обычаю	1	1
1182	в древние	1	1
1183	другие животные	1	1
1184	они сами	2	1
1185	на того	1	1
1186	рассмотрим сперва	4	1
1187	в кобылу	1	1
1188	за воротами	1	1
1189	узнает что	1	1
1190	были в	1	1
1191	есть некоторые	1	1
1192	земледелия и	2	1
1193	выходя из	1	1
1194	но вода	1	1
1195	не мог	3	1
1196	неи в	15	1
1197	представляет ли	1	1
1198	к ее	1	1
1199	того же	3	1
1200	и заставляют	1	1
1201	когда будет	1	1
1202	они могут	1	1
1203	чем это	1	1
1204	в связь	2	1
1205	где обряд	2	1
1206	за море	1	1
1207	мы проследили	1	1
1208	едва ли	1	1
1209	или три	1	1
1210	собой а	1	1
1211	же представления	1	1
1212	древние времена	1	1
1213	только одна	3	1
1214	лучше будет	1	1
1215	представить себе	1	1
1216	он имел	1	1
1217	на почве	1	1
1218	даже если	2	1
1219	комплекс в	1	1
1220	в животных	1	1
1221	разных животных	1	1
1222	она представляет	1	1
1223	еще одну	1	1
1224	своей дочери	1	1
1225	позднее оно	1	1
1226	и мы	3	1
1227	мировом фольклоре	1	1
1228	см гл	4	1
1229	о двух	2	1
1230	ниже мы	1	1
1231	нами еще	1	1
1232	шест с	1	1
1233	и эту	1	1
1234	своему содержанию	1	1
1235	пишет он	1	1
1236	указать на	1	1
1237	признает что	1	1
1238	есть одно	2	1
1239	на спине	2	1
1240	древняя связь	1	1
1241	притом не	1	1
1242	в состоянии	1	1
1243	что уже	1	1
1244	а тот	2	1
1245	материалы по	1	1
1246	для которой	1	1
1247	воду он	1	1
1248	из того	1	1
1249	и основной	1	1
1250	объясняется тем	1	1
1251	имеется и	3	1
1252	вопрос мы	1	1
1253	близка к	2	1
1254	основе которых	1	1
1255	в жертву	8	1
1256	аналогии с	1	1
1257	древнейшая форма	3	1
1258	но чаще	1	1
1259	других обрядов	1	1
1260	они в	1	1
1261	небо но	1	1
1262	мифе часто	1	1
1263	два раза	1	1
1264	это слово	1	1
1265	фрэзер в	1	1
1266	и один	1	1
1267	по некоторым	1	1
1268	силу только	1	1
1269	этом говорит	1	1
1270	является и	4	1
1271	в угол	1	1
1272	в горы	2	1
1273	отсюда видно	1	1
1274	иметь власть	1	1
1275	в результате	1	1
1276	не знает	1	1
1277	ли мы	1	1
1278	интересно что	6	1
1279	как видно	1	1
1280	с двумя	1	1
1281	что его	4	1
1282	есть один	1	1
1283	ее нужно	1	1
1284	что за	2	1
1285	плодородия как	1	1
1286	более поздние	1	1
1287	по аналогии	1	1
1288	свой смысл	1	1
1289	при каждом	1	1
1290	что не	3	1
1291	побывавший в	1	1
1292	другой способ	1	1
1293	но для	4	1
1294	каждый день	1	1
1295	имеются в	2	1
