N	2gram	Ircho_Kome	DiskursI
273	из того	2	4
274	не могут	1	4
275	не более	2	4
276	с ней	1	4
277	более чем	4	4
278	в современном	1	4
279	в данной	1	4
280	и во	4	4
281	до конца	3	4
282	у них	1	4
283	трагедии в	3	4
284	мы имеем	1	4
285	не для	1	4
286	в основании	1	4
287	во внешнем	1	4
288	и др	1	4
289	со своим	6	4
290	или в	5	4
291	с той	2	4
292	в какой	2	4
293	по своему	5	4
294	но уже	1	4
295	на его	5	4
296	а на	2	4
297	того или	1	4
298	а к	2	4
299	одну из	2	4
300	а по	1	4
301	частности в	2	4
302	организации текста	1	4
303	и прежде	1	4
304	может и	1	4
305	является в	1	3
306	говоря уже	4	3
307	дело с	3	3
308	к числу	2	3
309	к жанру	1	3
310	более или	1	3
311	но все	4	3
312	и сам	5	3
313	событий а	1	3
314	там же	4	3
315	их в	1	3
316	в одно	1	3
317	чем не	1	3
318	на первый	1	3
319	с этим	5	3
320	в действительности	4	3
321	вопрос о	5	3
322	различия между	1	3
323	на рубеже	1	3
324	как на	2	3
325	имеем дело	1	3
326	речь о	2	3
327	тут же	2	3
328	о ней	1	3
329	ближе к	1	3
330	и он	1	3
331	и столь	3	3
332	вплоть до	1	3
333	ситуации а	1	3
334	к которому	4	3
335	и притом	2	3
336	в которой	9	3
337	по аналогии	1	3
338	на себя	5	3
339	в области	3	3
340	как у	1	3
341	выступает в	1	3
342	начало в	1	3
343	действия в	1	3
344	этой причине	1	3
345	своего времени	2	3
346	и что	2	3
347	в тех	5	3
348	в форме	2	3
349	то ни	4	3
350	было бы	8	3
351	его как	1	3
352	о его	5	3
353	и от	2	3
354	в жанре	1	3
355	бы быть	1	3
356	и по	6	3
357	не случайно	1	3
358	еще одно	1	3
359	они и	1	3
360	них в	1	3
361	в специальном	1	3
362	как анекдот	1	3
363	оказывается в	1	3
364	обоих случаях	3	3
365	отношения к	1	3
366	вместе с	8	3
367	перед лицом	5	3
368	не имеет	1	3
369	да и	5	3
370	о котором	1	3
371	жизненных ситуаций	2	3
372	и более	2	3
373	этой традиции	1	3
374	идет о	5	3
375	на том	1	3
376	автора и	1	3
377	слова и	1	3
378	значение для	1	3
379	на основании	7	3
380	в обоих	3	3
381	заметить что	1	3
382	тем же	2	3
383	как мы	5	3
384	более поздних	1	3
385	то она	1	3
386	к миру	1	3
387	всяком случае	4	3
388	жизни но	1	3
389	ему в	2	3
390	они не	1	3
391	том числе	4	3
392	уже в	9	3
393	мы не	4	3
394	еще и	2	3
395	в полном	2	3
396	с их	4	3
397	место в	7	3
398	качестве примера	1	3
399	однако не	2	3
400	что ни	1	3
401	этого рода	2	3
402	в сферу	1	3
403	и без	3	3
404	за которым	1	3
405	все эти	1	3
406	в греческой	2	3
407	ли не	8	3
408	не столь	2	3
409	сюжетной ситуации	1	3
410	в каждой	1	3
411	об этом	2	3
412	или менее	2	3
413	особенно в	1	3
414	мере в	1	3
415	не говоря	4	3
416	том случае	1	3
417	а его	1	3
418	хотя бы	2	3
419	когда он	1	3
420	в начале	7	3
421	при всем	3	3
422	в большинстве	2	3
423	с человеком	1	3
424	рассматривать как	1	3
425	числе и	1	3
426	к ней	2	3
427	указывает на	2	3
428	жизни и	4	3
429	уже о	4	3
430	для этого	2	3
431	что на	4	3
432	во всем	1	2
433	мы можем	6	2
434	для всех	5	2
435	в душе	1	2
436	в настоящем	2	2
437	из сторон	1	2
438	к традициям	1	2
439	с этой	3	2
440	или по	3	2
441	еще более	2	2
442	те же	1	2
443	нас в	3	2
444	не являются	2	2
445	то ли	2	2
446	и охватывает	1	2
447	переходит к	2	2
448	как было	1	2
449	и с	8	2
450	о мире	1	2
451	жизнь в	1	2
452	но вполне	1	2
453	их взаимоотношения	1	2
454	за ним	2	2
455	представление о	3	2
456	упускать из	1	2
457	в собственном	1	2
458	приходит в	1	2
459	лица в	1	2
460	большей или	1	2
461	речь идет	6	2
462	так например	1	2
463	обращение к	1	2
464	в честь	3	2
465	не могли	2	2
466	преданий о	1	2
467	этого понятия	1	2
468	отсюда и	1	2
469	представления о	2	2
470	о которых	6	2
471	в нескольких	2	2
472	для того	3	2
473	и другой	1	2
474	которых не	2	2
475	этот тезис	1	2
476	с помощью	1	2
477	в различных	1	2
478	обращаясь к	1	2
479	к которой	1	2
480	а между	1	2
481	причине что	1	2
482	углом зрения	1	2
483	самого начала	2	2
484	указания на	2	2
485	было сказано	1	2
486	то чтобы	1	2
487	тех случаях	1	2
488	в нашем	2	2
489	на него	4	2
490	под названием	2	2
491	из трех	2	2
492	который в	2	2
493	по поводу	7	2
494	трагедии и	1	2
495	что даже	1	2
496	общих чертах	1	2
497	едва ли	16	2
498	от ее	1	2
499	к нему	5	2
500	всего в	5	2
501	в науках	1	2
502	бы то	4	2
503	не происходит	1	2
504	этих двух	1	2
505	собой и	2	2
506	чем по	2	2
507	к их	2	2
508	х гг	1	2
509	время в	1	2
510	начала и	1	2
511	не стремится	1	2
512	ни было	4	2
513	это обстоятельство	1	2
514	в третьем	1	2
515	у него	6	2
516	что она	3	2
517	всем что	1	2
518	из уст	1	2
519	о смерти	1	2
520	очевидно что	1	2
521	же как	3	2
522	большинстве случаев	2	2
523	герой в	1	2
524	во главе	1	2
525	служит для	1	2
526	иногда не	1	2
527	а только	1	2
528	в чем	3	2
529	не был	1	2
530	а потом	1	2
531	в каждом	2	2
532	лица и	1	2
533	в пьесе	1	2
534	и фигура	1	2
535	до нас	9	2
536	при отсутствии	1	2
537	всего лишь	1	2
538	действующих лиц	8	2
539	но зато	1	2
540	не приходится	1	2
541	иметь в	1	2
542	первого и	2	2
543	в новое	2	2
544	от конца	1	2
545	не дошли	1	2
546	могла бы	2	2
547	или меньшей	1	2
548	восходят к	2	2
549	оба они	1	2
550	бы его	1	2
551	в первой	2	2
552	теми же	1	2
553	они были	1	2
554	его к	1	2
555	а как	1	2
556	себе как	1	2
557	мы видели	2	2
558	случая и	2	2
559	представляет себе	1	2
560	во множестве	1	2
561	в последнем	1	2
562	его из	1	2
563	в основном	1	2
564	его с	2	2
565	на ее	2	2
566	и при	1	2
567	является жанром	1	2
568	нашего времени	1	2
569	из которых	5	2
570	общему мнению	1	2
571	интерес к	2	2
572	разного рода	1	2
573	нередко и	1	2
574	в отношении	6	2
575	и вполне	1	2
576	если бы	4	2
577	самим собой	1	2
578	от своего	1	2
579	одновременно с	3	2
580	не делает	1	2
581	в памяти	1	2
582	что могло	1	2
583	и они	1	2
584	поскольку в	1	2
585	от его	1	2
586	не приводит	1	2
587	художественного мышления	4	2
588	сцены и	1	2
589	гг в	1	2
590	время и	3	2
591	отнести к	1	2
592	тех же	4	2
593	не имеют	1	2
594	до настоящего	1	2
595	в роли	1	2
596	и и	3	2
597	в город	1	2
598	на основе	1	2
599	и теперь	3	2
600	народа и	1	2
601	со всей	1	2
602	совпадают с	1	2
603	отношении к	1	2
604	к одному	1	2
605	новое время	3	2
606	вслед за	4	2
607	целый ряд	2	2
608	каждый из	3	2
609	было и	1	2
610	автора в	1	2
611	из наиболее	2	2
612	размышляя о	1	2
613	событий в	2	2
614	со своими	1	2
615	не знаем	1	2
616	на этот	5	2
617	этого слова	1	2
618	в и	3	2
619	друг друга	2	2
620	во времени	1	2
621	в самой	2	2
622	могли быть	2	2
623	которому он	1	2
624	что говорящий	1	2
625	одних и	1	2
626	в любви	2	2
627	ответ на	2	2
628	на дорогу	1	2
629	хоть и	7	2
630	ни с	1	2
631	все это	7	2
632	более поздней	1	2
633	с достаточной	4	2
634	своему происхождению	2	2
635	ее в	2	2
636	видеть в	2	2
637	же не	2	2
638	в г	28	2
639	отказаться от	2	2
640	наших дней	1	2
641	то к	1	2
642	за этим	1	2
643	это еще	2	2
644	по существу	1	2
645	понимать как	1	2
646	впрочем не	2	2
647	свидетельствуют о	1	2
648	случаях когда	1	2
649	является не	2	2
650	так в	6	2
651	перед собой	1	2
652	к концу	3	2
653	к своему	1	2
654	со своей	3	2
655	по его	2	2
656	это было	5	2
657	они лишь	1	2
658	сомнение в	1	2
659	путь к	2	2
660	вовсе не	3	2
661	за его	1	2
662	тем более	1	2
663	человеческого мышления	1	2
664	ему не	1	2
665	и тех	1	2
666	бога диониса	1	2
667	с самого	3	2
668	ей в	1	2
669	случае если	1	2
670	его не	1	2
671	не по	5	2
672	нельзя не	2	2
673	обстоит дело	1	2
674	в античности	1	2
675	и их	3	2
676	в науке	1	2
677	отказ от	1	2
678	образа жизни	1	2
679	чтобы не	1	2
680	с понятием	1	2
681	х годов	5	2
682	лицо к	1	2
683	по той	1	2
684	как их	1	2
685	в книге	1	2
686	в голову	1	2
687	такой же	2	2
688	на то	3	2
689	право на	2	2
690	и относительно	1	2
691	и только	1	2
692	же это	1	2
693	за счет	3	2
694	возможна только	1	2
695	объем текста	1	1
696	с которыми	1	1
697	ею для	1	1
698	реальных и	1	1
699	всего это	1	1
700	и другие	3	1
701	пределах одного	1	1
702	о широкой	1	1
703	к сожалению	2	1
704	и хор	2	1
705	к социальному	1	1
706	мы и	1	1
707	здесь же	1	1
708	разговор двух	1	1
709	этих событий	1	1
710	жанра как	1	1
711	состояние от	1	1
712	к этой	1	1
713	от трагедии	1	1
714	в применении	1	1
715	тому что	4	1
716	даже в	3	1
717	в финале	2	1
718	которые лежат	1	1
719	в разных	1	1
720	тем как	2	1
721	одно это	1	1
722	по общему	1	1
723	отношении но	1	1
724	за ее	1	1
725	на нас	1	1
726	в достаточно	1	1
727	одному из	2	1
728	его от	1	1
729	плане в	1	1
730	события происходящие	1	1
731	исторического лица	2	1
732	сюжетных ситуациях	1	1
733	касается литературной	1	1
734	он имеет	1	1
735	случае в	1	1
736	на которых	1	1
737	на свой	1	1
738	случае ясно	1	1
739	и там	1	1
740	к более	1	1
741	а их	2	1
742	принципы построения	1	1
743	места и	1	1
744	и другим	1	1
745	с тем	5	1
746	в наиболее	4	1
747	стороны в	1	1
748	к самому	1	1
749	общими для	1	1
750	из шедевров	1	1
751	настаивает на	1	1
752	выступающий в	1	1
753	при таком	1	1
754	правило в	1	1
755	однако даже	1	1
756	ситуаций и	2	1
757	в это	3	1
758	из героев	1	1
759	когда бы	2	1
760	культуры в	1	1
761	в самый	1	1
762	почти одновременно	1	1
763	не имели	1	1
764	и нет	1	1
765	на все	3	1
766	представляла собой	1	1
767	присущую его	1	1
768	действительности в	1	1
769	значительную роль	1	1
770	состоит не	1	1
771	в жизнь	2	1
772	в бытовом	1	1
773	видно что	1	1
774	то это	3	1
775	следовало бы	1	1
776	по тем	1	1
777	были с	1	1
778	применении к	1	1
779	которой он	2	1
780	широкое распространение	1	1
781	в динамике	1	1
782	человека не	1	1
783	мифов как	1	1
784	он был	4	1
785	даже и	1	1
786	вв до	2	1
787	время от	4	1
788	она могла	1	1
789	имеет в	2	1
790	по возможности	1	1
791	а нередко	1	1
792	в действие	1	1
793	и своим	1	1
794	из их	1	1
795	в этот	1	1
796	периода его	1	1
797	цель его	1	1
798	сложилось в	1	1
799	должна была	3	1
800	и еврипида	2	1
801	взаимоотношения с	1	1
802	всего как	1	1
803	на пути	1	1
804	приходит к	1	1
805	предисловии к	1	1
806	и была	1	1
807	в ранних	2	1
808	превращается в	1	1
809	дошли до	1	1
810	его по	1	1
811	и те	1	1
812	не что	1	1
813	последнюю роль	1	1
814	и внутренней	3	1
815	отклик в	1	1
816	так же	4	1
817	отношений с	1	1
818	отметить что	1	1
819	в глаза	1	1
820	на уровень	1	1
821	друг на	1	1
822	книги из	1	1
823	но ни	1	1
824	в мы	1	1
825	и еще	5	1
826	в а	1	1
827	сюжетная ситуация	1	1
828	не дай	1	1
829	если это	2	1
830	же так	1	1
831	с именем	1	1
832	вернуться к	2	1
833	впрочем в	1	1
834	однако эти	1	1
835	тезис о	1	1
836	которое так	1	1
837	наряду с	7	1
838	vi в	4	1
839	именно так	1	1
840	следующим образом	1	1
841	быть в	1	1
842	находится в	2	1
843	деятельности человека	1	1
844	как от	1	1
845	есть по	1	1
846	учения об	1	1
847	признания в	1	1
848	события если	1	1
849	от литературы	1	1
850	от них	3	1
851	пародия на	1	1
852	были в	2	1
853	и поступков	1	1
854	даже у	1	1
855	иначе его	1	1
856	или нет	1	1
857	к этим	3	1
858	уже по	1	1
859	значение еще	1	1
860	н э	10	1
861	свидетельствует об	1	1
862	этом же	2	1
863	чем это	2	1
864	то о	1	1
865	соотношении в	1	1
866	афинских граждан	3	1
867	представить себе	3	1
868	в культурной	1	1
869	не зная	1	1
870	греческого слова	1	1
871	в на	3	1
872	основе его	1	1
873	то оно	1	1
874	что иное	1	1
875	предстает перед	1	1
876	после того	3	1
877	похожи на	2	1
878	не редкость	1	1
879	тенденции к	1	1
880	вскоре после	2	1
881	с единым	1	1
882	одной лишь	1	1
883	собой в	2	1
884	готовности к	1	1
885	в состоянии	3	1
886	рамках этой	1	1
887	из повседневной	1	1
888	прямого указания	1	1
889	этом фоне	1	1
890	его себе	1	1
891	в совершенно	1	1
892	обычно не	1	1
893	него в	1	1
894	могло бы	1	1
895	однако этот	1	1
896	которого он	1	1
897	по мнению	2	1
898	еврипида а	1	1
899	народ и	1	1
900	не занимался	1	1
901	согласно которой	1	1
902	отнести и	1	1
903	можно выявить	1	1
904	так по	1	1
905	одному и	1	1
906	и будет	1	1
907	самых общих	1	1
908	участию в	1	1
909	иными словами	1	1
910	и один	1	1
911	там и	1	1
912	легко представить	1	1
913	в поэтике	1	1
914	по содержанию	5	1
915	можно рассматривать	1	1
916	не была	1	1
917	пародией на	3	1
918	прошлого с	1	1
919	в художественном	1	1
920	иначе чем	1	1
921	на известного	1	1
922	лирику и	1	1
923	общественного сознания	1	1
924	не говорит	1	1
925	именно здесь	1	1
926	что его	1	1
927	персонажей не	1	1
928	наглядный пример	1	1
929	как критика	1	1
930	пример из	1	1
931	восходящего к	1	1
932	известие о	1	1
933	в конце	7	1
934	в таком	1	1
935	не остается	1	1
936	оно в	1	1
937	в связи	3	1
938	следует добавить	1	1
939	как видим	2	1
940	таким способом	1	1
941	встречается в	1	1
942	слово здесь	1	1
943	вполне в	1	1
944	только его	1	1
945	к прежнему	1	1
946	из четырех	2	1
947	сознания как	1	1
948	политических деятелей	4	1
949	от этого	2	1
950	то при	1	1
951	обычных людей	1	1
952	за маской	1	1
953	в двух	6	1
954	благодаря тому	1	1
955	и следовательно	2	1
956	которая вполне	1	1
957	в первые	2	1
958	в римской	1	1
959	здесь ни	1	1
960	точек зрения	2	1
961	нашей эры	2	1
962	достигает своего	1	1
963	своей нравственной	1	1
964	античной культуры	1	1
965	и драматургии	1	1
966	в других	3	1
967	сих пор	3	1
968	бы в	3	1
969	по имени	7	1
970	в поход	1	1
971	и мир	2	1
972	войне и	1	1
973	должен был	1	1
974	внешней и	3	1
975	прямого предшественника	1	1
976	и вернуться	1	1
977	если оно	1	1
978	игра случая	1	1
979	это были	2	1
980	права на	1	1
981	не означает	2	1
982	сам облик	1	1
983	действие в	1	1
984	все остальные	3	1
985	не дает	1	1
986	комедии и	7	1
987	этого к	1	1
988	не один	2	1
989	отца или	1	1
990	идей и	1	1
991	в ответ	1	1
992	в развитии	2	1
993	что отец	1	1
994	не мог	4	1
995	на долю	1	1
996	на чем	2	1
997	в городе	2	1
998	на нем	2	1
999	всей этой	1	1
1000	всех других	1	1
1001	которых по	1	1
1002	и является	1	1
1003	пятиактное членение	1	1
1004	к ее	2	1
1005	включается в	1	1
1006	героя однако	1	1
1007	но об	1	1
1008	даже не	4	1
1009	этом смысле	2	1
1010	героев перед	1	1
1011	отношения с	2	1
1012	и образов	1	1
1013	воплощением в	1	1
1014	должны были	9	1
1015	была уже	2	1
1016	онегина по	1	1
1017	этот период	1	1
1018	он еще	1	1
1019	как известно	4	1
1020	занимает в	1	1
1021	к хору	1	1
1022	но без	1	1
1023	предназначены для	1	1
1024	стороны он	1	1
1025	и возрождения	1	1
1026	время на	1	1
1027	действующего лица	2	1
1028	возможности для	1	1
1029	позиций в	1	1
1030	их к	3	1
1031	но прежде	1	1
1032	которое мы	1	1
1033	о других	1	1
1034	известны в	1	1
1035	даже если	3	1
1036	почти всех	1	1
1037	между и	6	1
1038	так что	6	1
1039	содержание и	1	1
1040	образом в	2	1
1041	общественном сознании	1	1
1042	именно ему	1	1
1043	в общем	2	1
1044	граждан полиса	1	1
1045	своего героя	1	1
1046	до наших	1	1
1047	поэтов в	1	1
1048	сведения о	2	1
1049	формы и	1	1
1050	из этого	2	1
1051	к человеку	2	1
1052	которые были	2	1
1053	там где	1	1
1054	ориентированы на	1	1
1055	более что	1	1
1056	в окно	1	1
1057	во время	11	1
1058	его времени	1	1
1059	с последующим	1	1
1060	нет не	1	1
1061	означает что	2	1
1062	в философии	2	1
1063	аристотеля и	1	1
1064	скульптурный портрет	1	1
1065	на эту	1	1
1066	обращается к	1	1
1067	действующими лицами	1	1
1068	при дворе	1	1
1069	можно только	1	1
1070	были бы	1	1
1071	с волей	1	1
1072	зрителей и	1	1
1073	от греческого	1	1
1074	человеческой личности	1	1
1075	этому времени	3	1
1076	от до	2	1
1077	до сих	3	1
1078	с учетом	1	1
1079	достаточно четко	1	1
1080	ни малейшего	2	1
1081	к индивидуальным	1	1
1082	и здесь	6	1
1083	вопросы о	1	1
1084	в жизнеописаниях	1	1
1085	как таковой	1	1
1086	можно извлечь	1	1
1087	к подобным	1	1
1088	для содержания	1	1
1089	к одной	1	1
1090	почти не	2	1
1091	представлял собой	1	1
1092	ср с	1	1
1093	к сфере	1	1
1094	связан в	1	1
1095	и дает	2	1
1096	содержания и	2	1
1097	же образом	1	1
1098	что это	5	1
1099	это уже	2	1
1100	черты двух	1	1
1101	соглашается с	1	1
1102	сам по	1	1
1103	выходят на	1	1
1104	и безграничная	1	1
1105	о которой	1	1
1106	в область	1	1
1107	сцене и	1	1
1108	утверждает что	1	1
1109	как одного	1	1
1110	к выводу	2	1
1111	графиня в	1	1
1112	для них	2	1
1113	из нескольких	2	1
1114	где как	1	1
1115	выступает не	1	1
1116	связывается с	1	1
1117	почти столь	1	1
1118	и создает	1	1
1119	целом ряде	1	1
1120	можно было	5	1
1121	под этим	1	1
1122	в более	4	1
1123	один человек	1	1
1124	от их	1	1
1125	поэтому и	1	1
1126	сельские жители	1	1
1127	так или	4	1
1128	с ними	2	1
1129	к уже	1	1
1130	наиболее известных	1	1
1131	сил и	1	1
1132	что у	6	1
1133	начала с	1	1
1134	с целью	2	1
1135	предполагать что	1	1
1136	был одним	1	1
1137	то время	8	1
1138	это время	5	1
1139	оказывается на	1	1
1140	примером этого	1	1
1141	xv в	1	1
1142	в в	8	1
1143	вышла из	1	1
1144	для каждого	1	1
1145	впоследствии к	2	1
1146	трагедии эсхила	1	1
1147	никто не	3	1
1148	не последнюю	1	1
1149	и были	2	1
1150	бы не	1	1
1151	в традиционной	2	1
1152	представляли собой	1	1
1153	сравнению с	1	1
1154	именно поэтому	1	1
1155	в родном	1	1
1156	зависимости от	1	1
1157	трагедии еврипида	1	1
1158	в известном	2	1
1159	говорить и	1	1
1160	друг от	2	1
1161	в каком	1	1
1162	отрывок из	2	1
1163	выступает как	1	1
1164	жизненную позицию	1	1
1165	на рассвете	1	1
1166	в разработке	1	1
1167	было у	1	1
1168	со временем	2	1
1169	начинает меняться	1	1
1170	что эту	1	1
1171	бы и	1	1
1172	с персонажами	2	1
1173	как целое	1	1
1174	есть основания	1	1
1175	их самих	1	1
1176	мира как	1	1
1177	что сила	1	1
1178	в жены	2	1
1179	сцены из	2	1
1180	то и	3	1
1181	годов в	1	1
1182	на отношения	1	1
1183	и достаточно	1	1
1184	мы ничего	1	1
1185	фрагмент из	4	1
1186	наконец в	3	1
1187	того чтобы	4	1
1188	и если	2	1
1189	положение дел	1	1
1190	по сравнению	1	1
1191	это только	1	1
1192	о внешней	1	1
1193	из его	6	1
1194	при всех	1	1
1195	со зрителями	1	1
1196	обойтись без	1	1
1197	в середине	5	1
1198	развития и	1	1
1199	но о	1	1
1200	природы в	1	1
1201	приводит в	1	1
1202	какую бы	1	1
1203	которую он	3	1
1204	ближе всего	1	1
1205	действия и	1	1
1206	же событием	1	1
1207	под которым	1	1
1208	как свой	1	1
1209	мне не	1	1
1210	в эпических	1	1
1211	на что	1	1
1212	комедии наиболее	1	1
1213	и быта	1	1
1214	следит за	1	1
1215	с текстом	1	1
1216	нет и	2	1
1217	он в	1	1
1218	в споре	2	1
1219	персонажи не	1	1
1220	на две	3	1
1221	о соотношении	2	1
1222	представляет его	1	1
1223	и служит	1	1
1224	мог бы	3	1
1225	в самую	1	1
1226	как тот	1	1
1227	произведения и	1	1
1228	из первых	1	1
1229	в образе	4	1
1230	корнями в	1	1
1231	до трех	1	1
1232	только при	3	1
1233	обеспечивает его	1	1
1234	следует упускать	1	1
1235	том же	1	1
1236	божественной справедливости	1	1
1237	широко известного	1	1
1238	всего к	1	1
1239	но если	4	1
1240	здесь и	2	1
1241	что во	1	1
1242	ее содержание	1	1
1243	только потому	2	1
1244	тот же	5	1
1245	подойти к	1	1
1246	себе столь	1	1
1247	внешнее и	1	1
1248	постановки вопроса	1	1
1249	и каждый	1	1
1250	этому же	1	1
1251	вокруг которого	1	1
1252	в дальнейшем	1	1
1253	которому в	1	1
1254	этой самой	1	1
1255	что автор	1	1
1256	об их	1	1
1257	i в	1	1
1258	им как	1	1
1259	вместе со	1	1
1260	близок к	1	1
1261	этим же	2	1
1262	от начала	1	1
1263	касается самого	1	1
1264	так как	6	1
1265	мир в	1	1
1266	любой из	1	1
1267	все еще	1	1
1268	он выступает	2	1
1269	на три	1	1
1270	эта ситуация	2	1
1271	нас не	2	1
1272	второй половине	3	1
1273	в общих	1	1
1274	местам и	1	1
1275	и за	3	1
1276	в стихе	2	1
1277	с участием	5	1
1278	быть отнесены	1	1
1279	хотя у	1	1
1280	от которого	1	1
1281	же мере	1	1
1282	состоял в	1	1
1283	бы на	1	1
1284	знаем и	1	1
1285	многие из	3	1
1286	разрешение конфликта	1	1
1287	не достигает	1	1
1288	видя в	1	1
1289	случае его	1	1
1290	не заметить	1	1
1291	где он	2	1
1292	следующих за	1	1
1293	себе хоровую	1	1
1294	личностью в	1	1
1295	из своих	1	1
1296	на самом	1	1
1297	содержанием в	1	1
1298	слово в	1	1
1299	однако она	1	1
