N	2gram	Propp_Isto	Hudozhes
211	может служить	1	2
212	вслед за	2	2
213	и это	9	2
214	превращается в	10	2
215	в отсутствие	1	2
216	не вполне	5	2
217	так же	6	2
218	еще один	3	2
219	и наоборот	2	2
220	об этом	7	2
221	должен быть	2	2
222	в сказании	3	2
223	если мы	1	2
224	имеем дело	1	2
225	может оказаться	1	2
226	всякий раз	1	2
227	для понимания	1	2
228	который в	1	2
229	одна из	7	2
230	этого слова	1	2
231	здесь не	4	2
232	не все	4	2
233	на котором	3	2
234	он и	3	2
235	не просто	3	2
236	в самой	1	2
237	только о	2	2
238	чем это	1	2
239	никогда не	16	2
240	и по	7	2
241	на время	1	2
242	начиная с	2	2
243	бы то	1	2
244	то в	1	2
245	но на	1	2
246	этих двух	1	2
247	мышления и	1	2
248	одной из	4	2
249	ни было	1	2
250	к нашему	1	2
251	которого он	1	2
252	в литературе	2	2
253	что такое	2	2
254	ее в	3	2
255	способность к	2	2
256	все это	9	2
257	что и	13	2
258	или иную	1	2
259	xix века	1	2
260	героя тогда	1	2
261	у него	16	2
262	от всех	2	2
263	или в	11	2
264	и некоторые	2	2
265	в войне	1	2
266	и более	2	2
267	не от	3	2
268	одним из	1	2
269	что она	6	2
270	и способности	1	2
271	сама по	1	2
272	тому что	2	2
273	случае не	1	2
274	в какой	1	2
275	я не	1	2
276	процесс превращения	1	2
277	мира и	2	2
278	к своему	4	2
279	в чем	5	2
280	это тоже	1	2
281	вовсе не	6	2
282	подобных случаях	2	2
283	встречаются в	1	2
284	вопрос что	1	2
285	тем более	2	2
286	я на	1	2
287	и потому	1	2
288	но как	4	2
289	а с	3	2
290	могут служить	2	2
291	ту или	1	2
292	имеются и	1	2
293	то ни	1	2
294	дело не	5	2
295	и весьма	1	2
296	быть и	1	2
297	и может	1	2
298	к такой	1	2
299	мире на	1	2
300	но она	2	2
301	другим и	1	2
302	не с	2	2
303	свою жизнь	1	2
304	таких случаях	1	2
305	от своего	2	2
306	это может	1	2
307	могла бы	1	2
308	этом мире	1	2
309	в этой	2	2
310	тот кто	5	2
311	для такого	1	2
312	и др	4	2
313	о его	1	2
314	право на	5	2
315	из этого	2	2
316	однако все	2	2
317	в особенности	2	1
318	почву для	1	1
319	это на	1	1
320	и способность	1	1
321	от него	6	1
322	однако и	1	1
323	все что	4	1
324	вступить в	1	1
325	и здесь	13	1
326	за ним	3	1
327	и конечно	1	1
328	мы встречаем	1	1
329	же и	1	1
330	такая форма	2	1
331	и свою	1	1
332	если в	3	1
333	случаях он	1	1
334	совершенно иными	1	1
335	своего собственного	1	1
336	исторического бытия	1	1
337	живет в	2	1
338	не знают	1	1
339	на ее	1	1
340	героя в	3	1
341	между этими	1	1
342	дело с	2	1
343	можно назвать	1	1
344	вопросу о	1	1
345	его за	2	1
346	и другим	1	1
347	представляют собой	5	1
348	что это	6	1
349	от нас	1	1
350	тем как	1	1
351	в другой	3	1
352	говорит о	2	1
353	упала на	1	1
354	его под	1	1
355	те же	2	1
356	если нет	1	1
357	представлений о	4	1
358	содержанию своему	1	1
359	и делает	2	1
360	в результате	1	1
361	то с	1	1
362	как такой	2	1
363	противоречие с	1	1
364	и вполне	1	1
365	отдельно от	1	1
366	всегда имеются	1	1
367	за это	2	1
368	не могут	3	1
369	сравнении с	1	1
370	не сможет	1	1
371	должен был	2	1
372	случаях оказывается	1	1
373	не случайна	1	1
374	чтобы в	1	1
375	начинается с	4	1
376	и даже	3	1
377	если не	4	1
378	он уже	1	1
379	мы понимаем	1	1
380	до этого	1	1
381	от одного	1	1
382	о мире	1	1
383	смысла и	1	1
384	мысль о	1	1
385	должен обладать	1	1
386	тем что	11	1
387	от всего	1	1
388	обращается к	4	1
389	из всего	3	1
390	и действительно	4	1
391	то время	4	1
392	нам уже	1	1
393	если он	5	1
394	принадлежат к	1	1
395	меня в	2	1
396	с ума	1	1
397	к самому	2	1
398	что по	2	1
399	приходит в	2	1
400	в бою	1	1
401	однако между	1	1
402	вместе с	17	1
403	все же	14	1
404	черта ее	1	1
405	участвовать в	1	1
406	без ее	1	1
407	предмета и	1	1
408	не имеет	6	1
409	а этот	1	1
410	в сравнении	1	1
411	однако это	1	1
412	ему и	1	1
413	о котором	1	1
414	его личной	1	1
415	с героем	3	1
416	зависимости от	4	1
417	себя не	1	1
418	в это	3	1
419	нет в	2	1
420	но мы	3	1
421	искусство и	1	1
422	на первый	6	1
423	выступает как	1	1
424	он мог	1	1
425	и пусть	1	1
426	перед нами	4	1
427	и ясный	1	1
428	свое время	1	1
429	первый взгляд	5	1
430	с этим	3	1
431	все они	1	1
432	нам не	1	1
433	разница в	1	1
434	со смертью	1	1
435	в первую	8	1
436	этот результат	1	1
437	он же	2	1
438	не существует	1	1
439	в котором	3	1
440	зависит от	1	1
441	в действительности	2	1
442	и такие	3	1
443	очень точно	1	1
444	и пр	2	1
445	лицом и	1	1
446	по своим	3	1
447	по тем	1	1
448	своей собственной	1	1
449	восходит к	3	1
450	случаи когда	4	1
451	на какой	1	1
452	то и	6	1
453	она могла	1	1
454	в лесу	3	1
455	имеет в	1	1
456	наконец в	1	1
457	единства в	1	1
458	только такие	1	1
459	не должно	1	1
460	только мы	1	1
461	другом а	1	1
462	и поэтому	1	1
463	в отдельности	3	1
464	героем и	2	1
465	во многих	2	1
466	вступление в	2	1
467	а после	2	1
468	из его	2	1
469	а через	1	1
470	имея в	1	1
471	всегда так	1	1
472	жизни и	3	1
473	чего не	1	1
474	только на	2	1
475	вы говорите	1	1
476	в противоречие	1	1
477	точно так	2	1
478	теми которые	1	1
479	в различных	3	1
480	обращаясь к	1	1
481	о своем	1	1
482	переходит к	1	1
483	и наиболее	1	1
484	на основании	1	1
485	образом что	1	1
486	в мир	1	1
487	не так	4	1
488	там ребенка	1	1
489	и те	2	1
490	в совершенно	1	1
491	от своей	1	1
492	поэтике и	1	1
493	ногами и	1	1
494	быть это	1	1
495	себе в	3	1
496	до того	1	1
497	и исторически	2	1
498	перед ним	2	1
499	в чистом	1	1
500	всего что	1	1
501	эти два	1	1
502	и формы	3	1
503	на которые	1	1
504	этого мира	2	1
505	задний план	1	1
506	к ним	3	1
507	самом начале	1	1
508	от героя	5	1
509	соответствии с	1	1
510	не для	1	1
511	аристофана где	1	1
512	впервые в	1	1
513	еще нет	4	1
514	ее не	1	1
515	нас на	1	1
516	тем же	1	1
517	него не	1	1
518	ключ к	1	1
519	русском языке	1	1
520	ее как	2	1
521	именно так	1	1
522	за него	4	1
523	только во	1	1
524	только при	1	1
525	как я	1	1
526	что все	1	1
527	еще одна	4	1
528	в сознании	1	1
529	легко может	1	1
530	приобщения к	1	1
531	момент в	1	1
532	но если	2	1
533	здесь и	3	1
534	стороны не	2	1
535	зрения автора	1	1
536	казалось бы	1	1
537	в мировой	1	1
538	за полтора	1	1
539	друг друга	2	1
540	и обладает	1	1
541	и становится	4	1
542	из них	2	1
543	характерно что	2	1
544	тот же	2	1
545	о ней	2	1
546	могли быть	2	1
547	всего в	1	1
548	героя не	1	1
549	не происходит	3	1
550	говорилось выше	3	1
551	не друг	1	1
552	именно к	1	1
553	что они	5	1
554	этом случае	4	1
555	в свое	3	1
556	мы видим	14	1
557	в более	3	1
558	вокруг него	1	1
559	при сохранении	1	1
560	не поддается	1	1
561	со мной	1	1
562	тоже не	3	1
563	так как	21	1
564	многих других	1	1
565	на которую	1	1
566	от его	2	1
567	что иное	2	1
568	они не	4	1
569	после того	6	1
570	он от	1	1
571	на вопрос	5	1
572	но из	1	1
573	делает их	1	1
574	должно быть	1	1
575	символическая смерть	1	1
576	чем на	1	1
577	собой в	1	1
578	искусство в	1	1
579	который бы	1	1
580	иных случаях	1	1
581	в состоянии	4	1
582	начале этой	1	1
583	и чрезвычайно	1	1
584	в героической	1	1
585	однако этот	1	1
586	в ситуации	1	1
587	нее как	2	1
588	как у	2	1
589	для нас	8	1
590	и одна	1	1
591	и через	2	1
592	приобщение к	1	1
593	не содержит	2	1
594	в герое	3	1
595	у нас	4	1
596	означало бы	1	1
597	на стадии	1	1
598	на помощь	1	1
599	на которой	1	1
600	и от	5	1
601	кто бы	2	1
602	иного рода	1	1
603	из дальнейшего	1	1
604	например так	1	1
605	и есть	2	1
606	по каким	1	1
607	в третьем	1	1
608	также своего	1	1
609	мы находим	1	1
610	вокруг себя	1	1
611	не путем	1	1
612	тому же	1	1
613	раз в	1	1
614	нет даже	1	1
615	но с	2	1
616	в таких	3	1
617	не было	3	1
618	мы рассмотрим	6	1
619	это всегда	1	1
620	бы для	1	1
621	просто как	1	1
622	как видно	1	1
623	не говорит	1	1
624	что его	2	1
625	самые разнообразные	1	1
626	всех его	2	1
627	и где	1	1
628	не прямо	1	1
629	на нее	1	1
630	дело в	1	1
631	но одно	1	1
632	и четвертая	1	1
633	что не	3	1
634	но для	3	1
635	окрашено в	1	1
636	такое же	3	1
637	по ту	1	1
638	на весьма	1	1
639	в конце	4	1
640	из мифа	1	1
641	не остается	1	1
642	с той	1	1
643	и без	1	1
644	нас к	5	1
645	также в	1	1
646	можно предположить	3	1
647	человек в	1	1
648	же как	6	1
649	по содержанию	2	1
650	на земле	6	1
651	не есть	1	1
652	между прочим	3	1
653	рядом с	1	1
654	заметил что	2	1
655	это происходит	4	1
656	перед собой	1	1
657	смерти в	2	1
658	как ее	1	1
659	от этого	2	1
660	того и	1	1
661	языка но	1	1
662	связь со	2	1
663	больше и	3	1
664	по его	2	1
665	мире по	1	1
666	в условиях	1	1
667	тех же	2	1
668	на его	6	1
669	для героя	3	1
670	себе и	3	1
671	это ведет	1	1
672	ты в	1	1
673	в одной	3	1
674	встрече с	1	1
675	о своих	1	1
676	возможности такого	1	1
677	и другого	1	1
678	связаны с	4	1
679	бы в	1	1
680	пребывания в	1	1
681	ему не	1	1
682	на них	1	1
683	в каждом	1	1
684	прослеживается в	1	1
685	которое существует	1	1
686	к настоящему	1	1
687	может иметь	1	1
688	в уста	1	1
689	перед тем	1	1
690	в полной	1	1
691	как ни	1	1
692	он говорит	4	1
693	оно в	1	1
694	на задний	1	1
695	не означает	1	1
696	героя к	1	1
697	на один	1	1
698	с матерью	1	1
699	с первых	1	1
700	свое место	2	1
701	не составляет	1	1
702	чистом виде	1	1
703	две стороны	1	1
704	другом и	1	1
705	не дает	1	1
706	однако герой	1	1
707	ему на	1	1
708	ту же	3	1
709	здесь только	1	1
710	нельзя не	1	1
711	не один	1	1
712	говорится и	1	1
713	эта деталь	1	1
714	отношение между	1	1
715	и одной	1	1
716	на колени	2	1
717	является его	1	1
718	что касается	1	1
719	чем собственно	1	1
720	а по	2	1
721	для этого	1	1
722	после чего	5	1
723	так просто	1	1
724	не могла	1	1
725	это была	1	1
726	др в	1	1
727	тем и	1	1
728	стороны и	4	1
729	только то	1	1
730	этих случаях	18	1
731	что из	4	1
732	у нее	3	1
733	в новое	1	1
734	или иное	1	1
735	означает что	1	1
736	в иных	1	1
737	на свое	2	1
738	когда мы	2	1
739	традиции как	1	1
740	было бы	4	1
741	дает ему	2	1
742	не по	2	1
743	превратилась в	3	1
744	же самое	1	1
745	ту сторону	2	1
746	как мы	6	1
747	с иным	1	1
748	героя это	1	1
749	его как	2	1
750	друг другу	1	1
751	которые в	3	1
752	в зависимости	3	1
753	это делает	1	1
754	приводят к	2	1
755	над его	1	1
756	этом и	2	1
757	обратимся к	2	1
758	до смерти	1	1
759	собой для	1	1
760	по этому	3	1
761	так что	6	1
762	он показывает	7	1
763	же в	1	1
764	требует от	1	1
765	здесь также	1	1
766	говорит ему	2	1
767	к пониманию	1	1
768	как игра	1	1
769	происходит в	3	1
770	чаще всего	8	1
771	как будто	4	1
772	на то	5	1
773	бы ни	1	1
774	когда герой	4	1
775	а как	2	1
776	здесь мы	11	1
777	может и	1	1
778	куда не	1	1
779	в него	4	1
780	случае это	1	1
781	нет не	1	1
782	как знак	1	1
783	текстах мы	1	1
784	есть не	1	1
785	жизнью и	1	1
786	кажется что	7	1
787	можно только	1	1
