N	2gram	Propp_Isto	VerxiiNi
292	и иной	1	2
293	тот же	2	2
294	и наконец	1	2
295	вплоть до	2	2
296	с того	5	2
297	в другое	1	2
298	мы видели	18	2
299	не к	1	2
300	из этой	2	2
301	можно только	3	2
302	как основной	1	1
303	в старину	1	1
304	головной убор	2	1
305	к началу	1	1
306	люди которые	1	1
307	трудно сказать	1	1
308	смерти человека	1	1
309	к общему	1	1
310	смерть и	2	1
311	себе всякий	1	1
312	случае мы	4	1
313	видели что	8	1
314	за время	2	1
315	социальной жизни	1	1
316	то они	1	1
317	от до	1	1
318	мы видим	15	1
319	идет к	1	1
320	в сети	3	1
321	случае в	2	1
322	обо всем	1	1
323	собой и	1	1
324	и этот	2	1
325	о предках	1	1
326	с момента	1	1
327	с душой	2	1
328	между этим	1	1
329	свою очередь	1	1
330	она и	1	1
331	по всем	1	1
332	образы эти	1	1
333	только те	1	1
334	указывает на	6	1
335	со всем	1	1
336	нельзя сказать	1	1
337	они не	4	1
338	землю и	2	1
339	по целому	1	1
340	данном случае	6	1
341	что такое	1	1
342	ни с	1	1
343	в момент	1	1
344	с группой	1	1
345	жить в	3	1
346	известно что	3	1
347	части тела	1	1
348	на три	2	1
349	того как	3	1
350	зависит от	1	1
351	богов все	1	1
352	как к	2	1
353	несколько иной	1	1
354	идет и	1	1
355	или нескольких	1	1
356	его с	2	1
357	от нее	1	1
358	мы ничего	1	1
359	вид в	1	1
360	ходить в	1	1
361	русской сказки	3	1
362	сказки в	5	1
363	мы читаем	2	1
364	это не	10	1
365	очень скоро	1	1
366	он как	1	1
367	мы знаем	11	1
368	именно к	1	1
369	по очереди	2	1
370	он становится	2	1
371	дело с	2	1
372	но такая	1	1
373	обращаются с	2	1
374	нечто подобное	1	1
375	не для	1	1
376	а и	1	1
377	которых он	1	1
378	то для	1	1
379	имеется и	1	1
380	эта новая	1	1
381	пор как	1	1
382	представляют собой	5	1
383	с ним	1	1
384	однако этот	1	1
385	особенности этого	2	1
386	она уже	2	1
387	это уже	3	1
388	кроме того	1	1
389	о чем	1	1
390	нашей точки	1	1
391	в ее	1	1
392	находились в	1	1
393	есть один	1	1
394	как раз	1	1
395	что так	2	1
396	они у	1	1
397	но тем	2	1
398	такое же	4	1
399	однако еще	1	1
400	живущие в	2	1
401	которые по	1	1
402	представителями не	1	1
403	что человек	1	1
404	и за	3	1
405	и через	1	1
406	совсем так	2	1
407	то станет	1	1
408	происходит с	1	1
409	с нашей	1	1
410	у нас	7	1
411	на которой	3	1
412	когда его	2	1
413	никуда не	2	1
414	это и	4	1
415	ни в	2	1
416	и делает	1	1
417	существенно отличается	1	1
418	этого момента	1	1
419	вполне вытеснены	1	1
420	то не	2	1
421	другой стороны	10	1
422	эти явления	1	1
423	у многих	2	1
424	же были	1	1
425	смысле этого	3	1
426	как нечто	3	1
427	превратиться в	1	1
428	по мере	2	1
429	с собой	4	1
430	таком случае	1	1
431	с разными	1	1
432	богу не	1	1
433	основана на	1	1
434	у него	4	1
435	за это	2	1
436	под этим	2	1
437	в данном	7	1
438	лежит в	1	1
439	его в	7	1
440	его тело	2	1
441	совершенно ясно	2	1
442	это предположение	1	1
443	чем в	1	1
444	в своих	1	1
445	как эти	1	1
446	предполагается что	1	1
447	сами по	1	1
448	это всегда	1	1
449	мы поймем	1	1
450	причем эта	1	1
451	и заменить	1	1
452	в соответствии	1	1
453	самом деле	1	1
454	всем богам	1	1
455	и некоторые	3	1
456	к чему	2	1
457	как этот	1	1
458	всегда в	1	1
459	уже очень	1	1
460	ставит себе	1	1
461	не велел	1	1
462	их и	4	1
463	жизнь в	1	1
464	у сибирских	1	1
465	что его	2	1
466	в особый	1	1
467	согласно этому	1	1
468	здесь имеется	1	1
469	этим и	1	1
470	заключается в	1	1
471	он посылает	1	1
472	но эта	2	1
473	это мы	2	1
474	которых этот	1	1
475	такую силу	1	1
476	которые как	1	1
477	они могли	1	1
478	мы и	1	1
479	всем что	2	1
480	тем что	8	1
481	за тем	1	1
482	тела и	1	1
483	она является	1	1
484	за свою	1	1
485	в тела	1	1
486	с культом	1	1
487	удается но	1	1
488	данного народа	1	1
489	если он	2	1
490	существо которое	1	1
491	в жизни	3	1
492	видно из	1	1
493	есть что	1	1
494	и другим	1	1
495	характер этого	1	1
496	в корне	1	1
497	показаться что	1	1
498	но далеко	1	1
499	в познании	1	1
500	думать о	1	1
501	одном из	3	1
502	как и	9	1
503	и вновь	2	1
504	как не	2	1
505	с ними	5	1
506	многих других	2	1
507	к нам	1	1
508	время как	2	1
509	их в	6	1
510	вряд ли	1	1
511	а именно	8	1
512	на земле	2	1
513	не есть	3	1
514	только то	1	1
515	в своей	4	1
516	между человеком	2	1
517	и так	3	1
518	состоит из	1	1
519	на эту	1	1
520	много но	1	1
521	на этом	5	1
522	как в	6	1
523	никто не	2	1
524	представляли собой	1	1
525	что еще	2	1
526	отчасти и	1	1
527	перед собой	1	1
528	а иногда	1	1
529	смерти в	3	1
530	от этого	1	1
531	и могут	1	1
532	в такой	1	1
533	однако это	4	1
534	после того	5	1
535	и следовательно	1	1
536	в себя	3	1
537	это было	1	1
538	себя не	1	1
539	роль в	2	1
540	он сам	2	1
541	на его	5	1
542	о превращении	1	1
543	источнику и	1	1
544	в сторону	3	1
545	всей своей	1	1
546	несомненно в	1	1
547	определенной категории	1	1
548	в чем	4	1
549	в каком	1	1
550	эта связь	4	1
551	человеком и	2	1
552	к какой-нибудь	1	1
553	что тот	1	1
554	на себе	1	1
555	перейти к	2	1
556	как только	2	1
557	могло бы	2	1
558	в ином	6	1
559	в одной	4	1
560	тем более	1	1
561	к нашей	2	1
562	казалось бы	2	1
563	что они	14	1
564	бы в	1	1
565	и причину	1	1
566	однако не	2	1
567	на них	2	1
568	станет ясным	1	1
569	с этим	13	1
570	это был	1	1
571	все они	1	1
572	но этим	1	1
573	сказать и	1	1
574	эти дни	1	1
575	нет ничего	3	1
576	над природой	1	1
577	сам он	2	1
578	с образом	1	1
579	совершенно не	2	1
580	человека в	2	1
581	там где	8	1
582	в первую	1	1
583	на этой	2	1
584	не существует	1	1
585	к этой	2	1
586	и других	1	1
587	и более	3	1
588	для создания	1	1
589	чтобы найти	1	1
590	боги к	1	1
591	не могли	1	1
592	да и	2	1
593	весьма вероятным	1	1
594	и пр	19	1
595	между собой	2	1
596	на задний	1	1
597	не означает	1	1
598	действия в	1	1
599	а остальные	1	1
600	на голове	1	1
601	видим что	7	1
602	дней после	1	1
603	в очень	2	1
604	что происходит	1	1
605	которой не	1	1
606	с каким-нибудь	1	1
607	или кто	1	1
608	в преисподнюю	1	1
609	рассматриваться как	1	1
610	мы уже	9	1
611	черты этого	1	1
612	виде эта	1	1
613	действительно был	1	1
614	превратились в	1	1
615	совпадает с	1	1
616	другими словами	2	1
617	разнообразных мифов	1	1
618	эти слова	1	1
619	эти два	3	1
620	чтобы он	3	1
621	с нами	1	1
622	входит в	1	1
623	и животным	2	1
624	и германцев	1	1
625	имеющие отношение	1	1
626	такая устойчивость	1	1
627	живет в	8	1
628	имеются и	2	1
629	не должно	1	1
630	с особым	1	1
631	мы не	3	1
632	человек всегда	1	1
633	являются не	1	1
634	же представление	2	1
635	героем и	2	1
636	с этого	1	1
637	в ней	3	1
638	умерших предков	1	1
639	его тела	1	1
640	обстоит дело	1	1
641	но это	5	1
642	этих трех	1	1
643	это для	1	1
644	дело не	3	1
645	как из	1	1
646	а через	3	1
647	в этот	6	1
648	обычно объясняется	1	1
649	это по	1	1
650	с помощью	1	1
651	душой в	1	1
652	только тогда	2	1
653	лесными зверями	1	1
654	только как	1	1
655	когда она	1	1
656	к тем	2	1
657	всей этой	1	1
658	и весь	1	1
659	а по	1	1
660	представлением о	1	1
661	только на	2	1
662	но они	2	1
663	и их	4	1
664	превратился в	1	1
665	своего отца	2	1
666	не были	1	1
667	все те	2	1
668	пор не	1	1
669	к одному	1	1
670	как она	2	1
671	и об	1	1
672	так поется	1	1
673	связь между	2	1
674	начинается с	3	1
675	совершенно так	4	1
676	мироздания и	1	1
677	иметь в	1	1
678	или его	2	1
679	обрядовых и	1	1
680	по отношению	2	1
681	и ночи	1	1
682	не следует	2	1
683	и до	1	1
684	характерной чертой	1	1
685	это однако	1	1
686	к нашим	1	1
687	как бог	1	1
688	случае с	1	1
689	уже говорили	1	1
690	от своего	3	1
691	из нас	1	1
692	этот вопрос	3	1
693	друга и	1	1
694	к людям	1	1
695	при помощи	11	1
696	тогда как	6	1
697	характерных и	1	1
698	в известных	1	1
699	себе в	2	1
700	должны были	4	1
701	стоят и	1	1
702	магическую силу	1	1
703	когда мы	1	1
704	его нельзя	1	1
705	она была	2	1
706	в глаза	2	1
707	к обожествлению	1	1
708	всего что	1	1
709	и остается	1	1
710	на это	4	1
711	общаться с	1	1
712	в нашей	1	1
713	было бы	5	1
714	и несколько	1	1
715	имеем в	6	1
716	этого мира	1	1
717	некоторое время	4	1
718	на одну	2	1
719	задний план	1	1
720	на более	1	1
721	что здесь	8	1
722	восходят к	1	1
723	или вообще	1	1
724	вступают в	4	1
725	и леший	2	1
726	в одну	3	1
727	без всякого	1	1
728	заметить что	2	1
729	возможно что	7	1
730	не совсем	5	1
731	человеческой жизни	1	1
732	которой можно	1	1
733	к двум	1	1
734	одного из	2	1
735	наконец что	1	1
736	ней и	1	1
737	живущего в	1	1
738	с развитием	1	1
739	вернуться к	1	1
740	однако в	1	1
741	не осталось	1	1
742	оно имеет	1	1
743	предков и	1	1
744	или о	1	1
745	вера в	1	1
746	найти в	1	1
747	по себе	3	1
748	не похожи	1	1
749	а у	2	1
750	этим дело	1	1
751	могут быть	9	1
752	рассматривается как	1	1
753	не можем	2	1
754	о его	2	1
755	человека и	1	1
756	она живет	2	1
757	их с	2	1
758	в общих	1	1
759	соответствии с	1	1
760	дни и	1	1
761	параллельно с	1	1
762	старших в	1	1
763	и есть	3	1
764	попадают в	3	1
765	культуру и	1	1
766	времени в	1	1
767	же в	6	1
768	что она	8	1
769	и должно	1	1
770	такой же	3	1
771	бы быть	1	1
772	происходит в	4	1
773	и прежде	1	1
774	своей основной	1	1
775	этого слова	3	1
776	и его	10	1
777	они всегда	1	1
778	представляется как	1	1
779	его к	5	1
780	собой на	1	1
781	а как	2	1
782	черный цвет	1	1
783	с представлением	1	1
784	даже в	4	1
785	в европе	1	1
786	а мы	3	1
787	только с	2	1
788	огонь в	2	1
789	встречаются и	1	1
790	это совершенно	1	1
791	быть в	1	1
792	нет никаких	2	1
793	к своей	4	1
794	эти новые	2	1
795	друг друга	6	1
796	общих чертах	2	1
797	и стать	1	1
798	видели выше	4	1
799	к обряду	2	1
800	с ее	2	1
801	всех этих	3	1
802	есть ли	4	1
803	к ее	1	1
804	таким же	5	1
805	и тот	3	1
806	иногда даже	2	1
807	них только	1	1
808	ними в	1	1
809	именно заключается	1	1
810	но для	2	1
811	и совершенно	1	1
812	дает ему	2	1
813	должны быть	1	1
814	в связь	2	1
815	себя в	2	1
816	и ее	3	1
817	здесь не	6	1
818	ничего не	12	1
819	есть не	2	1
820	видел в	1	1
821	могли быть	1	1
822	то время	2	1
823	религии мы	1	1
824	из малого	2	1
825	здесь к	1	1
826	и во	1	1
827	он должен	3	1
828	той же	3	1
