N	2gram	Tiupa_Anal	KFilosof
108	хотя бы	4	5
109	в одном	3	5
110	ни одно	2	5
111	от своей	1	5
112	а в	11	5
113	я и	8	5
114	культуры и	1	5
115	его как	3	5
116	в контексте	5	5
117	бытия в	1	5
118	никогда не	4	5
119	что в	7	4
120	отношению ко	1	4
121	познания и	1	4
122	должна быть	1	4
123	при этом	20	4
124	ни было	4	4
125	изнутри этого	1	4
126	что это	1	4
127	о нем	4	4
128	не как	2	4
129	для нас	1	4
130	прежде всего	8	4
131	с другим	5	4
132	в своих	1	4
133	как его	1	4
134	мне в	1	4
135	места и	1	4
136	с ними	2	4
137	мира и	1	4
138	в категориях	2	4
139	том что	21	4
140	в чем	2	4
141	в каком	1	4
142	могло бы	1	4
143	в эстетическом	1	4
144	ценностного центра	2	4
145	и жизни	1	4
146	входит в	1	4
147	нисколько не	1	4
148	во всей	1	4
149	могла бы	3	4
150	между тем	7	4
151	здесь мы	1	4
152	времени и	7	4
153	тем самым	9	4
154	и т.д	4	4
155	к ним	1	4
156	акт и	1	4
157	быть в	1	4
158	всех своих	1	4
159	для другого	1	4
160	из него	1	4
161	видения не	1	4
162	меня не	1	4
163	жизни но	3	3
164	от него	2	3
165	и может	1	3
166	общих понятий	1	3
167	положения и	1	3
168	та же	1	3
169	и на	10	3
170	этого мира	2	3
171	мы не	1	3
172	ним и	2	3
173	тогда когда	3	3
174	действительной жизни	1	3
175	того что	5	3
176	где он	1	3
177	сознания и	1	3
178	на самом	2	3
179	а все	1	3
180	в виду	2	3
181	и тот	2	3
182	положения в	1	3
183	самом деле	3	3
184	и отношения	1	3
185	тем что	2	3
186	в акте	2	3
187	что этот	1	3
188	не изнутри	1	3
189	не менее	5	3
190	по своему	1	3
191	бы не	3	3
192	здесь не	2	3
193	один и	1	3
194	его жизни	1	3
195	войти в	1	3
196	себе и	1	3
197	и другого	4	3
198	той или	8	3
199	того или	3	3
200	бы и	1	3
201	моменты и	1	3
202	данный момент	2	3
203	что не	3	3
204	не могу	2	3
205	в свою	1	3
206	не должен	2	3
207	мира не	2	3
208	не должно	1	3
209	в другом	4	3
210	для того	4	3
211	в ней	1	3
212	быть и	1	3
213	вступает в	4	3
214	и та	2	3
215	других людей	2	3
216	смысл в	1	3
217	как событие	1	3
218	этом смысле	3	3
219	в современной	1	3
220	человека и	1	3
221	не я	1	3
222	из его	2	3
223	нет и	2	3
224	только с	2	3
225	могут быть	12	3
226	это единство	1	3
227	о том	11	3
228	тем как	2	3
229	в данный	2	3
230	в то	10	3
231	лишь при	4	3
232	события в	2	3
233	или иного	3	3
234	независимо от	2	3
235	всех этих	2	3
236	тот же	2	3
237	и тем	4	3
238	ничего не	10	3
239	были бы	1	2
240	бы то	3	2
241	его целостности	1	2
242	как к	2	2
243	мира произведения	1	2
244	и эти	2	2
245	и значимость	1	2
246	которой я	1	2
247	один из	4	2
248	бы он	1	2
249	имеют место	2	2
250	ему в	3	2
251	может не	2	2
252	чтобы быть	1	2
253	и того	5	2
254	других для	1	2
255	его с	1	2
256	случае мы	1	2
257	дело с	5	2
258	одна и	1	2
259	еще более	1	2
260	тому что	2	2
261	есть его	1	2
262	именно она	1	2
263	тем не	3	2
264	так и	16	2
265	смысловой значимости	1	2
266	из которых	4	2
267	в принципе	8	2
268	и то	4	2
269	своей истории	1	2
270	и за	3	2
271	в качестве	38	2
272	смыслу и	1	2
273	сводится к	6	2
274	акта в	1	2
275	смысла в	2	2
276	по себе	6	2
277	в виде	1	2
278	оно не	1	2
279	момент ее	1	2
280	если не	2	2
281	в некое	1	2
282	он может	2	2
283	не о	3	2
284	сознания не	1	2
285	в сознании	6	2
286	пространство и	1	2
287	вокруг него	1	2
288	подхода к	3	2
289	в мир	1	2
290	и эта	1	2
291	в ту	1	2
292	в составе	2	2
293	не следует	6	2
294	в процессе	2	2
295	в жизни	1	2
296	не остается	2	2
297	и эстетический	1	2
298	с тем	1	2
299	человек и	2	2
300	его на	1	2
301	и как	6	2
302	что он	3	2
303	в соответствии	2	2
304	событие может	1	2
305	различия в	1	2
306	но я	1	2
307	оба этих	1	2
308	себя как	1	2
309	выход из	2	2
310	место и	1	2
311	и просто	2	2
312	как в	3	2
313	на первом	1	2
314	сознания как	1	2
315	к последним	1	2
316	наличности в	1	2
317	есть на	1	2
318	в событие	1	2
319	с действительной	1	2
320	смысла и	3	2
321	это было	1	2
322	вследствие этого	5	2
323	познания но	1	2
324	себя или	1	2
325	есть эмоционально-волевое	1	2
326	не способна	1	2
327	и смерти	4	2
328	можно и	1	2
329	жизнь и	1	2
330	все они	2	2
331	этого слова	10	2
332	и поступка	1	2
333	к этому	2	2
334	и потому	2	2
335	было и	1	2
336	я его	2	2
337	его и	3	2
338	мне до	1	2
339	может иметь	2	2
340	которого и	1	2
341	ведь это	2	2
342	а с	3	2
343	в данном	6	2
344	располагается все	1	2
345	вопрос о	2	2
346	которой он	1	2
347	раз и	2	2
348	как предмета	1	2
349	оба эти	1	2
350	существенно что	2	2
351	потому что	3	2
352	того чтобы	3	2
353	то ни	3	2
354	быть не	3	2
355	дело не	5	2
356	к себе	1	2
357	не будет	3	2
358	в него	1	2
359	на нем	1	2
360	знает и	1	2
361	говорить о	3	2
362	для этого	2	2
363	отношении к	1	2
364	даны и	1	2
365	этот факт	1	2
366	всей своей	1	2
367	же время	7	2
368	которую я	1	2
369	к которой	1	2
370	думать что	2	2
371	или иное	1	2
372	себя за	1	2
373	основе своей	2	2
374	это только	2	2
375	имеем в	1	2
376	в этой	12	2
377	он и	3	2
378	эстетического субъекта	3	2
379	психический процесс	1	2
380	соответствии с	3	2
381	героя это	2	2
382	все остальные	1	2
383	при условии	1	2
384	слова в	1	2
385	научного мышления	2	2
386	или иной	8	2
387	бы оно	1	2
388	включает в	1	2
389	с его	3	2
390	в области	4	2
391	его к	3	2
392	как предмет	4	2
393	и смысловое	1	2
394	а как	4	2
395	ни был	1	2
396	с ее	2	2
397	то или	1	2
398	сознания в	4	2
399	и ее	1	2
400	едва ли	4	2
401	одного и	2	2
402	другого и	1	2
403	познания в	1	2
404	как основной	1	1
405	она сама	1	1
406	всего в	3	1
407	в самом	12	1
408	не дано	3	1
409	и к	5	1
410	мире и	2	1
411	они имеют	1	1
412	именно к	1	1
413	поступка его	1	1
414	к действительности	1	1
415	утверждать что	1	1
416	и оба	1	1
417	было показано	1	1
418	только не	6	1
419	смерть и	2	1
420	во втором	1	1
421	все что	3	1
422	как это	5	1
423	или бессознательно	1	1
424	мы видим	1	1
425	до сих	1	1
426	в душе	1	1
427	и он	1	1
428	как необходимый	1	1
429	собой и	1	1
430	при созерцании	1	1
431	и мира	1	1
432	так как	3	1
433	в чужой	1	1
434	моего я	1	1
435	менее в	1	1
436	так она	1	1
437	же и	1	1
438	как с	1	1
439	только что	1	1
440	безотносительно к	2	1
441	то есть	19	1
442	как содержание	1	1
443	первом случае	2	1
444	за которую	1	1
445	системное единство	1	1
446	зависит от	1	1
447	и вследствие	1	1
448	бы себе	1	1
449	все люди	1	1
450	на том	1	1
451	на ее	1	1
452	она в	1	1
453	нашей работы	1	1
454	смысле слова	1	1
455	он как	1	1
456	и должно	1	1
457	отношения к	4	1
458	это лишь	1	1
459	несмотря на	5	1
460	была бы	4	1
461	ним в	1	1
462	со всех	1	1
463	которых он	1	1
464	впрочем в	1	1
465	и наконец	2	1
466	или с	1	1
467	художественного творчества	2	1
468	для всего	1	1
469	относятся к	1	1
470	хотя и	4	1
471	содержит в	3	1
472	уже с	1	1
473	ни на	1	1
474	или нет	1	1
475	участия в	1	1
476	быть распространено	1	1
477	как раз	5	1
478	в напряженном	1	1
479	в литературе	4	1
480	целому и	1	1
481	себя всем	1	1
482	его то	1	1
483	сторона этой	1	1
484	существенно для	1	1
485	предполагает не	2	1
486	с чем	1	1
487	ее в	2	1
488	а затем	3	1
489	поэтому в	1	1
490	я во	3	1
491	видеть в	1	1
492	можно сказать	6	1
493	не являются	2	1
494	сторону которая	1	1
495	одно из	2	1
496	иной культурной	1	1
497	в отношении	2	1
498	это слово	1	1
499	же не	3	1
500	его от	3	1
501	другого но	2	1
502	в результате	3	1
503	здесь в	2	1
504	не от	1	1
505	смысле этого	1	1
506	с собой	1	1
507	и всякого	1	1
508	этом смысл	1	1
509	требует чтобы	1	1
510	ведь один	1	1
511	к предмету	4	1
512	но такое	1	1
513	другого как	2	1
514	все равно	2	1
515	действительно произнесенное	1	1
516	творчества и	2	1
517	связь с	1	1
518	в конечном	6	1
519	ответственности эта	1	1
520	первая часть	1	1
521	в зависимости	1	1
522	котором протекает	1	1
523	и даже	10	1
524	к его	3	1
525	видения в	1	1
526	того сознания	1	1
527	согласия со	1	1
528	эстетической деятельности	4	1
529	действием и	1	1
530	но он	1	1
531	образом в	1	1
532	в разные	1	1
533	не более	4	1
534	конечно и	1	1
535	отличаются от	1	1
536	до этого	1	1
537	в которой	3	1
538	или в	2	1
539	в первом	3	1
540	оно ни	1	1
541	отношения являются	1	1
542	этого не	1	1
543	когда оно	1	1
544	и с	2	1
545	от своего	3	1
546	ни о	3	1
547	воли здесь	1	1
548	не любит	4	1
549	данности ни	1	1
550	смысла его	1	1
551	равно как	1	1
552	и приводит	1	1
553	и социальные	1	1
554	позиции участника	1	1
555	мысль о	2	1
556	с целью	2	1
557	свой смысл	1	1
558	к каждой	1	1
559	сказать и	1	1
560	в понятии	1	1
561	эмоционально-волевое мышление	1	1
562	а то	3	1
563	и будет	1	1
564	превращается в	3	1
565	включен в	1	1
566	конечном счете	5	1
567	если он	1	1
568	исходить из	1	1
569	вся его	1	1
570	внимание в	2	1
571	между прочим	1	1
572	тем же	1	1
573	факт не	1	1
574	этом последнем	1	1
575	то все	1	1
576	в какой	3	1
577	имеет место	6	1
578	как о	2	1
579	как не	1	1
580	я всегда	3	1
581	целого или	1	1
582	только через	2	1
583	помнить что	1	1
584	ценность этих	1	1
585	имеет дело	1	1
586	их в	1	1
587	ведь и	1	1
588	быть понято	1	1
589	если и	1	1
590	но нельзя	1	1
591	возникает лишь	1	1
592	культуры с	1	1
593	а именно	3	1
594	его я	1	1
595	эту особенность	1	1
596	второй половине	1	1
597	а их	1	1
598	участника события	1	1
599	которые могут	1	1
600	целое как	1	1
601	вместе с	6	1
602	меня я	1	1
603	на этом	4	1
604	их ценностную	1	1
605	от бытия	1	1
606	при таком	2	1
607	в этих	3	1
608	никто не	3	1
609	противном случае	1	1
610	мире все	1	1
611	они не	1	1
612	приводит к	2	1
613	на все	2	1
614	предмета и	1	1
615	его что	1	1
616	мною они	1	1
617	я есть	2	1
618	полноте и	1	1
619	отличается от	3	1
620	между собой	2	1
621	который не	2	1
622	мира сам	1	1
623	представляется нам	1	1
624	интонирующее мышление	1	1
625	в интонации	1	1
626	между ними	1	1
627	героя для	1	1
628	зависимости от	1	1
629	том смысле	1	1
630	которая сама	1	1
631	чтобы охватить	1	1
632	между ним	1	1
633	конечно может	1	1
634	на его	4	1
635	в известном	2	1
636	к человеку	1	1
637	на границе	1	1
638	а только	1	1
639	играть в	1	1
640	вследствие чего	1	1
641	делает его	1	1
642	его никогда	1	1
643	об этом	1	1
644	найти себя	2	1
645	она и	1	1
646	в эту	3	1
647	культуры в	2	1
648	из единого	1	1
649	но никто	1	1
650	и таким	1	1
651	и смерть	2	1
652	целого и	1	1
653	но к	3	1
654	за его	1	1
655	к тому	12	1
656	мышление интонирующее	1	1
657	значимости и	1	1
658	увидим далее	1	1
659	сих пор	1	1
660	особенно в	9	1
661	ее уже	1	1
662	действительности и	1	1
663	и всей	1	1
664	определяется не	1	1
665	включая и	3	1
666	этот процесс	1	1
667	бы ни	2	1
668	не был	2	1
669	смерти и	1	1
670	и ритма	2	1
671	только для	3	1
672	лишь однажды	2	1
673	только одно	2	1
674	но его	1	1
675	свой мир	1	1
676	остается в	2	1
677	нет ничего	2	1
678	во всяком	1	1
679	здесь как	1	1
680	к смыслу	1	1
681	том случае	1	1
682	нуждается в	9	1
683	и мне	2	1
684	единство а	1	1
685	не является	3	1
686	объект моего	1	1
687	только к	1	1
688	если оно	1	1
689	своей теоретической	1	1
690	же я	1	1
691	и познания	1	1
692	в действительности	2	1
693	не он	1	1
694	и такие	1	1
695	в специальном	2	1
696	просто с	1	1
697	контексте и	1	1
698	что мы	3	1
699	как архитектоническое	1	1
700	это понятие	1	1
701	она должна	1	1
702	не имеют	1	1
703	логическое и	1	1
704	не отменяет	1	1
705	более чем	4	1
706	мы уже	2	1
707	не решает	2	1
708	во все	1	1
709	в отношение	1	1
710	совпадает с	6	1
711	события ибо	1	1
712	но при	2	1
713	всяком случае	1	1
714	эти слова	1	1
715	его не	1	1
716	не знаю	2	1
717	который по	1	1
718	ему и	1	1
719	сознания о	1	1
720	и иных	1	1
721	также и	3	1
722	для действительной	1	1
723	и краткость	1	1
724	другой в	1	1
725	ли будет	1	1
726	смысл бытия	1	1
727	другом в	1	1
728	у меня	1	1
729	субъекта и	4	1
730	переживание есть	1	1
731	и продукт	1	1
732	просто не	1	1
733	мы должны	2	1
734	я а	1	1
735	по поводу	4	1
736	вообще как	1	1
737	в искусстве	2	1
738	в конкретное	1	1
739	и имеет	1	1
740	и уже	1	1
741	но эстетическое	1	1
742	когда он	1	1
743	субъекта в	2	1
744	ритма и	1	1
745	есть всегда	1	1
746	только тогда	1	1
747	но о	3	1
748	только на	3	1
749	в которую	2	1
750	не с	8	1
751	может служить	3	1
752	я вступил	2	1
753	в различных	1	1
754	самое что	1	1
755	нового времени	1	1
756	связь между	1	1
757	иной мир	1	1
758	отношений между	1	1
759	ибо на	1	1
760	ним как	1	1
761	же самое	3	1
762	что предполагает	1	1
763	дан мне	1	1
764	ряда это	1	1
765	говоря о	2	1
766	по соображениям	1	1
767	него свое	1	1
768	не об	1	1
769	но отнюдь	2	1
770	и до	3	1
771	характерной чертой	1	1
772	нечего делать	1	1
773	уже и	1	1
774	что ее	1	1
775	миру и	1	1
776	всю полноту	1	1
777	по своей	6	1
778	этих случаях	2	1
779	смысла который	1	1
780	современный человек	1	1
781	над ним	1	1
782	себе в	2	1
783	свою очередь	1	1
784	для жизни	1	1
785	будет и	1	1
786	не совпадает	1	1
787	их и	1	1
788	всякий другой	1	1
789	и ответственности	2	1
790	другой и	1	1
791	и себя	1	1
792	а тем	1	1
793	ибо он	1	1
794	мы ни	1	1
795	не само	1	1
796	как одержимые	1	1
797	я в	5	1
798	и эстетического	1	1
799	за этим	1	1
800	всех участников	1	1
801	светом и	1	1
802	я как	2	1
803	но мы	2	1
804	не становится	3	1
805	дано только	1	1
806	вообще и	2	1
807	которого является	1	1
808	не подлежит	1	1
809	бытия при	1	1
810	известном смысле	2	1
811	я с	1	1
812	сознании поскольку	1	1
813	следует что	2	1
814	она может	3	1
815	по которой	1	1
816	его активность	1	1
817	а скорее	2	1
818	и во	3	1
819	той же	4	1
820	и др	1	1
821	человеческой жизни	1	1
822	это приводит	1	1
823	о его	5	1
824	но прежде	1	1
825	произведения не	1	1
826	даже для	1	1
827	всех сторон	1	1
828	одной из	2	1
829	такая же	1	1
830	ведь если	1	1
831	места для	1	1
832	что может	2	1
833	как единую	1	1
834	единство целого	1	1
835	человека как	1	1
836	в нашем	3	1
837	путь от	1	1
838	случайна и	1	1
839	значительной степени	1	1
840	все моменты	1	1
841	это отнюдь	1	1
842	быть определено	1	1
843	как я	1	1
844	в первой	2	1
845	и от	1	1
846	что все	2	1
847	мы будем	1	1
848	только извне	1	1
849	столь же	7	1
850	том же	2	1
851	мы подробно	1	1
852	к миру	1	1
853	говорить в	1	1
854	же в	1	1
855	мысли как	1	1
856	единством а	2	1
857	что она	1	1
858	в данной	1	1
859	такой же	3	1
860	и о	3	1
861	в значительной	1	1
862	одна из	1	1
863	оно становится	1	1
864	которых оказывается	1	1
865	что именно	2	1
866	на то	2	1
867	к живому	1	1
868	однажды в	1	1
869	здесь и	1	1
870	мышление в	1	1
871	от них	1	1
872	оно может	3	1
873	и по	2	1
874	в противном	1	1
875	событий при	1	1
876	данном контексте	1	1
877	это в	1	1
878	или не	2	1
879	к другим	2	1
880	задана как	1	1
881	сведено к	2	1
882	в точке	1	1
883	к этим	1	1
884	друг друга	1	1
885	не мог	3	1
886	к совершенно	1	1
887	как если	1	1
888	и входит	1	1
889	в системе	1	1
890	того же	7	1
891	человека но	1	1
892	и объект	1	1
893	не просто	2	1
894	не случайно	11	1
895	бы я	1	1
896	который и	1	1
897	в один	4	1
898	эстетический субъект	3	1
899	адекватного научного	1	1
900	жизни не	1	1
901	содержание данного	1	1
902	не случайным	2	1
903	я другой	1	1
904	не можем	1	1
905	но сама	1	1
906	специфика эстетического	1	1
907	и т.п	13	1
908	исходит и	1	1
909	жизнью и	2	1
910	как мы	3	1
911	было с	1	1
912	целом с	1	1
913	лишь по	1	1
914	не к	3	1
915	прочим и	1	1
916	или другой	1	1
917	нем но	1	1
918	а я	1	1
919	себя но	1	1
920	может претендовать	1	1
921	могли быть	1	1
922	во второй	3	1
