N	2gram	Potebnia_M	Komedia
345	и дают	1	4
346	не всегда	2	4
347	из себя	6	4
348	может служить	2	4
349	самом начале	1	4
350	его не	3	4
351	одна из	4	4
352	к этим	2	4
353	и богатство	1	4
354	все его	2	4
355	к их	2	4
356	к человеку	1	4
357	в состоянии	5	4
358	к которому	5	4
359	аналогии с	1	4
360	одно из	5	4
361	это слово	1	4
362	не о	1	4
363	прежде чем	4	4
364	как его	1	4
365	между ними	2	4
366	же как	1	4
367	в себя	2	4
368	по своей	2	4
369	ко времени	1	4
370	образом в	5	4
371	из этого	2	4
372	к сожалению	1	4
373	как теперь	1	4
374	которые он	1	4
375	был бы	1	4
376	когда в	3	4
377	так называемых	1	4
378	не на	3	4
379	стороны и	3	4
380	бы не	11	4
381	сравнению с	1	4
382	нет ничего	2	4
383	что мы	11	4
384	то и	15	4
385	наконец в	1	4
386	по сравнению	1	4
387	каждый из	1	4
388	что же	3	4
389	и там	1	4
390	по мнению	4	4
391	в более	4	4
392	ничем не	2	4
393	хотя в	3	4
394	б и	2	4
395	многие из	1	4
396	что с	3	4
397	и другие	1	4
398	видеть в	3	4
399	у нас	3	4
400	все равно	1	4
401	а то	1	4
402	отрицать что	1	4
403	с их	1	4
404	времени и	3	4
405	что ему	2	4
406	по его	7	4
407	или менее	6	4
408	за его	1	4
409	такой же	4	4
410	мог бы	5	4
411	и их	6	4
412	не следует	6	4
413	далеко не	4	4
414	чтобы не	3	4
415	которые в	1	4
416	бы он	1	4
417	того времени	2	4
418	все более	3	4
419	нуждается в	2	4
420	во всем	5	3
421	от него	8	3
422	к этой	3	3
423	и сравнительно	1	3
424	или по	2	3
425	необходимое для	1	3
426	всю свою	1	3
427	по себе	24	3
428	более или	6	3
429	если он	1	3
430	похож на	1	3
431	только для	7	3
432	для их	2	3
433	на мой	1	3
434	было в	1	3
435	видно что	2	3
436	все к	1	3
437	чувствует себя	1	3
438	человека не	2	3
439	в нескольких	1	3
440	между двумя	1	3
441	только на	4	3
442	от своего	2	3
443	всего этого	1	3
444	как на	5	3
445	которого они	1	3
446	такую же	2	3
447	в нашем	2	3
448	находится в	2	3
449	при виде	3	3
450	что именно	2	3
451	затем в	1	3
452	не найдем	1	3
453	этих двух	1	3
454	как две	1	3
455	время и	2	3
456	искать в	3	3
457	и за	1	3
458	для своего	1	3
459	для них	2	3
460	противоречие между	1	3
461	и притом	6	3
462	в ожидании	1	3
463	отношения к	2	3
464	в таком	7	3
465	от этого	2	3
466	а его	3	3
467	должно было	1	3
468	в греческом	1	3
469	в эту	2	3
470	на себе	3	3
471	остается в	1	3
472	мой взгляд	1	3
473	для создания	2	3
474	в устах	1	3
475	было только	2	3
476	следует признать	1	3
477	могла бы	5	3
478	он в	1	3
479	не один	2	3
480	их к	2	3
481	и есть	4	3
482	если они	1	3
483	сказать о	1	3
484	в один	2	3
485	еще одно	1	3
486	на рубеже	1	3
487	мы видели	5	3
488	не делает	1	3
489	из произведений	1	3
490	также что	2	3
491	к одной	3	3
492	его с	3	3
493	для себя	4	3
494	чем когда	1	3
495	о которой	2	3
496	мы в	2	3
497	не могут	10	3
498	не более	4	3
499	мы понимаем	1	3
500	сходство в	1	3
501	если это	2	3
502	времени не	1	3
503	с ними	2	3
504	это убеждение	1	3
505	связанные с	3	3
506	друг от	3	3
507	игра слов	1	3
508	его и	1	3
509	совершенно не	1	3
510	и более	3	3
511	относится к	5	3
512	и уже	6	3
513	переходит к	1	3
514	действия и	1	3
515	состоит в	1	3
516	не совсем	3	3
517	на две	2	3
518	если мы	5	3
519	принадлежит к	1	3
520	только при	3	3
521	том же	3	3
522	в самой	5	3
523	они были	1	3
524	могли быть	1	3
525	как к	1	3
526	которым он	1	3
527	ему в	1	3
528	ее на	1	3
529	сам он	1	3
530	предположение что	2	3
531	не без	2	3
532	на что	3	3
533	бы на	1	3
534	такое же	3	3
535	мы находим	3	3
536	в виде	1	3
537	от друга	3	3
538	указывает на	2	3
539	этой цели	3	3
540	на все	5	3
541	высшей степени	1	3
542	один и	1	3
543	нисколько не	2	3
544	в каждой	1	3
545	должен быть	2	3
546	и таким	1	3
547	в одной	2	3
548	на них	1	3
549	ко всему	1	3
550	и потому	7	3
551	а к	1	3
552	а как	3	3
553	он говорит	1	3
554	она не	3	3
555	но при	3	3
556	первого акта	1	3
557	а из	1	3
558	но столь	1	3
559	в отношениях	2	3
560	один шаг	1	3
561	только как	5	3
562	не с	2	3
563	таким же	3	3
564	стало быть	6	3
565	в большинстве	1	3
566	иначе в	1	3
567	они не	5	3
568	будто бы	1	3
569	и самого	2	3
570	же можно	1	3
571	по этому	2	3
572	в голову	1	3
573	только после	2	3
574	ли в	2	3
575	в так	1	3
576	если она	1	3
577	в лице	1	3
578	не к	1	3
579	женщины в	1	2
580	с которыми	3	2
581	в душе	28	2
582	чтобы дать	1	2
583	на эти	1	2
584	бы искать	1	2
585	же и	1	2
586	находясь в	1	2
587	же объясняется	1	2
588	их было	1	2
589	те же	4	2
590	не как	4	2
591	точно так	18	2
592	остановиться на	1	2
593	в действие	1	2
594	не находит	2	2
595	сходство между	2	2
596	отдельно от	1	2
597	связь с	2	2
598	ко всем	4	2
599	своем сочинении	1	2
600	даже для	1	2
601	ни одна	2	2
602	каким образом	3	2
603	на земле	1	2
604	зрения на	1	2
605	же образом	1	2
606	к более	1	2
607	из всего	2	2
608	превращается в	2	2
609	принадлежат к	1	2
610	к самому	1	2
611	в собственном	4	2
612	приходит в	1	2
613	друга и	2	2
614	от своей	1	2
615	как только	1	2
616	мы встретим	1	2
617	начнем с	4	2
618	как ее	1	2
619	это опять	1	2
620	нам не	2	2
621	в жизнь	1	2
622	такие случаи	1	2
623	не могли	2	2
624	можно считать	2	2
625	следовало бы	1	2
626	указания на	5	2
627	она могла	2	2
628	в противоположность	2	2
629	не должен	1	2
630	представлений в	3	2
631	и следовательно	4	2
632	в этот	1	2
633	которых не	1	2
634	об отношении	3	2
635	для новой	1	2
636	они с	2	2
637	что речь	2	2
638	для которого	1	2
639	не вполне	1	2
640	за другом	1	2
641	друг на	2	2
642	и формы	1	2
643	без всякого	1	2
644	под влиянием	10	2
645	что все	4	2
646	в зависимости	1	2
647	были в	1	2
648	от себя	2	2
649	что даже	2	2
650	чувства в	5	2
651	выходя из	1	2
652	к ее	2	2
653	быть с	1	2
654	то в	6	2
655	мы видим	5	2
656	менее в	2	2
657	первом случае	1	2
658	знали что	1	2
659	но еще	1	2
660	всех остальных	1	2
661	средств к	1	2
662	с тех	1	2
663	почему в	1	2
664	каждом из	1	2
665	от людей	1	2
666	с другими	3	2
667	даже на	1	2
668	как можно	1	2
669	не была	2	2
670	с двумя	1	2
671	следует рассматривать	1	2
672	очевидно что	5	2
673	по объему	1	2
674	я и	1	2
675	судить о	3	2
676	совсем в	2	2
677	подобно тому	7	2
678	по одному	1	2
679	на волю	1	2
680	большинстве случаев	1	2
681	из чего	1	2
682	между прочим	5	2
683	рядом с	3	2
684	его жизни	1	2
685	представляется нам	4	2
686	служит для	2	2
687	слово в	2	2
688	же касается	1	2
689	к мысли	3	2
690	в смысле	4	2
691	обе они	1	2
692	не иначе	4	2
693	человека а	1	2
694	а потом	1	2
695	времени а	1	2
696	что происходит	1	2
697	мы уже	1	2
698	эти слова	1	2
699	со многими	1	2
700	ту же	1	2
701	совсем не	1	2
702	к новым	2	2
703	принимает за	1	2
704	на нем	1	2
705	если же	5	2
706	возвращаясь к	1	2
707	себе на	1	2
708	и та	1	2
709	чем больше	1	2
710	для человека	3	2
711	время когда	2	2
712	начинается с	1	2
713	но об	1	2
714	на стороне	1	2
715	несколько иначе	1	2
716	этот вопрос	2	2
717	при первом	1	2
718	того кто	2	2
719	к первому	3	2
720	общего с	3	2
721	бы его	1	2
722	них не	3	2
723	что только	1	2
724	теми же	1	2
725	в общем	1	2
726	ней в	1	2
727	бы ни	8	2
728	которые были	1	2
729	с ее	2	2
730	наше время	1	2
731	доказывает что	3	2
732	меня и	1	2
733	не будет	2	2
734	образом и	2	2
735	его мнению	4	2
736	его из	1	2
737	но едва	1	2
738	должна быть	4	2
739	которых мы	3	2
740	в жизни	5	2
741	с такой	1	2
742	и при	6	2
743	есть для	2	2
744	и дает	1	2
745	на те	2	2
746	это уже	1	2
747	вспомнить что	1	2
748	никак не	3	2
749	нашего времени	1	2
750	его собственный	1	2
751	со всеми	1	2
752	от их	4	2
753	этой точки	2	2
754	однако что	1	2
755	любовь и	1	2
756	иначе как	2	2
757	даже при	3	2
758	что это?	1	2
759	этом смысле	4	2
760	для каждого	1	2
761	и так	1	2
762	себя и	3	2
763	и были	1	2
764	уважение к	2	2
765	о котором	4	2
766	в известном	2	2
767	несколько раз	1	2
768	к другому	2	2
769	мы однако	1	2
770	внимание что	2	2
771	перед нами	1	2
772	этой группы	1	2
773	лиц не	1	2
774	что сила	1	2
775	первой из	1	2
776	быть не	7	2
777	зависимости от	1	2
778	в современном	1	2
779	хотя это	1	2
780	слова и	7	2
781	с которой	1	2
782	эта мысль	3	2
783	отношении к	1	2
784	ближе всего	1	2
785	и до	1	2
786	см выше	1	2
787	в каком	7	2
788	как например	4	2
789	связанных с	1	2
790	имеем в	1	2
791	таким путем	4	2
792	известной степени	1	2
793	между людьми	2	2
794	что здесь	1	2
795	указывают на	3	2
796	ее не	1	2
797	событий в	1	2
798	он бы	1	2
799	лучше всего	1	2
800	не знаем	2	2
801	во втором	6	2
802	здесь не	2	2
803	в свой	1	2
804	для обозначения	2	2
805	со словом	4	2
806	только с	1	2
807	по отдельным	1	2
808	и вероятно	1	2
809	но это	7	2
810	только потому	4	2
811	известных нам	3	2
812	не будучи	1	2
813	стороны он	1	2
814	к лицу	1	2
815	именно к	1	2
816	дает нам	2	2
817	мир в	1	2
818	это видно	1	2
819	нас не	1	2
820	этих слов	1	2
821	тем он	1	2
822	ее из	1	2
823	еще и	1	2
824	от которого	2	2
825	для него	13	2
826	не для	2	2
827	к первой	2	2
828	того что	15	2
829	не достигает	2	2
830	о нем	1	2
831	знаю что	1	2
832	ее в	1	2
833	где он	2	2
834	в полном	2	2
835	то мы	4	2
836	была бы	3	2
837	этого не	2	2
838	нас только	1	2
839	сплошь да	1	2
840	которые как	1	2
841	этом что	1	2
842	за тем	2	2
843	в стороне	5	2
844	как она	3	2
845	все эти	3	2
846	а их	1	2
847	при таком	5	2
848	причем и	1	2
849	пока не	1	2
850	при его	1	2
851	свидетельствует не	1	2
852	с какими	1	2
853	не все	3	2
854	мере в	1	2
855	чтобы сделать	1	2
856	его к	3	2
857	что эти	1	2
858	к одному	3	2
859	но его	1	2
860	предположить что	1	2
861	друг за	1	2
862	и только	6	2
863	же от	1	2
864	как же	1	2
865	что вы	1	2
866	усомниться в	1	2
867	это как	1	2
868	в самых	2	2
869	при сравнении	1	2
870	тому как	8	2
871	слова с	2	2
872	и может	5	2
873	имеет в	1	2
874	не знаю	1	2
875	же что	2	2
876	это была	1	2
877	тем самым	6	2
878	как не	4	2
879	человека и	2	2
880	с человеком	1	2
881	скажет что	2	2
882	бы по	1	2
883	могло быть	1	2
884	со своими	1	2
885	помнить что	6	2
886	по намерению	1	2
887	сказать в	1	2
888	это дает	1	2
889	и остальные	1	2
890	себе не	3	2
891	да рядом	1	2
892	в разговоре	2	2
893	ни был	2	2
894	которой мы	3	2
895	начинает с	1	2
896	остается только	6	2
897	еще несколько	1	1
898	характера как	1	1
899	это на	1	1
900	никаких следов	1	1
901	будем называть	1	1
902	человек может	2	1
903	степень его	1	1
904	является в	1	1
905	заметим что	1	1
906	совсем иное	1	1
907	несомненно что	2	1
908	ребенка и	1	1
909	становится возможным	1	1
910	организма не	1	1
911	и невольно	2	1
912	мы и	1	1
913	не понимает	2	1
914	лицу с	1	1
915	случайная связь	1	1
916	этому требованию	1	1
917	рассказ о	1	1
918	которые не	5	1
919	познания и	2	1
920	нем в	1	1
921	при объяснении	1	1
922	всех случаях	1	1
923	я этого	1	1
924	у как	1	1
925	приводит в	5	1
926	в применении	3	1
927	отношениях к	1	1
928	которой было	1	1
929	которые между	1	1
930	нее в	1	1
931	они уже	1	1
932	в разных	2	1
933	человеком который	1	1
934	или нет	3	1
935	их жизни	1	1
936	известное место	1	1
937	примыкает к	1	1
938	в некоторых	4	1
939	человек есть	2	1
940	не вызывает	1	1
941	относилась к	1	1
942	по общему	2	1
943	что человек	6	1
944	столом но	1	1
945	время не	1	1
946	на нас	1	1
947	самый сильный	1	1
948	такое чего	1	1
949	только за	1	1
950	в различных	1	1
951	человеческой воли	1	1
952	из ее	1	1
953	не сказать	1	1
954	или бессознательной	1	1
955	отношений в	1	1
956	по времени	5	1
957	иначе чем	2	1
958	разговора с	1	1
959	вопрос об	3	1
960	считать не	1	1
961	нет никакой	1	1
962	он имеет	1	1
963	две другие	1	1
964	их объяснение	1	1
965	от одного	2	1
966	образом что	2	1
967	на такой	2	1
968	мысль о	8	1
969	без следа	1	1
970	получает значение	1	1
971	ведет к	1	1
972	голода и	2	1
973	на степень	1	1
974	то окажется	1	1
975	много раз	1	1
976	том каким	1	1
977	и другим	1	1
978	развития но	1	1
979	как более	1	1
980	стороны в	1	1
981	я могу	2	1
982	в последнем	2	1
983	а именно	1	1
984	в одно	5	1
985	их за	1	1
986	кого не	2	1
987	люди стали	1	1
988	своего выражения	1	1
989	один ряд	1	1
990	отличается от	1	1
991	по своим	1	1
992	которое не	1	1
993	из причин	1	1
994	он вполне	1	1
995	кого мы	1	1
996	не его	1	1
997	но мы	3	1
998	так например	5	1
999	чем бы	2	1
1000	необходимые для	2	1
1001	и нет	1	1
1002	малейшего сомнения	1	1
1003	а вместе	7	1
1004	а что	1	1
1005	время с	2	1
1006	которое делает	1	1
1007	теперь он	1	1
1008	в переносном	1	1
1009	одно время	3	1
1010	природы в	2	1
1011	по тону	1	1
1012	состоит не	1	1
1013	я вижу	1	1
1014	на человека	1	1
1015	в данном	1	1
1016	не всем	2	1
1017	значение только	1	1
1018	коренится в	1	1
1019	и такие	1	1
1020	опять не	1	1
1021	не говорит	1	1
1022	себя то	1	1
1023	тем с	1	1
1024	на руки	1	1
1025	с единством	1	1
1026	зависящее от	2	1
1027	себе все	1	1
1028	применении к	3	1
1029	случаи когда	2	1
1030	мы увидим	3	1
1031	даже и	4	1
1032	этого последнего	2	1
1033	двух актов	1	1
1034	входит в	1	1
1035	до него	1	1
1036	по возможности	1	1
1037	но даже	2	1
1038	е о	1	1
1039	и другой	1	1
1040	имея в	3	1
1041	для нее	4	1
1042	он считает	1	1
1043	период то	1	1
1044	увидим что	4	1
1045	между отдельными	1	1
1046	а между	5	1
1047	говорит что	1	1
1048	они относятся	1	1
1049	значительной степени	3	1
1050	сказать несколько	1	1
1051	не что	2	1
1052	не позже	1	1
1053	отдать себе	1	1
1054	то его	1	1
1055	чтобы показать	2	1
1056	чем во	1	1
1057	его участия	1	1
1058	точке зрения	4	1
1059	ним следует	1	1
1060	убедиться в	1	1
1061	делятся на	2	1
1062	некоторое время	1	1
1063	но ни	1	1
1064	возникло чувство	1	1
1065	исчезают но	1	1
1066	же так	1	1
1067	по которой	1	1
1068	что последние	1	1
1069	заметить что	7	1
1070	ее как	1	1
1071	принять за	2	1
1072	именно так	2	1
1073	следующим образом	1	1
1074	что различные	1	1
1075	объяснение в	1	1
1076	а второй	3	1
1077	с этими	1	1
1078	та часть	1	1
1079	есть по	1	1
1080	по вкусу	1	1
1081	без того	1	1
1082	отношения в	1	1
1083	чего он	1	1
1084	видно и	1	1
1085	и отдельные	2	1
1086	это что	2	1
1087	можем сказать	1	1
1088	воли и	1	1
1089	до поры	2	1
1090	и всякого	1	1
1091	именно с	1	1
1092	не получает	1	1
1093	узнает что	1	1
1094	одной точке	2	1
1095	и чувства	3	1
1096	на котором	1	1
1097	и две	1	1
1098	имели бы	1	1
1099	слово как	2	1
1100	уже по	2	1
1101	были бы	4	1
1102	случайно так	1	1
1103	связанное с	3	1
1104	общих чертах	1	1
1105	не представляется	2	1
1106	но так	1	1
1107	или лучше	1	1
1108	характер ее	1	1
1109	ли эта	1	1
1110	свое собственное	1	1
1111	чем более	3	1
1112	ничего но	1	1
1113	здесь из	1	1
1114	несколько слов	1	1
1115	и весь	3	1
1116	и представляет	1	1
1117	которую они	1	1
1118	только не	2	1
1119	законы по	1	1
1120	и совершенно	2	1
1121	ее и	1	1
1122	где как	1	1
1123	той мере	1	1
1124	действует в	1	1
1125	не противоречит	3	1
1126	то оно	3	1
1127	вызывает не	1	1
1128	между его	1	1
1129	не открыл	1	1
1130	что иное	2	1
1131	же словом	1	1
1132	на такую	1	1
1133	во взаимном	1	1
1134	предполагает такую	1	1
1135	не всю	1	1
1136	с известным	2	1
1137	и заставляет	1	1
1138	образом как	1	1
1139	на том	2	1
1140	внимание на	3	1
1141	следует сказать	2	1
1142	прием который	1	1
1143	причины в	1	1
1144	быть в	1	1
1145	напротив в	1	1
1146	начала и	1	1
1147	и легко	1	1
1148	прийти к	1	1
1149	сущности и	1	1
1150	а и	5	1
1151	с нею	6	1
1152	что при	6	1
1153	других источников	1	1
1154	каждом шагу	1	1
1155	дополнения в	1	1
1156	которого он	1	1
1157	только во	1	1
1158	такова в	1	1
1159	близким к	1	1
1160	всегда быть	1	1
1161	не кажется	2	1
1162	можем ли	1	1
1163	отказывается от	1	1
1164	и никакой	1	1
1165	на психологическую	1	1
1166	мертвых душ	5	1
1167	только поводом	1	1
1168	скоро мы	1	1
1169	видит в	2	1
1170	то она	3	1
1171	тем какое	1	1
1172	если оно	1	1
1173	впрочем здесь	1	1
1174	говорит он	4	1
1175	на известное	2	1
1176	во всей	1	1
1177	бы только	2	1
1178	вкуса и	3	1
1179	или не	3	1
1180	почему его	1	1
1181	ее от	1	1
1182	то не	5	1
1183	на которое	2	1
1184	мысли не	1	1
1185	не нуждается	2	1
1186	заключить что	3	1
1187	быть только	7	1
1188	возникающие в	1	1
1189	вопрос почему	1	1
1190	человек и	1	1
1191	без него	2	1
1192	не кто	1	1
1193	размышления и	1	1
1194	следует понимать	1	1
1195	человек в	1	1
1196	том и	2	1
1197	которое и	1	1
1198	и произведения	1	1
1199	к прежнему	2	1
1200	человеке и	2	1
1201	следовательно и	2	1
1202	сделать его	2	1
1203	следует думать	1	1
1204	могли только	1	1
1205	собственное значение	2	1
1206	можно принять	1	1
1207	этом можно	1	1
1208	людьми и	2	1
1209	в сторону	1	1
1210	а только	8	1
1211	ей для	1	1
1212	из одного	3	1
1213	к чувству	1	1
1214	не прибавляет	1	1
1215	могло бы	4	1
1216	что как	4	1
1217	стороны других	2	1
1218	после долгого	1	1
1219	из другого	1	1
1220	имеет ничего	1	1
1221	понятий и	1	1
1222	двумя другими	1	1
1223	на которую	3	1
1224	только от	2	1
1225	именно как	1	1
1226	могли бы	4	1
1227	же образ	1	1
1228	но как	4	1
1229	о происхождении	8	1
1230	словом это	1	1
1231	лица и	2	1
1232	подобным образом	7	1
1233	давая ему	1	1
1234	что само	4	1
1235	который скорее	1	1
1236	при чтении	1	1
1237	что нет	2	1
1238	мысль и	1	1
1239	в наше	1	1
1240	путаница в	1	1
1241	близко к	1	1
1242	и необходимость	2	1
1243	при отсутствии	1	1
1244	об исторической	1	1
1245	объясняется и	1	1
1246	явления в	2	1
1247	дел но	1	1
1248	своего гнева	1	1
1249	памяти и	1	1
1250	и различных	1	1
1251	бы они	2	1
1252	одним словом	5	1
1253	мысль что	6	1
1254	не были	2	1
1255	то на	4	1
1256	из сказанного	1	1
1257	понятия например	1	1
1258	с общим	3	1
1259	имеет для	2	1
1260	человека по	1	1
1261	и затем	1	1
1262	в огонь	1	1
1263	ведет не	1	1
1264	над ним	1	1
1265	из общего	1	1
1266	а от	2	1
1267	значение и	4	1
1268	а тем	1	1
1269	всякого другого	1	1
1270	чувствует что	2	1
1271	занимает в	1	1
1272	и объясняется	1	1
1273	их образы	1	1
1274	основанное на	1	1
1275	знаем что	1	1
1276	крайней мере	6	1
1277	мы их	1	1
1278	то по	1	1
1279	что во	4	1
1280	его как	1	1
1281	его стороны	2	1
1282	и др	1	1
1283	и какой	1	1
1284	законов и	1	1
1285	который произносит	1	1
1286	для изображения	1	1
1287	в общих	1	1
1288	которое мы	5	1
1289	мысль в	2	1
1290	тем легче	1	1
1291	даже самого	1	1
1292	мы будем	3	1
1293	этих словах	1	1
1294	в одинаковых	1	1
1295	от некоторых	1	1
1296	ей не	1	1
1297	об этих	1	1
1298	представления в	1	1
1299	с положением	2	1
1300	в противном	3	1
1301	бы быть	7	1
1302	во-вторых не	1	1
1303	речи и	11	1
1304	там где	8	1
1305	наоборот как	1	1
1306	в самих	1	1
1307	показывает что	3	1
1308	вырастают из	1	1
1309	себе как	1	1
1310	потому он	1	1
1311	он должен	2	1
1312	него то	2	1
1313	одного и	6	1
1314	становится объектом	2	1
1315	предположение о	1	1
1316	воли совершенно	1	1
1317	не отличается	1	1
1318	и сами	3	1
1319	любви и	1	1
1320	для самого	5	1
