N	2gram	Tiupa_Hudo	DiskursI
1011	он ни	1	2
1012	случае если	1	2
1013	ценностного центра	3	2
1014	хоровое слово	2	2
1015	я к	1	2
1016	м.м бахтин	2	2
1017	этого текста	2	2
1018	этом мире	2	2
1019	участников коммуникативного	1	2
1020	не по	1	2
1021	нельзя не	1	2
1022	суть то	1	2
1023	она здесь	1	2
1024	эстетическое завершение	2	2
1025	быть и	2	2
1026	речь пойдет	1	2
1027	к области	3	2
1028	заключает в	1	2
1029	только то	1	2
1030	эстетического отношения	11	2
1031	чтобы не	2	2
1032	человека с	3	2
1033	всей его	2	2
1034	и н.и	1	2
1035	здесь присутствует	1	2
1036	к чужому	2	2
1037	оно живет	1	2
1038	без благоговейного	1	2
1039	на то	1	2
1040	право на	2	2
1041	включает в	2	2
1042	ценностной дистанции	1	2
1043	с первых	1	2
1044	которая своей	1	2
1045	для некоторых	1	2
1046	такая возможность	2	2
1047	не могло	2	2
1048	индивидуального речевого	2	2
1049	или субъектом	2	2
1050	принципиальное отличие	2	2
1051	и слушающих	1	2
1052	есть не	1	2
1053	жизнью и	1	2
1054	в готовом	1	2
1055	возможна только	1	2
1056	языка внутренней	1	2
1057	средневековой книжности	1	1
1058	и поучаемого	1	1
1059	с которыми	1	1
1060	почву для	1	1
1061	практически не	1	1
1062	является сюжетообразующим	1	1
1063	жизни которая	1	1
1064	бахтин он	1	1
1065	тексты не	1	1
1066	до которого	1	1
1067	и другие	2	1
1068	данном отношении	1	1
1069	обращены к	2	1
1070	излагаемой жизни	1	1
1071	ритмического ряда	3	1
1072	выводится в	1	1
1073	оно стремится	1	1
1074	практике может	1	1
1075	на весьма	1	1
1076	организующего учительный	1	1
1077	художественном мире	1	1
1078	разные формы	1	1
1079	субъекта самоопределения	1	1
1080	мир как	1	1
1081	автором и	1	1
1082	чужой жизненной	1	1
1083	ритмико-интонационный строй	1	1
1084	как прямая	1	1
1085	же и	1	1
1086	типа как	1	1
1087	с героем	1	1
1088	индивидуальной жизни	1	1
1089	ответную реакцию	1	1
1090	внутренняя активность	1	1
1091	собственной ситуации	1	1
1092	бросает звук	1	1
1093	местом в	1	1
1094	стратегию эстетического	1	1
1095	моментам родственным	1	1
1096	эстетическим объектом	1	1
1097	случае мы	1	1
1098	биография возможна	1	1
1099	рассказе чехова	1	1
1100	притче о	1	1
1101	ибо предметно-тематическое	1	1
1102	отношение слушателя	1	1
1103	тому что	2	1
1104	даже в	3	1
1105	и непристойность	1	1
1106	его за	1	1
1107	в финале	2	1
1108	на границах	1	1
1109	это игра	1	1
1110	беседы автора	1	1
1111	нарушение табу	1	1
1112	окажется неадекватным	1	1
1113	несколько расплывчатый	1	1
1114	требует анекдот	1	1
1115	мировой жизни	1	1
1116	следует иметь	1	1
1117	для возникновения	2	1
1118	которые лежат	1	1
1119	тем как	1	1
1120	притче была	1	1
1121	здесь действующие	1	1
1122	неким ибо	1	1
1123	субъект дискурсии	1	1
1124	осуществляется или	1	1
1125	как говорит	3	1
1126	его под	1	1
1127	для восприятия	1	1
1128	наизнанку глупость	1	1
1129	двоякий жизненный	1	1
1130	голоса зримого	1	1
1131	активного приятия	1	1
1132	образом ориентировано	1	1
1133	как субъекты	1	1
1134	одному из	1	1
1135	например с	1	1
1136	чьей-то биографии	1	1
1137	эстетической завершенности	1	1
1138	судьбы они	1	1
1139	формой авторства	1	1
1140	представлений о	1	1
1141	объектом эстетического	1	1
1142	есть принадлежат	1	1
1143	этих сознаниях	1	1
1144	самобытного смысла	1	1
1145	субъекта на	1	1
1146	своей эмоциональной	1	1
1147	изобразителя жизни	1	1
1148	особенно если	1	1
1149	своему собственному	1	1
1150	коммуникативного поведения	1	1
1151	бытуют как	1	1
1152	не несет	1	1
1153	анекдота выбор	1	1
1154	содержанию анекдота	1	1
1155	противоречие с	1	1
1156	автором художественного	1	1
1157	напротив дискредитирующе	1	1
1158	ценность и	1	1
1159	условленность конвенциональность	1	1
1160	иллюстрировалась общая	1	1
1161	литературной речи	1	1
1162	исторического лица	1	1
1163	где образ	1	1
1164	к прозаической	1	1
1165	жанра высказывания	1	1
1166	романного слова	1	1
1167	вымышленные но	1	1
1168	нам нас	1	1
1169	типов высказывания	1	1
1170	различного жизненного	1	1
1171	сферу исторического	1	1
1172	сознаний в	1	1
1173	художественной литературы	2	1
1174	реализуют в	1	1
1175	рефлексии и	1	1
1176	произведений однако	1	1
1177	рассеянной чужой	1	1
1178	между автором	2	1
1179	читателя и	1	1
1180	и раскованной	1	1
1181	читателей это	1	1
1182	на свой	1	1
1183	подробностей и	1	1
1184	от одного	1	1
1185	внутренне свободного	1	1
1186	иносказательностью требует	1	1
1187	уже отмечалось	1	1
1188	речи хотя	1	1
1189	кощунство и	1	1
1190	на мир	2	1
1191	из нее	1	1
1192	к драматургии	1	1
1193	кто говорит	5	1
1194	и соотношений	1	1
1195	все моменты	1	1
1196	предполагает хоровой	1	1
1197	его смысл	1	1
1198	на земле	1	1
1199	индивидуального самоопределения	1	1
1200	стороны субъекта	1	1
1201	к более	2	1
1202	такого высказывания	1	1
1203	особое отношение	1	1
1204	всегда имеется	1	1
1205	коммуникативная природа	4	1
1206	том или	1	1
1207	между индивидуальными	1	1
1208	мира это	1	1
1209	маловероятное беспрецедентное	1	1
1210	их поступки	1	1
1211	и другим	1	1
1212	стороны в	1	1
1213	это позиция	3	1
1214	самому герою	1	1
1215	взаимодействия людей	2	1
1216	этого типа	1	1
1217	стороны бытия	1	1
1218	к самому	1	1
1219	читатель зритель	1	1
1220	общими для	1	1
1221	в бою	1	1
1222	индивида и	1	1
1223	границах литературного	1	1
1224	а именно	3	1
1225	к реализации	1	1
1226	анекдота уже	1	1
