N	2gram	Propp_Isto	Myslijsy
279	не так	4	8
280	с ними	2	8
281	в которых	2	8
282	между ними	1	8
283	и тогда	1	8
284	при помощи	6	8
285	и той	1	8
286	на другие	1	8
287	нельзя сказать	1	8
288	в самой	1	8
289	тот же	2	8
290	как кажется	2	8
291	этом случае	4	8
292	на вопрос	5	8
293	или в	11	8
294	и более	2	8
295	такое же	3	8
296	помнить что	1	8
297	на все	1	8
298	по его	2	8
299	языке и	1	7
300	самого себя	2	7
301	с этой	7	7
302	в разных	1	7
303	тем как	1	7
304	но что	2	7
305	на основании	1	7
306	связь с	7	7
307	все эти	8	7
308	в жизни	2	7
309	но мы	3	7
310	в данном	8	7
311	не существует	1	7
312	даже и	1	7
313	не всегда	6	7
314	превращается в	10	7
315	видно что	7	7
316	для понимания	1	7
317	что именно	2	7
318	к этому	5	7
319	на котором	3	7
320	что у	6	7
321	то оно	1	7
322	или не	1	7
323	из одного	3	7
324	в эту	3	7
325	но как	4	7
326	она не	3	7
327	и та	1	7
328	и тот	3	7
329	могла бы	1	7
330	есть вместе	1	7
331	них не	1	7
332	а как	2	7
333	все в	2	7
334	за ним	3	7
335	его с	2	7
336	для себя	1	7
337	от нас	1	7
338	в другой	3	7
339	находятся в	1	7
340	вряд ли	1	7
341	себя и	1	7
342	о котором	1	7
343	этот образ	2	7
344	и во	1	7
345	из него	3	7
346	дает нам	3	7
347	которое мы	1	7
348	в таких	3	7
349	сама по	1	7
350	как она	1	7
351	один и	1	7
352	не имеют	3	7
353	его к	2	7
354	образом мы	4	7
355	не с	2	7
356	и к	1	6
357	можно заметить	1	6
358	заметим что	2	6
359	несомненно что	1	6
360	же и	1	6
361	увидим что	2	6
362	образом и	3	6
363	вопрос об	1	6
364	если и	1	6
365	его на	2	6
366	а именно	12	6
367	в своей	4	6
368	между двумя	2	6
369	себе в	3	6
370	к ним	3	6
371	связанное с	1	6
372	после того	6	6
373	это будет	1	6
374	ни было	1	6
375	в ее	3	6
376	у него	16	6
377	но он	4	6
378	есть явление	2	6
379	что его	2	6
380	заключить что	2	6
381	выше мы	4	6
382	мы уже	10	6
383	же самое	1	6
384	главным образом	3	6
385	друг другу	1	6
386	но есть	5	6
387	оно есть	2	6
388	показывает что	12	6
389	должна быть	3	6
390	никак не	2	6
391	как при	1	6
392	язык и	1	6
393	и уже	1	6
394	не могло	2	6
395	в этой	2	6
396	и до	2	6
397	как например	1	6
398	мог бы	1	6
399	в образе	4	6
400	но если	2	6
401	представления и	1	6
402	но на	1	6
403	то он	2	6
404	у нас	4	6
405	в их	4	6
406	в виде	5	6
407	что ни	2	6
408	на нее	1	6
409	что между	4	6
410	на его	6	6
411	об этом	7	6
412	предположить что	6	6
413	все более	1	6
414	его не	4	6
415	как он	11	6
416	в один	2	6
417	жизни и	3	6
418	были бы	1	5
419	даже в	2	5
420	формы в	1	5
421	не столько	4	5
422	в некотором	1	5
423	и другим	1	5
424	не дается	1	5
425	предмета и	1	5
426	когда в	3	5
427	к другой	2	5
428	входит в	1	5
429	но даже	1	5
430	состоит в	1	5
431	но эти	3	5
432	образом что	1	5
433	конечно не	2	5
434	на ней	5	5
435	с другим	1	5
436	том чтобы	3	5
437	сравнении с	1	5
438	что то	1	5
439	на которую	1	5
440	на том	10	5
441	только при	1	5
442	а с	3	5
443	одним из	1	5
444	свет и	1	5
445	без него	1	5
446	одна из	7	5
447	о которых	1	5
448	и у	3	5
449	лица и	1	5
450	рядом с	1	5
451	время когда	1	5
452	можно было	3	5
453	этот вопрос	3	5
454	если это	2	5
455	природы и	1	5
456	однако в	2	5
457	оно имеет	1	5
458	есть еще	4	5
459	можно только	1	5
460	если в	3	5
461	представлений в	1	5
462	отличное от	1	5
463	время как	4	5
464	можно назвать	1	5
465	не видно	1	5
466	из которого	1	5
467	к другому	2	5
468	перед нами	4	5
469	о человеке	1	5
470	вытекает из	2	5
471	для нее	2	5
472	ее не	1	5
473	на этот	4	5
474	и здесь	13	5
475	ответ на	6	5
476	они не	4	5
477	мы имеем	27	5
478	что одно	1	5
479	а это	1	5
480	указание на	1	5
481	на которой	1	5
482	бы для	1	5
483	в какой	1	5
484	от своего	2	5
485	но уже	1	5
486	в области	3	5
487	что эти	4	5
488	человека в	1	5
489	но при	2	5
490	здесь только	1	5
491	а от	1	5
492	этого не	2	5
493	в начале	2	5
494	как не	1	5
495	не по	2	5
496	отношение к	6	5
497	или по	1	4
498	еще более	1	4
499	в некоторых	2	4
500	равно как	1	4
501	вывести из	1	4
502	от всего	1	4
503	его мнению	1	4
504	не имели	1	4
505	нам не	1	4
506	же следует	1	4
507	можно считать	1	4
508	имеет в	1	4
509	в другом	2	4
510	был бы	1	4
511	имея в	1	4
512	чего не	1	4
513	не вполне	5	4
514	природы но	1	4
515	так называемых	1	4
516	некоторое время	2	4
517	по одной	1	4
518	что иное	2	4
519	не мог	1	4
520	общих чертах	1	4
521	но так	4	4
522	бы то	1	4
523	видели что	4	4
524	все его	3	4
525	говорит он	1	4
526	не знает	2	4
527	не говорит	1	4
528	влияния на	1	4
529	но совершенно	1	4
530	в связи	3	4
531	следовательно и	1	4
532	от этого	2	4
533	с его	4	4
534	связанная с	1	4
535	эти слова	1	4
536	не дает	1	4
537	на другой	2	4
538	ту же	3	4
539	то ни	1	4
540	не один	1	4
541	кажется что	7	4
542	не могла	1	4
543	и другая	1	4
544	того кто	3	4
545	он в	4	4
546	его как	2	4
547	в общих	1	4
548	если оно	1	4
549	ничего не	7	4
550	из этого	2	4
551	есть следствие	1	4
552	взгляд на	1	4
553	та же	5	4
554	представление в	1	4
555	относятся к	1	4
556	бы мы	1	4
557	ни в	4	4
558	это есть	1	4
559	и вполне	1	4
560	так или	2	4
561	этой точки	3	4
562	в наших	1	4
563	ее с	2	4
564	отношения к	2	4
565	и они	2	4
566	и так	2	4
567	все они	1	4
568	сознании и	1	4
569	не потому	1	4
570	души не	1	4
571	он есть	1	4
572	начиная с	2	4
573	он может	4	4
574	языка но	1	4
575	что во	2	4
576	только о	2	4
577	ему в	1	4
578	многих других	1	4
579	данном случае	7	4
580	по этому	3	4
581	который бы	1	4
582	одна и	1	4
583	и хотя	3	4
584	нее как	2	4
585	в науке	1	4
586	со своим	4	4
587	между этими	1	4
588	как нечто	1	4
589	но с	2	4
590	что к	1	4
591	но эта	2	4
592	дело в	1	4
593	из двух	1	4
594	в ту	1	4
595	или даже	3	4
596	к своему	4	4
597	по своему	1	4
598	мы находим	1	4
599	и оно	2	4
600	пока не	1	4
601	та что	1	4
602	этой теории	1	4
603	а так	1	4
604	на них	1	4
605	искать в	1	4
606	он говорит	4	4
607	а его	3	4
608	что касается	1	4
609	но она	2	4
610	другим и	1	4
611	есть и	6	4
612	стороны и	4	4
613	только то	1	4
614	что можно	1	4
615	во многом	1	4
616	и значения	1	4
617	такой же	3	4
618	к новому	1	4
619	только после	3	4
620	они имеют	1	3
621	мы и	1	3
622	к этой	2	3
623	становится чем-то	1	3
624	сказать чтобы	1	3
625	потом уже	1	3
626	дело с	2	3
627	это значит	3	3
628	кроме того	6	3
629	это объяснение	1	3
630	по-видимому не	1	3
631	в результате	1	3
632	ясно что	2	3
633	в различных	3	3
634	одной из	4	3
635	и которые	1	3
636	их не	3	3
637	на свою	1	3
638	и связь	1	3
639	из всего	3	3
640	я могу	2	3
641	на первый	6	3
642	чем бы	1	3
643	на одном	1	3
644	во-первых в	1	3
645	также что	1	3
646	а что	1	3
647	первый взгляд	5	3
648	ответить на	2	3
649	не прямо	1	3
650	что этот	4	3
651	должно было	2	3
652	мы увидим	6	3
653	доказать что	1	3
654	этом мы	2	3
655	и когда	2	3
656	в греческом	2	3
657	уже есть	1	3
658	сложное и	1	3
659	вместе со	2	3
660	можем предположить	2	3
661	именно так	1	3
662	видно и	2	3
663	от себя	1	3
664	не представляется	1	3
665	от ее	1	3
666	которые в	3	3
667	а потом	4	3
668	как причина	2	3
669	несколько слов	1	3
670	и весь	1	3
671	есть выражение	1	3
672	или наоборот	2	3
673	от его	2	3
674	его самого	2	3
675	имеют в	1	3
676	что сам	1	3
677	что уже	1	3
678	мы знаем	4	3
679	него самого	2	3
680	может иметь	1	3
681	бы что	2	3
682	природу и	1	3
683	ее от	1	3
684	что за	3	3
685	все наше	1	3
686	но для	3	3
687	вопрос почему	1	3
688	человек и	1	3
689	большинстве случаев	1	3
690	этого предмета	1	3
691	образ есть	1	3
692	себе и	3	3
693	вопрос что	1	3
694	тех которые	1	3
695	не встречает	1	3
696	перехода от	1	3
697	мысль и	1	3
698	самый процесс	1	3
699	но тогда	1	3
700	совсем не	1	3
701	здесь мы	11	3
702	до этого	1	3
703	именно что	2	3
704	как это	6	3
705	что эта	1	3
706	в приведенном	1	3
707	в форме	4	3
708	на свое	2	3
709	нечто вроде	4	3
710	я в	1	3
711	в связь	1	3
712	и др	4	3
713	всех сторон	1	3
714	не значит	1	3
715	же мы	6	3
716	сказать о	1	3
717	значит что	3	3
718	есть одна	1	3
719	как знак	1	3
720	и ее	6	3
721	доказывает что	5	3
722	в тени	1	3
723	и из	2	3
724	зависит не	1	3
725	идет от	1	3
726	к самому	2	3
727	должен был	2	3
728	образом если	1	3
729	она и	3	3
730	как о	1	3
731	и вопрос	1	3
732	связанные с	3	3
733	которого не	1	3
734	в известном	1	3
735	разница в	1	3
736	всем этом	1	3
737	а если	3	3
738	бы с	2	3
739	в первый	1	3
740	со всех	1	3
741	не должно	1	3
742	и поэтому	1	3
743	у меня	1	3
744	одного лица	1	3
745	именно на	2	3
746	что посредством	1	3
747	животного и	1	3
748	весь процесс	1	3
749	общее положение	1	3
750	от представления	2	3
751	что здесь	10	3
752	без всякого	2	3
753	не совсем	3	3
754	в ряд	3	3
755	здесь не	4	3
756	не имел	2	3
757	уже при	1	3
758	в свое	3	3
759	и наконец	6	3
760	после этого	8	3
761	ничем не	2	3
762	этой стороны	4	3
763	ни с	2	3
764	ее в	3	3
765	видеть в	3	3
766	наоборот в	1	3
767	что собственно	2	3
768	как представление	1	3
769	однако не	1	3
770	или иначе	2	3
771	а то	1	3
772	что представление	1	3
773	случае не	1	3
774	этой цели	1	3
775	как ее	1	3
776	весь круг	1	3
777	должен быть	2	3
778	в одной	3	3
779	еще до	1	3
780	как ни	1	3
781	отличие от	1	3
782	которую мы	2	3
783	это в	3	3
784	может считаться	1	3
785	не исчерпывают	1	3
786	не находит	2	3
787	форма есть	1	3
788	этого образа	1	3
789	существование в	1	3
790	или как	1	3
791	в большинстве	1	3
792	как вообще	1	3
793	нам по	3	3
794	частный случай	1	3
795	по всей	2	3
796	из сознания	1	3
797	происходит в	3	3
798	как будто	4	3
799	место из	1	3
800	для этого	1	3
801	то этим	2	2
802	раз мы	1	2
803	к другу	1	2
804	еще раз	1	2
805	мы постараемся	1	2
806	такая форма	2	2
807	пришла к	1	2
808	есть знак	2	2
809	его за	2	2
810	под ним	1	2
811	может служить	1	2
812	так можно	1	2
813	время не	1	2
814	его от	1	2
815	нами в	2	2
816	то ли	2	2
817	отдельно от	1	2
818	этим объясняется	2	2
819	которые первоначально	1	2
820	и сам	3	2
821	значения но	1	2
822	вопрос этот	1	2
823	есть та	2	2
824	всякий раз	1	2
825	или на	1	2
826	можно объяснить	1	2
827	если он	5	2
828	принадлежат к	1	2
829	развития но	1	2
830	приходит в	2	2
831	духа в	2	2
832	прямо а	1	2
833	основано на	1	2
834	отличается от	4	2
835	в это	3	2
836	может находиться	1	2
837	где оно	2	2
838	и нет	3	2
839	еще один	3	2
840	что душа	1	2
841	не могли	1	2
842	и такие	3	2
843	и история	1	2
844	лицом и	1	2
845	эта связь	7	2
846	случаи когда	4	2
847	она могла	1	2
848	в противоположность	1	2
849	им самим	1	2
850	можем назвать	1	2
851	или стремится	1	2
852	такое стремление	1	2
853	уже было	1	2
854	этой связи	2	2
855	она еще	1	2
856	бы сам	1	2
857	людей и	1	2
858	он представляется	2	2
859	развилось из	1	2
860	но этот	1	2
861	друг на	2	2
862	и формы	3	2
863	сочетания с	1	2
864	нас на	1	2
865	связь ее	1	2
866	ключ к	1	2
867	следующим образом	4	2
868	такая же	1	2
869	как я	1	2
870	который в	1	2
871	в картине	2	2
872	но конечно	2	2
873	теперь уже	2	2
874	что имеет	1	2
875	он все	1	2
876	в подобных	1	2
877	ее и	2	2
878	камня и	1	2
879	того и	1	2
880	не всякому	1	2
881	которое он	1	2
882	указать на	1	2
883	но еще	1	2
884	первый раз	1	2
885	происходит это	1	2
886	значения этих	1	2
887	с тех	2	2
888	почему в	1	2
889	образ в	1	2
890	это обстоятельство	2	2
891	которого он	1	2
892	и за	1	2
893	для своего	1	2
894	и мертвых	1	2
895	мы легко	2	2
896	по содержанию	2	2
897	лежит в	2	2
898	тому же	1	2
899	видит в	3	2
900	отсюда видно	6	2
901	с двумя	1	2
902	и говорит	5	2
903	не нуждается	1	2
904	и отношение	1	2
905	при каждом	1	2
906	как его	2	2
907	с представлением	2	2
908	из трех	1	2
909	что заставляет	2	2
910	на другую	2	2
911	я не	1	2
912	же как	6	2
913	д то	1	2
914	если я	2	2
915	друга что	1	2
916	не имеющие	1	2
917	с образом	1	2
918	есть здесь	1	2
919	только путем	1	2
920	тут же	2	2
921	свое место	2	2
922	менее ясно	1	2
923	не составляет	1	2
924	на той	2	2
925	до нее	1	2
926	необходимо было	1	2
927	имеем дело	1	2
928	по своей	1	2
929	должны были	4	2
930	в которое	3	2
931	требует чтобы	1	2
932	как эта	1	2
933	одно с	1	2
934	их к	1	2
935	о его	1	2
936	обратимся к	2	2
937	ей не	1	2
938	люди не	1	2
939	который был	1	2
940	для чего	1	2
941	с ее	1	2
942	всех этих	6	2
943	и нельзя	1	2
944	еще одно	2	2
945	могли быть	2	2
946	такое разложение	1	2
947	превращаются в	2	2
948	по форме	1	2
949	его уже	1	2
950	есть новое	1	2
951	что этим	1	2
952	на ее	1	2
953	с такой	1	2
954	другого рода	1	2
955	что цель	1	2
956	очень сложное	1	2
957	глаз и	1	2
958	из которых	3	2
959	его во	1	2
960	сюда относятся	1	2
961	происходит с	1	2
962	то с	1	2
963	начинается с	4	2
964	под этим	2	2
965	мы понимаем	1	2
966	отличаются от	1	2
967	в обратном	1	2
968	понятия но	1	2
969	это положение	2	2
970	показать что	1	2
971	обращается к	4	2
972	может получить	1	2
973	и силы	1	2
974	при более	1	2
975	нет ни	2	2
976	этим в	1	2
977	никем не	1	2
978	зависимости от	4	2
979	языка так	1	2
980	дальше и	2	2
981	во сне	2	2
982	в народной	1	2
983	похожи на	1	2
984	этих стихий	1	2
985	же есть	1	2
986	свое время	1	2
987	подобных случаях	2	2
988	как часть	1	2
989	его и	1	2
990	к нашему	1	2
991	его связь	1	2
992	здесь может	1	2
993	нас не	2	2
994	того самого	1	2
995	где нет	1	2
996	по своим	3	2
997	ясно и	1	2
998	и видит	1	2
999	его частей	1	2
1000	такую же	1	2
1001	на друга	2	2
1002	объяснение не	1	2
1003	из его	2	2
1004	хотя это	1	2
1005	не понимает	1	2
1006	общие черты	1	2
1007	не будем	2	2
1008	переходит к	1	2
1009	получает от	1	2
1010	знаем что	5	2
1011	не представляет	5	2
1012	им в	2	2
1013	ибо он	2	2
1014	имеем в	8	2
1015	видели выше	1	2
1016	на более	1	2
1017	и там	6	2
1018	она видит	1	2
1019	жизни народа	1	2
1020	бы на	1	2
1021	легко может	1	2
1022	только с	1	2
1023	в высокой	1	2
1024	его место	1	2
1025	власть над	8	2
1026	и после	2	2
1027	мы еще	2	2
1028	они были	1	2
1029	д и	1	2
1030	поздно и	1	2
1031	к лицу	1	2
1032	эти представления	7	2
1033	в предмете	1	2
1034	на языке	1	2
1035	в прямом	1	2
1036	тоже не	3	2
1037	и было	1	2
1038	этот процесс	1	2
1039	ее на	5	2
1040	при всей	1	2
1041	или когда	3	2
1042	он как	3	2
1043	тому чтобы	1	2
1044	от которого	2	2
1045	не для	1	2
1046	в первобытном	1	2
1047	или с	2	2
1048	может происходить	1	2
1049	наблюдения над	1	2
1050	как у	2	2
1051	где он	3	2
1052	то самое	2	2
1053	в полном	1	2
1054	же не	2	2
1055	есть акт	1	2
1056	поэтому оно	1	2
1057	лицом к	1	2
1058	голову по	1	2
1059	а на	2	2
1060	оно только	2	2
1061	формы и	2	2
1062	может но	1	2
1063	а все	1	2
1064	ему при	1	2
1065	некоторых случаях	2	2
1066	и эта	5	2
1067	этого развития	1	2
1068	приближается к	1	2
1069	один момент	1	2
1070	могла быть	1	2
1071	если они	4	2
1072	со своей	2	2
1073	тех же	2	2
1074	то можно	1	2
1075	знания и	1	2
1076	и другого	1	2
1077	от огня	2	2
1078	ему не	1	2
1079	оно может	3	2
1080	этих двух	1	2
1081	не дают	2	2
1082	не спрашивает	1	2
1083	и эти	5	2
1084	к их	1	2
1085	в народе	3	2
1086	них в	1	2
1087	то чего	1	2
1088	не могу	2	2
1089	связь и	2	2
1090	здесь можно	6	2
1091	дело не	5	2
1092	связано с	7	2
1093	на другое	1	2
1094	быть и	1	2
1095	от всех	2	2
1096	во второй	1	2
1097	когда он	5	2
1098	на меня	1	2
1099	же значение	1	2
1100	не видим	1	2
1101	но дело	1	2
1102	на которые	1	2
1103	таких случаях	1	2
1104	во времени	1	2
1105	этих случаях	18	2
1106	что из	4	2
1107	могло быть	2	2
1108	каждого из	1	2
1109	совсем другое	2	2
1110	бы он	1	2
1111	это дает	1	2
1112	эту мысль	1	2
1113	другой и	2	2
1114	можно будет	1	2
1115	должны признать	1	2
1116	пришел к	2	2
1117	ли в	1	2
1118	может и	1	2
1119	других случаях	1	2
1120	только одну	1	2
1121	из причин	1	2
1122	животных и	1	2
1123	он пользуется	1	1
1124	еще несколько	1	1
1125	мы наблюдаем	1	1
1126	какую роль	1	1
1127	мир не	2	1
1128	своем рождении	1	1
1129	это на	1	1
1130	о таком	1	1
1131	что видно	1	1
1132	в особенности	2	1
1133	и другие	10	1
1134	женщины в	1	1
1135	а другие	1	1
1136	ребенка и	1	1
1137	более высокой	1	1
1138	в возможности	1	1
1139	мы найдем	2	1
1140	это далеко	1	1
1141	менее ясным	1	1
1142	чтобы дать	1	1
1143	на эти	2	1
1144	почва для	1	1
1145	они увидели	1	1
1146	можно и	1	1
1147	же объясняется	2	1
1148	роль и	1	1
1149	рассказ о	2	1
1150	мы рассматривали	2	1
1151	вопросу о	1	1
1152	силы на	1	1
1153	нее в	1	1
1154	видели в	1	1
1155	говорили нам	1	1
1156	его принадлежности	1	1
1157	народе не	1	1
1158	их было	1	1
1159	в море	1	1
1160	переносит в	2	1
1161	было первым	1	1
1162	таких представлений	2	1
1163	объяснить его	1	1
1164	него в	1	1
1165	с той	1	1
1166	что царство	3	1
1167	другое в	1	1
1168	здесь необходимо	2	1
1169	другой предмет	1	1
1170	это история	1	1
1171	как если	1	1
1172	ее то	1	1
1173	как свет	1	1
1174	и наиболее	1	1
1175	где бы	1	1
1176	основывается на	1	1
1177	не сможет	1	1
1178	на задний	1	1
1179	а там	2	1
1180	как они	1	1
1181	чтобы в	1	1
1182	стоит в	3	1
1183	он уже	1	1
1184	он имеет	2	1
1185	именно он	2	1
1186	этих представлений	1	1
1187	или вообще	1	1
1188	сделать некоторые	1	1
1189	если по	1	1
1190	небо и	5	1
1191	многих подобных	1	1
1192	этот элемент	1	1
1193	участие в	2	1
1194	находящейся в	1	1
1195	и требует	1	1
1196	имеет еще	1	1
1197	но становится	1	1
1198	выражено в	2	1
1199	данных но	1	1
1200	меня в	2	1
1201	кажется было	1	1
1202	дом и	1	1
1203	если кто	2	1
1204	нет письменности	1	1
1205	только через	3	1
1206	и очень	1	1
1207	но очень	1	1
1208	вспоминает о	1	1
1209	другой на	1	1
1210	от своей	1	1
1211	себя не	1	1
1212	не его	2	1
1213	сделать из	1	1
1214	как только	5	1
1215	за один	1	1
1216	ту книгу	1	1
1217	казалось бы	1	1
1218	не удается	2	1
1219	всякого рода	1	1
1220	можем видеть	1	1
1221	для выражения	1	1
1222	язык из	1	1
1223	если при	1	1
1224	или ее	1	1
1225	уже сам	1	1
1226	как существо	1	1
1227	к дереву	1	1
1228	с пером	1	1
1229	больше чем	2	1
1230	такие случаи	3	1
1231	связанная со	1	1
1232	он находит	1	1
1233	душа при	1	1
1234	не согласиться	1	1
1235	свои личные	2	1
1236	которой он	3	1
1237	он был	2	1
1238	нас и	1	1
1239	силы и	1	1
1240	так для	1	1
1241	не простое	1	1
1242	в лесу	3	1
1243	не должен	1	1
1244	д в	3	1
1245	другое значение	1	1
1246	но то	1	1
1247	поэтому если	1	1
1248	сложных представлений	1	1
1249	формы его	2	1
1250	звезды в	1	1
1251	и должна	1	1
1252	вот почему	1	1
1253	нам могут	1	1
1254	миф о	2	1
1255	в этот	1	1
1256	характер они	1	1
1257	ее если	1	1
1258	видит перед	1	1
1259	увидел перед	1	1
1260	положением в	1	1
1261	оно так	1	1
1262	если нет	1	1
1263	приходит к	4	1
1264	сидит в	2	1
1265	этим не	2	1
1266	мы таким	1	1
1267	задачи и	3	1
1268	в красном	1	1
1269	оставляет только	1	1
1270	и те	2	1
1271	этом по	1	1
1272	это сопоставление	1	1
1273	что два	1	1
1274	ключа к	1	1
1275	перед ним	2	1
1276	в чистом	1	1
1277	два вопроса	1	1
1278	есть другой	1	1
1279	всего что	1	1
1280	продолжает жить	1	1
1281	сила и	1	1
1282	нечто отличное	1	1
1283	видели при	1	1
1284	им нужно	1	1
1285	связанной со	1	1
1286	бога и	1	1
1287	это служит	1	1
1288	сказано только	1	1
1289	самом начале	1	1
1290	в голове	1	1
1291	что отношение	1	1
1292	наблюдать как	2	1
1293	сказать даже	1	1
1294	ее как	2	1
1295	с большим	1	1
1296	народов не	2	1
1297	такою же	1	1
1298	еще ничего	1	1
1299	и идти	1	1
1300	такие понятия	1	1
1301	не сделает	2	1
1302	объяснение в	1	1
1303	увидим в	1	1
1304	только во	1	1
1305	же она	1	1
1306	та часть	1	1
1307	этом будет	1	1
1308	пространственных представлений	1	1
1309	важна по	1	1
1310	ср также	1	1
1311	чего он	1	1
1312	в непосредственной	1	1
1313	связи со	3	1
1314	и способность	1	1
1315	до ее	1	1
1316	в царстве	4	1
1317	но отсюда	1	1
1318	друг с	1	1
1319	выходя из	1	1
1320	имеем и	2	1
1321	не будут	2	1
1322	сказке говорится	1	1
