N	2gram	Bakhtin_Pr	Vladivir
359	и так	2	5
360	в свою	1	5
361	и больше	1	5
362	мы имеем	1	5
363	им в	1	5
364	заметить что	2	5
365	по преимуществу	2	5
366	что я	7	5
367	только при	1	5
368	друг друга	4	5
369	он как	1	5
370	что с	1	5
371	ее в	3	5
372	где он	1	5
373	со своим	2	5
374	место в	1	5
375	в их	6	5
376	мы находим	1	5
377	а то	3	5
378	он никогда	1	5
379	со своей	1	5
380	но уже	1	5
381	только к	1	5
382	с самого	1	5
383	она не	10	5
384	но она	1	5
385	далеко не	7	5
386	только то	3	5
387	во многом	1	5
388	не успел	1	5
389	бытия и	1	5
390	в области	1	5
391	и только	3	5
392	не удалось	1	5
393	не к	1	5
394	с которыми	1	4
395	и другие	1	4
396	только что	1	4
397	которые не	1	4
398	глубоко и	1	4
399	нужно сказать	1	4
400	на свою	1	4
401	их в	8	4
402	по своим	4	4
403	не могли	1	4
404	мы увидим	6	4
405	о которых	1	4
406	но этот	1	4
407	н я	1	4
408	уже и	2	4
409	является как	2	4
410	философия в	1	4
411	с большим	1	4
412	что даже	1	4
413	крайней мере	2	4
414	не то	1	4
415	сам по	2	4
416	и весь	1	4
417	только не	2	4
418	с одной	1	4
419	есть его	1	4
420	на этих	1	4
421	мы можем	1	4
422	нет и	1	4
423	не о	3	4
424	но для	3	4
425	и всю	1	4
426	об этой	1	4
427	больше всего	1	4
428	это тоже	1	4
429	если оно	3	4
430	того в	1	4
431	на этом	2	4
432	в духе	4	4
433	кажется что	4	4
434	но зато	2	4
435	в тех	1	4
436	у которого	1	4
437	я в	2	4
438	это вовсе	2	4
439	и гораздо	1	4
440	независимо от	1	4
441	нам кажется	7	4
442	в статье	1	4
443	в особенности	1	4
444	не так	1	4
445	как с	1	4
446	которых мы	1	4
447	в сущности	10	4
448	не на	7	4
449	не могут	10	4
450	как идея	1	4
451	с ней	1	4
452	заключается в	1	4
453	в нас	1	4
454	есть нечто	2	4
455	за свое	1	4
456	и т	14	4
457	себя и	5	4
458	с начала	2	4
459	ведь если	1	4
460	по крайней	2	4
461	перед нами	12	4
462	человека и	2	4
463	но тут	1	4
464	это и	5	4
465	совершенно не	5	4
466	вполне понятно	2	4
467	с которой	2	4
468	лишь в	4	4
469	всего на	2	4
470	как например	2	4
471	то мы	1	4
472	мог бы	1	4
473	и во	3	4
474	со своими	2	4
475	одной из	1	4
476	т д	4	4
477	только с	1	4
478	у них	1	4
479	он понимает	2	4
480	как к	3	4
481	в более	1	4
482	всех этих	2	4
483	этом отношении	3	4
484	знаю что	4	4
485	как у	1	4
486	на самом	5	4
487	но с	4	4
488	этом не	2	4
489	себе в	1	4
490	была для	3	4
491	в такой	1	4
492	не все	1	4
493	он говорит	2	4
494	во второй	2	4
495	одной стороны	1	4
496	можно найти	1	4
497	же самое	1	4
498	него и	1	4
499	оно должно	2	4
500	знаем в	1	4
501	и других	1	4
502	так в	1	4
503	и эта	2	4
504	же это	1	4
505	толстого в	1	4
506	от него	1	3
507	все что	4	3
508	в настоящем	2	3
509	здесь же	1	3
510	из своего	3	3
511	которая в	1	3
512	некоторой степени	1	3
513	с самим	3	3
514	ни стало	1	3
515	строго говоря	1	3
516	не как	20	3
517	не хочет	3	3
518	правда в	2	3
519	роль в	1	3
520	является для	3	3
521	отличается от	5	3
522	мир и	5	3
523	а что	5	3
524	не существует	1	3
525	это последнее	2	3
526	в противоположность	2	3
527	только как	2	3
528	в другом	3	3
529	но то	1	3
530	отметить что	1	3
531	самого начала	2	3
532	до того	1	3
533	свою очередь	1	3
534	не нужно	2	3
535	находится в	2	3
536	для понимания	4	3
537	который в	1	3
538	на котором	3	3
539	к этим	2	3
540	точка зрения	13	3
541	так у	1	3
542	идея или	1	3
543	он считал	1	3
544	него как	3	3
545	здесь нет	4	3
546	но из	1	3
547	время и	1	3
548	в состоянии	1	3
549	начала и	2	3
550	то для	1	3
551	не больше	1	3
552	если есть	1	3
553	как можно	2	3
554	и всякой	1	3
555	не была	4	3
556	это свое	1	3
557	а за	3	3
558	будто бы	1	3
559	одним из	7	3
560	и чисто	1	3
561	что не	3	3
562	я и	2	3
563	в изображении	2	3
564	между ними	6	3
565	и она	1	3
566	по одному	1	3
567	же как	2	3
568	в мире	7	3
569	следовательно и	3	3
570	так сказать	9	3
571	был не	1	3
572	в сторону	2	3
573	что их	1	3
574	бы в	7	3
575	я его	1	3
576	оно не	3	3
577	очень часто	1	3
578	во что	2	3
579	человека как	1	3
580	этих трех	3	3
581	одно и	1	3
582	не могла	1	3
583	иметь в	2	3
584	вот в	1	3
585	сравнительно с	1	3
586	и никогда	1	3
587	бы его	1	3
588	найти в	1	3
589	и др	7	3
590	что есть	1	3
591	его к	4	3
592	и ее	5	3
593	меня и	1	3
594	хорошо и	1	3
595	от нее	2	3
596	и действительно	1	3
597	него только	1	3
598	также что	1	3
599	жизни а	3	3
600	на почве	5	3
601	и свое	1	3
602	был бы	6	3
603	и при	2	3
604	мы здесь	2	3
605	была бы	5	3
606	для них	1	3
607	себе не	2	3
608	том и	2	3
609	самом деле	10	3
610	находим у	1	3
611	и навсегда	1	3
612	от своего	2	3
613	с таким	1	3
614	о своей	1	3
615	если это	1	3
616	с ними	2	3
617	в которых	4	3
618	ли он	1	3
619	бы с	2	3
620	ясно и	1	3
621	не любил	1	3
622	наконец в	4	3
623	у меня	6	3
624	так глубоко	1	3
625	не могло	2	3
626	значение для	3	3
627	отношении к	5	3
628	о своем	3	3
629	а скорее	1	3
630	именно к	2	3
631	нет ни	2	3
632	произведения как	2	3
633	что такое	2	3
634	на вопрос	2	3
635	ее на	1	3
636	того как	3	3
637	том числе	1	3
638	с вами	1	3
639	на что	1	3
640	только его	2	3
641	ни на	3	3
642	в литературе	4	3
643	которого я	1	3
644	с их	7	3
645	появилась в	1	3
646	в свои	1	3
647	но эта	5	3
648	конце своей	1	3
649	единой и	1	3
650	с теми	1	3
651	вот это	2	3
652	указывает на	2	3
653	этой статье	1	3
654	в какой	2	3
655	могла быть	1	3
656	является не	2	3
657	один и	1	3
658	в новом	1	3
659	особенно в	2	3
660	ему не	2	3
661	и самого	4	3
662	в полной	1	3
663	он ни	2	3
664	к правде	1	3
665	его не	1	3
666	выше всего	1	3
667	быть и	2	3
668	любил и	1	3
669	к которой	1	3
670	и всякая	1	3
671	всей его	2	3
672	мы сказали	3	3
673	в книге	2	3
674	которые в	1	3
675	бы он	4	3
676	все еще	2	3
677	как будто	4	3
678	человек не	1	3
679	это в	2	3
680	в чисто	3	3
681	в той	5	2
682	является в	2	2
683	которая была	1	2
684	на эти	1	2
685	это первое	1	2
686	в момент	1	2
687	как носитель	1	2
688	до него	1	2
689	есть прежде	1	2
690	любовь к	1	2
691	нее в	1	2
692	всего во	1	2
693	у его	1	2
694	но тем	1	2
695	человек есть	1	2
696	что дело	1	2
697	и говорить	2	2
698	время не	3	2
699	потому не	1	2
700	и духовное	1	2
701	и само	2	2
702	был человек	1	2
703	чтобы в	2	2
704	своей новой	1	2
705	мне кажется	1	2
706	жизнь в	2	2
707	что весь	1	2
708	к более	2	2
709	например в	5	2
710	без учета	1	2
711	в собственном	1	2
712	значение не	1	2
713	у достоевского	29	2
714	свою собственную	1	2
715	даже с	1	2
716	ними и	1	2
717	а во	1	2
718	уже сам	1	2
719	на этой	1	2
720	всю его	1	2
721	при условии	2	2
722	в действительности	1	2
723	но эти	4	2
724	времени в	1	2
725	не всегда	2	2
726	в себя	6	2
727	а пока	1	2
728	нему и	2	2
729	на пути	2	2
730	же тут	2	2
731	точке зрения	3	2
732	всего этого	2	2
733	единство и	1	2
734	ни одного	3	2
735	именно его	1	2
736	о тех	1	2
737	вообще и	1	2
738	для всей	1	2
739	она ни	1	2
740	же они	1	2
741	нигде не	1	2
742	чего он	1	2
743	во всей	3	2
744	одна из	5	2
745	иначе и	2	2
746	достоевского но	9	2
747	в европе	1	2
748	бы это	1	2
749	с ее	1	2
750	но так	2	2
751	жизни с	1	2
752	хорошо знаю	1	2
753	все в	3	2
754	подойти к	1	2
755	ум и	1	2
756	нами не	1	2
757	после того	1	2
758	входить в	1	2
759	что каждая	1	2
760	на том	2	2
761	в произведении	7	2
762	она в	1	2
763	к себе	6	2
764	притом не	1	2
765	нашей работы	2	2
766	и совершенно	1	2
767	что мир	1	2
768	в ее	2	2
769	которого он	1	2
770	далеко за	1	2
771	чем у	2	2
772	и сама	2	2
773	вас и	1	2
774	не путем	1	2
775	не мир	2	2
776	к чему	1	2
777	xviii века	1	2
778	вещей и	1	2
779	атмосферы в	1	2
780	здесь перед	1	2
781	рядом с	19	2
782	и перед	2	2
783	от этого	2	2
784	в существенном	1	2
785	на себе	3	2
786	могло бы	1	2
787	но к	1	2
788	сих пор	9	2
789	будет сказать	1	2
790	смысле его	1	2
791	той или	1	2
792	очень легко	1	2
793	в русской	1	2
794	но можно	1	2
795	выражение в	6	2
796	ведь в	2	2
797	на слово	2	2
798	признать его	1	2
799	и цельность	1	2
800	и необходимость	1	2
801	в работе	1	2
802	личности и	1	2
803	не из	3	2
804	его творчества	5	2
805	и вы	2	2
806	или же	2	2
807	в объективном	2	2
808	в ответ	1	2
809	было только	1	2
810	своего времени	2	2
811	должны быть	3	2
812	не приходится	1	2
813	и является	2	2
814	где же	1	2
815	а следовательно	2	2
816	почти всегда	2	2
817	он еще	1	2
818	смысла и	1	2
819	истории и	1	2
820	однако в	3	2
821	его как	5	2
822	его личности	1	2
823	в первой	3	2
824	теми же	1	2
825	образом в	1	2
826	если они	1	2
827	же мы	1	2
828	бы эти	1	2
829	иное чем	1	2
830	которые были	2	2
831	это совершенно	1	2
832	это он	1	2
833	на это	1	2
834	она является	2	2
835	и ту	1	2
836	до сих	9	2
837	та же	1	2
838	за ним	4	2
839	был очень	1	2
840	если в	1	2
841	почти не	3	2
842	которые он	1	2
843	должна быть	8	2
844	тогда когда	1	2
845	теперь в	1	2
846	к брату	1	2
847	до некоторой	1	2
848	в другой	4	2
849	из которых	3	2
850	поэтому в	3	2
851	его но	1	2
852	здесь с	5	2
853	их как	1	2
854	пор не	1	2
855	разобраться в	2	2
856	от другого	1	2
857	однако он	1	2
858	этот термин	1	2
859	многое и	1	2
860	со всеми	2	2
861	и самая	2	2
862	поэтому и	4	2
863	как вы	3	2
864	однако что	1	2
865	имеет значение	2	2
866	но дело	1	2
867	можно назвать	1	2
868	не знал	2	2
869	как не	9	2
870	уже совсем	1	2
871	в одно	4	2
872	сам с	2	2
873	самостоятельность и	1	2
874	может не	1	2
875	о котором	1	2
876	знает что	2	2
877	на их	2	2
878	то здесь	1	2
879	к той	1	2
880	но оно	1	2
881	все они	2	2
882	его и	3	2
883	в основе	4	2
884	тотчас же	1	2
885	это за	1	2
886	относится к	1	2
887	во мне	1	2
888	это все	1	2
889	он часто	1	2
890	а может	1	2
891	но лишь	1	2
892	человека от	1	2
893	может только	1	2
894	и уже	3	2
895	со всей	1	2
896	не потому	2	2
897	еще один	1	2
898	и превратить	1	2
899	потому и	1	2
900	в какие	1	2
901	известной степени	2	2
902	что вы	1	2
903	он все	3	2
904	не за	3	2
905	ни было	4	2
906	но именно	3	2
907	на ряд	2	2
908	этого слова	3	2
909	как предмет	4	2
910	же он	1	2
911	у вас	2	2
912	в самой	9	2
913	часто и	1	2
914	меня не	1	2
915	литературы и	1	2
916	из этой	1	2
917	этом случае	1	2
918	ответ на	1	2
919	стремиться к	1	2
920	они не	5	2
921	человеком а	1	2
922	ли бы	1	2
923	и пр	5	2
924	в первый	1	2
925	до последних	1	2
926	них не	1	2
927	с очень	1	2
928	всякого человека	1	2
929	него была	1	2
930	хотя у	1	2
931	не для	1	2
932	ничего кроме	1	2
933	на одно	1	2
934	для всего	1	2
935	что каждый	1	2
936	же не	4	2
937	слова а	2	2
938	слова не	2	2
939	все равно	2	2
940	зрения того	1	2
941	с другими	8	2
942	в г	1	2
943	что ни	1	2
944	а о	1	2
945	менее всего	7	2
946	в бытии	1	2
947	как впрочем	1	2
948	можно не	1	2
949	это очень	2	2
950	необходимо заметить	1	2
951	таком случае	1	2
952	и переживаний	1	2
953	мира и	7	2
954	в третьей	1	2
955	а так	1	2
956	от других	1	2
957	людей в	1	2
958	свобода и	1	2
959	этих двух	1	2
960	к одному	7	2
961	человека в	8	2
962	личности в	4	2
963	ко второму	2	2
964	на свои	1	2
965	случае если	1	2
966	не могу	1	2
967	как уже	1	2
968	на всех	1	2
969	уже после	2	2
970	не находит	1	2
971	не существовало	1	2
972	и их	3	2
973	в христе	1	2
974	стороны и	4	2
975	он здесь	1	2
976	а этот	1	2
977	человека с	1	2
978	вы не	1	2
979	что из	2	2
980	которая как	3	2
981	он их	1	2
982	быть также	1	2
983	и свойств	1	2
984	для такого	1	2
985	в высшей	1	2
986	может показаться	1	2
987	никому не	2	2
988	говорить об	1	2
989	на ту	1	2
990	что вся	2	2
991	может и	1	2
992	бытия в	3	2
993	сам а	1	2
994	настоящего времени	2	2
995	было не	1	2
996	для самого	2	1
997	уже во	1	1
998	с помощью	2	1
999	всего это	1	1
1000	абстрактные и	1	1
1001	самостоятельную жизнь	1	1
1002	он умел	4	1
1003	сам был	2	1
1004	к сожалению	2	1
1005	оно стремится	1	1
1006	только из	1	1
1007	мире а	3	1
1008	носитель этой	1	1
1009	бы несколько	1	1
1010	его исконным	1	1
1011	мир как	1	1
1012	с двух	1	1
1013	с толку	1	1
1014	творчества в	1	1
1015	логика и	1	1
1016	к страхову	1	1
1017	познания и	1	1
1018	нем в	3	1
1019	я знаю	1	1
1020	и имеет	2	1
1021	сверх того	1	1
1022	по всему	1	1
1023	завершен и	1	1
1024	людей но	1	1
1025	общества но	1	1
1026	достоевского можно	1	1
1027	а у	1	1
1028	плоскости с	4	1
1029	к учению	1	1
1030	свою мысль	1	1
1031	и простого	1	1
1032	она уже	1	1
1033	которой они	1	1
1034	ведь только	2	1
1035	какой бы	2	1
1036	ну а	1	1
1037	правда это	2	1
1038	предполагает наличие	1	1
1039	мира а	1	1
1040	мы ее	2	1
1041	в частном	1	1
1042	а потому	2	1
1043	миру в	1	1
1044	одному из	1	1
1045	ты не	1	1
1046	его духа	2	1
1047	образом и	4	1
1048	с немецкими	1	1
1049	не меняет	1	1
1050	с собой	3	1
1051	бытии и	1	1
1052	он жалуется	1	1
1053	это дано	1	1
1054	и самые	1	1
1055	минуту не	1	1
1056	ему но	3	1
1057	творящих сил	1	1
1058	или чисто	1	1
1059	имеет смысл	1	1
1060	на которых	1	1
1061	такими же	1	1
1062	ее понимаем	1	1
1063	и ярко	1	1
1064	представляется ему	1	1
1065	с прямым	2	1
1066	его мировоззрения	1	1
1067	из нее	1	1
1068	теперь мы	1	1
1069	в некотором	1	1
1070	слова с	7	1
1071	вы мне	1	1
1072	иначе как	1	1
1073	предметом его	2	1
1074	все исторические	1	1
1075	тут уже	1	1
1076	к другим	1	1
1077	самого понятия	1	1
1078	самому и	1	1
1079	эти черты	1	1
1080	в корне	1	1
1081	уже нет	1	1
1082	сознанием и	1	1
1083	к самому	2	1
1084	необходимо указать	1	1
1085	и буквально	1	1
1086	выходят за	1	1
1087	этому как	1	1
1088	они или	1	1
1089	критического анализа	1	1
1090	другом месте	1	1
1091	оговорок и	1	1
1092	зрения с	1	1
1093	он есть	6	1
1094	есть то	3	1
1095	я их	1	1
1096	нет нужды	1	1
1097	этом уже	1	1
1098	отсюда вытекает	1	1
1099	на таком	1	1
1100	тогда как	1	1
1101	и нет	6	1
1102	и иногда	2	1
1103	без труда	1	1
1104	действительности в	1	1
1105	при всей	2	1
1106	перестает быть	4	1
1107	что сказать	1	1
1108	при наличии	1	1
1109	и отчасти	1	1
1110	во все	2	1
1111	правда только	1	1
1112	значение только	1	1
1113	делало его	1	1
1114	дать такую	1	1
1115	среди всех	1	1
1116	и свобода	1	1
1117	дан весь	1	1
1118	тут надо	1	1
1119	наоборот он	1	1
1120	силы и	1	1
1121	перед его	1	1
1122	личность не	1	1
1123	говорить не	1	1
1124	сорок лет	1	1
1125	в нескольких	1	1
1126	того он	1	1
1127	уже у	1	1
1128	согласны с	1	1
1129	искусства и	1	1
1130	и стиль	1	1
1131	вот почему	1	1
1132	мы очень	1	1
1133	оно как	1	1
1134	случайных и	1	1
1135	предметом непосредственного	1	1
1136	этот третий	1	1
1137	слово для	1	1
1138	сознания в	1	1
1139	вид что	1	1
1140	они являются	1	1
1141	из самого	2	1
1142	не третьего	1	1
1143	между двумя	1	1
1144	но может	1	1
1145	одновременно он	1	1
1146	он приводит	1	1
1147	но они	2	1
1148	о них	1	1
1149	за собой	1	1
1150	в различных	3	1
1151	и когда	1	1
1152	существу своему	1	1
1153	его именно	2	1
1154	а между	2	1
1155	мыслью в	1	1
1156	по отношению	12	1
1157	определяется его	1	1
1158	является церковь	1	1
1159	и противоречивость	5	1
1160	природа и	1	1
1161	совершенно неправильно	2	1
1162	что еще	1	1
1163	от той	1	1
1164	представляет в	1	1
1165	природы но	1	1
1166	будет и	2	1
1167	перед ним	1	1
1168	убедиться в	1	1
1169	учению о	1	1
1170	слов о	1	1
1171	к ним	1	1
1172	философские воззрения	1	1
1173	приносит с	1	1
1174	есть а	2	1
1175	у себя	1	1
1176	из всех	1	1
1177	жизни как	1	1
1178	может менее	1	1
1179	проблемы мы	1	1
1180	в контексте	2	1
1181	этой своей	1	1
1182	смысле не	1	1
1183	и роста	1	1
1184	к которому	2	1
1185	увидим в	1	1
1186	то чем	3	1
1187	теряя своей	1	1
1188	следует что	1	1
1189	знает только	3	1
1190	во всякой	1	1
1191	согласиться с	2	1
1192	и законами	1	1
1193	по одной	1	1
1194	что именно	1	1
1195	оказывается уже	1	1
1196	от них	3	1
1197	эта тенденция	1	1
1198	его образа	3	1
1199	смысле как	1	1
1200	действительно в	1	1
1201	что обычно	1	1
1202	что имеет	1	1
1203	форму его	1	1
1204	достоевского так	1	1
1205	последний раз	1	1
1206	мы привели	1	1
1207	не делал	1	1
1208	всего в	2	1
1209	сливаться с	1	1
1210	в распоряжении	1	1
1211	даже по	1	1
1212	его собственного	2	1
1213	уже здесь	1	1
1214	своего социального	2	1
1215	нем он	1	1
1216	каждый элемент	3	1
1217	отсюда же	2	1
1218	мы видим	3	1
1219	все его	3	1
1220	то оно	2	1
1221	мышления и	1	1
1222	от его	1	1
1223	он получил	1	1
1224	конечно есть	1	1
1225	категории а	1	1
1226	как нам	3	1
1227	его чрезвычайно	1	1
1228	на основную	1	1
1229	и среди	2	1
1230	характерен для	1	1
1231	он тоже	3	1
1232	есть у	1	1
1233	в стиле	4	1
1234	не тем	1	1
1235	этой же	1	1
1236	элементов и	1	1
1237	своими собственными	2	1
1238	в теоретическом	1	1
1239	и хочет	1	1
1240	важное место	1	1
1241	однако нам	1	1
1242	необходим и	1	1
1243	и одного	1	1
1244	при чем	3	1
1245	одно из	2	1
1246	прямое и	1	1
1247	это слово	6	1
1248	этими двумя	1	1
1249	внешнего мира	3	1
1250	самая его	1	1
1251	видит в	1	1
1252	отношения между	1	1
1253	тонкое понимание	1	1
1254	в самые	1	1
1255	и всюду	1	1
1256	вы конечно	1	1
1257	же тему	2	1
1258	прежде чем	1	1
1259	тут и	2	1
1260	что за	1	1
1261	и глубине	1	1
1262	как его	4	1
1263	и непосредственное	1	1
1264	но чтобы	1	1
1265	его пусть	1	1
1266	за живое	1	1
1267	между этими	1	1
1268	следовательно что	2	1
1269	как свободный	1	1
1270	человек и	2	1
1271	этом последнем	1	1
1272	характер и	1	1
1273	он теперь	1	1
1274	формой выражения	1	1
1275	себя как	3	1
1276	после появления	1	1
1277	не теряя	1	1
1278	глубокая и	1	1
1279	всеми его	1	1
1280	место и	1	1
1281	души в	2	1
1282	сознания как	2	1
1283	сообщение о	1	1
1284	а эта	1	1
1285	же самыми	1	1
1286	в свете	4	1
1287	последовательность и	1	1
1288	и следовательно	7	1
1289	человеческое сознание	1	1
1290	проблема эта	1	1
1291	что как	2	1
1292	в других	2	1
1293	человека а	1	1
1294	вопроса о	1	1
1295	собственно в	1	1
1296	никакой объективной	1	1
1297	и мир	1	1
1298	остается в	2	1
1299	в каждом	15	1
1300	времени а	1	1
1301	их может	1	1
1302	здесь как	1	1
1303	замысла а	1	1
1304	смысл и	1	1
1305	материалом для	1	1
1306	видения и	11	1
1307	находит свое	2	1
1308	слово во	1	1
1309	и быть	1	1
1310	сознания а	1	1
1311	его философскую	1	1
1312	а вовсе	2	1
1313	человека он	2	1
1314	позиций и	1	1
1315	и остался	1	1
1316	него есть	1	1
1317	он ничего	2	1
1318	является только	1	1
1319	был так	1	1
1320	этой точки	2	1
1321	не дает	3	1
1322	для наших	2	1
1323	ту же	2	1
1324	художественно и	1	1
