N	3gram	Vinokur_St	Myshleni
165	в целом ряде	1	3
166	в результате этого	1	3
167	того как он	1	3
168	во внимание что	1	3
169	отчета в том	2	3
170	дело в том	7	3
171	по поводу того	1	3
172	того или иного	4	3
173	хотя бы в	1	3
174	в школе и	1	3
175	в вопросе о	1	3
176	как и во	1	3
177	а не на	1	3
178	и в результате	1	3
179	так например в	4	3
180	обратил внимание на	1	3
181	том что она	1	3
182	то что она	1	3
183	в приложении к	1	3
184	ответа на вопрос	1	3
185	в соответствии с	1	3
186	бы то ни	2	3
187	говорит об этом	2	3
188	внимание на то	1	3
189	в основе этой	1	3
190	в которой он	1	3
191	и в самом	3	3
192	в настоящее время	2	3
193	я не могу	2	3
194	непосредственно вытекает из	1	3
195	убедиться в этом	1	3
196	то что для	1	3
197	имеем дело с	2	3
198	что в момент	1	3
199	потому что они	1	3
200	в той или	1	2
201	ни в каком	1	2
202	того в чем	1	2
203	нельзя было бы	1	2
204	в начале своего	1	2
205	потому что она	1	2
206	и по отношению	1	2
207	если таким образом	1	2
208	что он в	1	2
209	чтобы убедиться в	1	2
210	тем более что	2	2
211	о котором говорит	1	2
212	что в этой	2	2
213	и я не	2	2
214	то что у	2	2
215	нет никаких оснований	1	2
216	в ответ на	1	2
217	здесь и там	1	2
218	в одном из	4	2
219	за то что	5	2
220	но и это	1	2
221	в чем же	1	2
222	не мог не	1	2
223	собой разумеется что	1	2
224	не только к	1	2
225	но все это	2	2
226	во всех трех	2	2
227	тем обстоятельством что	1	2
228	тем или иным	3	2
229	она исходит из	1	2
230	нельзя не признать	1	2
231	и на все	1	2
232	он не может	1	2
233	вовсе не в	2	2
234	в котором он	2	2
235	с фактической стороны	1	2
236	из этих двух	2	2
237	что у него	1	2
238	в том случае	1	2
239	между одним и	1	2
240	на точку зрения	2	2
241	в силе и	1	2
242	нужно было бы	1	2
243	раз в этой	1	2
244	сомневаться в том	2	2
245	в этой книге	1	2
246	сказал бы что	1	2
247	и никогда не	1	2
248	как в отношении	1	2
249	каждой из этих	1	2
250	по этому пути	1	2
251	ли можно сомневаться	1	2
252	было бы с	1	2
253	само собой разумеется	1	2
254	ответить на вопрос	1	2
255	что то что	1	2
256	тем что в	2	2
257	не дает ни	1	2
258	не столько в	1	2
259	в том отношении	4	2
260	этом случае и	1	2
261	об этом в	1	2
262	во всей полноте	1	2
263	не больше чем	1	2
264	ту или иную	1	2
265	самом деле не	1	2
266	в такой форме	1	2
267	с того что	2	2
268	только и могут	1	2
269	с которыми он	2	2
270	помимо того что	1	2
271	всякий раз когда	1	2
272	и мн др	3	2
273	и во всей	1	2
274	когда речь идет	2	2
275	нашей точки зрения	1	2
276	давая себе труда	1	2
277	если бы все	1	2
278	не только по	1	2
279	не давая себе	1	2
280	они ни были	1	2
281	во всех этих	1	2
282	с нашей точки	1	2
283	не существует все	1	2
284	и в области	5	2
285	и другой стороны	1	1
286	но ведь это	1	1
287	и на этот	1	1
288	не будет иметь	1	1
289	не в количестве	1	1
290	не являются чем-то	1	1
291	этих точек зрения	1	1
292	же время не	1	1
293	к другому не	1	1
294	он не должен	1	1
295	совсем недавно в	1	1
296	что значит слово	1	1
297	такое же значение	1	1
298	в области внешней	1	1
299	формам но и	1	1
300	том отношении что	2	1
301	в деле изучения	2	1
302	судить о том	1	1
303	что поэтому она	1	1
304	получить ответ на	1	1
305	что человек с	1	1
306	в прямом смысле	2	1
307	можно сомневаться в	1	1
308	точки зрения той	1	1
309	сих пор в	1	1
310	говоря уже о	2	1
311	дело не в	2	1
312	могу себе представить	1	1
313	что каждая из	1	1
314	не знает и	1	1
315	и так называемая	1	1
316	настоящем смысле этого	1	1
317	является гораздо более	1	1
318	не могло быть	1	1
319	для него по	1	1
320	но даже и	1	1
321	но и он	1	1
322	целый ряд новых	1	1
323	того чтобы убедиться	1	1
324	идет не о	1	1
325	их точки зрения	1	1
326	так или иначе	3	1
327	не хочет знать	1	1
328	одних и тех	1	1
329	заключается именно в	1	1
330	моменты связанные с	1	1
331	в каком случае	1	1
332	может не быть	1	1
333	не отметить того	1	1
334	отделены друг от	1	1
335	но и вообще	1	1
336	не сохраняют в	1	1
337	если бы это	1	1
338	является не менее	1	1
339	а во второй	2	1
340	в области изучения	2	1
341	том что этот	1	1
342	во многих случаях	2	1
343	чем он думал	1	1
344	как она была	1	1
345	но также и	5	1
346	тогда он должен	1	1
347	которая кстати сказать	1	1
348	очень похоже на	1	1
349	же и в	2	1
350	в развитии этой	1	1
351	чтобы получить ответ	1	1
352	значит что мы	1	1
353	с их точки	1	1
354	что это не	2	1
355	имел в виду	1	1
356	объясняется и то	1	1
357	к сожалению не	3	1
358	том что от	1	1
359	вовсе не существует	1	1
360	виде как она	1	1
361	как общее правило	1	1
362	которой не может	1	1
363	имея в виду	1	1
364	не потому чтобы	1	1
365	и в этих	1	1
366	те или иные	1	1
367	а также и	2	1
368	пришел к выводу	1	1
369	я думаю что	4	1
370	даже по отношению	1	1
371	этого вопроса в	1	1
372	он попал в	1	1
373	в этих словах	2	1
374	это самое важное	1	1
375	чуть ли не	2	1
376	по поводу этих	1	1
377	и могут быть	1	1
378	является не только	1	1
379	ясно что при	1	1
380	то тем самым	1	1
381	для нас более	1	1
382	смысле как мы	1	1
383	которая в его	1	1
384	как раз этого	1	1
385	том что слово	1	1
386	и в которой	1	1
387	по крайней мере	2	1
388	основных положений его	1	1
389	в пределах данной	1	1
390	те или другие	1	1
391	главы из которых	1	1
392	может быть даже	1	1
393	столько же сколько	1	1
394	со всеми его	1	1
395	будет видно из	1	1
396	на основании анализа	1	1
397	свидетельствуют о том	2	1
398	был перенесен в	1	1
399	но столь же	2	1
400	ни в малой	1	1
401	на все что	1	1
402	если бы она	1	1
403	потому что не	1	1
404	да и в	3	1
405	или вернее сказать	1	1
406	не к тому	1	1
407	трудно было бы	1	1
408	не столько с	1	1
409	там где нет	1	1
410	то в области	1	1
411	в одной из	3	1
412	если оно не	1	1
413	что мы снова	1	1
414	это еще не	1	1
415	прямом смысле этого	1	1
416	нашло свое выражение	2	1
417	так и на	1	1
418	он не знает	1	1
419	и это не	1	1
420	если судить по	1	1
421	как бы ни	2	1
422	ли нуждается в	1	1
423	вне всякого сомнения	2	1
424	как говорит об	1	1
425	но именно в	1	1
426	и я должен	1	1
427	и пр в	1	1
428	которая вместе с	1	1
429	совершенно независимо от	1	1
430	точно и в	1	1
431	между тем в	1	1
432	в котором все	1	1
433	переход к новым	1	1
434	том смысле как	1	1
435	никогда не утверждал	1	1
436	в разной мере	1	1
437	чтобы можно было	2	1
438	себе и в	1	1
439	обращаю внимание на	1	1
440	ни в чем	1	1
441	в котором была	1	1
442	могут быть установлены	1	1
443	и в и	3	1
444	он должен был	2	1
445	он никогда не	1	1
446	и т д	25	1
447	отвечает на этот	1	1
448	в той области	1	1
449	и характер его	1	1
450	я не имею	1	1
451	ответ на вопрос	2	1
452	но все эти	1	1
453	что в отношении	2	1
454	выхода в свет	4	1
455	вопросы связанные с	2	1
456	точки зрения задач	1	1
457	и даже не	2	1
458	что в его	1	1
459	согласно которому в	1	1
460	в одну кучу	1	1
461	а в начале	1	1
462	по его мнению	1	1
463	но если это	2	1
464	не основана на	1	1
465	как и вообще	2	1
466	случае можно было	1	1
467	этой области не	1	1
468	может быть общим	1	1
469	точки зрения но	1	1
470	в ту же	1	1
471	никто не станет	1	1
472	что в одном	1	1
473	был свободен от	1	1
474	не разрешают но	1	1
475	которой можно было	1	1
476	речь идет лишь	1	1
477	и что поэтому	2	1
478	та и другая	1	1
479	должно было бы	1	1
480	этому поводу в	1	1
481	в целом это	1	1
482	поэтому она не	1	1
483	то что оно	1	1
484	ни одно из	1	1
485	никакой связи с	1	1
486	прямой связи с	1	1
487	и потому недостаточно	1	1
488	не значит что	3	1
489	что в своем	3	1
490	в течение лет	1	1
491	этой области это	1	1
492	не в том	3	1
493	этот вопрос в	2	1
494	дает ни малейшего	1	1
495	ниже к этому	1	1
496	в приведенных выше	1	1
497	как правило к	1	1
498	возникает целый ряд	1	1
499	значение в истории	1	1
500	иметь в виду	2	1
501	хотя бы даже	1	1
502	сторона этого вопроса	1	1
503	могло бы быть	1	1
504	но и с	2	1
505	как и всякая	1	1
506	и в то	1	1
507	пытались прежде всего	1	1
508	как бы он	1	1
509	вообще не существует	2	1
510	мн др но	1	1
511	и в других	1	1
512	около двух лет	1	1
513	в которых он	1	1
514	в котором она	1	1
515	именно в области	1	1
516	не имеет ничего	2	1
517	нас нет никаких	1	1
518	и та и	1	1
519	только тем что	1	1
520	это не значит	3	1
521	эти два слова	1	1
522	а не в	1	1
523	вследствие того что	1	1
524	для нас особенно	1	1
525	не сказал бы	1	1
526	так же и	1	1
527	заключается вовсе не	1	1
528	того чтобы получить	1	1
529	живой речи в	1	1
530	и эти два	1	1
531	то что было	1	1
532	должна была бы	4	1
533	вопрос о чем	1	1
534	что он делает	1	1
535	тому что в	2	1
536	и в том	3	1
537	невозможные с точки	1	1
538	того что для	1	1
539	и без всяких	1	1
540	является не случайным	1	1
541	в его книгах	1	1
542	он с самого	1	1
543	этот вопрос можно	1	1
544	это может быть	1	1
545	может быть вообще	1	1
546	он приступает к	1	1
547	представляет большие трудности	1	1
548	на одной из	1	1
549	было бы совершенно	1	1
550	я хотел бы	1	1
551	с величайшим трудом	1	1
552	дело только в	1	1
553	при таком положении	2	1
554	это расхождение между	1	1
555	так как по	1	1
556	считать установленным что	1	1
557	значит что в	1	1
558	выйти за пределы	1	1
559	он не сумел	1	1
560	сделать хотя бы	1	1
561	не отделены друг	1	1
562	точка зрения на	1	1
563	в так называемой	1	1
564	это можно было	1	1
565	как это делает	1	1
566	что же это	1	1
567	в отдельных случаях	1	1
568	говорить о том	1	1
569	но разве это	1	1
570	и тех же	1	1
571	но в высшей	1	1
572	как в ее	1	1
573	новое для него	1	1
574	оставляет никаких сомнений	1	1
575	вопрос о значении	1	1
576	что и у	1	1
577	но в отношении	1	1
578	мы до сих	1	1
579	тому что было	2	1
580	не только имеет	1	1
581	в настоящем смысле	1	1
582	далеко не все	1	1
583	и во втором	1	1
584	должен был бы	1	1
585	во второй половине	1	1
586	и притом в	1	1
587	том что здесь	2	1
588	точку зрения в	2	1
589	в его первоначальном	1	1
590	для них это	1	1
591	и в действии	1	1
592	или лучше сказать	2	1
593	также и в	1	1
594	что там где	1	1
595	можно даже сказать	1	1
596	в области других	1	1
597	не быть в	1	1
598	бы они ни	1	1
599	о чем он	1	1
600	своем направлении и	1	1
601	евгений онегин и	1	1
602	всяком случае в	2	1
603	разумеется что в	1	1
604	уже и сейчас	1	1
605	а не по	1	1
606	оно не является	1	1
607	нет как и	1	1
608	всяком случае не	2	1
609	и вовсе не	1	1
610	не могу себе	1	1
611	на эту тему	4	1
612	в таком виде	2	1
613	не оставляет никаких	1	1
614	из того же	1	1
615	против того что	1	1
616	о том в	1	1
617	с но на	1	1
618	и что он	1	1
619	но с этим	1	1
620	мне кажется что	3	1
621	в таких случаях	1	1
622	доказательства того что	1	1
623	не говоря уже	2	1
624	точки зрения как	1	1
625	у нас нет	7	1
626	что в области	3	1
627	пытались доказать что	1	1
628	обратить внимание на	3	1
629	итак если мы	1	1
630	как производное от	1	1
631	но с другой	2	1
632	и это самое	1	1
633	в своем направлении	1	1
