N	2gram	Tiupa_Narr	Problema
128	тут же	1	23
129	в качестве	27	23
130	и притом	3	23
131	а только	1	23
132	то и	3	23
133	и к	7	22
134	раз и	2	22
135	только на	4	22
136	можно ли	1	22
137	никогда не	8	22
138	и является	2	22
139	тоже не	1	22
140	есть в	1	22
141	сам по	1	22
142	его в	1	22
143	и от	3	22
144	и есть	1	22
145	что и	3	22
146	другими словами	1	22
147	в самом	8	21
148	мы должны	1	21
149	и ее	3	21
150	для себя	3	21
151	а также	11	21
152	и без	1	21
153	и только	2	21
154	именно в	5	20
155	для того	4	20
156	но как	3	20
157	можно было	2	20
158	и потому	2	20
159	о чем	6	20
160	тем что	1	20
161	несмотря на	1	20
162	как о	2	20
163	или в	7	20
164	с ним	6	19
165	самом деле	4	19
166	в каком	1	19
167	того или	3	19
168	есть знак	1	19
169	уже в	1	19
170	то в	4	19
171	в отношении	1	19
172	этом смысле	1	19
173	он не	8	19
174	если не	4	19
175	если бы	9	19
176	как в	9	19
177	как нечто	1	19
178	жизни и	7	19
179	в этих	3	18
180	того же	2	18
181	не было	3	18
182	не будет	2	18
183	мы и	2	18
184	не существует	3	18
185	в ее	4	18
186	того чтобы	7	18
187	в ней	5	18
188	что они	1	17
189	во всех	2	17
190	значение и	1	17
191	но уже	2	17
192	и здесь	3	17
193	пока еще	4	17
194	гораздо более	1	17
195	мы уже	1	17
196	ни о	3	17
197	это и	2	17
198	совершенно не	1	17
199	точно так	2	16
200	что она	3	16
201	будто бы	2	16
202	как это	7	16
203	он и	2	16
204	же в	6	16
205	для этого	1	16
206	но все	1	16
207	к тому	13	16
208	но даже	1	16
209	случае не	1	16
210	далеко не	6	16
211	и сам	4	15
212	казалось бы	2	15
213	с этим	1	15
214	в чем	3	15
215	в той	4	15
216	у него	13	15
217	что не	2	15
218	и более	2	15
219	в частности	23	15
220	людей и	2	14
221	что все	1	14
222	с другими	1	14
223	сих пор	3	14
224	только о	1	14
225	определенного рода	1	14
226	все равно	2	14
227	в котором	3	14
228	говорит о	3	14
229	нас в	2	14
230	до сих	3	14
231	то ни	1	14
232	за пределы	1	14
233	что иное	1	14
234	этого термина	1	14
235	иное как	1	14
236	из них	4	13
237	тому что	4	13
238	сами по	2	13
239	или другой	1	13
240	мы имеем	6	13
241	в их	1	13
242	или даже	3	13
243	в области	4	13
244	который в	2	13
245	уже давно	1	13
246	в других	2	13
247	иной раз	1	13
248	или иного	3	13
249	дело в	2	13
250	на земле	1	12
251	при условии	1	12
252	в другом	5	12
253	он сам	4	12
254	с одной	5	12
255	в которой	2	12
256	время как	1	12
257	в самой	1	12
258	для них	2	12
259	так или	1	12
260	то время	1	12
261	на первый	1	12
262	в литературе	8	12
263	в начале	4	12
264	не являются	2	12
265	что этот	1	12
266	значения и	2	12
267	что это	4	12
268	но именно	3	12
269	или иначе	2	12
270	нисколько не	1	12
271	не говоря	1	12
272	в целом	5	12
273	и тоже	1	11
274	бы то	1	11
275	могли бы	1	11
276	нет никакого	1	11
277	жизни в	7	11
278	свидетельствует о	4	11
279	тот же	1	11
280	как именно	2	11
281	одной стороны	5	11
282	оказывается что	1	11
283	том или	1	11
284	по поводу	3	11
285	к нему	5	11
286	только не	2	11
287	не о	2	11
288	не могут	1	11
289	и у	4	11
290	и самого	3	11
291	указание на	1	11
292	в искусстве	1	11
293	в нашей	1	11
294	и тогда	2	11
295	более или	2	10
296	что у	6	10
297	на том	2	10
298	но он	2	10
299	что для	1	10
300	даже если	2	10
301	один из	8	10
302	со всеми	3	10
303	бы не	1	10
304	художественное произведение	1	10
305	и всякий	1	10
306	однако это	1	10
307	в году	2	10
308	в одном	5	10
309	отличается от	1	10
310	которые мы	1	10
311	все время	2	10
312	не то	1	10
313	это будет	1	10
314	и сама	2	10
315	быть только	1	10
316	однако в	4	10
317	из которых	1	10
318	относится к	1	10
319	внимание на	7	10
320	или менее	2	10
321	быть и	3	10
322	только то	1	10
323	собственно говоря	3	10
324	слова и	1	10
325	с собой	2	9
326	в своих	2	9
327	их в	4	9
328	вопрос о	1	9
329	миф о	1	9
330	что даже	1	9
331	представить себе	3	9
332	в тех	1	9
333	как знак	1	9
334	в которых	1	9
335	о котором	4	9
336	заходящего солнца	1	9
337	это вовсе	1	9
338	того как	1	9
339	и уж	1	9
340	однако не	2	9
341	а его	3	9
342	она не	2	9
343	языка и	1	9
344	в жизни	9	9
345	не вполне	3	9
346	бы в	2	9
347	здесь мы	1	9
348	хотелось бы	1	9
349	и до	1	9
350	на небо	1	9
351	это было	3	9
352	жизнь и	1	9
353	как же	1	9
354	человеческой жизни	3	9
355	и наконец	2	9
356	во всем	1	8
357	является в	1	8
358	только что	4	8
359	с этой	3	8
360	и образ	1	8
361	он был	1	8
362	тем же	3	8
363	что при	1	8
364	но для	5	8
365	между собой	3	8
366	а потом	2	8
367	иметь в	1	8
368	и по	3	8
369	с ее	3	8
370	только еще	1	8
371	к его	5	8
372	никто не	1	8
373	из этих	6	8
374	только с	2	8
375	только потому	1	8
376	значение в	1	8
377	мы будем	1	8
378	не все	2	8
379	еще в	4	8
380	в период	1	8
381	вплоть до	5	8
382	для всех	1	8
383	которые не	1	8
384	от всего	1	8
385	и нет	1	8
386	если в	2	8
387	входит в	2	8
388	и он	8	8
389	здесь нет	1	8
390	ни было	1	8
391	но ведь	1	8
392	себе и	2	8
393	если же	2	8
394	которое мы	1	8
395	в силу	5	8
396	и особенно	1	8
397	это уже	3	8
398	том как	3	8
399	это то	1	8
400	он есть	1	8
401	в сознании	6	8
402	для него	8	8
403	а то	2	8
404	является не	1	8
405	как он	3	8
406	даже в	1	7
407	его от	1	7
408	но что	1	7
409	во все	1	7
410	не обязательно	3	7
411	значит и	1	7
412	в значительной	1	7
413	иным как	2	7
414	она есть	1	7
415	ни от	2	7
416	а с	2	7
417	в случае	4	7
418	не раз	1	7
419	его как	2	7
420	жизни а	4	7
421	оно не	4	7
422	свой собственный	1	7
423	к другому	2	7
424	это только	1	7
425	чем не	1	7
426	одной из	2	7
427	на этот	2	7
428	находятся в	1	7
429	была бы	1	7
430	а еще	1	7
431	себе но	2	7
432	в такой	1	7
433	мере в	1	7
434	не можем	2	7
435	что на	4	7
436	еще более	1	7
437	он является	4	7
438	по преимуществу	1	7
439	тому же	9	7
440	же как	2	7
441	чем иным	2	7
442	до нас	1	7
443	определенным образом	1	7
444	даже не	1	7
445	сливаются в	2	7
446	однако и	5	7
447	за это	1	7
448	не на	1	7
449	и так	1	7
450	все они	1	7
451	в основе	1	7
452	о своем	2	7
453	времени и	9	7
454	друг друга	2	7
455	человека но	1	7
456	ее в	1	7
457	сознания и	2	7
458	мира и	2	7
459	может иметь	1	7
460	тут и	1	7
461	в какой	2	7
462	что касается	3	7
463	с которыми	1	6
464	не как	1	6
465	а есть	1	6
466	что слово	1	6
467	именно он	1	6
468	предмета и	1	6
469	тем или	2	6
470	первый взгляд	1	6
471	в действительности	2	6
472	не всегда	4	6
473	видно что	2	6
474	на него	4	6
475	что именно	2	6
476	нами не	2	6
477	до конца	2	6
478	после этого	1	6
479	или не	5	6
480	и чисто	1	6
481	по своей	3	6
482	мы еще	1	6
483	в общем	1	6
484	в него	2	6
485	чтобы не	1	6
486	нечто иное	1	6
487	и делает	1	6
488	отношения к	1	6
489	том смысле	1	6
490	этот вопрос	1	6
491	зависимости от	3	6
492	и уже	4	6
493	с которой	1	6
494	именно на	1	6
495	природы и	1	6
496	и после	3	6
497	могут быть	1	6
498	образ и	1	6
499	необходимо чтобы	1	6
500	особенно в	3	6
501	но она	1	6
502	к ней	3	6
503	ведь и	1	6
504	дело здесь	1	6
505	себе а	1	6
506	одновременно и	1	6
507	и того	5	6
508	как на	2	6
509	в зависимости	3	6
510	не мог	7	6
511	вся эта	1	6
512	не знает	2	6
513	прежде чем	1	6
514	в новое	1	6
515	во время	2	6
516	и ничего	1	6
517	в слове	4	6
518	в известном	4	6
519	с его	6	6
520	одним и	1	6
521	этом отношении	5	6
522	но с	1	6
523	с той	2	6
524	к своему	2	6
525	не столь	2	6
526	для которого	1	6
527	на свете	1	6
528	только к	3	6
529	дело не	3	6
530	мы его	2	6
531	когда он	1	6
532	нового времени	2	6
533	стороны и	1	6
534	ли в	2	6
535	само по	1	6
536	не к	4	6
537	у людей	1	5
538	или на	1	5
539	или ином	1	5
540	другое дело	1	5
541	об ее	1	5
542	в противоположность	1	5
543	и когда	3	5
544	то чтобы	2	5
545	и еще	2	5
546	к этому	2	5
547	тут тоже	1	5
548	на себя	5	5
549	я не	5	5
550	о себе	2	5
551	о предмете	1	5
552	и чтобы	1	5
553	оно и	1	5
554	одно и	2	5
555	и тот	1	5
556	говорили что	1	5
557	между тем	5	5
558	вовсе еще	1	5
559	мы видели	1	5
560	но зато	4	5
561	у чехова	15	5
562	его на	1	5
563	поэтому в	1	5
564	сводится к	10	5
565	подобно тому	4	5
566	текста и	3	5
567	нам в	1	5
568	ничем не	1	5
569	солнца и	2	5
570	своей собственной	2	5
571	и вся	1	5
572	если только	1	5
573	что может	2	5
574	для всего	1	5
575	о нем	5	5
576	что с	2	5
577	раз в	4	5
578	что ни	1	5
579	том виде	1	5
580	этот раз	1	5
581	по его	3	5
582	взятый в	1	5
583	человека в	2	5
584	как то	1	5
585	мы бы	1	5
586	мира в	4	5
587	все что	4	5
588	лет назад	1	5
589	из всех	1	5
590	по мысли	8	5
591	когда в	4	5
592	себя не	1	5
593	сам же	1	5
594	которой он	4	5
595	из земли	1	5
596	во многих	1	5
597	виду и	1	5
598	и мышления	1	5
599	а мы	1	5
600	себя в	4	5
601	свое собственное	1	5
602	от его	2	5
603	должно быть	1	5
604	но еще	1	5
605	по мнению	2	5
606	по содержанию	1	5
607	от тех	1	5
608	одним из	2	5
609	себе не	1	5
610	одна из	5	5
611	для его	1	5
612	что эта	1	5
613	в нее	2	5
614	бы его	1	5
615	о его	3	5
616	слова как	1	5
617	там где	1	5
618	знак который	3	5
619	же о	1	5
620	без которых	1	5
621	ли он	2	5
622	которая не	3	5
623	этих случаях	1	5
624	внешняя сторона	3	5
625	не должны	1	5
626	не знаем	1	5
627	здесь и	1	5
628	они не	3	5
629	том числе	1	5
630	не для	1	5
631	но по	1	5
632	сказать и	1	5
633	он говорит	1	5
634	его не	1	5
635	это за	2	5
636	тому как	4	5
637	в пределах	2	5
638	лишь в	3	5
639	отношение к	2	5
640	для обозначения	2	5
641	тот кто	2	5
642	только по	1	5
643	в разные	1	5
644	тем как	1	4
645	и само	1	4
646	ни одна	1	4
647	к другим	1	4
648	меня в	1	4
649	на эту	1	4
650	может существовать	1	4
651	человеческой речи	1	4
652	но мы	1	4
653	так например	1	4
654	не могли	1	4
655	ничто не	1	4
656	но эти	1	4
657	о них	5	4
658	к ним	2	4
659	в контексте	1	4
660	на котором	1	4
661	она в	3	4
662	одно из	2	4
663	пока только	1	4
664	человек и	2	4
665	смысл но	1	4
666	смысловом отношении	2	4
667	в русской	3	4
668	нашего сознания	1	4
669	тем и	1	4
670	должны были	1	4
671	а тем	1	4
672	человеческих отношений	2	4
673	или о	1	4
674	что только	1	4
675	в одну	1	4
676	любви и	1	4
677	он только	1	4
678	говорит и	1	4
679	xix в	2	4
680	можно назвать	2	4
681	мы встречаемся	1	4
682	и они	1	4
683	для каждого	1	4
684	это время	1	4
685	бросается в	1	4
686	даже сказать	1	4
687	на какой	1	4
688	в свою	4	4
689	это все	1	4
690	для нее	2	4
691	и наиболее	1	4
692	я в	7	4
693	у человека	1	4
694	той же	2	4
695	начиная с	3	4
696	именно то	1	4
697	у них	1	4
698	указанием на	1	4
699	именно к	1	4
700	но на	1	4
701	новой жизни	1	4
702	он как	1	4
703	себя самого	1	4
704	на нее	2	4
705	нас к	1	4
706	на душе	1	4
707	на одном	2	4
708	сразу же	1	4
709	отличие от	6	4
710	выше в	1	4
711	а главное	1	4
712	и времени	1	4
713	нам о	1	4
714	числе и	1	4
715	эту тему	1	4
716	однако для	1	4
717	новое и	2	4
718	к этой	1	4
719	дело с	4	4
720	она уже	1	4
721	во втором	6	4
722	то не	1	4
723	например в	2	4
724	в корне	1	4
725	поскольку он	1	4
726	нельзя было	1	4
727	мы увидим	1	4
728	в глаза	1	4
729	особенно важно	1	4
730	но они	4	4
731	должен быть	1	4
732	наряду с	2	4
733	имеем дело	4	4
734	момент в	1	4
735	и всей	1	4
736	начала и	5	4
737	для которой	1	4
738	верит в	1	4
739	xix века	1	4
740	и она	1	4
741	без которого	1	4
742	могло бы	3	4
743	вопроса о	1	4
744	у которого	1	4
745	и каждый	1	4
746	с которым	1	4
747	а как	2	4
748	не отличается	1	4
749	к одной	1	4
750	которых мы	1	4
751	в смысловом	2	4
752	в сущности	2	4
753	не обходится	1	4
754	этой точки	1	4
755	или попросту	1	4
756	связаны между	1	4
757	друг от	1	4
758	вместе со	1	4
759	который и	1	4
760	но о	1	4
761	только тем	1	4
762	им в	1	4
763	мог бы	1	4
764	с нею	2	4
765	теперь уже	1	4
766	человеческого я	6	4
767	людей не	1	4
768	ему в	2	4
769	который бы	1	4
770	в предыдущем	1	4
771	бы на	1	4
772	со своим	2	4
773	чем он	3	4
774	от друга	1	4
775	что к	1	4
776	нас о	1	4
777	при таком	1	4
778	они все	1	4
779	всю свою	2	4
780	столько же	2	4
781	если она	3	4
782	всей его	1	4
783	еще на	1	4
784	одного из	6	4
785	о каких	1	4
786	эти два	2	4
787	структура и	1	4
788	или точнее	1	4
789	более не	3	3
790	они являются	1	3
791	в душе	3	3
792	еще раз	3	3
793	зрения на	2	3
794	и люди	1	3
795	иначе но	1	3
796	не столько	2	3
797	чтобы в	1	3
798	в некотором	2	3
799	он стоит	1	3
800	в до	1	3
801	мир и	2	3
802	после его	1	3
803	и смерти	1	3
804	представляет собой	21	3
805	времени в	3	3
806	что вся	1	3
807	обыкновенный человек	1	3
808	образом что	1	3
809	чего он	1	3
810	не будут	1	3
811	и мы	1	3
812	на которую	1	3
813	о смерти	2	3
814	характерное для	1	3
815	если я	1	3
816	того и	1	3
817	жизни то	2	3
818	а для	4	3
819	я на	1	3
820	только от	2	3
821	на чем	1	3
822	относится и	1	3
823	и знает	1	3
824	из нас	3	3
825	на некоторые	1	3
826	вторая часть	1	3
827	них не	1	3
828	его к	1	3
829	например что	1	3
830	и символы	1	3
831	и та	1	3
832	и строго	1	3
833	выражается в	1	3
834	произведение в	1	3
835	который не	2	3
836	так называемая	2	3
837	сравнению с	1	3
838	при всех	1	3
839	далек от	1	3
840	рассуждения о	1	3
841	не входит	1	3
842	к той	1	3
843	это был	1	3
844	но тут	1	3
845	и состоит	6	3
846	мысли и	1	3
847	по сравнению	1	3
848	в новой	1	3
849	результате чего	1	3
850	речь идет	3	3
851	от других	1	3
852	на основании	1	3
853	него с	1	3
854	каждый из	3	3
855	было и	2	3
856	в отличие	6	3
857	в мировой	1	3
858	в эстетике	1	3
859	мышления в	1	3
860	может не	1	3
861	или когда	1	3
862	и борьбы	1	3
863	где он	1	3
864	а все	1	3
865	возможно и	1	3
866	один и	2	3
867	в каждой	1	3
868	а он	1	3
869	этих двух	2	3
870	но при	5	3
871	ни один	1	3
872	взывает к	2	3
873	у гомера	1	3
874	кто не	1	3
875	человеческого сознания	2	3
876	для такого	1	3
877	одного и	2	3
878	иначе он	1	3
879	место в	3	3
880	в голову	1	3
881	происходит в	1	3
882	однако все	1	3
883	и сами	2	3
884	настоящего времени	1	3
885	что было	1	3
886	которая была	1	3
887	русской литературе	1	3
888	рассказ о	1	3
889	которая в	2	3
890	язык как	2	3
891	это нужно	1	3
892	например с	1	3
893	не годится	1	3
894	случае он	2	3
895	от этих	3	3
896	в первом	4	3
897	мысль о	1	3
898	не обладают	1	3
899	ни для	1	3
900	и смерть	2	3
901	как принцип	1	3
902	и прочих	2	3
903	имея в	1	3
904	с помощью	2	3
905	когда она	2	3
906	структуру в	1	3
907	превращается в	2	3
908	чтобы они	1	3
909	быть в	2	3
910	языка как	1	3
911	речь о	1	3
912	от другой	1	3
913	смысле как	1	3
914	о ней	5	3
915	от ее	1	3
916	может обойтись	1	3
917	ее и	1	3
918	отражение в	1	3
919	последние десятилетия	1	3
920	указать на	1	3
921	не обладает	1	3
922	что между	1	3
923	видит в	3	3
924	знаков в	1	3
925	а к	3	3
926	не говорит	4	3
927	и своего	1	3
928	в последние	2	3
929	делает его	1	3
930	речи или	1	3
931	и своей	1	3
932	должен был	1	3
933	на этом	1	3
934	перехода от	2	3
935	ли это	1	3
936	говорил о	2	3
937	от самого	1	3
938	на другой	6	3
939	нет никаких	1	3
940	отношение между	1	3
941	значимость в	1	3
942	в системе	1	3
943	за ними	3	3
944	сущности говоря	1	3
945	в москве	2	3
946	и возникает	1	3
947	известном смысле	4	3
948	рассматривается как	1	3
949	в первой	3	3
950	столь же	6	3
951	если они	1	3
952	быть для	1	3
953	за все	1	3
954	значения как	1	3
955	и нельзя	1	3
956	видим и	1	3
957	а потому	2	3
958	должна быть	2	3
959	на ее	2	3
960	истории в	8	3
961	о которой	3	3
962	из того	1	3
963	однако он	1	3
964	конечно в	1	3
965	простым и	1	3
966	которые у	1	3
967	в романе	3	3
968	в процессе	2	3
969	оно всегда	1	3
970	с ними	5	3
971	анализа в	1	3
972	со стороны	14	3
973	всей своей	1	3
974	о любви	1	3
975	собой но	1	3
976	не за	1	3
977	в образе	1	3
978	он может	1	3
979	последней в	1	3
980	жизни но	3	3
981	говорилось выше	3	3
982	в более	1	3
983	всего мира	1	3
984	от которого	3	3
985	жизни это	2	3
986	и где	1	3
987	как она	2	3
988	случаях когда	1	3
989	остановимся на	1	3
990	это так	1	3
991	поскольку она	1	3
992	как показывает	2	3
993	я вас	1	3
994	остается на	1	3
995	они суть	1	3
996	нуждается в	1	3
997	ничего подобного	1	3
998	как для	2	3
999	говорит не	1	3
1000	котором он	1	3
1001	необходимого для	1	2
1002	между этими	1	2
1003	у тургенева	2	2
1004	именно она	1	2
1005	в большей	1	2
1006	какой бы	1	2
1007	данного термина	1	2
1008	он остается	1	2
1009	идти в	1	2
1010	из двух	1	2
1011	людей а	1	2
1012	мысли о	1	2
1013	эстетике и	1	2
1014	является их	1	2
1015	только благодаря	1	2
1016	некоторые из	1	2
1017	его жизни	5	2
1018	тех кто	1	2
1019	действительности как	1	2
1020	смысловую перспективу	1	2
1021	но во	1	2
1022	из жизни	1	2
1023	читаем что	1	2
1024	солнце и	1	2
1025	за собой	1	2
1026	свою очередь	2	2
1027	то его	1	2
1028	друг на	2	2
1029	с другим	2	2
1030	обратим внимание	2	2
1031	символики это	1	2
1032	еще нет	1	2
1033	сказано и	1	2
1034	ее как	1	2
1035	не мыслится	1	2
1036	понятие о	1	2
1037	точка зрения	5	2
1038	чем это	2	2
1039	жизни с	1	2
1040	что обычно	1	2
1041	но поскольку	1	2
1042	от солнца	1	2
1043	ближе к	1	2
1044	а поскольку	1	2
1045	все его	4	2
1046	ведь для	1	2
1047	состоящий из	1	2
1048	если у	1	2
1049	таблицы умножения	1	2
1050	до их	1	2
1051	в следующем	2	2
1052	в будущем	1	2
1053	даже вовсе	1	2
1054	первобытного мышления	1	2
1055	с одним	1	2
1056	простой и	2	2
1057	в третьем	4	2
1058	степени это	1	2
1059	большинстве случаев	1	2
1060	сомневается в	1	2
1061	благодаря которым	2	2
1062	сказать мы	1	2
1063	был не	1	2
1064	всю ее	1	2
1065	как системы	1	2
1066	это могло	1	2
1067	войне и	2	2
1068	от читателя	1	2
1069	не означает	1	2
1070	говоря в	1	2
1071	бы она	1	2
1072	зрения в	1	2
1073	по пути	1	2
1074	в рассказе	10	2
1075	именно что	1	2
1076	при такой	3	2
1077	время когда	1	2
1078	без этих	1	2
1079	перед лицом	1	2
1080	это действительно	1	2
1081	который так	1	2
1082	без этой	2	2
1083	бы ни	1	2
1084	с с	1	2
1085	не случайно	2	2
1086	он его	1	2
1087	этого героя	1	2
1088	по причине	2	2
1089	другой более	1	2
1090	возможна только	1	2
1091	он уже	3	2
1092	в определенный	1	2
1093	содержащий в	1	2
1094	анализа не	1	2
1095	героя в	6	2
1096	слов в	2	2
1097	и пространстве	6	2
1098	он на	1	2
1099	понятие которое	1	2
1100	что согласно	1	2
1101	и событий	1	2
1102	содержание и	1	2
1103	однако тут	1	2
1104	по отношению	5	2
1105	сознания однако	1	2
1106	обращается к	3	2
1107	к которым	1	2
1108	есть на	1	2
1109	которого не	1	2
1110	жизни мы	2	2
1111	необходимо также	1	2
1112	к нашему	1	2
1113	знак предполагает	1	2
1114	есть от	1	2
1115	в роли	2	2
1116	она обладает	1	2
1117	которое не	2	2
1118	у меня	2	2
1119	не понимает	1	2
1120	случае имеет	1	2
1121	вступает в	2	2
1122	вслед за	4	2
1123	и мыслится	1	2
1124	в данной	2	2
1125	она может	2	2
1126	от которой	2	2
1127	тот самый	2	2
1128	в глазах	7	2
1129	не имел	2	2
1130	в произведениях	3	2
1131	не из	1	2
1132	исключительно в	3	2
1133	жизни не	1	2
1134	в м	1	2
1135	человеческую жизнь	1	2
1136	своего рода	17	2
1137	в свое	1	2
1138	сейчас и	1	2
1139	ему что	1	2
1140	мог быть	1	2
1141	основе своей	1	2
1142	зависит от	3	2
1143	возникает в	1	2
1144	в художественной	1	2
1145	видя в	2	2
1146	который ничего	1	2
1147	слова а	1	2
1148	участие в	2	2
1149	когда же	2	2
1150	и смысл	1	2
1151	даже самая	1	2
1152	речь но	1	2
1153	всех прочих	1	2
1154	это всегда	1	2
1155	в войне	2	2
1156	в стороне	1	2
1157	забыть о	1	2
1158	говоря мы	1	2
1159	к мифу	1	2
1160	на фоне	2	2
1161	и этих	1	2
1162	и со	1	2
1163	и я	1	2
1164	со своей	3	2
1165	именно эта	2	2
1166	говорит об	1	2
1167	а так	1	2
1168	как результат	1	2
1169	человеческого мышления	1	2
1170	и другого	1	2
1171	друга но	1	2
1172	xx века	1	2
1173	и всеми	1	2
1174	случае если	1	2
1175	от боли	1	2
1176	элементов понятия	1	2
1177	не с	1	2
1178	у кого	1	2
1179	разговаривать не	1	2
1180	являются не	1	2
1181	во многом	1	2
1182	в плане	1	2
1183	может показаться	1	2
1184	начале или	1	2
1185	никому не	1	2
1186	присутствуют в	1	2
1187	нам как	2	2
1188	человек не	1	2
1189	бы от	1	2
1190	со своими	3	2
1191	хотя они	1	2
1192	который однако	1	2
1193	момент времени	1	2
1194	ней не	1	2
1195	в момент	1	2
1196	случае мы	1	2
1197	всей жизни	1	2
1198	жизнь которая	1	2
1199	этот момент	1	2
1200	строго говоря	2	2
1201	что человек	1	2
1202	что перед	1	2
1203	или иному	1	2
1204	все необходимые	1	2
1205	в предыдущей	1	2
1206	себе с	1	2
1207	разговоре с	2	2
1208	роль в	4	2
1209	них мы	1	2
1210	но у	1	2
1211	и стал	2	2
1212	ли не	3	2
1213	и сейчас	1	2
1214	было не	1	2
1215	символ может	1	2
1216	говорить не	1	2
1217	не должен	1	2
1218	но то	1	2
1219	века однако	1	2
1220	своих героев	2	2
1221	ни одного	2	2
1222	что ее	1	2
1223	даже с	1	2
1224	значимость только	1	2
1225	настолько что	1	2
1226	жизни как	2	2
1227	же она	1	2
1228	веяло чем-то	1	2
1229	от себя	1	2
1230	нем не	2	2
1231	они могут	2	2
1232	не давая	1	2
1233	о принципе	1	2
1234	бог а	1	2
1235	есть выражение	1	2
1236	то у	3	2
1237	есть его	1	2
1238	подчеркнуть что	2	2
1239	том случае	1	2
1240	наше внимание	1	2
1241	отношения между	1	2
1242	действий и	1	2
1243	евгении онегине	1	2
1244	что за	1	2
1245	или хотя	1	2
1246	также в	2	2
1247	человек в	3	2
1248	он вовсе	1	2
1249	мы делаем	1	2
1250	например как	1	2
1251	и отдельные	1	2
1252	текст и	1	2
1253	этом их	1	2
1254	стремится к	1	2
1255	сознания так	1	2
1256	i и	1	2
1257	действующих лиц	8	2
1258	не приходится	1	2
1259	характером и	1	2
1260	в которое	1	2
1261	т п	2	2
1262	не говорится	1	2
1263	об этих	1	2
1264	здесь также	1	2
1265	и направляет	1	2
1266	чем и	2	2
1267	в один	1	2
1268	имеет дело	1	2
1269	на рубеже	2	2
1270	себя но	2	2
1271	она сама	2	2
1272	в состав	5	2
1273	они и	2	2
1274	как с	1	2
1275	а по	2	2
1276	с и	1	2
1277	но также	1	2
1278	смысла то	1	2
1279	утверждает что	2	2
1280	о своей	3	2
1281	живой речи	1	2
1282	не объективна	2	2
1283	здесь может	1	2
1284	различные и	1	2
1285	время является	1	2
1286	жизни так	3	2
1287	только одно	1	2
1288	именно тем	1	2
1289	признать что	1	2
1290	внутренняя жизнь	2	2
1291	тому или	1	2
1292	в обоих	4	2
1293	действия и	1	2
1294	а во	5	2
1295	это сделал	1	2
1296	автора в	2	2
1297	образом не	1	2
1298	известной степени	1	2
1299	на более	1	2
1300	произведения и	1	2
1301	что я	4	2
1302	нам и	1	2
1303	художественном смысле	1	2
1304	то она	1	2
1305	в литературном	2	2
1306	в едином	2	2
1307	другими людьми	1	2
1308	произведения как	1	2
1309	и вот	2	2
1310	при встрече	3	2
1311	как у	6	2
1312	что каждый	1	2
1313	по словам	2	2
1314	а на	2	2
1315	и представления	1	2
1316	этого не	2	2
1317	термина в	1	2
1318	лишь с	1	2
1319	это происходит	1	2
1320	весьма характерное	1	2
