N	3gram	Propp_Isto	KulturaY
289	другой стороны к	1	1
290	на русском языке	1	1
291	отличается тем что	1	1
292	на своем месте	1	1
293	тому что она	1	1
294	все эти случаи	3	1
295	оказывается что эти	1	1
296	потому что у	2	1
297	ниже мы увидим	1	1
298	по его мнению	1	1
299	одной стороны она	1	1
300	тогда как в	1	1
301	еще ничего не	1	1
302	т д но	2	1
303	между прочим и	2	1
304	всяком случае в	1	1
305	здесь не сказано	1	1
306	по содержанию своему	1	1
307	это прежде всего	1	1
308	мы не можем	2	1
