N	2gram	Losev_Dial	Otkroven
487	то в	8	1
488	особенное значение	1	1
489	лишь с	1	1
490	в голову	2	1
491	все время	4	1
492	к его	2	1
493	есть не	8	1
494	хочешь идти	1	1
495	человек в	1	1
496	мысли не	1	1
497	в сознании	3	1
498	духа в	1	1
499	что она	18	1
500	есть та	2	1
501	всего он	1	1
502	а именно	3	1
503	чтобы все	3	1
504	к раскрытию	1	1
505	не самое	4	1
506	жизни и	9	1
507	всю жизнь	2	1
508	одна из	1	1
509	есть метод	1	1
510	в мире	3	1
511	в разных	6	1
512	состоит из	3	1
513	в одно	5	1
514	того ни	1	1
515	как в	3	1
516	как будто	7	1
517	тех которые	1	1
518	речь о	1	1
519	даже до	1	1
520	применима к	1	1
521	на то	5	1
522	говорят о	2	1
523	не стоит	2	1
524	не думаю	1	1
525	от этого	5	1
526	возможности и	1	1
527	нет у	1	1
528	но почему	1	1
529	интереса к	2	1
530	может привести	1	1
531	и я	3	1
532	чувств и	1	1
533	нуждается в	6	1
534	слишком много	1	1
535	всегда мыслил	1	1
536	нужно видеть	1	1
537	отличается от	3	1
538	да и	11	1
539	друг с	2	1
540	его жизни	1	1
541	ли он	1	1
542	в новом	1	1
543	нисколько не	7	1
544	и характер	1	1
545	сравнению с	2	1
546	но это	12	1
547	не бывало	2	1
548	природой и	1	1
549	в это	1	1
550	мир и	1	1
551	из него	1	1
552	покой и	1	1
553	себе и	5	1
554	страдании но	1	1
555	с другом	2	1
556	и чем	1	1
557	связаны и	1	1
558	чтобы не	6	1
559	на своем	1	1
560	но там	1	1
561	ничего нет	1	1
562	показал что	1	1
563	она и	2	1
564	само по	7	1
565	к которой	1	1
566	жизни не	1	1
567	опыт в	1	1
568	что пишет	1	1
569	лишь движение	1	1
570	к богу	3	1
571	из них	5	1
572	не оставить	1	1
573	что их	2	1
574	вовсе не	19	1
575	у обоих	1	1
576	вл соловьев	1	1
577	что как	2	1
578	уже не	3	1
579	в какую-то	2	1
580	в одной	4	1
581	указать на	1	1
582	мысли в	2	1
583	нее не	1	1
584	свое собственное	1	1
585	со всеми	2	1
586	с каким	1	1
587	быть ясно	1	1
588	и самый	1	1
589	бы ни	3	1
590	бы в	3	1
591	к другому	1	1
592	он делается	1	1
