N	3gram	Berdyaev_M	Psycholo
269	как детскую игру	1	1
270	и не то	1	1
271	что он слишком	1	1
272	у него нет	4	1
273	так же мало	1	1
274	в ней есть	1	1
275	есть по преимуществу	1	1
276	та или иная	1	1
277	в этом все	1	1
278	и идет к	1	1
279	жизни и в	1	1
280	также и в	2	1
281	человек и его	2	1
282	ни в чем	2	1
283	если бы не	1	1
284	человека не может	1	1
285	в вопросе о	1	1
286	у него есть	1	1
287	чтобы до конца	1	1
288	том смысле в	1	1
289	нельзя было бы	2	1
290	бы и не	1	1
291	для него проблема	1	1
292	в письме к	1	1
293	том что все	1	1
294	он думает что	1	1
295	но во всех	1	1
296	до конца к	1	1
297	ни с какой	1	1
298	и он же	3	1
299	же все время	1	1
300	к отрицанию не	1	1
301	это не дает	1	1
302	и для всякой	1	1
303	мыслей и чувств	1	1
304	для этого нужно	1	1
305	как и учение	1	1
306	но я не	1	1
307	тогда когда человек	1	1
308	и есть то	1	1
309	себе и все	1	1
310	что он был	1	1
311	разных точек зрения	1	1
312	не знает что	1	1
313	этим сказать что	1	1
314	а также в	1	1
315	что он сам	1	1
316	и в самой	1	1
317	которых он изображает	1	1
318	самому себе а	1	1
319	к человеку и	4	1
320	там и здесь	6	1
321	сомневаться в том	1	1
322	должны быть признаны	1	1
323	которое послужило поводом	1	1
324	того что составляет	1	1
325	того что есть	1	1
326	ставит нас перед	1	1
327	как и всякая	1	1
328	по природе своей	2	1
329	не могут понять	1	1
330	есть вместе с	1	1
331	в нем не	2	1
332	не было ничего	1	1
333	жизни а не	1	1
334	и у него	1	1
335	что ему удалось	1	1
336	он принадлежит к	1	1
337	и в основе	1	1
338	как и всегда	2	1
339	а не в	4	1
340	если бы для	1	1
341	у него не	1	1
342	сам не может	1	1
343	построен так что	1	1
344	из глубины своего	1	1
345	тем что он	2	1
346	их было в	1	1
347	жизнь и судьба	1	1
348	и это есть	1	1
349	и всякий раз	2	1
350	и на деле	1	1
351	не могу поверить	1	1
352	и от которой	1	1
353	когда говорил что	1	1
354	есть один из	2	1
355	и есть та	1	1
356	но не только	1	1
357	порождает из себя	1	1
358	он должен быть	1	1
359	посторонней силы этот	1	1
360	которых он сам	1	1
361	вся она в	1	1
362	сам не знает	2	1
363	сплошь и рядом	1	1
364	так и должно	1	1
365	он мог бы	1	1
366	себе что он	1	1
367	ни на что	1	1
368	это потому что	1	1
369	но по преимуществу	1	1
370	революции а не	1	1
371	ли может быть	2	1
372	всякий раз когда	1	1
373	искусство никогда не	1	1
374	яснее и проще	1	1
375	и не хотел	1	1
376	берет человека в	2	1
377	с гениальной силой	1	1
378	она все же	1	1
379	на что не	1	1
380	мысль что если	1	1
381	есть прежде всего	4	1
382	к другу как	1	1
383	в обычном смысле	1	1
384	так поступали те	1	1
385	на эту тему	1	1
386	не может найти	1	1
387	чтобы открыть что	1	1
388	в такой степени	2	1
389	не меньше чем	1	1
390	все равно что	2	1
391	не иное что	1	1
392	не в той	1	1
393	его к гибели	1	1
394	что в самых	1	1
395	и в учении	1	1
396	в нем есть	5	1
397	и там и	6	1
