N	2gram	Bakhtin_Pr	DiskursI
515	представление о	3	2
516	из той	1	2
517	чужому слову	1	2
518	без учета	1	2
519	в собственном	3	2
520	всегда в	1	2
521	мысли о	3	2
522	ему по	1	2
523	из канонических	1	2
524	собой не	1	2
525	большей или	6	2
526	тем или	1	2
527	установку на	2	2
528	так например	2	2
529	в записках	1	2
530	собою не	2	2
531	реальности и	2	2
532	не могли	2	2
533	до н.э	3	2
534	представления о	3	2
535	о которых	2	2
536	для того	1	2
537	и другой	4	2
538	одной и	1	2
539	с помощью	4	2
540	мы все	2	2
541	в различных	1	2
542	а между	3	2
543	углом зрения	4	2
544	самого начала	5	2
545	точке зрения	1	2
546	дистанция между	1	2
547	человеком и	1	2
548	жизни как	4	2
549	этот человек	1	2
550	все то	4	2
551	установка на	2	2
552	на него	2	2
553	слово не	1	2
554	из трех	1	2
555	для понимания	3	2
556	он сам	5	2
557	у этих	1	2
558	романа и	4	2
559	что даже	1	2
560	предания и	1	2
561	не то	3	2
562	своего развития	3	2
563	к нему	3	2
564	или иным	1	2
565	всего в	1	2
566	этих двух	5	2
567	в научной	1	2
568	к их	1	2
569	сознания с	1	2
570	на язык	4	2
571	в драме	1	2
572	должно быть	4	2
573	принадлежность к	1	2
574	время в	2	2
575	т.п то	1	2
576	этих жанровых	1	2
577	не соответствует	1	2
578	чем у	1	2
579	бытия и	5	2
580	человек как	1	2
581	с другими	6	2
582	как можно	1	2
583	у него	5	2
584	распространяется на	1	2
585	что она	2	2
586	как его	2	2
587	восходящей к	1	2
588	но для	2	2
589	человек в	2	2
590	же как	1	2
591	большинстве случаев	9	2
592	предыдущей главе	1	2
593	себе и	2	2
594	к мысли	1	2
595	на границе	4	2
596	а только	2	2
597	в чем	1	2
598	такова например	2	2
599	вопроса о	1	2
600	не был	3	2
601	и брань	2	2
602	остается в	2	2
603	в каждом	5	2
604	точкой зрения	1	2
605	не имея	1	2
606	вообще в	2	2
607	проявляется не	1	2
608	и пространства	2	2
609	не одного	2	2
610	до нас	3	2
611	он ничего	1	2
612	сюжета и	2	2
613	полифонического романа	2	2
614	личности и	2	2
615	речи и	3	2
616	хвалы и	2	2
617	главного героя	2	2
618	неотделим от	1	2
619	в современной	1	2
620	первого и	2	2
621	в новое	4	2
622	не совпадает	1	2
623	для литературы	1	2
624	или меньшей	6	2
625	восходят к	1	2
626	целом и	1	2
627	жизнь как	1	2
628	только с	3	2
629	строится на	1	2
630	что может	1	2
631	жанровых традиций	2	2
632	в первой	2	2
633	писателя в	1	2
634	они были	1	2
635	а как	4	2
636	развития в	1	2
637	в него	4	2
638	бы я	1	2
639	лицо и	1	2
640	их жанровой	1	2
641	жития святых	1	2
642	мы видели	2	2
643	здесь это	1	2
644	один голос	1	2
645	а потому	1	2
646	к лицу	1	2
647	как возможность	1	2
648	в последнем	1	2
649	как с	1	2
650	его из	1	2
651	в основном	1	2
652	в языке	1	2
653	его с	2	2
654	на ее	2	2
655	и при	2	2
656	прозы и	1	2
657	и романа	2	2
658	чтобы стать	1	2
659	романа в	2	2
660	нашего времени	1	2
661	из которых	2	2
662	поэтому в	1	2
663	разного рода	1	2
664	к различным	1	2
665	в отношении	3	2
666	к читателю	1	2
667	и делает	1	2
668	то с	1	2
669	позиции в	1	2
670	и строго	2	2
671	сами по	1	2
672	если бы	1	2
673	самим собой	1	2
674	это жанр	1	2
675	в россии	1	2
676	не делает	1	2
677	героев и	1	2
678	что могло	2	2
679	и они	4	2
680	от его	1	2
681	в xix	3	2
682	влияния на	1	2
683	себя и	3	2
684	организации сюжета	1	2
685	сцены и	1	2
686	в стихах	1	2
687	высказывание в	1	2
688	преступления и	3	2
689	в любой	1	2
690	непосредственно и	1	2
691	одним и	1	2
692	к устному	1	2
693	время и	3	2
694	отнести к	1	2
695	этих жанрах	3	2
696	зрения как	1	2
697	в роли	2	2
698	на основе	4	2
699	и теперь	1	2
700	и вся	4	2
701	вступает в	1	2
702	отношении к	2	2
703	и ему	1	2
704	к одному	2	2
705	новое время	4	2
706	целый ряд	1	2
707	жанровая ситуация	1	2
708	каждый из	1	2
709	литературы в	4	2
710	было и	1	2
711	и той	4	2
712	автора в	2	2
713	есть его	1	2
714	своими корнями	1	2
715	целое в	1	2
716	по ходу	1	2
717	не знаем	1	2
718	на этот	1	2
719	этого слова	3	2
720	друг друга	7	2
721	в особом	2	2
722	во времени	1	2
723	в самой	2	2
724	только о	1	2
725	могли быть	2	2
726	но на	2	2
727	значение в	4	2
728	выходит за	1	2
729	для художественного	1	2
730	хоть и	1	2
731	ни с	1	2
732	все это	11	2
733	в художественной	1	2
734	он как	2	2
735	сценах и	1	2
736	себя самого	3	2
737	что с	1	2
738	не слияние	1	2
739	ее в	4	2
740	видеть в	1	2
741	лицом к	1	2
742	в широком	2	2
743	же не	2	2
744	возможно только	1	2
745	просто как	1	2
746	наших дней	3	2
747	мифа и	2	2
748	это еще	2	2
749	по существу	7	2
750	которое было	1	2
751	с некоторыми	1	2
752	так в	1	2
753	на фоне	1	2
754	перед собой	1	2
755	к своему	4	2
756	со своей	2	2
757	по его	1	2
758	это было	3	2
759	вовсе не	12	2
760	как все	1	2
761	и вообще	3	2
762	тем более	2	2
763	здесь также	2	2
764	и другого	2	2
765	связаны с	3	2
766	чужой речи	2	2
767	и тех	1	2
768	и далекое	1	2
769	которого и	1	2
770	с самого	4	2
771	он ни	1	2
772	жанра здесь	1	2
773	за сценой	1	2
774	я к	1	2
775	этом мире	1	2
776	здесь можно	1	2
777	нельзя не	1	2
778	мы должны	4	2
779	быть и	2	2
780	в античности	6	2
781	и их	6	2
782	в науке	1	2
783	в драматургии	1	2
784	к области	2	2
785	этот жанр	2	2
786	человека с	3	2
787	по той	1	2
788	к чужому	1	2
789	такой же	1	2
790	речи не	1	2
791	на то	2	2
792	и относительно	1	2
793	включает в	1	2
794	человек не	1	2
795	не могло	1	2
796	за счет	1	2
797	есть не	1	2
798	и героиня	1	2
799	героя но	2	2
800	и второго	1	2
801	событие это	1	2
802	различии их	1	1
803	с которыми	1	1
804	которые составляли	1	1
805	мы обратимся	1	1
806	всего это	1	1
807	новое и	1	1
808	и другие	14	1
809	пределах одного	6	1
810	обращены к	1	1
811	туман и	1	1
812	преимущественно внешне	1	1
813	оно стремится	1	1
814	котором они	1	1
815	для нее	1	1
816	что если	1	1
817	интересуют в	1	1
818	мы и	4	1
819	мир как	1	1
820	здесь же	1	1
821	к словесному	1	1
822	оно достаточно	1	1
823	всего на	1	1
824	же и	1	1
825	изнутри и	1	1
826	жанра как	2	1
827	с героем	1	1
828	к этой	3	1
829	слову в	1	1
830	я знаю	1	1
831	человеческого характера	1	1
832	в применении	1	1
833	тому что	1	1
834	можем обозначить	1	1
835	каждом индивидуальном	1	1
836	даже в	3	1
837	в разных	4	1
838	линии развития	4	1
839	тем как	1	1
840	и был	1	1
841	кроме того	6	1
842	одно это	1	1
843	в большей	5	1
844	взгляд может	1	1
845	не завершает	1	1
846	литературу но	1	1
847	поэтому они	1	1
848	которые по	1	1
849	язык как	1	1
850	что человек	1	1
851	это пока	1	1
852	одному из	2	1
853	например с	1	1
854	преобразуются в	1	1
855	или иному	1	1
856	представлений о	2	1
857	сквозь призму	1	1
858	подняться к	1	1
859	своему собственному	1	1
860	целом его	1	1
861	не меняет	1	1
862	литературы для	1	1
863	как она	1	1
864	аристотелевском смысле	1	1
865	художественной литературы	2	1
866	установки на	2	1
867	своих границ	1	1
868	на свой	2	1
869	и радикально	1	1
870	предмет металингвистики	1	1
871	равно как	1	1
872	для осуществления	1	1
873	и там	1	1
874	все моменты	1	1
875	всей их	2	1
876	и полное	2	1
877	а иногда	1	1
878	форму и	1	1
879	на земле	14	1
880	к более	1	1
881	быть непосредственным	1	1
882	особое отношение	1	1
883	в жанровую	1	1
884	а их	1	1
885	где происходит	1	1
886	отношением к	1	1
887	их поступки	1	1
888	в освещении	1	1
889	и другим	1	1
890	в наиболее	1	1
891	жанр обладает	1	1
892	на определенной	1	1
893	но далеко	1	1
894	бы стать	1	1
895	целое и	1	1
896	этого типа	1	1
897	смерть как	1	1
898	к самому	5	1
899	всегда почти	1	1
900	прошлого в	1	1
901	она напротив	1	1
902	создает особый	1	1
903	поэтому диалог	1	1
904	этого жанрового	1	1
905	смерть в	2	1
906	другой жизни	1	1
907	жизни имеют	1	1
908	произведении и	1	1
909	творческой памяти	1	1
910	и слово	2	1
911	из героев	1	1
912	у достоевского	30	1
913	особый жанр	4	1
914	культуры в	1	1
915	нем нет	3	1
916	и смерть	1	1
917	поскольку мы	1	1
918	на материале	1	1
919	влияние уже	1	1
920	на все	4	1
921	и смерти	3	1
922	и образ	1	1
923	только благодаря	1	1
924	в такой	1	1
925	которые не	2	1
926	в жизнь	2	1
927	для автора	1	1
928	во все	5	1
929	не существует	1	1
930	и побуждает	1	1
931	то это	4	1
932	речью и	1	1
933	с книгой	1	1
934	ведущим и	1	1
935	не согласиться	1	1
936	применении к	1	1
937	широкое распространение	1	1
938	раз и	2	1
939	он был	1	1
940	духовной жизни	1	1
941	постоянному ее	1	1
942	мгновения и	1	1
943	даже и	3	1
944	не между	1	1
945	сводятся к	1	1
946	целого не	1	1
947	символическое значение	2	1
948	начиная от	1	1
949	греческого романа	1	1
950	для определенного	2	1
951	уже у	3	1
952	но эти	3	1
953	определенную позицию	1	1
954	периода его	1	1
955	этой сцены	3	1
956	она еще	1	1
957	средних веков	1	1
958	и стали	1	1
959	и трагедии	1	1
960	всего как	1	1
961	не об	1	1
962	при некоторых	1	1
963	предисловии к	1	1
964	от эпических	1	1
965	приходит на	2	1
966	европейских литератур	1	1
967	в ранних	2	1
968	сближает его	1	1
969	превращается в	5	1
970	и сюжет	1	1
971	несколько позже	1	1
972	его по	2	1
973	ее по	1	1
974	в смысле	2	1
975	не что	1	1
976	и внутренней	2	1
977	от своей	2	1
978	так же	4	1
979	на практике	1	1
980	даже с	1	1
981	здесь имеет	1	1
982	отметить что	3	1
983	описание это	1	1
984	возможности иного	1	1
985	и остается	1	1
986	некоторое время	2	1
987	с авторской	1	1
988	слов о	3	1
989	человека эта	2	1
990	и еще	2	1
991	не становится	1	1
992	этим создается	1	1
993	сюжетная ситуация	1	1
994	с самим	7	1
995	ней и	1	1
996	вернуться к	1	1
997	построения целого	1	1
998	недостаточно оцененное	1	1
999	наряду с	6	1
1000	сохраняется в	1	1
1001	для разработки	1	1
1002	находится в	1	1
1003	его истокам	1	1
1004	как от	1	1
1005	отношения в	1	1
1006	жанра поэтому	2	1
1007	теории и	1	1
1008	в атмосфере	4	1
1009	повести в	1	1
1010	согласиться с	1	1
1011	также весьма	1	1
1012	от них	2	1
1013	пародия на	1	1
1014	в сфере	1	1
1015	от себя	1	1
1016	являются уже	1	1
1017	в редуцированной	1	1
1018	теперь а	1	1
1019	или нет	1	1
1020	к этим	1	1
1021	в системе	1	1
1022	превратился в	1	1
1023	сцена в	3	1
1024	благодаря постоянному	1	1
1025	ни даже	1	1
1026	изображенное слово	1	1
1027	это своего	2	1
1028	но сама	1	1
1029	в заключение	4	1
1030	подлежит сомнению	1	1
1031	действительно в	1	1
1032	на них	2	1
1033	того о	1	1
1034	себе самом	2	1
1035	иной более	1	1
1036	индивидуальном произведении	1	1
1037	представить себе	1	1
1038	жанры художественной	1	1
1039	типа но	1	1
1040	последних вопросов	8	1
1041	о влиянии	2	1
1042	и автор	1	1
1043	от автора	2	1
1044	редуцируется но	1	1
1045	она и	1	1
1046	и речевого	1	1
1047	сюжет в	1	1
1048	что иное	1	1
1049	героев в	1	1
1050	после того	1	1
1051	был даже	1	1
1052	совершаются в	2	1
1053	до минимума	3	1
1054	европейской литературы	6	1
1055	даже к	2	1
1056	фамильярного контакта	9	1
1057	перерастает в	1	1
1058	оценки и	1	1
1059	элементы архаики	1	1
1060	менее очевидна	1	1
1061	единство высказывания	1	1
1062	авторства могут	1	1
1063	авторского слова	1	1
1064	позиция исключает	1	1
1065	целого а	1	1
1066	сюжет не	3	1
1067	второй план	1	1
1068	в особое	1	1
1069	него в	1	1
1070	могло бы	3	1
1071	подчеркнуть что	4	1
1072	между различными	1	1
1073	в последующие	2	1
1074	с народом	1	1
1075	не должна	2	1
1076	по мнению	1	1
1077	лежали в	1	1
1078	желал бы	1	1
1079	одному и	2	1
1080	они в	1	1
1081	жизни божества	1	1
1082	что жанр	1	1
1083	xix века	2	1
1084	случиться и	1	1
1085	именно через	1	1
1086	есть с	2	1
1087	необходимо подняться	1	1
1088	он несет	1	1
1089	и один	1	1
1090	там и	2	1
1091	в европейской	2	1
1092	его сознанию	1	1
1093	лежит в	1	1
1094	не была	2	1
1095	чем в	2	1
1096	и воспроизводится	1	1
1097	пародией на	1	1
1098	является и	1	1
1099	правильного понимания	3	1
1100	положение и	1	1
1101	и сочетания	1	1
1102	о возможности	1	1
1103	на разных	1	1
1104	живет и	1	1
1105	диалог как	2	1
1106	и отношения	1	1
1107	чужого высказывания	1	1
1108	выпадает из	2	1
1109	какое место	1	1
1110	всех его	3	1
1111	героя с	1	1
1112	сущности только	2	1
1113	про себя	1	1
1114	быть только	2	1
1115	слово там	1	1
1116	в глубокую	1	1
1117	город на	1	1
1118	но автор	2	1
1119	героя никогда	1	1
1120	в конце	5	1
1121	в таком	3	1
1122	времени как	1	1
1123	мере того	1	1
1124	между этими	2	1
1125	у тургенева	1	1
1126	исторического развития	1	1
1127	человек и	2	1
1128	литературе и	1	1
1129	учение о	1	1
1130	в связи	2	1
1131	лишь на	3	1
1132	между ними	14	1
1133	встречается в	1	1
1134	слово здесь	3	1
1135	прозаической речи	1	1
1136	себя как	2	1
1137	и последующего	1	1
1138	из главных	2	1
1139	между человеком	1	1
1140	сознания как	1	1
1141	своей духовной	1	1
1142	от этого	1	1
1143	эти начала	1	1
1144	уже давно	1	1
1145	три момента	1	1
1146	в двух	3	1
1147	и следовательно	1	1
1148	лишь для	1	1
1149	в первые	1	1
1150	в римской	1	1
1151	нечто смешное	1	1
1152	точек зрения	1	1
1153	достигает своего	1	1
1154	из одного	2	1
1155	звенья этой	1	1
1156	достаточно чтобы	2	1
1157	жизни то	1	1
1158	прозаического слова	1	1
1159	в других	2	1
1160	но к	4	1
1161	сих пор	8	1
1162	человека а	1	1
1163	а для	2	1
1164	бы в	2	1
1165	для правильного	3	1
1166	всех произведениях	1	1
1167	контакт между	1	1
1168	современной действительности	1	1
1169	и мир	1	1
1170	так грустно	1	1
1171	на которую	1	1
1172	поэтому при	1	1
1173	должен был	1	1
1174	именно как	3	1
1175	внешней и	2	1
1176	подражания а	1	1
1177	если оно	3	1
1178	голосов и	1	1
1179	на жанровые	2	1
1180	высказыванием и	1	1
1181	это были	2	1
1182	некоторых произведениях	1	1
1183	своей тематике	1	1
1184	делает его	1	1
1185	положения в	3	1
1186	сущности на	1	1
1187	очень часто	4	1
1188	действие в	3	1
1189	самый процесс	1	1
1190	времени для	1	1
1191	все остальные	2	1
1192	близко к	1	1
1193	значение однако	1	1
1194	и про	1	1
1195	не дает	3	1
1196	комедии и	1	1
1197	возникающие на	1	1
1198	для теории	1	1
1199	человека как	1	1
1200	под ней	1	1
1201	категории и	1	1
1202	в роман	2	1
1203	в развитии	5	1
1204	историческим и	1	1
1205	не ограниченного	1	1
1206	и существенно	1	1
1207	как объект	1	1
1208	на нем	1	1
1209	произведении пушкина	1	1
1210	я бы	1	1
1211	всех других	2	1
1212	мог стать	1	1
1213	и является	1	1
1214	цепи в	1	1
1215	других людей	2	1
1216	в приведенном	1	1
1217	и поль	1	1
1218	но только	2	1
1219	в европейском	1	1
1220	с собственно	1	1
1221	катарсиса в	1	1
1222	его жизнь	2	1
1223	даже не	1	1
1224	этом смысле	5	1
1225	проникнуть в	2	1
1226	от страха	1	1
1227	и образов	2	1
1228	он пишет	1	1
1229	видения мира	1	1
1230	мы еще	4	1
1231	и несколько	3	1
1232	занимает в	1	1
1233	мир на	1	1
1234	особое ощущение	1	1
1235	но без	1	1
1236	и глубоко	2	1
1237	когда внутреннее	1	1
1238	к литературе	1	1
1239	человеческих отношений	2	1
1240	и возрождения	1	1
1241	время на	1	1
1242	позиций в	1	1
1243	не входят	2	1
1244	как всегда	1	1
1245	пристальное внимание	1	1
1246	и временную	1	1
1247	но прежде	1	1
1248	о жанре	1	1
1249	как таинство	1	1
1250	почти всех	1	1
1251	так что	1	1
1252	в некотором	1	1
1253	образом в	2	1
1254	в общем	2	1
1255	своего героя	1	1
1256	например о	1	1
1257	миром в	1	1
1258	до наших	3	1
1259	речи именно	1	1
1260	для построения	2	1
1261	есть все	1	1
1262	формы и	3	1
1263	к человеку	2	1
1264	которые были	1	1
1265	с жанровой	1	1
1266	автора как	1	1
1267	неумирающие элементы	1	1
1268	там где	3	1
1269	ориентированы на	1	1
1270	для которых	1	1
1271	литературе а	1	1
1272	отрешиться от	1	1
1273	во время	1	1
1274	по нескольку	1	1
1275	этом не	2	1
1276	в сюжете	3	1
1277	нет не	1	1
1278	меньшей степени	6	1
1279	действия становится	1	1
1280	познания в	1	1
1281	становится объектом	1	1
1282	самим собою	6	1
1283	конкретное высказывание	1	1
1284	на слово	1	1
1285	можно только	1	1
