N	3gram	Vinokur_St	Vladivir
190	каком случае не	1	1
191	что в его	1	1
192	но вовсе не	1	1
193	в той же	2	1
194	был связан не	1	1
195	как и вообще	2	1
196	я не стану	1	1
197	по поводу этих	1	1
198	вызвать у читателей	1	1
199	к одному из	1	1
200	в том как	3	1
201	же это за	1	1
202	точки зрения но	1	1
203	к выводу что	1	1
204	того чтобы не	1	1
205	совсем другое дело	1	1
206	и в результате	1	1
207	вопросе о значении	1	1
208	не говорится о	1	1
209	в году как	1	1
210	дело не в	2	1
211	он не может	1	1
212	же время с	1	1
213	с самого же	1	1
214	а может быть	1	1
215	как и другие	1	1
216	не значит что	3	1
217	и все это	1	1
218	потому что она	1	1
219	только с точки	1	1
220	об этом у	1	1
221	но это вовсе	1	1
222	том что она	1	1
223	если бы и	2	1
224	не только с	2	1
225	вот что писал	2	1
226	вовсе не означал	1	1
227	является то что	1	1
228	в его время	1	1
229	что до него	1	1
230	не верил в	1	1
231	самого же начала	1	1
232	т д в	1	1
233	в приведенных выше	1	1
234	в каком случае	1	1
235	так например он	1	1
236	можно утверждать только	1	1
237	что он сам	1	1
238	нужно было бы	1	1
239	пушкина но в	1	1
240	но и вообще	1	1
241	некоторое представление о	1	1
242	с этой стороны	1	1
243	потому что он	1	1
244	но именно в	1	1
245	той или иной	1	1
246	о чем он	1	1
247	являются для нас	1	1
248	в то что	1	1
249	совсем в другом	1	1
250	к концу этого	1	1
251	обстановку в которой	1	1
252	во многих случаях	2	1
253	надо сказать что	1	1
254	в глазах самого	1	1
255	и никогда не	1	1
256	что в этой	2	1
257	не могло быть	1	1
258	виде в каком	2	1
259	что ни о	1	1
260	в которых он	1	1
261	на неопределенное время	1	1
262	и я не	2	1
263	этот вопрос в	2	1
264	так же это	1	1
265	в данном отношении	6	1
266	если не считать	1	1
267	ни в одном	2	1
268	в них нет	1	1
269	ясно что у	1	1
270	значит что мы	1	1
271	нужно сказать что	5	1
272	вопроса о значении	1	1
273	и не хочет	1	1
274	очень и очень	1	1
275	каждой из этих	1	1
276	то что для	1	1
277	очень долго и	1	1
278	с тех пор	1	1
279	в высшей степени	1	1
280	прежде всего его	1	1
281	но все же	3	1
282	был уже в	1	1
283	нет никаких оснований	1	1
284	в известном смысле	1	1
285	в каком же	1	1
286	о том как	1	1
287	на эти темы	1	1
288	было бы с	1	1
289	и о том	1	1
290	мнение о том	1	1
291	в истории русской	1	1
292	вопрос о значении	1	1
293	о которых он	1	1
294	общего дела в	1	1
295	прочим и в	1	1
296	является для нас	1	1
297	мы имеем дело	1	1
298	во многих отношениях	1	1
299	вовсе не так	1	1
300	конечно это не	1	1
301	был свободен от	1	1
302	после всех этих	1	1
303	этому поводу с	1	1
304	ответить на вопрос	1	1
305	внимание на то	1	1
306	что он делает	1	1
307	за год до	1	1
308	а если бы	1	1
309	тому что в	2	1
310	и без всяких	1	1
311	он сам называл	1	1
312	чуть ли не	2	1
313	но он не	1	1
314	но кроме того	1	1
315	я хотел бы	1	1
316	а в начале	1	1
317	мысль о том	1	1
318	и говорить о	1	1
319	дело только в	1	1
320	тем что в	2	1
321	и нужно спорить	1	1
322	и нужно сказать	2	1
323	и только в	3	1
324	смысле как мы	1	1
325	но и в	2	1
326	к тому времени	2	1
327	то что тот	1	1
328	вместо этого он	1	1
329	протяжении всей его	1	1
330	в том смысле	4	1
331	не мог не	1	1
332	выйти за пределы	1	1
333	можно предполагать что	1	1
334	не выходя за	1	1
335	в одно целое	1	1
336	и вовсе не	1	1
337	на основании анализа	1	1
338	сказать что этот	1	1
339	что он уже	1	1
340	что как раз	2	1
341	это стремление к	1	1
342	во время своего	1	1
343	между прочим следующее	1	1
344	и не могла	1	1
345	на протяжении всей	1	1
346	выходя за пределы	1	1
347	и в тех	1	1
348	все это очень	1	1
349	но только совсем	2	1
350	и не было	1	1
351	в иных случаях	2	1
352	в таких случаях	1	1
353	но как бы	1	1
354	в разных изданиях	1	1
355	д д благой	4	1
356	говорить о том	1	1
357	или вернее сказать	1	1
358	было время когда	1	1
359	на этот вопрос	2	1
360	года в которой	1	1
361	не столько с	1	1
362	но все это	2	1
363	вовсе не существует	1	1
364	не только была	1	1
365	не приходится удивляться	1	1
366	их в своей	1	1
367	вовсе еще не	1	1
368	если оно не	1	1
369	того что и	1	1
370	основана не на	1	1
371	а есть только	1	1
372	смысле этого слова	1	1
373	никогда не было	1	1
374	пушкина и его	3	1
375	при решении вопроса	1	1
376	далеко не все	1	1
377	по поводу того	1	1
378	и в котором	1	1
379	с которыми мы	1	1
380	со всеми его	1	1
381	однако и в	1	1
382	несомненно и то	1	1
383	только потому что	2	1
384	если судить по	1	1
385	большую роль в	1	1
386	него даже в	1	1
387	никогда не имела	1	1
388	как раз в	4	1
389	в своей статье	4	1
390	с этим не	1	1
391	же как и	1	1
392	тем обстоятельством что	1	1
393	видно что он	2	1
394	уже на первом	1	1
395	не создает никаких	1	1
396	в которой все	1	1
397	обнаруживает не только	1	1
398	не менее и	1	1
399	к первому изданию	1	1
400	в россии он	1	1
401	в таком виде	2	1
402	против того что	1	1
403	в течение почти	1	1
404	а вовсе не	1	1
405	том смысле как	1	1
406	мне кажется что	3	1
407	вовсе не только	2	1
408	чтобы можно было	2	1
409	я никогда не	1	1
410	грубо так что	1	1
411	было вполне естественно	1	1
412	нет ни одного	2	1
413	точку зрения в	2	1
414	и не может	1	1
415	вопрос о том	4	1
416	не стоило бы	1	1
417	должен был бы	1	1
418	в виду что	1	1
419	и в области	5	1
420	этой области можно	1	1
421	имеем дело с	2	1
422	ни о каком	1	1
423	потому что они	1	1
424	вот о чем	1	1
425	несколько слов о	1	1
