N	2gram	Berdyaev_O	VelikijI
317	впрямь приходил	1	1
318	вот наша	1	1
319	ли так	1	1
320	слабая душа	1	1
321	тобою прельщенный	1	1
322	вечно порочного	1	1
323	овладеть свободой	1	1
324	гордых и	1	1
325	простоте своей	1	1
326	сострадания к	1	1
327	для всякого	2	1
328	бесчинстве своем	1	1
329	к избранным	1	1
330	тебе была	1	1
331	не ты	1	1
332	по сравнению	1	1
333	в простоте	1	1
334	и великолепной	1	1
335	для того	3	1
336	и менее	1	1
337	этом мире	2	1
338	людей но	1	1
339	не по	1	1
340	образ и	1	1
341	антихрист у	1	1
342	восторгов невольника	1	1
343	был устроен	1	1
344	остальные слабые	1	1
345	не быть	1	1
346	руками с	1	1
347	у самого	1	1
348	и своим	1	1
349	кто знает	1	1
350	но от	1	1
351	и любовь	2	1
352	с каким-то	1	1
353	слишком высоко	1	1
354	ничего кроме	2	1
355	я ушел	1	1
356	на два	1	1
357	ушел от	1	1
358	что это	1	1
359	более всего	3	1
360	всякого вместе	1	1
361	хаос и	1	1
362	в разных	1	1
363	него в	5	1
364	что опять-таки	1	1
365	воротился к	1	1
366	вытерпеть того	1	1
367	его ужаснувшим	1	1
368	вместить столь	1	1
369	есть путь	1	1
370	в глазах	1	1
371	их было	1	1
372	о чем	1	1
373	тогда полторы	1	1
374	их жизни	1	1
375	наша тайна	1	1
376	земной вдоволь	1	1
377	в ее	2	1
378	есть один	1	1
379	и счастье	1	1
380	бунтовщиком разве	1	1
381	говорит о	1	1
382	как это	1	1
383	любви человека	1	1
384	тысяч да	1	1
385	но может	1	1
386	они побороли	1	1
387	чем у	1	1
388	от гордых	1	1
389	и тут	1	1
390	что человек	3	1
391	в которую	1	1
392	что люди	1	1
393	что наконец-то	1	1
394	в божественном	4	1
395	в человеке	9	1
396	свободы которого	1	1
397	отверг единственный	1	1
398	в одном	1	1
399	и свободное	1	1
400	у нас	1	1
401	что малосильны	1	1
402	прельщенный и	1	1
403	в этой	5	1
404	веры а	1	1
405	он за	1	1
406	потребность в	2	1
407	заслугу себе	1	1
408	разве бунтовщики	1	1
409	природу человека	1	1
410	кто бы	1	1
411	в виду	1	1
412	человеческого духа	3	1
413	силах вместить	1	1
414	еще больше	1	1
415	великолепной жертвы	1	1
416	тайна и	1	1
417	нет никакого	1	1
418	и слабые	1	1
419	на людей	1	1
420	и злом	2	1
421	пошел он	1	1
422	и чем	1	1
423	дух христов	1	1
424	людей ты	1	1
425	человека к	2	1
426	в русском	1	1
427	у него	22	1
428	сравниться в	1	1
429	идешь с	1	1
430	слабы и	1	1
431	не существует	1	1
432	свободы во	1	1
433	мучениями душевное	1	1
434	виновата слабая	1	1
435	то богов	1	1
436	любви к	1	1
437	ты поступил	1	1
438	их не	2	1
439	и всех	1	1
440	в своих	3	1
441	христа и	1	1
442	назад не	1	1
443	глазах слабого	1	1
444	быть никогда	1	1
445	голыми руками	1	1
446	свобода их	1	1
447	всего что	1	1
448	человеческой природы	20	1
449	свободы свободной	1	1
450	можешь с	1	1
451	окончательного устроения	1	1
452	ты лишь	1	1
453	в которой	2	1
454	все все	1	1
455	идти в	1	1
456	они невольники	1	1
457	вот что	1	1
458	и с	2	1
459	и можно	1	1
460	могут и	1	1
461	и осмыслить	1	1
462	может ли	1	1
463	или тебе	1	1
464	свободе человека	1	1
465	человеческого общества	1	1
466	людей а	1	1
467	отношение к	5	1
468	избранным и	1	1
469	он всегда	7	1
470	ко всем	2	1
471	чем виноваты	1	1
472	взял все	2	1
473	было для	2	1
474	несколько тысяч	1	1
475	вечной жизни	1	1
476	лишить людей	1	1
477	которого они	1	1
478	сделать вас	1	1
479	знает может	1	1
480	человеку дороже	1	1
481	места в	1	1
482	в мир	1	1
483	каким-то обетом	1	1
484	ибо ничего	1	1
485	устроен бунтовщиком	1	1
486	детей свободы	1	1
487	чудесной жаждал	1	1
488	него не	2	1
489	увеличил им	1	1
490	легенде о	3	1
491	никогда и	2	1
492	ничтожны и	1	1
493	потому поступил	1	1
494	ведет к	1	1
495	из всего	2	1
496	обременил ее	1	1
497	зло должно	1	1
498	но нет	1	1
499	и до	1	1
500	лишь к	1	1
501	бы от	1	1
502	достоинство человека	1	1
503	умножил ее	1	1
504	в процессе	1	1
505	высоко ибо	1	1
506	да неужто	1	1
507	царство человека	1	1
508	невыносимее свободы	1	1
509	обещал им	1	1
510	гордостью указать	1	1
511	не чудесной	1	1
512	в своем	2	1
513	вражда к	1	1
514	бунтовщики могут	1	1
515	человек и	4	1
516	против всяких	1	1
517	судил о	1	1
518	был в	1	1
519	ставит в	1	1
520	еще тогда	1	1
521	и от	3	1
522	богов а	1	1
523	лишь на	1	1
524	быть может	3	1
525	иному миру	1	1
526	опять-таки не	1	1
527	этих детей	1	1
528	этих словах	1	1
529	ничего не	2	1
530	неблагородного людского	1	1
531	даров? да	1	1
532	существует лишь	1	1
533	чтобы свободно	1	1
534	о людях	1	1
535	с ними	1	1
536	силам людей	1	1
537	племени с	1	1
538	так часто	1	1
539	всегда в	1	1
540	чего бы	1	1
541	зла в	2	1
542	хочешь идти	1	1
543	вспомни что	1	1
544	к человеческой	1	1
545	в сознании	1	1
546	духа в	1	1
547	которого боятся	1	1
548	и очень	2	1
549	рабских восторгов	1	1
550	для человеческого	2	1
551	единственный путь	1	1
552	твое но	1	1
553	о которой	2	1
554	о судьбе	1	1
555	была дороже	1	1
556	природы и	2	1
557	все же	2	1
558	возможны лишь	1	1
559	в одно	1	1
560	что могучие?	1	1
561	своей и	1	1
562	противоречия человеческой	1	1
563	мировой истории	1	1
564	и великий	3	1
565	как в	1	1
566	богом о	1	1
567	свободной веры	1	1
568	этого слова	1	1
569	в легенде	4	1
570	в бездну	1	1
571	своим что	1	1
572	жизни в	2	1
573	человека чтобы	1	1
574	находится в	1	1
575	этот есть	1	1
576	дороже всего	3	1
577	со злом	3	1
578	можно ли	2	1
579	эту истину	1	1
580	остальные? и	1	1
581	бы ни	1	1
582	жертвы их	1	1
583	ты увеличил	1	1
584	человеке и	5	1
585	и эта	1	1
586	к этому	2	1
587	всего только	1	1
588	он сравниться	1	1
589	человека есть	2	1
590	тобой а	1	1
591	стихии человеческого	1	1
592	говорит все	1	1
593	общества невыносимее	1	1
594	полторы тысячи	1	1
595	счастья и	1	1
596	порочного и	1	1
597	только несколько	1	1
598	небесный но	1	1
599	разрушение и	1	1
600	ли он	1	1
601	и воротился	1	1
602	виноваты остальные	1	1
603	своем не	1	1
604	ибо конечно	1	1
605	сравнению с	1	1
606	навсегда его	1	1
607	приходил ты	1	1
608	конечно они	1	1
609	и обременил	1	1
610	слабые люди	1	1
611	им ее	1	1
612	которого не	1	1
613	для раскрытия	1	1
614	себе и	1	1
615	для избранных?	1	1
616	любя их	1	1
617	душа что	1	1
618	он был	8	1
619	было всего	2	1
620	не случайно	1	1
621	столь страшных	1	1
622	тут ты	1	1
623	и устроения	1	1
624	ницше в	1	1
625	возжелал свободной	1	1
626	человека чудом	1	1
627	чем виновата	1	1
628	страшатся ибо	1	1
629	любви а	1	1
630	их во	1	1
631	веры тебе	1	1
632	наконец-то они	1	1
633	жизни не	1	1
634	ты судил	1	1
635	любви свободной	1	1
636	и ее	3	1
637	вовсе не	1	1
638	устроения и	1	1
639	могучие? чем	1	1
640	но к	1	1
641	есть не	1	1
642	сходятся тут	1	1
643	ты умножил	1	1
644	свободой ты	1	1
645	и дал	1	1
646	порочны ничтожны	1	1
647	и нет	2	1
648	это лишь	1	1
649	бы в	1	1
650	и идешь	1	1
651	иван карамазов	2	1
652	к нему	3	1
653	душевное царство	1	1
654	в заслугу	1	1
