N	2gram	Vinokur_St	Myslijsy
683	и говорить	1	3
684	в результате	5	3
685	ясно что	10	3
686	одной из	4	3
687	их не	1	3
688	о необходимости	1	3
689	ни малейшего	1	3
690	значения в	1	3
691	на свою	1	3
692	я могу	1	3
693	этом можно	1	3
694	они ни	1	3
695	раз при	1	3
696	а что	1	3
697	время с	1	3
698	тем в	1	3
699	ответить на	1	3
700	на человека	1	3
701	что этот	3	3
702	следовало бы	2	3
703	у царя	1	3
704	должно было	5	3
705	применении к	3	3
706	доказать что	2	3
707	г д	1	3
708	все свои	1	3
709	которая не	1	3
710	искусства и	1	3
711	уже о	6	3
712	и когда	1	3
713	и другом	1	3
714	так а	2	3
715	чтобы показать	1	3
716	так то	1	3
717	жизни то	1	3
718	именно так	1	3
719	быть в	2	3
720	он сам	1	3
721	от себя	1	3
722	бы это	2	3
723	к этим	1	3
724	не представляется	1	3
725	языка к	1	3
726	которые в	2	3
727	именно вследствие	1	3
728	несколько слов	1	3
729	которым мы	1	3
730	от его	2	3
731	тогда и	1	3
732	него самого	2	3
733	бы что	3	3
734	не была	2	3
735	что за	1	3
736	но для	3	3
737	с одним	1	3
738	каждое из	1	3
739	хотя не	1	3
740	о которой	3	3
741	его жизни	3	3
742	в двух	4	3
743	же касается	3	3
744	себе и	1	3
745	действительности и	1	3
746	что нет	2	3
747	но тогда	1	3
748	представляю себе	1	3
749	совсем не	3	3
750	многих случаях	2	3
751	к новым	1	3
752	как это	6	3
753	что эта	5	3
754	в приведенном	1	3
755	в форме	2	3
756	даже не	5	3
757	на стороне	1	3
758	я в	1	3
759	что создание	1	3
760	и др	1	3
761	но нет	2	3
762	не значит	3	3
763	в общем	2	3
764	же мы	1	3
765	значит что	3	3
766	та и	1	3
767	разве только	1	3
768	наше время	1	3
769	доказывает что	1	3
770	на чем	2	3
771	не нашел	2	3
772	при некотором	1	3
773	значения и	1	3
774	в прозу	1	3
775	которых мы	1	3
776	ср с	2	3
777	видно из	1	3
778	и из	1	3
779	утверждает что	1	3
780	для них	2	3
781	в отношении	11	3
782	такого же	1	3
783	должен был	5	3
784	имел бы	1	3
785	ни о	1	3
786	их и	2	3
787	ближайшим образом	2	3
788	как о	2	3
789	связанные с	3	3
790	в известном	3	3
791	а если	2	3
792	бы с	1	3
793	языка а	1	3
794	значение этого	1	3
795	это то	1	3
796	таком виде	2	3
797	не должно	1	3
798	это только	1	3
799	у меня	3	3
800	а может	1	3
801	окажется что	1	3
802	время в	1	3
803	именно на	1	3
804	что многие	1	3
805	ни были	2	3
806	что такая	1	3
807	что здесь	2	3
808	без всякого	2	3
809	не совсем	1	3
810	направлении и	1	3
811	именно то	1	3
812	здесь не	1	3
813	в свой	2	3
814	не имел	1	3
815	уже при	2	3
816	невозможна без	1	3
817	в свое	3	3
818	что ему	2	3
819	я прежде	1	3
820	этой стороны	1	3
821	различие между	1	3
822	ни с	3	3
823	ее в	2	3
824	не нужен	1	3
825	о значении	3	3
826	что значит	2	3
827	видеть в	1	3
828	и всегда	2	3
829	что собственно	1	3
830	кажется будто	1	3
831	или иначе	3	3
832	не составляют	1	3
833	ему самому	1	3
834	а то	3	3
835	жизни поэта	1	3
836	случае не	3	3
837	нет возможности	2	3
838	много слов	1	3
839	и я	5	3
840	разницы между	1	3
841	в новом	4	3
842	нисколько не	3	3
843	должен быть	3	3
844	в пример	1	3
845	в одной	3	3
846	еще до	4	3
847	что от	2	3
848	отличие от	1	3
849	это в	4	3
850	не находит	1	3
851	пор не	1	3
852	до появления	1	3
853	в развитии	2	3
854	этого образа	2	3
855	и совершенно	1	3
856	все содержание	1	3
857	это стремление	1	3
858	как будто	5	3
859	место из	2	3
860	для этого	2	3
861	нетрудно заметить	1	3
862	люди которые	3	2
863	какого бы	1	2
864	является в	1	2
865	еще раз	1	2
866	можно говорить	1	2
867	бы несколько	1	2
868	языка что	1	2
869	значение для	2	2
870	и имеет	1	2
871	степени как	1	2
872	его за	1	2
873	действие и	1	2
874	время не	1	2
875	потому не	1	2
876	а есть	1	2
877	не годится	1	2
878	его от	1	2
879	говорить что	1	2
880	смотрел на	4	2
881	этом основании	1	2
882	разной мере	1	2
883	с требованиями	1	2
884	а во-вторых	2	2
885	и сам	4	2
886	самостоятельно и	1	2
887	всякий раз	2	2
888	каждом отдельном	1	2
889	уже на	1	2
890	если он	1	2
891	принадлежат к	1	2
892	стороны в	2	2
893	я от	1	2
894	существует лишь	1	2
895	роль в	1	2
896	кого не	1	2
897	внимание что	1	2
898	отличается от	2	2
899	в это	3	2
900	где оно	1	2
901	освобождается от	1	2
902	говорится о	1	2
903	которая в	1	2
904	не могли	1	2
905	стороны но	1	2
906	языка может	1	2
907	и такие	2	2
908	доходят до	1	2
909	более для	1	2
910	глазах самого	1	2
911	совсем в	1	2
912	им самим	2	2
913	что первая	1	2
914	и другой	1	2
915	времени в	1	2
916	к своей	1	2
917	одной только	1	2
918	одним только	1	2
919	от той	1	2
920	в глаза	1	2
921	но этот	1	2
922	его собственной	3	2
923	нам что	1	2
924	в прошлом	1	2
925	факт что	6	2
926	я с	3	2
927	с этими	1	2
928	во времена	4	2
929	как я	1	2
930	это что	1	2
931	на две	1	2
932	который в	1	2
933	в отдельных	2	2
934	воспоминания о	1	2
935	первого то	1	2
936	в движении	1	2
937	вопроса о	3	2
938	на каждое	1	2
939	себя в	1	2
940	едва ли	1	2
941	смысле как	1	2
942	приведены в	1	2
943	и вкуса	1	2
944	в подобных	1	2
945	в науках	1	2
946	ближе к	1	2
947	указать на	1	2
948	но еще	1	2
949	значения этих	1	2
950	с тех	1	2
951	других источников	1	2
952	это обстоятельство	1	2
953	которого он	1	2
954	пора когда	1	2
955	и за	3	2
956	для своего	2	2
957	не выходя	1	2
958	тому же	2	2
959	видит в	1	2
960	мы на	1	2
961	зрения но	1	2
962	на которое	2	2
963	и говорит	1	2
964	внешних влияний	1	2
965	из прежних	1	2
966	на пути	1	2
967	на другую	1	2
968	них это	2	2
969	я не	13	2
970	же как	5	2
971	сделать его	1	2
972	если я	1	2
973	точек зрения	1	2
974	и отдельные	1	2
975	следует однако	1	2
976	к истине	1	2
977	же образ	1	2
978	вообще в	1	2
979	только путем	1	2
980	что поэтому	2	2
981	тут же	1	2
982	не видит	1	2
983	ни для	2	2
984	был уже	1	2
985	бы она	1	2
986	близко к	1	2
987	например мы	1	2
988	очевидно не	2	2
989	я думаю	11	2
990	на той	1	2
991	возвращаясь к	1	2
992	имеем дело	2	2
993	вообще можно	2	2
994	о ее	1	2
995	еще для	1	2
996	же это	3	2
997	по своей	2	2
998	то или	3	2
999	должны были	1	2
1000	истории и	2	2
1001	и стремление	1	2
1002	мысли чтобы	1	2
1003	но столь	2	2
1004	и почему	4	2
1005	в первой	12	2
1006	этих словах	2	2
1007	которая на	1	2
1008	бы оно	1	2
1009	действительно есть	1	2
1010	который был	2	2
1011	и насколько	2	2
1012	с с	1	2
1013	кто знает	2	2
1014	для чего	1	2
1015	следующее место	2	2
1016	себе как	1	2
1017	всех этих	2	2
1018	могли быть	1	2
1019	времени для	1	2
1020	что этим	1	2
1021	не ради	1	2
1022	на ее	1	2
1023	с такой	1	2
1024	и кто	1	2
1025	что цель	1	2
1026	из которых	1	2
1027	его словам	1	2
1028	нам до	1	2
1029	отличаются от	1	2
1030	в основание	1	2
1031	это положение	2	2
1032	показать что	1	2
1033	значения как	2	2
1034	обращается к	1	2
1035	судить по	3	2
1036	в одних	1	2
1037	деятельность мысли	1	2
1038	целый мир	1	2
1039	состоит из	1	2
1040	нет ни	3	2
1041	есть такой	1	2
1042	никем не	2	2
1043	зависимости от	2	2
1044	чтобы убедиться	1	2
1045	как следствие	2	2
1046	это самое	1	2
1047	свое время	3	2
1048	это и	5	2
1049	ни к	1	2
1050	его и	1	2
1051	нее то	1	2
1052	нас не	3	2
1053	где нет	2	2
1054	уважение к	1	2
1055	словам в	2	2
1056	такую же	1	2
1057	чем то	1	2
1058	на отношения	1	2
1059	что самое	1	2
1060	истории но	1	2
1061	не знали	2	2
1062	художественных произведений	1	2
1063	из его	3	2
1064	ими в	1	2
1065	хотя это	2	2
1066	мне представляется	1	2
1067	ни одно	1	2
1068	которые должны	1	2
1069	не будем	1	2
1070	и об	7	2
1071	котором она	1	2
1072	целый ряд	3	2
1073	только тем	2	2
1074	теперь не	1	2
1075	что когда	1	2
1076	каждый из	1	2
1077	им в	2	2
1078	образом уже	1	2
1079	раз когда	1	2
1080	на более	1	2
1081	и там	1	2
1082	нет и	1	2
1083	о причинах	1	2
1084	речи в	1	2
1085	словами и	1	2
1086	не за	1	2
1087	их с	1	2
1088	бы на	1	2
1089	такие которые	1	2
1090	относиться к	1	2
1091	только с	4	2
1092	и после	1	2
1093	от степени	2	2
1094	в остальных	3	2
1095	ж не	1	2
1096	д и	2	2
1097	похоже на	3	2
1098	нам только	1	2
1099	пример в	1	2
1100	в прямом	2	2
1101	и было	1	2
1102	сам в	3	2
1103	наших глазах	2	2
1104	еще и	5	2
1105	от которого	2	2
1106	не для	3	2
1107	или с	2	2
1108	переход к	1	2
1109	к его	2	2
1110	которое должно	1	2
1111	о нем	1	2
1112	видеть что	1	2
1113	как у	1	2
1114	где он	2	2
1115	в полном	1	2
1116	есть но	1	2
1117	история литературы	2	2
1118	с их	2	2
1119	по словам	7	2
1120	том в	1	2
1121	а на	4	2
1122	в г	10	2
1123	без всяких	2	2
1124	и первое	1	2
1125	говорим о	1	2
1126	должно следовать	1	2
1127	больше в	1	2
1128	этом не	1	2
1129	с теми	1	2
1130	не те	1	2
1131	же будет	1	2
1132	этом в	1	2
1133	приходим к	1	2
1134	показаться странным	1	2
1135	и могут	1	2
1136	если она	1	2
1137	не создает	1	2
1138	причем и	1	2
1139	тех же	1	2
1140	той и	1	2
1141	века не	1	2
1142	быть для	1	2
1143	ему не	3	2
1144	о состоянии	2	2
1145	этих двух	4	2
1146	не дают	1	2
1147	в самое	1	2
1148	п и	1	2
1149	и эти	2	2
1150	только к	2	2
1151	в разной	1	2
1152	при посредстве	1	2
1153	них в	1	2
1154	будет видно	1	2
1155	не могу	2	2
1156	то нужно	2	2
1157	на такие	1	2
1158	дело не	4	2
1159	связано с	1	2
1160	быть и	2	2
1161	от всех	1	2
1162	во второй	10	2
1163	когда он	1	2
1164	на меня	2	2
1165	же значение	1	2
1166	всего его	1	2
1167	кажется не	1	2
1168	но дело	1	2
1169	таких случаях	1	2
1170	не станет	1	2
1171	которую я	1	2
1172	что из	1	2
1173	и всякая	1	2
1174	развивается в	1	2
1175	встречаем и	1	2
1176	могло быть	3	2
1177	каждого из	3	2
1178	совсем другое	1	2
1179	и самого	1	2
1180	бы он	1	2
1181	того времени	8	2
1182	звуков а	1	2
1183	ее из	1	2
1184	какой бы	1	2
1185	и начинается	1	2
1186	другой и	1	2
1187	пришел к	1	2
1188	нуждается в	2	2
1189	что пока	1	2
1190	ли в	3	2
1191	со мною	1	2
1192	еще несколько	2	1
1193	выражается на	1	1
1194	одной точки	1	1
1195	в особенности	1	1
1196	и другие	3	1
1197	быть иначе	2	1
1198	было они	1	1
1199	зрения на	1	1
1200	сказать будто	2	1
1201	от необходимости	1	1
1202	на эти	7	1
1203	в спорах	1	1
1204	находясь в	1	1
1205	этому требованию	1	1
1206	нужно ли	1	1
1207	и самому	1	1
1208	будто на	2	1
1209	всех случаях	1	1
1210	том чем	1	1
1211	деле я	1	1
1212	без исключения	1	1
1213	признание этого	1	1
1214	нужно искать	4	1
1215	ряда наук	1	1
1216	с самим	1	1
1217	из всех	1	1
1218	нее в	1	1
1219	самое существование	1	1
1220	которым они	1	1
1221	ни стало	1	1
1222	отсюда как	1	1
1223	в теперешнем	2	1
1224	и стремится	1	1
1225	него в	1	1
1226	с той	3	1
1227	остановиться на	1	1
1228	менее и	1	1
1229	далее в	4	1
1230	исторического романа	2	1
1231	известной книги	1	1
1232	из наличного	1	1
1233	которой все	1	1
1234	есть известная	1	1
1235	у пушкина	17	1
1236	где бы	1	1
1237	не изменяется	1	1
1238	разговора с	1	1
1239	а там	1	1
1240	которых всегда	1	1
1241	в настоящем	1	1
1242	чтобы в	1	1
1243	которым говорит	1	1
1244	он уже	1	1
1245	в духе	2	1
1246	он имеет	1	1
1247	быть признана	1	1
1248	есть очень	1	1
1249	жизнь если	1	1
1250	е не	2	1
1251	по их	1	1
1252	довольно близко	1	1
1253	многих подобных	1	1
1254	внимания к	1	1
1255	а но	1	1
1256	в построении	1	1
1257	почти ничего	1	1
1258	и стоят	1	1
1259	бы все	3	1
1260	или другие	1	1
1261	том каким	1	1
1262	в числе	4	1
1263	меня в	2	1
1264	случаях в	1	1
1265	самого и	2	1
1266	что почти	1	1
1267	притом в	1	1
1268	и очень	5	1
1269	кроме самого	1	1
1270	общие и	1	1
1271	здесь дело	2	1
1272	стих не	1	1
1273	но очень	1	1
1274	мы так	1	1
1275	собою разумеется	2	1
1276	чем не	2	1
1277	как более	2	1
1278	впечатление которое	1	1
1279	речь идет	6	1
1280	что оба	2	1
1281	он по	2	1
1282	невозможно сомневаться	1	1
1283	свою собственную	3	1
1284	не его	1	1
1285	всех их	1	1
1286	в письме	5	1
1287	только теперь	1	1
1288	в выборе	2	1
1289	казалось бы	1	1
1290	было быть	1	1
1291	г в	10	1
1292	понять как	1	1
1293	образом при	1	1
1294	если при	1	1
1295	найти эти	1	1
1296	действительности в	1	1
1297	на мой	1	1
1298	если судить	1	1
1299	большого значения	1	1
1300	было не	3	1
1301	представляется возможным	1	1
1302	некоторые из	1	1
1303	кто счел	1	1
1304	больше чем	3	1
1305	такие случаи	2	1
1306	чтобы найти	1	1
1307	из других	1	1
1308	в силе	1	1
1309	или вернее	1	1
1310	знал что	1	1
1311	отвечая на	1	1
1312	основную форму	1	1
1313	существование и	1	1
1314	свои личные	1	1
1315	которой он	1	1
1316	некотором внимании	1	1
1317	подходят под	2	1
1318	он был	5	1
1319	сам не	1	1
1320	что мне	1	1
1321	материал но	1	1
1322	в творчестве	1	1
1323	в понимании	1	1
1324	не должен	2	1
1325	лучшее средство	1	1
1326	с личной	1	1
