N	3gram	Voloshinov	Psycholo
239	тем же самым	1	2
240	так же обстоит	1	2
241	быть сведена к	1	2
242	как мы видели	4	2
243	таким образом как	1	2
244	тот и другой	1	2
245	в той степени	1	2
246	этого слова и	1	2
247	и в свою	1	2
248	может быть признано	1	2
249	точки зрения и	1	2
250	это делают некоторые	1	1
251	что в каждом	1	1
252	мы знаем по	1	1
253	забывать что это	1	1
254	понятно если мы	1	1
255	социальной жизни но	1	1
256	марксистской науки об	1	1
257	мы на самом	1	1
258	в направлении к	8	1
259	наук о духе	1	1
260	исходит из критики	1	1
261	таким образом два	1	1
262	останавливаться на характеристике	1	1
263	и тогда когда	1	1
264	тесной связи с	2	1
265	не менее чем	1	1
266	как мы говорили	1	1
267	и значение в	1	1
268	теоретической и практической	1	1
269	именно это содержание	1	1
270	никогда не бывают	1	1
271	мы не найдем	2	1
272	если мы скажем	2	1
273	в сущности ничего	1	1
274	она могла бы	1	1
275	прав в том	2	1
276	как бы на	2	1
277	еще почти не	1	1
278	в коем случае	2	1
279	в результате мы	1	1
280	в этом процессе	1	1
281	очень далека от	1	1
282	мы уже показали	1	1
283	совершенно так же	1	1
284	это не есть	1	1
285	в какой степени	2	1
286	правильного понимания и	1	1
287	дело и в	1	1
288	по отношению ко	1	1
289	быть отделен от	1	1
290	то есть оно	1	1
291	этом она приобретает	1	1
292	в своем чистом	1	1
293	в достаточной мере	1	1
294	что здесь как	1	1
295	а не наоборот	2	1
296	как мы уже	3	1
297	система таким образом	1	1
298	направлено не на	1	1
299	дело вовсе не	1	1
300	как бы не	1	1
301	в которой мы	1	1
302	почти исключительно в	1	1
303	жизни если бы	1	1
304	не следует что	2	1
305	этом отношении и	1	1
306	если бы это	2	1
307	в особенности же	1	1
308	для правильного понимания	1	1
309	представители этой школы	1	1
310	чтобы убедиться в	1	1
311	том числе и	3	1
312	не могла быть	1	1
313	между этими двумя	2	1
314	одну из этих	1	1
315	это же самое	1	1
316	в двух направлениях	2	1
317	тесно связаны с	1	1
318	в данную эпоху	1	1
319	он исходит из	1	1
320	точки зрения в	1	1
321	же нелепо как	1	1
322	даже для простейшего	1	1
323	какой степени не	1	1
324	мы полагаем что	2	1
325	не в их	1	1
326	может быть как	1	1
327	сущности ничего не	1	1
328	хотя бы только	1	1
329	одну и ту	1	1
330	во времени и	1	1
331	эта история с	1	1
332	что вопрос о	1	1
333	но все же	4	1
334	должно быть направлено	1	1
335	как мы узнаем	1	1
336	конце концов к	1	1
337	с ними в	1	1
338	строй и порядок	1	1
339	него в этом	1	1
340	уже о том	1	1
341	принципиальное различие между	1	1
342	сказать что большинство	1	1
343	как вещь а	1	1
344	нет места для	1	1
345	приводит его к	1	1
346	разрешения этой проблемы	1	1
347	в своей душе	1	1
348	в гораздо более	1	1
349	так если бы	1	1
350	чуть ли не	2	1
351	не имеют никакого	1	1
352	что почти все	1	1
353	взглянуть и на	1	1
354	и во всяком	1	1
355	это положение не	1	1
356	не имеют ничего	1	1
357	мы скажем что	1	1
358	и порядок в	1	1
359	одна из основных	1	1
360	и ту же	1	1
361	как мы знаем	6	1
362	с объективной точки	3	1
363	в данный момент	2	1
364	при таком подходе	1	1
365	таким образом по	1	1
366	мы так же	1	1
367	не находит себе	1	1
368	и следовательно по	1	1
369	contradictio in adjecto	1	1
370	на том что	1	1
371	во всех других	1	1
372	нет ничего общего	1	1
373	в себе и	1	1
374	если мы возьмем	2	1
375	в ту или	1	1
376	ни в коем	2	1
377	точки зрения тех	2	1
378	в основе всех	1	1
379	и тем более	1	1
380	с двух сторон	1	1
381	легли в основу	1	1
382	связи с этим	3	1
383	в этом и	1	1
384	своем чистом виде	1	1
385	во всех своих	1	1
386	мы переходим к	1	1
387	независимо от того	1	1
388	у них нет	1	1
389	что именно эти	1	1
390	одно из важнейших	1	1
391	же мы возьмем	1	1
392	со всех сторон	2	1
393	вызывают к жизни	1	1
394	в одной из	1	1
395	сделать из этого	1	1
396	в достаточной степени	2	1
397	в первой части	1	1
398	мы только что	1	1
399	может быть отделен	1	1
400	внутреннее противоречие которое	1	1
401	уже говорили что	1	1
402	и не без	1	1
403	и все остальные	1	1
404	мы убедимся что	2	1
405	у нас не	3	1
406	критики второго направления	1	1
407	в первую очередь	1	1
408	у него нет	1	1
409	совершенно независимо от	2	1
410	в этом вопросе	2	1
411	объективной точки зрения	5	1
412	и здесь и	1	1
413	в широком смысле	2	1
414	далеко за пределы	2	1
415	в каком направлении	1	1
416	сказать что и	1	1
417	не было указано	1	1
418	таким образом оказывается	1	1
419	при этом из	1	1
420	коем случае не	1	1
421	жизни и в	1	1
422	первой и второй	1	1
423	и потому как	1	1
424	одной стороны оно	1	1
425	не существует для	2	1
426	в другом случае	1	1
427	из виду что	1	1
428	этого вопроса сводится	1	1
429	в этой главе	1	1
430	становятся как бы	1	1
431	может быть понято	3	1
432	и в сознании	1	1
433	самом деле какой	1	1
434	может войти в	1	1
435	и художественный образ	1	1
436	в нашей душе	1	1
437	из всего сказанного	2	1
438	точки зрения своего	2	1
439	то что обычно	1	1
440	себе выход в	1	1
441	поколения в поколение	1	1
442	и другую в	1	1
443	привело бы к	1	1
444	с нашей точки	1	1
445	отнюдь не является	5	1
446	они еще не	1	1
447	как это делают	1	1
448	какого бы то	2	1
449	ни о какой	1	1
450	его значение и	1	1
451	оказалось бы что	1	1
452	и в таком	1	1
453	в этом слове	1	1
454	это было так	1	1
455	и более или	1	1
456	не так если	1	1
457	ли отсюда что	2	1
458	мы говорили о	2	1
459	нашей точки зрения	1	1
460	можно прямо сказать	1	1
461	происходит как бы	1	1
462	до наших дней	1	1
463	степени в какой	1	1
464	ни к каким	1	1
465	в том числе	3	1
466	как и всякое	1	1
467	и не имеет	1	1
468	мы тем самым	1	1
469	самом деле даже	1	1
470	той степени в	1	1
471	но к ним	1	1
472	то же слово	2	1
473	так же нелепо	1	1
474	ним не только	1	1
475	что и до	1	1
476	но и эта	1	1
477	уже с самого	2	1
478	зависимости от той	1	1
479	случае у нас	1	1
480	он относится к	1	1
481	мы можем сказать	2	1
482	которых мы упоминали	1	1
483	там и здесь	1	1
484	между собой не	1	1
485	но как мы	1	1
486	что оно является	1	1
487	и прежде всего	4	1
488	по природе своей	1	1
489	в его произведениях	1	1
490	в каждую эпоху	1	1
491	и в науке	1	1
492	социальной жизни в	1	1
493	именно для того	2	1
494	и как мы	1	1
495	точки зрения возможны	1	1
496	следует ли отсюда	2	1
497	и в основе	1	1
498	в нервной системе	1	1
499	а не в	3	1
500	и остается только	1	1
501	вовсе не является	3	1
502	лицом к лицу	1	1
503	в другом месте	1	1
504	и в первом	1	1
505	к чему не	1	1
506	находят свое выражение	1	1
507	тем что он	1	1
508	или хотя бы	2	1
509	быть не может	1	1
510	само есть часть	1	1
511	почти все современные	1	1
512	тому что в	1	1
513	до известной степени	2	1
514	широком смысле слова	1	1
515	с помощью которых	1	1
516	бы это было	1	1
517	подвести итоги нашему	1	1
518	к тому или	1	1
519	не приходится говорить	2	1
520	выражение но и	1	1
521	между организмом и	1	1
522	и есть та	1	1
523	все это является	1	1
524	но только с	1	1
525	еще не стал	1	1
526	нет согласия и	1	1
527	речь идет об	1	1
528	в сущности это	1	1
529	в русской литературе	1	1
530	было так то	1	1
531	ни к чему	1	1
532	входящих в него	1	1
533	и объективная психология	1	1
534	и его школы	1	1
535	что он является	1	1
536	только при условии	1	1
537	в одной плоскости	1	1
538	по преимуществу в	1	1
539	и вовсе не	1	1
540	ту или иную	1	1
541	что же касается	1	1
542	быть сведены к	2	1
543	какой бы то	3	1
544	является выражением той	1	1
545	и не в	3	1
546	но когда оно	1	1
547	необходимо прежде всего	2	1
548	отнюдь не как	1	1
549	таком случае это	2	1
550	имеют ничего общего	1	1
551	конечно не в	1	1
552	то с другой	1	1
553	но если мы	1	1
554	если мы прибавим	1	1
555	или как говорит	1	1
556	всяком случае все	1	1
557	но к этому	1	1
558	между тем мы	1	1
559	эти категории и	1	1
560	в противном случае	2	1
561	имеют никакого отношения	1	1
562	и с точки	1	1
563	и к проблеме	1	1
564	идет именно о	1	1
565	влечет за собою	1	1
566	и тот и	1	1
567	в душевной жизни	1	1
568	в тесной связи	3	1
569	точки зрения она	1	1
570	никакого отношения к	1	1
571	есть прежде всего	2	1
572	не сводится к	1	1
573	но во всяком	1	1
574	из поколения в	1	1
575	или совсем не	1	1
576	только при этом	2	1
577	же касается до	2	1
578	не выдерживают критики	1	1
579	его социальных функций	1	1
580	из поля нашего	1	1
581	было бы формулировать	1	1
582	тому что все	1	1
583	то что они	1	1
584	не должна быть	1	1
585	тех изменений которые	1	1
586	дела в самом	1	1
587	между языком и	1	1
588	в сущности всегда	1	1
589	и там и	1	1
590	к жизни и	1	1
591	все другие элементы	1	1
