N	2gram	Bakhtin_Fr	RusskieA
277	другие в	1	4
278	в основном	4	4
279	и при	1	4
280	и другим	1	4
281	не на	2	4
282	так называемый	1	4
283	праздник в	1	4
284	вряд ли	1	4
285	бросается в	1	4
286	в основе	8	4
287	на основе	1	4
288	на землю	3	4
289	и до	6	4
290	связанных с	4	4
291	и под	1	4
292	на две	1	4
293	в образе	1	4
294	всяком случае	2	4
295	и многие	2	4
296	иной характер	1	4
297	уже в	5	4
298	его и	1	4
299	западной европы	1	4
300	в таких	2	4
301	такой же	1	4
302	по своему	9	4
303	обряда в	1	4
304	отличие от	5	4
305	в ней	7	4
306	связано с	2	4
307	к ней	2	4
308	которые в	1	4
309	и ее	1	4
310	таким же	1	4
311	праздников и	1	4
312	все что	2	3
313	и объяснить	1	3
314	можно говорить	3	3
315	же и	1	3
316	которые не	1	3
317	судить о	1	3
318	некоторой степени	1	3
319	каждый праздник	1	3
320	говорит о	2	3
321	представлений о	1	3
322	самом же	3	3
323	в какой	2	3
324	в виду	5	3
325	связь с	8	3
326	священной истории	1	3
327	из самых	1	3
328	есть в	6	3
329	где они	3	3
330	имеет место	2	3
331	на весь	3	3
332	на первый	1	3
333	от этого	1	3
334	и иногда	2	3
335	нами выше	1	3
336	еще далеко	2	3
337	и такие	1	3
338	он был	3	3
339	представления о	3	3
340	только как	1	3
341	других праздников	2	3
342	по отношению	2	3
343	течение года	1	3
344	до того	1	3
345	и еще	5	3
346	как на	4	3
347	носит характер	1	3
348	к числу	2	3
349	находится в	1	3
350	что все	1	3
351	точки зрения	10	3
352	именно с	1	3
353	какой степени	1	3
354	для этой	1	3
355	вся эта	4	3
356	никогда не	11	3
357	как праздники	1	3
358	и обряды	4	3
359	с одной	2	3
360	мы знаем	1	3
361	обычно не	1	3
362	на него	2	3
363	хотя и	4	3
364	в ее	5	3
365	имели место	3	3
366	это конечно	1	3
367	тому же	1	3
368	в которой	1	3
369	из приведенных	1	3
370	большинстве случаев	2	3
371	в области	10	3
372	и это	3	3
373	в эту	6	3
374	сих пор	7	3
375	в форме	6	3
376	были распространены	1	3
377	мы здесь	4	3
378	к праздникам	1	3
379	когда они	1	3
380	ней в	1	3
381	его к	2	3
382	всех этих	10	3
383	раньше чем	1	3
384	праздников в	1	3
385	до сих	7	3
386	них в	1	3
387	то есть	71	3
388	до некоторой	1	3
389	из которых	2	3
390	и смех	5	3
391	сводится к	1	3
392	обрядов и	2	3
393	независимо от	1	3
394	если бы	1	3
395	их и	1	3
396	в своей	8	3
397	относятся к	1	3
398	смех при	1	3
399	жизни в	8	3
400	не во	2	3
401	на другие	1	3
402	смерти и	6	3
403	с точки	6	3
404	них как	2	3
405	значение и	3	3
406	с которой	1	3
407	год в	1	3
408	из наиболее	2	3
409	нет и	2	3
410	и во	6	3
411	на этот	3	3
412	здесь не	3	3
413	они были	6	3
414	этих песнях	1	3
415	нас нет	1	3
416	улицам и	1	3
417	только по	1	3
418	ее на	1	3
419	из основных	2	3
420	и этим	2	3
421	это и	3	3
422	что с	1	3
423	труд посвященный	1	3
424	своей книге	3	3
425	смерти в	2	3
426	на все	5	3
427	по его	3	3
428	которые имели	1	3
429	в одной	1	3
430	жизнь и	3	3
431	же деле	3	3
432	так называемой	1	3
433	в городах	1	3
434	довольно часто	1	3
435	что касается	3	3
436	есть и	2	3
437	как он	1	3
438	думать что	2	3
439	в большинстве	2	3
440	на других	2	3
441	считает что	1	3
442	отношению к	2	3
443	место в	4	3
444	на то	2	3
445	и его	24	3
446	это в	5	3
447	как символ	1	3
448	не к	2	3
449	мы наблюдаем	3	2
450	от него	2	2
451	с последним	1	2
452	в игре	1	2
453	христа в	1	2
454	научной литературе	1	2
455	с этой	1	2
456	жизнь но	1	2
457	которые по	1	2
458	смехом и	1	2
459	нас в	1	2
460	его от	2	2
461	другой стороны	1	2
462	и которые	1	2
463	по себе	1	2
464	в духе	9	2
465	старого года	1	2
466	года в	1	2
467	принадлежат к	1	2
468	в быт	1	2
469	на эту	2	2
470	собой не	1	2
471	и следовательно	3	2
472	в дальнейшем	10	2
473	и дело	1	2
474	было не	1	2
475	можно сказать	4	2
476	во все	2	2
477	раз и	2	2
478	время от	1	2
479	но даже	2	2
480	одной стороны	2	2
481	всем этим	1	2
482	вот почему	1	2
483	с развитием	1	2
484	в риме	2	2
485	между двумя	1	2
486	говорить о	1	2
487	и когда	1	2
488	людей и	2	2
489	интересный и	1	2
490	себе в	2	2
491	пока еще	1	2
492	сказать что	12	2
493	он так	2	2
494	тех случаях	1	2
495	в нашем	3	2
496	это так	1	2
497	только во	1	2
498	части и	1	2
499	который в	1	2
500	этот вид	1	2
501	друг с	2	2
502	к этим	2	2
503	эта же	2	2
504	точка зрения	3	2
505	в церкви	2	2
506	мы видим	2	2
507	и он	3	2
508	особую силу	1	2
509	и всей	1	2
510	но еще	1	2
511	смысле в	1	2
512	этой же	2	2
513	силой в	1	2
514	что при	1	2
515	что такое	1	2
516	и за	2	2
517	многих отношениях	1	2
518	в старом	1	2
519	в одиночку	1	2
520	у него	2	2
521	их но	1	2
522	в несколько	1	2
523	они представляют	1	2
524	ее от	1	2
525	одним из	4	2
526	можно судить	1	2
527	быть только	3	2
528	в конце	3	2
529	на тот	1	2
530	между ними	4	2
531	дома в	1	2
532	некоторых других	1	2
533	между прочим	2	2
534	место и	1	2
535	они как	1	2
536	следовательно и	1	2
537	был не	1	2
538	образом к	1	2
539	из одного	1	2
540	в чем	2	2
541	под влиянием	3	2
542	в память	1	2
543	о происхождении	1	2
544	мы можем	2	2
545	они становятся	1	2
546	и даже	10	2
547	подобные же	1	2
548	только с	3	2
549	других праздниках	1	2
550	не связанных	1	2
551	человека который	1	2
552	он не	3	2
553	в развитии	1	2
554	европы в	1	2
555	были связаны	5	2
556	утратили свой	1	2
557	не были	4	2
558	в приведенном	1	2
559	была не	1	2
560	также не	1	2
561	в новое	5	2
562	он пишет	2	2
563	как известно	2	2
564	ту сторону	1	2
565	его как	1	2
566	вера в	1	2
567	по другим	1	2
568	это приводит	1	2
569	но нет	1	2
570	в себе	7	2
571	с элементами	1	2
572	был в	1	2
573	он показывает	1	2
574	образом в	3	2
575	в заключение	2	2
576	в силу	1	2
577	представления и	1	2
578	остановиться на	1	2
579	в него	2	2
580	уходит в	1	2
581	в один	1	2
582	в одну	1	2
583	и особенно	4	2
584	на всю	4	2
585	в состав	1	2
586	время но	1	2
587	и связанные	1	2
588	и должны	1	2
589	народа в	1	2
590	в жизни	7	2
591	полям и	1	2
592	эти и	2	2
593	смертью и	2	2
594	этот не	1	2
595	о которой	1	2
596	в область	1	2
597	интерес к	2	2
598	утверждает что	1	2
599	борьбы с	1	2
600	эти отличия	1	2
601	оно не	2	2
602	все то	1	2
603	не более	1	2
604	самом деле	3	2
605	вокруг него	1	2
606	если это	1	2
607	и начало	3	2
608	и действительно	2	2
609	и стремлениями	1	2
610	значения и	1	2
611	характер этого	1	2
612	как не	1	2
613	к нам	1	2
614	и так	2	2
615	себя и	2	2
616	так называемая	1	2
617	игры и	2	2
618	при всех	2	2
619	характерна для	1	2
620	из своей	2	2
621	церковные и	1	2
622	нет в	1	2
623	в народной	2	2
624	перед нами	1	2
625	они ничего	1	2
626	совершенно не	5	2
627	не является	4	2
628	что такие	1	2
629	несколько иной	1	2
630	на некоторых	2	2
631	и если	1	2
632	относится к	4	2
633	поминовения усопших	1	2
634	и теперь	1	2
635	с праздником	1	2
636	не могло	1	2
637	и нового	5	2
638	в дни	1	2
639	подобного рода	1	2
640	целый ряд	2	2
641	себя вне	1	2
642	он есть	1	2
643	к людям	1	2
644	литературы в	4	2
645	например на	2	2
646	этого времени	1	2
647	народного творчества	3	2
648	за пределами	1	2
649	с нею	2	2
650	с его	9	2
651	к новой	1	2
652	веселье и	2	2
653	так называемое	1	2
654	и смеха	1	2
655	моментов в	1	2
656	иногда в	1	2
657	подойти к	2	2
658	но оно	1	2
659	смерть и	1	2
660	но на	3	2
661	в более	4	2
662	значение в	1	2
663	они не	1	2
664	ни с	3	2
665	ряд других	1	2
666	на тех	2	2
667	веселый и	4	2
668	на что	3	2
669	для него	12	2
670	этом отношении	5	2
671	плодородия и	1	2
672	здесь в	14	2
673	смех на	3	2
674	силу и	1	2
675	какой-то особой	1	2
676	однако не	1	2
677	обряда и	1	2
678	но эта	2	2
679	дело в	2	2
680	здесь все	1	2
681	основные черты	1	2
682	очень много	1	2
683	в ряде	1	2
684	случае не	1	2
685	и без	4	2
686	случаях когда	1	2
687	что им	1	2
688	с другом	2	2
689	свет на	1	2
690	которые с	1	2
691	должен быть	1	2
692	особенно в	2	2
693	и вообще	5	2
694	о своих	1	2
695	что эти	1	2
696	еще до	1	2
697	ко всему	2	2
698	а как	1	2
699	же к	1	2
700	и остаются	1	2
701	в частности	6	2
702	от земли	1	2
703	в начале	4	2
704	в пределах	3	2
705	иванов день	1	2
706	останавливаться на	1	2
707	со смехом	2	2
708	обряды на	1	2
709	и всех	1	2
710	по окончании	1	2
711	отношение к	9	2
712	для обозначения	1	2
713	по плечу	1	2
714	здесь имеем	1	2
715	в новой	2	2
716	в ту	2	2
717	за счет	1	2
718	пелись в	2	2
719	и наконец	2	2
720	о смехе	8	2
721	в той	5	1
722	связаны в	1	1
723	что было	1	1
724	можно наблюдать	1	1
725	с которыми	1	1
726	в самом	7	1
727	оно имело	1	1
728	без особых	1	1
729	в праздничное	1	1
730	оно все	1	1
731	в центре	1	1
732	еще раз	4	1
733	народов в	1	1
734	начале xvii	1	1
735	и очень	2	1
736	еще более	6	1
737	никаких сомнений	1	1
738	не видели	1	1
739	прямо на	1	1
740	и имеет	1	1
741	в применении	3	1
742	под таким	1	1
743	пелись на	1	1
744	из всех	3	1
745	толстый живот	1	1
746	ее мы	1	1
747	с рождением	3	1
748	этот момент	3	1
749	которой они	1	1
750	поэтому они	1	1
751	те же	1	1
752	в иванов	1	1
753	по-видимому не	1	1
754	ты не	1	1
755	самой проблемы	1	1
756	близки к	1	1
757	все население	1	1
758	именно эти	2	1
759	по мере	1	1
760	исторического развития	2	1
761	по времени	1	1
762	местный характер	1	1
763	германии в	1	1
764	на смену	1	1
765	что праздник	1	1
766	границы между	1	1
767	к тебе	1	1
768	в борьбе	1	1
769	или во	1	1
770	значение это	1	1
771	в египет	1	1
772	и различные	1	1
773	и сам	2	1
774	наиболее полное	1	1
775	жизнь в	1	1
776	значении и	1	1
777	мы и	4	1
778	уже на	1	1
779	земля и	1	1
780	смеха в	11	1
781	наблюдаем в	1	1
782	его на	2	1
783	всем разнообразии	1	1
784	в собственном	4	1
785	всегда в	3	1
786	первой половине	1	1
787	одновременно и	3	1
788	смерть в	2	1
789	в изобилии	1	1
790	но у	2	1
791	по своим	1	1
792	живой и	1	1
793	на церковные	3	1
794	целым рядом	1	1
795	мир и	3	1
796	различные формы	2	1
797	ней как	1	1
798	и смерти	6	1
799	была создана	1	1
800	и образ	1	1
801	заключение что	1	1
802	начиная со	1	1
803	наша задача	1	1
804	некоторая часть	1	1
805	в первую	1	1
806	уже давно	1	1
807	других аналогичных	2	1
808	более широком	1	1
809	книге о	2	1
810	было в	1	1
811	объясняется по-видимому	1	1
812	века в	5	1
813	не могли	1	1
814	должны служить	1	1
815	размышлений и	1	1
816	применении к	3	1
817	черты этого	1	1
818	которые иногда	1	1
819	хотя бы	2	1
820	этом мы	2	1
821	каждого праздника	1	1
822	выходит из	1	1
823	все свои	1	1
824	служить и	1	1
825	почти исключительно	1	1
826	в другом	2	1
827	была только	3	1
828	являются не	1	1
829	очень широко	2	1
830	имея в	1	1
831	слово для	1	1
832	даже самых	1	1
833	поэтому мы	1	1
834	изучались в	1	1
835	в маске	2	1
836	место но	1	1
837	борьбе с	1	1
838	всего как	1	1
839	греков и	1	1
840	празднеств и	1	1
841	а между	1	1
842	и была	1	1
843	говорит что	1	1
844	значение смеха	2	1
845	уже почти	1	1
846	превращается в	6	1
847	значительной степени	4	1
848	и встречали	1	1
849	новое рождение	1	1
850	с общей	1	1
851	не вполне	3	1
852	рассуждение о	1	1
853	иногда прямо	1	1
854	христа на	1	1
855	отметить что	2	1
856	времени его	1	1
857	богатством и	1	1
858	и литературных	3	1
859	характерной для	1	1
860	но этот	1	1
861	смех имеет	1	1
862	ни одного	1	1
863	сосуществуют рядом	1	1
864	стариков и	1	1
865	с xi	1	1
866	у себя	1	1
867	которого они	2	1
868	ней и	1	1
869	здесь пока	1	1
870	не считались	1	1
871	вернуться к	1	1
872	ее но	1	1
873	жизни как	3	1
874	него не	1	1
875	затем в	1	1
876	по которым	1	1
877	вместе и	1	1
878	наряду с	2	1
879	знают только	1	1
880	они должны	1	1
881	новое время	4	1
882	просто в	1	1
883	совершенно иных	1	1
884	к которому	2	1
885	с этими	2	1
886	во времена	1	1
887	же она	2	1
888	место для	1	1
889	участие и	1	1
890	по одной	1	1
891	быть правильно	2	1
892	были в	4	1
893	потребности в	1	1
894	даже у	1	1
895	не мог	1	1
896	прочим в	1	1
897	того же	1	1
898	но там	1	1
899	они могут	1	1
900	и становится	2	1
901	и подобные	1	1
902	значение которых	2	1
903	время этого	1	1
904	образом на	2	1
905	эти выражения	1	1
906	прямо или	1	1
907	ближе к	1	1
908	все мы	1	1
909	он имел	1	1
910	сущность его	1	1
911	комедии и	1	1
912	весенний и	1	1
913	еще одну	1	1
914	остро и	1	1
915	по преимуществу	3	1
916	для дальнейшего	1	1
917	этот смех	2	1
918	выходить из	1	1
919	масленичные игры	1	1
920	смех и	10	1
921	характерен для	1	1
922	земли в	1	1
923	его у	1	1
924	притом не	1	1
925	в состоянии	3	1
926	в раннем	1	1
927	объяснение в	1	1
928	но от	1	1
929	их сила	1	1
930	вопрос мы	2	1
931	на этих	1	1
932	имени в	2	1
933	веселая игра	1	1
934	характер носит	1	1
935	к необходимости	2	1
936	форме это	1	1
937	они в	2	1
938	эта свобода	1	1
939	весь мир	3	1
940	основные мотивы	1	1
941	не была	2	1
942	нового и	1	1
943	является и	1	1
944	бы к	1	1
945	в результате	1	1
946	не знает	6	1
947	его значении	1	1
948	такое понимание	1	1
949	не о	2	1
950	говорит в	1	1
951	далее он	1	1
952	лицо его	2	1
953	к зачатию	1	1
954	ее развития	1	1
955	относились как	1	1
956	что за	1	1
957	более поздние	1	1
958	что не	3	1
959	но для	3	1
960	его имеет	1	1
961	и своего	1	1
962	на путь	1	1
963	обновления жизни	1	1
964	рассматривали как	1	1
965	изучения народных	1	1
966	не есть	1	1
967	века к	1	1
968	рядом с	9	1
969	одном из	1	1
970	всеми его	1	1
971	выводы и	1	1
972	в ряду	3	1
973	так сказать	5	1
974	с некоторой	1	1
975	упомянутые нами	1	1
976	или такие	2	1
977	связанным с	1	1
978	себе и	2	1
979	вне связи	1	1
980	точек зрения	1	1
981	и веселье	1	1
982	к некоторым	4	1
983	тема смерти	1	1
984	и понимание	1	1
985	всех народов	1	1
986	начинает выходить	1	1
987	вошла в	1	1
988	и мир	1	1
989	остается в	1	1
990	они обычно	1	1
991	всей их	4	1
992	и античности	1	1
993	смысл и	1	1
994	он умеет	1	1
995	человек как	1	1
996	выражение в	5	1
997	и обновления	8	1
998	лица и	1	1
999	своей книги	1	1
1000	сколько в	1	1
1001	особенно на	1	1
1002	и питье	1	1
1003	был уже	1	1
1004	это прежде	1	1
1005	до нас	11	1
1006	частями и	1	1
1007	мы говорили	1	1
1008	все остальные	1	1
1009	эти слова	1	1
1010	оно по-видимому	2	1
1011	и домашних	1	1
1012	теорию и	1	1
1013	и третья	1	1
1014	с вином	1	1
1015	уже к	2	1
1016	объясняется и	1	1
1017	так называемые	2	1
1018	как веселая	1	1
1019	это по	2	1
1020	здесь на	3	1
1021	некоторые праздники	1	1
1022	всех других	2	1
1023	и та	2	1
1024	становится на	2	1
1025	не могла	2	1
1026	и создавать	1	1
1027	усопших в	1	1
1028	по своей	3	1
1029	не касается	1	1
1030	позже и	1	1
1031	другая сторона	1	1
1032	могла бы	2	1
1033	почти каждый	1	1
1034	земле не	1	1
1035	и объясняется	1	1
1036	могилу и	1	1
1037	вторая часть	1	1
1038	выходят за	1	1
1039	он в	2	1
1040	его однако	1	1
1041	что во	1	1
1042	оно имеет	1	1
1043	священные тексты	4	1
1044	звучит в	1	1
1045	о его	1	1
1046	на определенных	1	1
1047	них не	1	1
1048	и высокую	1	1
1049	теми же	1	1
1050	все обряды	1	1
1051	в общем	4	1
1052	необходимо чтобы	1	1
1053	до наших	1	1
1054	что без	1	1
1055	иной раз	1	1
1056	и могилы	1	1
1057	для людей	1	1
1058	бы ни	2	1
1059	которые были	1	1
1060	в определенные	2	1
1061	чем свидетельствует	1	1
1062	и живут	1	1
1063	смеха и	8	1
1064	и чем	1	1
1065	праздники эти	1	1
1066	приуроченная к	1	1
1067	причем это	1	1
1068	которых нет	1	1
1069	шутки и	1	1
1070	какой же	1	1
1071	и самый	2	1
1072	следовательно не	2	1
1073	можно только	5	1
1074	люди в	1	1
1075	с полной	3	1
1076	первую очередь	1	1
1077	можно проследить	1	1
1078	однако и	1	1
1079	собственном смысле	3	1
1080	его через	1	1
1081	образом и	1	1
1082	каждому из	1	1
1083	по форме	2	1
1084	какова их	1	1
1085	самих участников	1	1
1086	заключение нужно	1	1
1087	почти не	2	1
1088	античности и	2	1
1089	должна быть	1	1
1090	которых мы	1	1
1091	был бы	1	1
1092	для себя	1	1
1093	оно было	2	1
1094	образа и	1	1
1095	и менее	1	1
1096	и дает	1	1
1097	и маска	1	1
1098	силе смеха	2	1
1099	освободиться от	2	1
1100	течение первых	1	1
1101	человек с	1	1
1102	как особую	1	1
1103	глядеть на	1	1
1104	характер мы	1	1
1105	и важное	1	1
1106	на таких	1	1
1107	ходить на	1	1
1108	разного рода	3	1
1109	происходит с	1	1
1110	обильной еде	1	1
1111	ни в	1	1
1112	всякой связи	1	1
1113	они на	1	1
1114	но этого	1	1
1115	она уходит	1	1
1116	определенные дни	1	1
1117	это есть	1	1
1118	целом ряде	2	1
1119	смысла в	1	1
1120	не могут	4	1
1121	власти и	2	1
1122	один человек	1	1
1123	усматривали в	1	1
1124	со всеми	2	1
1125	разные сроки	1	1
1126	поэтому и	5	1
1127	если не	1	1
1128	более древних	1	1
1129	ряде других	1	1
1130	от своего	2	1
1131	особый интерес	1	1
1132	смысла и	2	1
1133	заклинательного характера	1	1
1134	более широкого	1	1
1135	мы остановимся	5	1
1136	нет он	1	1
1137	превращаются в	1	1
1138	игра на	1	1
1139	к будущему	1	1
1140	они связаны	1	1
1141	его также	1	1
1142	смех в	7	1
1143	в царстве	1	1
1144	как о	1	1
1145	укладывается и	1	1
1146	может стать	1	1
1147	вот все	1	1
1148	состоит из	1	1
1149	с будущим	1	1
1150	правда не	1	1
1151	приводил к	1	1
1152	здесь еще	3	1
1153	есть на	2	1
1154	было освящено	1	1
1155	они полностью	1	1
1156	ли он	1	1
1157	такие фигуры	1	1
1158	можно найти	3	1
1159	важное значение	1	1
1160	в те	1	1
1161	из которого	1	1
1162	со стороны	1	1
1163	не носят	2	1
1164	знает что	1	1
1165	всей своей	1	1
1166	однако именно	1	1
1167	здесь нет	1	1
1168	в проповедях	1	1
1169	это самое	1	1
1170	года и	1	1
1171	и имели	1	1
1172	не входит	2	1
1173	смеха смех	1	1
1174	в любой	1	1
1175	тесной связи	1	1
1176	черти и	1	1
1177	царстве мертвых	1	1
1178	человека и	4	1
1179	тому кто	1	1
1180	играющих и	1	1
1181	очень ярко	1	1
1182	в праздничном	2	1
1183	в труде	1	1
1184	свое внимание	1	1
1185	связана и	1	1
1186	еще и	6	1
1187	ни на	3	1
1188	в веселый	1	1
1189	огромный очень	1	1
1190	зрения он	1	1
1191	своем роде	1	1
1192	картину и	1	1
1193	согласиться по	1	1
1194	бы с	1	1
1195	тех форм	1	1
1196	сливается с	1	1
1197	довольно широко	2	1
1198	что мы	2	1
1199	говорили и	1	1
1200	когда вся	1	1
1201	видим что	1	1
1202	в очень	2	1
1203	совершенно иной	2	1
1204	тех же	3	1
1205	место это	1	1
1206	совпадает с	1	1
1207	как мне	1	1
1208	но здесь	4	1
1209	в значительной	9	1
1210	наконец в	2	1
1211	ритуального смеха	1	1
1212	это только	1	1
1213	силами природы	1	1
1214	приняли и	1	1
1215	как самого	1	1
1216	это понималось	1	1
1217	в менее	2	1
1218	самого главного	1	1
1219	и античных	1	1
1220	как маска	1	1
1221	только один	1	1
1222	теории в	1	1
1223	очень хорошо	2	1
1224	отношении к	1	1
1225	которую он	1	1
1226	от других	1	1
1227	не потому	1	1
1228	у других	2	1
1229	смех это	3	1
1230	более и	1	1
1231	и целый	1	1
1232	в веселье	1	1
1233	в совершенно	2	1
1234	в истории	5	1
1235	и церковь	1	1
1236	не раньше	1	1
1237	знаем что	1	1
1238	а во	1	1
1239	смерти они	1	1
1240	в комическом	1	1
1241	и фарса	1	1
1242	он дает	4	1
1243	и будущее	1	1
1244	таким путем	1	1
1245	наряд и	1	1
1246	в италии	1	1
1247	без всякого	3	1
1248	это позволяет	1	1
1249	в данной	1	1
1250	этого нет	1	1
1251	акт и	1	1
1252	тем же	1	1
1253	перед тем	1	1
1254	и служит	1	1
1255	принадлежит к	1	1
1256	в самую	1	1
1257	которые уже	1	1
1258	их с	2	1
1259	одной из	3	1
1260	на новое	1	1
1261	и раньше	1	1
1262	были уже	1	1
1263	ли можно	1	1
1264	значения это	1	1
1265	он может	1	1
1266	характерное для	1	1
1267	подобные им	1	1
1268	здесь и	5	1
1269	свою силу	1	1
1270	проповедях в	1	1
1271	песни пелись	1	1
1272	только потому	1	1
1273	и страшный	1	1
1274	и углубленной	1	1
1275	дает в	3	1
1276	же он	2	1
1277	мы еще	1	1
1278	в самой	5	1
1279	дальнейшего развития	1	1
1280	точку зрения	2	1
1281	в животном	2	1
1282	смерти как	1	1
1283	как раз	3	1
1284	на время	4	1
1285	связан с	5	1
1286	силу смеха	1	1
1287	форм и	11	1
1288	или к	2	1
1289	или другому	1	1
1290	и радость	1	1
1291	мог быть	1	1
1292	мир в	3	1
1293	еще отметить	1	1
1294	многих других	1	1
1295	основе своей	2	1
1296	для нового	2	1
1297	это был	3	1
1298	сам он	1	1
1299	за которую	1	1
1300	новой жизни	1	1
1301	был еще	3	1
1302	второй половине	2	1
1303	простого народа	1	1
