N	3gram	Trubetskoy	Istorich
156	и некоторые другие	1	1
157	но при этом	1	1
158	он не имеет	2	1
159	ясно что все	1	1
160	одно из таких	1	1
161	речь идет о	1	1
162	с тем и	2	1
163	от них в	1	1
164	магической силы и	1	1
165	на пути к	2	1
166	то станет ясным	1	1
167	всегда связан с	1	1
168	есть то самое	1	1
169	его можно только	2	1
170	что все эти	1	1
171	после смерти и	1	1
172	боги к которым	1	1
173	с ними в	1	1
174	все же есть	1	1
175	и здесь не	1	1
176	к тем же	1	1
177	надо иметь в	1	1
178	сих пор были	1	1
179	в нем царит	1	1
180	имеющие отношение к	1	1
181	не имеет никакого	1	1
182	может быть даже	2	1
183	не к этому	1	1
184	не более как	1	1
185	случае мы имеем	1	1
186	так чтобы не	1	1
187	не с тем	1	1
188	в нашем смысле	1	1
189	попадает в сети	1	1
190	в эту сторону	1	1
191	все те же	1	1
192	дни и ночи	1	1
193	сам он не	1	1
194	как бы в	1	1
195	к мысли о	1	1
196	и у них	1	1
197	идет речь есть	1	1
198	из которых каждый	1	1
199	с течением времени	3	1
200	ни на какие	1	1
201	еще и потому	1	1
202	что оно имеет	1	1
203	есть ли это	1	1
204	отношение к нашей	1	1
205	к этому источнику	1	1
206	до известной степени	1	1
207	после его смерти	2	1
208	то или иное	2	1
209	есть как бы	2	1
210	нашей точки зрения	1	1
211	что связано с	1	1
212	что происходит в	1	1
213	все что связано	1	1
214	у тюркских племен	1	1
215	и есть то	1	1
216	мире как о	1	1
217	в этом отношении	2	1
218	в себе не	1	1
219	потому что в	1	1
220	именно потому что	1	1
221	о котором здесь	1	1
222	из которых является	1	1
223	в то что	1	1
224	тем или иным	1	1
225	в лесах и	1	1
226	переворот во всей	1	1
227	о его существовании	1	1
228	а с другой	5	1
229	в которых он	1	1
230	дней после смерти	1	1
231	котором здесь идет	1	1
232	его уже не	1	1
233	физическая сила и	1	1
234	несмотря на все	1	1
235	лицом к лицу	1	1
236	невозможно но все	1	1
237	то же время	2	1
238	широком смысле этого	1	1
239	в широком смысле	1	1
240	и в этом	2	1
241	вместе с другими	1	1
242	ближайшем рассмотрении оказывается	1	1
243	с нашей точки	1	1
244	что эти действия	1	1
245	от неправильного понимания	1	1
246	смотря по тому	1	1
247	возможно что этому	1	1
248	к нему в	1	1
249	за тем чтобы	1	1
250	и у многих	1	1
251	есть один из	1	1
252	так как по	1	1
253	вместе с верой	1	1
254	а после смерти	1	1
255	в то же	2	1
256	что и у	1	1
257	в первом случае	1	1
258	и в китае	1	1
259	но в то	1	1
260	при ближайшем рассмотрении	1	1
261	на голове и	1	1
262	этим дело не	1	1
263	но при ближайшем	1	1
264	всяком случае не	3	1
265	однако еще не	1	1
266	с ней и	1	1
267	с этого момента	1	1
268	утверждать что в	1	1
269	всяком случае в	1	1
270	как бы то	2	1
271	один из этих	1	1
272	но с другой	1	1
273	друг к другу	1	1
