N	2gram	Tiupa_Narr	DiskursI
129	коммуникативной ситуации	2	7
130	о чем	2	7
131	другой стороны	4	7
132	быть определена	1	7
133	с позиций	1	7
134	в притче	3	7
135	таким образом	1	7
136	иначе говоря	6	7
137	в русской	1	7
138	одной из	4	7
139	что и	1	7
140	тому же	5	7
141	его в	2	7
142	жанровой традиции	1	7
143	в этой	5	7
144	могут быть	3	7
145	в рассказе	4	7
146	коммуникативную ситуацию	1	7
147	о блудном	1	7
148	например в	2	7
149	ни в	3	7
150	в процессе	1	7
151	блудном сыне	1	7
152	приводит к	2	7
153	перед нами	4	7
154	ни для	7	7
155	с позиции	1	7
156	присутствия в	3	7
157	но это	1	7
158	и для	2	7
159	основе своей	4	7
160	нового времени	2	7
161	в пределах	2	7
162	лишь в	1	7
163	определена как	1	7
164	в ходе	1	7
165	и ее	2	7
166	и его	5	7
167	мира в	5	7
168	о.м фрейденберг	3	6
169	не как	2	6
170	одно из	2	6
171	дискурс не	1	6
172	именно в	6	6
173	конечном счете	2	6
174	литературные жанры	3	6
175	в сказании	2	6
176	и того	2	6
177	в противовес	4	6
178	времени в	2	6
179	одна из	3	6
180	крайней мере	1	6
181	картину мира	2	6
182	никогда не	3	6
183	то в	6	6
184	в принципе	4	6
185	с точки	2	6
186	в ее	3	6
187	в ситуации	1	6
188	в конечном	3	6
189	не знает	1	6
190	во всех	1	6
191	в эпическом	1	6
192	анекдота и	2	6
193	героя и	4	6
194	однако в	2	6
195	в особенности	4	6
196	в сущности	3	6
197	и то	1	6
198	имеет место	4	6
199	разумеется не	1	6
200	и одновременно	2	6
201	значении этого	3	6
202	дискурса и	1	6
203	что он	6	6
204	к его	1	6
205	в которых	1	6
206	собственно и	1	6
207	по крайней	1	6
208	здесь не	4	6
209	притчи о	1	6
210	дело в	1	6
211	своей коммуникативной	1	6
212	времени и	7	6
213	жанр в	1	6
214	тому как	2	6
215	и может	1	6
216	отношение к	2	6
217	одного из	4	6
218	в той	6	5
219	зрения на	2	5
220	русской литературе	1	5
221	исходя из	2	5
222	может служить	1	5
223	строго говоря	1	5
224	общения с	1	5
225	в виду	1	5
226	из двух	3	5
227	по стилю	1	5
228	нарративного дискурса	9	5
229	мысль о	1	5
230	обращения к	1	5
231	в первую	1	5
232	было в	2	5
233	своей природе	1	5
234	в другом	1	5
235	писал бахтин	1	5
236	не всегда	2	5
237	с.с аверинцева	2	5
238	форма авторства	2	5
239	говорить о	2	5
240	не обязательно	3	5
241	значительной степени	2	5
242	свою очередь	3	5
243	за рамки	2	5
244	перед ним	1	5
245	в прошлом	3	5
246	биографического дискурса	2	5
247	ситуации рассказывания	2	5
248	сказать что	4	5
249	жанровая форма	1	5
250	на протяжении	6	5
251	к себе	5	5
252	несмотря на	2	5
253	как раз	2	5
254	по теме	1	5
255	высказывания не	1	5
256	от нормы	1	5
257	так сказать	1	5
258	значении термина	1	5
259	внутренней речи	1	5
260	опыта в	1	5
261	на этом	1	5
262	текста а	1	5
263	жанров в	1	5
264	следует признать	2	5
265	подход к	2	5
266	с ее	3	5
267	тем что	3	5
268	события рассказывания	5	5
269	одного и	1	5
270	во второй	2	5
271	первую очередь	1	5
272	но одновременно	1	5
273	во втором	4	5
274	один из	3	5
275	представляют собой	2	5
276	по слову	1	5
277	подобно тому	2	5
278	себе не	2	5
279	оно не	2	5
280	претендует на	1	5
281	композиции по	1	5
282	самого рассказывания	1	5
283	сказания и	1	5
284	теме по	1	5
285	в свою	3	5
286	в значительной	2	5
287	известной степени	1	5
288	адресата в	2	5
289	известного рода	1	5
290	переход от	4	5
291	ничего не	2	5
292	того что	2	5
293	в литературе	2	5
294	по композиции	1	5
295	о нем	4	5
296	художественного дискурса	2	5
297	здесь в	1	5
298	несет в	1	5
299	в ней	3	5
300	не предполагает	5	5
301	мира и	2	5
302	в их	1	5
303	сказания или	4	5
304	и потому	2	5
305	в вероятностном	1	5
306	в акте	1	5
307	из этих	3	5
308	по бахтину	3	5
309	что касается	2	5
310	но она	1	5
311	коммуникативной стратегии	3	5
312	же самое	1	5
313	становления и	1	5
314	как будто	3	5
315	существенную роль	1	4
316	в самом	1	4
317	и к	1	4
318	человеческой жизни	1	4
319	действующее лицо	2	4
320	в равной	1	4
321	по выражению	2	4
322	говорит о	2	4
323	в году	1	4
324	в результате	2	4
325	в первом	3	4
326	ни одна	1	4
327	и до	2	4
328	коммуникативную стратегию	2	4
329	в нарративном	2	4
330	отличается от	4	4
331	восходит к	3	4
332	из жизни	1	4
333	между двумя	5	4
334	чего не	1	4
335	и судии	2	4
336	с читателем	1	4
337	точка зрения	6	4
338	и представляет	2	4
339	что они	3	4
340	стороны адресата	2	4
341	указать на	1	4
342	в произведении	3	4
343	на статус	1	4
344	тем не	3	4
345	аналогии с	1	4
346	к жизни	1	4
347	связи с	4	4
348	не о	3	4
349	рассказа как	1	4
350	будто бы	3	4
351	одним из	2	4
352	что не	4	4
353	который по	3	4
354	жизненной позиции	4	4
355	не есть	3	4
356	этического выбора	2	4
357	по себе	5	4
358	коммуникативным событием	2	4
359	и тем	4	4
360	как это	6	4
361	рассказывания в	2	4
362	о событиях	1	4
363	хотя в	2	4
364	силу своей	1	4
365	речевой акт	2	4
366	и есть	2	4
367	события в	2	4
368	или иного	2	4
369	для притчи	1	4
370	в культуре	2	4
371	однако и	1	4
372	на эпизоды	2	4
373	жизни а	2	4
374	с ним	1	4
375	не ограничивается	1	4
376	классической риторики	1	4
377	не могут	1	4
378	между которыми	1	4
379	можно назвать	1	4
380	сути дела	2	4
381	и адресата	1	4
382	произведение в	1	4
383	к другому	2	4
384	свое время	1	4
385	высказывания и	3	4
386	тот или	1	4
387	и во	1	4
388	до известной	1	4
389	неотделимо от	1	4
390	текста в	2	4
391	не знают	1	4
392	в свое	1	4
393	зависит от	2	4
394	мы имеем	2	4
395	во внешнем	2	4
396	есть в	2	4
397	поведения в	2	4
398	и др	2	4
399	слова не	1	4
400	свидетеля и	1	4
401	или в	2	4
402	в какой	2	4
403	по своему	1	4
404	но уже	1	4
405	на его	1	4
406	вследствие чего	2	4
407	нарративный дискурс	5	4
408	а на	1	4
409	того или	2	4
410	может иметь	1	4
411	которая может	1	4
412	в анекдоте	2	4
413	одну из	2	4
414	а по	2	4
415	коммуникативной природе	1	4
416	человеческого сознания	1	4
417	для обозначения	1	4
418	организации текста	2	4
419	н.д тамарченко	4	4
420	и прежде	1	4
421	речевыми жанрами	1	4
422	может и	1	4
423	настоящего времени	1	4
424	или напротив	4	4
425	более того	1	4
426	более не	2	3
427	является в	1	3
428	таковы например	1	3
429	рассказ о	1	3
430	которая в	2	3
431	дело с	2	3
432	жанры как	2	3
433	поскольку выполнение	1	3
434	событийного ряда	5	3
435	речевая маска	5	3
436	не бывает	1	3
437	более или	2	3
438	но все	4	3
439	и сам	1	3
440	рассказывания а	2	3
441	архитектонические формы	1	3
442	там же	1	3
443	их в	1	3
444	места времени	1	3
445	на первый	2	3
446	первый взгляд	2	3
447	и предполагает	1	3
448	в действительности	1	3
449	входит в	1	3
450	здесь оказывается	1	3
451	композиционная форма	1	3
452	выполнение нормы	1	3
453	имеем дело	2	3
454	нарративных высказываний	1	3
455	о ней	3	3
456	и он	3	3
457	и столь	1	3
458	вплоть до	2	3
459	о событии	1	3
460	обнаруживается в	1	3
461	к которому	2	3
462	своего другого	1	3
463	предметом целью	1	3
464	анекдот как	1	3
465	опираясь на	1	3
466	стремится к	1	3
467	по аналогии	1	3
468	на себя	3	3
469	и ситуацией	1	3
470	в области	2	3
471	между собой	2	3
472	как у	1	3
473	анекдота но	1	3
474	здесь как	1	3
475	о себе	1	3
476	но как	2	3
477	выступает в	2	3
478	дистанции между	1	3
479	значимое уклонение	1	3
480	в тех	1	3
481	в форме	5	3
482	высказывания состоит	3	3
483	то ни	3	3
484	равной степени	1	3
485	иисуса христа	1	3
486	было бы	4	3
487	его как	2	3
488	о его	1	3
489	ситуацией высказывания	1	3
490	и от	1	3
491	бы быть	3	3
492	героический эпос	1	3
493	и по	1	3
494	рассказ в	2	3
495	не случайно	2	3
496	мире и	1	3
497	жизненного поведения	1	3
498	они и	2	3
499	целью и	1	3
500	них в	1	3
501	в специальном	1	3
502	принадлежат к	1	3
503	исторического бытия	1	3
504	живет в	1	3
505	должна быть	2	3
506	сказание как	1	3
507	но также	1	3
508	содержит в	1	3
509	не требует	1	3
510	различного рода	3	3
511	истории в	3	3
512	событие не	4	3
513	событие рассказывания	1	3
514	ориентировано на	1	3
515	в структуре	2	3
516	себя с	1	3
517	или анекдота	3	3
518	отношения к	2	3
519	как не	1	3
520	не имеет	2	3
521	да и	4	3
522	о котором	1	3
523	художественной словесности	1	3
524	в следующей	1	3
525	всей своей	2	3
526	качестве дискурса	1	3
527	уже говорилось	1	3
528	дискурс в	2	3
529	это и	3	3
530	и более	1	3
531	языка и	2	3
532	это мир	1	3
533	который не	1	3
534	как наррация	1	3
535	идет о	2	3
536	на том	3	3
537	в обоих	2	3
538	определяется предметом	1	3
539	в сказке	1	3
540	как мы	3	3
541	может оказаться	2	3
542	то она	2	3
543	событием и	1	3
544	а.н веселовского	1	3
545	в едином	1	3
546	жизни не	1	3
547	к содержанию	3	3
548	жизни но	2	3
549	жанр это	1	3
550	или притчи	3	3
551	ему в	2	3
552	они не	2	3
553	различие между	2	3
554	и было	1	3
555	мира которая	1	3
556	том числе	6	3
557	уже в	3	3
558	мы не	1	3
559	коммуникативная стратегия	1	3
560	в полном	2	3
561	рассказываемое событие	2	3
562	место в	1	3
563	что ни	1	3
564	уклонение от	1	3
565	а о	1	3
566	текста не	1	3
567	на передний	1	3
568	событийный статус	1	3
569	весьма существенную	1	3
570	как целого	1	3
571	за которым	1	3
572	не подлежит	1	3
573	все эти	2	3
574	или даже	2	3
575	в новом	1	3
576	об этом	1	3
577	или менее	2	3
578	особенно в	3	3
579	знаменательно что	1	3
580	мере в	1	3
581	возможность иного	2	3
582	как коммуникативного	1	3
583	личности в	2	3
584	как представляется	2	3
585	некоторого рода	2	3
586	она не	2	3
587	хотя бы	4	3
588	дело не	1	3
589	когда он	3	3
590	тексте как	1	3
591	референтная компетенция	3	3
592	ван дейк	1	3
593	в начале	1	3
594	при всем	2	3
595	с человеком	2	3
596	в организации	2	3
597	числе и	4	3
598	дискурса в	2	3
599	к ней	1	3
600	рассказа в	1	3
601	нарративного высказывания	6	3
602	передний план	1	3
603	слова в	1	3
604	от мифа	2	3
605	жизни и	3	3
606	себе самому	1	3
607	бытия в	3	3
608	интонации и	1	3
609	героического эпоса	1	3
610	и наконец	1	3
611	что на	2	3
612	мира с	1	3
613	на большую	1	2
614	что было	1	2
615	мы можем	1	2
616	не выбирают	1	2
617	лицо события	1	2
618	могло произойти	2	2
619	феноменов событий	1	2
620	в настоящем	1	2
621	субъекта жизни	1	2
622	деяний то	1	2
623	в напряжении	1	2
624	граница между	1	2
625	кому рассказывается	1	2
626	с этой	1	2
627	характер как	1	2
628	формы целого	1	2
629	которая его	1	2
630	категориям а	1	2
631	мысли и	1	2
632	можно определить	1	2
633	те же	4	2
634	активность адресата	1	2
635	ни столь	2	2
636	принадлежности к	1	2
637	с собачкой	1	2
638	нас в	1	2
639	не являются	2	2
640	всякое событие	2	2
641	этого момента	1	2
642	переходит к	1	2
643	как было	3	2
644	мыслится как	1	2
645	я героя	2	2
646	следует понимать	1	2
647	быть признана	1	2
648	притча анекдот	1	2
649	композиционной формы	1	2
650	в классическом	2	2
651	вольно или	3	2
652	и с	4	2
653	от всего	1	2
654	чужому слову	1	2
655	отграниченная система	1	2
656	принципиальная для	1	2
657	в собственном	2	2
658	всегда в	1	2
659	а.п чехова	1	2
660	говорения или	1	2
661	мысли о	1	2
662	собой не	2	2
663	это бывает	1	2
664	городского фольклора	1	2
665	речь идет	4	2
666	различные формы	1	2
667	воспринимающего сознания	1	2
668	такого дискурса	1	2
669	определяется не	1	2
670	нарратива в	1	2
671	ставят перед	1	2
672	некоторые из	1	2
673	вследствие которого	1	2
674	не могли	1	2
675	преданий о	1	2
676	этого понятия	2	2
677	текста так	1	2
678	не таково	1	2
679	сознания в	1	2
680	а непосредственно	1	2
681	разворачивается в	1	2
682	строго отграниченная	1	2
683	выбирают а	1	2
684	для рассказа	1	2
685	в различных	1	2
686	анекдот не	2	2
687	жанр как	1	2
688	самоотождествление с	1	2
689	преодолеваемая даль	1	2
690	точке зрения	1	2
691	в чистом	1	2
692	к повторению	1	2
693	обратим внимание	1	2
694	жизни как	3	2
695	романного образа	1	2
696	том чтобы	1	2
697	все то	2	2
698	призван обладать	1	2
699	на него	3	2
700	под названием	1	2
701	который в	2	2
702	эпическом произведении	1	2
703	текст и	1	2
704	сценарием сюжетом	1	2
705	он сам	2	2
706	по поводу	1	2
707	в.я проппа	1	2
708	является событием	1	2
709	к языку	1	2
710	едва ли	1	2
711	не то	2	2
712	и свершают	1	2
713	к нему	5	2
714	слово анекдота	1	2
715	таковыми не	1	2
716	всего в	1	2
717	собой некий	1	2
718	бы то	3	2
719	не происходит	1	2
720	из анекдота	2	2
721	события а	2	2
722	той мере	1	2
723	этих двух	1	2
724	события свидетель	1	2
725	к их	1	2
726	в такого	1	2
727	нарративных жанров	1	2
728	в драме	1	2
729	х гг	1	2
730	очередь определяется	1	2
731	время в	2	2
732	начала и	1	2
733	т.п то	1	2
734	ни было	3	2
735	к категориям	1	2
736	бытия и	1	2
737	быть субъектом	1	2
738	с другими	1	2
739	картине мира	1	2
740	не от	2	2
741	в третьем	3	2
742	у него	4	2
743	и развития	1	2
744	отношения между	1	2
745	сего времени	1	2
746	классическом романе	1	2
747	жизнеописания как	2	2
748	в разные	1	2
749	повторению архетипических	1	2
750	система смыслов	1	2
751	обнаруживает себя	1	2
752	хх столетия	1	2
753	восходящей к	2	2
754	из уст	1	2
755	о смерти	1	2
756	высказывания как	1	2
757	очевидно что	1	2
758	даль и	1	2
759	взаимодействия с	1	2
760	настоящим и	1	2
761	рассмотренная выше	1	2
762	вненаходимости бахтин	1	2
763	же как	3	2
764	герой в	1	2
765	его событийной	2	2
766	и смертью	1	2
767	служит для	1	2
768	и сближение	1	2
769	в чем	1	2
770	нерасторжимой с	1	2
771	такова например	1	2
772	что как	1	2
773	несут в	1	2
774	складывается из	2	2
775	повествователя в	1	2
776	точкой зрения	2	2
777	фрейденберг убедительно	1	2
778	лица и	2	2
779	и быть	1	2
780	определенной жанровой	1	2
781	появляется в	1	2
782	дискурс по	1	2
783	до нас	1	2
784	при отсутствии	1	2
785	дискурсного анализа	1	2
786	всего лишь	2	2
787	речи и	1	2
788	в случае	7	2
789	мифа как	1	2
790	действующих лиц	1	2
791	былой инвентарь	1	2
792	но зато	1	2
793	не заключает	1	2
794	сказании или	1	2
795	главного героя	2	2
796	между жизнью	1	2
797	иметь в	1	2
798	и дискурсивные	1	2
799	также не	1	2
800	в современной	1	2
801	они хотят	1	2
802	в историческом	1	2
803	от конца	1	2
804	произведения в	1	2
805	в поведении	1	2
806	события общения	1	2
807	свидетель и	3	2
808	событий процессов	1	2
809	теми же	1	2
810	сказания это	2	2
811	а как	1	2
812	в трактовке	1	2
813	в него	1	2
814	чем и	1	2
815	оцененном мире	1	2
816	мы видели	1	2
817	здесь это	1	2
818	она сама	1	2
819	надо полагать	2	2
820	рамках которого	1	2
821	утверждать что	2	2
822	один голос	2	2
823	цепи событий	1	2
824	он предстает	1	2
825	речевой деятельности	1	2
826	герой жизнеописания	1	2
827	в чужой	2	2
828	весь былой	1	2
829	в хх	1	2
830	но обязательно	1	2
831	его из	1	2
832	через посредство	1	2
833	как к	2	2
834	на ее	1	2
835	в литературной	1	2
836	хх веке	1	2
837	и при	1	2
838	лично для	1	2
839	персонажем сценарием	1	2
840	не всякий	1	2
841	типическая форма	1	2
842	говорит и	2	2
843	хотят и	1	2
844	чтобы стать	2	2
845	к вечности	1	2
846	из которых	4	2
847	а ван	1	2
848	с природой	1	2
849	и делает	1	2
850	в ценностном	1	2
851	анекдота не	1	2
852	рецептивная установка	3	2
853	позиции в	1	2
854	этом своем	1	2
855	и строго	1	2
856	нарративном тексте	1	2
857	сами по	2	2
858	узнавания себя	1	2
859	слову бахтина	1	2
860	т.д в	1	2
861	если бы	1	2
862	самом деле	2	2
863	предлагая адресату	1	2
864	также может	1	2
865	речевого замысла	2	2
866	нормы событием	1	2
867	с таким	1	2
868	в россии	1	2
869	в придании	1	2
870	содержанием анекдота	1	2
871	о своей	2	2
872	в различные	1	2
873	к сыну	1	2
874	и оцененном	1	2
875	события но	2	2
876	в памяти	2	2
877	что могло	1	2
878	процессов состояний	1	2
879	от его	1	2
880	себя и	2	2
881	организации сюжета	1	2
882	о любви	1	2
883	ключом к	1	2
884	к нарратологическому	1	2
885	дискурса если	1	2
886	природе суть	1	2
887	и адресат	1	2
888	как произведение	1	2
889	соответствующая типическим	1	2
890	дифференцированном и	1	2
891	гг в	1	2
892	архетипических деяний	1	2
893	жизненным опытом	1	2
894	основу такой	1	2
895	родовых феноменов	1	2
896	жизнь личности	1	2
897	как ценностного	1	2
898	зрения как	1	2
899	в роли	2	2
900	форма высказывания	2	2
901	причастной вненаходимости	1	2
902	в значении	1	2
903	и ему	1	2
904	к одному	1	2
905	своем качестве	1	2
906	нормы а	1	2
907	вслед за	4	2
908	от позиции	1	2
909	притчи может	1	2
910	завершенная и	1	2
911	и возможность	2	2
912	каждый из	2	2
913	было и	1	2
914	повествование в	1	2
915	индивидуальной жизненной	1	2
916	есть его	1	2
917	вторичные идеологические	1	2
918	благоговейного приятия	1	2
919	неотделима от	1	2
920	высказывания которые	1	2
921	к однозначности	1	2
922	анекдот но	1	2
923	событием не	2	2
924	событий в	2	2
925	имеет своим	1	2
926	одного сознания	2	2
927	коммуникативные стратегии	2	2
928	всякий раз	1	2
929	легко может	1	2
930	адресата при	1	2
931	событие в	2	2
932	этого слова	2	2
933	его составе	1	2
934	не предполагается	1	2
935	есть к	1	2
936	к предмету	1	2
937	сближение но	1	2
938	и персонажи	1	2
939	во времени	8	2
940	в самой	1	2
941	только о	2	2
942	или письма	1	2
943	словами бахтина	2	2
944	или невольно	3	2
945	предметно-тематическое содержание	1	2
946	благодаря связи	2	2
947	бывает в	1	2
948	ответ на	1	2
949	стабильно дифференцированном	1	2
950	но на	1	2
951	динамизмом произведения	1	2
952	не поддается	1	2
953	инициативного самообнаружения	1	2
954	и судия	2	2
955	хоть и	1	2
956	может не	3	2
957	ни с	1	2
958	свидетельствует о	1	2
959	художественного высказывания	2	2
960	в первый	1	2
961	возникает в	1	2
962	мифологические тексты	1	2
963	он как	1	2
964	на роль	1	2
965	интрига нарративного	1	2
966	мифологического предания	2	2
967	инвентарь мифа	1	2
968	сказание или	2	2
969	начала жизни	2	2
970	существует благодаря	2	2
971	романного дискурса	1	2
972	не слияние	1	2
973	видеть в	1	2
974	же не	4	2
975	о герое	1	2
976	чем он	1	2
977	в дискурсе	1	2
978	восприятия со	1	2
979	наррации а	1	2
980	другого в	1	2
981	дискурса а	1	2
982	звучит один	1	2
983	наших дней	1	2
984	главное действующее	1	2
985	к жанровой	1	2
986	это еще	1	2
987	по существу	2	2
988	окказиональная случайностная	1	2
989	понимать как	1	2
990	впрочем не	1	2
991	как притчу	1	2
992	свидетельствуют о	1	2
993	к сообщаемому	2	2
994	случаях когда	1	2
995	на фоне	1	2
996	к концу	1	2
997	к своему	1	2
998	жизненного опыта	1	2
999	по его	1	2
1000	готовом стабильно	1	2
1001	это было	1	2
1002	они лишь	1	2
1003	напряжении событийного	1	2
1004	вовсе не	1	2
1005	и вообще	1	2
1006	тем более	2	2
1007	в меру	1	2
1008	здесь также	1	2
1009	и другого	1	2
1010	связаны с	1	2
1011	ему не	1	2
1012	нем звучит	1	2
1013	как формы	2	2
1014	чужой речи	1	2
1015	и тех	1	2
1016	событие самого	1	2
1017	типическим ситуациям	1	2
1018	он ни	1	2
1019	как иногда	1	2
1020	ей в	1	2
1021	ценностного центра	2	2
1022	хоровое слово	1	2
1023	ни один	1	2
1024	м.м бахтин	2	2
1025	участников коммуникативного	1	2
1026	не по	1	2
1027	суть то	1	2
1028	обстоит дело	1	2
1029	произойти по-другому	2	2
1030	она здесь	1	2
1031	для кого	1	2
1032	дискурсивные практики	1	2
1033	оказывается по	1	2
1034	быть и	1	2
1035	в античности	1	2
1036	гуманитарного научного	1	2
1037	не знаю	1	2
1038	рассказываемого события	1	2
1039	только то	1	2
1040	человека с	1	2
1041	х годов	1	2
1042	всей его	2	2
1043	не событиям	1	2
1044	анекдота о	1	2
1045	ситуациям речевого	1	2
1046	в книге	1	2
1047	высказывания соответствующая	1	2
1048	которые будучи	1	2
1049	жанров не	1	2
1050	однако для	1	2
1051	личного опыта	1	2
1052	здесь присутствует	1	2
1053	ю.м лотмана	1	2
1054	к чужому	1	2
1055	оно живет	1	2
1056	без благоговейного	1	2
1057	перформативные высказывания	1	2
1058	включает в	2	2
1059	организующий принцип	2	2
1060	до сего	1	2
1061	ценностной дистанции	1	2
1062	и только	2	2
1063	человек не	1	2
1064	которая своей	1	2
1065	такая возможность	1	2
1066	не могло	2	2
1067	индивидуального речевого	2	2
1068	или субъектом	2	2
1069	и слушающих	1	2
1070	текста на	3	2
1071	есть не	1	2
1072	жизнью и	2	2
1073	героя но	1	2
1074	в готовом	1	2
1075	возможна только	1	2
1076	событие это	1	2
1077	его порождает	1	1
1078	и поучаемого	1	1
1079	с которыми	1	1
1080	почву для	1	1
1081	практически не	1	1
1082	является сюжетообразующим	1	1
1083	нельзя признать	1	1
1084	без чего	3	1
1085	до которого	2	1
1086	новое и	1	1
1087	излагаемой жизни	1	1
1088	выводится в	1	1
1089	действием существом	1	1
1090	они неразрывно	1	1
1091	оно стремится	1	1
1092	практике может	1	1
1093	зародыши тематические	1	1
1094	что если	1	1
1095	организующего учительный	1	1
1096	разные формы	1	1
1097	мы и	1	1
1098	мир как	1	1
1099	чужой жизненной	1	1
1100	как прямая	1	1
1101	свою актуальность	1	1
1102	возможно лишь	1	1
1103	когда она	1	1
1104	жанры существенно	1	1
1105	с героем	1	1
1106	а событие	1	1
1107	порой даже	1	1
1108	ответную реакцию	1	1
1109	в нарратологию	1	1
1110	внутренняя активность	1	1
1111	собственной ситуации	1	1
1112	проблема речевых	1	1
1113	часто оказывается	1	1
1114	моментам родственным	1	1
1115	явлениях а	1	1
1116	не самой	1	1
1117	в тумане	1	1
1118	событий это	1	1
1119	и конца	1	1
1120	биография возможна	1	1
1121	это лишь	1	1
1122	притче о	1	1
1123	ситуаций действий	1	1
1124	ибо предметно-тематическое	1	1
1125	отношение слушателя	1	1
1126	можем обозначить	1	1
1127	даже в	2	1
1128	и непристойность	1	1
1129	в финале	1	1
1130	на границах	1	1
1131	фрейденберг был	1	1
1132	анекдот и	1	1
1133	цепи состояний	1	1
1134	это игра	1	1
1135	беседы автора	1	1
1136	нарушение табу	1	1
1137	окажется неадекватным	1	1
1138	требует анекдот	1	1
1139	следует иметь	1	1
1140	нарратора в	1	1
1141	притче была	1	1
1142	здесь действующие	1	1
1143	неким ибо	1	1
1144	субъект дискурсии	1	1
1145	осуществляется или	1	1
1146	как говорит	3	1
1147	для восприятия	1	1
1148	отношении но	1	1
1149	наизнанку глупость	1	1
1150	мир эксцессов	1	1
1151	двоякий жизненный	1	1
1152	голоса зримого	1	1
1153	активного приятия	1	1
1154	это пока	1	1
1155	образом ориентировано	1	1
1156	как субъекты	1	1
1157	одному из	1	1
1158	чьей-то биографии	1	1
1159	формой авторства	1	1
1160	есть принадлежат	1	1
1161	с кристаллизацией	1	1
1162	самобытного смысла	1	1
1163	рассказано в	1	1
1164	и ж	1	1
1165	изобразителя жизни	1	1
1166	его от	1	1
1167	коммуникативного поведения	1	1
1168	свою родину	1	1
1169	бытуют как	1	1
1170	анекдота выбор	1	1
1171	содержанию анекдота	1	1
1172	наррацией которая	1	1
1173	слушателя в	1	1
1174	напротив дискредитирующе	1	1
1175	напряжением между	1	1
1176	структуры в	2	1
1177	иллюстрировалась общая	1	1
1178	где образ	1	1
1179	новой риторики	1	1
1180	жанра высказывания	1	1
1181	романного слова	1	1
1182	вымышленные но	1	1
1183	этом качестве	1	1
1184	состоит именно	2	1
1185	как слушатели-читатели	1	1
1186	типов высказывания	1	1
1187	различного жизненного	1	1
1188	вообще свойственно	1	1
1189	сферу исторического	1	1
1190	предполагающем удовлетворение	1	1
1191	сферы общения	1	1
1192	сознаний в	1	1
1193	художественной литературы	3	1
1194	реализуют в	1	1
1195	рассеянной чужой	1	1
1196	и раскованной	1	1
1197	этом ряду	2	1
1198	на свой	2	1
1199	могло и	1	1
1200	от одного	2	1
1201	внутренне свободного	1	1
1202	все литературные	2	1
1203	иносказательностью требует	1	1
1204	речи хотя	1	1
1205	кощунство и	1	1
1206	легендарно-историческое предание	1	1
1207	на мир	1	1
1208	из нее	1	1
1209	структуру текста	1	1
1210	дискурсии в	1	1
1211	кто говорит	2	1
1212	и там	1	1
1213	и соотношений	1	1
1214	даме с	1	1
1215	и искушенность	1	1
1216	зато в	1	1
1217	предполагает хоровой	1	1
1218	а иногда	2	1
1219	на земле	1	1
